CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02;NO2_01;NOx_01;PO4_01;Si_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18HU13008_132;HL_13;41.021;-60.4183;392881;2002.28;25-may-13;08:05:00;34.9509;3.4903;5.8598;NaN;14.925;1.222;17.94;34.9503;0.035;6.013;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392882;1718.26;25-may-13;08:05:00;34.9583;3.7187;5.8322;NaN;13.9;1.2315;18.15;34.9594;0.03;6.05867;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392883;1448.25;25-may-13;08:05:00;34.968;3.9734;5.7977;NaN;12.835;1.2335;18.125;34.967;0.04;6.049;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392884;1199.9;25-may-13;08:05:00;34.978;4.2351;5.7189;NaN;12.455;1.2195;18.15;34.9778;0.03;NaN;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392885;958.95;25-may-13;08:05:00;34.9948;4.5848;5.5921;NaN;11.9;1.2475;18.445;34.9934;0.035;5.818;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392886;731.39;25-may-13;08:05:00;35.0212;5.1783;5.222;NaN;11.795;1.2775;18.255;35.0211;0.035;5.423;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392887;514.82;25-may-13;08:05:00;35.0786;6.7746;4.2271;NaN;13.63;1.4195;19.82;35.0782;0.035;NaN;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392888;330.55;25-may-13;08:05:00;35.3114;10.3289;3.0557;NaN;12.81;1.532;23.69;35.3132;0.04;3.074;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392889;194.16;25-may-13;08:05:00;35.7012;13.2883;4.7752;NaN;5.05;0.734;11.335;35.699;0.045;4.263;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392890;100.38;25-may-13;08:05:00;35.7644;13.8138;4.9644;0.0193;4.225;0.628;9.28;35.7636;0.06;5.12933;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392891;49.28;25-may-13;08:05:00;35.5489;13.4997;4.8402;0.0228;3.705;0.6055;8.495;35.7634;0.05;4.984;NaN;NaN;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392892;2.13;25-may-13;08:05:00;35.2741;15.4568;5.6869;0.0893;3.335;0.607;8.745;35.5658;0.07;4.965;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392893;4709.74;25-may-13;14:59:00;34.8762;2.1952;5.7674;NaN;36.96;1.3985;19.39;34.8762;0.04;5.975;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392894;4646.86;25-may-13;14:59:00;34.878;2.2013;5.803;NaN;36.995;1.405;20.045;34.8755;0.03;6.044;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392895;4499.5;25-may-13;14:59:00;34.8805;2.2076;5.7897;NaN;34.36;1.397;19.26;34.8804;0.03;6.066;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392896;4348.81;25-may-13;14:59:00;34.8832;2.2129;5.8105;NaN;31.81;1.3295;18.665;34.8825;0.035;6.118;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392897;4150.78;25-may-13;14:59:00;34.8855;2.2146;5.8305;NaN;27.765;1.2585;16.615;34.8821;0.03;6.116;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392898;3949.64;25-may-13;14:59:00;34.8887;2.2268;5.8586;NaN;30.38;1.329;18.98;34.888;0.04;6.151;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392899;3747.77;25-may-13;14:59:00;34.8927;2.251;5.914;NaN;23.335;1.1635;15.45;34.8919;0.04;6.201;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392900;3467.5;25-may-13;14:59:00;34.9001;2.3416;5.912;NaN;25.425;1.2785;18.325;34.8994;0;6.22;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392901;3178.25;25-may-13;14:59:00;34.9104;2.4892;5.9129;NaN;21.805;1.2145;16.77;34.9101;0;6.209;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392902;2878.27;25-may-13;14:59:00;34.9247;2.732;5.8797;NaN;14.74;NaN;14.65;34.9238;0;6.194;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392903;2569.49;25-may-13;14:59:00;34.9263;2.9178;5.9548;NaN;17.525;NaN;17.41;34.9257;0;6.238;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392904;2281.87;25-may-13;14:59:00;34.9451;3.2019;5.8328;NaN;21.565;NaN;17.975;34.9446;0;6.1;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392905;1998.91;25-may-13;14:59:00;34.661;3.7896;5.8293;NaN;20.35;NaN;17.22;34.9507;0;6.134;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392906;1719.78;25-may-13;14:59:00;34.8389;3.9101;5.8032;NaN;23.63;NaN;14.97;34.9601;0;6.08667;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392907;1453.28;25-may-13;14:59:00;34.9868;4.0192;4.5222;NaN;24.11;NaN;16.765;34.9708;0;6.028;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392908;1201.05;25-may-13;14:59:00;35.1887;4.1044;5.7045;NaN;38.925;NaN;18.19;34.9829;0;5.929;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392909;960.64;25-may-13;14:59:00;34.8468;4.6545;5.6476;NaN;42.02;NaN;17.89;34.9806;0;5.894;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392910;730.91;25-may-13;14:59:00;35.0216;5.2016;5.2044;NaN;32.71;NaN;18.485;35.0203;0;5.403;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392911;512.92;25-may-13;14:59:00;35.0167;6.2685;4.4487;NaN;30.42;NaN;21.34;35.0185;0;4.541;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392912;332.11;25-may-13;14:59:00;35.2098;9.3014;3.1884;NaN;22.35;NaN;24.22;35.2093;0;3.301;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392913;195.52;25-may-13;14:59:00;35.6545;12.953;4.4003;NaN;6.395;NaN;13.38;35.6489;0;4.601;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392914;99.09;25-may-13;14:59:00;36.2301;12.3078;4.8746;0.0105;2.735;NaN;10.545;35.5346;0;5.051;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392915;47.92;25-may-13;14:59:00;35.0683;12.1548;5.3312;0.119;0;NaN;7.17;35.0681;0;5.555;NaN;NaN;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392916;3.15;25-may-13;14:59:00;35.7405;15.8864;5.6374;0.894;0;NaN;0;35.308;0;5.875;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392917;4498.93;25-may-13;20:57:00;34.8786;2.1913;5.798;NaN;32.485;NaN;19.92;34.8786;0;6.008;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392918;4376.82;25-may-13;20:57:00;34.8842;2.2118;5.88;NaN;29.975;1.333;18.795;34.8845;0.065;6.148;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392919;4198.12;25-may-13;20:57:00;34.8903;2.2411;5.9947;NaN;25.17;1.2625;17.265;34.8894;0.05;6.27;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392920;4000.37;25-may-13;20:57:00;34.8932;2.2643;6.0095;NaN;22.3;1.185;16.305;34.8926;0.045;6.313;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392921;3749.6;25-may-13;20:57:00;34.8972;2.3145;6.0247;NaN;11.625;1.1995;17.49;NaN;0.05;NaN;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392922;3749.46;25-may-13;20:57:00;34.8972;2.3146;6.0319;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392923;3749.09;25-may-13;20:57:00;34.897;2.3147;6.0145;NaN;21.045;1.1915;16.04;34.896;0.035;6.303;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392924;3472.81;25-may-13;20:57:00;34.9047;2.4355;6.0126;NaN;20.89;1.2155;17.205;34.9032;0.04;6.286;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392925;3181.18;25-may-13;20:57:00;34.9134;2.6063;5.9973;NaN;18.75;1.2195;17.03;34.91333;0.05;6.28433;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392926;2880.33;25-may-13;20:57:00;34.9281;2.8359;5.8947;NaN;19.685;1.243;17.785;34.9273;0.04;6.188;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392927;2569.76;25-may-13;20:57:00;34.9392;3.0841;5.8667;NaN;18.4;1.266;17.675;34.9387;0.05;6.134;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392928;2275.38;25-may-13;20:57:00;34.9477;3.2939;5.8366;NaN;16.47;1.2445;17.545;34.9472;0.05;6.118;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392929;2001.07;25-may-13;20:57:00;34.95;3.4788;5.8676;NaN;14.735;1.2305;17.635;34.9497;0.045;6.092;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392930;1716.83;25-may-13;20:57:00;34.959;3.7118;5.8445;NaN;13.5;1.227;17.58;34.9584;0.045;6.021;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392931;1449.21;25-may-13;20:57:00;34.9678;3.9655;5.783;NaN;12.77;1.2375;17.905;34.9674;0.04;6.034;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392932;1201.9;25-may-13;20:57:00;34.9778;4.1976;5.7054;NaN;12.16;1.231;17.885;34.9777;0.04;5.953;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392933;953.07;25-may-13;20:57:00;34.993;4.5518;5.5779;NaN;11.75;1.245;18.02;34.9928;0.05;5.79;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392934;731.79;25-may-13;20:57:00;35.018;5.0984;5.2498;NaN;12.25;1.308;18.945;35.0179;0.045;5.43233;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392935;519.65;25-may-13;20:57:00;35.0756;6.5973;4.2836;NaN;13.28;1.4265;20.525;35.0747;0.035;4.39;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392936;330.9;25-may-13;20:57:00;35.2485;9.8014;3.0019;NaN;13.925;1.6235;24.63;35.2485;0.045;3.086;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392937;193.47;25-may-13;20:57:00;35.7091;13.3759;4.6499;NaN;5.74;0.774;11.31;35.7074;0.04;NaN;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392938;99.4;25-may-13;20:57:00;35.7623;13.9213;4.8377;0.0315;3.74;0.654;9.23;35.7578;0.05;5.057;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392939;49.08;25-may-13;20:57:00;35.7238;14.9733;5.0936;0.28;1.57;0.3615;4.27;35.7246;0.42;5.299;NaN;NaN;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392940;3.56;25-may-13;20:57:00;35.7047;16.4589;5.4984;0.4823;3.71;0.648;9.58;35.7039;0.05;5.724;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392941;4141.19;26-may-13;05:59:00;34.8938;2.2135;5.9971;NaN;26.755;1.2585;17.965;34.8879;0.03;6.22;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392942;3997.89;26-may-13;05:59:00;34.8977;2.2386;6.0672;NaN;22.775;1.19;16.37;34.8928;0.035;6.116;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392943;3822.45;26-may-13;05:59:00;34.8997;2.2536;6.0565;NaN;20.925;1.1785;15.51;34.8941;0.03;6.279;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392944;3621.15;26-may-13;05:59:00;34.9032;2.3039;6.0432;NaN;23.085;1.2355;17.225;34.8975;0.03;6.228;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392945;3421.3;26-may-13;05:59:00;34.9092;2.4172;6.0013;NaN;20.63;1.211;16.41;34.9046;0.03;6.10733;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392946;3222.41;26-may-13;05:59:00;34.9163;2.5497;6.0052;NaN;19.64;1.199;16.675;34.9111;0.03;6.281;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392947;2996.6;26-may-13;05:59:00;34.9244;2.7189;5.9997;NaN;19.215;1.227;17.605;34.9187;0.04;6.236;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392948;2770.69;26-may-13;05:59:00;34.9343;2.9237;5.9499;NaN;16.72;1.161;15.7;34.9284;0.03;6.064;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392949;2530.91;26-may-13;05:59:00;34.9438;3.1344;5.885;NaN;18.03;1.241;17.785;34.9386;0.03;5.893;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392950;2278.43;26-may-13;05:59:00;34.9435;3.2981;5.9289;NaN;15.855;1.209;17.25;34.9382;0.03;6.196;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392951;2022.81;26-may-13;05:59:00;34.9547;3.5142;5.893;NaN;13.455;1.1835;15.87;34.9494;0;5.244;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392952;1760.64;26-may-13;05:59:00;34.964;3.7566;5.8559;NaN;13.685;1.274;17.985;34.9581;0;5.958;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392953;1511.93;26-may-13;05:59:00;34.9738;3.9793;5.7947;NaN;11.78;1.1665;15.96;34.9687;0.03;6.027;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392954;1270.42;26-may-13;05:59:00;34.9833;4.214;5.7386;NaN;12.52;1.237;17.77;34.9789;0;5.94967;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392955;1049.89;26-may-13;05:59:00;34.9695;4.3329;5.7981;NaN;11.505;1.2065;17.47;34.964;0.03;6.018;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392956;850.27;26-may-13;05:59:00;35.0016;4.7839;5.5263;NaN;11.505;1.224;17.74;34.9961;0.03;5.71;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392957;649.36;26-may-13;05:59:00;35.0159;5.4677;5.0328;NaN;11.87;1.2735;18.385;35.01;0.03;5.195;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392958;500.84;26-may-13;05:59:00;35.0303;6.7332;4.182;NaN;13.46;1.4195;20.005;35.0175;0.03;4.302;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392959;330.87;26-may-13;05:59:00;35.2807;10.0595;3.0219;NaN;13.545;1.5825;23.895;35.2767;0.04;3.09;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392960;196.35;26-may-13;05:59:00;35.713;13.1842;4.1423;NaN;6.34;0.9245;13.825;35.7035;0.04;4.297;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392961;101.6;26-may-13;05:59:00;35.7815;13.8887;4.7352;0.0245;4.29;0.688;10.21;35.7718;0.05;4.893;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392962;48.82;26-may-13;05:59:00;35.8371;14.8966;4.924;0.172;2.105;0.455;6.48;35.8329;0.125;5.097;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392963;9.95;26-may-13;05:59:00;35.902;16.4925;5.4088;0.4554;0.795;0.134;1;35.8923;0.21;5.595;NaN;NaN;NaN;NaN
18HU13008_144;HL_10;42.0311;-61.0647;392964;4.55;26-may-13;05:59:00;35.9019;16.6512;5.4142;0.4587;0.78;0.132;0.745;35.8919;0.185;5.192;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392965;3945.14;26-may-13;11:05:00;34.9003;2.2703;6.1093;NaN;22.5;1.19;16.6;34.8947;0.035;6.325;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392966;3840.09;26-may-13;11:05:00;34.9012;2.2777;6.0958;NaN;21.39;1.193;16.435;34.8959;0.04;6.358;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392967;3698.42;26-may-13;11:05:00;34.9032;2.3021;6.1028;NaN;20.455;1.188;16.295;34.8971;0.03;6.353;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392968;3560.15;26-may-13;11:05:00;34.9058;2.3534;6.0781;NaN;20.195;1.1775;16.25;34.9;0.04;6.348;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392969;3401.77;26-may-13;11:05:00;34.9109;2.4446;6.0548;NaN;18.95;1.145;15.485;34.9048;0.035;6.31767;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392970;3211.83;26-may-13;11:05:00;34.9168;2.5776;6.0629;NaN;17.725;1.1535;15.815;34.9107;0.03;6.34;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392971;2997.61;26-may-13;11:05:00;34.9279;2.7602;5.9497;NaN;17.465;1.14;15.135;34.9215;0.03;6.233;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392972;2790.43;26-may-13;11:05:00;34.9375;2.9232;5.8942;NaN;18.495;1.207;16.86;34.9317;0.035;6.16;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392973;2570.27;26-may-13;11:05:00;34.9427;3.0878;5.8846;NaN;17.855;1.223;17.57;34.93693;0.03;6.196;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392974;2329.06;26-may-13;11:05:00;34.9472;3.2477;5.8965;NaN;14.18;1.12;15.07;34.9414;0.025;6.172;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392975;2069.64;26-may-13;11:05:00;34.9515;3.4543;5.8972;NaN;14.755;1.243;17.57;34.9457;0;6.149;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392976;1808.64;26-may-13;11:05:00;34.956;3.6648;5.8845;NaN;12.475;1.167;16.265;34.9506;0.04;6.133;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392977;1563.88;26-may-13;11:05:00;34.9718;3.9272;5.8037;NaN;11.82;1.142;16.25;34.9665;0.03;6.048;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392978;1299.51;26-may-13;11:05:00;34.9816;4.1783;5.7477;NaN;12.03;1.2285;18.025;34.977;0.03;5.96267;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392979;1068.52;26-may-13;11:05:00;34.9961;4.4709;5.6417;NaN;11.98;1.2345;17.915;34.9904;0.03;5.858;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392980;868.22;26-may-13;11:05:00;35.0145;4.8552;4.8272;NaN;10.895;1.2075;16.425;35.0094;0.03;5.636;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392981;680.77;26-may-13;11:05:00;35.0196;5.4594;4.6382;NaN;10.92;1.2385;16.795;35.0132;0.03;5.189;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392982;511.56;26-may-13;11:05:00;35.088;7.2056;3.6736;NaN;13.2;1.4735;20.83;35.0833;0.035;4.313;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392983;340.22;26-may-13;11:05:00;35.2843;10.1602;2.4669;NaN;10.455;1.4055;18.55;35.2792;0.04;3.132;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392984;228.78;26-may-13;11:05:00;35.7505;13.3446;3.3082;NaN;5.095;0.7925;11.225;35.742;0.035;4.878;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392985;121.06;26-may-13;11:05:00;35.7729;13.8509;4.0619;NaN;4.45;0.693;9.835;35.7639;0.05;4.918;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392986;49.85;26-may-13;11:05:00;36.027;16.0408;4.393;0.3103;1.125;0.216;2.3;36.019;0.36;5.421;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392987;9.92;26-may-13;11:05:00;35.2374;14.9843;4.5688;1.4452;0.845;0.1415;0;35.2611;0.05;6.009;NaN;NaN;NaN;NaN
18HU13008_146;HL_09;42.2004;-61.1656;392988;2.63;26-may-13;11:05:00;35.266;15.1137;5.1152;1.4899;1.215;0.1355;0;35.2747;0.05;6.003;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392989;3467.39;26-may-13;15:56:00;34.904;2.2909;6.1363;NaN;19.115;1.1505;15.635;34.8979;0.035;6.369;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392990;3336.07;26-may-13;15:56:00;34.9093;2.4028;6.0879;NaN;18.98;1.1745;16.13;34.9034;0.04;6.333;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392991;3162.47;26-may-13;15:56:00;34.9159;2.5684;6.0644;NaN;17.525;1.0365;15.905;34.9105;0.04;6.329;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392992;2980.09;26-may-13;15:56:00;34.9228;2.7147;6.0194;NaN;16.965;1.0275;15.825;34.9172;0.035;6.297;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392993;2750.25;26-may-13;15:56:00;34.9285;2.8987;6.0198;NaN;15.8;1.0025;15.69;34.9227;0.03;6.27533;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392994;2502.22;26-may-13;15:56:00;34.9369;3.1566;5.9644;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392995;2499.6;26-may-13;15:56:00;34.9371;3.1589;5.9653;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392996;2501.46;26-may-13;15:56:00;34.9371;3.158;5.97;NaN;14.08;0.991;14.445;34.9317;0.03;6.214;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392997;2307.19;26-may-13;15:56:00;34.945;3.3308;5.9274;NaN;14.57;1.0215;15.835;34.94087;0.03;6.105;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392998;2098.75;26-may-13;15:56:00;34.9502;3.4992;5.9044;NaN;13.87;1.03;16.145;34.9453;0.035;6.157;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392999;1878.52;26-may-13;15:56:00;34.9558;3.6448;5.8739;NaN;13.81;1.058;17.335;34.9518;0.03;6.114;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393000;1663.43;26-may-13;15:56:00;34.965;3.847;5.8447;NaN;11.35;0.991;14.93;34.9604;0.04;6.064;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393001;1436.97;26-may-13;15:56:00;34.9756;4.0585;5.7827;NaN;11.66;1.02;16.005;34.9699;0.035;6.004;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393002;1231.89;26-may-13;15:56:00;34.9853;4.2964;5.7124;NaN;11.185;1.022;16.235;34.9811;0.035;5.92433;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393003;1030.24;26-may-13;15:56:00;34.9947;4.5602;5.6303;NaN;11.06;1.041;16.595;34.9894;0.04;5.838;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393004;842.72;26-may-13;15:56:00;35.0212;5.019;5.332;NaN;10.99;1.0545;16.955;35.0171;0.035;5.518;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393005;661.33;26-may-13;15:56:00;34.9726;5.3942;5.0505;NaN;12.35;1.1145;18.645;34.9667;0.035;5.223;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393006;482.72;26-may-13;15:56:00;35.1145;7.6467;3.7668;NaN;14.305;1.3045;22.92;35.1098;0.045;3.862;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393007;332.55;26-may-13;15:56:00;35.47;11.5898;3.3105;NaN;9.94;1.105;19.24;35.4687;0.055;3.42;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393008;211.08;26-may-13;15:56:00;35.6607;13.303;5.0909;NaN;3.625;0.621;8.35;35.6526;0.04;5.304;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393009;110.2;26-may-13;15:56:00;35.7272;13.6931;5.0001;NaN;3.635;0.621;8.795;35.7181;0.06;5.182;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393010;51.19;26-may-13;15:56:00;35.4876;13.7233;5.2252;NaN;5.81;0.484;5.41;35.4829;0.195;5.416;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393011;7.64;26-may-13;15:56:00;35.1461;14.9356;5.7456;NaN;13.77;1.217;NaN;35.1388;0.04;5.948;NaN;NaN;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393012;2.96;26-may-13;15:56:00;35.1464;14.928;5.7494;NaN;0.64;0.2465;0.1;35.1392;0.055;5.951;NaN;NaN;NaN;NaN
