CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02;NO2_01;NOx_01;PO4_01;Si_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18HU13008_152;HL_07;42.4891;-61.4112;393013;2877.95;27-may-13;01:07:00;34.9204;2.6859;6.0519;NaN;17.515;1.034;16.65;34.9166;0.03;6.307;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393014;2742.39;27-may-13;01:07:00;34.9301;2.9555;5.9585;NaN;17.085;1.054;17.01;34.927;0.03;6.248;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393015;2569.93;27-may-13;01:07:00;34.9446;3.1467;5.8689;NaN;17.765;1.078;17.595;34.9398;0.03;6.145;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393016;2388.7;27-may-13;01:07:00;34.9461;3.2974;5.8539;NaN;15.445;1.068;16.595;34.9425;0.03;6.166;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393017;2200.23;27-may-13;01:07:00;34.9476;3.411;5.8588;NaN;15.31;1.0815;17.27;34.9453;0.03;6.14733;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393018;1999.65;27-may-13;01:07:00;34.9528;3.5977;5.8381;NaN;13.265;1.0535;16.36;34.9502;0.03;6.135;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393019;1754.91;27-may-13;01:07:00;34.9612;3.7686;5.8186;NaN;13.455;1.078;17.39;34.9575;0.03;6.087;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393020;1500.48;27-may-13;01:07:00;34.9651;3.9763;5.7813;NaN;12.255;1.067;17.22;34.9628;0.03;6.053;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393021;1249.48;27-may-13;01:07:00;34.967;4.1953;5.7596;NaN;11.6;1.08;17.22;34.9638;0.03;6.029;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393022;998.63;27-may-13;01:07:00;34.9688;4.4682;5.7047;NaN;11.115;1.0665;17.215;34.9687;0.03;5.949;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393023;748.41;27-may-13;01:07:00;34.9823;5.0412;5.3154;NaN;12.015;1.103;17.925;34.978;0.03;5.558;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393024;501.56;27-may-13;01:07:00;35.0947;7.4196;3.8338;NaN;13.665;1.2825;21.485;35.1061;0.045;3.976;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393025;298.9;27-may-13;01:07:00;35.466;11.6261;3.2602;NaN;10.285;1.1325;19.485;35.4756;0.04;3.421;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393026;201.44;27-may-13;01:07:00;35.6668;13.3413;4.9348;NaN;4.45;0.6445;9.37;35.6648;0.045;5.22;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393027;149.67;27-may-13;01:07:00;35.6881;13.4948;4.9641;NaN;4.175;0.628;8.925;35.6846;0.045;5.236;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393028;99.63;27-may-13;01:07:00;35.741;13.9244;5.0887;0.0228;2.365;0.5375;7.365;35.7424;0.115;5.364;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393029;80.16;27-may-13;01:07:00;35.8294;14.3418;5.1652;0.0333;1.3;0.489;6.27;NaN;0.545;5.423;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393030;61.75;27-may-13;01:07:00;35.5022;13.4066;5.3138;0.1208;1.565;0.484;5.655;NaN;0.62;5.579;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393031;51.34;27-may-13;01:07:00;35.2627;12.86;5.4669;0.1923;1.69;0.5005;4.84;35.2225;0.76;5.739;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393032;38.99;27-may-13;01:07:00;35.187;13.9528;5.4241;0.3913;1.23;0.3965;2.54;NaN;0.44;5.702;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393033;29.99;27-may-13;01:07:00;35.2572;14.6767;5.6321;0.745;0.865;0.253;0.13;NaN;0.08;5.945;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393034;18.44;27-may-13;01:07:00;35.0628;14.8872;5.6677;0.3811;0.89;0.235;0.08;NaN;0.05;5.967;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393035;10.97;27-may-13;01:07:00;34.894;14.7654;5.6548;0.1923;0.735;0.235;0;34.8845;0.04;5.956;NaN;NaN;NaN;NaN
18HU13008_152;HL_07;42.4891;-61.4112;393036;4.64;27-may-13;01:07:00;34.8948;14.7945;5.6794;0.1821;0.81;0.2385;0;NaN;0.04;5.969;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393037;1099.05;27-may-13;08:40:00;34.966;4.2685;5.7712;NaN;11.675;1.046;17.14;34.9618;0.045;6.004;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393038;969.57;27-may-13;08:40:00;34.9747;4.5689;5.622;NaN;11.585;1.043;17.085;34.9764;0.04;5.865;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393039;752.11;27-may-13;08:40:00;34.9421;4.6147;5.6379;NaN;11.425;1.0595;17.22;34.9388;0.04;5.886;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393040;498.79;27-may-13;08:40:00;34.9129;5.1594;5.1148;NaN;11.42;1.2535;16.715;34.9075;0.05;5.321;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393041;301.12;27-may-13;08:40:00;34.8557;7.2822;3.9846;NaN;13.755;1.498;21.13;34.9565;0.045;4.0605;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393042;200.51;27-may-13;08:40:00;35.1041;9.4755;3.4184;NaN;11.085;1.378;19.43;35.1285;0.04;3.531;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393043;148.8;27-may-13;08:40:00;35.0434;10.0413;4.0277;NaN;7.595;1.0645;13.935;NaN;0.06;NaN;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393044;99.42;27-may-13;08:40:00;35.1028;11.242;4.5815;0.0508;6.625;0.906;11.895;35.1018;0.06;NaN;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393045;80.34;27-may-13;08:40:00;34.8741;10.6365;4.8275;0.0735;6.375;0.8755;11.065;NaN;0.07;NaN;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393046;59.89;27-may-13;08:40:00;34.3853;8.761;5.6197;0.0998;3.71;0.6975;6.79;NaN;0.3;NaN;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393047;49.19;27-may-13;08:40:00;33.964;7.7969;5.9691;0.2065;2.765;0.6125;4.8;33.903;0.24;6.241;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393048;40.6;27-may-13;08:40:00;33.859;7.7094;6.0721;0.3103;3.02;0.659;4.525;NaN;0.24;NaN;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393049;29.51;27-may-13;08:40:00;33.4961;8.8004;6.3387;1.2366;2.075;0.491;2.125;NaN;0.15;NaN;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393050;20.72;27-may-13;08:40:00;33.5321;8.9656;6.4484;2.2225;1.61;0.396;0.715;NaN;0.08;NaN;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393051;9.62;27-may-13;08:40:00;33.1351;9.6522;6.5424;0.8791;1.095;0.289;0;33.1528;0.055;6.846;NaN;NaN;NaN;NaN
18HU13008_155;HL_06;42.8308;-61.7328;393052;3.19;27-may-13;08:40:00;33.1185;9.7663;6.5439;0.8344;1.11;0.286;0;33.1327;0.045;6.84;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393053;89.78;27-may-13;17:07:00;33.7921;6.8867;5.6663;0.035;6.96;0.865;7.085;NaN;0.26;5.85933;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393054;80.17;27-may-13;17:07:00;33.6763;6.5032;5.743;0.0333;6.27;0.854;6.27;NaN;0.24;NaN;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393055;61.35;27-may-13;17:07:00;33.2764;6.0745;6.4393;0.226;2.865;0.649;2.525;NaN;0.165;NaN;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393056;49.57;27-may-13;17:07:00;33.1221;5.8595;6.6291;0.3339;2.2;0.617;2.04;NaN;0.14;6.889;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393057;41.18;27-may-13;17:07:00;32.9443;5.7334;6.8676;1.1919;1.845;0.5565;1.47;NaN;0.12;NaN;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393058;29.52;27-may-13;17:07:00;32.8447;7.0377;6.9812;1.8028;1.415;0.412;0;NaN;0.065;NaN;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393059;20.18;27-may-13;17:07:00;32.7966;7.8551;6.9055;0.9685;1.41;0.3535;0;NaN;0.055;NaN;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393060;9.04;27-may-13;17:07:00;32.5554;8.3435;6.7606;0.2901;1.1;0.366;0;NaN;0.055;7.056;NaN;NaN;NaN;NaN
18HU13008_162;HL_05;43.1832;-62.0999;393061;3.03;27-may-13;17:07:00;32.5574;8.322;6.7809;0.2934;1.17;0.3675;0;NaN;0.05;7.045;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393062;73.03;27-may-13;20:12:00;32.7689;4.1856;6.3211;0.091;5.935;0.9025;7.2;NaN;0.18;6.513;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393063;63.52;27-may-13;20:12:00;32.7822;4.2798;6.3125;0.0893;5.98;0.9145;7.095;NaN;0.19;6.512;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393064;58.39;27-may-13;20:12:00;32.7976;4.547;6.3667;0.1243;5.46;0.8635;6.52;NaN;0.2;NaN;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393065;48.06;27-may-13;20:12:00;32.5651;4.3457;6.9845;0.28;2.73;0.627;2.35;NaN;0.145;7.131;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393066;37.93;27-may-13;20:12:00;32.1797;2.8534;7.0976;0.1956;3.94;0.8295;4.4;NaN;0.135;NaN;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393067;28.64;27-may-13;20:12:00;31.9665;2.7363;7.3624;0.2934;2.97;0.7335;3.115;NaN;0.115;NaN;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393068;19.87;27-may-13;20:12:00;31.8204;5.5654;7.3599;0.3272;1.535;0.5565;1.15;NaN;0.085;NaN;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393069;8.41;27-may-13;20:12:00;31.8367;7.1988;7.0188;0.4284;0.925;0.4325;0;NaN;0.06;7.313;NaN;NaN;NaN;NaN
18HU13008_164;HL_04;43.4836;-62.4486;393070;4.25;27-may-13;20:12:00;31.8391;7.2153;7.0111;0.6407;0.93;0.4155;0;NaN;0.055;7.313;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393071;255.91;27-may-13;23:49:00;35.0993;9.6652;3.1275;NaN;16.355;1.3965;20.805;35.0925;0.08;3.249;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393072;199.06;27-may-13;23:49:00;35.0506;10.1457;3.4178;NaN;12.26;1.3615;18.405;NaN;0.07;3.5895;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393073;101.35;27-may-13;23:49:00;33.8716;7.7785;4.199;0.0245;12.255;1.2195;13.155;NaN;0.075;4.418;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393074;79.68;27-may-13;23:49:00;32.7774;4.1084;6.2307;0.0438;5.275;0.8985;5.465;NaN;0.2;NaN;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393075;59.79;27-may-13;23:49:00;32.3359;2.9648;6.8126;0.0245;4.305;0.8455;4.37;NaN;0.13;NaN;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393076;50.78;27-may-13;23:49:00;32.2875;3.5076;7.1933;0.175;2.03;0.665;2.315;NaN;0.095;7.4675;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393077;39.09;27-may-13;23:49:00;32.0336;3.2176;7.3493;4.1385;1.985;0.938;2.49;NaN;0.11;NaN;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393078;28.09;27-may-13;23:49:00;31.5424;5.5859;7.2613;0.226;0.595;0.4445;0;NaN;0.045;NaN;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393079;19.18;27-may-13;23:49:00;31.4337;7.3734;6.9343;0.2226;0.715;0.4245;0;NaN;0.05;NaN;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393080;8.83;27-may-13;23:49:00;31.4302;7.46;6.9017;0.2429;1.385;0.453;0;31.4317;0.05;7.221;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393081;3.08;27-may-13;23:49:00;31.4307;7.4632;6.9117;0.1754;0.7;0.432;0;NaN;0.035;5.0055;NaN;NaN;NaN;NaN
18HU13008_166;HL_03;43.8862;-62.8857;393082;2.96;27-may-13;23:49:00;31.4308;7.4615;6.9012;NaN;0.87;0.4165;0;NaN;0.04;NaN;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393083;138.18;28-may-13;05:12:00;34.1938;8.6794;3.9505;0.0228;13.805;1.166;13.08;NaN;0.06;4.1535;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393084;100.83;28-may-13;05:12:00;32.9898;4.9507;5.6633;0.021;8;1.0045;8.95;NaN;0.175;5.9315;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393085;80.48;28-may-13;05:12:00;32.4788;3.2008;6.5666;0.0333;4.57;0.8685;5.38;NaN;0.14;NaN;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393086;58.82;28-may-13;05:12:00;32.1986;2.7415;7.0737;0.0893;3.52;0.802;3.95;NaN;0.11;NaN;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393087;50.12;28-may-13;05:12:00;32.1116;2.8499;7.1075;0.1645;4.22;0.7735;3.52;NaN;0.11;7.408;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393088;40.26;28-may-13;05:12:00;32.0235;3.239;7.2909;0.28;2.385;0.7175;2.88;NaN;0.105;7.568;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393089;31.26;28-may-13;05:12:00;31.9644;4.5745;7.1962;1.0727;1.38;0.5255;0.64;NaN;0.07;NaN;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393090;20.47;28-may-13;05:12:00;31.4755;6.3719;7.3069;0.3137;0.71;0.421;0;NaN;0.05;NaN;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393091;10.15;28-may-13;05:12:00;31.0635;7.3636;6.9911;0.2934;0.725;0.4095;0.55;NaN;0.05;7.266;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393092;2.03;28-may-13;05:12:00;31.0646;7.3645;7.0007;0.2429;0.705;0.413;0;NaN;0.04;7.2625;NaN;NaN;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393093;2.32;28-may-13;05:12:00;31.0637;7.3539;6.9831;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393094;75.43;28-may-13;07:32:00;32.396;3.6047;6.4772;0.054;6.66;0.892;5.845;32.4118;0.165;6.6645;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393095;60.45;28-may-13;07:32:00;32.2955;3.8274;6.9126;0.1282;3.93;0.717;3.36;NaN;0.125;NaN;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393096;50.47;28-may-13;07:32:00;32.1304;3.5318;7.1179;0.1015;2.845;0.664;2.715;NaN;0.09;7.3695;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393097;41.15;28-may-13;07:32:00;32.022;3.5672;7.2195;0.1956;2.675;0.703;2.49;NaN;0.09;NaN;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393098;30.88;28-may-13;07:32:00;31.8738;3.9621;7.3224;0.2934;2.185;0.6205;1.61;NaN;0.07;NaN;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393099;20.45;28-may-13;07:32:00;31.713;5.3308;7.4247;0.596;0.93;0.441;0;NaN;0.035;NaN;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393100;9.9;28-may-13;07:32:00;31.1555;6.5539;7.1776;0.6258;0.755;0.432;0;31.1555;0.045;7.4435;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393101;2.22;28-may-13;07:32:00;31.1416;6.5986;7.1685;1.1025;0.62;0.409;0;NaN;0.04;7.422;NaN;NaN;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393102;2.32;28-may-13;07:32:00;31.1462;6.587;7.1677;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391987;137.64;07-may-13;06:14:00;34.3856;9.2572;3.9217;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391988;137.13;07-may-13;06:14:00;34.3901;9.2693;3.9079;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391989;137.44;07-may-13;06:14:00;34.3866;9.2523;3.8825;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391990;137.42;07-may-13;06:14:00;34.3756;9.2261;3.9158;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391991;137.47;07-may-13;06:14:00;34.3716;9.2199;3.895;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391992;137.12;07-may-13;06:14:00;34.3636;9.1974;3.9067;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391993;137.58;07-may-13;06:14:00;34.3672;9.2076;3.9068;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391994;137.17;07-may-13;06:14:00;34.3633;9.193;3.9051;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391995;137.57;07-may-13;06:14:00;34.3718;9.2139;3.9201;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391996;137.46;07-may-13;06:14:00;34.3672;9.205;3.9127;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391997;137.27;07-may-13;06:14:00;34.3585;9.1801;3.9094;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391998;137.16;07-may-13;06:14:00;34.3566;9.1791;3.9235;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;391999;137.77;07-may-13;06:14:00;34.3627;9.1994;3.9248;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392000;137.48;07-may-13;06:14:00;34.3595;9.1872;3.9258;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392001;137.02;07-may-13;06:14:00;34.353;9.1703;3.9213;0.0665;15.94;1.1685;14.9;34.3466;0.17;4.0515;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392002;99.91;07-may-13;06:14:00;32.8641;4.7888;6.0696;0.0508;6.655;0.8595;7.83;NaN;0.19;6.363;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392003;79.9;07-may-13;06:14:00;32.2561;2.6732;6.7868;0.049;5.66;0.875;6.895;NaN;0.17;7.02;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392004;60.46;07-may-13;06:14:00;31.8925;1.9724;7.2996;0.0525;5.33;0.822;5.825;NaN;0.165;7.429;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392005;51.21;07-may-13;06:14:00;31.8078;2.4634;7.7388;0.0805;2.04;0.574;2.2;NaN;0.12;8.005;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392006;40.11;07-may-13;06:14:00;31.6568;2.8776;7.8985;0.1628;1.08;0.4735;1.48;31.6554;0.115;8.1055;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392007;29.03;07-may-13;06:14:00;31.3964;3.0123;7.9295;0.1803;0.84;0.4305;1.385;NaN;0.095;8.093;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392008;20.8;07-may-13;06:14:00;31.3653;3.573;7.8387;0.1923;0.47;0.421;0.185;NaN;0.095;NaN;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392009;9.92;07-may-13;06:14:00;31.1601;3.8438;7.8682;0.2091;0.35;0.42;0.395;NaN;0.045;7.988;NaN;NaN;NaN;NaN
18HU13008_284;HL_02;44.26613;-63.31396;392010;2.86;07-may-13;06:14:00;31.1303;4.0388;7.8461;0.1754;0.345;0.386;0.395;31.1567;0.05;8.0705;NaN;NaN;NaN;NaN
