CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;NO2_01;PO4_01;NOx_01;Si_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18OL06008_819;311;47.09983;-59.992;289846;320.36;28-jun-06;01:24:00;34.83;5.32;161.71386;3.619;0.055;1.545;22.5;27.775;NaN;0.074
18OL06008_819;311;47.09983;-59.992;289847;300.16;28-jun-06;01:24:00;34.81;5.43;157.06922;NaN;0.035;1.545;22.475;27.91;NaN;0.073
18OL06008_819;311;47.09983;-59.992;289848;200.12;28-jun-06;01:24:00;34.45;5.49;152.24594;NaN;0.025;1.555;21.395;24.9;NaN;0.073
18OL06008_819;311;47.09983;-59.992;289849;100.73;28-jun-06;01:24:00;32.6;1.59;289.48612;NaN;0.155;1.01;9.875;10.505;0.045;0.073
18OL06008_819;311;47.09983;-59.992;289850;49.58;28-jun-06;01:24:00;31.88;1.36;333.96748;NaN;0.195;0.81;5.285;5.545;0.26;0.162
18OL06008_819;311;47.09983;-59.992;289851;24.89;28-jun-06;01:24:00;30.84;6.3;321.01608;NaN;0.07;0.47;1.285;2.84;0.945;0.982
18OL06008_819;311;47.09983;-59.992;289852;15.27;28-jun-06;01:24:00;30.32;10.51;299.84724;NaN;0.025;0.305;0.16;1.89;1.32;1.723
18OL06008_819;311;47.09983;-59.992;289853;5.45;28-jun-06;01:24:00;29.76;13.72;291.67446;NaN;0.025;0.225;0.12;1.79;0.62;0.68
18OL06008_819;311;47.09983;-59.992;289854;1.98;28-jun-06;01:24:00;29.75;13.77;289.30748;6.4365;0.02;0.215;0.16;1.375;0.615;0.645
18OL06008_820;321;47.27183;-59.78383;289855;455.17;28-jun-06;03:46:00;34.87;4.97;182.83804;4.1075;0.025;1.49;21.14;29.7;NaN;0.074
18OL06008_820;321;47.27183;-59.78383;289856;400.54;28-jun-06;03:46:00;34.87;5.03;181.40892;NaN;0.02;1.51;21.44;27.8;NaN;0.073
18OL06008_820;321;47.27183;-59.78383;289857;300.36;28-jun-06;03:46:00;34.73;5.64;139.1159;NaN;0.015;1.655;23.385;28.33;NaN;0.073
18OL06008_820;321;47.27183;-59.78383;289858;200.22;28-jun-06;03:46:00;34.38;5.62;156.9799;NaN;0.02;1.51;20.86;22.11;NaN;0.073
18OL06008_820;321;47.27183;-59.78383;289859;100.13;28-jun-06;03:46:00;32.88;1.61;290.46864;NaN;0.035;0.995;10.545;10.41;0.035;0.073
18OL06008_820;321;47.27183;-59.78383;289860;50.57;28-jun-06;03:46:00;32.1;1.68;346.74024;NaN;0.095;0.59;2.945;2.28;0.235;0.182
18OL06008_820;321;47.27183;-59.78383;289861;24.99;28-jun-06;03:46:00;31.43;4.18;338.88008;NaN;0.015;0.35;0.125;0.895;0.58;0.801
18OL06008_820;321;47.27183;-59.78383;289862;14.87;28-jun-06;03:46:00;30.64;10.36;296.40842;NaN;0.015;0.275;0.085;1.15;0.21;0.338
18OL06008_820;321;47.27183;-59.78383;289863;4.56;28-jun-06;03:46:00;30.67;12.06;288.5036;NaN;0.02;0.27;0.12;1.05;0.195;0.326
18OL06008_820;321;47.27183;-59.78383;289864;1.98;28-jun-06;03:46:00;30.67;12.07;288.54826;6.492;0.015;0.255;0.08;0.95;0.305;0.38
18OL06008_821;331;47.43333;-59.55867;289865;459.42;28-jun-06;06:22:00;34.88;5;187.61666;4.6395;0.025;1.465;21.185;28.48;NaN;0.074
18OL06008_821;331;47.43333;-59.55867;289866;400.73;28-jun-06;06:22:00;34.85;5.01;180.02446;NaN;0.015;1.475;20.995;26.76;NaN;0.073
18OL06008_821;331;47.43333;-59.55867;289867;300.35;28-jun-06;06:22:00;34.81;5.75;170.28858;NaN;0.015;1.45;21.675;19.81;NaN;0.073
18OL06008_821;331;47.43333;-59.55867;289868;200.12;28-jun-06;06:22:00;34.46;5.9;171.36042;NaN;0.02;1.39;20.215;19.18;NaN;0.073
18OL06008_821;331;47.43333;-59.55867;289869;100.13;28-jun-06;06:22:00;32.7;1.52;298.90938;NaN;0.095;1.015;10.22;9.66;0.035;0.073
18OL06008_821;331;47.43333;-59.55867;289870;50.57;28-jun-06;06:22:00;32.18;1.56;342.00628;NaN;0.095;0.665;3.045;2.455;0.14;0.112
18OL06008_821;331;47.43333;-59.55867;289871;25.58;28-jun-06;06:22:00;31.86;2.1;370.36538;NaN;0.025;0.455;0.96;0.38;3.605;3.64
