CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18TL16002_003;8;41.8593;-65.83858;429116;132.66;25-feb-16;12:21:00;132.661;33.3787;6.9629;6.1283;0.45516;5.8;0.89567;9.91;33.377;0.14;6.345
18TL16002_003;8;41.85936;-65.83818;429117;4.66;25-feb-16;12:26:00;4.662;33.035;6.5476;6.5501;0.51749;5.61333;0.82;8.33667;NaN;0.17667;6.7745
18TL16002_014;9;41.70301;-66.0285;429118;94.7;25-feb-16;14:58:00;94.703;33.041;6.4658;6.4111;0.42549;5.24;0.82533;8.57;33.044;0.15;6.632
18TL16002_014;9;41.70392;-66.02862;429119;4.37;25-feb-16;15:01:00;4.371;32.7756;6.2953;6.6968;0.81648;4.95333;0.763;7.46;NaN;0.15667;6.9105
18TL16002_025;10;41.76654;-66.19247;429120;80.69;25-feb-16;16:44:00;80.696;33.0458;6.3891;6.713;1.01198;3.61333;0.75867;7.75;33.043;0.19667;4.3125
18TL16002_025;10;41.76858;-66.19115;429121;6.72;25-feb-16;16:47:00;6.729;32.9338;6.457;6.7358;1.05798;3.89;0.74567;7.34667;NaN;0.18;3.8875
18TL16002_036;14;41.39178;-66.14184;429122;134.47;26-feb-16;00:33:00;134.476;35.0025;11.9662;5.0734;0.2104;5.06;0.681;9.49;35.002;0.15667;3.3525
18TL16002_036;14;41.39107;-66.14183;429123;4.97;26-feb-16;00:37:00;4.97;32.3999;5.589;6.8047;1.69644;4.39333;0.66567;5.49333;NaN;0.16667;4.4765
18TL16002_047;16;41.07357;-66.49878;429124;92.88;26-feb-16;06:43:00;92.887;35.0264;12.079;5.1098;0.22758;4.91333;0.66867;9.15667;35.026;0.19;5.3485
18TL16002_047;16;41.07312;-66.49721;429125;4.65;26-feb-16;06:46:00;4.656;34.0423;9.7983;6.1006;2.30542;3.63;0.57;5.86333;NaN;0.19667;6.3735
18TL16002_058;18;41.09256;-66.80666;429126;71.87;26-feb-16;11:05:00;71.873;32.9991;6.5973;6.8187;2.30542;1.94333;0.668;6.26;33;0.19;7.028
18TL16002_058;18;41.09194;-66.80594;429127;5.5;26-feb-16;11:07:00;5.505;32.9956;6.6062;6.8044;2.17493;1.96333;0.671;6.25667;NaN;0.18;7.048
18TL16002_069;20;41.25568;-66.91446;429128;66.22;26-feb-16;15:57:00;66.224;33.0181;6.619;6.7953;3.21889;1.67667;0.648;5.33;33.017;0.20667;4.475
18TL16002_069;20;41.25588;-66.91482;429129;5.72;26-feb-16;15:59:00;5.728;33.0186;6.6297;6.8435;2.65342;1.76333;0.62933;5.18333;NaN;0.19;3.9965
18TL16002_080;21;41.41486;-66.90058;429130;65.92;26-feb-16;17:56:00;65.924;33.0489;6.4455;6.8773;3.26239;0.84;0.62433;5.26;33.048;0.20667;4.397
18TL16002_080;21;41.41496;-66.90026;429131;5.54;26-feb-16;17:59:00;5.544;33.0475;6.4452;6.8941;3.21889;0.93667;0.61833;5.22667;NaN;0.20667;5.609
18TL16002_091;22;41.45186;-66.48456;429132;91.17;26-feb-16;20:31:00;91.17;33.6606;8.3448;5.867;0.44849;5.22667;0.767;8.51667;33.657;0.15667;3.856
18TL16002_091;22;41.45076;-66.48295;429133;5.38;26-feb-16;20:35:00;5.382;32.9704;6.7698;6.4763;1.56397;4.69333;0.71367;6.67667;NaN;0.15333;4.4485
18TL16002_102;24;41.49784;-66.30938;429134;85.54;26-feb-16;22:36:00;85.544;33.438;7.744;6.0061;0.48299;5.60333;0.79967;8.34667;33.439;0.15333;3.9155
18TL16002_102;24;41.49672;-66.30876;429135;5.4;26-feb-16;22:39:00;5.409;32.8862;6.6015;6.6441;2.00093;3.80667;0.66533;5.74;NaN;0.17;4.832
18TL16002_113;HL_02;44.26894;-63.3176;429094;142.34;23-feb-16;15:44:00;142.343;33.5483;7.1178;4.5603;0.19752;11.80667;1.11233;11.92667;33.499;0.08;4.9025
18TL16002_113;HL_02;44.2692;-63.3176;429095;101.61;23-feb-16;15:47:00;101.611;32.1042;3.7573;6.3757;0.33922;6.76667;0.82333;6.43667;NaN;0.11333;NaN
18TL16002_113;HL_02;44.26938;-63.31758;429096;74.77;23-feb-16;15:48:00;74.779;31.3061;1.6705;7.2646;0.15458;6.82333;0.801;6.24333;NaN;0.08667;NaN
18TL16002_113;HL_02;44.2695;-63.31758;429097;49.96;23-feb-16;15:49:00;49.969;31.0416;1.1193;7.6935;0.27052;6.60333;0.80433;6.11667;NaN;0.17;NaN
18TL16002_113;HL_02;44.26962;-63.31762;429098;40.74;23-feb-16;15:51:00;40.745;31.0394;1.1456;7.7165;0.30487;6.33667;0.77267;5.81667;31.039;0.17333;7.957
18TL16002_113;HL_02;44.26966;-63.31764;429099;30.69;23-feb-16;15:51:00;30.696;31.0176;1.1142;7.7673;0.3521;6.52667;0.78767;5.86;NaN;0.17;NaN
18TL16002_113;HL_02;44.26972;-63.31766;429100;19.73;23-feb-16;15:52:00;19.739;30.9992;1.0719;7.778;0.43798;6.24667;0.87067;5.49333;NaN;0.16667;NaN
18TL16002_113;HL_02;44.26974;-63.31768;429101;10.11;23-feb-16;15:53:00;10.114;30.9989;1.1152;7.772;0.47233;6.05667;0.75633;5.34333;NaN;0.15667;NaN
18TL16002_113;HL_02;44.26976;-63.31772;429102;5.12;23-feb-16;15:53:00;5.121;30.9992;1.1237;7.7788;0.32634;6.34667;0.77667;5.59333;NaN;0.17667;NaN
18TL16002_113;HL_02;44.2698;-63.31776;429103;1.7;23-feb-16;15:54:00;1.708;30.9991;1.129;7.7866;0.34352;6.29667;0.78233;5.58667;31.002;0.17667;7.8715
18TL16002_114;26;41.60652;-66.57856;429136;74.3;27-feb-16;03:32:00;74.303;33.0476;6.4047;6.8327;1.73994;0.91667;0.67167;6.19667;33.051;0.20333;5
18TL16002_114;26;41.60652;-66.57857;429137;75.14;27-feb-16;03:32:00;75.145;33.0476;6.4049;6.8135;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18TL16002_114;26;41.607;-66.58012;429138;5.13;27-feb-16;03:38:00;5.133;33.0454;6.3906;6.8345;1.03498;0.86667;0.66067;6.12333;NaN;0.2;7.1
18TL16002_127;27;41.58684;-66.99344;429139;59.69;27-feb-16;07:39:00;59.692;33.1255;6.1862;6.865;2.43592;0.70667;0.692;6.25667;33.124;0.22667;7.1305
18TL16002_127;27;41.58606;-66.99303;429140;4.81;27-feb-16;07:41:00;4.817;33.1252;6.1677;6.8706;2.52292;0.56333;0.664;6;NaN;0.22;7.1145
18TL16002_138;29;41.7994;-66.78614;429141;60.5;27-feb-16;11:10:00;60.509;33.1443;6.2754;6.7493;1.65294;2.28667;0.77267;7.82;33.143;0.20667;7.0315
18TL16002_138;29;41.79864;-66.78602;429142;5.51;27-feb-16;11:12:00;5.518;33.1454;6.2609;6.7815;2.34892;2.32667;0.77633;7.85333;NaN;0.2;7.029
18TL16002_149;31;41.80852;-66.47285;429143;73.5;27-feb-16;14:26:00;73.508;33.1591;6.4097;6.6678;1.40297;3.34667;0.79267;8.29667;33.158;0.19667;6.8945
18TL16002_149;31;41.80835;-66.47406;429144;5.29;27-feb-16;14:28:00;5.296;33.1611;6.4111;6.6488;0.83948;3.55;0.80233;8.45333;NaN;0.19;6.931
18TL16002_171;35;41.92328;-66.67788;429145;66.95;28-feb-16;00:13:00;66.951;33.17;6.4349;6.6212;0.89698;3.96;0.81067;8.77333;33.171;0.19;5.501
