CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18HU14004_004;LHB_01;44.3892;-64.00977;395731;38.18;13-apr-14;16:29:00;38.181;31.3914;0.9337;8.0898;2.92891;3.92;0.7045;4.32;31.3775;0.115;8
18HU14004_004;LHB_01;44.38919;-64.00968;395732;30.3;13-apr-14;16:30:00;30.307;31.3463;1.0336;8.1491;3.48073;3.455;0.6845;3.785;NaN;0.11;NaN
18HU14004_004;LHB_01;44.38911;-64.00972;395733;20.3;13-apr-14;16:31:00;20.301;31.3102;1.0802;8.1692;3.65053;3.61;0.683;4.125;NaN;0.12;NaN
18HU14004_004;LHB_01;44.38894;-64.00982;395734;10.41;13-apr-14;16:32:00;10.41;30.9473;1.7652;8.4108;5.68803;2.6;0.5305;2.105;NaN;0.1;NaN
18HU14004_004;LHB_01;44.389;-64.00998;395735;2.79;13-apr-14;16:33:00;2.799;30.5422;2.8467;8.6155;5.60313;2.495;0.442;0.455;30.5369;0.1;8.5
18HU14004_007;HL_01;44.40014;-63.45128;395736;81.2;13-apr-14;20:45:00;81.204;32.8899;4.5453;6.6933;0.5334;3.92;0.71;5.68;32.8841;0.1;6.7
18HU14004_007;HL_01;44.40023;-63.45107;395737;62.18;13-apr-14;20:46:00;62.181;32.7483;4.1155;6.9131;0.70558;3.595;0.6905;5.19;NaN;0.1;NaN
18HU14004_007;HL_01;44.40024;-63.45106;395738;62.11;13-apr-14;20:46:00;62.117;32.7436;4.1018;6.9065;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU14004_007;HL_01;44.40032;-63.45084;395739;49.91;13-apr-14;20:47:00;49.919;32.1506;1.9802;7.4076;2.48488;4.105;0.759;5.53;NaN;0.095;NaN
18HU14004_007;HL_01;44.40032;-63.45076;395740;39.1;13-apr-14;20:48:00;39.108;31.6215;0.566;8.3125;5.73048;1.775;0.6225;2.945;NaN;0.085;NaN
18HU14004_007;HL_01;44.40032;-63.45075;395741;39.17;13-apr-14;20:48:00;39.174;31.6205;0.5637;8.3271;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU14004_007;HL_01;44.40032;-63.4508;395742;30.35;13-apr-14;20:49:00;30.357;31.3971;0.2743;8.6256;10.21805;0.305;0.5175;1.255;NaN;0.055;NaN
18HU14004_007;HL_01;44.40032;-63.45094;395743;20.28;13-apr-14;20:49:00;20.287;31.3009;0.2447;9.124;11.77673;0;0.42;0;NaN;0.035;NaN
18HU14004_007;HL_01;44.40032;-63.45095;395744;20.27;13-apr-14;20:49:00;20.271;31.2891;0.3116;9.1006;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU14004_007;HL_01;44.40026;-63.45114;395745;10.43;13-apr-14;20:50:00;10.437;31.2838;0.3682;9.1905;11.25717;0;0.4095;0;NaN;0.03;NaN
18HU14004_007;HL_01;44.40019;-63.45123;395746;2.07;13-apr-14;20:51:00;2.074;31.2965;0.303;9.1342;11.08398;0;0.4075;0;31.2891;0.03;8.9985
18HU14004_007;HL_01;44.40018;-63.45122;395747;2.25;13-apr-14;20:51:00;2.258;31.3038;0.2684;9.1347;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU14004_007;HL_01;44.40018;-63.45122;395748;2.36;13-apr-14;20:51:00;2.365;31.2966;0.2998;9.1122;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU14004_010;HL_02;44.26894;-63.31976;395749;148.78;13-apr-14;22:56:00;148.785;34.4102;8.9416;3.9432;0.64423;11.65;1.1955;14.975;NaN;0.18;4.0395
18HU14004_010;HL_02;44.26892;-63.31998;395750;101.12;13-apr-14;22:57:00;101.122;32.883;4.785;6.9496;0.51972;1.77;0.579;4.21;NaN;0.1;NaN
18HU14004_010;HL_02;44.26892;-63.3202;395751;77.8;13-apr-14;23:00:00;77.806;32.6308;4.1301;7.2213;0.46957;1.865;0.573;3.285;NaN;0.1;NaN
18HU14004_010;HL_02;44.269;-63.32006;395752;59.99;13-apr-14;23:01:00;59.992;32.4941;3.6219;7.3566;0.78228;2.25;0.599;3.345;NaN;0.1;NaN
18HU14004_010;HL_02;44.26904;-63.32022;395753;49.76;13-apr-14;23:03:00;49.763;32.0979;1.8704;7.696;1.21176;3.425;0.694;4.43;NaN;0.095;NaN
18HU14004_010;HL_02;44.26914;-63.32069;395754;39.98;13-apr-14;23:04:00;39.981;31.7876;0.5134;7.9292;2.45421;3.975;0.7555;4.755;NaN;0.1;7.9
18HU14004_010;HL_02;44.26912;-63.3209;395755;30.36;13-apr-14;23:05:00;30.361;31.5438;-0.2599;8.3319;5.85782;2.855;0.6765;3.47;NaN;0.1;NaN
18HU14004_010;HL_02;44.2691;-63.32092;395756;19.27;13-apr-14;23:06:00;19.272;31.2829;-0.3978;8.7621;7.17371;NaN;0.5015;1.015;NaN;0.07;NaN
18HU14004_010;HL_02;44.26916;-63.3211;395757;10.02;13-apr-14;23:08:00;10.026;31.136;0.7884;9.187;8.02267;NaN;0.3805;0;NaN;0.045;NaN
18HU14004_010;HL_02;44.26922;-63.32151;395758;2.33;13-apr-14;23:08:00;2.339;31.1336;0.8677;9.196;7.3435;NaN;0.3755;0;NaN;0.04;9
18HU14004_013;HL_03;43.8838;-62.88473;395759;260.05;14-apr-14;02:57:00;260.051;35.2088;10.2787;3.2362;NaN;10.97;1.23;16.02;NaN;0.11;3.7
18HU14004_013;HL_03;43.88374;-62.88511;395760;200.72;14-apr-14;02:59:00;200.725;35.1838;10.6124;3.2802;NaN;12.405;1.352;19.75;NaN;0.055;NaN
18HU14004_013;HL_03;43.88362;-62.88556;395761;100.6;14-apr-14;03:01:00;100.608;34.5097;9.4075;3.9047;0.41487;10.97;1.2155;16.05;NaN;0.22;NaN
18HU14004_013;HL_03;43.88352;-62.88602;395762;79.23;14-apr-14;03:03:00;79.235;33.4325;6.4914;5.7965;0.92032;4.73;0.885;8.585;NaN;0.125;NaN
18HU14004_013;HL_03;43.88352;-62.88644;395763;59.84;14-apr-14;03:04:00;59.848;32.897;5.1398;7.0411;1.08905;1.23;0.5605;3.76;NaN;0.11;NaN
18HU14004_013;HL_03;43.88352;-62.88666;395764;49.11;14-apr-14;03:05:00;49.117;32.8642;5.0935;7.094;1.16575;1.2;0.5515;3.555;NaN;0.1;NaN
18HU14004_013;HL_03;43.8836;-62.88672;395765;38.85;14-apr-14;03:06:00;38.858;32.5154;3.9061;7.3857;0.85897;1.245;0.568;3.15;NaN;0.08;NaN
18HU14004_013;HL_03;43.88358;-62.88693;395766;28.4;14-apr-14;03:07:00;28.403;32.3894;3.6925;7.5826;1.3038;1.085;0.532;2.525;NaN;0.09;NaN
18HU14004_013;HL_03;43.88348;-62.88706;395767;18.96;14-apr-14;03:08:00;18.96;32.2294;3.2949;7.9194;1.45719;0.86;0.4875;1.86;NaN;0.08;NaN
18HU14004_013;HL_03;43.8834;-62.88724;395768;9.43;14-apr-14;03:09:00;9.434;32.1872;3.1742;7.9917;1.73329;0.66;0.466;1.55;NaN;0.08;NaN
18HU14004_013;HL_03;43.88338;-62.88743;395769;2.51;14-apr-14;03:10:00;2.518;32.1938;3.191;7.9828;1.67193;0.86;0.4695;1.365;NaN;0.08;7.8855
18HU14004_014;HL_02;44.26668;-63.31694;395264;149.08;05-apr-14;02:44:00;149.088;31.9595;1.287;7.6895;3.31094;5;0.785;5.475;NaN;0.125;7.6135
