CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
18HU09063_1064;811;47.16967;-62.24967;343362;5.45;07-nov-09;23:15:00;30.49;6.87;304.00062;8.85;6.743;0.07;0.46;0.985;4.14;1.215;0.167
18HU09063_1064;811;47.16967;-62.24967;343363;2.68;07-nov-09;23:15:00;30.5;6.87;303.28606;8.85;6.812;0.075;0.46;0.97;4.57;1.245;0.171
18HU09063_1065;821;47.00017;-61.75033;343364;36.89;08-nov-09;01:45:00;30.24;6.02;314.6297;8.865;7.0595;0.12;0.42;1.74;3.01;2.005;0.161
18HU09063_1065;821;47.00017;-61.75033;343365;25.68;08-nov-09;01:45:00;30.24;6.03;314.4064;8.86;7.08;0.125;0.42;1.775;2.86;1.855;0.165
18HU09063_1065;821;47.00017;-61.75033;343366;15.37;08-nov-09;01:45:00;30.24;6.02;314.76368;8.856;7.07;0.12;0.43;1.755;2.9;2.05;0.166
18HU09063_1065;821;47.00017;-61.75033;343367;5.85;08-nov-09;01:45:00;30.24;6.02;315.03164;8.855;NaN;0.12;0.42;1.76;2.95;1.98;0.157
18HU09063_1065;821;47.00017;-61.75033;343368;4.07;08-nov-09;01:45:00;30.24;6.01;315.21028;8.855;7.067;0.125;0.415;1.755;3.095;1.945;0.155
18HU09063_1066;831;46.90167;-61.5;343369;48.98;08-nov-09;03:31:00;30.43;6.08;306.01032;8.845;6.879;0.125;0.465;2.595;3.08;0.68;0.113
18HU09063_1066;831;46.90167;-61.5;343370;25.29;08-nov-09;03:31:00;30.34;6.31;309.9404;8.847;6.977;0.125;0.5;3.01;3.94;0.715;0.116
18HU09063_1066;831;46.90167;-61.5;343371;15.07;08-nov-09;03:31:00;30.32;6.3;309.89574;8.847;6.973;0.13;0.46;2.56;3.145;0.71;0.117
18HU09063_1066;831;46.90167;-61.5;343372;5.36;08-nov-09;03:31:00;30.31;6.3;310.387;8.844;6.952;0.125;0.46;2.535;3.245;0.69;0.119
18HU09063_1066;831;46.90167;-61.5;343373;1.98;08-nov-09;03:31:00;30.31;6.29;310.47632;8.844;6.949;0.125;0.465;2.52;3.49;0.65;0.118
18HU09063_1067;841;46.83167;-61.25233;343374;57.41;08-nov-09;05:07:00;31.4;2.8;273.72114;8.711;6.1175;0.105;1.005;9.555;13.245;0.32;0.075
18HU09063_1067;841;46.83167;-61.25233;343375;50.47;08-nov-09;05:07:00;31.38;2.85;274.34638;8.689;6.131;0.1;0.985;9.22;12.965;0.345;0.074
18HU09063_1067;841;46.83167;-61.25233;343376;25.19;08-nov-09;05:07:00;30.29;6.68;304.62586;8.784;6.764;0.11;0.475;2.17;3.52;0.665;0.103
18HU09063_1067;841;46.83167;-61.25233;343377;15.47;08-nov-09;05:07:00;29.4;7.98;299.75792;8.808;6.733;0.1;0.415;1.695;3.665;0.795;0.1
18HU09063_1067;841;46.83167;-61.25233;343378;5.45;08-nov-09;05:07:00;29.39;7.97;299.53462;8.833;6.747;0.1;0.415;1.675;3.435;0.765;0.093
18HU09063_1067;841;46.83167;-61.25233;343379;1.88;08-nov-09;05:07:00;29.39;7.96;300.02588;8.842;6.725;0.1;0.41;1.68;3.415;0.79;0.093
18HU09063_1068;851;46.7465;-61.00033;343380;65.05;08-nov-09;07:16:00;30.96;3.92;239.10964;8.656;5.3295;0.12;1.135;10.37;16.2;0.34;0.064
18HU09063_1068;851;46.7465;-61.00033;343381;51.17;08-nov-09;07:16:00;30.35;6.17;254.1154;8.703;5.706;0.135;0.84;6.1;11.04;0.285;0.072
18HU09063_1068;851;46.7465;-61.00033;343382;25.09;08-nov-09;07:16:00;29.53;7.83;300.82976;8.819;6.773;0.1;0.38;1.395;2.92;0.82;0.096
18HU09063_1068;851;46.7465;-61.00033;343383;15.47;08-nov-09;07:16:00;29.42;7.94;301.14238;8.836;6.773;0.1;0.365;1.35;2.875;0.85;0.102
18HU09063_1068;851;46.7465;-61.00033;343384;6.05;08-nov-09;07:16:00;29.34;8.12;300.82976;8.843;6.748;0.1;0.355;1.255;2.98;0.925;0.097
18HU09063_1068;851;46.7465;-61.00033;343385;2.28;08-nov-09;07:16:00;29.33;8.13;300.74044;8.85;6.739;0.1;0.35;1.255;3.075;0.915;0.1
18HU09063_1069;861;46.95817;-60.21433;343386;75.55;08-nov-09;11:13:00;31.63;2.64;278.81238;8.734;6.2595;0.075;0.975;9.37;10.77;0.23;0.054
18HU09063_1069;861;46.95817;-60.21433;343387;50.37;08-nov-09;11:13:00;30.36;6.47;296.58706;8.789;6.647;0.11;0.55;3.435;4.635;0.57;0.085
18HU09063_1069;861;46.95817;-60.21433;343388;25.19;08-nov-09;11:13:00;29.71;7.46;300.38316;8.821;6.748;0.1;0.435;2.04;3.335;0.885;0.101
18HU09063_1069;861;46.95817;-60.21433;343389;14.88;08-nov-09;11:13:00;29.71;7.47;300.5618;8.829;6.742;0.105;0.43;2.06;3.33;0.8;0.101
18HU09063_1069;861;46.95817;-60.21433;343390;5.75;08-nov-09;11:13:00;29.71;7.47;301.05306;8.836;6.746;0.1;0.415;2.005;3.435;0.905;0.104
18HU09063_1069;861;46.95817;-60.21433;343391;3.27;08-nov-09;11:13:00;29.71;7.47;301.27636;8.84;6.747;0.1;0.43;2.06;3.285;0.88;0.102
18HU09063_1070;871;47.02183;-60.11183;343392;179.22;08-nov-09;12:46:00;33.89;3.75;169.52936;8.571;3.8065;0.04;1.55;19.665;24.095;NaN;0.034
18HU09063_1070;871;47.02183;-60.11183;343393;100.93;08-nov-09;12:46:00;32.29;1.18;276.80268;8.639;6.192;0.025;1.14;11.53;11.95;0.105;0.038
18HU09063_1070;871;47.02183;-60.11183;343394;54.93;08-nov-09;12:46:00;31.59;2.75;281.1347;8.645;6.322;0.07;0.94;8.615;9.86;0.21;0.054
18HU09063_1070;871;47.02183;-60.11183;343395;25.58;08-nov-09;12:46:00;30.25;6.71;294.3094;8.74;6.594;0.105;0.55;3.25;4.76;0.555;0.08
18HU09063_1070;871;47.02183;-60.11183;343396;16.66;08-nov-09;12:46:00;29.89;7.31;300.07054;8.781;6.715;0.09;0.445;2.02;3.555;0.61;0.076
18HU09063_1070;871;47.02183;-60.11183;343397;6.55;08-nov-09;12:46:00;29.87;7.32;302.5715;8.808;6.767;0.09;0.415;1.72;3.075;0.73;0.08
18HU09063_1070;871;47.02183;-60.11183;343398;3.47;08-nov-09;12:46:00;29.87;7.32;302.48218;8.817;6.78;0.09;0.41;1.735;3.12;0.715;0.088
18HU09063_1071;881;47.10017;-59.99183;343399;326.9;08-nov-09;14:53:00;34.69;5.3;139.29454;8.559;3.13;0.02;1.66;23.04;30.185;NaN;0.02
18HU09063_1071;881;47.10017;-59.99183;343400;300.06;08-nov-09;14:53:00;34.65;5.3;135.14116;8.546;3.027;0.015;1.67;23.05;29.995;NaN;0.024
18HU09063_1071;881;47.10017;-59.99183;343401;199.43;08-nov-09;14:53:00;34.05;4.39;167.20704;8.556;3.749;0.01;1.5;19.45;22.275;NaN;0.025
18HU09063_1071;881;47.10017;-59.99183;343402;101.13;08-nov-09;14:53:00;32.42;0.89;282.0279;8.629;6.301;0.01;1.115;11.385;10.51;0.07;0.034
18HU09063_1071;881;47.10017;-59.99183;343403;50.77;08-nov-09;14:53:00;31.79;6.18;307.4841;8.744;6.907;0.11;0.415;1.84;1.45;0.76;0.111
18HU09063_1071;881;47.10017;-59.99183;343404;24.99;08-nov-09;14:53:00;31.58;5.99;309.22584;8.773;6.942;0.12;0.425;2.05;1.725;0.695;0.106
18HU09063_1071;881;47.10017;-59.99183;343405;15.67;08-nov-09;14:53:00;31.39;5.94;310.69962;8.787;6.982;0.12;0.44;2.175;1.99;0.865;0.112
18HU09063_1071;881;47.10017;-59.99183;343406;5.95;08-nov-09;14:53:00;31.11;5.89;312.57534;8.797;7.023;0.12;0.44;2.22;2.27;1.06;0.133
18HU09063_1071;881;47.10017;-59.99183;343407;3.87;08-nov-09;14:53:00;31.11;5.89;312.97728;8.802;7.01;0.12;0.43;2.215;2.125;1.06;0.135
18HU09063_1072;891;47.27233;-59.7805;343408;457.35;08-nov-09;17:09:00;34.82;5.1;166.40316;8.598;3.757;0.01;1.58;21.85;30.07;NaN;0.018
18HU09063_1072;891;47.27233;-59.7805;343409;400.54;08-nov-09;17:09:00;34.8;5.18;154.88088;8.576;3.651;0.01;1.635;22.76;31.27;NaN;0.021
18HU09063_1072;891;47.27233;-59.7805;343410;301.05;08-nov-09;17:09:00;34.61;5.33;161.08862;8.588;3.663;0.01;1.49;21.52;22.255;NaN;0.022
18HU09063_1072;891;47.27233;-59.7805;343411;201.11;08-nov-09;17:09:00;34.09;4.29;134.51592;8.492;3.006;0.01;1.71;21.88;27.415;NaN;0.019
18HU09063_1072;891;47.27233;-59.7805;343412;102.61;08-nov-09;17:09:00;33.03;1.81;289.75408;8.678;6.513;0.015;0.96;9.93;7.435;0.04;0.022
18HU09063_1072;891;47.27233;-59.7805;343413;49.58;08-nov-09;17:09:00;32.03;5.45;309.13652;8.749;6.985;0.09;0.44;2.175;1.6;0.855;0.123
18HU09063_1072;891;47.27233;-59.7805;343414;24.79;08-nov-09;17:09:00;31.82;6.15;311.32486;8.781;7.023;0.09;0.385;1.46;1.285;1.325;0.185
18HU09063_1072;891;47.27233;-59.7805;343415;15.17;08-nov-09;17:09:00;31.74;6.14;312.08408;8.796;7.009;0.085;0.385;1.475;1.305;1.42;0.18
18HU09063_1072;891;47.27233;-59.7805;343416;5.65;08-nov-09;17:09:00;31.73;6.14;312.88796;8.806;7.036;0.09;0.38;1.5;1.315;1.35;0.178
18HU09063_1072;891;47.27233;-59.7805;343417;2.68;08-nov-09;17:09:00;31.73;6.14;312.79864;8.814;7.019;0.085;0.38;1.48;1.28;1.43;0.186
18HU09063_1073;901;47.43383;-59.55833;343418;463.77;08-nov-09;20:23:00;34.83;5.07;168.54684;8.617;3.806;0.015;1.56;21.805;30.195;NaN;0.02
18HU09063_1073;901;47.43383;-59.55833;343419;402.12;08-nov-09;20:23:00;34.78;5.19;165.37598;8.607;3.732;0.01;1.545;22.175;25.65;NaN;0.015
18HU09063_1073;901;47.43383;-59.55833;343420;302.63;08-nov-09;20:23:00;34.58;5.71;173.14682;8.624;3.905;0.01;1.42;20.66;18.305;NaN;0.017
18HU09063_1073;901;47.43383;-59.55833;343421;198.83;08-nov-09;20:23:00;34.28;6.37;213.11752;8.693;4.775;0.02;1.095;14.795;10.95;NaN;0.018
18HU09063_1073;901;47.43383;-59.55833;343422;100.13;08-nov-09;20:23:00;32.99;1.3;296.49774;8.719;6.668;0.02;0.98;9.715;7.745;0.04;0.027
18HU09063_1073;901;47.43383;-59.55833;343423;50.17;08-nov-09;20:23:00;32;5.65;308.154;8.764;6.971;0.09;0.55;3.365;2.12;0.42;0.086
18HU09063_1073;901;47.43383;-59.55833;343424;25.09;08-nov-09;20:23:00;31.82;6.31;310.69962;8.801;7.002;0.09;0.385;1.5;1.21;1.18;0.16
18HU09063_1073;901;47.43383;-59.55833;343425;15.67;08-nov-09;20:23:00;31.81;6.31;310.34234;8.814;6.963;0.09;0.375;1.49;1.27;1.16;0.158
18HU09063_1073;901;47.43383;-59.55833;343426;5.65;08-nov-09;20:23:00;31.81;6.31;310.34234;8.821;6.963;0.095;0.375;1.585;1.38;1.205;0.161
18HU09063_1073;901;47.43383;-59.55833;343427;2.68;08-nov-09;20:23:00;31.81;6.31;310.34234;8.825;6.977;0.09;0.37;1.48;1.29;1.18;0.165
18HU09063_1074;911;47.58333;-59.343;343428;254.1;09-nov-09;00:07:00;34.39;5.55;194.0477;8.692;4.368;0.025;1.275;18.015;16.76;NaN;0.024
18HU09063_1074;911;47.58333;-59.343;343429;200.31;09-nov-09;00:07:00;33.71;4.07;242.81642;8.721;5.46;0.025;1.08;13.345;10.865;NaN;0.027
18HU09063_1074;911;47.58333;-59.343;343430;100.83;09-nov-09;00:07:00;32.42;3;309.7171;8.767;6.943;0.14;0.705;5.805;3.83;0.08;0.039
18HU09063_1074;911;47.58333;-59.343;343431;49.87;09-nov-09;00:07:00;31.89;5.41;309.22584;8.791;6.952;0.13;0.47;2.595;1.74;0.37;0.075
18HU09063_1074;911;47.58333;-59.343;343432;25.58;09-nov-09;00:07:00;31.81;5.7;310.34234;8.805;6.964;0.125;0.435;2.115;1.58;0.505;0.083
18HU09063_1074;911;47.58333;-59.343;343433;15.17;09-nov-09;00:07:00;31.79;5.75;310.74428;8.816;6.976;0.12;0.425;2.005;1.425;0.515;0.084
18HU09063_1074;911;47.58333;-59.343;343434;5.55;09-nov-09;00:07:00;31.79;5.78;310.78894;8.819;6.966;0.12;0.415;1.985;1.465;0.49;0.088
18HU09063_1074;911;47.58333;-59.343;343435;2.68;09-nov-09;00:07:00;31.79;5.78;311.23554;8.823;6.965;0.12;0.43;1.985;1.76;0.545;0.089
18HU09063_1075;921;47.6715;-59.86767;343436;518.17;09-nov-09;03:24:00;34.83;5.06;169.17208;8.607;3.8175;0.015;1.58;21.805;30.91;NaN;0.016
18HU09063_1075;921;47.6715;-59.86767;343437;401.02;09-nov-09;03:24:00;34.77;5.23;157.78378;8.585;NaN;0.01;1.595;22.495;28.025;NaN;0.016
18HU09063_1075;921;47.6715;-59.86767;343438;301.93;09-nov-09;03:24:00;34.51;5.26;144.20714;8.551;3.26;0.01333;1.56;21.78667;25.35;NaN;0.022
18HU09063_1075;921;47.6715;-59.86767;343439;201.5;09-nov-09;03:24:00;34.07;5.78;225.7563;8.681;5.12;0.015;1.045;13.595;10.22;NaN;0.025
18HU09063_1075;921;47.6715;-59.86767;343440;99.44;09-nov-09;03:24:00;32.62;1.71;311.23554;8.725;6.971;0.02;0.83;7.415;4.705;0.05;0.035
18HU09063_1075;921;47.6715;-59.86767;343441;50.57;09-nov-09;03:24:00;31.88;6.68;305.6977;8.764;6.885;0.11;0.38;1.325;0.83;0.665;0.11
18HU09063_1075;921;47.6715;-59.86767;343442;25.78;09-nov-09;03:24:00;31.87;6.66;306.27828;8.788;6.888;0.11;0.37;1.32;0.985;0.65;0.102
18HU09063_1075;921;47.6715;-59.86767;343443;16.26;09-nov-09;03:24:00;31.87;6.66;306.85886;8.802;6.878;0.11;0.365;1.305;1.02;0.68;0.099
18HU09063_1075;921;47.6715;-59.86767;343444;5.95;09-nov-09;03:24:00;31.87;6.66;307.0375;8.812;6.876;0.11;0.36;1.315;1.06667;0.62;0.098
18HU09063_1075;921;47.6715;-59.86767;343445;3.07;09-nov-09;03:24:00;31.87;6.65;307.12682;8.817;6.881;0.115;0.36;1.315;1.23667;0.595;0.102
