CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;TEMP_XX;PSAL_BS;OXYM_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(celsius);(PSU);(mmol/m**3)
84036_315;7;39.7033;-59.995;13742;493;10-sep-84;16:49:00;497;8.8415;35.177;3.57
84036_315;7;39.7033;-59.995;13743;398;10-sep-84;16:52:00;401;10.6385;35.36;3.23
84036_315;7;39.7033;-59.995;13744;298;10-sep-84;17:00:00;301;12.918;35.648;3.62
84036_315;7;39.7033;-59.995;13745;197;10-sep-84;17:03:00;199;13.9615;35.604;4.78
84036_315;7;39.7033;-59.995;13746;99;10-sep-84;17:05:00;100;12.1935;34.264;5.56
84036_315;7;39.7033;-59.995;13747;10;10-sep-84;17:08:00;10;21.1865;33.45;5.25
84036_326;8;39.7433;-60.6717;13748;5028;10-sep-84;22:08:00;5127;2.251;34.889;6.16
84036_326;8;39.7433;-60.6717;13749;4707;10-sep-84;22:20:00;4797;2.2595;35.175;3.52
84036_326;8;39.7433;-60.6717;13750;4413;10-sep-84;22:26:00;4494;2.2545;35.484;3.52
84036_326;8;39.7433;-60.6717;13751;4102;10-sep-84;22:32:00;4174;2.282;35.802;3.79
84036_326;8;39.7433;-60.6717;13752;3922;10-sep-84;22:41:00;3989;2.23215;36.222;3.965
84036_326;8;39.7433;-60.6717;13753;3447;10-sep-84;22:52:00;3502;2.56;36.46;4.55
84036_326;8;39.7433;-60.6717;13754;2961;10-sep-84;23:03:00;3005;2.9875;36.441;4.78
84036_326;8;39.7433;-60.6717;13755;2469;10-sep-84;23:14:00;2503;3.4365;36.5165;4.69
84036_326;8;39.7433;-60.6717;13756;1976;10-sep-84;23:25:00;2001;3.919;36.529;4.53
84036_326;8;39.7433;-60.6717;13757;1479;10-sep-84;23:41:00;1496;4.3515;36.347;4.71
84036_326;8;39.7433;-60.6717;13758;987;10-sep-84;23:49:00;997;5.698;NaN;NaN
84036_326;8;39.7433;-60.6717;13759;889;10-sep-84;23:52:00;898;7.3155;NaN;NaN
84036_326;8;39.7433;-60.6717;13760;788;10-sep-84;23:55:00;796;8.9045;NaN;NaN
84036_326;8;39.7433;-60.6717;13761;682;11-sep-84;00:02:00;688;11.62;NaN;NaN
84036_326;8;39.7433;-60.6717;13762;595;11-sep-84;00:05:00;600;13.8465;NaN;NaN
84036_326;8;39.7433;-60.6717;13763;495;11-sep-84;00:07:00;499;16.3645;NaN;NaN
84036_326;8;39.7433;-60.6717;13764;392;11-sep-84;00:09:00;395;17.665;NaN;NaN
84036_326;8;39.7433;-60.6717;13765;297;11-sep-84;00:16:00;300;19.304;NaN;NaN
84036_326;8;39.7433;-60.6717;13766;197;11-sep-84;00:18:00;199;19.223;NaN;NaN
84036_326;8;39.7433;-60.6717;13767;97;11-sep-84;00:21:00;98;22.724;NaN;NaN
84036_326;8;39.7433;-60.6717;13768;10;11-sep-84;00:23:00;10;25.292;NaN;NaN
84036_339;9;40.2433;-60.6583;13769;4478;11-sep-84;09:05:00;4561;2.261;34.896;6.34
84036_339;9;40.2433;-60.6583;13770;4119;11-sep-84;09:28:00;4192;2.3195;34.905;6.49
84036_339;9;40.2433;-60.6583;13772;3925;11-sep-84;09:35:00;3993;2.3965;34.91;6.48
84036_339;9;40.2433;-60.6583;13773;3435;11-sep-84;09:47:00;3490;2.6725;34.928;6.28
84036_339;9;40.2433;-60.6583;13774;2946;11-sep-84;10:04:00;2990;3.0865;34.95;NaN
84036_339;9;40.2433;-60.6583;13775;2465;11-sep-84;10:15:00;2499;3.485;34.97;6.24
84036_339;9;40.2433;-60.6583;13776;1974;11-sep-84;10:28:00;1999;3.835;34.976;6.19
84036_339;9;40.2433;-60.6583;13777;1479;11-sep-84;10:38:00;1496;4.2945;34.987;5.95
84036_339;9;40.2433;-60.6583;13778;1191;11-sep-84;10:50:00;1204;4.851;35.016;5.7
84036_339;9;40.2433;-60.6583;13779;994;11-sep-84;10:55:00;1004;6.1755;35.048;4.75
84036_339;9;40.2433;-60.6583;13780;896;11-sep-84;10:59:00;905;7.3049;35.089;4.19
84036_339;9;40.2433;-60.6583;13781;798;11-sep-84;11:03:00;806;9.0665;35.116;3.77
84036_339;9;40.2433;-60.6583;13782;698;11-sep-84;11:14:00;705;11.6985;35.485;3.49
84036_339;9;40.2433;-60.6583;13783;594;11-sep-84;11:18:00;599;13.7835;35.743;3.94
84036_339;9;40.2433;-60.6583;13784;492;11-sep-84;11:20:00;496;16.811;36.326;4.53
84036_339;9;40.2433;-60.6583;13785;395;11-sep-84;11:23:00;398;17.6595;36.458;4.49
84036_339;9;40.2433;-60.6583;13786;296;11-sep-84;11:30:00;299;18.1745;36.473;4.75
84036_339;9;40.2433;-60.6583;13787;196;11-sep-84;11:32:00;198;18.9055;36.499;4.74
84036_339;9;40.2433;-60.6583;13788;97;11-sep-84;11:34:00;98;21.5465;36.565;4.46
84036_339;9;40.2433;-60.6583;13789;11;11-sep-84;11:37:00;11;25.2755;36.271;4.715
