CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
181079022_003;10;43.24667;-65.46667;4195;40;07-aug-79;18:25:00;40;NaN;5.91;5.405;1.1;6.32
181079022_003;10;43.24667;-65.46667;4196;30;07-aug-79;18:25:00;30;NaN;4.67;4.9;1.06;5.725
181079022_003;10;43.24667;-65.46667;4197;20;07-aug-79;18:25:00;20;NaN;6.08;4.45;1.045;5.12
181079022_003;10;43.24667;-65.46667;4198;10;07-aug-79;18:25:00;10;NaN;6.43;4.445;1.26;5.25
181079022_014;11;43.09833;-65.39;4199;99;07-aug-79;19:39:00;100;33.105;4.37;8.885;1.395;11.28
181079022_014;11;43.09833;-65.39;4200;99;07-aug-79;19:39:00;100;33.101;4.68;8.775;1.46;11.19
181079022_014;11;43.09833;-65.39;4201;74;07-aug-79;19:39:00;75;NaN;4.58;8.82;1.44;11.43
181079022_014;11;43.09833;-65.39;4202;50;07-aug-79;19:39:00;50;NaN;5.21;8.575;1.385;11.09
181079022_014;11;43.09833;-65.39;4203;50;07-aug-79;19:39:00;50;NaN;5.69;6.575;1.31;8.535
181079022_014;11;43.09833;-65.39;4204;30;07-aug-79;19:39:00;30;NaN;5.8;6.53;1.365;8.55
181079022_014;11;43.09833;-65.39;4205;20;07-aug-79;19:39:00;20;NaN;5.85;3.805;0.845;3.455
181079022_014;11;43.09833;-65.39;4206;20;07-aug-79;19:39:00;20;NaN;6.87;2.035;0.725;0.72
181079022_014;11;43.09833;-65.39;4207;10;07-aug-79;19:39:00;10;NaN;6.89;1.76;0.655;0.55
181079022_025;12;42.945;-65.31333;4208;149;07-aug-79;20:54:00;150;33.5165;4.46;11.79;1.35;13.715
181079022_025;12;42.945;-65.31333;4209;149;07-aug-79;20:54:00;150;33.518;4.56;12.215;1.475;14.31
181079022_025;12;42.945;-65.31333;4210;124;07-aug-79;20:54:00;125;NaN;4.46;12.26;1.445;14.405
181079022_025;12;42.945;-65.31333;4211;99;07-aug-79;20:54:00;100;NaN;4.16;11.35;1.44;13.34
181079022_025;12;42.945;-65.31333;4212;74;07-aug-79;20:54:00;75;NaN;4.2;10.12;1.415;12.605
181079022_025;12;42.945;-65.31333;4213;50;07-aug-79;20:54:00;50;NaN;5.06;9.24;1.39;11.83
181079022_025;12;42.945;-65.31333;4214;50;07-aug-79;20:54:00;50;NaN;4.7;6.115;1.32;9.26
181079022_025;12;42.945;-65.31333;4215;30;07-aug-79;20:54:00;30;NaN;5.91;6.025;1.265;8.74
181079022_025;12;42.945;-65.31333;4216;10;07-aug-79;20:54:00;10;NaN;7.08;2.195;1.02;3.1
181079022_036;13;42.79167;-64.23333;4217;99;07-aug-79;22:12:00;100;NaN;5.93;6.89;1.215;8.95
181079022_036;13;42.79167;-64.23333;4218;99;07-aug-79;22:12:00;100;NaN;5.9;6.855;1.25;8.635
181079022_036;13;42.79167;-64.23333;4219;74;07-aug-79;22:12:00;75;NaN;5.96;6.91;1.205;8.87
181079022_036;13;42.79167;-64.23333;4220;50;07-aug-79;22:12:00;50;NaN;6.24;6.11;1.11;7.825
181079022_036;13;42.79167;-64.23333;4221;50;07-aug-79;22:12:00;50;NaN;6.1;6.53;1.195;8.6
181079022_036;13;42.79167;-64.23333;4222;30;07-aug-79;22:12:00;30;NaN;7.87;1.075;0.725;0.195
181079022_036;13;42.79167;-64.23333;4223;20;07-aug-79;22:12:00;20;NaN;7.53;0.865;0.625;0.24
181079022_036;13;42.79167;-64.23333;4224;20;07-aug-79;22:12:00;20;NaN;7.6;0.755;0.565;0.155
181079022_036;13;42.79167;-64.23333;4225;10;07-aug-79;22:12:00;10;NaN;6.38;0.64;0.495;0.155
181079022_047;14;42.63667;-65.15333;4226;97;07-aug-79;23:55:00;98;33.1495;4.9;8.145;1.245;10.505
181079022_047;14;42.63667;-65.15333;4227;97;07-aug-79;23:55:00;98;33.146;4.46;6.88;1.08;8.91
181079022_047;14;42.63667;-65.15333;4228;74;07-aug-79;23:55:00;75;NaN;5.75;8;1.33;10.295
181079022_047;14;42.63667;-65.15333;4229;50;07-aug-79;23:55:00;50;NaN;6.18;6.56;1.155;8.205
181079022_047;14;42.63667;-65.15333;4230;50;07-aug-79;23:55:00;50;NaN;6.17;6.28;1.205;8.14
181079022_047;14;42.63667;-65.15333;4231;40;07-aug-79;23:55:00;40;NaN;6.36;10.31;1.055;6.615
181079022_047;14;42.63667;-65.15333;4232;30;07-aug-79;23:55:00;30;NaN;7.15;2.36;0.845;1.52
181079022_047;14;42.63667;-65.15333;4233;20;07-aug-79;23:55:00;20;NaN;7.17;0.915;0.645;0.175
181079022_047;14;42.63667;-65.15333;4234;10;07-aug-79;23:55:00;10;NaN;6.08;0.52;0.48;0.3
181079022_058;15;42.48833;-65.07833;4235;111;08-aug-79;01:29:00;112;34.361;3.87;7.235;1.12;11.15
181079022_058;15;42.48833;-65.07833;4236;111;08-aug-79;01:29:00;112;34.355;2.9;7.47;1.18;11.84
181079022_058;15;42.48833;-65.07833;4237;99;08-aug-79;01:29:00;100;NaN;1.92;7.625;1.19;11.85
181079022_058;15;42.48833;-65.07833;4238;74;08-aug-79;01:29:00;75;NaN;4.02;8.305;1.245;11.645
181079022_058;15;42.48833;-65.07833;4239;50;08-aug-79;01:29:00;50;NaN;3.48;4.875;1.2;6.69
181079022_058;15;42.48833;-65.07833;4240;50;08-aug-79;01:29:00;50;NaN;3.57;5.08;1.22;6.945
181079022_058;15;42.48833;-65.07833;4241;30;08-aug-79;01:29:00;30;NaN;6.62;0.825;0.6;0.245
181079022_058;15;42.48833;-65.07833;4242;20;08-aug-79;01:29:00;20;NaN;7.62;0.63;0.545;0.135
181079022_058;15;42.48833;-65.07833;4243;10;08-aug-79;01:29:00;10;NaN;5.92;0.59;0.98;0.325
181079022_069;16;42.33333;-65;4244;350;08-aug-79;02:55:00;353;35.0305;3.6;13.375;1.675;21.73
181079022_069;16;42.33333;-65;4245;350;08-aug-79;02:55:00;353;35.0255;3.12;10.425;1.4;16.48
181079022_069;16;42.33333;-65;4246;248;08-aug-79;02:55:00;250;NaN;3.56;11.445;1.64;20.77
181079022_069;16;42.33333;-65;4247;198;08-aug-79;02:55:00;200;NaN;3.63;9.445;1.355;16.945
181079022_069;16;42.33333;-65;4248;149;08-aug-79;02:55:00;150;NaN;4.26;9.22;1.35;16.69
181079022_069;16;42.33333;-65;4249;99;08-aug-79;02:55:00;100;NaN;4.82;7.915;1.175;13.075
181079022_069;16;42.33333;-65;4250;50;08-aug-79;02:55:00;50;NaN;6.87;5.025;0.545;0.385
181079022_069;16;42.33333;-65;4251;30;08-aug-79;02:55:00;30;NaN;7.88;1.17;0.62;0.285
181079022_069;16;42.33333;-65;4252;10;08-aug-79;02:55:00;10;NaN;6.01;0.88;0.46;0.205
181079022_080;17;42.33333;-65.21667;4253;125;08-aug-79;04:45:00;126;35.0295;3.85;8.485;1.195;15.66
181079022_080;17;42.33333;-65.21667;4254;125;08-aug-79;04:45:00;126;35.06;3.4;7.99;1.195;14.775
181079022_080;17;42.33333;-65.21667;4255;99;08-aug-79;04:45:00;100;NaN;4.28;8.165;1.205;14.835
181079022_080;17;42.33333;-65.21667;4256;74;08-aug-79;04:45:00;75;NaN;4.02;8.135;1.255;14.455
181079022_080;17;42.33333;-65.21667;4257;50;08-aug-79;04:45:00;50;NaN;5.08;6.445;1.09;9.74
181079022_080;17;42.33333;-65.21667;4258;50;08-aug-79;04:45:00;50;NaN;7.7;1.78;0.77;1.635
181079022_080;17;42.33333;-65.21667;4259;30;08-aug-79;04:45:00;30;NaN;7.74;1.405;0.675;1.25
181079022_080;17;42.33333;-65.21667;4260;20;08-aug-79;04:45:00;20;NaN;7.31;1.025;0.565;0.355
181079022_080;17;42.33333;-65.21667;4261;10;08-aug-79;04:45:00;10;NaN;6.15;0.85;0.44;0.215
181079022_091;18;42.325;-65.425;4262;107;08-aug-79;05:59:00;108;34.332;5.09;7.285;0.98;12.36
181079022_091;18;42.325;-65.425;4263;107;08-aug-79;05:59:00;108;34.3305;5.13;7.205;0.97;11.99
181079022_091;18;42.325;-65.425;4264;99;08-aug-79;05:59:00;100;NaN;5.16;7.23;1.035;12.475
181079022_091;18;42.325;-65.425;4265;74;08-aug-79;05:59:00;75;NaN;5.18;8.375;1.03;12.44
181079022_091;18;42.325;-65.425;4266;50;08-aug-79;05:59:00;50;NaN;6.83;3.24;0.685;3.825
181079022_091;18;42.325;-65.425;4267;50;08-aug-79;05:59:00;50;NaN;6.85;3.075;0.705;3.82
181079022_091;18;42.325;-65.425;4268;30;08-aug-79;05:59:00;30;NaN;6.82;1.36;0.395;0.635
181079022_091;18;42.325;-65.425;4269;20;08-aug-79;05:59:00;20;NaN;6.36;1.09;0.295;0.06
181079022_091;18;42.325;-65.425;4270;10;08-aug-79;05:59:00;10;NaN;6.4;0.71;0.26;0.045
181079022_102;19;42.565;-65.915;4271;99;08-aug-79;09:07:00;100;33.456;5.74;6.945;1.02;10.195
181079022_102;19;42.565;-65.915;4272;99;08-aug-79;09:07:00;100;33.5345;5.74;6.81;1;9.765
181079022_102;19;42.565;-65.915;4273;74;08-aug-79;09:07:00;75;NaN;5.67;5.56;0.96;7.38
181079022_102;19;42.565;-65.915;4274;50;08-aug-79;09:07:00;50;NaN;6.34;5.9;0.985;7.475
181079022_102;19;42.565;-65.915;4275;50;08-aug-79;09:07:00;50;NaN;5.85;5.7;1.205;7.405
181079022_102;19;42.565;-65.915;4276;30;08-aug-79;09:07:00;30;NaN;6.93;1.28;0.55;0.135
181079022_102;19;42.565;-65.915;4277;20;08-aug-79;09:07:00;20;NaN;6.92;1.065;0.43;0.585
181079022_102;19;42.565;-65.915;4278;20;08-aug-79;09:07:00;20;NaN;6.98;0.97;0.51;0.155
181079022_102;19;42.565;-65.915;4279;10;08-aug-79;09:07:00;10;NaN;6.57;0.82;0.375;0.065
181079022_113;2;42.785;-64.13;4118;137;07-aug-79;04:15:00;138;35.2765;4.93;8.47;1.305;16.76
181079022_113;2;42.785;-64.13;4119;137;07-aug-79;04:15:00;138;35.274;4.02;8.295;1.33;16.195
181079022_113;2;42.785;-64.13;4120;99;07-aug-79;04:15:00;100;NaN;4.87;5.565;1.12;10.525
181079022_113;2;42.785;-64.13;4121;74;07-aug-79;04:15:00;75;NaN;5.53;4.21;0.94;7.285
181079022_113;2;42.785;-64.13;4122;50;07-aug-79;04:15:00;50;NaN;7.09;2.085;0.59;0.435
181079022_113;2;42.785;-64.13;4123;50;07-aug-79;04:15:00;50;NaN;7.3;2.035;0.58;0.505
181079022_113;2;42.785;-64.13;4124;30;07-aug-79;04:15:00;30;NaN;7.09;1.565;0.5;0.345
181079022_113;2;42.785;-64.13;4125;20;07-aug-79;04:15:00;20;NaN;6.6;0.95;0.525;0.27
181079022_113;2;42.785;-64.13;4126;10;07-aug-79;04:15:00;10;NaN;5.81;0.61;0.49;0.285
181079022_114;20;42.85167;-65.83667;4280;100;08-aug-79;15:10:00;101;33.559;5.68;6.665;0.975;9.365
181079022_114;20;42.85167;-65.83667;4281;74;08-aug-79;15:10:00;75;NaN;5.6;5.885;0.905;7.94
181079022_114;20;42.85167;-65.83667;4282;50;08-aug-79;15:10:00;50;NaN;5.76;6.09;0.885;8.21
181079022_114;20;42.85167;-65.83667;4283;50;08-aug-79;15:10:00;50;NaN;5.76;6.76;0.885;8.04
181079022_114;20;42.85167;-65.83667;4284;40;08-aug-79;15:10:00;40;NaN;6.02;4.635;0.735;5.825
181079022_114;20;42.85167;-65.83667;4285;30;08-aug-79;15:10:00;30;NaN;6.42;3.055;0.58;3.045
181079022_114;20;42.85167;-65.83667;4286;20;08-aug-79;15:10:00;20;NaN;6.92;2.46;0.515;0.505
181079022_114;20;42.85167;-65.83667;4287;10;08-aug-79;15:10:00;10;NaN;6.98;1.465;0.445;0.295
181079022_127;21;43.19167;-65.74167;4288;42;08-aug-79;21:00:00;42;32.7115;NaN;NaN;NaN;NaN
181079022_127;21;43.19167;-65.74167;4289;42;08-aug-79;21:00:00;42;NaN;NaN;4.635;0.905;4.58
181079022_127;21;43.19167;-65.74167;4290;35;08-aug-79;21:00:00;35;NaN;6.27;5.155;0.875;4.61
181079022_127;21;43.19167;-65.74167;4291;35;08-aug-79;21:00:00;35;NaN;3.67;4.78;0.835;4.65
181079022_127;21;43.19167;-65.74167;4292;30;08-aug-79;21:00:00;30;NaN;2.95;5.27;1.015;4.74
181079022_127;21;43.19167;-65.74167;4293;30;08-aug-79;21:00:00;30;NaN;5.12;4.845;0.98;4.7
181079022_127;21;43.19167;-65.74167;4294;20;08-aug-79;21:00:00;20;NaN;3.59;4.81;0.87;4.625
181079022_127;21;43.19167;-65.74167;4295;10;08-aug-79;21:00:00;10;NaN;4.02;4.755;0.95;4.68
181079022_127;21;43.19167;-65.74167;4296;10;08-aug-79;21:00:00;10;NaN;3.69;4.32;0.835;4.165
181079022_149;23;43.10833;-65.775;4297;81;08-aug-79;22:12:00;82;33.3595;4.7;5.34;0.99;7.23
181079022_149;23;43.10833;-65.775;4298;81;08-aug-79;22:12:00;82;33.3645;5.76;5.575;0.985;7.375
181079022_149;23;43.10833;-65.775;4299;74;08-aug-79;22:12:00;75;NaN;5.83;5.69;1.01;7.475
181079022_149;23;43.10833;-65.775;4300;50;08-aug-79;22:12:00;50;NaN;5.44;5.635;0.935;7.47
181079022_149;23;43.10833;-65.775;4301;50;08-aug-79;22:12:00;50;NaN;4.23;5.76;0.93;7.51
181079022_149;23;43.10833;-65.775;4302;40;08-aug-79;22:12:00;40;NaN;2.94;5.22;0.885;7
181079022_149;23;43.10833;-65.775;4303;30;08-aug-79;22:12:00;30;NaN;5.68;5.725;0.98;6.815
181079022_149;23;43.10833;-65.775;4304;20;08-aug-79;22:12:00;20;NaN;5.69;5.15;0.91;6.555
181079022_149;23;43.10833;-65.775;4305;10;08-aug-79;22:12:00;10;NaN;5.65;4.83;0.855;6.28
181079022_160;24;43.03333;-65.78333;4306;99;08-aug-79;22:52:00;100;33.424;3.04;6.765;1.01;8.605
181079022_160;24;43.03333;-65.78333;4307;99;08-aug-79;22:52:00;100;33.4215;5.69;7.175;1.06;8.63
181079022_160;24;43.03333;-65.78333;4308;74;08-aug-79;22:52:00;75;NaN;5.72;6.725;0.995;8.755
181079022_160;24;43.03333;-65.78333;4309;50;08-aug-79;22:52:00;50;NaN;5.66;6.915;1.085;8.79
181079022_160;24;43.03333;-65.78333;4310;50;08-aug-79;22:52:00;50;NaN;5.77;5.71;0.93;7.395
181079022_160;24;43.03333;-65.78333;4311;40;08-aug-79;22:52:00;40;NaN;6.17;4.48;0.81;4.565
181079022_160;24;43.03333;-65.78333;4312;30;08-aug-79;22:52:00;30;NaN;6.33;3.79;0.845;4.665
181079022_160;24;43.03333;-65.78333;4313;20;08-aug-79;22:52:00;20;NaN;6.55;2.54;1.415;2.84
181079022_160;24;43.03333;-65.78333;4314;10;08-aug-79;22:52:00;10;NaN;6.67;2.33;0.75;2.105
181079022_171;25;42.95;-65.81667;4315;134;09-aug-79;00:34:00;135;33.724;5.47;6.825;1.06;9.545
181079022_171;25;42.95;-65.81667;4316;134;09-aug-79;00:34:00;135;33.722;5.53;7.15;1.15;10.72
181079022_171;25;42.95;-65.81667;4317;99;09-aug-79;00:34:00;100;NaN;5.48;7.23;1.215;10.955
181079022_171;25;42.95;-65.81667;4318;74;09-aug-79;00:34:00;75;NaN;5.47;7.12;1.165;10.655
181079022_171;25;42.95;-65.81667;4319;50;09-aug-79;00:34:00;50;NaN;5.55;6.56;1.145;9.81
181079022_171;25;42.95;-65.81667;4320;50;09-aug-79;00:34:00;50;NaN;5.74;6.385;1.17;9.395
181079022_171;25;42.95;-65.81667;4321;30;09-aug-79;00:34:00;30;NaN;5.95;5.365;1.085;7.83
181079022_171;25;42.95;-65.81667;4322;20;09-aug-79;00:34:00;20;NaN;5.95;5.39;1.09;7.9
181079022_171;25;42.95;-65.81667;4323;10;09-aug-79;00:34:00;10;NaN;6.45;3;0.75;3.13
181079022_182;26;42.87167;-65.84333;4324;94;09-aug-79;03:06:00;95;33.5505;5.22;6.41;1.03;9.265
181079022_182;26;42.87167;-65.84333;4325;94;09-aug-79;03:06:00;95;33.544;5.57;6.37;1.05;9.235
181079022_182;26;42.87167;-65.84333;4326;74;09-aug-79;03:06:00;75;NaN;5.58;6.41;1.05;9.155
181079022_182;26;42.87167;-65.84333;4327;50;09-aug-79;03:06:00;50;NaN;5.75;6.265;1.045;9.06
181079022_182;26;42.87167;-65.84333;4328;50;09-aug-79;03:06:00;50;NaN;5.81;6.335;1.03;8.73
181079022_182;26;42.87167;-65.84333;4329;40;09-aug-79;03:06:00;40;NaN;5.61;14.2;0.92;7.1
181079022_182;26;42.87167;-65.84333;4330;30;09-aug-79;03:06:00;30;NaN;6.36;3.955;0.825;4.515
181079022_182;26;42.87167;-65.84333;4331;20;09-aug-79;03:06:00;20;NaN;6.55;2.635;0.725;2.165
181079022_182;26;42.87167;-65.84333;4332;10;09-aug-79;03:06:00;10;NaN;6.54;1.55;0.58;0.485
181079022_193;27;42.79;-65.875;4333;92;09-aug-79;04:02:00;93;33.3695;5.83;5.47;0.91;7.165
181079022_193;27;42.79;-65.875;4334;92;09-aug-79;04:02:00;93;33.369;5.75;6.285;1.005;8.135
181079022_193;27;42.79;-65.875;4335;74;09-aug-79;04:02:00;75;NaN;5.72;6.28;1.02;8.255
181079022_193;27;42.79;-65.875;4336;50;09-aug-79;04:02:00;50;NaN;5.77;6.44;1.015;8.28
181079022_193;27;42.79;-65.875;4337;50;09-aug-79;04:02:00;50;NaN;5.83;6.25;1.02;8.305
181079022_193;27;42.79;-65.875;4338;40;09-aug-79;04:02:00;40;NaN;5.84;6.035;1.13;8.25
181079022_193;27;42.79;-65.875;4339;30;09-aug-79;04:02:00;30;NaN;6.15;5.605;1.04;6.27
181079022_193;27;42.79;-65.875;4340;20;09-aug-79;04:02:00;20;NaN;6.74;2.155;0.76;0.54
181079022_193;27;42.79;-65.875;4341;10;09-aug-79;04:02:00;10;NaN;6.87;1.935;0.665;0.345
181079022_204;28;42.70833;-65.905;4342;82;09-aug-79;05:06:00;83;33.1295;5.78;6.2;1.05;7.895
181079022_204;28;42.70833;-65.905;4343;82;09-aug-79;05:06:00;83;33.1285;5.8;6.545;1.19;8.18
181079022_204;28;42.70833;-65.905;4344;74;09-aug-79;05:06:00;75;NaN;5.55;6.545;1.095;8.44
181079022_204;28;42.70833;-65.905;4345;50;09-aug-79;05:06:00;50;NaN;5.21;6.5;1.07;8.315
181079022_204;28;42.70833;-65.905;4346;50;09-aug-79;05:06:00;50;NaN;5.81;6.635;1.12;8.305
181079022_204;28;42.70833;-65.905;4347;40;09-aug-79;05:06:00;40;NaN;5.81;6.555;1.07;8.255
181079022_204;28;42.70833;-65.905;4348;30;09-aug-79;05:06:00;30;NaN;5.84;6.525;1.08;8.035
181079022_204;28;42.70833;-65.905;4349;20;09-aug-79;05:06:00;20;NaN;6.86;3.37;0.88;3.365
181079022_204;28;42.70833;-65.905;4350;10;09-aug-79;05:06:00;10;NaN;6.8;1.02;0.6;0.48
181079022_215;29;42.63167;-65.93333;4351;79;09-aug-79;06:03:00;80;33.2535;5.65;6.49;1.035;8.77
181079022_215;29;42.63167;-65.93333;4352;79;09-aug-79;06:03:00;80;33.2535;5.69;8.535;1.13;9.535
181079022_215;29;42.63167;-65.93333;4353;74;09-aug-79;06:03:00;75;NaN;5.54;6.89;1.105;9.47
181079022_215;29;42.63167;-65.93333;4354;50;09-aug-79;06:03:00;50;NaN;5.51;7.13;1.145;9.57
181079022_215;29;42.63167;-65.93333;4355;50;09-aug-79;06:03:00;50;NaN;5.75;7.015;1.175;9.59
181079022_215;29;42.63167;-65.93333;4356;40;09-aug-79;06:03:00;40;NaN;5.67;10.3;1.135;9.54
181079022_215;29;42.63167;-65.93333;4357;30;09-aug-79;06:03:00;30;NaN;5.81;6.675;1.1;9.075
181079022_215;29;42.63167;-65.93333;4358;20;09-aug-79;06:03:00;20;NaN;6.49;3.55;0.875;4.175
181079022_215;29;42.63167;-65.93333;4359;10;09-aug-79;06:03:00;10;NaN;7.05;2.355;0.67;0.57
181079022_225;3;42.9;-64.27667;4127;110;07-aug-79;05:42:00;111;34.2915;4.21;12.045;1.45;16.585
181079022_225;3;42.9;-64.27667;4128;110;07-aug-79;05:42:00;111;34.2875;4.04;10.565;1.385;14.35
181079022_225;3;42.9;-64.27667;4129;99;07-aug-79;05:42:00;100;NaN;4.23;12.015;1.515;16.5
181079022_225;3;42.9;-64.27667;4130;74;07-aug-79;05:42:00;75;NaN;5.85;7.72;1.365;10.605
181079022_225;3;42.9;-64.27667;4131;50;07-aug-79;05:42:00;50;NaN;6.08;2.49;1.045;4.71
181079022_225;3;42.9;-64.27667;4132;50;07-aug-79;05:42:00;50;NaN;6.73;2.465;1.09;4.96
181079022_225;3;42.9;-64.27667;4133;30;07-aug-79;05:42:00;30;NaN;7.67;0.58;0.665;0.23
181079022_225;3;42.9;-64.27667;4134;20;07-aug-79;05:42:00;20;NaN;7.3;0.705;0.655;0.345
181079022_225;3;42.9;-64.27667;4135;10;07-aug-79;05:42:00;10;NaN;5.82;0.565;0.51;0.225
181079022_226;30;42.55333;-65.93333;4360;115;09-aug-79;06:56:00;116;34.6295;2.92;8.48;1.58;14.89
181079022_226;30;42.55333;-65.93333;4361;115;09-aug-79;06:56:00;116;34.6285;3.38;8.355;1.275;14.83
181079022_226;30;42.55333;-65.93333;4362;99;09-aug-79;06:56:00;100;NaN;4.15;8.09;1.405;13.605
181079022_226;30;42.55333;-65.93333;4363;74;09-aug-79;06:56:00;75;NaN;2.47;6.565;1.25;10.94
181079022_226;30;42.55333;-65.93333;4364;50;09-aug-79;06:56:00;50;NaN;3.38;3.455;0.91;4.27
181079022_226;30;42.55333;-65.93333;4365;50;09-aug-79;06:56:00;50;NaN;4.19;3.59;0.975;4.39
181079022_226;30;42.55333;-65.93333;4366;30;09-aug-79;06:56:00;30;NaN;5.12;1.195;0.685;0.12
181079022_226;30;42.55333;-65.93333;4367;20;09-aug-79;06:56:00;20;NaN;3.7;1.04;0.815;0.155
181079022_226;30;42.55333;-65.93333;4368;10;09-aug-79;06:56:00;10;NaN;4.76;0.98;0.6;0.165
181079022_237;31;42.475;-66.01;4369;203;09-aug-79;07:43:00;205;35.2215;3.31;13.88;1.41;18.71
181079022_237;31;42.475;-66.01;4370;203;09-aug-79;07:43:00;205;35.221;3.88;9.565;1.375;17.7
181079022_237;31;42.475;-66.01;4371;174;09-aug-79;07:43:00;175;NaN;3.39;9.97;1.38;18.595
181079022_237;31;42.475;-66.01;4372;149;09-aug-79;07:43:00;150;NaN;3.75;9.8;1.44;18.58
181079022_237;31;42.475;-66.01;4373;124;09-aug-79;07:43:00;125;NaN;2.91;7.495;1.265;14.885
181079022_237;31;42.475;-66.01;4374;99;09-aug-79;07:43:00;100;NaN;5.46;7.315;1.125;12.32
181079022_237;31;42.475;-66.01;4375;74;09-aug-79;07:43:00;75;NaN;6.07;3.73;0.8;3.025
181079022_237;31;42.475;-66.01;4376;50;09-aug-79;07:43:00;50;NaN;4.85;0.965;0.525;0.51
181079022_237;31;42.475;-66.01;4377;10;09-aug-79;07:43:00;10;NaN;6.09;0.74;0.51;0.575
181079022_239;32;42.32333;-66.05833;4378;248;09-aug-79;08:35:00;250;35.044;3.55;13.32;1.66;21.91
181079022_239;32;42.32333;-66.05833;4379;248;09-aug-79;08:35:00;250;35.028;3.28;12.49;1.685;20.79
181079022_239;32;42.32333;-66.05833;4380;198;09-aug-79;08:35:00;200;NaN;2.91;8.795;1.29;14.77
181079022_239;32;42.32333;-66.05833;4381;174;09-aug-79;08:35:00;175;NaN;2.54;11.715;1.605;19.73
181079022_239;32;42.32333;-66.05833;4382;149;09-aug-79;08:35:00;150;NaN;2.23;11.86;1.475;19.385
181079022_239;32;42.32333;-66.05833;4383;99;09-aug-79;08:35:00;100;NaN;2.59;8.355;1.37;14.42
181079022_239;32;42.32333;-66.05833;4384;74;09-aug-79;08:35:00;75;NaN;2.85;5.52;1.025;8.88
181079022_239;32;42.32333;-66.05833;4385;50;09-aug-79;08:35:00;50;NaN;3.89;3.67;0.885;5.015
181079022_239;32;42.32333;-66.05833;4386;10;09-aug-79;08:35:00;10;NaN;4.35;0.685;0.525;0.54
