CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;Si_01;NO2_01;NOx_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL12002_1233;1011;47.86517;-59.55683;347544;247.95;12-aug-12;19:45:00;34.78;7.01;161.93716;3.646;NaN;NaN;NaN;NaN;NaN;0.159
18TL12002_1233;1011;47.86517;-59.55683;347545;148.59;12-aug-12;19:45:00;33.49;3.88;235.8048;5.277;NaN;NaN;NaN;NaN;NaN;0.213
18TL12002_1233;1011;47.86517;-59.55683;347546;16.36;12-aug-12;19:45:00;31.67;6.28;328.9209;7.3765;NaN;NaN;NaN;NaN;NaN;5.572
18TL12002_1234;1021;47.89767;-59.94683;347547;480.17;12-aug-12;22:44:00;34.9;5.26;191.3681;4.327;NaN;NaN;NaN;NaN;NaN;0.179
18TL12002_1234;1021;47.89767;-59.94683;347548;250.73;12-aug-12;22:44:00;34.69;6.6;147.19936;3.293;NaN;NaN;NaN;NaN;NaN;0.173
18TL12002_1234;1021;47.89767;-59.94683;347549;29.55;12-aug-12;22:44:00;31.6;3.75;339.14804;7.6025;NaN;NaN;NaN;NaN;NaN;4.709
18TL12002_1234;1021;47.89767;-59.94683;347550;4.86;12-aug-12;22:44:00;30.83;19.51;246.70184;5.6295;NaN;NaN;NaN;NaN;NaN;1.668
18TL12002_1235;1051;47.6;-59.89967;347551;516;13-aug-12;04:46:00;34.9;5.24;190.20694;4.3155;26.76;0.02;21.495;1.615;NaN;0.181
18TL12002_1235;1051;47.6;-59.89967;347552;249.84;13-aug-12;04:46:00;34.69;6.61;150.90614;3.3855;21.145;0.02;22.65;1.64;NaN;0.18
18TL12002_1235;1051;47.6;-59.89967;347553;50.17;13-aug-12;04:46:00;32.18;1.91;321.19472;NaN;3.365;0.265;4.745;0.795;0.8;4.491
18TL12002_1235;1051;47.6;-59.89967;347554;40.06;13-aug-12;04:46:00;32.02;2.51;326.50926;NaN;0.7;0.2;2.695;0.675;0.5;13.449
18TL12002_1235;1051;47.6;-59.89967;347555;14.97;13-aug-12;04:46:00;31.55;8.25;351.96546;7.4925;0.705;0.01;0.015;0.275;0.445;1.404
18TL12002_1235;1051;47.6;-59.89967;347556;5.06;13-aug-12;04:46:00;30.51;19.9;251.83774;5.514;0.915;0.005;0.01;0.05;0.52;1.9
18TL12002_1236;1061;47.61383;-60.13083;347557;497.1;13-aug-12;08:09:00;34.91;5.24;191.85936;4.334;NaN;NaN;NaN;NaN;NaN;0.182
18TL12002_1236;1061;47.61383;-60.13083;347558;250.83;13-aug-12;08:09:00;34.76;6.77;153.94302;3.5385;NaN;NaN;NaN;NaN;NaN;0.172
18TL12002_1236;1061;47.61383;-60.13083;347559;13.98;13-aug-12;08:09:00;31.15;11.2;315.88018;6.78;NaN;NaN;NaN;NaN;NaN;1.958
18TL12002_1236;1061;47.61383;-60.13083;347560;4.96;13-aug-12;08:09:00;30.37;19.68;243.21836;5.562;NaN;NaN;NaN;NaN;NaN;2.523
18TL12002_1237;1101;47.8405;-60.621;347561;297.27;13-aug-12;16:00:00;34.72;5.91;133.44408;NaN;NaN;NaN;NaN;NaN;NaN;0.206
18TL12002_1237;1101;47.8405;-60.621;347562;169.6;13-aug-12;16:00:00;33.87;4.88;191.54674;NaN;NaN;NaN;NaN;NaN;NaN;0.209
18TL12002_1237;1101;47.8405;-60.621;347563;149.88;13-aug-12;16:00:00;33.55;4.01;223.5233;NaN;NaN;NaN;NaN;NaN;NaN;0.207
18TL12002_1238;1111;47.88717;-60.22467;347564;477.31;13-aug-12;20:21:00;34.9;5.27;187.61666;4.247;26.785;0.015;21.4;1.625;NaN;0.193
18TL12002_1238;1111;47.88717;-60.22467;347565;249.04;13-aug-12;20:21:00;34.66;6.44;141.92948;3.1775;23.61;0.02;23.12;1.715;NaN;0.195
18TL12002_1238;1111;47.88717;-60.22467;347566;50.17;13-aug-12;20:21:00;31.84;1.38;348.74994;7.8145;1.7;0.225;2.03;0.685;1.16;1.124
18TL12002_1238;1111;47.88717;-60.22467;347567;22.51;13-aug-12;20:21:00;31.29;8.56;304.84916;7.1375;0.995;0.005;0.015;0.34;3.515;2.324
18TL12002_1238;1111;47.88717;-60.22467;347568;16.06;13-aug-12;20:21:00;30.93;17.98;259.6979;5.677;0.865;0.01;0.015;0.17;0.41;3.06
18TL12002_1238;1111;47.88717;-60.22467;347569;5.85;13-aug-12;20:21:00;30.73;19.23;247.6397;5.7105;0.76;0.01;0.01;0.145;0.5;2.357
