CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL_BS;OXYM_01;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(PSU);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18HU76020_299;55;42.6717;-63.0033;-235;150;08-jul-76;01:34:00;35.07;3.5;19.56;1.47;14.95
18HU76020_300;56;42.5833;-63.005;-236;10;08-jul-76;02:47:00;32.28;5.2;NaN;NaN;NaN
18HU76020_300;56;42.5833;-63.005;-237;30;08-jul-76;02:47:00;32.86;5.8;0.31;0.29;2.8
18HU76020_300;56;42.5833;-63.005;-238;40;08-jul-76;02:47:00;33.19;5.7;2.6;0.44;4.44
18HU76020_300;56;42.5833;-63.005;-239;50;08-jul-76;02:47:00;33.55;5.7;5.04;0.6;4.9
18HU76020_300;56;42.5833;-63.005;-240;75;08-jul-76;02:47:00;34.17;4.9;6.21;1.03;8.47
18HU76020_300;56;42.5833;-63.005;-241;100;08-jul-76;02:47:00;34.58;4.3;12.1;1.08;10.3
18HU76020_300;56;42.5833;-63.005;-242;125;08-jul-76;02:47:00;35.05;3.8;12.35;1.14;11.72
18HU76020_300;56;42.5833;-63.005;-243;150;08-jul-76;02:47:00;35.15;3.5;12.61;1.32;12.93
18HU76020_301;57;42.5;-63.0017;-244;10;08-jul-76;04:07:00;32.53;5.4;0.19;0.2;1.82
18HU76020_301;57;42.5;-63.0017;-245;30;08-jul-76;04:07:00;33.08;5.6;0.35;0.23;2.3
18HU76020_301;57;42.5;-63.0017;-246;40;08-jul-76;04:07:00;33.41;5.7;0.26;0.32;3.11
18HU76020_301;57;42.5;-63.0017;-247;50;08-jul-76;04:07:00;33.95;5.4;1.6;0.4;3.81
18HU76020_301;57;42.5;-63.0017;-248;75;08-jul-76;04:07:00;34.16;5;6.08;0.7;5.35
18HU76020_301;57;42.5;-63.0017;-249;100;08-jul-76;04:07:00;34.65;4.1;11.33;1.01;9.39
18HU76020_301;57;42.5;-63.0017;-250;125;08-jul-76;04:07:00;34.97;3.7;16.45;1.17;12.13
18HU76020_301;57;42.5;-63.0017;-251;150;08-jul-76;04:07:00;35.05;3.3;17.64;1.38;12.71
18HU76020_302;58;42.5;-63.1667;-252;10;08-jul-76;05:13:00;32.46;5.3;0.02;0.21;1.98
18HU76020_302;58;42.5;-63.1667;-253;30;08-jul-76;05:13:00;32.79;5.5;0.11;0.24;1.83
18HU76020_302;58;42.5;-63.1667;-254;40;08-jul-76;05:13:00;33.33;5.6;0.02;0.29;2.18
18HU76020_302;58;42.5;-63.1667;-255;50;08-jul-76;05:13:00;33.64;5.7;2.91;0.55;3.49
18HU76020_302;58;42.5;-63.1667;-256;75;08-jul-76;05:13:00;34.19;5;5.08;0.8;6.5
18HU76020_302;58;42.5;-63.1667;-257;100;08-jul-76;05:13:00;34.46;4.5;10.49;0.93;7.53
18HU76020_302;58;42.5;-63.1667;-258;125;08-jul-76;05:13:00;35;4.1;12.09;1.07;10.26
18HU76020_302;58;42.5;-63.1667;-259;150;08-jul-76;05:13:00;35.15;3.7;11.49;1.27;12.05
18HU76020_303;59;42.5;-63.3367;-260;10;08-jul-76;06:26:00;31.67;5.1;0.18;0.28;1.64
18HU76020_303;59;42.5;-63.3367;-261;30;08-jul-76;06:26:00;32.62;5.5;0.12;0.22;1.78
18HU76020_303;59;42.5;-63.3367;-262;40;08-jul-76;06:26:00;32.68;5.6;0.22;0.33;2.93
18HU76020_303;59;42.5;-63.3367;-263;50;08-jul-76;06:26:00;33.13;5.6;3.13;0.52;3.94
18HU76020_303;59;42.5;-63.3367;-264;75;08-jul-76;06:26:00;33.51;5.3;5.33;0.73;5.52
18HU76020_303;59;42.5;-63.3367;-265;100;08-jul-76;06:26:00;34.17;4.8;12.09;0.91;8.28
18HU76020_303;59;42.5;-63.3367;-266;125;08-jul-76;06:26:00;34.69;4.2;12.22;1.03;9.91
18HU76020_303;59;42.5;-63.3367;-267;150;08-jul-76;06:26:00;34.95;3.8;17.68;1.26;11.84
18HU76020_304;6;42.71;-64.0083;-18;10;01-jul-76;00:27:00;31.37;6.4;0.28;0.32;1.9
18HU76020_304;6;42.71;-64.0083;-19;20;01-jul-76;00:27:00;31.52;6.5;0.09;0.3;1.98
18HU76020_304;6;42.71;-64.0083;-20;30;01-jul-76;00:27:00;32;6.5;0.18;0.32;1.34
18HU76020_304;6;42.71;-64.0083;-21;50;01-jul-76;00:27:00;32.42;6.7;3.86;0.63;3.55
18HU76020_304;6;42.71;-64.0083;-22;75;01-jul-76;00:27:00;33.09;5.7;11.77;1.12;12.44
18HU76020_304;6;42.71;-64.0083;-23;100;01-jul-76;00:27:00;33.57;5;13.42;1.21;13.6
18HU76020_304;6;42.71;-64.0083;-24;125;01-jul-76;00:27:00;34.18;4.3;16.69;1.33;14.41
18HU76020_304;6;42.71;-64.0083;-25;150;01-jul-76;00:27:00;34.71;3.8;18.73;1.41;14.5
18HU76020_305;60;42.5;-63.5;-268;10;08-jul-76;07:55:00;31.39;5.3;0.05;0.36;1.39
18HU76020_305;60;42.5;-63.5;-269;30;08-jul-76;07:55:00;32.52;5.7;0.15;0.37;3.17
18HU76020_305;60;42.5;-63.5;-270;40;08-jul-76;07:55:00;33.03;5.8;0.01;0.29;1.91
18HU76020_305;60;42.5;-63.5;-271;50;08-jul-76;07:55:00;33.49;5.7;0.16;0.56;4.78
18HU76020_305;60;42.5;-63.5;-272;75;08-jul-76;07:55:00;34.17;4.8;8.26;0.89;7.77
18HU76020_305;60;42.5;-63.5;-273;100;08-jul-76;07:55:00;34.44;4.4;10.62;0.88;8.49
18HU76020_305;60;42.5;-63.5;-274;125;08-jul-76;07:55:00;34.74;4.1;14.44;1.09;9.9
18HU76020_305;60;42.5;-63.5;-275;150;08-jul-76;07:55:00;35.07;3.7;15.45;1.16;11.43
18HU76020_306;61;42.5;-63.6667;-276;10;08-jul-76;09:20:00;31.64;5.3;0.03;0.29;1.52
18HU76020_306;61;42.5;-63.6667;-277;30;08-jul-76;09:20:00;32.6;5.7;0;0.19;2.48
18HU76020_306;61;42.5;-63.6667;-278;40;08-jul-76;09:20:00;33.11;5.7;1.56;0.49;4.1
18HU76020_306;61;42.5;-63.6667;-279;50;08-jul-76;09:20:00;33.6;5.5;3.34;0.57;4.78
18HU76020_306;61;42.5;-63.6667;-280;75;08-jul-76;09:20:00;34.55;4.6;11.23;0.75;7.34
18HU76020_306;61;42.5;-63.6667;-281;100;08-jul-76;09:20:00;35.15;4.1;12.48;0.93;7.97
18HU76020_306;61;42.5;-63.6667;-282;125;08-jul-76;09:20:00;35.19;3.8;15.85;1.05;10.24
18HU76020_306;61;42.5;-63.6667;-283;150;08-jul-76;09:20:00;35.21;3.4;18.07;1.28;12.56
18HU76020_307;62;42.5;-63.8333;-284;10;08-jul-76;10:28:00;31.35;5.5;0.06;0.28;1.83
18HU76020_307;62;42.5;-63.8333;-285;30;08-jul-76;10:28:00;32.79;6;0.31;0.24;1.51
18HU76020_307;62;42.5;-63.8333;-286;40;08-jul-76;10:28:00;33.6;5.8;0.26;0.33;2.72
18HU76020_307;62;42.5;-63.8333;-287;50;08-jul-76;10:28:00;33.48;5.3;4.1;0.51;4.09
18HU76020_307;62;42.5;-63.8333;-288;75;08-jul-76;10:28:00;34.47;4.5;11.06;0.88;7.92
18HU76020_307;62;42.5;-63.8333;-289;100;08-jul-76;10:28:00;35.08;4;11.83;0.96;8.29
18HU76020_307;62;42.5;-63.8333;-290;125;08-jul-76;10:28:00;35.07;3.7;17.18;1.11;11.38
18HU76020_307;62;42.5;-63.8333;-291;150;08-jul-76;10:28:00;35.13;3.4;12.57;1.24;12.92
18HU76020_308;63;42.5017;-64.0083;-292;10;08-jul-76;12:01:00;31.59;6;0.17;0.28;1.37
18HU76020_308;63;42.5017;-64.0083;-293;30;08-jul-76;12:01:00;31.98;6.4;1.28;0.48;2.12
18HU76020_308;63;42.5017;-64.0083;-294;40;08-jul-76;12:01:00;32.13;6;4.9;0.73;3.86
18HU76020_308;63;42.5017;-64.0083;-295;50;08-jul-76;12:01:00;32.34;5.7;8.88;0.93;8.14
18HU76020_308;63;42.5017;-64.0083;-296;75;08-jul-76;12:01:00;34.51;4.4;9.59;0.71;7.62
18HU76020_308;63;42.5017;-64.0083;-297;100;08-jul-76;12:01:00;NaN;NaN;12;0.72;7.75
18HU76020_308;63;42.5017;-64.0083;-298;125;08-jul-76;12:01:00;NaN;NaN;14.27;0.89;9.09
18HU76020_308;63;42.5017;-64.0083;-299;150;08-jul-76;12:01:00;35.54;3.6;15.37;1.03;10.72
18HU76020_317;71;43.5;-63.3333;-300;10;10-jul-76;05:30:00;31.3;5.7;0.02;0.29;1.76
18HU76020_317;71;43.5;-63.3333;-301;30;10-jul-76;05:30:00;31.99;7.3;0.33;0.46;1.22
18HU76020_317;71;43.5;-63.3333;-302;40;10-jul-76;05:30:00;31.92;6.9;2.02;0.71;2.99
18HU76020_317;71;43.5;-63.3333;-303;50;10-jul-76;05:30:00;NaN;NaN;3.42;0.83;4.1
18HU76020_317;71;43.5;-63.3333;-304;75;10-jul-76;05:30:00;NaN;NaN;8.59;1.05;10.9
18HU76020_317;71;43.5;-63.3333;-305;100;10-jul-76;05:30:00;33.04;4.2;13.7;1.33;16.92
18HU76020_317;71;43.5;-63.3333;-306;125;10-jul-76;05:30:00;34.69;3.6;15.18;1.37;16.1
18HU76020_317;71;43.5;-63.3333;-307;150;10-jul-76;05:30:00;34.89;3.4;14.69;1.44;16.75
18HU76020_318;72;43.3333;-63.33;-308;10;10-jul-76;07:27:00;31.34;6.1;0.05;0.28;1.49
18HU76020_318;72;43.3333;-63.33;-309;30;10-jul-76;07:27:00;32.06;7.1;0.3;0.44;1.05
18HU76020_318;72;43.3333;-63.33;-310;40;10-jul-76;07:27:00;31.96;7;0.96;0.83;2.2
18HU76020_318;72;43.3333;-63.33;-311;50;10-jul-76;07:27:00;32.13;6.7;NaN;NaN;NaN
18HU76020_318;72;43.3333;-63.33;-312;75;10-jul-76;07:27:00;32.77;5.9;10.39;1.14;9.76
18HU76020_318;72;43.3333;-63.33;-313;100;10-jul-76;07:27:00;33.65;4.8;11.74;1.23;13.36
18HU76020_318;72;43.3333;-63.33;-314;125;10-jul-76;07:27:00;34.46;4;13.85;1.43;14.51
18HU76020_318;72;43.3333;-63.33;-315;150;10-jul-76;07:27:00;34.81;3.4;14.54;1.48;17.62
18HU76020_319;73;43.1667;-63.33;-316;10;10-jul-76;09:00:00;31.6;6.1;0.03;0.31;1.76
18HU76020_319;73;43.1667;-63.33;-317;30;10-jul-76;09:00:00;31.84;6.9;0.36;0.52;2.32
18HU76020_319;73;43.1667;-63.33;-318;40;10-jul-76;09:00:00;32.08;6.8;3.08;0.8;3.27
18HU76020_319;73;43.1667;-63.33;-319;50;10-jul-76;09:00:00;32.13;6.5;4.17;0.99;6.52
18HU76020_319;73;43.1667;-63.33;-320;75;10-jul-76;09:00:00;32.89;5.9;8.12;1.08;10.93
18HU76020_319;73;43.1667;-63.33;-321;100;10-jul-76;09:00:00;34.05;4.7;12.59;0.81;12.24
18HU76020_319;73;43.1667;-63.33;-322;125;10-jul-76;09:00:00;34.96;3.7;16.22;1.42;14.47
18HU76020_319;73;43.1667;-63.33;-323;150;10-jul-76;09:00:00;35.08;3.9;16.8;1.29;13.18
18HU76020_320;74;43.0133;-63.3317;-324;10;10-jul-76;10:40:00;31.5;6.3;0.06;0.26;1.56
18HU76020_320;74;43.0133;-63.3317;-325;30;10-jul-76;10:40:00;31.96;6.8;0.15;0.25;1.53
18HU76020_320;74;43.0133;-63.3317;-326;40;10-jul-76;10:40:00;32.13;7;1;0.63;4.09
18HU76020_320;74;43.0133;-63.3317;-327;50;10-jul-76;10:40:00;32.2;6.9;4.27;0.85;4.8
18HU76020_320;74;43.0133;-63.3317;-328;75;10-jul-76;10:40:00;33.34;5;11.01;1.25;14.3
18HU76020_320;74;43.0133;-63.3317;-329;100;10-jul-76;10:40:00;34.31;4.6;11.39;1.13;10.38
18HU76020_320;74;43.0133;-63.3317;-330;125;10-jul-76;10:40:00;34.72;4;13.41;1.37;12.97
18HU76020_320;74;43.0133;-63.3317;-331;150;10-jul-76;10:40:00;35.01;3.8;13.46;1.37;14.11
18HU76020_321;75;42.8383;-63.335;-332;10;10-jul-76;11:13:00;31.4;5.8;0.06;0.3;1.48
18HU76020_321;75;42.8383;-63.335;-333;30;10-jul-76;11:13:00;31.91;6.3;0.13;0.36;2.77
18HU76020_321;75;42.8383;-63.335;-334;40;10-jul-76;11:13:00;32.45;6.6;0.39;0.44;2.62
18HU76020_321;75;42.8383;-63.335;-335;50;10-jul-76;11:13:00;32.59;6.8;NaN;NaN;NaN
18HU76020_321;75;42.8383;-63.335;-336;75;10-jul-76;11:13:00;33.57;5.7;10.06;0.88;7.71
18HU76020_321;75;42.8383;-63.335;-337;100;10-jul-76;11:13:00;34.45;4.9;9.06;0.96;8.67
18HU76020_321;75;42.8383;-63.335;-338;125;10-jul-76;11:13:00;35;4.2;14.8;1.08;10.9
18HU76020_321;75;42.8383;-63.335;-339;150;10-jul-76;11:13:00;35.11;4.1;13.5;1.27;12.25
18HU76020_322;76;42.6667;-63.3317;-340;10;10-jul-76;13:21:00;31.55;5.5;0;0.33;1.29
18HU76020_322;76;42.6667;-63.3317;-341;30;10-jul-76;13:21:00;32.36;6.4;0.3;0.31;1.91
18HU76020_322;76;42.6667;-63.3317;-342;40;10-jul-76;13:21:00;32.68;6.8;0.11;0.42;1.91
18HU76020_322;76;42.6667;-63.3317;-343;50;10-jul-76;13:21:00;33.21;6.6;0.19;0.41;2.14
18HU76020_322;76;42.6667;-63.3317;-344;75;10-jul-76;13:21:00;33.92;5.4;8.52;0.95;8.67
18HU76020_322;76;42.6667;-63.3317;-345;100;10-jul-76;13:21:00;34.45;5;10.41;0.76;6.25
18HU76020_322;76;42.6667;-63.3317;-346;125;10-jul-76;13:21:00;34.84;4.4;13.36;1.07;10.15
18HU76020_322;76;42.6667;-63.3317;-347;150;10-jul-76;13:21:00;35.11;3.8;16.15;1.16;11.44
18HU76020_326;8;42.795;-64;-11;10;01-jul-76;02:35:00;31.44;6;0.1;0.22;2.07
18HU76020_326;8;42.795;-64;-12;20;01-jul-76;02:35:00;31.64;6;0.14;0.34;1.55
18HU76020_326;8;42.795;-64;-13;30;01-jul-76;02:35:00;32.1;6.8;1.22;0.62;2.82
18HU76020_326;8;42.795;-64;-14;50;01-jul-76;02:35:00;31.99;6.3;6.58;0.79;7.85
18HU76020_326;8;42.795;-64;-15;75;01-jul-76;02:35:00;32.32;5.7;10.42;1.04;11.65
18HU76020_326;8;42.795;-64;-16;100;01-jul-76;02:35:00;33.81;4.6;13.93;1.15;13.9
18HU76020_326;8;42.795;-64;-17;125;01-jul-76;02:35:00;34.34;4.2;16.86;1.37;13.46
