CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18HU03075_283;FC-07;47;-51;257631;103;26-nov-03;23:32:00;33.21;5.79794670846395;-1.03;13.83;1.22;11.13;0.06
18HU03075_283;FC-07;47;-51;257632;75;26-nov-03;23:32:00;33.11;6.51194133452754;-0.71;12.47;1.34;9.03;0.04
18HU03075_283;FC-07;47;-51;257633;50;26-nov-03;23:32:00;32.83;7.12993506493507;-0.28;7.24;1.03;6.27;0.11
18HU03075_283;FC-07;47;-51;257634;40;26-nov-03;23:32:00;32.08;7.15993506493507;4.12;3.18;0.62;1.89;0.38
18HU03075_283;FC-07;47;-51;257635;30;26-nov-03;23:32:00;31.93;6.9509381997313;6.08;2.6;0.55;2.17;0.82
18HU03075_283;FC-07;47;-51;257636;20;26-nov-03;23:32:00;31.92;6.9609381997313;6.14;1.93;0.45;0.64;0.86
18HU03075_283;FC-07;47;-51;257637;10;26-nov-03;23:32:00;31.92;6.9569368562472;6.15;1.91;0.46;0.75;0.86
18HU03075_283;FC-07;47;-51;257638;5;26-nov-03;23:32:00;31.92;6.9509381997313;6.14;1.97;0.44;0.9;0.87
18HU03075_284;SEGB-04;46.2083;-52.6083;257404;125;19-nov-03;12:20:00;33.26;6.63094043887147;-0.88;NaN;NaN;NaN;NaN
18HU03075_285;FC-06;47;-51.485;257639;99;27-nov-03;01:49:00;33.12;6.74493954321541;-0.96;NaN;NaN;NaN;NaN
18HU03075_295;FC-05;47;-52.0333;257640;135;27-nov-03;04:06:00;33.09;6.9159381997313;-1.19;12.72;1.17;10.59;NaN
18HU03075_295;FC-05;47;-52.0333;257641;100;27-nov-03;04:06:00;32.78;7.2729355127631;-1.2;8.83;1.16;7.96;0.05
18HU03075_295;FC-05;47;-52.0333;257642;75;27-nov-03;04:06:00;32.64;7.33093372145096;-1.04;7.44;0.93;6.77;0.05
18HU03075_295;FC-05;47;-52.0333;257643;50;27-nov-03;04:06:00;32.3;7.338934169279;2.52;4.25;0.73;3.13;0.2
18HU03075_295;FC-05;47;-52.0333;257644;40;27-nov-03;04:06:00;32.21;7.32993506493507;2.49;4.22;0.77;3.29;0.25
18HU03075_295;FC-05;47;-52.0333;257645;30;27-nov-03;04:06:00;31.93;7.35593372145096;3.5;3.44;0.57;2.38;0.49
18HU03075_295;FC-05;47;-52.0333;257646;20;27-nov-03;04:06:00;31.87;7.293934169279;4.07;3.02;0.57;2.12;0.75
18HU03075_295;FC-05;47;-52.0333;257647;10;27-nov-03;04:06:00;31.87;7.27693461710703;4.31;3.09;0.58;1.66;0.87
18HU03075_295;FC-05;47;-52.0333;257648;5;27-nov-03;04:06:00;31.87;7.2079355127631;4.66;2.73;0.53;1.37;0.67
18HU03075_296;FC-04;47;-52.3217;257649;120;27-nov-03;06:21:00;32.9;7.13893640841917;-1.23;10.16;1.05;9.49;NaN
18HU03075_296;FC-04;47;-52.3217;257650;100;27-nov-03;06:21:00;32.89;7.15993506493507;-1.23;9.96;1.2;9.15;0.03
18HU03075_296;FC-04;47;-52.3217;257651;74;27-nov-03;06:21:00;32.71;7.30793327362293;-0.82;7.73;1.11;7.55;0.07
18HU03075_296;FC-04;47;-52.3217;257652;49;27-nov-03;06:21:00;32.28;7.34293327362293;1.88;4.34;0.77;3.43;0.14
18HU03075_296;FC-04;47;-52.3217;257653;40;27-nov-03;06:21:00;32.16;7.34593372145096;2.54;3.96;0.7;3.03;0.27
18HU03075_296;FC-04;47;-52.3217;257654;29;27-nov-03;06:21:00;31.98;7.42793327362293;3.19;3.85;0.68;2.73;0.8
18HU03075_296;FC-04;47;-52.3217;257655;20;27-nov-03;06:21:00;31.79;7.27493506493507;4.06;3.65;0.64;2.42;0.65
18HU03075_296;FC-04;47;-52.3217;257656;10;27-nov-03;06:21:00;31.79;7.23093596059113;4.42;3.12;0.6;1.85;0.82
18HU03075_296;FC-04;47;-52.3217;257657;5;27-nov-03;06:21:00;31.79;7.2329355127631;4.43;3.24;0.71;1.69;0.59
18HU03075_297;FC-03;47;-52.58;257658;153;27-nov-03;07:55:00;33.13;6.80493954321541;-0.98;11.53;1.13;9.96;NaN
18HU03075_297;FC-03;47;-52.58;257659;100;27-nov-03;07:55:00;32.79;7.18193461710703;-1.23;8.81;1.1;8.47;0.02
18HU03075_297;FC-03;47;-52.58;257660;75;27-nov-03;07:55:00;32.66;7.368934169279;-0.88;6.39;0.87;6.37;0.09
18HU03075_297;FC-03;47;-52.58;257661;50;27-nov-03;07:55:00;32.25;7.32493506493507;2.31;3.94;0.74;3.63;0.23
18HU03075_297;FC-03;47;-52.58;257662;40;27-nov-03;07:55:00;32.18;7.33993506493506;2.62;3.29;0.72;2.46;0.32
18HU03075_297;FC-03;47;-52.58;257663;30;27-nov-03;07:55:00;32.03;7.28493506493507;3.32;3.25;0.71;2.5;0.31
18HU03075_297;FC-03;47;-52.58;257664;20;27-nov-03;07:55:00;31.94;7.0519368562472;5.32;2.5;0.53;1.15;0.63
18HU03075_297;FC-03;47;-52.58;257665;10;27-nov-03;07:55:00;31.93;6.98293775190327;5.79;2.01;0.44;0.73;0.94
18HU03075_297;FC-03;47;-52.58;257666;5;27-nov-03;07:55:00;31.93;6.9819368562472;5.81;2.04;0.45;0.84;0.88
18HU03075_298;FC-02;47;-52.705;257667;183;27-nov-03;09:22:00;33.23;6.66993954321541;-0.92;NaN;NaN;NaN;NaN
18HU03075_299;FC-01;47;-52.8317;257668;102;27-nov-03;10:32:00;32.69;7.21593596059113;-0.18;7.16;1.04;6.63;0.09
18HU03075_299;FC-01;47;-52.8317;257669;74;27-nov-03;10:32:00;32.18;7.25093596059113;2.36;3.83;0.73;3;0.14
18HU03075_299;FC-01;47;-52.8317;257670;49;27-nov-03;10:32:00;31.76;7.15593596059113;4.21;2.91;0.62;1.6;0.39
18HU03075_299;FC-01;47;-52.8317;257671;40;27-nov-03;10:32:00;31.71;7.06593596059113;4.48;2.99;0.6;1.59;0.31
18HU03075_299;FC-01;47;-52.8317;257672;30;27-nov-03;10:32:00;31.65;7.03593596059113;4.85;2.49;0.54;1.46;0.32
18HU03075_299;FC-01;47;-52.8317;257673;20;27-nov-03;10:32:00;31.65;7.03993730407524;4.88;3;0.63;2.9;0.33
18HU03075_299;FC-01;47;-52.8317;257674;10;27-nov-03;10:32:00;31.59;7.0519368562472;4.97;2.48;0.53;1.28;0.38
18HU03075_299;FC-01;47;-52.8317;257675;5;27-nov-03;10:32:00;31.47;7.10493730407524;4.88;2.67;0.54;1.4;0.39
18HU03075_300;STN27;47.5467;-52.5867;257676;164;29-nov-03;00:40:00;33.16;6.66493954321541;-0.96;13.68;0.7;8.4;NaN
18HU03075_300;STN27;47.5467;-52.5867;257677;152;29-nov-03;00:40:00;33.05;6.9209381997313;-1.11;10.23;1.25;7.45;0.05
18HU03075_300;STN27;47.5467;-52.5867;257678;102;29-nov-03;00:40:00;32.61;7.32493506493507;0.92;5.51;0.54;3.62;0.13
18HU03075_300;STN27;47.5467;-52.5867;257679;75;29-nov-03;00:40:00;32.37;7.34593372145096;1.59;3.94;0.43;2.25;0.15
18HU03075_300;STN27;47.5467;-52.5867;257680;49;29-nov-03;00:40:00;31.91;7.12493506493507;3.55;3.87;0.52;1.48;0.18
18HU03075_300;STN27;47.5467;-52.5867;257681;39;29-nov-03;00:40:00;31.71;7.07493506493507;4.28;3.26;0.49;1.52;0.21
18HU03075_300;STN27;47.5467;-52.5867;257682;29;29-nov-03;00:40:00;31.65;7.07093596059113;4.46;3.1;0.46;1.29;0.22
18HU03075_300;STN27;47.5467;-52.5867;257683;20;29-nov-03;00:40:00;31.61;7.06393640841917;4.7;2.81;0.28;1.08;0.33
18HU03075_300;STN27;47.5467;-52.5867;257684;9;29-nov-03;00:40:00;31.61;7.06293775190327;4.7;2.73;0.45;1.3;0.32
18HU03075_300;STN27;47.5467;-52.5867;257685;4;29-nov-03;00:40:00;31.61;7.06793775190327;4.7;2.71;0.42;0.9;0.31
18HU03075_304;SEGB-05;46.07;-52.5;257405;88;19-nov-03;13:38:00;33.26;6.45794223018361;-0.76;17.04;1.38;11.74;0.03
18HU03075_304;SEGB-05;46.07;-52.5;257406;75;19-nov-03;13:38:00;33.06;6.07594491715181;0.26;12.48;1.25;7.46;0.38
18HU03075_304;SEGB-05;46.07;-52.5;257407;49;19-nov-03;13:38:00;32.97;6.08094491715181;0.47;11.21;1.23;6.86;0.08
18HU03075_304;SEGB-05;46.07;-52.5;257408;40;19-nov-03;13:38:00;31.97;6.77293999104344;5.8;2.41;0.46;1.04;0.34
18HU03075_304;SEGB-05;46.07;-52.5;257409;30;19-nov-03;13:38:00;31.89;6.84693909538737;5.97;1.71;0.47;2.38;0.41
18HU03075_304;SEGB-05;46.07;-52.5;257410;20;19-nov-03;13:38:00;31.76;6.9519368562472;5.72;2.51;0.49;2.19;0.85
18HU03075_304;SEGB-05;46.07;-52.5;257411;9;19-nov-03;13:38:00;31.76;6.9609381997313;5.72;1.94;0.45;0.72;0.89
18HU03075_304;SEGB-05;46.07;-52.5;257412;6;19-nov-03;13:38:00;31.76;6.95793775190327;5.72;1.81;0.4;0.74;0.84
18HU03075_315;SEGB-06;45.7883;-52.2667;257413;79;19-nov-03;16:02:00;33.15;6.15994402149575;-0.15;NaN;NaN;NaN;NaN
18HU03075_326;SEGB-07;45.4583;-52;257414;77;19-nov-03;18:14:00;32.83;6.23594491715181;0.72;10.35;1.06;5.12;0.12
18HU03075_326;SEGB-07;45.4583;-52;257415;50;19-nov-03;18:14:00;32.8;6.19994402149575;1.32;6.9;0.64;2.57;0.18
18HU03075_326;SEGB-07;45.4583;-52;257416;40;19-nov-03;18:14:00;31.96;6.68193909538737;6.98;2;0.38;0.67;0.84
18HU03075_326;SEGB-07;45.4583;-52;257417;30;19-nov-03;18:14:00;32.05;6.51594267801164;7.87;1.75;0.36;0.58;0.7
18HU03075_326;SEGB-07;45.4583;-52;257418;20;19-nov-03;18:14:00;32.03;6.52094267801164;7.85;1.99;0.4;0.68;0.69
18HU03075_326;SEGB-07;45.4583;-52;257419;10;19-nov-03;18:14:00;32.06;6.47894088669951;8.17;1.79;0.34;0.75;0.79
18HU03075_326;SEGB-07;45.4583;-52;257420;5;19-nov-03;18:14:00;32.07;6.48594267801164;8.17;1.8;0.39;0.58;0.61
18HU03075_339;SEGB-08;45.095;-51.7;257421;68;19-nov-03;21:03:00;32.77;6.33494178235558;1.89;NaN;NaN;NaN;NaN
18HU03075_407;TB-07;48;-53.3917;257944;569;04-dec-03;18:27:00;34.08;4.36696148678907;1.36;43;2.15;19.12;NaN
18HU03075_407;TB-07;48;-53.3917;257945;151;04-dec-03;18:27:00;32.74;7.1829355127631;-0.94;6.65;0.66;8.22;NaN
18HU03075_407;TB-07;48;-53.3917;257946;100;04-dec-03;18:27:00;32.52;7.233934169279;0;6.49;1.69;6;0.03
18HU03075_407;TB-07;48;-53.3917;257947;74;04-dec-03;18:27:00;32.32;7.31493506493507;0.97;5.01;0.84;4.24;0.02
18HU03075_407;TB-07;48;-53.3917;257948;50;04-dec-03;18:27:00;32.02;7.08493730407524;3.28;3.67;0.6;2.55;0.01
18HU03075_407;TB-07;48;-53.3917;257949;39;04-dec-03;18:27:00;31.85;6.97893864755934;4.12;3.52;0.63;2.87;0.03
18HU03075_407;TB-07;48;-53.3917;257950;30;04-dec-03;18:27:00;31.55;6.93793775190327;4.77;2.51;0.45;1.32;0.22
18HU03075_407;TB-07;48;-53.3917;257951;20;04-dec-03;18:27:00;31.53;6.9419368562472;4.77;3.01;0.51;1.33;0.27
18HU03075_407;TB-07;48;-53.3917;257952;11;04-dec-03;18:27:00;31.53;6.94793775190327;4.77;3.15;0.52;1.81;0.24
18HU03075_407;TB-07;48;-53.3917;257953;5;04-dec-03;18:27:00;31.53;6.94493730407524;4.76;3.3;0.52;2.38;0.24
18HU03075_408;TB-10;47.7567;-53.6117;257954;284;04-dec-03;23:23:00;33.81;5.62994849977609;0.85;19.1;1.25;14.23;NaN
18HU03075_408;TB-10;47.7567;-53.6117;257955;150;04-dec-03;23:23:00;32.87;7.0279355127631;-0.96;8.53;0.97;9.06;NaN
18HU03075_408;TB-10;47.7567;-53.6117;257956;101;04-dec-03;23:23:00;32.64;7.30693461710703;-0.77;5.68;0.79;6.23;0.05
18HU03075_408;TB-10;47.7567;-53.6117;257957;75;04-dec-03;23:23:00;32.42;7.36293327362293;0.32;5.02;0.74;4.76;0
18HU03075_408;TB-10;47.7567;-53.6117;257958;49;04-dec-03;23:23:00;31.5;6.9369368562472;4.91;3.02;0.5;1.64;0.28
18HU03075_408;TB-10;47.7567;-53.6117;257959;41;04-dec-03;23:23:00;31.47;6.93993730407523;4.98;2.9;0.48;1.58;0.3
18HU03075_408;TB-10;47.7567;-53.6117;257960;30;04-dec-03;23:23:00;31.47;6.9359381997313;4.98;2.74;0.45;1.16;0.31
18HU03075_408;TB-10;47.7567;-53.6117;257961;21;04-dec-03;23:23:00;31.47;6.93893864755934;4.98;3.13;0.53;1.44;0.35
18HU03075_408;TB-10;47.7567;-53.6117;257962;11;04-dec-03;23:23:00;31.47;6.94393640841917;4.98;2.8;0.46;1.45;0.35
18HU03075_408;TB-10;47.7567;-53.6117;257963;5;04-dec-03;23:23:00;31.47;6.9409381997313;4.97;2.64;0.42;1.07;0.36
