CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;Si_01;NO2_01;NOx_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU14037_1395;401;47.9335;-65.2505;414943;61.27;28-oct-14;03:53:00;31.4;2.06;240.40478;5.321;25.07;0.165;12.43;1.35667;0.28;0.064
18HU14037_1395;401;47.9335;-65.2505;414944;50.76;28-oct-14;03:53:00;30.92;3.87;281.31334;6.163;14.435;0.18;9.04333;1.09667;0.175;NaN
18HU14037_1395;401;47.9335;-65.2505;414945;25.88;28-oct-14;03:53:00;29.96;6.08;299.93656;NaN;6.05;0.175;4.235;0.715;0.16;NaN
18HU14037_1395;401;47.9335;-65.2505;414946;15.87;28-oct-14;03:53:00;29.54;7;302.61616;NaN;4.875;0.14;3.255;0.64;0.355;0.141
18HU14037_1395;401;47.9335;-65.2505;414947;5.26;28-oct-14;03:53:00;29.38;7.3;304.75984;6.8215;3.35;0.1;2.275;0.52;0.56;0.269
18HU14037_1395;401;47.9335;-65.2505;414948;2.08;28-oct-14;03:53:00;29.37;7.3;304.5812;NaN;3.32;0.105;2.28;0.525;0.515;0.274
18HU14037_1396;411;47.8345;-64.2505;414949;36.49;28-oct-14;09:20:00;30.7;4.81;287.74438;6.443;8.63;0.225;6.32;0.92;0.265;0.023
18HU14037_1396;411;47.8345;-64.2505;414950;25.58;28-oct-14;09:20:00;30.54;7.94;302.92878;NaN;1.965;0.055;0.935;0.45;0.385;0.23
18HU14037_1396;411;47.8345;-64.2505;414951;15.37;28-oct-14;09:20:00;29.4;8.37;302.43752;NaN;1.755;0.09;1.455;0.43;1.245;0.889
18HU14037_1396;411;47.8345;-64.2505;414952;5.65;28-oct-14;09:20:00;29.37;8.44;298.19482;6.7295;1.835;0.095;1.505;0.455;1.14;0.714
18HU14037_1396;411;47.8345;-64.2505;414953;2.58;28-oct-14;09:20:00;29.37;8.46;298.01618;NaN;1.825;0.09;1.46;0.45;1.155;0.733
18HU14037_1397;421;47.779;-64.02967;414954;76.04;28-oct-14;11:02:00;32.15;0.67;268.4066;5.954;23.17;0.07;13.07;1.37;0.19;0.111
18HU14037_1397;421;47.779;-64.02967;414955;49.28;28-oct-14;11:02:00;30.73;5.23;295.38124;6.615;6.19;0.16;5.01;0.81333;1.055;NaN
18HU14037_1397;421;47.779;-64.02967;414956;26.38;28-oct-14;11:02:00;29.47;7.78;304.98314;NaN;1.265;0.09;1.575;0.445;1.055;0.504
18HU14037_1397;421;47.779;-64.02967;414957;14.87;28-oct-14;11:02:00;29.47;7.78;305.6977;NaN;1.27;0.09;1.57;0.44;0.995;0.518
18HU14037_1397;421;47.779;-64.02967;414958;4.96;28-oct-14;11:02:00;29.47;7.78;305.38508;6.8495;1.26;0.09;1.565;0.435;1.07;0.524
18HU14037_1397;421;47.779;-64.02967;414960;2.08;28-oct-14;11:02:00;29.47;7.78;304.98314;NaN;1.255;0.09;1.575;0.44;1.05;0.589
18HU14037_1398;431;47.66783;-63.75167;414962;58.8;28-oct-14;12:45:00;31.95;1.08;275.90948;6.1315;20.11;0.11;12.34667;1.30333;0.46;0.042
18HU14037_1398;431;47.66783;-63.75167;414963;50.37;28-oct-14;12:45:00;31.94;1.19;287.02982;NaN;16.34;0.105;11.42333;1.23667;0.235;NaN
18HU14037_1398;431;47.66783;-63.75167;414964;25.09;28-oct-14;12:45:00;30.35;6.47;302.1249;NaN;2.315;0.09;2.005;0.535;0.47;0.218
18HU14037_1398;431;47.66783;-63.75167;414965;14.97;28-oct-14;12:45:00;29.83;8.44;300.3385;NaN;1.885;0.03;0.59;0.37;1.645;1.13
18HU14037_1398;431;47.66783;-63.75167;414966;5.55;28-oct-14;12:45:00;29.83;8.44;299.98122;6.732;1.89;0.04;0.585;0.36;1.695;1.177
18HU14037_1398;431;47.66783;-63.75167;414967;3.17;28-oct-14;12:45:00;29.83;8.44;299.84724;NaN;1.855;0.04;0.595;0.355;1.74;1.139
18HU14037_1399;441;47.50033;-63.25033;414968;74.66;28-oct-14;15:08:00;32.21;0.1;269.0765;5.986;23.55;0.035;14.29333;1.44333;0.185;NaN
18HU14037_1399;441;47.50033;-63.25033;414969;50.07;28-oct-14;15:08:00;31.98;0.39;296.58706;6.9125;13.66;0.025;11.33667;1.19333;0.085;NaN
18HU14037_1399;441;47.50033;-63.25033;414970;24.39;28-oct-14;15:08:00;30.9;5.13;291.36184;NaN;5.775;0.16;4.71;0.79667;0.35;0.163
18HU14037_1399;441;47.50033;-63.25033;414971;15.67;28-oct-14;15:08:00;29.72;9.17;293.6395;NaN;2.19;0.05;0.795;0.365;1.785;1.345
18HU14037_1399;441;47.50033;-63.25033;414972;6.15;28-oct-14;15:08:00;29.72;9.19;293.4162;6.6095;2.115;0.045;0.76;0.34;1.9;1.284
18HU14037_1399;441;47.50033;-63.25033;414973;3.37;28-oct-14;15:08:00;29.72;9.19;293.32688;NaN;2.13;0.045;0.755;0.345;1.945;1.302
18HU14037_1400;451;47.33383;-62.75017;414974;47.69;28-oct-14;17:47:00;31.8;0.8;285.51138;6.3675;17.385;0.08;12.64667;1.33;0.24;0.003
