CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;OXYM_01;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18HU94030_025;CAST#1;39.66333;-50.29883;150791;658.41;17-oct-94;01:32:00;664.536;35.0454;7.223;4.22;14.17296;1.44103;23.92701
18HU94030_025;CAST#1;39.66333;-50.29883;150792;436.28;17-oct-94;01:32:00;440.098;35.3645;10.941;3.746;10.24201;1.21447;20.37206
18HU94030_025;CAST#1;39.66333;-50.29883;150793;306.08;17-oct-94;01:32:00;308.662;35.6885;13.518;4.436;5.3875;0.77953;13.31499
18HU94030_025;CAST#1;39.66333;-50.29883;150794;197.41;17-oct-94;01:32:00;199.022;35.8352;15.2845;NaN;3.55004;0.52203;9.53553
18HU94030_025;CAST#1;39.66333;-50.29883;150795;104;17-oct-94;01:32:00;104.827;36.0373;19.6145;4.63501007613077;1.78145;0.22199;2.54054
18HU94030_025;CAST#1;39.66333;-50.29883;150796;11.1;17-oct-94;01:32:00;11.188;35.4996;21.6717;5.17701007613077;0.89396;0.08652;0
18HU94030_036;CAST#1;39.17067;-50.29233;150797;5389.25;17-oct-94;07:59:00;5500.067;34.8866;2.272;6.054;38.83202;1.38546;21.68506
18HU94030_036;CAST#1;39.17067;-50.29233;150798;5279.66;17-oct-94;07:59:00;5386.873;34.8897;2.278;5.923;21.15801;1.23948;20.55705
18HU94030_036;CAST#1;39.17067;-50.29233;150799;5085.42;17-oct-94;07:59:00;5186.384;34.8935;2.271;6.187;36.14356;1.34853;21.45753
18HU94030_036;CAST#1;39.17067;-50.29233;150800;4710.47;17-oct-94;07:59:00;4799.852;34.8981;2.2654;6.24866995073892;33.3075;1.32248;20.63104
18HU94030_036;CAST#1;39.17067;-50.29233;150801;4318.87;17-oct-94;07:59:00;4396.848;34.9034;2.2763;6.302;30.70154;1.30145;20.43302
18HU94030_036;CAST#1;39.17067;-50.29233;150802;3938.19;17-oct-94;07:59:00;4005.755;34.912;2.3403;6.152;26.38904;1.25304;19.528
18HU94030_036;CAST#1;39.17067;-50.29233;150803;3642.23;17-oct-94;07:59:00;3702.163;34.9227;2.4539;6.374;23.90603;1.22453;19.28706
18HU94030_036;CAST#1;39.17067;-50.29233;150804;3252;17-oct-94;07:59:00;3302.493;34.9388;2.7229;6.373;20.22356;1.21654;18.91796
18HU94030_036;CAST#1;39.17067;-50.29233;150805;2833.18;17-oct-94;07:59:00;2874.328;34.9537;3.0277;6.34;18.13549;1.21348;19.212
18HU94030_036;CAST#1;39.17067;-50.29233;150806;2460.08;17-oct-94;07:59:00;2493.613;34.9669;3.3214;6.317;16.00898;1.19554;18.95797
18HU94030_036;CAST#1;39.17067;-50.29233;150807;2160.09;17-oct-94;07:59:00;2187.97;34.9702;3.5336;6.334;14.30851;1.26099;18.81151
18HU94030_036;CAST#1;39.17067;-50.29233;150808;1879.12;17-oct-94;07:59:00;1902.1;34.9463;3.57;6.461;12.67005;1.16505;18.30497
18HU94030_036;CAST#1;39.17067;-50.29233;150809;1572.79;17-oct-94;07:59:00;1590.857;34.9567;3.7981;6.395;12.33148;1.16249;18.45747
18HU94030_036;CAST#1;39.17067;-50.29233;150810;1256.93;17-oct-94;07:59:00;1270.409;34.992;4.2399;6.114;11.91096;1.18899;19.07149
18HU94030_036;CAST#1;39.17067;-50.29233;150811;997.56;17-oct-94;07:59:00;1007.625;35.0422;4.8686;5.773;12.06705;1.21951;19.51401
18HU94030_036;CAST#1;39.17067;-50.29233;150812;741.18;17-oct-94;07:59:00;748.191;35.1609;6.3329;4.97;12.54403;1.3095;21.12149
18HU94030_036;CAST#1;39.17067;-50.29233;150813;457.78;17-oct-94;07:59:00;461.796;35.103;8.9929;3.956;11.71249;1.35398;21.84106
18HU94030_036;CAST#1;39.17067;-50.29233;150814;256.32;17-oct-94;07:59:00;258.445;35.7248;13.5506;4.342;5.62755;0.801;13.52148
18HU94030_036;CAST#1;39.17067;-50.29233;150815;152.35;17-oct-94;07:59:00;153.57;36.0975;15.8419;4.389;3.80704;0.55654;9.24846
18HU94030_036;CAST#1;39.17067;-50.29233;150816;13.08;17-oct-94;07:59:00;13.179;35.3444;21.724;5.12701007613077;0.88;0.12048;0
18HU94030_047;CAST#1;38.66733;-50.289;150817;5400.11;17-oct-94;15:05:00;5511.03;34.888;2.2827;6.139;37.32554;1.41501;21.44657
18HU94030_047;CAST#1;38.66733;-50.289;150818;5294.07;17-oct-94;15:05:00;5401.507;34.889;2.2771;5.952;18.34502;1.21403;19.18347
18HU94030_047;CAST#1;38.66733;-50.289;150819;5081.89;17-oct-94;15:05:00;5182.502;34.8912;2.2659;6.216;33.97098;1.37705;20.923
18HU94030_047;CAST#1;38.66733;-50.289;150820;4765.25;17-oct-94;15:05:00;4856.066;34.8958;2.2653;6.274;35.04356;1.37398;20.41505
18HU94030_047;CAST#1;38.66733;-50.289;150821;4362.13;17-oct-94;15:05:00;4441.126;34.9022;2.2758;6.299;34.64948;1.31048;19.85152
18HU94030_047;CAST#1;38.66733;-50.289;150822;3892.9;17-oct-94;15:05:00;3959.085;34.9137;2.3558;6.386;29.67854;1.283;19.76101
18HU94030_047;CAST#1;38.66733;-50.289;150823;3524.07;17-oct-94;15:05:00;3580.899;34.9273;2.5282;6.424;24.86504;1.23449;19.10452
18HU94030_047;CAST#1;38.66733;-50.289;150824;3145.87;17-oct-94;15:05:00;3193.768;34.9446;2.8007;6.361;20.46197;1.21152;18.53096
18HU94030_047;CAST#1;38.66733;-50.289;150825;2764.14;17-oct-94;15:05:00;2803.707;34.9574;3.0648;6.341;18.67847;1.22148;18.581
18HU94030_047;CAST#1;38.66733;-50.289;150826;2486.57;17-oct-94;15:05:00;2520.503;34.967;3.3;6.33866995073892;16.56105;1.23555;18.89354
18HU94030_047;CAST#1;38.66733;-50.289;150827;2170.14;17-oct-94;15:05:00;2198.102;34.9593;3.4702;6.35;14.39201;1.20045;18.80356
18HU94030_047;CAST#1;38.66733;-50.289;150828;1881.13;17-oct-94;15:05:00;1904.063;34.9524;3.6011;6.422;12.92546;1.19101;18.64105
18HU94030_047;CAST#1;38.66733;-50.289;150829;1580.98;17-oct-94;15:05:00;1599.098;34.9577;3.8062;6.357;12.16652;1.19101;18.60553
18HU94030_047;CAST#1;38.66733;-50.289;150830;1292.71;17-oct-94;15:05:00;1306.62;34.9861;4.1661;6.216;12.0055;1.20448;18.93998
18HU94030_047;CAST#1;38.66733;-50.289;150831;1013.06;17-oct-94;15:05:00;1023.269;35.0346;4.7582;5.821;12.23751;1.25449;19.43048
18HU94030_047;CAST#1;38.66733;-50.289;150832;816.26;17-oct-94;15:05:00;824.096;35.0896;5.6413;5.286;12.482;1.2885;20.26299
18HU94030_047;CAST#1;38.66733;-50.289;150833;591.92;17-oct-94;15:05:00;597.282;35.088;7.3599;4.116;13.81502;1.46898;23.48853
18HU94030_047;CAST#1;38.66733;-50.289;150834;394.35;17-oct-94;15:05:00;397.734;35.3196;10.4468;3.81;10.93354;1.27651;20.66652
18HU94030_047;CAST#1;38.66733;-50.289;150835;193.44;17-oct-94;15:05:00;194.998;35.9543;14.9065;4.536;4.37902;0.63399;10.27705
18HU94030_047;CAST#1;38.66733;-50.289;150836;11.02;17-oct-94;15:05:00;11.104;34.1411;20.022;5.39601007613077;1.18003;0.15749;0
18HU94030_058;CAST#2;38.13417;-50.21;150837;4059.09;18-oct-94;01:33:00;4129.492;34.8974;2.3604;6.327;27.76407;1.29252;18.79406
18HU94030_058;CAST#2;38.13417;-50.21;150838;3735.95;18-oct-94;01:33:00;3797.89;34.9075;2.4793;6.30233004926108;NaN;NaN;NaN
18HU94030_058;CAST#2;38.13417;-50.21;150839;3458.92;18-oct-94;01:33:00;3513.992;34.9194;2.6663;6.339;22.252;1.19898;18.61104
18HU94030_058;CAST#2;38.13417;-50.21;150840;3156.96;18-oct-94;01:33:00;3204.953;34.9345;2.9153;6.388;20.45248;1.19397;18.87451
18HU94030_058;CAST#2;38.13417;-50.21;150841;2867.17;18-oct-94;01:33:00;2908.78;34.9462;3.1562;6.283;18.24906;1.16402;18.68703
18HU94030_058;CAST#2;38.13417;-50.21;150842;2561.11;18-oct-94;01:33:00;2596.4;34.9574;3.3961;6.458;16.28598;1.16803;18.49103
18HU94030_058;CAST#2;38.13417;-50.21;150843;2362.29;18-oct-94;01:33:00;2393.712;34.9558;3.5359;6.3;14.38848;1.14197;18.07796
18HU94030_058;CAST#2;38.13417;-50.21;150844;2172.28;18-oct-94;01:33:00;2200.177;34.9393;3.5704;6.285;12.89999;1.12801;18.33699
18HU94030_058;CAST#2;38.13417;-50.21;150845;1981.84;18-oct-94;01:33:00;2006.381;34.9335;3.6498;6.397;12.22406;1.11805;18.3365
18HU94030_058;CAST#2;38.13417;-50.21;150846;1786.37;18-oct-94;01:33:00;1807.646;34.9459;3.8383;6.319;11.77502;1.20855;18.19499
18HU94030_058;CAST#2;38.13417;-50.21;150847;1579.1;18-oct-94;01:33:00;1597.112;34.9671;4.1115;6.282;11.65199;1.14701;18.59899
