CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;NO2_01;PO4_01;NOx_01;Si_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU07049_940;571;47.82783;-64.25;292724;32.52;05-nov-07;00:53:00;30.6;6.35;291.89776;6.735;0.155;0.535;2.715;3.455;0.86;1.189
18HU07049_940;571;47.82783;-64.25;292725;25.38;05-nov-07;00:53:00;30.19;7.28;301.81228;6.777;0.135;0.445;1.595;2.645;1.08;1.612
18HU07049_940;571;47.82783;-64.25;292726;15.47;05-nov-07;00:53:00;30.13;7.38;303.0181;6.777;0.135;0.435;1.51;2.595;1.095;1.624
18HU07049_940;571;47.82783;-64.25;292727;5.26;05-nov-07;00:53:00;30.12;7.38;303.06276;6.7575;0.14;0.44;1.475;2.62;1.045;1.665
18HU07049_940;571;47.82783;-64.25;292728;3.77;05-nov-07;00:53:00;30.12;7.38;302.92878;6.753;0.135;0.44;1.48;2.615;1.03;1.631
18HU07049_941;581;47.741;-63.99983;292729;72.97;05-nov-07;02:39:00;32.2;1.43;222.8534;5.2325;0.18;1.6;14.5;27.27;0.26;0.46
18HU07049_941;581;47.741;-63.99983;292730;50.17;05-nov-07;02:39:00;31.4;4.73;283.8143;6.526;0.28;0.745;4.97;4.485;0.215;0.492
18HU07049_941;581;47.741;-63.99983;292731;25.88;05-nov-07;02:39:00;30.28;6.95;305.16178;6.842;0.15;0.47;1.905;2.46;0.82;1.603
18HU07049_941;581;47.741;-63.99983;292732;14.87;05-nov-07;02:39:00;30.25;6.99;305.83168;6.811;0.15;0.455;1.835;2.43;0.76;1.595
18HU07049_941;581;47.741;-63.99983;292733;6.05;05-nov-07;02:39:00;30.25;6.99;305.51906;6.818;0.15;0.45;1.8;2.445;0.85;1.6
18HU07049_941;581;47.741;-63.99983;292734;2.88;05-nov-07;02:39:00;30.25;6.99;305.51906;6.8135;0.15;0.45;1.8;2.6;0.82;1.62
18HU07049_942;591;47.66083;-63.75067;292735;55.23;05-nov-07;04:19:00;32.05;1.55;241.34264;5.2245;0.14;1.45;14.205;23.48;0.22;0.472
18HU07049_942;591;47.66083;-63.75067;292736;51.06;05-nov-07;04:19:00;32;1.75;253.80278;5.373;0.125;1.385;13.365;20.955;0.165;0.46
18HU07049_942;591;47.66083;-63.75067;292737;25.19;05-nov-07;04:19:00;30.47;6.81;307.4841;6.841;0.115;0.46;1.905;2.28;0.995;1.813
18HU07049_942;591;47.66083;-63.75067;292738;16.16;05-nov-07;04:19:00;30.47;6.79;307.52876;6.849;0.115;0.455;1.92;2.22;1.105;1.793
18HU07049_942;591;47.66083;-63.75067;292739;6.05;05-nov-07;04:19:00;30.47;6.8;307.21614;6.864;0.115;0.45;1.905;2.46;1.045;1.758
18HU07049_942;591;47.66083;-63.75067;292740;2.18;05-nov-07;04:19:00;30.47;6.79;307.35012;6.838;0.115;0.445;1.87;2.23;0.99;1.771
18HU07049_943;601;47.50033;-63.24917;292741;69.7;05-nov-07;06:55:00;32.14;0.68;217.85148;4.816;0.07;1.64;17.06;30.25;0.11;0.455
18HU07049_943;601;47.50033;-63.24917;292742;49.87;05-nov-07;06:55:00;31.34;3.33;261.57362;5.889;0.12;1.115;8.37;13.495;0.145;0.546
18HU07049_943;601;47.50033;-63.24917;292743;25.78;05-nov-07;06:55:00;30.38;7.99;295.69386;6.626;0.095;0.43;1.355;2.58;1.05;1.913
18HU07049_943;601;47.50033;-63.24917;292744;15.07;05-nov-07;06:55:00;30.38;7.98;295.55988;6.642;0.1;0.425;1.365;2.38;0.945;1.909
18HU07049_943;601;47.50033;-63.24917;292745;5.55;05-nov-07;06:55:00;30.38;7.98;295.33658;6.613;0.1;0.44;1.39;2.035;0.945;1.905
18HU07049_943;601;47.50033;-63.24917;292746;1.98;05-nov-07;06:55:00;30.38;8.01;295.6492;6.609;0.11;0.44;1.385;2.575;0.935;1.905
18HU07049_944;611;47.3295;-62.74983;292747;43.73;05-nov-07;09:24:00;31.01;5.91;295.91716;6.614;0.15;0.605;3.52;5.275;0.705;1.256
18HU07049_944;611;47.3295;-62.74983;292748;24.99;05-nov-07;09:24:00;30.87;6.7;300.69578;6.709;0.145;0.52;2.70667;3.125;1.1;1.678
18HU07049_944;611;47.3295;-62.74983;292749;14.78;05-nov-07;09:24:00;30.84;6.79;301.41034;6.721;0.1;0.735;2.46;3.615;1.165;1.752
