CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;Si_01;NO2_01;NOx_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU15041_1484;191;47.666;-59.86433;417364;516.29;22-oct-15;15:18:00;34.92;5.59;171.44974;7.922;3.837;29.96;0.015;22.395;1.765;NaN;0.023
18HU15041_1484;191;47.666;-59.86433;417365;399.93;22-oct-15;15:18:00;34.9;5.73;159.83814;7.913;NaN;28.915;0.015;23.185;1.75;NaN;0.021
18HU15041_1484;191;47.666;-59.86433;417366;299.85;22-oct-15;15:18:00;34.8;6.53;144.78772;7.91;NaN;23.955;0.015;23.475;1.705;NaN;0.02
18HU15041_1484;191;47.666;-59.86433;417367;200.21;22-oct-15;15:18:00;34.19;5.69;177.92544;7.927;NaN;18.46;0.015;18.73;1.465;NaN;0.023
18HU15041_1484;191;47.666;-59.86433;417368;100.63;22-oct-15;15:18:00;32.58;1.58;302.3482;8.018;NaN;5.725;0.02;7.815;0.92;0.03;0.025
18HU15041_1484;191;47.666;-59.86433;417369;50.07;22-oct-15;15:18:00;32.15;3.19;314.36174;8.06;7.045;3.155;0.13;4.405;0.705;0.165;0.043
18HU15041_1484;191;47.666;-59.86433;417370;25.29;22-oct-15;15:18:00;30.95;8.23;301.6783;8.182;NaN;1.26;0.03;0.235;0.315;1.59;0.141
18HU15041_1484;191;47.666;-59.86433;417371;14.58;22-oct-15;15:18:00;30.94;8.25;303.4647;8.187;NaN;1.29;0.02;0.195;0.31;1.775;0.167
18HU15041_1484;191;47.666;-59.86433;417372;5.06;22-oct-15;15:18:00;30.94;8.25;303.64334;8.188;6.8075;1.245;0.025;0.19;0.305;1.865;0.172
18HU15041_1484;191;47.666;-59.86433;417373;1.88;22-oct-15;15:18:00;30.94;8.25;304.08994;8.189;NaN;1.245;0.025;0.2;0.305;1.8;0.152
18HU15041_1485;201;47.99933;-60.52033;417374;448.41;22-oct-15;22:00:00;34.91;5.61;163.72356;7.922;3.665;31.445;0.015;22.69;1.78;NaN;0.024
18HU15041_1485;201;47.99933;-60.52033;417375;400.02;22-oct-15;22:00:00;34.89;5.63;151.12944;7.899;NaN;33.67;0.01;23.235;1.84;NaN;0.023
18HU15041_1485;201;47.99933;-60.52033;417376;303.01;22-oct-15;22:00:00;34.8;6.19;138.446;7.896;NaN;27.01;0.01;23.85;1.76;NaN;0.023
18HU15041_1485;201;47.99933;-60.52033;417377;199.51;22-oct-15;22:00:00;34.43;6.42;168.41286;7.942;NaN;18.8;0.015;19.66;1.49;NaN;0.024
18HU15041_1485;201;47.99933;-60.52033;417378;99.83;22-oct-15;22:00:00;32.77;1.9;283.45702;8.002;NaN;8.63;0.02;10.46;1.05;0.03;0.025
18HU15041_1485;201;47.99933;-60.52033;417379;50.86;22-oct-15;22:00:00;31.96;0.68;299.17734;7.949;6.6645;9.7;0.09;8.515;1.14;0.13;0.039
18HU15041_1485;201;47.99933;-60.52033;417380;27.37;22-oct-15;22:00:00;30.87;8.65;297.2123;8.181;NaN;1.305;0.025;0.22;0.315;0.86;0.086
18HU15041_1485;201;47.99933;-60.52033;417381;15.96;22-oct-15;22:00:00;30.8;8.63;300.65112;8.186;NaN;1.29;0.025;0.17;0.32;1.565;0.133
18HU15041_1485;201;47.99933;-60.52033;417382;5.35;22-oct-15;22:00:00;30.8;8.63;300.7851;8.185;6.756;1.28;0.025;0.15;0.315;1.56;0.149
18HU15041_1485;201;47.99933;-60.52033;417383;2.48;22-oct-15;22:00:00;30.8;8.62;300.91908;8.185;NaN;1.285;0.02;0.15;0.315;1.635;0.154
