CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;CTD
18HU13037_015;STAB_05;46.4172;-58.8763;399096;366;28-sep-13;14:16:00;34.8629;5.7298;3.1715;NaN;27.025;1.6905;19.69;34.851;0.055;3.38;150.9508
18HU13037_015;STAB_05;46.4172;-58.8763;399097;289;28-sep-13;14:18:00;34.69;5.817;3.3183;NaN;22.12;1.6325;21.315;NaN;0;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399098;200;28-sep-13;14:20:00;34.4495;6.1329;3.8532;NaN;14.11;1.309;15.25;NaN;0.04;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399099;149;28-sep-13;14:21:00;33.6316;3.9815;4.629;NaN;14.47;1.292;14.105;NaN;0.04;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399100;99;28-sep-13;14:23:00;32.8028;1.7517;6.3548;0.0195;7.865;1.0025;8.91;NaN;0.05;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399101;80;28-sep-13;14:23:00;32.5307;1.7803;6.8037;0.0408;3.585;0.7915;6.15;NaN;0.04;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399102;59;28-sep-13;14:24:00;32.3632;1.8112;6.8444;0.0567;3.555;0.786;6.07;NaN;0.04;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399103;49;28-sep-13;14:25:00;32.2251;1.5128;6.9574;0.0815;3.805;0.7995;6.24;NaN;0.055;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399104;40;28-sep-13;14:25:00;32.1634;2.0414;6.94;0.0975;2.74;0.7465;5.21;NaN;0.23;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399105;30;28-sep-13;14:26:00;31.859;3.0828;7.0337;0.2665;2.435;0.69;3.04;NaN;0.35;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399106;20;28-sep-13;14:26:00;31.1635;11.271;6.0495;0.7997;1.12;0.455;0.84;NaN;0.145;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399107;10;28-sep-13;14:27:00;30.8243;14.032;5.565;0.246;1.505;0.1705;0;NaN;0.04;NaN;NaN
18HU13037_015;STAB_05;46.4172;-58.8763;399108;2;28-sep-13;14:27:00;30.8352;14.0591;5.6332;0.2562;0.71;0.1805;0.22;30.829;0.04;5.9275;264.7222
18HU13037_019;CSL_01;46.9497;-60.2093;399109;76;28-sep-13;23:00:00;32.0445;1.474;6.0212;0.0939;8.07;0.8915;5.765;31.997;0.135;6.207;277.2046
18HU13037_019;CSL_01;46.9497;-60.2093;399110;60;28-sep-13;23:01:00;31.892;1.4948;5.9734;0.1418;10.66;1.068;7.085;NaN;0.16;NaN;NaN
18HU13037_019;CSL_01;46.9497;-60.2093;399111;50;28-sep-13;23:02:00;31.6;1.6917;6.0559;0.1981;12.925;1.1765;6.845;NaN;0.215;NaN;NaN
18HU13037_019;CSL_01;46.9497;-60.2093;399112;40;28-sep-13;23:03:00;31.2759;3.9405;5.8872;0.164;10.12;0.968;4.85;NaN;0.23;NaN;NaN
18HU13037_019;CSL_01;46.9497;-60.2093;399113;31;28-sep-13;23:04:00;30.2907;9.841;5.6183;0.1947;4.265;0.5875;1.78;NaN;0.17;NaN;NaN
18HU13037_019;CSL_01;46.9497;-60.2093;399114;20;28-sep-13;23:04:00;29.075;14.5197;5.5792;0.9959;1.93;0.2845;0.485;NaN;0.075;NaN;NaN
18HU13037_019;CSL_01;46.9497;-60.2093;399115;10;28-sep-13;23:05:00;29.0179;14.6122;5.5593;1.1317;1.665;0.2355;0.27;NaN;0.055;NaN;NaN
18HU13037_019;CSL_01;46.9497;-60.2093;399116;3;28-sep-13;23:06:00;28.9041;14.7585;5.5944;1.1317;1.655;0.239;0.615;28.965;0.055;5.925;264.6105
18HU13037_021;CSL_03;47.1018;-59.9895;399117;328;29-sep-13;01:17:00;34.7656;5.8386;2.9999;NaN;26.12;1.6705;22.48;34.702;0.05;3.216;143.6266
18HU13037_021;CSL_03;47.1018;-59.9895;399118;201;29-sep-13;01:20:00;34.2574;5.3395;3.6614;NaN;18.28;1.4125;17.255;NaN;0.04;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399119;150;29-sep-13;01:22:00;33.6773;3.878;4.5319;NaN;14.265;1.19;13.875;NaN;0.04;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399120;101;29-sep-13;01:24:00;32.7412;1.7568;6.3768;0.0266;7.745;0.9695;9.305;NaN;0.04;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399121;80;29-sep-13;01:25:00;32.4703;1.6701;6.7408;0.0408;4.325;0.8245;6.875;NaN;0.045;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399122;60;29-sep-13;01:26:00;32.3499;2.0161;6.8368;0.0638;3.185;0.751;5.61;NaN;0.045;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399123;51;29-sep-13;01:27:00;32.2299;2.8729;6.825;0.1808;2.18;0.654;4.415;NaN;0.095;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399124;41;29-sep-13;01:28:00;32.0085;2.8618;6.7914;0.2186;4.055;0.766;4.92;NaN;0.22;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399125;31;29-sep-13;01:29:00;31.4011;4.1697;6.2753;0.3416;6.135;0.8685;5;NaN;0.265;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399126;21;29-sep-13;01:30:00;30.9416;13.3075;5.6539;0.6338;1.475;0.299;0.57;NaN;0.07;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399127;11;29-sep-13;01:30:00;30.9823;13.4561;5.7148;0.3587;0.69;0.1835;0.51;NaN;0.04;NaN;NaN
18HU13037_021;CSL_03;47.1018;-59.9895;399128;2;29-sep-13;01:32:00;30.983;13.4936;5.7325;0.3621;0.755;0.1905;0.38;30.974;0.04;6.045;269.9697
18HU13037_023;CSL_02;47.0148;-60.108;399129;171;29-sep-13;03:20:00;33.7432;4.0519;4.2919;NaN;17.26;1.381;16.12;33.67;0.07;4.573;204.2302
18HU13037_023;CSL_02;47.0148;-60.108;399130;151;29-sep-13;03:20:00;33.5582;3.5998;4.6655;NaN;14.08;1.2435;14.34;NaN;0.055;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399131;101;29-sep-13;03:22:00;32.7568;1.9885;5.7872;0.0461;11.945;1.1315;11.72;NaN;0.05;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399132;80;29-sep-13;03:23:00;32.4515;1.6165;6.2135;0.0319;8.085;0.968;8.825;NaN;0.085;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399133;60;29-sep-13;03:25:00;31.7207;1.5943;5.9541;0.2003;12.305;1.1995;7.09;NaN;0.245;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399134;50;29-sep-13;03:25:00;31.7085;1.673;5.9367;0.1985;12.17;1.2195;6.89;NaN;0.25;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399135;40;29-sep-13;03:26:00;31.2219;4.6186;6.003;0.2255;7.205;0.941;3.84;NaN;0.28;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399136;31;29-sep-13;03:27:00;30.3398;13.1804;5.6731;0.3928;1.875;0.387;0.605;NaN;0.08;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399137;21;29-sep-13;03:27:00;29.9582;13.9324;5.6231;0.9355;1.15;0.208;0;NaN;0;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399138;10;29-sep-13;03:28:00;29.6218;14.1749;5.6987;0.9506;1.385;0.227;0;NaN;0;NaN;NaN
18HU13037_023;CSL_02;47.0148;-60.108;399139;2;29-sep-13;03:29:00;28.9589;14.73;5.6155;0.9355;1.735;0.2085;0.2;28.993;0.05;5.959;266.1289
18HU13037_027;CSL_04;47.2623;-59.7745;399140;460;29-sep-13;06:48:00;34.9174;5.4251;3.4942;NaN;29.795;1.658;21.245;34.904;0.045;3.758;167.8323
18HU13037_027;CSL_04;47.2623;-59.7745;399141;301;29-sep-13;06:51:00;34.7835;5.8518;3.2781;NaN;23.75;1.6225;22.855;NaN;0.04;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399142;199;29-sep-13;06:53:00;34.3454;5.4991;3.5548;NaN;19;1.49;19.84;NaN;0.04;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399143;150;29-sep-13;06:55:00;33.7712;4.1788;4.4165;NaN;8.085;1.0295;10.03;NaN;0.04;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399144;100;29-sep-13;06:56:00;33.0069;2.2731;6.0802;0.0319;5.995;0.926;8.13;NaN;0;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399145;80;29-sep-13;06:57:00;32.7476;1.7251;6.3612;0.0355;3.635;0.7955;5.715;NaN;0.055;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399146;60;29-sep-13;06:58:00;32.563;1.6967;6.7662;0.0532;9.695;1.0535;10.39;NaN;0.12;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399147;50;29-sep-13;06:59:00;32.5147;1.9578;6.8526;0.1064;9.69;1.044;10.505;NaN;0.13;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399148;40;29-sep-13;07:00:00;32.3948;2.3676;6.8645;0.2038;2.795;0.7295;3.94;NaN;0.21;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399149;30;29-sep-13;07:00:00;32.3188;3.4826;6.7749;0.3894;2.34;0.647;3.34;NaN;0.165;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399150;20;29-sep-13;07:01:00;32.1173;6.0343;6.8135;1.2826;1.34;0.448;0.855;NaN;0.15;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399151;10;29-sep-13;07:02:00;30.3233;13.3063;5.725;0.3963;1.245;0.2325;0;NaN;0;NaN;NaN
18HU13037_027;CSL_04;47.2623;-59.7745;399152;2;29-sep-13;07:03:00;30.3314;13.3215;5.7606;0.3826;1.19;0.2175;0;30.323;0;6.095;272.2027
18HU13037_030;CSL_05;47.4325;-59.5508;399153;468;29-sep-13;13:55:00;34.926;5.3912;3.5363;NaN;30.075;1.722;21.625;34.911;0;3.6765;164.1925
18HU13037_030;CSL_05;47.4325;-59.5508;399154;299;29-sep-13;13:58:00;34.7766;5.6899;3.6646;NaN;20.18;1.574;21.495;NaN;0;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399155;200;29-sep-13;14:01:00;34.4041;5.5792;3.4299;NaN;20.96;1.597;20.54;NaN;0;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399156;149;29-sep-13;14:01:00;33.9504;4.5874;3.9856;NaN;18.145;1.4795;17.96;NaN;0;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399157;99;29-sep-13;14:03:00;33.0696;2.4091;5.82;0.016;10.69;1.111;11.345;NaN;0.04;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399158;80;29-sep-13;14:03:00;32.7069;1.4707;6.5919;0.0248;5.635;0.9325;7.995;NaN;0.02;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399159;59;29-sep-13;14:04:00;32.5389;1.4744;6.7558;0.0691;4.71;0.8525;6.745;NaN;0.085;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399160;50;29-sep-13;14:05:00;32.4859;2.0499;6.9082;0.156;2.635;0.7555;4.55;NaN;0.18;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399161;40;29-sep-13;14:05:00;32.3958;2.7087;6.9195;0.2323;2.07;0.6795;3.82;NaN;0.205;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399162;29;29-sep-13;14:06:00;32.2763;3.944;7.0883;0.6488;1.155;0.5015;1.785;NaN;0.265;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399163;20;29-sep-13;14:06:00;31.781;8.5072;6.1623;1.2222;1.67;0.395;0.73;NaN;0.135;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399164;10;29-sep-13;14:07:00;30.6498;13.7169;5.6462;0.6488;1.06;0.2155;0.34;NaN;0.035;NaN;NaN
18HU13037_030;CSL_05;47.4325;-59.5508;399165;2;29-sep-13;14:07:00;30.5812;13.7061;5.7082;0.4509;1.05;0.223;0.35;30.545;0.04;5.456;243.665
18HU13037_032;CSL_06;47.578;-59.3387;399166;255;29-sep-13;15:49:00;34.5552;6.1389;3.8621;NaN;16.31;1.4215;19.025;34.538;0.04;4.069;181.7215
18HU13037_032;CSL_06;47.578;-59.3387;399167;200;29-sep-13;15:51:00;34.3349;6.1322;4.2738;NaN;14.42;1.2945;16.055;NaN;0;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399168;150;29-sep-13;15:52:00;33.3231;3.1725;5.5265;NaN;10.135;1.1095;11.5;NaN;0.04;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399169;100;29-sep-13;15:53:00;32.7117;1.3942;6.5803;0.0213;5.31;0.922;7.545;NaN;0.05;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399170;80;29-sep-13;15:54:00;32.5864;1.4116;6.9012;0.0496;3.77;0.82;5.81;NaN;0.175;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399171;59;29-sep-13;15:55:00;32.5097;2.1264;6.7534;0.062;3.335;0.778;5.23;NaN;0.065;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399172;50;29-sep-13;15:55:00;32.5066;2.1233;6.7664;0.0638;3.31;0.764;5.275;NaN;0.055;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399173;40;29-sep-13;15:56:00;32.4012;2.8886;6.7173;0.1294;2.85;0.716;4.66;NaN;0.07;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399174;28;29-sep-13;15:57:00;32.0824;5.888;6.4451;0.2015;1.885;0.554;2.72;NaN;0.21;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399175;20;29-sep-13;15:57:00;31.4871;11.2592;5.7742;0.4133;1.245;0.4015;1.49;NaN;0.165;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399176;11;29-sep-13;15:58:00;31.1489;14.0968;5.5873;0.7545;0.75;0.2365;0.485;NaN;0.055;NaN;NaN
18HU13037_032;CSL_06;47.578;-59.3387;399177;1;29-sep-13;15:58:00;31.0703;14.1827;5.6527;0.8752;0.675;0.193;0;31.066;0;5.858;261.6183
18HU13037_036;HL_01;44.4;-63.4503;398751;75;22-sep-13;03:33:00;32.1747;3.5127;5.7778;0.6975;6.41;0.8435;7.115;30.893;0.11;NaN;NaN
18HU13037_036;HL_01;44.4;-63.4503;398752;60;22-sep-13;03:35:00;32.1556;3.4475;5.6021;0.7997;6.25;0.831;7.155;NaN;0.14;NaN;NaN
18HU13037_036;HL_01;44.4;-63.4503;398753;50;22-sep-13;03:37:00;32.1135;3.4614;5.9937;0.7847;6.36;0.849;6.955;NaN;0.185;NaN;NaN
18HU13037_036;HL_01;44.4;-63.4503;398754;40;22-sep-13;03:38:00;32.1025;3.4734;5.6193;0.8752;6.32;0.8435;7.005;NaN;0.205;NaN;NaN
18HU13037_036;HL_01;44.4;-63.4503;398755;30;22-sep-13;03:39:00;31.6975;5.2478;5.2445;3.454;1.23;0.4975;0.735;NaN;0.085;NaN;NaN
18HU13037_036;HL_01;44.4;-63.4503;398756;20;22-sep-13;03:40:00;30.9052;9.4148;6.4748;0.8148;0.57;0.24;0;30.898;0;5.823;260.0552
18HU13037_036;HL_01;44.4;-63.4503;398758;2;22-sep-13;03:42:00;30.846;16.4142;4.7851;0.3758;0.55;0.1295;0;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399178;3557;02-oct-13;00:36:00;34.919;2.3745;5.8643;NaN;16.72;1.1075;16.22;34.902;0;6.384;285.1094
18HU13037_045;SPB_11;43.7278;-55.8207;399179;3574;02-oct-13;00:36:00;34.9191;2.3746;5.8484;NaN;16.67;1.089;16.18;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399180;3576;02-oct-13;00:36:00;34.9192;2.3747;5.8427;NaN;16.695;1.0925;16.24;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399181;3002;02-oct-13;00:46:00;34.9281;2.5573;5.8426;NaN;15.575;1.09;16.21;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399182;2499;02-oct-13;00:55:00;34.9467;3.0467;5.7243;NaN;15.66;1.1595;17.32;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399183;1999;02-oct-13;01:04:00;34.9598;3.5519;5.6984;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399184;1500;02-oct-13;01:12:00;34.9742;4.0204;5.6496;NaN;13.355;1.137;17.36;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399185;1002;02-oct-13;01:20:00;34.9842;4.501;5.5747;NaN;10.805;1.148;17.62;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399186;500;02-oct-13;01:28:00;35.0428;6.7872;4.1079;NaN;13.7;1.409;21.525;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399187;250;02-oct-13;01:33:00;35.5859;12.3627;3.556;NaN;8.105;1.0735;17.335;35.567;0;3.7965;169.5517
18HU13037_045;SPB_11;43.7278;-55.8207;399188;98;02-oct-13;01:36:00;35.7459;13.9949;4.2237;0.0213;3.77;0.6735;10.46;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399189;81;02-oct-13;01:37:00;35.6352;13.8633;4.1893;0.0603;3.66;0.6385;9.91;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399190;60;02-oct-13;01:38:00;35.4026;13.5566;4.2879;0.1453;3.465;0.588;8.355;NaN;0.045;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399191;51;02-oct-13;01:38:00;35.3968;13.8666;4.3539;0.2528;2.47;0.4465;5.27;NaN;0.075;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399192;41;02-oct-13;01:39:00;34.8268;14.1763;5.5231;0.6639;1.625;0.2;0.52;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399193;30;02-oct-13;01:40:00;34.2805;15.0908;6.1669;0.2869;1.215;0.1395;0.44;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399194;20;02-oct-13;01:41:00;33.6187;19.5695;5.1317;0.2015;1.715;0.092;0.59;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399195;11;02-oct-13;01:41:00;33.0071;20.0172;4.9307;0.1674;0.58;0.054;0.625;NaN;0;NaN;NaN
18HU13037_045;SPB_11;43.7278;-55.8207;399196;3;02-oct-13;01:42:00;32.9892;19.9933;4.9235;0.1606;0.56;0.0595;0.345;32.98;0;5.248;234.3757
18HU13037_050;SPB_10;44.2395;-55.84;399197;2945;02-oct-13;07:29:00;34.9311;2.6635;5.8368;NaN;15.865;1.1175;16.435;34.92;0;6.3245;282.4522
18HU13037_050;SPB_10;44.2395;-55.84;399198;2499;02-oct-13;07:37:00;34.9476;3.1068;5.7267;NaN;15.55;1.2855;17.565;NaN;0;NaN;NaN
18HU13037_050;SPB_10;44.2395;-55.84;399199;2001;02-oct-13;07:46:00;34.9594;3.554;5.6924;NaN;13.225;1.1725;18.075;NaN;0;NaN;NaN
18HU13037_050;SPB_10;44.2395;-55.84;399200;1501;02-oct-13;07:56:00;34.9723;3.9791;5.664;NaN;11.705;1.163;17.21;NaN;0;NaN;NaN
18HU13037_050;SPB_10;44.2395;-55.84;399201;1002;02-oct-13;08:06:00;34.9743;4.3547;5.6602;NaN;10.595;1.151;17.42;NaN;0;NaN;NaN
18HU13037_050;SPB_10;44.2395;-55.84;399202;501;02-oct-13;08:16:00;34.9607;4.9532;5.284;NaN;10.81;1.1975;17.47;NaN;0;NaN;NaN
18HU13037_050;SPB_10;44.2395;-55.84;399203;251;02-oct-13;08:22:00;35.0517;7.9697;3.507;NaN;13.24;1.4745;22.355;35.042;0;3.723;166.2692
18HU13037_050;SPB_10;44.2395;-55.84;399204;100;02-oct-13;08:26:00;34.4027;8.3029;5.2454;0.0443;5.525;0.819;10.13;NaN;0.02;NaN;NaN
18HU13037_050;SPB_10;44.2395;-55.84;399205;80;02-oct-13;08:27:00;33.4603;5.1655;5.9993;0.0532;4.935;0.785;8.15;NaN;0.05;NaN;NaN
