CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02;OXY_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(mmol/m**3)
18HU13037_004;STAB_01;45.9978;-59.5297;399062;51;28-sep-13;05:03:00;31.6961;3.3701;6.462;0.0815;5.825;0.9005;4.945;31.576;0;6.6965;299.0657
18HU13037_004;STAB_01;45.9978;-59.5297;399063;49;28-sep-13;05:04:00;31.6111;3.5737;6.4284;0.078;5.82;0.8985;5.045;NaN;0;NaN;NaN
18HU13037_004;STAB_01;45.9978;-59.5297;399064;41;28-sep-13;05:05:00;31.2362;5.1794;6.244;0.1258;5.05;0.856;3.55;NaN;0;NaN;NaN
18HU13037_004;STAB_01;45.9978;-59.5297;399065;31;28-sep-13;05:06:00;30.7186;10.2704;5.7078;0.2074;3;0.515;1.67;NaN;0;NaN;NaN
18HU13037_004;STAB_01;45.9978;-59.5297;399066;20;28-sep-13;05:07:00;30.1045;14.1183;5.529;0.513;1.24;0.253;0;NaN;0;NaN;NaN
18HU13037_004;STAB_01;45.9978;-59.5297;399067;11;28-sep-13;05:08:00;29.4686;14.5831;5.6174;0.6338;0.305;0.234;0;NaN;0;NaN;NaN
18HU13037_004;STAB_01;45.9978;-59.5297;399068;3;28-sep-13;05:09:00;29.4689;14.5902;5.5937;0.6338;1.21;0.192;0;29.46;0;5.926;264.6552
18HU13037_006;STAB_02;46.108;-59.3627;399069;60;28-sep-13;06:38:00;32.066;2.4119;6.6047;0.0762;4.485;0.7705;4.235;32.048;0;6.878;307.1715
18HU13037_006;STAB_02;46.108;-59.3627;399070;50;28-sep-13;06:39:00;32.0607;2.376;6.5761;0.0727;5.9;0.906;5.5;NaN;0;NaN;NaN
18HU13037_006;STAB_02;46.108;-59.3627;399071;41;28-sep-13;06:40:00;32.0557;2.585;6.6235;0.1099;5.18;0.8675;5.39;NaN;0;NaN;NaN
18HU13037_006;STAB_02;46.108;-59.3627;399072;30;28-sep-13;06:40:00;31.7876;4.6409;6.9599;0.2262;1.8;0.647;1.855;NaN;0;NaN;NaN
18HU13037_006;STAB_02;46.108;-59.3627;399073;21;28-sep-13;06:41:00;31.2505;6.4135;6.4278;0.386;2.11;0.5555;1.06;NaN;0;NaN;NaN
18HU13037_006;STAB_02;46.108;-59.3627;399074;10;28-sep-13;06:43:00;29.5687;14.4397;5.5465;0.4714;2.34;0.321;0;NaN;0;NaN;NaN
18HU13037_006;STAB_02;46.108;-59.3627;399075;3;28-sep-13;06:43:00;29.5218;14.5027;5.5648;0.7243;1.45;0.2145;0;29.515;0;5.918;264.2979
18HU13037_008;STAB_03;46.219;-59.2002;399076;80;28-sep-13;08:05:00;32.5778;1.7197;6.3779;0.023;8.635;0.984;8.62;32.562;0;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399077;80;28-sep-13;08:05:00;32.5768;1.7273;6.3479;0.0213;8.715;1.0115;8.765;NaN;0;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399078;61;28-sep-13;08:06:00;32.5338;1.6268;6.5162;0.0284;6.24;0.8995;7.15;NaN;0;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399079;50;28-sep-13;08:07:00;32.429;1.5803;6.6306;0.0372;6.13;0.9415;7.005;NaN;0.045;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399080;41;28-sep-13;08:08:00;32.1881;1.9029;6.5552;0.0532;5.58;0.921;6.035;NaN;0.05;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399081;30;28-sep-13;08:08:00;32.1401;4.356;6.4828;0.2287;2.405;0.6775;2.28;NaN;0.27;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399082;22;28-sep-13;08:09:00;31.6786;8.644;6.5991;0.513;1.2;0.5185;0;NaN;0.155;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399083;12;28-sep-13;08:10:00;29.803;14.4234;5.5121;0.6187;1.17;0.248;0;NaN;0.05;NaN;NaN
18HU13037_008;STAB_03;46.219;-59.2002;399084;2;28-sep-13;08:11:00;29.8197;14.4248;5.5822;0.6187;1.17;0.244;0;29.813;0.045;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399085;149;28-sep-13;12:31:00;33.3049;3.0212;5.1084;NaN;15.3;1.4075;12.99;33.238;0.085;4.959;221.4689
18HU13037_012;STAB_04;46.3002;-59.071;399086;149;28-sep-13;12:31:00;33.3162;3.0401;5.0625;NaN;15.28;1.302;13.07;NaN;0.085;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399087;100;28-sep-13;12:32:00;32.7437;1.8443;6.1757;0.016;8.7;1.0105;8.635;NaN;0.04;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399088;80;28-sep-13;12:33:00;32.5461;1.6998;6.4579;0.0301;7.545;0.96;7.42;NaN;0.04;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399089;59;28-sep-13;12:34:00;32.3135;1.6617;6.7521;0.0479;5.595;0.9305;6.76;NaN;0.045;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399090;50;28-sep-13;12:35:00;32.245;2.4848;6.7469;0.1117;3.415;0.8015;4.63;NaN;0.08;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399091;40;28-sep-13;12:35:00;32.1385;2.748;6.8565;0.1684;2.545;0.7415;3.625;NaN;0.21;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399092;30;28-sep-13;12:36:00;31.9204;2.5561;6.8902;0.1507;3.165;0.764;3.1;NaN;0.25;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399093;20;28-sep-13;12:36:00;30.5062;12.4604;5.693;0.7997;1.025;0.3405;0;NaN;0.07;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399094;10;28-sep-13;12:37:00;30.1075;14.3121;5.5805;0.4829;0.875;0.225;0;NaN;0.04;NaN;NaN
18HU13037_012;STAB_04;46.3002;-59.071;399095;2;28-sep-13;12:37:00;30.1157;14.3305;5.6116;0.498;0.89;0.212;0;30.111;0.04;5.8995;263.4717
