CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;terrain;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;CHL_01;OXYM_01;SSAL_XX;TEMP_XX;PO4_01;NOx_01;Si_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mg/m**3);(mmol/m**3);((none));(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18VA70002_1884;41;47.57861;-59.425;41_31;5;21-apr-70;14:00:00;2;8.24;31.86;NaN;1.59;0.04;0.66
18VA70002_1884;41;47.57861;-59.425;41_33;15;21-apr-70;14:00:00;2.15;8.21;31.81;1.62;NaN;0.77;1.15
18VA70002_1884;41;47.57861;-59.425;41_35;25;21-apr-70;14:00:00;2.26;8.24;31.88;1.59;0.57;0.73;1.19
18VA70002_1884;41;47.57861;-59.425;41_36;100;21-apr-70;14:00:00;NaN;7.96;32.13;1.4;0.79;1.46;1.05
18VA70002_1884;41;47.57861;-59.425;41_37;200;21-apr-70;14:00:00;NaN;5.73;NaN;3.06;1.26;11.04;8.34
18VA70002_1884;41;47.57861;-59.425;41_38;300;21-apr-70;14:00:00;NaN;4.59;34.49;5.46;1.81;14.86;8.55
18VA70002_1885;42;47.57861;-59.425;121;0;02-jul-70;14:25:00;0.31;7.05;31.19;8.91;0.39;0.37;1.76
18VA70002_1885;42;47.57861;-59.425;122;5;02-jul-70;14:25:00;0.5;7.1;31.16;8.7;0.37;0.15;1
18VA70002_1885;42;47.57861;-59.425;123;15;02-jul-70;14:25:00;0.75;7.4;31.41;5.62;0.41;0.51;1.48
18VA70002_1885;42;47.57861;-59.425;124;25;02-jul-70;14:25:00;0.77;7.81;31.92;4.88;0.39;0.31;0.96
18VA70002_1885;42;47.57861;-59.425;126;50;02-jul-70;14:25:00;NaN;NaN;32.3;2.33;0.45;2.67;1.65
18VA70002_1885;42;47.57861;-59.425;127;100;02-jul-70;14:25:00;NaN;7.13;32.71;1.22;0.94;6.04;4.41
18VA70002_1885;42;47.57861;-59.425;128;200;02-jul-70;14:25:00;NaN;4.7;34.45;5.52;1.18;11.45;11.31
18VA70002_1885;42;47.57861;-59.425;129;300;02-jul-70;14:25:00;NaN;4.42;34.9;5.03;1.53;14.09;16.46
18VA70002_1886;821;47.71667;-63.71667;2159;0;04-jun-70;09:00:00;3.25;NaN;NaN;8.1;0.19;1.02;1.65
18VA70002_1886;821;47.71667;-63.71667;2160;5;04-jun-70;09:00:00;3.62;NaN;NaN;8.1;0.24;0.76;2.17
18VA70002_1886;821;47.71667;-63.71667;2161;15;04-jun-70;09:00:00;0.43;NaN;NaN;6.2;0.33;0.65;1.35
18VA70002_1886;821;47.71667;-63.71667;2162;25;04-jun-70;09:00:00;0.15;NaN;NaN;2.5;0.47;0.18;0.33
18VA70002_1886;821;47.71667;-63.71667;2163;45;04-jun-70;09:00:00;NaN;NaN;NaN;0.4;0.94;2.7;1.91
18VA70002_1887;822;47.71667;-63.71667;2356;0;21-aug-70;14:30:00;0.56;NaN;28.42;15.72;0.22;0.17;3.63
18VA70002_1887;822;47.71667;-63.71667;2357;5;21-aug-70;14:30:00;0.64;NaN;28.44;15.7;0.22;0.05;2.86
18VA70002_1887;822;47.71667;-63.71667;2358;15;21-aug-70;14:30:00;0.87;NaN;30.38;7.1;0.55;0.08;1.79
18VA70002_1887;822;47.71667;-63.71667;2359;25;21-aug-70;14:30:00;0.39;NaN;31.34;1.04;1.07;7.34;7.04
18VA70002_1887;822;47.71667;-63.71667;2360;50;21-aug-70;14:30:00;NaN;NaN;32.19;0.3;1.01;12.49;17.51
18VA70002_1888;823;47.71667;-63.71667;2482;0;28-oct-70;12:40:00;0.54;NaN;NaN;NaN;1.59;3.25;7.06
18VA70002_1888;823;47.71667;-63.71667;2484;5;28-oct-70;12:40:00;0.41;NaN;28.97;7.79;0.54;3.04;3.17
18VA70002_1888;823;47.71667;-63.71667;2487;15;28-oct-70;12:40:00;0.45;NaN;28.99;7.79;0.61;2.4;5.72
18VA70002_1888;823;47.71667;-63.71667;2489;25;28-oct-70;12:40:00;0.51;NaN;29.4;7.81;1.11;8.89;9.95
18VA70002_1888;823;47.71667;-63.71667;2490;50;28-oct-70;12:40:00;0.11;NaN;31.49;2.75;0.77;10.31;5.74
18VA70002_1889;831;47.48889;-63.6;2164;0;04-jun-70;10:50:00;0.68;NaN;NaN;7.7;0.19;0.28;1.02
18VA70002_1889;831;47.48889;-63.6;2166;5;04-jun-70;10:50:00;0.63;NaN;NaN;7.7;0.25;0.11;1.46
18VA70002_1889;831;47.48889;-63.6;2169;15;04-jun-70;10:50:00;0.32;NaN;NaN;5.6;0.29;0;0.22
18VA70002_1889;831;47.48889;-63.6;2171;25;04-jun-70;10:50:00;0.16;NaN;NaN;1.9;0.32;0.02;0.11
18VA70002_1889;831;47.48889;-63.6;2172;50;04-jun-70;10:50:00;NaN;NaN;NaN;0.4;0.64;1.06;0.3
18VA70002_1890;841;47.23056;-63.55;2173;0;04-jun-70;13:05:00;0.18;NaN;NaN;7.5;0.24;0.11;0.48
18VA70002_1890;841;47.23056;-63.55;2174;5;04-jun-70;13:05:00;0.18;NaN;NaN;7.5;0.23;0;0.24
18VA70002_1890;841;47.23056;-63.55;2175;15;04-jun-70;13:05:00;0.16;NaN;NaN;7.3;0.24;0;0.13
18VA70002_1890;841;47.23056;-63.55;2176;25;04-jun-70;13:05:00;0.4;NaN;NaN;5.4;0.25;0.05;0.22
18VA70002_1890;841;47.23056;-63.55;2177;45;04-jun-70;13:05:00;NaN;NaN;NaN;1.2;1.22;5.72;5.04
18VA70002_1891;842;47.23056;-63.55;2361;0;21-aug-70;19:35:00;0.76;NaN;NaN;17.6;0.26;0.25;2.51
18VA70002_1891;842;47.23056;-63.55;2362;5;21-aug-70;19:35:00;0.85;NaN;NaN;17.5;0.22;0.22;2.71
18VA70002_1891;842;47.23056;-63.55;2363;15;21-aug-70;19:35:00;1.26;NaN;NaN;9.5;0.56;0.31;3.94
18VA70002_1891;842;47.23056;-63.55;2364;25;21-aug-70;19:35:00;0.26;NaN;NaN;3.7;0.91;4.55;5.99
18VA70002_1892;843;47.23056;-63.55;2537;0;13-nov-70;14:33:00;0.46;NaN;NaN;NaN;0.47;1.94;5.44
18VA70002_1892;843;47.23056;-63.55;2539;5;13-nov-70;14:33:00;0.37;NaN;NaN;NaN;0.6;2.12;3.81
18VA70002_1892;843;47.23056;-63.55;2541;15;13-nov-70;14:33:00;0.28;NaN;NaN;NaN;0.37;1.61;2.86
18VA70002_1892;843;47.23056;-63.55;2543;25;13-nov-70;14:33:00;0.12;NaN;29.96;6.61;0.51;2.13;4.33
18VA70002_1892;843;47.23056;-63.55;2544;50;13-nov-70;14:33:00;0.03;NaN;31.2;4.11;0.58;3.74;3.57
18VA70002_1893;851;46.91667;-63.57778;2178;0;04-jun-70;14:20:00;0.24;NaN;NaN;9.1;0.26;0.41;1.04
18VA70002_1893;851;46.91667;-63.57778;2179;5;04-jun-70;14:20:00;0.24;NaN;NaN;9;0.29;0.07;1.07
18VA70002_1893;851;46.91667;-63.57778;2180;15;04-jun-70;14:20:00;0.27;NaN;NaN;4;0.29;0.11;0.2
18VA70002_1893;851;46.91667;-63.57778;2181;25;04-jun-70;14:20:00;0.08;NaN;NaN;1;0.69;0.45;0.33
18VA70002_1893;851;46.91667;-63.57778;2182;30;04-jun-70;14:20:00;NaN;NaN;NaN;0.4;0.69;0.86;0.98
18VA70002_1894;852;46.91667;-63.57778;2491;0;31-oct-70;12:17:00;0.83;NaN;NaN;NaN;0.77;1.25;4.32
18VA70002_1894;852;46.91667;-63.57778;2493;5;31-oct-70;12:17:00;0.81;NaN;NaN;NaN;0.5;1.89;4.83
18VA70002_1894;852;46.91667;-63.57778;2496;15;31-oct-70;12:17:00;0.44;NaN;NaN;NaN;0.56;1.99;4.34
18VA70002_1894;852;46.91667;-63.57778;2498;25;31-oct-70;12:17:00;0.33;NaN;NaN;NaN;0.56;2.53;6.65
18VA70002_1894;852;46.91667;-63.57778;2499;46;31-oct-70;12:17:00;0.3;NaN;NaN;NaN;0.93;5.71;12.67
18VA70002_1895;861;46.66944;-63.60833;2183;0;04-jun-70;17:00:00;0.12;NaN;NaN;9.5;0.32;0.18;1.7
18VA70002_1895;861;46.66944;-63.60833;2184;5;04-jun-70;17:00:00;0.14;NaN;NaN;9.4;0.27;0.07;1.05
18VA70002_1895;861;46.66944;-63.60833;2186;15;04-jun-70;17:00:00;0.48;NaN;NaN;5.2;0.32;0.09;0.88
18VA70002_1895;861;46.66944;-63.60833;2187;25;04-jun-70;17:00:00;0.23;NaN;NaN;2.5;0.64;0.7;3.71
18VA70002_1896;862;46.66944;-63.60833;2365;0;21-aug-70;23:35:00;1.35;NaN;27.73;18.45;0.2;0.26;1.97
18VA70002_1896;862;46.66944;-63.60833;2366;5;21-aug-70;23:35:00;1.71;NaN;27.7;18.45;0.2;0.28;1.2
18VA70002_1896;862;46.66944;-63.60833;2367;15;21-aug-70;23:35:00;0.79;NaN;29.88;6.85;0.6;2.24;12.83
18VA70002_1896;862;46.66944;-63.60833;2368;25;21-aug-70;23:35:00;0.36;NaN;30.91;1.75;0.87;3.51;10.64
18VA70002_1897;871;46.90556;-60.93333;2188;0;12-jun-70;22:50:00;0.11;NaN;30.28;9;0.36;0.16;0.34
18VA70002_1897;871;46.90556;-60.93333;2189;5;12-jun-70;22:50:00;0.13;NaN;30.41;9;0.34;0.07;0.3
18VA70002_1897;871;46.90556;-60.93333;2190;15;12-jun-70;22:50:00;0.28;NaN;30.5;8.5;0.35;0.05;0.26
18VA70002_1897;871;46.90556;-60.93333;2191;25;12-jun-70;22:50:00;0.33;NaN;30.59;6.2;0.34;0.05;0.67
18VA70002_1897;871;46.90556;-60.93333;2192;125;12-jun-70;22:50:00;NaN;NaN;33.4;NaN;1.39;13.18;13.87
18VA70002_1898;881;47.15556;-60.56667;881_62;0;13-jun-70;01:30:00;0.07;NaN;NaN;9.6;0.4;0.31;0.77
18VA70002_1898;881;47.15556;-60.56667;881_63;5;13-jun-70;01:30:00;0.12;NaN;NaN;9.5;0.37;0.05;0.62
18VA70002_1898;881;47.15556;-60.56667;881_64;15;13-jun-70;01:30:00;0.19;NaN;NaN;6.6;0.3;0.11;0.45
18VA70002_1898;881;47.15556;-60.56667;881_65;25;13-jun-70;01:30:00;0.2;NaN;NaN;5.2;0.29;0.31;0.64
18VA70002_1898;881;47.15556;-60.56667;881_66;160;13-jun-70;01:30:00;NaN;NaN;NaN;5;1.46;16.58;14.77
18VA70002_1899;891;47.49444;-60.48333;891_67;0;13-jun-70;13:30:00;0.09;NaN;NaN;6.7;0.36;0.34;0.9
18VA70002_1899;891;47.49444;-60.48333;891_68;5;13-jun-70;13:30:00;0.13;NaN;NaN;6.6;0.39;0.02;0.64
18VA70002_1899;891;47.49444;-60.48333;891_70;15;13-jun-70;13:30:00;0.17;NaN;NaN;6.5;0.39;0.04;0.34
18VA70002_1899;891;47.49444;-60.48333;891_71;25;13-jun-70;13:30:00;0.15;NaN;NaN;6.1;0.41;0.07;0.43
18VA70002_1899;891;47.49444;-60.48333;891_74;135;13-jun-70;13:30:00;NaN;NaN;NaN;NaN;1;9.88;9.21
18VA70002_1900;901;47.81111;-60.72222;901_75;0;13-jun-70;16:43:00;0.13;NaN;NaN;7;0.34;0.2;0.66
18VA70002_1900;901;47.81111;-60.72222;901_76;5;13-jun-70;16:43:00;0.22;NaN;NaN;6.5;0.34;0.09;0.49
18VA70002_1900;901;47.81111;-60.72222;901_77;15;13-jun-70;16:43:00;0.26;NaN;NaN;6.1;0.36;0.11;0.47
18VA70002_1900;901;47.81111;-60.72222;901_78;25;13-jun-70;16:43:00;0.42;NaN;NaN;5.4;0.35;0.07;0.57
18VA70002_1900;901;47.81111;-60.72222;901_79;100;13-jun-70;16:43:00;NaN;NaN;NaN;3.1;1.22;11.59;11.13
18VA70002_1901;Ellerslie_PEI1;46.65;-63.65;2087;0;23-apr-70;14:05:00;0.36;NaN;NaN;1.05;0.28;0.08;0.22
18VA70002_1901;Ellerslie_PEI1;46.65;-63.65;2088;5;23-apr-70;14:05:00;0.6;NaN;NaN;0.8;0.27;0.15;0.26
18VA70002_1901;Ellerslie_PEI1;46.65;-63.65;2089;10;23-apr-70;14:05:00;NaN;NaN;NaN;-0.1;0.32;0.04;0.15
18VA70002_1901;Ellerslie_PEI1;46.65;-63.65;2090;15;23-apr-70;14:05:00;0.97;NaN;NaN;-0.25;0.24;0.04;0.22
18VA70002_1901;Ellerslie_PEI1;46.65;-63.65;2091;25;23-apr-70;14:05:00;3.19;NaN;NaN;-0.3;0.38;0.04;0.17
18VA70002_1902;Ellerslie_PEI10;46.65;-63.65;2304;0;18-jul-70;14:50:00;0.75;NaN;26.96;16;0.08;0.17;1.22
18VA70002_1902;Ellerslie_PEI10;46.65;-63.65;2305;5;18-jul-70;14:50:00;0.88;NaN;26.95;16;0.08;0.05;0.87
18VA70002_1902;Ellerslie_PEI10;46.65;-63.65;2306;10;18-jul-70;14:50:00;0.93;NaN;27.33;15.2;0.08;0.02;1.41
18VA70002_1902;Ellerslie_PEI10;46.65;-63.65;2307;15;18-jul-70;14:50:00;0.92;NaN;28.79;8.1;0.25;0.3;0.56
18VA70002_1902;Ellerslie_PEI10;46.65;-63.65;2308;25;18-jul-70;14:50:00;0.45;NaN;29.69;7.7;0.58;1.28;3.99
18VA70002_1903;Ellerslie_PEI11;46.65;-63.65;2427;0;03-aug-70;13:35:00;1.17;NaN;26.94;20.4;0.11;0.05;3.03
18VA70002_1903;Ellerslie_PEI11;46.65;-63.65;2428;5;03-aug-70;13:35:00;1.65;NaN;26.95;20.1;0.12;0;2.81
18VA70002_1903;Ellerslie_PEI11;46.65;-63.65;2429;10;03-aug-70;13:35:00;1.38;NaN;27.44;15;0.26;0;3.07
18VA70002_1903;Ellerslie_PEI11;46.65;-63.65;2430;15;03-aug-70;13:35:00;0.88;NaN;28.69;9.2;0.55;0.53;4.2
18VA70002_1903;Ellerslie_PEI11;46.65;-63.65;2431;25;03-aug-70;13:35:00;0.46;NaN;29.91;4.7;0.62;2.59;3.03
18VA70002_1904;Ellerslie_PEI12;46.65;-63.65;2432;0;10-aug-70;13:50:00;0.37;NaN;27.14;21.3;0.05;0.14;1.22
18VA70002_1904;Ellerslie_PEI12;46.65;-63.65;2433;5;10-aug-70;13:50:00;0.64;NaN;27.14;21;0.07;0.1;2.03
18VA70002_1904;Ellerslie_PEI12;46.65;-63.65;2434;10;10-aug-70;13:50:00;1.74;NaN;27.13;17;0.07;0.14;1.18
18VA70002_1904;Ellerslie_PEI12;46.65;-63.65;2435;15;10-aug-70;13:50:00;1.61;NaN;28.19;10;0.37;0.17;3.03
18VA70002_1904;Ellerslie_PEI12;46.65;-63.65;2436;25;10-aug-70;13:50:00;0.48;NaN;30.21;3.4;0.82;1.28;7.43
18VA70002_1905;Ellerslie_PEI13;46.65;-63.65;2437;0;21-aug-70;13:20:00;1.07;NaN;27.62;18.8;0.11;0.36;2.18
18VA70002_1905;Ellerslie_PEI13;46.65;-63.65;2438;5;21-aug-70;13:20:00;1.19;NaN;27.61;18.7;0.14;0.18;1.07
18VA70002_1905;Ellerslie_PEI13;46.65;-63.65;2439;10;21-aug-70;13:20:00;1;NaN;27.62;18.6;0.11;0.12;0.92
18VA70002_1905;Ellerslie_PEI13;46.65;-63.65;2440;15;21-aug-70;13:20:00;0.67;NaN;29.25;14;0.5;1.8;2.16
18VA70002_1905;Ellerslie_PEI13;46.65;-63.65;2441;25;21-aug-70;13:20:00;0.76;NaN;28.96;7.6;0.51;0.77;4.16
18VA70002_1906;Ellerslie_PEI14;46.65;-63.65;2442;0;04-sep-70;13:35:00;1.99;NaN;28.31;13.6;0.33;0.42;3.03
18VA70002_1906;Ellerslie_PEI14;46.65;-63.65;2443;5;04-sep-70;13:35:00;1.16;NaN;28.31;13.5;0.2;0.39;2.37
18VA70002_1906;Ellerslie_PEI14;46.65;-63.65;2444;10;04-sep-70;13:35:00;1.46;NaN;28.48;12.6;0.25;0.63;3.1
18VA70002_1906;Ellerslie_PEI14;46.65;-63.65;2445;15;04-sep-70;13:35:00;1.35;NaN;28.52;12.5;0.17;0.31;1.61
18VA70002_1906;Ellerslie_PEI14;46.65;-63.65;2446;25;04-sep-70;13:35:00;0.91;NaN;28.65;12;0.22;0.71;1.87
18VA70002_1907;Ellerslie_PEI15;46.65;-63.65;2447;0;09-sep-70;13:00:00;2.07;NaN;28.24;13.1;0.27;0.64;2.05
18VA70002_1907;Ellerslie_PEI15;46.65;-63.65;2448;5;09-sep-70;13:00:00;1.7;NaN;28.23;12.9;0.39;0.64;2.4
18VA70002_1907;Ellerslie_PEI15;46.65;-63.65;2449;10;09-sep-70;13:00:00;0.94;NaN;28.3;12.8;0.47;1.05;3.55
18VA70002_1907;Ellerslie_PEI15;46.65;-63.65;2450;15;09-sep-70;13:00:00;0.71;NaN;28.42;5.6;0.4;0.8;3.11
18VA70002_1907;Ellerslie_PEI15;46.65;-63.65;2451;25;09-sep-70;13:00:00;1.07;NaN;29.69;12.6;0.98;3.31;8.71
18VA70002_1908;Ellerslie_PEI16;46.65;-63.65;2452;0;12-sep-70;13:00:00;1.29;NaN;28.3;13.7;0.19;1.35;1.27
18VA70002_1908;Ellerslie_PEI16;46.65;-63.65;2453;5;12-sep-70;13:00:00;1.25;NaN;28.29;13.7;0.37;1.56;2.86
18VA70002_1908;Ellerslie_PEI16;46.65;-63.65;2454;10;12-sep-70;13:00:00;1.57;NaN;28.35;13.5;0.19;1.93;1.62
18VA70002_1908;Ellerslie_PEI16;46.65;-63.65;2455;15;12-sep-70;13:00:00;0.84;NaN;28.56;13;0.28;0.78;1.64
18VA70002_1908;Ellerslie_PEI16;46.65;-63.65;2456;25;12-sep-70;13:00:00;0.48;NaN;29.93;5.7;1.11;4.07;8.94
18VA70002_1909;Ellerslie_PEI17;46.65;-63.65;2457;0;19-sep-70;00:00:00;1.21;NaN;28.55;13;0.15;0.79;0.66
18VA70002_1909;Ellerslie_PEI17;46.65;-63.65;2458;5;19-sep-70;00:00:00;1.3;NaN;28.55;13;0.23;0.23;1.57
18VA70002_1909;Ellerslie_PEI17;46.65;-63.65;2459;10;19-sep-70;00:00:00;1.34;NaN;28.55;13;0.22;0.85;0.9
18VA70002_1909;Ellerslie_PEI17;46.65;-63.65;2460;15;19-sep-70;00:00:00;1.4;NaN;28.69;13;0.19;1.04;1.57
18VA70002_1909;Ellerslie_PEI17;46.65;-63.65;2461;25;19-sep-70;00:00:00;0.67;NaN;28.54;10.4;0.42;1.58;2.19
18VA70002_1910;Ellerslie_PEI18;46.65;-63.65;2462;0;23-sep-70;15:50:00;NaN;NaN;28.52;13.1;0.07;0.07;0.26
18VA70002_1910;Ellerslie_PEI18;46.65;-63.65;2463;5;23-sep-70;15:50:00;NaN;NaN;28.51;13;0.07;0.05;0.07
18VA70002_1910;Ellerslie_PEI18;46.65;-63.65;2464;10;23-sep-70;15:50:00;NaN;NaN;28.6;12.9;0.2;0.02;0.04
18VA70002_1910;Ellerslie_PEI18;46.65;-63.65;2465;15;23-sep-70;15:50:00;NaN;NaN;28.62;12.7;0.15;0.02;0.15
18VA70002_1910;Ellerslie_PEI18;46.65;-63.65;2466;25;23-sep-70;15:50:00;NaN;NaN;28.6;10.5;0.11;0;0.13
18VA70002_1911;Ellerslie_PEI19;46.65;-63.65;2513;0;08-oct-70;14:20:00;0.69;NaN;28.57;12.8;0.2;0.07;0.42
18VA70002_1911;Ellerslie_PEI19;46.65;-63.65;2514;5;08-oct-70;14:20:00;0.61;NaN;28.57;12.8;0.2;0.1;0.66
18VA70002_1911;Ellerslie_PEI19;46.65;-63.65;2515;10;08-oct-70;14:20:00;0.67;NaN;28.57;12.8;0.17;0;0.53
18VA70002_1911;Ellerslie_PEI19;46.65;-63.65;2516;15;08-oct-70;14:20:00;0.57;NaN;28.58;12.5;0.17;0.05;0.35
18VA70002_1911;Ellerslie_PEI19;46.65;-63.65;2517;25;08-oct-70;14:20:00;0.73;NaN;28.58;8.3;0.19;0.38;0.53
18VA70002_1912;Ellerslie_PEI2;46.65;-63.65;2124;0;06-may-70;19:20:00;0.29;NaN;30.09;5.3;0.46;0.11;0.25
18VA70002_1912;Ellerslie_PEI2;46.65;-63.65;2125;5;06-may-70;19:20:00;0.22;NaN;30.1;4.7;0.46;0.04;0.3
18VA70002_1912;Ellerslie_PEI2;46.65;-63.65;2126;10;06-may-70;19:20:00;0.12;NaN;30.13;3.7;0.45;0.22;0.25
18VA70002_1912;Ellerslie_PEI2;46.65;-63.65;2127;15;06-may-70;19:20:00;0.15;NaN;30.19;2.5;0.42;0.09;0.23
18VA70002_1912;Ellerslie_PEI2;46.65;-63.65;2128;25;06-may-70;19:20:00;0.4;NaN;30.37;0.9;0.5;0.11;0.53
18VA70002_1913;Ellerslie_PEI20;46.65;-63.65;2518;0;13-oct-70;14:20:00;0.74;NaN;28.55;12.9;0.27;0.12;1.18
18VA70002_1913;Ellerslie_PEI20;46.65;-63.65;2519;5;13-oct-70;14:20:00;0.81;NaN;28.58;12.9;0.14;0.07;1.01
18VA70002_1913;Ellerslie_PEI20;46.65;-63.65;2520;10;13-oct-70;14:20:00;0.91;NaN;28.58;12.8;0.22;0.07;0.94
18VA70002_1913;Ellerslie_PEI20;46.65;-63.65;2521;15;13-oct-70;14:20:00;0.88;NaN;28.83;11.9;0.15;1.68;0.87
18VA70002_1913;Ellerslie_PEI20;46.65;-63.65;2522;25;13-oct-70;14:20:00;0.39;NaN;29.71;8.9;0.43;2.15;3.06
18VA70002_1914;Ellerslie_PEI21;46.65;-63.65;2559;0;06-nov-70;14:05:00;1.19;NaN;29.07;9.4;0.33;0.81;3.76
18VA70002_1914;Ellerslie_PEI21;46.65;-63.65;2560;5;06-nov-70;14:05:00;1.23;NaN;29.07;9.3;0.37;1.05;3.19
18VA70002_1914;Ellerslie_PEI21;46.65;-63.65;2561;10;06-nov-70;14:05:00;1.19;NaN;29.07;9.3;0.35;0.92;2.75
18VA70002_1914;Ellerslie_PEI21;46.65;-63.65;2562;15;06-nov-70;14:05:00;1.23;NaN;29.07;9.3;0.38;1.05;3.04
18VA70002_1914;Ellerslie_PEI21;46.65;-63.65;2563;25;06-nov-70;14:05:00;1.18;NaN;29.08;9.2;0.22;1.41;2.34
18VA70002_1915;Ellerslie_PEI3;46.65;-63.65;2129;0;12-may-70;19:20:00;0.73;NaN;29.59;6.1;0.36;0.07;1.31
18VA70002_1915;Ellerslie_PEI3;46.65;-63.65;2130;5;12-may-70;19:20:00;0.6;NaN;29.62;6;0.47;0.2;0.49
18VA70002_1915;Ellerslie_PEI3;46.65;-63.65;2131;10;12-may-70;19:20:00;0.12;NaN;29.76;4.15;0.22;0.09;0.46
18VA70002_1915;Ellerslie_PEI3;46.65;-63.65;2132;15;12-may-70;19:20:00;0.1;NaN;30.08;3.1;0.4;0.07;0.46
18VA70002_1915;Ellerslie_PEI3;46.65;-63.65;2133;25;12-may-70;19:20:00;0.52;NaN;30.15;2.8;0.36;0.09;1.18
18VA70002_1916;Ellerslie_PEI4;46.65;-63.65;2134;0;16-may-70;16:35:00;0.13;NaN;29.29;7.2;0.41;0.18;0.51
18VA70002_1916;Ellerslie_PEI4;46.65;-63.65;2135;5;16-may-70;16:35:00;0.04;NaN;29.34;6.6;0.68;0.07;0.36
18VA70002_1916;Ellerslie_PEI4;46.65;-63.65;2136;10;16-may-70;16:35:00;0.05;NaN;29.5;5.6;0.65;0.09;0.53
18VA70002_1916;Ellerslie_PEI4;46.65;-63.65;2137;15;16-may-70;16:35:00;0.08;NaN;29.7;4.9;0.43;0.07;0.32
18VA70002_1916;Ellerslie_PEI4;46.65;-63.65;2138;25;16-may-70;16:35:00;0.14;NaN;29.98;4.1;0.53;0.11;0.93
18VA70002_1917;Ellerslie_PEI5;46.65;-63.65;2225;0;06-jun-70;20:20:00;0.6;NaN;28.81;9.5;0.31;0.28;1.28
18VA70002_1917;Ellerslie_PEI5;46.65;-63.65;2226;5;06-jun-70;20:20:00;0.53;NaN;28.94;9.1;0.25;0.2;1.32
18VA70002_1917;Ellerslie_PEI5;46.65;-63.65;2227;10;06-jun-70;20:20:00;0.48;NaN;29.14;8.7;0.26;0.22;1.17
18VA70002_1917;Ellerslie_PEI5;46.65;-63.65;2228;15;06-jun-70;20:20:00;0.52;NaN;29.57;3.8;0.24;0.14;0.48
18VA70002_1917;Ellerslie_PEI5;46.65;-63.65;2229;25;06-jun-70;20:20:00;0.33;NaN;30.33;2.4;0.61;0.74;4.25
18VA70002_1918;Ellerslie_PEI6;46.65;-63.65;2230;0;14-jun-70;20:20:00;0.47;NaN;28.44;14;0.09;0.2;0.87
18VA70002_1918;Ellerslie_PEI6;46.65;-63.65;2231;5;14-jun-70;20:20:00;0.24;NaN;28.91;11.6;0.18;0;0.54
18VA70002_1918;Ellerslie_PEI6;46.65;-63.65;2232;10;14-jun-70;20:20:00;0.26;NaN;29.22;10.7;0.15;0.04;0.59
18VA70002_1918;Ellerslie_PEI6;46.65;-63.65;2233;15;14-jun-70;20:20:00;0.39;NaN;29.29;7;0.19;0.02;0.72
18VA70002_1918;Ellerslie_PEI6;46.65;-63.65;2234;25;14-jun-70;20:20:00;0.25;NaN;30.16;5;0.43;0.53;2.06
18VA70002_1919;Ellerslie_PEI7;46.65;-63.65;2235;0;22-jun-70;15:50:00;0.29;NaN;27.85;NaN;0.25;0.11;1.19
18VA70002_1919;Ellerslie_PEI7;46.65;-63.65;2236;5;22-jun-70;15:50:00;0.46;NaN;27.83;NaN;0.17;0.04;0.61
18VA70002_1919;Ellerslie_PEI7;46.65;-63.65;2237;10;22-jun-70;15:50:00;0.57;NaN;28.56;NaN;0.15;0.04;0.87
18VA70002_1919;Ellerslie_PEI7;46.65;-63.65;2238;15;22-jun-70;15:50:00;0.54;NaN;29.37;NaN;0.16;0.24;0.63
18VA70002_1919;Ellerslie_PEI7;46.65;-63.65;2239;25;22-jun-70;15:50:00;0.27;NaN;29.53;NaN;0.3;0.31;1.54
18VA70002_1920;Ellerslie_PEI8;46.65;-63.65;2294;0;03-jul-70;13:35:00;NaN;NaN;28.18;13.9;0.14;0.09;0.91
18VA70002_1920;Ellerslie_PEI8;46.65;-63.65;2295;5;03-jul-70;13:35:00;0.64;NaN;28.18;13.9;0.12;0.04;0.89
18VA70002_1920;Ellerslie_PEI8;46.65;-63.65;2296;10;03-jul-70;13:35:00;0.6;NaN;28.19;13.8;0.13;0;0.61
18VA70002_1920;Ellerslie_PEI8;46.65;-63.65;2297;15;03-jul-70;13:35:00;0.79;NaN;28.34;10.8;0.23;0.04;0.63
18VA70002_1920;Ellerslie_PEI8;46.65;-63.65;2298;25;03-jul-70;13:35:00;0.39;NaN;29.45;6.2;0.48;0.75;2.39
18VA70002_1921;Ellerslie_PEI9;46.65;-63.65;2299;0;11-jul-70;13:50:00;0.56;NaN;27.95;15.9;0.15;0.03;1.82
18VA70002_1921;Ellerslie_PEI9;46.65;-63.65;2300;5;11-jul-70;13:50:00;0.59;NaN;27.98;15.2;0.11;0.02;0.96
18VA70002_1921;Ellerslie_PEI9;46.65;-63.65;2301;10;11-jul-70;13:50:00;1.24;NaN;28.07;14.3;0.09;0.02;0.83
18VA70002_1921;Ellerslie_PEI9;46.65;-63.65;2302;15;11-jul-70;13:50:00;1.07;NaN;28.24;12.1;0.24;0.16;1.54
18VA70002_1921;Ellerslie_PEI9;46.65;-63.65;2303;25;11-jul-70;13:50:00;0.59;NaN;28.85;8.6;0.25;0.3;1.23
