CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;NO2_01;PO4_01;NOx_01;Si_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU12044_1249;1071;47.93367;-65.249;348340;62.36;04-nov-12;06:51:00;31.79;2.53;232.36598;5.1475;0.04;1.335;12.86;21.075;0.21;0.047
18HU12044_1249;1071;47.93367;-65.249;348341;50.07;04-nov-12;06:51:00;31.25;3.48;221.11166;4.926;0.03;1.325;12.49;23.21;0.33;0.067
18HU12044_1249;1071;47.93367;-65.249;348342;24.89;04-nov-12;06:51:00;30.67;5.72;278.76772;5.755;0.17;0.99;8.35;12.515;0.25;0.048
18HU12044_1249;1071;47.93367;-65.249;348343;15.37;04-nov-12;06:51:00;30.18;6.41;280.15218;6.256;0.17;0.785;5.72;8.295;0.545;0.087
18HU12044_1249;1071;47.93367;-65.249;348344;5.26;04-nov-12;06:51:00;29.23;8;300.29384;6.777;0.11;0.54;2.875;6.285;1.485;0.236
18HU12044_1249;1071;47.93367;-65.249;348345;1.19;04-nov-12;06:51:00;29.21;8.04;300.1152;6.789;0.11;0.54;2.75;6.28;1.575;0.236
18HU12044_1250;1081;47.83333;-64.25;348346;34.8;04-nov-12;11:43:00;30.94;5.03;255.85714;5.8475;0.16;0.945;7.045;9.405;1.395;0.099
18HU12044_1250;1081;47.83333;-64.25;348347;24.49;04-nov-12;11:43:00;29.34;8.98;281.62596;5.941;0.14;0.765;4.285;6.645;2.335;0.266
18HU12044_1250;1081;47.83333;-64.25;348348;15.27;04-nov-12;11:43:00;29.27;9.33;295.4259;6.685;0.05;0.4;0.875;1.79;2.525;0.293
18HU12044_1250;1081;47.83333;-64.25;348349;4.76;04-nov-12;11:43:00;29.26;9.35;297.03366;6.685;0.05;0.375;0.79;1.85;2.595;0.334
18HU12044_1250;1081;47.83333;-64.25;348350;1.69;04-nov-12;11:43:00;29.26;9.35;296.63172;6.684;0.04;0.37;0.79;2.005;2.64;0.315
18HU12044_1251;1091;47.78333;-64.034;348351;70.2;04-nov-12;13:16:00;32.05;1.6;227.58736;5.0565;0.01;1.415;13.81;23.38;0.15;0.04
18HU12044_1251;1091;47.78333;-64.034;348352;50.17;04-nov-12;13:16:00;31.28;4.1;288.63758;6.359;0.095;0.92;7.87;7.905;0.13;0.041
18HU12044_1251;1091;47.78333;-64.034;348353;25.19;04-nov-12;13:16:00;29.87;8.08;303.59868;NaN;0.08;0.515;2.225;3.055;0.82;0.131
18HU12044_1251;1091;47.78333;-64.034;348354;15.27;04-nov-12;13:16:00;29.53;8.61;300.15986;6.715;0.09;0.51;2.235;3.625;1.205;0.17
18HU12044_1251;1091;47.78333;-64.034;348355;5.26;04-nov-12;13:16:00;29.35;9.17;296.05114;6.696;0.06;0.415;1.33;2.53;1.805;0.239
18HU12044_1251;1091;47.78333;-64.034;348356;1.98;04-nov-12;13:16:00;29.35;9.17;296.5424;6.698;0.06;0.41;1.33;2.56;1.765;0.27
18HU12044_1252;11;46.5835;-59.75333;347803;58.8;20-oct-12;15:47:00;31.18;6.88;279.61626;NaN;0.135;0.655;3.81;4.85;NaN;0.082
18HU12044_1252;11;46.5835;-59.75333;347804;13.69;20-oct-12;15:47:00;29.13;12;272.73862;NaN;NaN;NaN;NaN;NaN;1.405;0.254
18HU12044_1252;11;46.5835;-59.75333;347805;4.46;20-oct-12;15:47:00;29.13;12.02;271.66678;NaN;0.07;0.315;0.885;1.76;1.365;0.255
18HU12044_1253;1101;47.66683;-63.75017;348357;52.85;04-nov-12;15:01:00;31.8;1.74;275.01628;6.107;0.02;1.115;10.355;11.43;0.1;0.036
18HU12044_1253;1101;47.66683;-63.75017;348358;25.09;04-nov-12;15:01:00;29.79;8.46;304.1346;6.857;0.05;0.47;1.695;2.47;1.705;0.242
18HU12044_1253;1101;47.66683;-63.75017;348359;15.57;04-nov-12;15:01:00;29.75;8.6;306.68022;6.936;0.05;0.43;1.425;2.375;3.165;0.439
18HU12044_1253;1101;47.66683;-63.75017;348360;5.06;04-nov-12;15:01:00;29.73;8.66;306.90352;6.916;0.055;0.435;1.48;2.595;3.135;0.443
18HU12044_1253;1101;47.66683;-63.75017;348361;1.39;04-nov-12;15:01:00;29.73;8.65;307.4841;6.878;0.05;0.425;1.46;2.4;3.19;0.452
