CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18HU04586_002;STN27;47.5467;-52.5867;258966;171;20-nov-04;00:08:00;172.86;33.26;6.67039856695029;-0.34;14.62;0.65;10.7;NaN
18HU04586_002;STN27;47.5467;-52.5867;258967;150;20-nov-04;00:08:00;150.84;33.16;6.80922525750112;-0.47;12.68;0.21;9.6;0.03
18HU04586_002;STN27;47.5467;-52.5867;258968;99;20-nov-04;00:08:00;100.08;32.55;7.33990147783251;1.68;5.27;0.39;4.19;0.06
18HU04586_002;STN27;47.5467;-52.5867;258969;75;20-nov-04;00:08:00;75.23;32.1;7.18092252575011;4.14;3.41;0.35;1.62;0.49
18HU04586_002;STN27;47.5467;-52.5867;258970;50;20-nov-04;00:08:00;49.92;31.92;7.18987908643081;4.68;NaN;NaN;NaN;NaN
18HU04586_002;STN27;47.5467;-52.5867;258971;39;20-nov-04;00:08:00;39.76;31.74;7.08016121809225;4.97;3.75;0.2;1.59;1.03
18HU04586_002;STN27;47.5467;-52.5867;258972;30;20-nov-04;00:08:00;29.84;31.57;6.99059561128527;5.65;2.78;0.31;1.09;1.01
18HU04586_002;STN27;47.5467;-52.5867;258973;20;20-nov-04;00:08:00;20.07;31.56;6.99059561128527;5.64;2.61;0.2;0.88;0.99
18HU04586_002;STN27;47.5467;-52.5867;258974;10;20-nov-04;00:08:00;10.06;31.56;6.99059561128527;5.64;3.28;0.38;1.65;1.02
18HU04586_002;STN27;47.5467;-52.5867;258975;5;20-nov-04;00:08:00;4.94;31.56;6.99955217196597;5.65;3.49;0.2;1.75;0.98
18HU04586_003;SEGB-07;45.4583;-52;259002;78;20-nov-04;17:34:00;78.17;32.98;5.45006717420511;0.79;14.5;1.41;8.55;0.21
18HU04586_003;SEGB-07;45.4583;-52;259003;51;20-nov-04;17:34:00;51.04;32.86;6.31885356023287;0.56;8.84;0.97;5.95;0.33
18HU04586_003;SEGB-07;45.4583;-52;259004;40;20-nov-04;17:34:00;40.41;32.16;6.78907299596955;6.99;1.72;0.32;0.51;2.17
18HU04586_003;SEGB-07;45.4583;-52;259005;30;20-nov-04;17:34:00;30.18;32.17;6.80026869682042;7;1.9;0.36;0.7;2.23
18HU04586_003;SEGB-07;45.4583;-52;259006;20;20-nov-04;17:34:00;20.43;32.17;6.82042095835199;7.01;2.02;0.34;0.43;2.27
18HU04586_003;SEGB-07;45.4583;-52;259007;10;20-nov-04;17:34:00;10.48;32.16;6.84952978056426;7.02;1.77;0.36;0.82;2.33
18HU04586_003;SEGB-07;45.4583;-52;259008;5;20-nov-04;17:34:00;5.31;32.16;6.84952978056426;7.05;2.25;0.4;0.91;2.1
18HU04586_021;TB-10;47.7573;-53.612;259476;277;03-dec-04;23:10:00;279.49;33.99;5.25078369905956;1.6;22.13;1.69;16.37;NaN
18HU04586_021;TB-10;47.7573;-53.612;259477;149;03-dec-04;23:10:00;150.56;33.09;6.61889834303627;-0.23;12.18;1.52;11.47;NaN
18HU04586_021;TB-10;47.7573;-53.612;259478;100;03-dec-04;23:10:00;100.57;32.52;7.16077026421854;-0.28;6.78;1.19;8.24;0
18HU04586_021;TB-10;47.7573;-53.612;259479;74;03-dec-04;23:10:00;74.89;32.32;7.29064039408867;1.51;5.78;1.01;5.68;0.02
18HU04586_021;TB-10;47.7573;-53.612;259480;49;03-dec-04;23:10:00;49.83;32.07;7.14061800268697;3.22;4.02;0.8;2.81;0.06
18HU04586_021;TB-10;47.7573;-53.612;259481;40;03-dec-04;23:10:00;40.17;31.9;7.05105239587998;3.87;3.71;0.68;2.07;0.2
