CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18TL02005_002;STN 27;47.5467;-52.5867;254325;171;21-apr-02;03:39:00;171.95;32.99;7.23993506493507;-0.73;12.11;1.62;7.8;NaN
18TL02005_002;STN 27;47.5467;-52.5867;254326;147;21-apr-02;03:39:00;148.17;32.94;7.30993506493507;-0.96;11.35;1.52;7.65;NaN
18TL02005_002;STN 27;47.5467;-52.5867;254327;98;21-apr-02;03:39:00;98.43;32.68;7.88992834751455;-1.57;7.99;1.5;6.81;0.34
18TL02005_002;STN 27;47.5467;-52.5867;254328;74;21-apr-02;03:39:00;74.67;32.53;8.42992386923421;-0.64;1.63;0.8;0.49;4.96
18TL02005_002;STN 27;47.5467;-52.5867;254329;49;21-apr-02;03:39:00;48.94;32.5;8.59992386923422;-0.47;1.06;0.7;0;6.6
18TL02005_002;STN 27;47.5467;-52.5867;254330;39;21-apr-02;03:39:00;38.94;32.5;8.60992163009404;-0.47;0.73;0.65;0;6.38
18TL02005_002;STN 27;47.5467;-52.5867;254331;28;21-apr-02;03:39:00;28.51;32.48;8.68992163009404;-0.42;0.48;0.59;0.22;6.86
18TL02005_002;STN 27;47.5467;-52.5867;254332;19;21-apr-02;03:39:00;18.73;32.48;8.75992163009404;-0.38;0.89;0.62;0.29;6.43
18TL02005_002;STN 27;47.5467;-52.5867;254333;9;21-apr-02;03:39:00;9.34;32.46;8.78992163009404;-0.31;0.85;0.66;0;6.87
18TL02005_002;STN 27;47.5467;-52.5867;254334;4;21-apr-02;03:39:00;4.49;32.46;8.77992163009404;-0.31;0.73;0.44;0;6.66
18TL02005_003;SEGB-09;44.725;-51.395;254382;64;22-apr-02;01:18:00;64.69;32.99;7.4099328257949;0.51;4.39;1.22;5.46;1.08
18TL02005_003;SEGB-09;44.725;-51.395;254383;51;22-apr-02;01:18:00;51.42;32.95;7.5699328257949;0.55;2.96;1.04;5.1;2.36
18TL02005_003;SEGB-09;44.725;-51.395;254384;39;22-apr-02;01:18:00;39.4;32.8;8.05992834751456;1.56;1.44;0.75;0.25;3.94
18TL02005_003;SEGB-09;44.725;-51.395;254385;29;22-apr-02;01:18:00;29.26;32.78;8.08992834751455;1.6;1.4;0.72;0.27;4.34
18TL02005_003;SEGB-09;44.725;-51.395;254386;20;22-apr-02;01:18:00;20.28;32.78;8.14992610837439;1.61;1.44;0.72;0.3;3.33
18TL02005_003;SEGB-09;44.725;-51.395;254387;10;22-apr-02;01:18:00;10.17;32.78;8.29992610837438;1.76;1.64;0.76;0;3.57
18TL02005_003;SEGB-09;44.725;-51.395;254388;5;22-apr-02;01:18:00;5.33;32.78;8.28992610837438;1.76;1.67;1.15;0;3.24
18TL02005_005;AC-02;47.6317;-52.6317;254939;129;04-may-02;21:55:00;130.09;32.84;7.6199328257949;-1.49;NaN;NaN;NaN;NaN
18TL02005_006;STN27;47.5467;-52.5867;-28;0;04-may-02;22:57:00;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18TL02005_006;STN27;47.5467;-52.5867;254940;165;04-may-02;22:57:00;166.43;33.01;7.12993506493507;-1.09;13.95;1.83;9.93;NaN
18TL02005_006;STN27;47.5467;-52.5867;254941;149;04-may-02;22:57:00;150.53;32.95;7.27993506493507;-1.23;10.01;1.35;7.28;NaN
18TL02005_006;STN27;47.5467;-52.5867;254942;100;04-may-02;22:57:00;100.4;32.77;7.68993058665473;-1.44;7.24;1;6.06;0.43
18TL02005_006;STN27;47.5467;-52.5867;254943;75;04-may-02;22:57:00;75.45;32.66;7.99992834751455;-1.12;6.34;1.16;6.15;1.26
18TL02005_006;STN27;47.5467;-52.5867;254944;49;04-may-02;22:57:00;49.84;32.51;8.23992610837438;-0.5;1.93;0.84;2.08;3.12
18TL02005_006;STN27;47.5467;-52.5867;254945;39;04-may-02;22:57:00;39.82;32.47;8.32992610837439;-0.25;0.9;0.77;1.35;3.77
18TL02005_006;STN27;47.5467;-52.5867;254946;30;04-may-02;22:57:00;29.77;32.44;8.38992610837438;-0.09;0.81;0.51;0;4.8
18TL02005_006;STN27;47.5467;-52.5867;254947;20;04-may-02;22:57:00;20.43;32.44;8.38992610837438;-0.1;0.97;0.74;0;4.76
18TL02005_006;STN27;47.5467;-52.5867;254948;10;04-may-02;22:57:00;9.93;32.44;8.37992386923422;-0.07;0.89;0.91;0.38;4.75
18TL02005_006;STN27;47.5467;-52.5867;254949;5;04-may-02;22:57:00;4.93;32.44;8.37992386923422;-0.07;0.48;0.71;0.58;5.09
18TL02005_007;AC-03;47.455;-52.6267;254950;149;05-may-02;00:49:00;150.58;32.9;7.4299328257949;-1.33;NaN;NaN;NaN;NaN
18TL02005_008;AC-04;47.3733;-52.6417;254951;133;05-may-02;02:01:00;134.07;32.89;7.28993506493507;-1.14;11.53;1.51;7.56;NaN
18TL02005_008;AC-04;47.3733;-52.6417;254952;99;05-may-02;02:01:00;100.24;32.8;7.6199328257949;-1.27;8.05;1.32;6.31;0.9
18TL02005_008;AC-04;47.3733;-52.6417;254953;74;05-may-02;02:01:00;75;32.64;7.92992834751456;-1.15;4.32;1.28;4.58;1.9
18TL02005_008;AC-04;47.3733;-52.6417;254954;49;05-may-02;02:01:00;49.61;32.53;8.17992610837439;-0.56;1.62;0.94;1.65;3.64
18TL02005_008;AC-04;47.3733;-52.6417;254955;39;05-may-02;02:01:00;39.76;32.53;8.19992610837438;-0.54;1.59;0.86;1.73;3.16
18TL02005_008;AC-04;47.3733;-52.6417;254956;29;05-may-02;02:01:00;29.68;32.52;8.20992610837438;-0.52;1.6;0.97;1.31;3.48
18TL02005_008;AC-04;47.3733;-52.6417;254957;19;05-may-02;02:01:00;19.02;32.51;8.23992610837438;-0.48;1.33;0.8;1.56;3.83
18TL02005_008;AC-04;47.3733;-52.6417;254958;10;05-may-02;02:01:00;10.01;32.51;8.22992610837438;-0.48;1.26;0.8;1.16;3.75
18TL02005_008;AC-04;47.3733;-52.6417;254959;5;05-may-02;02:01:00;4.88;32.51;8.22992610837438;-0.49;1.06;0.9;1.47;3.54
18TL02005_009;AC-05;47.3033;-52.715;254960;130;05-may-02;03:32:00;130.71;32.74;7.76993058665473;-1.26;NaN;NaN;NaN;NaN
18TL02005_010;AC-06;47.2167;-52.7467;254961;117;05-may-02;04:28:00;117.5;32.79;7.74993058665472;-1.23;7.95;1.27;5.7;NaN
18TL02005_010;AC-06;47.2167;-52.7467;254962;99;05-may-02;04:28:00;100.22;32.68;7.97992834751456;-1.18;4.63;1.08;4.53;0.88
18TL02005_010;AC-06;47.2167;-52.7467;254963;75;05-may-02;04:28:00;75.91;32.64;8.05992834751456;-1.08;3.78;1.03;5.01;1.35
18TL02005_010;AC-06;47.2167;-52.7467;254964;49;05-may-02;04:28:00;49.86;32.47;8.33992610837439;-0.22;0.52;0.72;0.14;5.12
18TL02005_010;AC-06;47.2167;-52.7467;254965;39;05-may-02;04:28:00;39.78;32.46;8.33992610837439;-0.2;0.48;0.76;0.3;5.46
18TL02005_010;AC-06;47.2167;-52.7467;254966;30;05-may-02;04:28:00;29.92;32.45;8.34992610837438;-0.13;0.43;0.7;0.33;5.6
