CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18NE17102_002;1;44.2742;-63.3203;436819;167.62;02-mar-17;22:27:00;167.624;34.1389;8.4135;3.7003;7.778;0.13791;13.305;1.193;14.115;34.131;0.085;4.3745
18NE17102_002;1;44.2742;-63.3203;436820;101.47;02-mar-17;22:30:00;101.473;32.4688;3.6335;5.9039;7.816;0.20138;7.235;0.827;6.625;NaN;0.1;NaN
18NE17102_002;1;44.2742;-63.3203;436821;74.81;02-mar-17;22:31:00;74.816;31.8284;1.8745;6.849;7.819;0.22868;6.77;0.786;5.96;NaN;0.085;NaN
18NE17102_002;1;44.2742;-63.3203;436822;52.32;02-mar-17;22:33:00;52.329;31.4398;0.9053;7.1811;7.816;0.12629;6.79;0.7685;5.795;NaN;0.085;NaN
18NE17102_002;1;44.2742;-63.3203;436823;39.18;02-mar-17;22:34:00;39.188;31.3916;0.8223;7.2098;7.815;0.14335;6.725;0.771;5.69;31.399;0.1;NaN
18NE17102_002;1;44.2742;-63.3203;436824;30.57;02-mar-17;22:38:00;30.576;31.0367;0.8178;7.4329;7.817;0.30719;7.04;0.748;5.405;NaN;0.085;NaN
18NE17102_002;1;44.2742;-63.3203;436825;21.89;02-mar-17;22:39:00;21.894;31.0188;0.841;7.4471;7.817;0.34473;7.005;0.7345;5.34;NaN;0.09;NaN
18NE17102_002;1;44.2742;-63.3203;436826;8.49;02-mar-17;22:40:00;8.498;31.0128;0.8492;7.4489;7.828;0.34473;7.02;0.7275;5.215;NaN;0.1;NaN
18NE17102_002;1;44.2742;-63.3203;436827;5.14;02-mar-17;22:40:00;5.14;31.0132;0.8491;7.4552;7.827;0.31402;7.14;0.726;5.24;NaN;0.105;NaN
18NE17102_002;1;44.2742;-63.3203;436828;1.71;02-mar-17;22:41:00;1.715;31.0136;0.8488;7.4576;7.829;0.28329;7.045;0.735;5.27;31.01;0.09;8.0265
18NE17102_113;2;44.2543;-63.7655;436829;113.79;03-mar-17;23:16:00;113.792;32.6461;4.5439;5.9562;7.828;NaN;NaN;NaN;NaN;NaN;NaN;7.513
18NE17102_113;2;44.2543;-63.7655;436830;50.08;03-mar-17;23:18:00;50.082;31.0584;1.043;7.3005;7.878;0.26623;6.79;0.729;5.085;NaN;0.105;NaN
18NE17102_113;2;44.2543;-63.7655;436831;25.08;03-mar-17;23:18:00;25.089;31.0055;1.0832;7.3724;7.867;0.24575;6.85;0.738;5.275;NaN;0.095;NaN
18NE17102_113;2;44.2543;-63.7655;436832;5.06;03-mar-17;23:19:00;5.064;30.9969;1.0672;7.376;7.874;0.27306;6.83;0.729;5.14;NaN;0.105;8.525
18NE17102_225;3;44.0647;-63.8453;436833;150.87;04-mar-17;02:21:00;150.872;34.456;9.2634;3.3457;7.739;0.11657;14.115;1.2665;15.52;34.436;0.05;3.812
18NE17102_225;3;44.0647;-63.8453;436834;50.69;04-mar-17;02:25:00;50.696;31.4589;1.035;7.1327;7.822;0.18772;6.925;0.7765;5.935;NaN;0.095;NaN
18NE17102_225;3;44.0647;-63.8453;436835;25.53;04-mar-17;02:26:00;25.532;31.0462;1.0025;7.4187;7.821;0.37545;6.785;0.724;4.955;NaN;0.095;NaN
18NE17102_225;3;44.0647;-63.8453;436836;5;04-mar-17;02:27:00;5.005;31.0418;0.991;7.4331;7.825;0.34814;6.9;0.714;4.13;NaN;0.12;8.0845
