CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18HU01068_002;STN27;47.5467;-52.5867;253801;169;14-nov-01;23:30:00;170.3;33.279;7.34885803851321;-0.8;9.16;1.51;8.53;NaN
18HU01068_002;STN27;47.5467;-52.5867;253802;150;14-nov-01;23:30:00;151.59;32.93;7.76981639050605;-1.111;5.47;1.39;6.54;0.06
18HU01068_002;STN27;47.5467;-52.5867;253803;100;14-nov-01;23:30:00;100.42;32.549;8.06090461262875;-0.706;4.72;1.62;5.31;0.08
18HU01068_002;STN27;47.5467;-52.5867;253804;75;14-nov-01;23:30:00;75.82;32.324;8.11016569637259;0.255;3.37;1.54;3.71;0.11
18HU01068_002;STN27;47.5467;-52.5867;253805;51;14-nov-01;23:30:00;51.15;31.292;7.74070756829378;6.204;NaN;NaN;NaN;NaN
18HU01068_002;STN27;47.5467;-52.5867;253806;40;14-nov-01;23:30:00;40.4;31.221;7.68920734437976;6.442;NaN;NaN;NaN;NaN
18HU01068_002;STN27;47.5467;-52.5867;253807;31;14-nov-01;23:30:00;31.11;31.202;7.64890282131662;6.514;0.49;0.52;0;0.85
18HU01068_002;STN27;47.5467;-52.5867;253808;21;14-nov-01;23:30:00;21.05;31.201;7.63994626063592;6.518;0.49;0.57;0;0.8
18HU01068_002;STN27;47.5467;-52.5867;253809;11;14-nov-01;23:30:00;10.97;31.201;7.63994626063592;6.503;0.61;0.65;0;0.83
18HU01068_002;STN27;47.5467;-52.5867;253810;6;14-nov-01;23:30:00;6.13;31.201;7.64890282131662;6.509;0.51;0.53;0;0.82
18HU01068_003;SEGB-09;44.725;-51.395;253857;65;15-nov-01;22:37:00;65.62;32.769;6.02104791759964;4.449;7.34;1.68;1.88;0.12
18HU01068_003;SEGB-09;44.725;-51.395;253858;50;15-nov-01;22:37:00;50.13;32.772;6.07030900134349;4.517;7.87;1.52;1.26;0.16
18HU01068_003;SEGB-09;44.725;-51.395;253859;40;15-nov-01;22:37:00;39.94;32.27;7.03090013434841;10.215;0.53;0.49;0;0.56
18HU01068_003;SEGB-09;44.725;-51.395;253860;30;15-nov-01;22:37:00;30.22;32.27;6.99059561128527;10.214;0.49;0.48;0;0.58
18HU01068_003;SEGB-09;44.725;-51.395;253861;20;15-nov-01;22:37:00;20.03;32.27;6.9704433497537;10.214;0.5;0.42;0;0.55
18HU01068_003;SEGB-09;44.725;-51.395;253862;10;15-nov-01;22:37:00;9.92;32.27;6.95924764890282;10.212;0.5;0.49;0;0.58
18HU01068_003;SEGB-09;44.725;-51.395;253863;5;15-nov-01;22:37:00;4.85;32.27;6.95924764890282;10.211;0.31;0.32;0;0.62
18HU01068_014;SEGB-10;44.3633;-51.1033;253864;66;16-nov-01;01:36:00;66.07;32.766;6.52933273622929;4.176;6.73;1.6;2.15;0.3
18HU01068_014;SEGB-10;44.3633;-51.1033;253865;49;16-nov-01;01:36:00;49.64;32.766;6.58083296014331;4.226;6.02;1.77;2.79;0.69
18HU01068_014;SEGB-10;44.3633;-51.1033;253866;39;16-nov-01;01:36:00;39.41;32.26;7.14957456336767;9.898;0.95;0.39;0.2;1.35
18HU01068_014;SEGB-10;44.3633;-51.1033;253867;29;16-nov-01;01:36:00;29.08;32.256;7.10031347962383;9.894;0.92;0.34;4.39;1.22
18HU01068_014;SEGB-10;44.3633;-51.1033;253868;19;16-nov-01;01:36:00;19.05;32.256;7.08016121809225;9.896;0.84;0.26;0.01;1.25
18HU01068_014;SEGB-10;44.3633;-51.1033;253869;9;16-nov-01;01:36:00;9.52;32.256;7.06896551724138;9.9;0.96;0.38;0.2;1.34
18HU01068_014;SEGB-10;44.3633;-51.1033;253870;5;16-nov-01;01:36:00;5.16;32.259;7.06896551724138;9.913;0.96;0.47;0.54;1.43
18HU01068_025;SEGB-11;44;-50.8083;253871;65;16-nov-01;04:05:00;65.94;32.912;7.36005373936408;2.464;5.97;1.65;2.95;0.35
18HU01068_025;SEGB-11;44;-50.8083;253872;51;16-nov-01;04:05:00;51.31;32.911;7.44066278549037;2.447;5.57;1.59;2.71;0.29
18HU01068_025;SEGB-11;44;-50.8083;253873;40;16-nov-01;04:05:00;40.09;32.326;7.31974921630094;10.15;0.51;0.39;0.14;1.61
18HU01068_025;SEGB-11;44;-50.8083;253874;30;16-nov-01;04:05:00;29.74;32.322;7.12942230183609;10.388;0.1;0.34;0.14;1.59
18HU01068_025;SEGB-11;44;-50.8083;253875;20;16-nov-01;04:05:00;20.06;32.319;7.08911777877295;10.404;0.14;0.33;0.14;1.9
18HU01068_025;SEGB-11;44;-50.8083;253876;10;16-nov-01;04:05:00;9.93;32.318;7.06896551724138;10.406;0.23;0.38;0.5;1.79
18HU01068_025;SEGB-11;44;-50.8083;253877;5;16-nov-01;04:05:00;5.05;32.317;7.08016121809225;10.408;0.23;0.35;0.38;1.79
18HU01068_036;SEGB-12;43.6333;-50.5167;253878;62;16-nov-01;07:10:00;62.15;32.742;7.36005373936408;3.337;8.32;1.59;3.03;0.42
18HU01068_036;SEGB-12;43.6333;-50.5167;253879;51;16-nov-01;07:10:00;51.44;32.742;7.38020600089566;3.34;8.39;1.42;2.89;0.25
18HU01068_036;SEGB-12;43.6333;-50.5167;253880;41;16-nov-01;07:10:00;41.46;32.736;7.36901030004478;3.408;8.39;1.75;3.08;0.26
18HU01068_036;SEGB-12;43.6333;-50.5167;253881;30;16-nov-01;07:10:00;30.16;32.279;7.2794446932378;9.64;0.42;0.44;0.29;1.51
18HU01068_036;SEGB-12;43.6333;-50.5167;253882;20;16-nov-01;07:10:00;20.04;32.287;7.19883564711151;9.738;0.45;0.6;0.52;1.56
18HU01068_036;SEGB-12;43.6333;-50.5167;253883;10;16-nov-01;07:10:00;10.39;32.29;7.18092252575011;9.775;0.44;0.6;0.52;1.57
18HU01068_036;SEGB-12;43.6333;-50.5167;253884;5;16-nov-01;07:10:00;5.54;32.292;7.16972682489924;9.797;0.56;0.59;0.64;1.57
18HU01068_047;SEGB-13;43.2;-50.1667;-253885;0;16-nov-01;10:15:00;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU01068_047;SEGB-13;43.2;-50.1667;253885;62;16-nov-01;10:15:00;62.65;32.905;7.48992386923421;1.627;12.53;1.43;5.71;0.73
18HU01068_047;SEGB-13;43.2;-50.1667;253886;51;16-nov-01;10:15:00;50.9;32.809;7.59068517689207;2.255;10.74;1.33;5.22;0.44
18HU01068_047;SEGB-13;43.2;-50.1667;253887;41;16-nov-01;10:15:00;41.29;32.804;7.59068517689207;2.327;10.1;1.21;4.03;0.48
18HU01068_047;SEGB-13;43.2;-50.1667;253888;31;16-nov-01;10:15:00;31.07;32.704;7.79892521271832;3.924;5.1;0.88;2.56;0.32
18HU01068_047;SEGB-13;43.2;-50.1667;253889;19;16-nov-01;10:15:00;19.53;32.275;7.74070756829378;7.498;0.18;0.41;0.14;2.72
18HU01068_047;SEGB-13;43.2;-50.1667;253890;10;16-nov-01;10:15:00;10.01;32.27;7.7205553067622;7.573;0.37;0.49;0.73;2.79
