CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;CTD
18HU05071_817;771;47.5815;-59.342;289331;50.37;16-nov-05;06:12:00;32.09;4.45;303.33072;6.774;0.165;0.615;4.02;3.955;NaN;0.215;1.008
18HU05071_817;771;47.5815;-59.342;289332;25.38;16-nov-05;06:12:00;31.61;6.74;303.37538;6.712;0.105;0.36;1.355;1.91333;NaN;0.715;2.221
18HU05071_817;771;47.5815;-59.342;289333;15.37;16-nov-05;06:12:00;31.51;7.04;303.4647;6.705;0.115;0.39;1.315;2.47;NaN;0.755;2.595
18HU05071_817;771;47.5815;-59.342;289334;5.55;16-nov-05;06:12:00;31.51;7.04;303.42004;6.709;0.12;0.42;1.32;2.28;0.7;0.76;2.598
18HU05071_817;771;47.5815;-59.342;289335;1.29;16-nov-05;06:12:00;31.52;7.04;303.59868;6.718;0.12;0.42;1.32;2.295;0.575;0.61;2.59
18HU05071_818;781;47.67183;-59.86867;289336;517.48;16-nov-05;08:52:00;34.83;4.91;192.88654;4.3265;0.015;1.525;20.485;27.365;NaN;NaN;0.335
18HU05071_818;781;47.67183;-59.86867;289337;396.67;16-nov-05;08:52:00;34.81;5.14;184.8924;4.186;0.01;1.49;21.145;23.68;NaN;NaN;0.33
18HU05071_818;781;47.67183;-59.86867;289338;297.37;16-nov-05;08:52:00;34.63;5.53;109.01506;2.446;0.01;1.85;24.46;34.82;NaN;NaN;0.383
18HU05071_818;781;47.67183;-59.86867;289339;198.53;16-nov-05;08:52:00;33.82;4.28;196.504;4.25;0.015;1.39;16.585;17.78;NaN;NaN;0.376
18HU05071_818;781;47.67183;-59.86867;289340;99.64;16-nov-05;08:52:00;32.52;1.72;303.50936;6.8535;0.035;0.855;6.895;5.615;0.025;0.035;0.483
18HU05071_818;781;47.67183;-59.86867;289341;49.77;16-nov-05;08:52:00;31.96;5.82;300.3385;6.712;0.17;0.535;2.58;2.89;0.345;0.375;0.943
18HU05071_818;781;47.67183;-59.86867;289342;25.68;16-nov-05;08:52:00;31.65;7.41;302.39286;6.643;0.105;0.4;1.11;1.91;0.71;0.575;2.075
18HU05071_818;781;47.67183;-59.86867;289343;15.47;16-nov-05;08:52:00;31.65;7.41;302.1249;6.669;0.11;0.4;1.09;1.915;0.51;0.555;2.137
18HU05071_818;781;47.67183;-59.86867;289344;4.76;16-nov-05;08:52:00;31.65;7.4;302.39286;6.665;0.105;0.4;1.095;1.96;0.525;0.55;2.013
18HU05071_818;781;47.67183;-59.86867;289345;3.67;16-nov-05;08:52:00;31.65;7.4;302.5715;6.665;0.105;0.405;1.095;1.98;0.47;0.48;2.031
