CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXYM_01;TEMP_XX;Si_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mmol/m**3);(celsius);(mmol/m**3)
181064009_257;37;41.8333;-49.9583;-859;597;16-jun-64;19:30:00;5.98994626063592;4.38;14
181064009_257;37;41.8333;-49.9583;-860;697;16-jun-64;19:30:00;6.30994402149575;4.06;13
181064009_257;37;41.8333;-49.9583;-861;797;16-jun-64;19:30:00;6.01994626063592;4.26;15
181064009_257;37;41.8333;-49.9583;-862;896;16-jun-64;20:48:00;6.00994626063592;4.23;15
181064009_257;37;41.8333;-49.9583;-863;955;16-jun-64;20:48:00;6.04994626063592;4.12;15
181064009_257;37;41.8333;-49.9583;-864;1155;16-jun-64;20:48:00;NaN;3.92;8
181064009_257;37;41.8333;-49.9583;-865;1455;16-jun-64;20:48:00;6.24994402149575;3.7;17
181064009_257;37;41.8333;-49.9583;-866;1959;16-jun-64;20:48:00;6.22994402149575;3.44;17
181064009_257;37;41.8333;-49.9583;-867;2450;16-jun-64;20:48:00;6.27994402149575;3.08;19
181064009_257;37;41.8333;-49.9583;-868;2953;16-jun-64;20:48:00;6.33994178235558;2.71;20
181064009_257;37;41.8333;-49.9583;-869;3256;16-jun-64;20:48:00;6.35994178235558;2.41;22
181064009_257;37;41.8333;-49.9583;-870;3449;16-jun-64;20:48:00;6.32994402149575;2.29;26
181064009_257;37;41.8333;-49.9583;-871;3646;16-jun-64;20:48:00;6.31994402149575;2.17;28
181064009_261;38;42.1583;-49.9833;-872;0;17-jun-64;00:30:00;NaN;9.8;NaN
181064009_261;38;42.1583;-49.9833;-873;49;17-jun-64;00:30:00;6.73993954321541;4.28;7
181064009_261;38;42.1583;-49.9833;-874;98;17-jun-64;00:30:00;6.10994402149575;4.3;12
181064009_261;38;42.1583;-49.9833;-875;148;17-jun-64;00:30:00;6.06994402149575;3.78;13
181064009_261;38;42.1583;-49.9833;-876;197;17-jun-64;00:30:00;5.57995073891626;4.46;18
181064009_261;38;42.1583;-49.9833;-877;246;17-jun-64;00:30:00;6.19994402149575;3.5;16
181064009_261;38;42.1583;-49.9833;-878;295;17-jun-64;00:30:00;5.94994626063592;4.02;20
181064009_261;38;42.1583;-49.9833;-879;393;17-jun-64;00:30:00;5.72994849977609;4.66;15
181064009_261;38;42.1583;-49.9833;-880;492;17-jun-64;00:30:00;6.00994626063592;4.3;14
181064009_261;38;42.1583;-49.9833;-881;589;17-jun-64;00:30:00;6.21994402149575;4.14;19
181064009_261;38;42.1583;-49.9833;-882;686;17-jun-64;00:30:00;6.38994178235558;3.99;13
181064009_261;38;42.1583;-49.9833;-883;781;17-jun-64;01:12:00;6.43994178235558;3.87;13
181064009_261;38;42.1583;-49.9833;-884;912;17-jun-64;01:12:00;6.51994178235558;3.74;12
181064009_261;38;42.1583;-49.9833;-885;1008;17-jun-64;01:12:00;6.52994178235558;3.68;13
181064009_261;38;42.1583;-49.9833;-886;1205;17-jun-64;01:12:00;6.56993954321541;3.57;NaN
181064009_261;38;42.1583;-49.9833;-887;1500;17-jun-64;01:12:00;6.40994178235558;3.58;NaN
181064009_261;38;42.1583;-49.9833;-888;1753;17-jun-64;03:00:00;6.37994178235558;3.48;NaN
181064009_261;38;42.1583;-49.9833;-889;1995;17-jun-64;03:00:00;6.26994402149575;3.41;NaN
181064009_261;38;42.1583;-49.9833;-890;2225;17-jun-64;03:00:00;6.31994402149575;3.22;NaN
181064009_261;38;42.1583;-49.9833;-891;2470;17-jun-64;03:00:00;6.27994402149575;3.05;NaN
181064009_261;38;42.1583;-49.9833;-892;2960;17-jun-64;03:00:00;6.32994402149575;2.62;NaN
181064009_261;38;42.1583;-49.9833;-893;3163;17-jun-64;03:00:00;6.40994178235558;2.37;NaN
181064009_261;38;42.1583;-49.9833;-894;3360;17-jun-64;03:00:00;6.42994178235558;2.2;NaN
181064009_263;39;42.4833;-49.9916;-895;0;17-jun-64;06:54:00;NaN;8.7;NaN
181064009_263;39;42.4833;-49.9916;-896;46;17-jun-64;06:54:00;6.75993954321541;4.56;7
181064009_263;39;42.4833;-49.9916;-897;91;17-jun-64;06:54:00;6.06994402149575;4.24;13
181064009_263;39;42.4833;-49.9916;-898;139;17-jun-64;06:54:00;6.70993954321541;2.83;11
181064009_263;39;42.4833;-49.9916;-899;185;17-jun-64;06:54:00;6.34994178235558;3.61;14
181064009_263;39;42.4833;-49.9916;-900;233;17-jun-64;06:54:00;6.65993954321541;3.28;13
181064009_263;39;42.4833;-49.9916;-901;281;17-jun-64;06:54:00;6.91993730407524;3.1;12
181064009_263;39;42.4833;-49.9916;-902;379;17-jun-64;06:54:00;6.60994178235558;3.74;12
181064009_263;39;42.4833;-49.9916;-903;475;17-jun-64;06:54:00;6.79993954321541;3.66;12
181064009_263;39;42.4833;-49.9916;-904;577;17-jun-64;06:54:00;6.68993954321541;3.78;12
181064009_263;39;42.4833;-49.9916;-905;672;17-jun-64;06:54:00;6.55994178235558;3.84;12
181064009_263;39;42.4833;-49.9916;-906;769;17-jun-64;06:54:00;6.66993954321541;3.74;13
181064009_263;39;42.4833;-49.9916;-907;869;17-jun-64;06:54:00;6.70993954321541;3.68;13
181064009_263;39;42.4833;-49.9916;-908;1045;17-jun-64;08:00:00;6.67993954321541;3.64;12
181064009_263;39;42.4833;-49.9916;-909;1250;17-jun-64;08:00:00;6.70993954321541;3.59;12
181064009_263;39;42.4833;-49.9916;-910;1543;17-jun-64;08:00:00;6.68993954321541;3.54;13
181064009_263;39;42.4833;-49.9916;-911;1838;17-jun-64;08:00:00;6.43994178235558;3.51;15
181064009_263;39;42.4833;-49.9916;-912;2035;17-jun-64;08:00:00;6.47994178235558;3.42;15
181064009_263;39;42.4833;-49.9916;-913;2232;17-jun-64;08:00:00;6.42994178235558;3.29;16
181064009_263;39;42.4833;-49.9916;-914;2430;17-jun-64;08:00:00;6.38994178235558;3;17
181064009_263;39;42.4833;-49.9916;-915;2630;17-jun-64;08:00:00;6.43994178235558;2.98;18
181064009_265;40;42.8333;-50;-916;0;17-jun-64;11:24:00;NaN;0.8;NaN
181064009_265;40;42.8333;-50;-917;10;17-jun-64;11:24:00;8.31992386923421;3.78;3
181064009_265;40;42.8333;-50;-918;30;17-jun-64;11:48:00;8.68992163009404;0.21;2
181064009_265;40;42.8333;-50;-919;48;17-jun-64;11:24:00;7.51993282579489;-0.75;NaN
181064009_265;40;42.8333;-50;-920;73;17-jun-64;11:24:00;7.46993282579489;-0.74;6
181064009_265;40;42.8333;-50;-921;97;17-jun-64;11:24:00;7.33993506493506;-0.41;9
181064009_265;40;42.8333;-50;-922;145;17-jun-64;11:24:00;7.16993506493507;0.42;12
181064009_275;41;43.1666;-50;-923;10;17-jun-64;13:48:00;7.4099328257949;7.42;NaN
181064009_275;41;43.1666;-50;-924;30;17-jun-64;13:48:00;9.02991939095388;2.59;NaN
181064009_275;41;43.1666;-50;-925;50;17-jun-64;13:48:00;8.19992610837438;0.66;NaN
181064009_275;41;43.1666;-50;-926;0;17-jun-64;13:48:00;NaN;8.8;NaN
181064009_276;42;44.5933;-48.5866;-927;0;21-jun-64;07:18:00;NaN;8.8;NaN
181064009_276;42;44.5933;-48.5866;-928;10;21-jun-64;08:30:00;6.89993730407524;9.33;NaN
181064009_276;42;44.5933;-48.5866;-929;49;21-jun-64;08:30:00;7.00993730407524;5.75;9
181064009_276;42;44.5933;-48.5866;-930;98;21-jun-64;08:30:00;5.49995073891626;5.18;15
181064009_276;42;44.5933;-48.5866;-931;147;21-jun-64;08:30:00;5.79994849977609;4.43;15
181064009_276;42;44.5933;-48.5866;-932;196;21-jun-64;08:30:00;4.66995745633677;5.98;19
181064009_276;42;44.5933;-48.5866;-933;243;21-jun-64;08:30:00;5.0399552171966;5.48;18
181064009_276;42;44.5933;-48.5866;-934;292;21-jun-64;08:30:00;5.24995297805643;5.55;17
181064009_276;42;44.5933;-48.5866;-935;395;21-jun-64;08:30:00;5.87994626063592;4.52;14
181064009_276;42;44.5933;-48.5866;-936;485;21-jun-64;08:30:00;5.72994849977609;4.76;15
181064009_276;42;44.5933;-48.5866;-937;585;21-jun-64;08:30:00;6.18994402149575;4.23;16
181064009_276;42;44.5933;-48.5866;-938;675;21-jun-64;08:30:00;6.31994402149575;4.07;15
181064009_276;42;44.5933;-48.5866;-939;773;21-jun-64;10:06:00;6.38994178235558;3.98;14
181064009_276;42;44.5933;-48.5866;-940;882;21-jun-64;10:06:00;6.44994178235558;3.86;15
181064009_276;42;44.5933;-48.5866;-941;976;21-jun-64;10:06:00;6.53994178235558;3.72;14
181064009_276;42;44.5933;-48.5866;-942;1170;21-jun-64;08:30:00;6.49994178235558;3.59;14
181064009_276;42;44.5933;-48.5866;-943;1444;21-jun-64;10:06:00;6.55994178235558;3.54;14
181064009_276;42;44.5933;-48.5866;-944;1955;21-jun-64;10:06:00;6.36994178235558;3.41;NaN
181064009_276;42;44.5933;-48.5866;-945;2460;21-jun-64;10:06:00;6.49994178235558;3.1;17
181064009_277;43;38.9033;-48.0833;-946;49;22-jun-64;14:48:00;5.22995297805643;20.5;NaN
181064009_277;43;38.9033;-48.0833;-947;98;22-jun-64;14:48:00;5.17995297805643;18.08;NaN
181064009_277;43;38.9033;-48.0833;-948;148;22-jun-64;14:48:00;4.9899552171966;17.72;NaN
181064009_277;43;38.9033;-48.0833;-949;197;22-jun-64;14:48:00;5.09995297805643;17.63;NaN
181064009_277;43;38.9033;-48.0833;-950;247;22-jun-64;14:48:00;5.06995297805643;17.46;NaN
181064009_277;43;38.9033;-48.0833;-951;296;22-jun-64;14:48:00;5.0499552171966;17.39;NaN
181064009_277;43;38.9033;-48.0833;-952;395;22-jun-64;14:48:00;5.15995297805643;17.38;NaN
181064009_277;43;38.9033;-48.0833;-953;494;22-jun-64;14:48:00;5.14995297805643;17.26;NaN
181064009_277;43;38.9033;-48.0833;-954;593;22-jun-64;14:48:00;4.51995969547694;16.23;NaN
181064009_277;43;38.9033;-48.0833;-955;693;22-jun-64;14:48:00;4.17996193461711;14;NaN
181064009_277;43;38.9033;-48.0833;-956;892;22-jun-64;14:48:00;3.31997089117779;9.29;NaN
181064009_277;43;38.9033;-48.0833;-957;992;22-jun-64;14:48:00;4.28996193461711;6.79;NaN
181064009_277;43;38.9033;-48.0833;-958;0;22-jun-64;14:48:00;NaN;21.9;NaN
