CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;OXYM_01;Si_01;NO2_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18NA96022_302;CAST#1;45.9408;-60.528;175839;1;27-sep-96;15:38:00;20.98;13.18;6.33;5.485;0.187;0.2825;0.42;0.1602
18NA96022_303;CAST#1;45.9577;-60.5745;175840;25;27-sep-96;16:30:00;NaN;NaN;4.307;13.335;0.81;1.017;4.085;0.1602
18NA96022_303;CAST#1;45.9577;-60.5745;175841;5;27-sep-96;16:30:00;20.879;13.123;6.308;7.15;0.089;0.2985;0.265;1.2015
18NA96022_303;CAST#1;45.9577;-60.5745;175842;1;27-sep-96;16:30:00;20.682;13.44;6.343;7.17;0.07;0.2515;0.23;0.6408
18NA96022_304;CAST#1;46.0553;-60.6242;175679;120;22-sep-96;13:32:00;25.424;0.263;6.978;13.275;0.074;0.9045;7.77;NaN
18NA96022_304;CAST#1;46.0553;-60.6242;175680;71;22-sep-96;13:32:00;25.182;1.452;6.792;9.885;0.078;0.767;6.93;NaN
18NA96022_304;CAST#1;46.0553;-60.6242;175681;38;22-sep-96;13:32:00;24.917;6.896;6.126;6.985;0.113;0.5965;4.04;0.4806
18NA96022_304;CAST#1;46.0553;-60.6242;175682;7;22-sep-96;13:32:00;22.445;16.147;5.925;4.53;0.096;0.2205;0.19;3.7647
18NA96022_304;CAST#1;46.0553;-60.6242;175683;1;22-sep-96;13:32:00;22.448;16.148;5.947;4.475;0.098;0.1875;0.095;0.9612
18NA96022_305;CAST#1;45.9543;-60.5855;175843;5;27-sep-96;17:02:00;20.772;12.877;5.9;7.44;0.088;0.329;0.35;0.5607
18NA96022_305;CAST#1;45.9543;-60.5855;175844;1;27-sep-96;17:02:00;20.72;13.183;6.386;7.59;0.087;0.272;0.24;0.5607
18NA96022_306;CAST#1;45.7432;-60.8022;175845;26;27-sep-96;19:33:00;21.991;12.145;5.858;5.545;0.21;0.3195;1.35;0.2403
18NA96022_306;CAST#1;45.7432;-60.8022;175846;15;27-sep-96;19:33:00;21.503;13.835;6.2;4.355;0.1275;0.199;0.37;1.2015
18NA96022_306;CAST#1;45.7432;-60.8022;175847;5;27-sep-96;19:33:00;21.444;13.843;6.191;4.49;0.139;0.27;0.465;0.8811
18NA96022_306;CAST#1;45.7432;-60.8022;175848;1;27-sep-96;19:33:00;21.449;13.843;6.189;4.53;0.14;0.1875;0.58;0.6408
18NA96022_307;CAST#1;45.7013;-60.7933;175849;13;27-sep-96;19:58:00;21.039;14.074;6.086;5.06;0.1595;0.177;0.46;0.6408
18NA96022_307;CAST#1;45.7013;-60.7933;175850;5;27-sep-96;19:58:00;21.048;14.057;6.136;4.985;0.1525;0.166;0.5;3.1239
18NA96022_307;CAST#1;45.7013;-60.7933;175851;1;27-sep-96;19:58:00;21.047;14.055;6.121;5.1;0.146;0.2135;0.79;2.8035
18NA96022_308;CAST#1;45.6752;-60.8285;175852;17;27-sep-96;20:18:00;21.967;13.698;4.674;10.635;0.9335;0.626;2.69;2.7234
18NA96022_308;CAST#1;45.6752;-60.8285;175853;5;27-sep-96;20:18:00;20.685;14.582;6.124;4.865;0.141;0.11;0.36;0.8811
18NA96022_309;CAST#1;45.6572;-60.8567;175854;20;27-sep-96;20:40:00;22.283;5.47;3.261;13.72;0.128;1.4995;9.07;0.2403
18NA96022_309;CAST#1;45.6572;-60.8567;175855;5;27-sep-96;20:40:00;19.831;14.112;6.375;4.805;0.076;0.1445;0.345;2.8836
18NA96022_309;CAST#1;45.6572;-60.8567;175856;1;27-sep-96;20:40:00;19.791;14.136;6.419;4.75;0.068;0.0655;0.24;0.9612
18NA96022_315;CAST#1;46.0705;-60.6432;175684;35;22-sep-96;14:04:00;24.905;6.633;6.304;7.08;0.1335;0.6355;4.625;0.8811
18NA96022_315;CAST#1;46.0705;-60.6432;175685;7;22-sep-96;14:04:00;23.351;15.868;5.852;3.595;0.1145;0.2455;0.16;1.1214
18NA96022_326;CAST#1;46.1117;-60.5557;175686;209;22-sep-96;14:40:00;25.556;0.213;4.736;29.56;0.1005;1.5005;14.96;NaN
18NA96022_326;CAST#1;46.1117;-60.5557;175687;14;22-sep-96;14:40:00;23.341;16.057;NaN;3.475;0.0935;0.22;0.2;1.2015
18NA96022_326;CAST#1;46.1117;-60.5557;175688;5;22-sep-96;14:40:00;23.272;16.166;5.919;3.345;0.095;0.207;0.1;1.2816
18NA96022_326;CAST#1;46.1117;-60.5557;175689;1;22-sep-96;14:40:00;23.213;16.161;5.911;3.31;0.0885;0.1935;0.08;0.7209
18NA96022_339;CAST#1;46.1867;-60.4325;175690;170;22-sep-96;15:56:00;25.554;0.213;4.748;29.415;0.125;1.533;14.62;NaN
18NA96022_339;CAST#1;46.1867;-60.4325;175691;149;22-sep-96;15:56:00;25.548;0.219;4.816;29;0.1045;1.55;14.835;NaN
18NA96022_339;CAST#1;46.1867;-60.4325;175692;100;22-sep-96;15:56:00;25.392;0.426;6.187;16.39;0.1005;1.118;10.21;NaN
18NA96022_339;CAST#1;46.1867;-60.4325;175693;50;22-sep-96;15:56:00;24.945;2.905;6.84;7.32;0.1075;0.7155;5.18;2.0025
18NA96022_339;CAST#1;46.1867;-60.4325;175694;25;22-sep-96;15:56:00;23.396;16.228;5.896;3.155;0.103;0.2335;0.21;0.6408
18NA96022_339;CAST#1;46.1867;-60.4325;175695;5;22-sep-96;15:56:00;23.366;16.263;5.932;3.305;0.1395;0.223;0.175;1.2015
