CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo
18HU12042_097;LL_07;44.1302;-58.1823;386247;611;12-oct-12;03:51:00;5.5
18HU12042_097;LL_07;44.1302;-58.1823;386249;250;12-oct-12;04:02:00;3.3
18HU12042_097;LL_07;44.1302;-58.1823;386258;4;12-oct-12;04:18:00;5.2
18HU12042_102;HL_05;43.171;-62.0927;385292;93;26-sep-12;02:16:00;4.4
18HU12042_102;HL_05;43.171;-62.0927;385293;81;26-sep-12;02:18:00;4.5
18HU12042_102;HL_05;43.171;-62.0927;385294;60;26-sep-12;02:21:00;4.7
18HU12042_102;HL_05;43.171;-62.0927;385296;41;26-sep-12;02:24:00;5.8
18HU12042_102;HL_05;43.171;-62.0927;385297;30;26-sep-12;02:25:00;6.7
18HU12042_102;HL_05;43.171;-62.0927;385298;20;26-sep-12;02:27:00;6.3
18HU12042_102;HL_05;43.171;-62.0927;385299;11;26-sep-12;02:29:00;5.4
18HU12042_102;HL_05;43.171;-62.0927;385301;2.5;26-sep-12;02:30:00;5.4
18HU12042_107;GULD_03;44.0072;-59.0197;386260;464;13-oct-12;03:10:00;5.1
18HU12042_107;GULD_03;44.0072;-59.0197;386261;251;13-oct-12;03:19:00;4.2
18HU12042_107;GULD_03;44.0072;-59.0197;386270;4;13-oct-12;03:35:00;5.8
18HU12042_109;SG_23;43.8643;-58.7283;386272;1232;13-oct-12;07:05:00;6.1
18HU12042_109;SG_23;43.8643;-58.7283;386275;248;13-oct-12;07:28:00;3.3
18HU12042_109;SG_23;43.8643;-58.7283;386284;4;13-oct-12;07:44:00;5.7
18HU12042_111;GULD_04;43.789;-58.8987;386286;2230;13-oct-12;11:08:00;5.5
18HU12042_111;GULD_04;43.789;-58.8987;386290;250;13-oct-12;11:52:00;2.1
18HU12042_111;GULD_04;43.789;-58.8987;386299;4;13-oct-12;12:05:00;4.2
18HU12042_115;SG_28;43.71;-59.0068;386304;250;13-oct-12;15:13:00;2
18HU12042_115;SG_28;43.71;-59.0068;386313;4;13-oct-12;15:28:00;4.7
18HU12042_119;SIB_08;43.1163;-60.1243;386315;1951;14-oct-12;02:31:00;6.2
18HU12042_119;SIB_08;43.1163;-60.1243;386319;249;14-oct-12;03:09:00;3.2
18HU12042_119;SIB_08;43.1163;-60.1243;386328;3;14-oct-12;03:24:00;5.4
18HU12042_121;SIB_07;43.3235;-60.3308;386330;1223;14-oct-12;07:01:00;6
18HU12042_121;SIB_07;43.3235;-60.3308;386334;252;14-oct-12;07:24:00;3.2
18HU12042_121;SIB_07;43.3235;-60.3308;386343;4;14-oct-12;07:38:00;5.2
18HU12042_123;SIB_06;43.677;-60.6388;386345;55;14-oct-12;10:25:00;3.3
18HU12042_123;SIB_06;43.677;-60.6388;386351;3;14-oct-12;10:31:00;4.3
18HU12042_125;SIB_04;44.0617;-61.0588;386353;54;14-oct-12;13:37:00;4.9
18HU12042_125;SIB_04;44.0617;-61.0588;386359;4;14-oct-12;13:43:00;4.6
18HU12042_128;SIB_03;44.2785;-61.261;386361;98;14-oct-12;15:44:00;3.4
18HU12042_128;SIB_03;44.2785;-61.261;386370;3;14-oct-12;15:54:00;4.3
18HU12042_130;SIB_02;44.5163;-61.5408;386372;149;14-oct-12;18:18:00;1.9
18HU12042_130;SIB_02;44.5163;-61.5408;386381;3;14-oct-12;18:29:00;4.3
18HU12042_132;SIB_01;44.8642;-61.887;386383;62;14-oct-12;21:03:00;4.8
18HU12042_132;SIB_01;44.8642;-61.887;386390;3;14-oct-12;21:11:00;6.1
18HU12042_135;LE;44.4382;-62.1787;386392;209;15-oct-12;01:35:00;2.9
18HU12042_135;LE;44.4382;-62.1787;386400;2;15-oct-12;01:48:00;5.8
18HU12042_138;HL_05A;42.9303;-61.8213;385302;540;26-sep-12;06:31:00;5
18HU12042_138;HL_05A;42.9303;-61.8213;385303;200;26-sep-12;06:46:00;3.3
18HU12042_138;HL_05A;42.9303;-61.8213;385304;100;26-sep-12;06:52:00;4.2
18HU12042_138;HL_05A;42.9303;-61.8213;385305;81;26-sep-12;06:54:00;4.5
18HU12042_138;HL_05A;42.9303;-61.8213;385306;61;26-sep-12;06:56:00;4.7
18HU12042_138;HL_05A;42.9303;-61.8213;385307;50;26-sep-12;06:57:00;5.2
18HU12042_138;HL_05A;42.9303;-61.8213;385308;41;26-sep-12;06:59:00;6.1
18HU12042_138;HL_05A;42.9303;-61.8213;385309;30;26-sep-12;07:00:00;6.6
18HU12042_138;HL_05A;42.9303;-61.8213;385310;20;26-sep-12;07:01:00;5.8
18HU12042_138;HL_05A;42.9303;-61.8213;385311;10;26-sep-12;07:03:00;5.4
18HU12042_138;HL_05A;42.9303;-61.8213;385313;4;26-sep-12;07:04:00;5.5
18HU12042_139;HL_02;44.2715;-63.3153;386402;128;15-oct-12;07:03:00;3.2
18HU12042_139;HL_02;44.2715;-63.3153;386407;40;15-oct-12;07:10:00;6.6
18HU12042_139;HL_02;44.2715;-63.3153;386411;3;15-oct-12;07:14:00;5.9
18HU12042_160;HL_06;42.8642;-61.7305;385315;752;26-sep-12;10:40:00;5.6
18HU12042_160;HL_06;42.8642;-61.7305;385316;500;26-sep-12;10:47:00;4.7
18HU12042_160;HL_06;42.8642;-61.7305;385317;251;26-sep-12;10:54:00;3.2
18HU12042_160;HL_06;42.8642;-61.7305;385318;101;26-sep-12;10:58:00;4
18HU12042_160;HL_06;42.8642;-61.7305;385319;81;26-sep-12;11:00:00;4.3
18HU12042_160;HL_06;42.8642;-61.7305;385320;59;26-sep-12;11:02:00;4.5
18HU12042_160;HL_06;42.8642;-61.7305;385321;50;26-sep-12;11:03:00;4.6
18HU12042_160;HL_06;42.8642;-61.7305;385322;39;26-sep-12;11:04:00;5
18HU12042_160;HL_06;42.8642;-61.7305;385323;30;26-sep-12;11:06:00;5.5
18HU12042_160;HL_06;42.8642;-61.7305;385324;20;26-sep-12;11:07:00;6.1
18HU12042_160;HL_06;42.8642;-61.7305;385325;10;26-sep-12;11:08:00;5.4
18HU12042_160;HL_06;42.8642;-61.7305;385326;2;26-sep-12;11:09:00;5.4
18HU12042_182;HL_06.3;42.7363;-61.6132;385329;1500;26-sep-12;15:13:00;6
18HU12042_182;HL_06.3;42.7363;-61.6132;385330;1200;26-sep-12;15:21:00;4.6
18HU12042_182;HL_06.3;42.7363;-61.6132;385331;1001;26-sep-12;15:26:00;5.9
18HU12042_182;HL_06.3;42.7363;-61.6132;385332;750;26-sep-12;15:32:00;2.4
18HU12042_182;HL_06.3;42.7363;-61.6132;385333;500;26-sep-12;15:39:00;4.5
18HU12042_182;HL_06.3;42.7363;-61.6132;385335;100;26-sep-12;15:49:00;4.3
18HU12042_182;HL_06.3;42.7363;-61.6132;385336;81;26-sep-12;15:50:00;4.4
18HU12042_182;HL_06.3;42.7363;-61.6132;385337;60;26-sep-12;15:52:00;4.5
18HU12042_182;HL_06.3;42.7363;-61.6132;385338;51;26-sep-12;15:53:00;4.8
18HU12042_182;HL_06.3;42.7363;-61.6132;385339;40;26-sep-12;15:54:00;5.5
18HU12042_182;HL_06.3;42.7363;-61.6132;385340;31;26-sep-12;15:56:00;5.9
18HU12042_182;HL_06.3;42.7363;-61.6132;385341;21;26-sep-12;15:57:00;5.3
18HU12042_182;HL_06.3;42.7363;-61.6132;385342;11;26-sep-12;15:58:00;1.8
18HU12042_182;HL_06.3;42.7363;-61.6132;385344;2.2;26-sep-12;16:00:00;5.6
18HU12042_215;HL_06.7;42.6177;-61.5162;385351;2000;26-sep-12;19:58:00;6.1
18HU12042_215;HL_06.7;42.6177;-61.5162;385352;1700;26-sep-12;20:05:00;6
18HU12042_215;HL_06.7;42.6177;-61.5162;385353;1500;26-sep-12;20:10:00;6
18HU12042_215;HL_06.7;42.6177;-61.5162;385355;1000;26-sep-12;20:21:00;5.9
18HU12042_215;HL_06.7;42.6177;-61.5162;385356;750;26-sep-12;20:27:00;5.5
18HU12042_215;HL_06.7;42.6177;-61.5162;385357;502;26-sep-12;20:34:00;4.3
18HU12042_215;HL_06.7;42.6177;-61.5162;385358;251;26-sep-12;20:39:00;3.1
18HU12042_215;HL_06.7;42.6177;-61.5162;385359;100;26-sep-12;20:43:00;4.5
18HU12042_215;HL_06.7;42.6177;-61.5162;385360;80;26-sep-12;20:44:00;4.7
18HU12042_215;HL_06.7;42.6177;-61.5162;385361;61;26-sep-12;20:45:00;5.6
18HU12042_215;HL_06.7;42.6177;-61.5162;385362;50;26-sep-12;20:46:00;5.7
18HU12042_215;HL_06.7;42.6177;-61.5162;385363;40;26-sep-12;20:47:00;5.4
18HU12042_215;HL_06.7;42.6177;-61.5162;385364;31;26-sep-12;20:48:00;5.2
18HU12042_215;HL_06.7;42.6177;-61.5162;385365;20;26-sep-12;20:49:00;5.2
18HU12042_215;HL_06.7;42.6177;-61.5162;385368;2;26-sep-12;20:51:00;5.2
18HU12042_237;HL_07;42.5245;-61.4383;385373;2675;27-sep-12;00:35:00;6.1
18HU12042_237;HL_07;42.5245;-61.4383;385375;2201;27-sep-12;00:47:00;6.1
18HU12042_237;HL_07;42.5245;-61.4383;385376;2001;27-sep-12;00:52:00;6.1
18HU12042_237;HL_07;42.5245;-61.4383;385377;1701;27-sep-12;01:00:00;6.1
18HU12042_237;HL_07;42.5245;-61.4383;385379;1201;27-sep-12;01:13:00;6
18HU12042_237;HL_07;42.5245;-61.4383;385380;1001;27-sep-12;01:18:00;5.9
18HU12042_237;HL_07;42.5245;-61.4383;385381;501;27-sep-12;01:28:00;4.5
18HU12042_237;HL_07;42.5245;-61.4383;385382;252;27-sep-12;01:34:00;3.1
18HU12042_237;HL_07;42.5245;-61.4383;385383;101;27-sep-12;01:38:00;4.7
18HU12042_237;HL_07;42.5245;-61.4383;385384;80;27-sep-12;01:39:00;4.8
18HU12042_237;HL_07;42.5245;-61.4383;385385;60;27-sep-12;01:41:00;4.9
18HU12042_237;HL_07;42.5245;-61.4383;385386;49;27-sep-12;01:43:00;5.1
18HU12042_237;HL_07;42.5245;-61.4383;385387;40;27-sep-12;01:44:00;6.2
18HU12042_237;HL_07;42.5245;-61.4383;385388;30;27-sep-12;01:46:00;6.2
18HU12042_237;HL_07;42.5245;-61.4383;385389;21;27-sep-12;01:47:00;5.3
18HU12042_237;HL_07;42.5245;-61.4383;385390;11;27-sep-12;01:49:00;5.2
18HU12042_237;HL_07;42.5245;-61.4383;385392;2.3;27-sep-12;01:50:00;5.2
18HU12042_243;HL_08;42.3602;-61.3387;385394;3462;27-sep-12;07:14:00;6.2
18HU12042_243;HL_08;42.3602;-61.3387;385395;3202;27-sep-12;07:20:00;6.2
18HU12042_243;HL_08;42.3602;-61.3387;385396;3000;27-sep-12;07:25:00;6.2
18HU12042_243;HL_08;42.3602;-61.3387;385397;2702;27-sep-12;07:31:00;6.2
18HU12042_243;HL_08;42.3602;-61.3387;385399;2201;27-sep-12;07:42:00;6.2
18HU12042_243;HL_08;42.3602;-61.3387;385400;2001;27-sep-12;07:47:00;6.1
18HU12042_243;HL_08;42.3602;-61.3387;385401;1701;27-sep-12;07:53:00;6.1
18HU12042_243;HL_08;42.3602;-61.3387;385402;1501;27-sep-12;07:57:00;6
18HU12042_243;HL_08;42.3602;-61.3387;385403;1201;27-sep-12;08:03:00;6
18HU12042_243;HL_08;42.3602;-61.3387;385404;1001;27-sep-12;08:08:00;6
18HU12042_243;HL_08;42.3602;-61.3387;385405;500;27-sep-12;08:18:00;4.4
18HU12042_243;HL_08;42.3602;-61.3387;385406;250;27-sep-12;08:23:00;3.3
18HU12042_243;HL_08;42.3602;-61.3387;385407;101;27-sep-12;08:26:00;4.6
18HU12042_243;HL_08;42.3602;-61.3387;385408;80;27-sep-12;08:28:00;4.8
18HU12042_243;HL_08;42.3602;-61.3387;385409;60;27-sep-12;08:30:00;4.7
18HU12042_243;HL_08;42.3602;-61.3387;385411;40;27-sep-12;08:34:00;5.9
18HU12042_243;HL_08;42.3602;-61.3387;385412;30;27-sep-12;08:36:00;6
18HU12042_243;HL_08;42.3602;-61.3387;385413;21;27-sep-12;08:37:00;5.6
18HU12042_243;HL_08;42.3602;-61.3387;385414;10;27-sep-12;08:39:00;5.2
18HU12042_243;HL_08;42.3602;-61.3387;385416;2;27-sep-12;08:40:00;5.1
18HU12042_247;HL_09;42.2017;-61.168;385418;3941;27-sep-12;13:09:00;6.2
18HU12042_247;HL_09;42.2017;-61.168;385419;3503;27-sep-12;13:24:00;6.2
18HU12042_247;HL_09;42.2017;-61.168;385420;3201;27-sep-12;13:31:00;6.2
18HU12042_247;HL_09;42.2017;-61.168;385421;3001;27-sep-12;13:37:00;6.2
18HU12042_247;HL_09;42.2017;-61.168;385423;2200;27-sep-12;14:01:00;6.1
18HU12042_247;HL_09;42.2017;-61.168;385424;2000;27-sep-12;14:06:00;6
18HU12042_247;HL_09;42.2017;-61.168;385425;1701;27-sep-12;14:13:00;6
18HU12042_247;HL_09;42.2017;-61.168;385426;1500;27-sep-12;14:19:00;6
18HU12042_247;HL_09;42.2017;-61.168;385427;1200;27-sep-12;14:27:00;6
18HU12042_247;HL_09;42.2017;-61.168;385428;1000;27-sep-12;14:37:00;5.9
18HU12042_247;HL_09;42.2017;-61.168;385429;500;27-sep-12;14:48:00;4.6
18HU12042_247;HL_09;42.2017;-61.168;385430;251;27-sep-12;14:55:00;3.3
18HU12042_247;HL_09;42.2017;-61.168;385431;101;27-sep-12;14:59:00;4.5
18HU12042_247;HL_09;42.2017;-61.168;385432;81;27-sep-12;15:00:00;4.4
18HU12042_247;HL_09;42.2017;-61.168;385433;60;27-sep-12;15:01:00;4.5
18HU12042_247;HL_09;42.2017;-61.168;385434;50;27-sep-12;15:02:00;4.9
18HU12042_247;HL_09;42.2017;-61.168;385435;41;27-sep-12;15:03:00;5.6
18HU12042_247;HL_09;42.2017;-61.168;385436;30;27-sep-12;15:04:00;5.4
18HU12042_247;HL_09;42.2017;-61.168;385437;20;27-sep-12;15:05:00;5.1
18HU12042_247;HL_09;42.2017;-61.168;385438;11;27-sep-12;15:06:00;5.1
18HU12042_247;HL_09;42.2017;-61.168;385439;3;27-sep-12;15:07:00;5.1
18HU12042_247;HL_09;42.2017;-61.168;385440;3;27-sep-12;15:07:00;5
18HU12042_257;HL_10;42.032;-61.0715;385442;4129;27-sep-12;19:50:00;6.1
18HU12042_257;HL_10;42.032;-61.0715;385443;3500;27-sep-12;20:11:00;6.2
18HU12042_257;HL_10;42.032;-61.0715;385444;3202;27-sep-12;20:19:00;6.2
18HU12042_257;HL_10;42.032;-61.0715;385445;3000;27-sep-12;20:25:00;6.2
18HU12042_257;HL_10;42.032;-61.0715;385446;2500;27-sep-12;20:37:00;6
18HU12042_257;HL_10;42.032;-61.0715;385447;2200;27-sep-12;20:44:00;6.1
18HU12042_257;HL_10;42.032;-61.0715;385448;2000;27-sep-12;20:50:00;6.1
18HU12042_257;HL_10;42.032;-61.0715;385450;1501;27-sep-12;21:05:00;6
18HU12042_257;HL_10;42.032;-61.0715;385451;1198;27-sep-12;21:16:00;5.9
18HU12042_257;HL_10;42.032;-61.0715;385452;1000;27-sep-12;21:21:00;5.9
18HU12042_257;HL_10;42.032;-61.0715;385453;499;27-sep-12;21:33:00;4.2
18HU12042_257;HL_10;42.032;-61.0715;385454;250;27-sep-12;21:39:00;3.3
18HU12042_257;HL_10;42.032;-61.0715;385455;100;27-sep-12;21:43:00;4.4
18HU12042_257;HL_10;42.032;-61.0715;385456;79;27-sep-12;21:45:00;4.4
18HU12042_257;HL_10;42.032;-61.0715;385457;60;27-sep-12;21:47:00;5.1
18HU12042_257;HL_10;42.032;-61.0715;385458;51;27-sep-12;21:48:00;4.9
18HU12042_257;HL_10;42.032;-61.0715;385459;40;27-sep-12;21:49:00;5.4
18HU12042_257;HL_10;42.032;-61.0715;385460;30;27-sep-12;21:51:00;4.9
18HU12042_257;HL_10;42.032;-61.0715;385461;21;27-sep-12;21:52:00;4.9
18HU12042_257;HL_10;42.032;-61.0715;385462;11;27-sep-12;21:54:00;4.9
18HU12042_257;HL_10;42.032;-61.0715;385464;2;27-sep-12;21:55:00;4.9
18HU12042_265;HL_11;41.781;-60.916;385466;4507;28-sep-12;04:15:00;5.9
18HU12042_265;HL_11;41.781;-60.916;385467;3499;28-sep-12;04:36:00;6.1
18HU12042_265;HL_11;41.781;-60.916;385468;3200;28-sep-12;04:43:00;6.2
18HU12042_265;HL_11;41.781;-60.916;385469;3000;28-sep-12;04:48:00;6.2
18HU12042_265;HL_11;41.781;-60.916;385470;2500;28-sep-12;05:00:00;6.1
18HU12042_265;HL_11;41.781;-60.916;385471;2200;28-sep-12;05:07:00;6.1
18HU12042_265;HL_11;41.781;-60.916;385474;1501;28-sep-12;05:26:00;5.9
18HU12042_265;HL_11;41.781;-60.916;385475;1200;28-sep-12;05:33:00;5.8
18HU12042_265;HL_11;41.781;-60.916;385476;1001;28-sep-12;05:39:00;5.7
18HU12042_265;HL_11;41.781;-60.916;385477;500;28-sep-12;05:50:00;4.1
18HU12042_265;HL_11;41.781;-60.916;385478;250;28-sep-12;05:56:00;3.4
18HU12042_265;HL_11;41.781;-60.916;385479;101;28-sep-12;06:00:00;5
18HU12042_265;HL_11;41.781;-60.916;385480;81;28-sep-12;06:02:00;4.1
18HU12042_265;HL_11;41.781;-60.916;385481;61;28-sep-12;06:03:00;5.5
18HU12042_265;HL_11;41.781;-60.916;385482;50;28-sep-12;06:05:00;5.1
18HU12042_265;HL_11;41.781;-60.916;385483;41;28-sep-12;06:06:00;5
18HU12042_265;HL_11;41.781;-60.916;385484;30;28-sep-12;06:07:00;5
18HU12042_265;HL_11;41.781;-60.916;385485;21;28-sep-12;06:09:00;5
18HU12042_265;HL_11;41.781;-60.916;385486;11;28-sep-12;06:10:00;5
18HU12042_265;HL_11;41.781;-60.916;385488;3;28-sep-12;06:11:00;5
18HU12042_277;HL_12;41.4093;-60.6805;385490;4721;28-sep-12;11:54:00;5.9
18HU12042_277;HL_12;41.4093;-60.6805;385491;4000;28-sep-12;12:19:00;6.1
18HU12042_277;HL_12;41.4093;-60.6805;385492;3502;28-sep-12;12:32:00;6.1
18HU12042_277;HL_12;41.4093;-60.6805;385493;3200;28-sep-12;12:41:00;6.2
18HU12042_277;HL_12;41.4093;-60.6805;385494;3005;28-sep-12;12:47:00;6.2
18HU12042_277;HL_12;41.4093;-60.6805;385495;2500;28-sep-12;12:59:00;6.1
18HU12042_277;HL_12;41.4093;-60.6805;385496;2002;28-sep-12;13:16:00;6.1
18HU12042_277;HL_12;41.4093;-60.6805;385497;1699;28-sep-12;13:24:00;6
18HU12042_277;HL_12;41.4093;-60.6805;385498;1500;28-sep-12;13:29:00;6
18HU12042_277;HL_12;41.4093;-60.6805;385500;1000;28-sep-12;13:41:00;5.9
