CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(ml/l)
18HU12042_003;HL_03;43.879;-62.8695;385271;259;25-sep-12;17:33:00;2.7
18HU12042_003;HL_03;43.879;-62.8695;385272;201;25-sep-12;17:36:00;3
18HU12042_003;HL_03;43.879;-62.8695;385273;102;25-sep-12;17:40:00;3.9
18HU12042_003;HL_03;43.879;-62.8695;385274;81;25-sep-12;17:42:00;4.5
18HU12042_003;HL_03;43.879;-62.8695;385275;61;25-sep-12;17:44:00;4.9
18HU12042_003;HL_03;43.879;-62.8695;385276;51;25-sep-12;17:45:00;5.4
18HU12042_003;HL_03;43.879;-62.8695;385277;41;25-sep-12;17:47:00;5.8
18HU12042_003;HL_03;43.879;-62.8695;385278;31;25-sep-12;17:48:00;6.3
18HU12042_003;HL_03;43.879;-62.8695;385279;21;25-sep-12;17:49:00;7
18HU12042_003;HL_03;43.879;-62.8695;385280;11;25-sep-12;17:51:00;6
18HU12042_003;HL_03;43.879;-62.8695;385282;2.3;25-sep-12;17:53:00;5.7
18HU12042_005;HL_02;44.2725;-63.3132;385823;152;03-oct-12;01:55:00;3
18HU12042_005;HL_02;44.2725;-63.3132;385824;100;03-oct-12;01:58:00;3.8
18HU12042_005;HL_02;44.2725;-63.3132;385825;80;03-oct-12;01:59:00;4.5
18HU12042_005;HL_02;44.2725;-63.3132;385826;61;03-oct-12;02:01:00;5.3
18HU12042_005;HL_02;44.2725;-63.3132;385827;51;03-oct-12;02:02:00;5.8
18HU12042_005;HL_02;44.2725;-63.3132;385828;41;03-oct-12;02:04:00;6.4
18HU12042_005;HL_02;44.2725;-63.3132;385829;31;03-oct-12;02:05:00;7
18HU12042_005;HL_02;44.2725;-63.3132;385830;20;03-oct-12;02:07:00;5.6
18HU12042_005;HL_02;44.2725;-63.3132;385831;11;03-oct-12;02:08:00;5.6
18HU12042_005;HL_02;44.2725;-63.3132;385832;2;03-oct-12;02:10:00;5.6
18HU12042_020;CSL_06;47.5873;-59.3412;385885;251;05-oct-12;05:08:00;3.5
18HU12042_020;CSL_06;47.5873;-59.3412;385896;2;05-oct-12;05:28:00;6.2
18HU12042_022;CSL_05;47.43;-59.5605;385898;467;05-oct-12;08:08:00;4.2
18HU12042_022;CSL_05;47.43;-59.5605;385910;3;05-oct-12;08:31:00;6.3
18HU12042_024;CSL_04;47.2717;-59.7783;385912;462;05-oct-12;10:56:00;3.8
18HU12042_024;CSL_04;47.2717;-59.7783;385924;2;05-oct-12;11:21:00;5.7
18HU12042_028;CSL_03;47.1;-59.9932;385926;324;05-oct-12;14:39:00;3.3
18HU12042_028;CSL_03;47.1;-59.9932;385936;10;05-oct-12;14:57:00;5.8
18HU12042_028;CSL_03;47.1;-59.9932;385937;2;05-oct-12;14:58:00;5.2
18HU12042_030;CSL_02;47.02;-60.1193;385939;171;05-oct-12;16:37:00;4.2
18HU12042_030;CSL_02;47.02;-60.1193;385949;3;05-oct-12;16:51:00;5.3
18HU12042_032;CSL_01;46.96;-60.221;385951;75;05-oct-12;18:12:00;6.2
18HU12042_032;CSL_01;46.96;-60.221;385958;3;05-oct-12;18:20:00;5.8
18HU12042_035;LL_01;45.83;-59.8503;385960;84;06-oct-12;04:13:00;6.2
18HU12042_035;LL_01;45.83;-59.8503;385968;2.5;06-oct-12;04:24:00;4.9
18HU12042_038;LL_02;45.6603;-59.7002;385979;3;06-oct-12;06:37:00;5.6
18HU12042_043;LL_03;45.4902;-59.5192;385981;136;06-oct-12;18:17:00;5
18HU12042_043;LL_03;45.4902;-59.5192;385990;3;06-oct-12;18:29:00;5.7
18HU12042_045;LL_04;45.162;-59.1768;385992;100;06-oct-12;21:07:00;5.4
18HU12042_045;LL_04;45.162;-59.1768;386000;2;06-oct-12;21:18:00;5.7
18HU12042_048;LL_05;44.8227;-58.852;386002;166;07-oct-12;00:26:00;5.5
18HU12042_048;LL_05;44.8227;-58.852;386011;2;07-oct-12;00:41:00;5.6
18HU12042_050;LL_06;44.4812;-58.5107;386013;61;07-oct-12;03:40:00;6.1
18HU12042_050;LL_06;44.4812;-58.5107;386019;3;07-oct-12;03:48:00;5.7
18HU12042_052;BANQ_B04;44.7803;-57.2527;386021;394;07-oct-12;09:46:00;3.9
18HU12042_052;BANQ_B04;44.7803;-57.2527;386031;3;07-oct-12;10:07:00;5.3
18HU12042_054;BP_05;44.8858;-56.6263;386033;403;07-oct-12;13:50:00;3.5
18HU12042_054;BP_05;44.8858;-56.6263;386034;250;07-oct-12;13:55:00;3.1
18HU12042_054;BP_05;44.8858;-56.6263;386043;3;07-oct-12;14:10:00;5.5
18HU12042_056;BP_04;44.9193;-56.4372;386046;250;07-oct-12;16:12:00;3.1
18HU12042_056;BP_04;44.9193;-56.4372;386055;3;07-oct-12;16:26:00;5.6
18HU12042_058;HL_04;43.4802;-62.447;385283;75;25-sep-12;22:22:00;5.9
18HU12042_058;HL_04;43.4802;-62.447;385284;61;25-sep-12;22:24:00;4.9
18HU12042_058;HL_04;43.4802;-62.447;385285;51;25-sep-12;22:25:00;5
18HU12042_058;HL_04;43.4802;-62.447;385286;41;25-sep-12;22:30:00;6.9
18HU12042_058;HL_04;43.4802;-62.447;385287;31;25-sep-12;22:31:00;6.5
18HU12042_058;HL_04;43.4802;-62.447;385288;21;25-sep-12;22:32:00;5.8
18HU12042_058;HL_04;43.4802;-62.447;385289;11;25-sep-12;22:33:00;5.6
18HU12042_058;HL_04;43.4802;-62.447;385290;3;25-sep-12;22:34:00;5.6
18HU12042_058;HL_04;43.4802;-62.447;385291;3;25-sep-12;22:35:00;5.6
18HU12042_059;BP_01;44.9845;-56.1432;386057;217;07-oct-12;18:28:00;3.3
18HU12042_059;BP_01;44.9845;-56.1432;386066;3;07-oct-12;18:41:00;5
18HU12042_061;EH_01;45.0482;-55.8825;386068;79;07-oct-12;20:17:00;6.5
18HU12042_061;EH_01;45.0482;-55.8825;386075;2;07-oct-12;20:24:00;5.4
18HU12042_063;EH_02;44.9195;-55.867;386077;169;07-oct-12;22:40:00;4.8
18HU12042_063;EH_02;44.9195;-55.867;386086;3;07-oct-12;22:54:00;5.7
18HU12042_067;EH_03;44.8818;-55.8707;386088;285;08-oct-12;01:45:00;3.8
18HU12042_067;EH_03;44.8818;-55.8707;386089;251;08-oct-12;01:48:00;3.5
18HU12042_067;EH_03;44.8818;-55.8707;386098;2;08-oct-12;02:06:00;5.7
18HU12042_070;EH_04;44.823;-55.8485;386101;501;08-oct-12;05:37:00;5.8
18HU12042_070;EH_04;44.823;-55.8485;386102;251;08-oct-12;05:43:00;3.5
18HU12042_070;EH_04;44.823;-55.8485;386111;4;08-oct-12;05:57:00;5.6
18HU12042_072;SPB_08;44.7593;-55.84;386116;250;08-oct-12;09:07:00;3.5
18HU12042_072;SPB_08;44.7593;-55.84;386125;3;08-oct-12;09:19:00;5.2
18HU12042_075;SPB_09;44.5263;-55.8347;386127;2220;08-oct-12;15:40:00;5.5
18HU12042_075;SPB_09;44.5263;-55.8347;386131;250;08-oct-12;16:26:00;3.6
18HU12042_075;SPB_09;44.5263;-55.8347;386140;3;08-oct-12;16:39:00;5.6
18HU12042_078;SPB_10;44.2368;-55.8315;386142;2977;08-oct-12;22:28:00;6.2
18HU12042_078;SPB_10;44.2368;-55.8315;386148;252;08-oct-12;23:47:00;3.6
18HU12042_078;SPB_10;44.2368;-55.8315;386157;2;09-oct-12;00:06:00;5.6
18HU12042_082;SPB_10A;43.8007;-55.7003;386159;3677;09-oct-12;06:50:00;6.3
18HU12042_082;SPB_10A;43.8007;-55.7003;386166;252;09-oct-12;08:06:00;3.4
18HU12042_082;SPB_10A;43.8007;-55.7003;386175;4;09-oct-12;08:21:00;5.5
18HU12042_084;GBL1_05;43.701;-53.9655;386177;3768;09-oct-12;17:39:00;6.2
18HU12042_084;GBL1_05;43.701;-53.9655;386186;250;09-oct-12;18:57:00;3.3
18HU12042_084;GBL1_05;43.701;-53.9655;386195;3;09-oct-12;19:11:00;5.5
18HU12042_087;GBL1_04;44.0403;-53.6473;386197;2611;10-oct-12;01:42:00;6.3
18HU12042_087;GBL1_04;44.0403;-53.6473;386203;252;10-oct-12;02:39:00;3.7
18HU12042_087;GBL1_04;44.0403;-53.6473;386212;3;10-oct-12;02:55:00;5.6
18HU12042_092;LL_09;43.4732;-57.5553;386214;3729;11-oct-12;05:18:00;6.3
18HU12042_092;LL_09;43.4732;-57.5553;386220;251;11-oct-12;06:36:00;3.4
18HU12042_092;LL_09;43.4732;-57.5553;386229;4;11-oct-12;06:50:00;5.3
18HU12042_096;LL_08;43.7855;-57.7875;386236;251;11-oct-12;22:01:00;3.2
18HU12042_096;LL_08;43.7855;-57.7875;386245;1;11-oct-12;22:16:00;5.6
