CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
18TL08041_993;31;47.10283;-59.98417;291092;2.58;26-jul-08;03:41:00;28.69;18.52;254.47268;261.10469;0.385;0.01;0.085;0.07;0.565;1.781
18TL08041_994;41;47.2715;-59.78317;291093;452.7;26-jul-08;05:25:00;34.79;5.01;168.77014;232.56695;NaN;NaN;NaN;NaN;NaN;0.238
18TL08041_994;41;47.2715;-59.78317;291094;250.44;26-jul-08;05:25:00;34.48;5.49;157.51582;155.50612;NaN;NaN;NaN;NaN;NaN;0.205
18TL08041_994;41;47.2715;-59.78317;291095;50.27;26-jul-08;05:25:00;32.17;0.64;351.38488;NaN;NaN;NaN;NaN;NaN;NaN;0.723
18TL08041_994;41;47.2715;-59.78317;291096;27.17;26-jul-08;05:25:00;31.94;1.26;367.01588;NaN;NaN;NaN;NaN;NaN;NaN;2.877
18TL08041_994;41;47.2715;-59.78317;291097;15.47;26-jul-08;05:25:00;31.67;4.45;342.40822;NaN;NaN;NaN;NaN;NaN;NaN;1.322
18TL08041_995;51;47.43417;-59.5615;291099;454.37;26-jul-08;07:27:00;34.79;5.01;169.84198;171.56139;NaN;NaN;NaN;NaN;NaN;0.23
18TL08041_995;51;47.43417;-59.5615;291100;249.45;26-jul-08;07:27:00;34.47;5.74;173.23614;173.66041;NaN;NaN;NaN;NaN;NaN;0.198
18TL08041_995;51;47.43417;-59.5615;291101;50.67;26-jul-08;07:27:00;32.16;0.59;346.115;NaN;NaN;NaN;NaN;NaN;0.14;0.837
18TL08041_995;51;47.43417;-59.5615;291102;27.67;26-jul-08;07:27:00;31.66;1.31;350.04508;NaN;NaN;NaN;NaN;NaN;0.82;2.841
18TL08041_995;51;47.43417;-59.5615;291103;15.87;26-jul-08;07:27:00;31.39;10;293.10358;NaN;NaN;NaN;NaN;NaN;0.485;2.251
18TL08041_995;51;47.43417;-59.5615;291104;3.17;26-jul-08;07:27:00;30.39;15.89;267.2901;269.85805;NaN;NaN;NaN;NaN;0.32;1.028
18TL08041_996;61;47.58367;-59.34283;291105;248.26;26-jul-08;09:19:00;34.58;5.58;171.4944;170.77984;NaN;NaN;NaN;NaN;NaN;0.206
18TL08041_996;61;47.58367;-59.34283;291106;51.06;26-jul-08;09:19:00;32.14;1.22;353.17128;NaN;NaN;NaN;NaN;NaN;NaN;0.708
18TL08041_996;61;47.58367;-59.34283;291107;25.78;26-jul-08;09:19:00;31.31;9.05;302.48218;NaN;NaN;NaN;NaN;NaN;NaN;1.873
18TL08041_996;61;47.58367;-59.34283;291108;15.37;26-jul-08;09:19:00;30.9;16.24;262.6008;NaN;NaN;NaN;NaN;NaN;NaN;1.122
18TL08041_996;61;47.58367;-59.34283;291109;2.78;26-jul-08;09:19:00;30.9;16.27;263.00274;NaN;NaN;NaN;NaN;NaN;NaN;1.056
18TL08041_997;81;47.77167;-59.87217;291110;484.04;26-jul-08;14:59:00;34.79;5;170.1546;179.82349;NaN;NaN;NaN;NaN;NaN;0.243
18TL08041_997;81;47.77167;-59.87217;291111;247.46;26-jul-08;14:59:00;34.46;5.5;155.50612;159.10125;NaN;NaN;NaN;NaN;NaN;0.21
18TL08041_997;81;47.77167;-59.87217;291112;51.06;26-jul-08;14:59:00;31.95;0.49;358.8431;NaN;NaN;NaN;NaN;NaN;0.915;1.027
18TL08041_997;81;47.77167;-59.87217;291113;38.27;26-jul-08;14:59:00;31.66;4.08;326.73256;NaN;NaN;NaN;NaN;NaN;0.3;2.188
18TL08041_997;81;47.77167;-59.87217;291114;15.67;26-jul-08;14:59:00;30.88;16.33;261.7076;NaN;NaN;NaN;NaN;NaN;0.38;1.362
18TL08041_997;81;47.77167;-59.87217;291115;3.57;26-jul-08;14:59:00;30.11;17.44;NaN;260.01052;NaN;NaN;NaN;NaN;0.33;0.849
18TL08041_998;91;47.50283;-59.99933;291116;493.45;26-jul-08;17:20:00;34.79;4.99;168.99344;182.01183;29.835;0.01;22.05;1.61;NaN;0.248
18TL08041_998;91;47.50283;-59.99933;291117;250.04;26-jul-08;17:20:00;34.43;5.37;156.7566;190.98849;22.66;0.015;22.3;1.63;NaN;0.224
18TL08041_998;91;47.50283;-59.99933;291118;50.27;26-jul-08;17:20:00;32.22;0.5;349.0179;NaN;4.415;0.15;5.125;0.745;NaN;0.615
18TL08041_998;91;47.50283;-59.99933;291119;17.45;26-jul-08;17:20:00;31.24;9.83;301.27636;NaN;1.315;0.01;0.115;0.325;NaN;3.594
18TL08041_998;91;47.50283;-59.99933;291120;15.67;26-jul-08;17:20:00;31.12;12.15;285.3774;NaN;1;0.01;0.12;0.27;NaN;3.854
18TL08041_998;91;47.50283;-59.99933;291121;2.88;26-jul-08;17:20:00;28.46;18.75;252.90958;317.48794;0.675;0.01;0.09;0.06;NaN;0.909
