CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;OXYM_01;SSAL_XX;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mmol/m**3);((none));(mmol/m**3);(mmol/m**3);(mmol/m**3)
18PZ94029_127;CAST#1;42.0017;-60.7967;123939;20;30-oct-94;04:50:00;35.486;19.244;NaN;NaN;0.7225;0.0845;0.1705
18PZ94029_127;CAST#1;42.0017;-60.7967;123940;20;30-oct-94;04:50:00;35.486;19.244;NaN;NaN;NaN;NaN;NaN
18PZ94029_127;CAST#1;42.0017;-60.7967;123941;20;30-oct-94;04:50:00;35.486;19.244;NaN;NaN;NaN;NaN;NaN
18PZ94029_127;CAST#1;42.0017;-60.7967;123942;20;30-oct-94;04:50:00;35.486;19.244;NaN;NaN;NaN;NaN;NaN
18PZ94029_127;CAST#1;42.0017;-60.7967;123943;20;30-oct-94;04:50:00;35.486;19.244;NaN;NaN;NaN;NaN;NaN
18PZ94029_127;CAST#1;42.0017;-60.7967;123944;20;30-oct-94;04:50:00;35.486;19.244;NaN;NaN;NaN;NaN;NaN
18PZ94029_127;CAST#1;42.0017;-60.7967;123945;20;30-oct-94;04:50:00;35.486;19.244;NaN;NaN;NaN;NaN;NaN
18PZ94029_138;CAST#1;43.7833;-57.8333;123946;1000;31-oct-94;13:10:00;34.931;3.999;278.41044;NaN;11.6065;1.18;17.8655
18PZ94029_138;CAST#1;43.7833;-57.8333;123947;500;31-oct-94;13:10:00;34.936;4.97;245.54068;NaN;12.8745;1.3255;19.5815
18PZ94029_138;CAST#1;43.7833;-57.8333;123948;400;31-oct-94;13:10:00;34.901;5.332;226.8728;NaN;13.7685;1.4185;19.729
18PZ94029_138;CAST#1;43.7833;-57.8333;123949;30;31-oct-94;13:10:00;33.374;14.558;209.85734;NaN;12.0425;1.346;17.811
18PZ94029_138;CAST#1;43.7833;-57.8333;123950;200;31-oct-94;13:10:00;34.962;8.067;182.74872;NaN;11.8565;1.4045;19.28
18PZ94029_138;CAST#1;43.7833;-57.8333;123951;150;31-oct-94;13:10:00;34.719;7.703;214.50198;NaN;10.2785;1.2465;16.524
18PZ94029_138;CAST#1;43.7833;-57.8333;123952;4;31-oct-94;13:10:00;31.957;12.844;295.51522;NaN;4.85;0.9205;6.893
18PZ94029_138;CAST#1;43.7833;-57.8333;123953;72;31-oct-94;13:10:00;33.29;4.593;260.85906;NaN;1.7375;0.357;1.552
18PZ94029_138;CAST#1;43.7833;-57.8333;123954;20;31-oct-94;13:10:00;32.429;13.243;278.54442;NaN;0.979;0.2515;0
18PZ94029_138;CAST#1;43.7833;-57.8333;123955;1;31-oct-94;13:10:00;31.958;12.848;281.04538;NaN;0.9045;0.243;0
18PZ94029_149;CAST#1;44.1333;-58.175;123956;700;31-oct-94;17:05:00;34.933;4.326;268.58524;NaN;12.0195;1.231;17.8245
18PZ94029_149;CAST#1;44.1333;-58.175;123957;500;31-oct-94;17:05:00;34.935;4.681;254.1154;NaN;12.5215;1.3;18.4965
18PZ94029_149;CAST#1;44.1333;-58.175;123958;400;31-oct-94;17:05:00;34.898;5.232;232.63394;NaN;13.7115;1.3965;19.13
18PZ94029_149;CAST#1;44.1333;-58.175;123959;250;31-oct-94;17:05:00;35.008;7.594;178.68466;NaN;14.4995;1.535;21.888
18PZ94029_149;CAST#1;44.1333;-58.175;123960;200;31-oct-94;17:05:00;34.761;7.472;205.34668;NaN;11.2595;1.347;17.718
18PZ94029_149;CAST#1;44.1333;-58.175;123961;163;31-oct-94;17:05:00;34.782;8.432;210.48258;NaN;9.6515;1.2475;15.564
18PZ94029_149;CAST#1;44.1333;-58.175;123962;100;31-oct-94;17:05:00;33.766;6.157;269.79106;NaN;6.0485;1.012;9.206
18PZ94029_149;CAST#1;44.1333;-58.175;123963;76;31-oct-94;17:05:00;33.238;5.249;291.89776;NaN;4.044;0.886;6.09
18PZ94029_149;CAST#1;44.1333;-58.175;123964;35;31-oct-94;17:05:00;34.195;16.602;255.14258;NaN;1.019;0.191;0
18PZ94029_149;CAST#1;44.1333;-58.175;123965;1;31-oct-94;17:05:00;31.545;9.857;306.45692;NaN;0.847;0.373;0
18PZ94029_149;23;44.13333;-58.175;123966;500;31-oct-94;19:04:00;34.935;4.681;NaN;34.95;12.562;1.3115;18.072
18PZ94029_149;CAST#1;44.1333;-58.175;123966;500;31-oct-94;17:05:00;34.935;4.681;NaN;34.95;12.562;1.3115;18.072
18PZ94029_149;CAST#1;44.1333;-58.175;123967;200;31-oct-94;17:05:00;34.761;7.472;NaN;34.803;11.2055;1.333;17.55
18PZ94029_149;23;44.13333;-58.175;123967;200;31-oct-94;19:04:00;34.761;7.472;NaN;34.803;11.2055;1.333;17.55
18PZ94029_149;23;44.13333;-58.175;123968;150;31-oct-94;19:04:00;34.499;7.541;NaN;34.476;8.5725;1.1405;12.9525
18PZ94029_149;CAST#1;44.1333;-58.175;123968;150;31-oct-94;17:05:00;34.499;7.541;NaN;34.476;8.5725;1.1405;12.9525
18PZ94029_149;CAST#1;44.1333;-58.175;123969;75;31-oct-94;17:05:00;33.236;5.366;NaN;33.22;3.463;0.822;4.8355
18PZ94029_149;23;44.13333;-58.175;123969;75;31-oct-94;19:04:00;33.236;5.366;NaN;33.22;3.463;0.822;4.8355
18PZ94029_149;CAST#1;44.1333;-58.175;123970;35;31-oct-94;17:05:00;34.195;16.602;NaN;34.07;0.992;0.16;0
18PZ94029_149;23;44.13333;-58.175;123970;35;31-oct-94;19:04:00;34.195;16.602;NaN;34.07;0.992;0.16;0
18PZ94029_149;23;44.13333;-58.175;123971;10;31-oct-94;19:04:00;34.935;4.647;NaN;32.199;0.917;0.2875;0
18PZ94029_149;CAST#1;44.1333;-58.175;123971;510;31-oct-94;17:05:00;34.935;4.647;NaN;32.199;0.917;0.2875;0
18PZ94029_160;CAST#1;44.475;-58.51;123974;57;01-nov-94;01:55:00;32.304;2.02;288.7269;NaN;7.957;1.03;6.7395
18PZ94029_160;CAST#1;44.475;-58.51;123975;30;01-nov-94;01:55:00;31.338;8.1;312.57534;NaN;1.0225;0.4715;0.3785
18PZ94029_160;CAST#1;44.475;-58.51;123976;15;01-nov-94;01:55:00;30.935;8.336;316.99668;NaN;1.171;0.44;0
18PZ94029_160;CAST#1;44.475;-58.51;123977;2;01-nov-94;01:55:00;30.934;8.489;318.6491;NaN;1.033;0.4175;0.263
18PZ94029_171;CAST#1;44.8167;-58.85;123978;225;01-nov-94;04:51:00;32.914;1.667;267.69204;NaN;12.388;1.2295;11.616
18PZ94029_171;CAST#1;44.8167;-58.85;123979;200;01-nov-94;04:51:00;32.899;1.648;267.37942;NaN;12.5885;1.242;11.911
18PZ94029_171;CAST#1;44.8167;-58.85;123980;150;01-nov-94;04:51:00;32.803;1.494;334.36942;NaN;11.807;1.2685;11.668
18PZ94029_171;CAST#1;44.8167;-58.85;123981;125;01-nov-94;04:51:00;32.734;1.402;272.91726;NaN;10.879;1.194;10.5245
18PZ94029_171;CAST#1;44.8167;-58.85;123982;100;01-nov-94;04:51:00;32.661;1.35;276.57938;NaN;11.177;1.223;11.217
18PZ94029_171;CAST#1;44.8167;-58.85;123983;75;01-nov-94;04:51:00;32.59;1.304;279.25898;NaN;10.577;1.201;10.6945
18PZ94029_171;CAST#1;44.8167;-58.85;123984;50;01-nov-94;04:51:00;32.444;1.337;284.35022;NaN;9.7;1.178;10.054
18PZ94029_171;CAST#1;44.8167;-58.85;123985;20;01-nov-94;04:51:00;30.981;7.648;364.38094;NaN;1.924;0.5865;2.193
18PZ94029_171;CAST#1;44.8167;-58.85;123986;10;01-nov-94;04:51:00;30.658;8.65;308.10934;NaN;1.493;0.4605;1.0765
18PZ94029_171;CAST#1;44.8167;-58.85;123987;1;01-nov-94;04:51:00;30.613;8.674;312.30738;NaN;1.386;0.4105;0.6135
18PZ94029_171;CAST#1;44.8167;-58.85;123988;220;01-nov-94;04:51:00;32.91;1.663;NaN;32.93;12.648;1.2545;11.9975
18PZ94029_171;25;44.81666;-58.85833;123988;220;01-nov-94;05:47:00;32.91;1.663;NaN;32.93;12.648;1.2545;11.9975
18PZ94029_171;CAST#1;44.8167;-58.85;123989;100;01-nov-94;04:51:00;32.661;1.35;NaN;32.702;11.2645;1.185;11.235
18PZ94029_171;25;44.81666;-58.85833;123989;100;01-nov-94;05:47:00;32.661;1.35;NaN;32.702;11.2645;1.185;11.235
18PZ94029_171;25;44.81666;-58.85833;123990;50;01-nov-94;05:47:00;32.444;1.337;NaN;32.389;8.19;1.0605;8.82
18PZ94029_171;CAST#1;44.8167;-58.85;123990;50;01-nov-94;04:51:00;32.444;1.337;NaN;32.389;8.19;1.0605;8.82
18PZ94029_171;25;44.81666;-58.85833;123991;25;01-nov-94;05:47:00;31.103;7.106;NaN;30.965;1.6055;0.4995;1.303
18PZ94029_171;CAST#1;44.8167;-58.85;123991;25;01-nov-94;04:51:00;31.103;7.106;NaN;30.965;1.6055;0.4995;1.303
18PZ94029_171;CAST#1;44.8167;-58.85;123992;10;01-nov-94;04:51:00;30.658;8.65;NaN;30.675;1.4015;0.439;0.635
18PZ94029_171;25;44.81666;-58.85833;123992;10;01-nov-94;05:47:00;30.658;8.65;NaN;30.675;1.4015;0.439;0.635
18PZ94029_182;CAST#1;45.1567;-59.175;123993;80;01-nov-94;08:32:00;32.658;0.773;NaN;NaN;8.2955;1.1325;8.9085
18PZ94029_182;CAST#1;45.1567;-59.175;123994;50;01-nov-94;08:32:00;32.203;1.726;326.41994;NaN;4.389;0.8835;5.657
18PZ94029_182;CAST#1;45.1567;-59.175;123995;35;01-nov-94;08:32:00;31.595;4.103;305.65304;NaN;4.9945;0.8235;4.846
18PZ94029_182;CAST#1;45.1567;-59.175;123996;25;01-nov-94;08:32:00;31.585;7.569;302.52684;NaN;3.639;0.617;2.704
18PZ94029_182;CAST#1;45.1567;-59.175;123997;10;01-nov-94;08:32:00;30.29;8.633;311.81612;NaN;1.8985;0.4495;0.6765
18PZ94029_182;CAST#1;45.1567;-59.175;123998;1;01-nov-94;08:32:00;30.259;8.658;394.1245;NaN;2.179;0.45;0.986
18PZ94029_182;CAST#1;45.1567;-59.175;123999;10;01-nov-94;08:32:00;30.29;8.633;NaN;30.301;2.3795;0.477;1.197
18PZ94029_182;26;45.15833;-59.175;123999;10;01-nov-94;08:00:00;30.29;8.633;NaN;30.301;2.3795;0.477;1.197
18PZ94029_182;CAST#1;45.1567;-59.175;124000;25;01-nov-94;08:32:00;31.585;7.569;NaN;31.556;1.998;0.4635;0.9155
18PZ94029_182;26;45.15833;-59.175;124000;25;01-nov-94;08:00:00;31.585;7.569;NaN;31.556;1.998;0.4635;0.9155
18PZ94029_182;26;45.15833;-59.175;124101;50;01-nov-94;08:00:00;32.203;1.726;NaN;32.214;4.246;0.885;5.247
18PZ94029_182;CAST#1;45.1567;-59.175;124101;50;01-nov-94;08:32:00;32.203;1.726;NaN;32.214;4.246;0.885;5.247
18PZ94029_182;26;45.15833;-59.175;124102;75;01-nov-94;08:00:00;32.651;0.778;NaN;32.639;7.6995;1.099;8.4585
18PZ94029_182;CAST#1;45.1567;-59.175;124102;75;01-nov-94;08:32:00;32.651;0.778;NaN;32.639;7.6995;1.099;8.4585
18PZ94029_193;CAST#1;45.4917;-59.5167;124103;125;01-nov-94;11:37:00;32.959;1.644;268.22796;NaN;12.8035;1.2965;11.9945
18PZ94029_193;CAST#1;45.4917;-59.5167;124104;100;01-nov-94;11:37:00;32.835;1.547;271.5328;NaN;12.0595;1.242;11.3955
18PZ94029_193;CAST#1;45.4917;-59.5167;124105;75;01-nov-94;11:37:00;32.374;1.418;315.65688;NaN;6.1765;1.035;7.323
18PZ94029_193;CAST#1;45.4917;-59.5167;124106;55;01-nov-94;11:37:00;32.033;2.245;310.72195;NaN;5.826;0.933;5.7655
18PZ94029_193;CAST#1;45.4917;-59.5167;124107;30;01-nov-94;11:37:00;31.427;7.513;298.90938;NaN;5.2335;0.818;4.6975
18PZ94029_193;CAST#1;45.4917;-59.5167;124108;20;01-nov-94;11:37:00;31.16;7.638;300.51714;NaN;2.898;0.589;2.0085
18PZ94029_193;CAST#1;45.4917;-59.5167;124109;10;01-nov-94;11:37:00;29.554;9.014;304.8045;NaN;2.562;0.5435;1.5575
18PZ94029_193;CAST#1;45.4917;-59.5167;124110;1;01-nov-94;11:37:00;29.549;9.013;309.58312;NaN;2.6805;0.5055;1.4405
18PZ94029_193;CAST#1;45.4917;-59.5167;124111;100;01-nov-94;11:37:00;32.835;1.547;NaN;32.787;11.155;1.2475;10.8105
18PZ94029_193;27;45.49166;-59.51666;124111;100;01-nov-94;14:33:00;32.835;1.547;NaN;32.787;11.155;1.2475;10.8105
18PZ94029_193;27;45.49166;-59.51666;124112;50;01-nov-94;14:33:00;31.786;2.114;NaN;31.794;8.9565;1.112;8.2755
18PZ94029_193;CAST#1;45.4917;-59.5167;124112;50;01-nov-94;11:37:00;31.786;2.114;NaN;31.794;8.9565;1.112;8.2755
18PZ94029_193;CAST#1;45.4917;-59.5167;124113;25;01-nov-94;11:37:00;31.328;7.351;NaN;31.337;2.8275;0.57;1.86
18PZ94029_193;27;45.49166;-59.51666;124113;25;01-nov-94;14:33:00;31.328;7.351;NaN;31.337;2.8275;0.57;1.86
18PZ94029_193;27;45.49166;-59.51666;124114;10;01-nov-94;14:33:00;29.554;9.014;NaN;29.576;2.785;0.5265;1.4145
18PZ94029_193;CAST#1;45.4917;-59.5167;124114;10;01-nov-94;11:37:00;29.554;9.014;NaN;29.576;2.785;0.5265;1.4145
18PZ94029_204;CAST#1;45.6583;-59.7017;124115;125;01-nov-94;13:46:00;32.825;0.683;306.45692;NaN;8.744;1.1905;9.5955
18PZ94029_204;CAST#1;45.6583;-59.7017;124116;100;01-nov-94;13:46:00;32.585;0.633;321.68598;NaN;6.1485;1.071;7.315
18PZ94029_204;CAST#1;45.6583;-59.7017;124117;75;01-nov-94;13:46:00;32.244;1.308;323.38306;NaN;5.1165;0.974;5.7875
18PZ94029_204;CAST#1;45.6583;-59.7017;124118;50;01-nov-94;13:46:00;31.652;2.878;298.68608;NaN;9.1065;1.1345;7.981
18PZ94029_204;CAST#1;45.6583;-59.7017;124119;30;01-nov-94;13:46:00;31.023;6.322;292.2997;NaN;6.981;0.924;5.5735
18PZ94029_204;CAST#1;45.6583;-59.7017;124120;20;01-nov-94;13:46:00;30.415;7.653;294.0861;NaN;4.8595;0.752;3.467
18PZ94029_204;CAST#1;45.6583;-59.7017;124121;10;01-nov-94;13:46:00;29.353;9.089;303.77732;NaN;2.8875;0.5545;1.7285
18PZ94029_204;CAST#1;45.6583;-59.7017;124122;1;01-nov-94;13:46:00;29.346;9.097;306.72488;NaN;2.7005;0.599;1.423
18PZ94029_204;CAST#1;45.6583;-59.7017;124123;25;01-nov-94;13:46:00;30.887;7.127;NaN;30.229;3.526;0.6165;2.2165
18PZ94029_204;28;45.65833;-59.70166;124123;25;01-nov-94;14:33:00;30.887;7.127;NaN;30.229;3.526;0.6165;2.2165
18PZ94029_204;CAST#1;45.6583;-59.7017;124124;10;01-nov-94;13:46:00;29.353;9.089;NaN;29.406;2.5205;0.485;1.3445
18PZ94029_204;28;45.65833;-59.70166;124124;10;01-nov-94;14:33:00;29.353;9.089;NaN;29.406;2.5205;0.485;1.3445
18PZ94029_204;CAST#1;45.6583;-59.7017;124125;5;01-nov-94;13:46:00;29.347;9.094;NaN;29.405;2.8595;0.5405;1.4845
18PZ94029_204;28;45.65833;-59.70166;124125;5;01-nov-94;14:33:00;29.347;9.094;NaN;29.405;2.8595;0.5405;1.4845
18PZ94029_215;CAST#1;45.825;-59.85;124126;80;01-nov-94;16:10:00;32.304;1.644;305.74236;NaN;7.9765;1.0945;7.6465
18PZ94029_215;CAST#1;45.825;-59.85;124127;50;01-nov-94;16:10:00;31.479;6.5;296.94434;NaN;4.894;0.7415;3.4765
18PZ94029_215;CAST#1;45.825;-59.85;124128;30;01-nov-94;16:10:00;30.709;7.253;298.06084;NaN;3.647;0.6575;2.4615
18PZ94029_215;CAST#1;45.825;-59.85;124129;20;01-nov-94;16:10:00;29.37;9.156;297.56958;NaN;3.765;0.6515;2.4835
18PZ94029_215;CAST#1;45.825;-59.85;124130;10;01-nov-94;16:10:00;29.32;9.251;305.87634;NaN;3.0655;0.5585;1.6525
18PZ94029_215;CAST#1;45.825;-59.85;124131;1;01-nov-94;16:10:00;29.317;9.292;306.18896;NaN;2.7995;0.5445;1.552
18PZ94029_215;29;45.825;-59.85;124132;10;01-nov-94;16:27:00;29.32;9.251;NaN;29.343;2.8055;0.5365;1.55
18PZ94029_215;CAST#1;45.825;-59.85;124132;10;01-nov-94;16:10:00;29.32;9.251;NaN;29.343;2.8055;0.5365;1.55
18PZ94029_215;29;45.825;-59.85;124133;5;01-nov-94;16:27:00;29.319;9.263;NaN;29.342;3.1915;0.5665;1.5505
18PZ94029_215;CAST#1;45.825;-59.85;124133;5;01-nov-94;16:10:00;29.319;9.263;NaN;29.342;3.1915;0.5665;1.5505
18PZ94029_225;CAST#1;43.8817;-62.8817;123732;1;25-oct-94;06:36:00;30.497;12.303;284.59585;NaN;1.2285;0.3055;0.099
18PZ94029_225;CAST#1;43.8817;-62.8817;123733;10;25-oct-94;06:36:00;30.621;12.297;285.06478;NaN;1.224;0.3105;0.0895
18PZ94029_225;CAST#1;43.8817;-62.8817;123734;20;25-oct-94;06:36:00;30.98;12.245;290.78126;NaN;1.593;0.361;0.2295
18PZ94029_225;CAST#1;43.8817;-62.8817;123735;50;25-oct-94;06:36:00;32.806;4.154;278.81238;NaN;5.8405;0.931;6.786
18PZ94029_225;CAST#1;43.8817;-62.8817;123736;75;25-oct-94;06:36:00;33.36;6.133;219.81652;NaN;9.7625;1.138;11.885
18PZ94029_225;CAST#1;43.8817;-62.8817;123737;100;25-oct-94;06:36:00;33.997;7.91;182.07882;NaN;12.5965;1.2395;16.046
18PZ94029_225;CAST#1;43.8817;-62.8817;123738;125;25-oct-94;06:36:00;34.591;9.049;183.23998;NaN;11.682;1.2425;15.4565
18PZ94029_225;CAST#1;43.8817;-62.8817;123739;150;25-oct-94;06:36:00;34.802;9.882;153.27312;NaN;14.129;1.3865;18.0985
18PZ94029_225;CAST#1;43.8817;-62.8817;123740;200;25-oct-94;06:36:00;35.107;10.226;129.11206;NaN;15.209;1.411;17.8155
18PZ94029_225;CAST#1;43.8817;-62.8817;123741;250;25-oct-94;06:36:00;35.143;9.969;131.83632;NaN;17.667;1.574;22.4275
18PZ94029_225;CAST#1;43.8817;-62.8817;123742;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;1.498;0.5205;0.2805
18PZ94029_225;CAST#1;43.8817;-62.8817;123743;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123744;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123745;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123746;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123747;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123748;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123749;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123750;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123751;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;17.184;1.5565;20.6245
18PZ94029_225;CAST#1;43.8817;-62.8817;123752;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;17.6795;1.589;21.9825
18PZ94029_225;CAST#1;43.8817;-62.8817;123753;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;0.9175;0.2925;0.2275
18PZ94029_225;CAST#1;43.8817;-62.8817;123754;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123755;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123756;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123757;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123758;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123759;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123760;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;15.2035;1.484;18.415
18PZ94029_225;CAST#1;43.8817;-62.8817;123761;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;17.364;1.502;21.4015
18PZ94029_225;CAST#1;43.8817;-62.8817;123762;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;15.924;1.461;20.702
18PZ94029_225;CAST#1;43.8817;-62.8817;123763;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;15.658;1.5425;19.8895
18PZ94029_225;CAST#1;43.8817;-62.8817;123764;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;15.661;1.465;20.819
18PZ94029_225;CAST#1;43.8817;-62.8817;123765;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;15.205;1.4655;21.342
18PZ94029_225;3;43.88333;-62.885;123767;250;25-oct-94;18:50:00;35.143;9.969;NaN;35.117;19.062;1.621;22.0835
18PZ94029_225;CAST#1;43.8817;-62.8817;123767;250;25-oct-94;06:36:00;35.143;9.969;NaN;35.117;19.062;1.621;22.0835
18PZ94029_225;3;43.88333;-62.885;123768;240;25-oct-94;18:50:00;35.141;10.153;NaN;33.516;10.402;1.0895;12.943
18PZ94029_225;CAST#1;43.8817;-62.8817;123768;240;25-oct-94;06:36:00;35.141;10.153;NaN;33.516;10.402;1.0895;12.943
18PZ94029_225;3;43.88333;-62.885;123769;200;25-oct-94;18:50:00;35.107;10.226;NaN;35.049;15.4205;1.5015;20.68
18PZ94029_225;CAST#1;43.8817;-62.8817;123769;200;25-oct-94;06:36:00;35.107;10.226;NaN;35.049;15.4205;1.5015;20.68
18PZ94029_225;CAST#1;43.8817;-62.8817;123770;100;25-oct-94;06:36:00;33.997;7.91;NaN;34.424;12.8175;1.2755;16.459
18PZ94029_225;3;43.88333;-62.885;123770;100;25-oct-94;18:50:00;33.997;7.91;NaN;34.424;12.8175;1.2755;16.459
18PZ94029_225;CAST#1;43.8817;-62.8817;123771;96;25-oct-94;06:36:00;34.048;7.712;NaN;31.072;1.1525;0.2815;0
18PZ94029_225;3;43.88333;-62.885;123771;25;25-oct-94;18:50:00;34.048;7.712;NaN;31.072;1.1525;0.2815;0
18PZ94029_225;3;43.88333;-62.885;123772;10;25-oct-94;18:50:00;30.621;12.297;NaN;31.008;1.171;0.2715;0
18PZ94029_225;CAST#1;43.8817;-62.8817;123772;10;25-oct-94;06:36:00;30.621;12.297;NaN;31.008;1.171;0.2715;0
18PZ94029_225;CAST#1;43.8817;-62.8817;123773;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123774;100;25-oct-94;06:36:00;33.997;7.91;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123775;36;25-oct-94;06:36:00;32.719;9.722;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123776;20;25-oct-94;06:36:00;30.98;12.245;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#1;43.8817;-62.8817;123777;200;25-oct-94;06:36:00;35.107;10.226;NaN;NaN;NaN;NaN;NaN
18PZ94029_225;CAST#2;43.8833;-62.8833;123778;100;26-oct-94;00:23:00;NaN;NaN;NaN;NaN;12.8905;1.2625;16.3365
18PZ94029_225;CAST#2;43.8833;-62.8833;123792;250;26-oct-94;00:23:00;NaN;NaN;132.46156;NaN;18.5345;1.5705;22.271
18PZ94029_225;CAST#2;43.8833;-62.8833;123793;200;26-oct-94;00:23:00;NaN;NaN;137.01688;NaN;17.158;1.5115;21.522
18PZ94029_225;CAST#2;43.8833;-62.8833;123794;150;26-oct-94;00:23:00;NaN;NaN;152.64788;NaN;14.6735;1.388;18.819
18PZ94029_225;CAST#2;43.8833;-62.8833;123795;125;26-oct-94;00:23:00;NaN;NaN;182.83804;NaN;12.255;1.28;16.87
18PZ94029_225;CAST#2;43.8833;-62.8833;123796;100;26-oct-94;00:23:00;NaN;NaN;175.11186;NaN;12.7705;1.2855;16.5405
18PZ94029_225;CAST#2;43.8833;-62.8833;123797;75;26-oct-94;00:23:00;NaN;NaN;208.7855;NaN;10.0865;1.22;14.0215
18PZ94029_225;CAST#2;43.8833;-62.8833;123798;50;26-oct-94;00:23:00;NaN;NaN;342.85482;NaN;4.977;0.943;6.792
18PZ94029_225;CAST#2;43.8833;-62.8833;123799;20;26-oct-94;00:23:00;NaN;NaN;290.15602;NaN;0.9805;0.307;0
18PZ94029_225;CAST#2;43.8833;-62.8833;123800;10;26-oct-94;00:23:00;NaN;NaN;285.19876;NaN;1.125;0.281;0
18PZ94029_225;CAST#2;43.8833;-62.8833;123801;1;26-oct-94;00:23:00;NaN;NaN;357.0567;NaN;1.0645;0.262;0
18PZ94029_264;CAST#1;43.8495;-60.63;123803;1;26-oct-94;17:40:00;30.55;10.753;NaN;NaN;1.4925;0.3435;0.032
18PZ94029_264;CAST#1;43.8495;-60.63;123804;20;26-oct-94;17:40:00;30.966;9.717;NaN;NaN;1.7945;0.4065;0.6865
18PZ94029_264;CAST#1;43.8495;-60.63;123805;40;26-oct-94;17:40:00;31.001;9.603;NaN;NaN;1.944;0.45;0.8435
18PZ94029_284;CAST#1;43.8483;-60.6333;123806;32;26-oct-94;22:04:00;30.816;10.105;NaN;NaN;1.868;0.4255;0.718
18PZ94029_284;CAST#1;43.8483;-60.6333;123807;20;26-oct-94;22:04:00;30.709;10.356;NaN;NaN;1.5245;0.3755;0.3555
18PZ94029_284;CAST#1;43.8483;-60.6333;123808;1;26-oct-94;22:04:00;NaN;NaN;NaN;NaN;1.228;0.322;0
18PZ94029_304;CAST#1;43.8483;-60.64;123810;35;27-oct-94;01:42:00;30.871;9.943;NaN;NaN;1.9395;0.4365;0.775
18PZ94029_304;CAST#1;43.8483;-60.64;123811;20;27-oct-94;01:42:00;30.708;10.361;NaN;NaN;1.6745;0.405;0.447
18PZ94029_304;CAST#1;43.8483;-60.64;123812;1;27-oct-94;01:42:00;30.534;10.946;NaN;NaN;1.331;0.3645;0
18PZ94029_315;CAST#1;43.85;-60.6583;123813;32;27-oct-94;03:30:00;30.716;10.349;NaN;NaN;1.7745;0.4;0.4935
18PZ94029_315;CAST#1;43.85;-60.6583;123814;17;27-oct-94;03:30:00;30.646;10.516;NaN;NaN;1.5465;0.4015;0.309
