CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXYM_01;TEMP_XX;PO4_01;NOx_01;Si_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18VA69002_1785;34;47.4083;-59.65;178;100;16-jul-69;00:00:00;314.4064;1.31;0.93;5.28;4.39
18VA69002_1785;34;47.4083;-59.65;179;150;16-jul-69;00:00:00;233.5718;3.5;1.26;9.63;11.67
18VA69002_1785;34;47.4083;-59.65;180;200;16-jul-69;00:00:00;188.4652;5.29;1.47;12.54;13.24
18VA69002_1785;34;47.4083;-59.65;181;300;16-jul-69;00:00:00;196.0574;5.33;1.39;13.7;18.08
18VA69002_1785;34;47.4083;-59.65;182;400;16-jul-69;00:00:00;199.6302;4.65;1.51;13.81;21.1
18VA69002_1785;34;47.4083;-59.65;183;450;16-jul-69;00:00:00;196.9506;4.58;1.6;16.61;26.93
18VA69002_1786;35;47.4083;-59.65;184;0;30-jul-69;00:00:00;276.892;14.52;0.2;0.33;1.87
18VA69002_1786;35;47.4083;-59.65;185;5;30-jul-69;00:00:00;281.358;14.43;0.19;0.18;0.73
18VA69002_1786;35;47.4083;-59.65;186;15;30-jul-69;00:00:00;291.1832;12.87;0.23;0.11;0.73
18VA69002_1786;35;47.4083;-59.65;187;25;30-jul-69;00:00:00;333.6102;6.11;0.28;0.04;0.75
18VA69002_1786;35;47.4083;-59.65;188;50;30-jul-69;00:00:00;351.0276;1.26;0.66;1.8;2.14
18VA69002_1786;35;47.4083;-59.65;189;75;30-jul-69;00:00:00;326.9112;0.94;0.83;6.86;4.39
18VA69002_1786;35;47.4083;-59.65;190;100;30-jul-69;00:00:00;318.8724;1.43;0.84;6.12;4.68
18VA69002_1786;35;47.4083;-59.65;191;150;30-jul-69;00:00:00;247.863;3.25;0.36;0.43;1.01
18VA69002_1786;35;47.4083;-59.65;192;200;30-jul-69;00:00:00;207.669;5.14;0.93;9.78;12.17
18VA69002_1786;35;47.4083;-59.65;193;300;30-jul-69;00:00:00;192.038;4.97;1.11;13.02;11.4
18VA69002_1786;35;47.4083;-59.65;194;400;30-jul-69;00:00:00;196.9506;4.57;1.44;14.89;21.39
18VA69002_1786;35;47.4083;-59.65;195;450;30-jul-69;00:00:00;NaN;4.43;1.23;17.86;14.55
18VA69002_1787;36;47.4083;-59.65;236;0;18-aug-69;00:00:00;292.9696;16.08;0.15;0.24;1.9
18VA69002_1787;36;47.4083;-59.65;237;5;18-aug-69;00:00:00;285.824;16.09;0.17;0.11;0.55
18VA69002_1787;36;47.4083;-59.65;238;15;18-aug-69;00:00:00;289.3968;13.88;0.23;0.28;2
18VA69002_1787;36;47.4083;-59.65;239;25;18-aug-69;00:00:00;388.9886;4.53;0.35;2.34;0.7
18VA69002_1787;36;47.4083;-59.65;240;50;18-aug-69;00:00:00;397.474;2.57;0.56;2.56;2.07
18VA69002_1787;36;47.4083;-59.65;241;75;18-aug-69;00:00:00;358.1732;1.8;0.59;4.27;2.35
18VA69002_1787;36;47.4083;-59.65;242;100;18-aug-69;00:00:00;351.9208;NaN;0.71;6.17;3.88
18VA69002_1787;36;47.4083;-59.65;243;150;18-aug-69;00:00:00;294.756;2;0.89;7.54;7.19
18VA69002_1787;36;47.4083;-59.65;244;200;18-aug-69;00:00:00;243.8436;NaN;1.23;13.45;11.44
18VA69002_1787;36;47.4083;-59.65;245;300;18-aug-69;00:00:00;199.1836;4.8;1.07;16.29;15.83
18VA69002_1787;36;47.4083;-59.65;246;400;18-aug-69;00:00:00;218.3874;4.5;1.39;14.27;23.11
18VA69002_1788;37;47.4083;-59.65;278;0;24-sep-69;00:00:00;279.5716;12.85;0.17;0.24;0.42
18VA69002_1788;37;47.4083;-59.65;279;5;24-sep-69;00:00:00;287.1638;12.86;0.15;0.76;0.32
18VA69002_1788;37;47.4083;-59.65;280;15;24-sep-69;00:00:00;303.2414;10.27;0.18;0.54;0.32
18VA69002_1788;37;47.4083;-59.65;281;25;24-sep-69;00:00:00;317.9792;6.04;0.33;0.55;1.49
18VA69002_1788;37;47.4083;-59.65;282;50;24-sep-69;00:00:00;330.0374;2.09;0.14;0.73;0.25
18VA69002_1788;37;47.4083;-59.65;283;75;24-sep-69;00:00:00;323.785;1.26;0.66;4.33;2.52
18VA69002_1788;37;47.4083;-59.65;284;100;24-sep-69;00:00:00;314.853;1.24;0.81;4.59;4.84
18VA69002_1788;37;47.4083;-59.65;285;150;24-sep-69;00:00:00;241.164;4.03;0.84;7.85;7.57
18VA69002_1788;37;47.4083;-59.65;286;200;24-sep-69;00:00:00;190.2516;5.62;1.22;13.32;9.48
18VA69002_1788;37;47.4083;-59.65;287;300;24-sep-69;00:00:00;190.6982;4.94;1.18;12.02;14.1
18VA69002_1788;37;47.4083;-59.65;288;400;24-sep-69;00:00:00;193.3778;4.55;1.39;13.77;19.47
18VA69002_1789;41;47.5786;-59.425;41_39;0;08-may-69;00:00:00;341.2024;1.87;0.56;0.6;NaN
18VA69002_1789;41;47.5786;-59.425;41_40;5;08-may-69;00:00:00;359.0664;1.45;0.29;0.75;NaN
18VA69002_1789;41;47.5786;-59.425;41_41;15;08-may-69;00:00:00;359.0664;1.49;0.55;1.25;NaN
18VA69002_1789;41;47.5786;-59.425;41_42;25;08-may-69;00:00:00;321.552;1.25;0.88;1.4;NaN
18VA69002_1789;41;47.5786;-59.425;41_43;50;08-may-69;00:00:00;302.7948;1.04;0.76;2.35;NaN
18VA69002_1789;41;47.5786;-59.425;41_44;75;08-may-69;00:00:00;332.2704;0.96;0.79;3.75;NaN
18VA69002_1789;41;47.5786;-59.425;41_45;100;08-may-69;00:00:00;321.552;1.02;1.29;6.56;NaN
18VA69002_1789;41;47.5786;-59.425;41_46;150;08-may-69;00:00:00;293.8628;1.87;1.22;8.66;NaN
18VA69002_1789;41;47.5786;-59.425;41_47;200;08-may-69;00:00:00;187.1254;5.2;2.04;19.42;NaN
18VA69002_1789;41;47.5786;-59.425;41_48;300;08-may-69;00:00:00;219.7272;4.75;2.97;20.52;NaN
18VA69002_1790;42;47.5786;-59.425;104;0;02-jun-69;00:00:00;345.6684;4.18;NaN;0.42;0.29
18VA69002_1790;42;47.5786;-59.425;105;5;02-jun-69;00:00:00;342.5422;4.16;NaN;0.42;0.29
18VA69002_1790;42;47.5786;-59.425;107;15;02-jun-69;00:00:00;346.5616;2.61;NaN;1.27;0.74
18VA69002_1790;42;47.5786;-59.425;108;25;02-jun-69;00:00:00;351.4742;2.06;NaN;0.9;0.25
18VA69002_1790;42;47.5786;-59.425;110;50;02-jun-69;00:00:00;339.416;1.13;NaN;2.06;1.15
18VA69002_1790;42;47.5786;-59.425;111;75;02-jun-69;00:00:00;331.8238;0.99;NaN;4.13;2.09
18VA69002_1790;42;47.5786;-59.425;112;100;02-jun-69;00:00:00;324.6782;1.04;NaN;4.23;2.61
18VA69002_1790;42;47.5786;-59.425;113;150;02-jun-69;00:00:00;235.3582;3.23;NaN;8.89;8.71
18VA69002_1790;42;47.5786;-59.425;114;200;02-jun-69;00:00:00;226.4262;5.41;NaN;8.3;11.37
18VA69002_1790;42;47.5786;-59.425;115;300;02-jun-69;00:00:00;197.8438;4.88;NaN;16.93;25.69
18VA69002_1791;43;47.5786;-59.425;116;0;22-jun-69;00:00:00;318.4258;8.28;0.31;0.17;0.94
18VA69002_1791;43;47.5786;-59.425;117;5;22-jun-69;00:00:00;317.086;8.13;0.35;0.06;1.23
18VA69002_1791;43;47.5786;-59.425;119;15;22-jun-69;00:00:00;326.018;7.27;0.35;0.29;1.34
18VA69002_1791;43;47.5786;-59.425;120;25;22-jun-69;00:00:00;382.7362;3.91;0.38;0.06;1.38
18VA69002_1791;43;47.5786;-59.425;122;50;22-jun-69;00:00:00;340.3092;1.33;0.71;1.32;3.77
18VA69002_1791;43;47.5786;-59.425;123;75;22-jun-69;00:00:00;335.8432;1.07;0.71;3.05;4.26
18VA69002_1791;43;47.5786;-59.425;124;100;22-jun-69;00:00:00;324.6782;1.22;0.85;4.61;5.93
18VA69002_1791;43;47.5786;-59.425;125;150;22-jun-69;00:00:00;268.4066;2.44;1.11;8.7;11.35
18VA69002_1791;43;47.5786;-59.425;126;200;22-jun-69;00:00:00;197.8438;4.77;1.3;11.8;13.74
18VA69002_1791;43;47.5786;-59.425;127;300;22-jun-69;00:00:00;208.1156;4.71;1.39;18.83;16.77
18VA69002_1792;44;47.5786;-59.425;196;0;16-jul-69;00:00:00;289.8434;12.81;0.27;0.28;0.9
18VA69002_1792;44;47.5786;-59.425;197;5;16-jul-69;00:00:00;296.5424;11.3;0.27;0.33;0.56
18VA69002_1792;44;47.5786;-59.425;198;15;16-jul-69;00:00:00;296.5424;11.02;0.26;0.22;0.47
18VA69002_1792;44;47.5786;-59.425;199;25;16-jul-69;00:00:00;348.348;4.97;0.3;0.17;0.69
18VA69002_1792;44;47.5786;-59.425;200;50;16-jul-69;00:00:00;330.484;1.92;0.63;1.65;2.49
18VA69002_1792;44;47.5786;-59.425;201;75;16-jul-69;00:00:00;321.9986;1.42;0.72;3.08;3.32
18VA69002_1792;44;47.5786;-59.425;202;100;16-jul-69;00:00:00;311.2802;1.26;0.74;3.41;4.88
18VA69002_1792;44;47.5786;-59.425;203;150;16-jul-69;00:00:00;239.3776;3.04;1.25;9.41;9.83
18VA69002_1792;44;47.5786;-59.425;204;200;16-jul-69;00:00:00;204.9894;5.2;1.16;8.09;13.82
18VA69002_1792;44;47.5786;-59.425;205;300;16-jul-69;00:00:00;227.766;5.01;1.27;10.23;11.98
18VA69002_1793;45;47.5786;-59.425;206;0;31-jul-69;00:00:00;280.9114;13.67;0.27;0.31;1.79
18VA69002_1793;45;47.5786;-59.425;207;5;31-jul-69;00:00:00;282.2512;13.65;0.23;0.09;0.42
18VA69002_1793;45;47.5786;-59.425;208;15;31-jul-69;00:00:00;312.1734;8.87;0.31;0.07;0.86
18VA69002_1793;45;47.5786;-59.425;209;25;31-jul-69;00:00:00;321.552;8.53;0.28;0.07;0.64
18VA69002_1793;45;47.5786;-59.425;210;50;31-jul-69;00:00:00;334.95;2.28;0.64;2.48;1.87
18VA69002_1793;45;47.5786;-59.425;211;75;31-jul-69;00:00:00;333.1636;1.55;0.7;5.25;2.58
18VA69002_1793;45;47.5786;-59.425;212;100;31-jul-69;00:00:00;312.1734;1.53;0.84;4.68;4.5
18VA69002_1793;45;47.5786;-59.425;213;150;31-jul-69;00:00:00;270.193;2.12;1;11.54;7.43
18VA69002_1793;45;47.5786;-59.425;214;200;31-jul-69;00:00:00;210.7952;5.24;1.26;15.06;12.68
18VA69002_1793;45;47.5786;-59.425;215;300;31-jul-69;00:00:00;207.2224;4.79;1.43;14.09;17.2
18VA69002_1794;46;47.5786;-59.425;247;0;19-aug-69;00:00:00;295.2026;16.09;0.16;0.48;1.46
18VA69002_1794;46;47.5786;-59.425;248;5;19-aug-69;00:00:00;309.0472;16.08;0.13;0.61;0.45
18VA69002_1794;46;47.5786;-59.425;250;15;19-aug-69;00:00:00;369.7848;5.69;0.34;0.5;0.99
18VA69002_1794;46;47.5786;-59.425;251;25;19-aug-69;00:00:00;391.2216;3.62;0.45;2.04;1.42
18VA69002_1794;46;47.5786;-59.425;252;50;19-aug-69;00:00:00;385.8624;1.82;0.59;3.05;1.87
18VA69002_1794;46;47.5786;-59.425;253;75;19-aug-69;00:00:00;359.9596;1.72;0.62;3.94;1.98
18VA69002_1794;46;47.5786;-59.425;254;100;19-aug-69;00:00:00;359.9596;1.32;0.66;6.33;3.63
18VA69002_1794;46;47.5786;-59.425;255;150;19-aug-69;00:00:00;286.2706;2.24;0.93;6.59;7.49
18VA69002_1794;46;47.5786;-59.425;256;200;19-aug-69;00:00:00;223.3;3.02;1.27;12.78;4.57
18VA69002_1794;46;47.5786;-59.425;257;300;19-aug-69;00:00:00;215.2612;NaN;1.28;13.34;13.12
18VA69002_1795;47;47.5786;-59.425;289;0;24-sep-69;00:00:00;279.5716;13.06;0.15;0.49;0.53
18VA69002_1795;47;47.5786;-59.425;290;5;24-sep-69;00:00:00;283.1444;12.79;0.21;0.3;0.77
18VA69002_1795;47;47.5786;-59.425;291;15;24-sep-69;00:00:00;316.1928;9.04;0.24;1.02;0.81
18VA69002_1795;47;47.5786;-59.425;292;25;24-sep-69;00:00:00;326.9112;6.2;0.49;0.52;1.89
18VA69002_1795;47;47.5786;-59.425;293;50;24-sep-69;00:00:00;330.0374;2.83;0.59;3.67;2.04
18VA69002_1795;47;47.5786;-59.425;294;75;24-sep-69;00:00:00;328.251;1.78;0.6;3.64;2.66
18VA69002_1795;47;47.5786;-59.425;295;100;24-sep-69;00:00:00;323.785;1.35;0.62;4.37;3.13
18VA69002_1795;47;47.5786;-59.425;296;150;24-sep-69;00:00:00;288.9502;1.62;0.81;7.39;4.89
18VA69002_1795;47;47.5786;-59.425;297;200;24-sep-69;00:00:00;219.7272;4.79;0.85;10.79;9.9
18VA69002_1795;47;47.5786;-59.425;298;300;24-sep-69;00:00:00;190.2516;5.37;1.04;15.68;10.43
18VA69002_1796;Magdalen_Is1;47.3833;-61.8167;1866;0;02-jun-69;00:00:00;NaN;6.2;0.36;0.12;0.74
18VA69002_1796;Magdalen_Is1;47.3833;-61.8167;1867;5;02-jun-69;00:00:00;NaN;4.4;0.33;0.21;0.57
18VA69002_1796;Magdalen_Is1;47.3833;-61.8167;1868;10;02-jun-69;00:00:00;NaN;3.6;0.26;0.02;0.76
18VA69002_1796;Magdalen_Is1;47.3833;-61.8167;1869;15;02-jun-69;00:00:00;NaN;3.2;0.3;0.33;0.57
18VA69002_1796;Magdalen_Is1;47.3833;-61.8167;1870;25;02-jun-69;00:00:00;NaN;3.1;0.47;0.45;1.19
18VA69002_1797;Magdalen_Is10;47.3833;-61.8167;2077;0;19-aug-69;00:00:00;NaN;18.4;0.09;0.14;1.11
18VA69002_1797;Magdalen_Is10;47.3833;-61.8167;2078;5;19-aug-69;00:00:00;NaN;18.2;0.07;0.12;0.61
18VA69002_1797;Magdalen_Is10;47.3833;-61.8167;2079;10;19-aug-69;00:00:00;NaN;17.3;0.14;0.05;1.21
18VA69002_1797;Magdalen_Is10;47.3833;-61.8167;2080;15;19-aug-69;00:00:00;NaN;14.9;0.24;0.24;1.8
18VA69002_1797;Magdalen_Is10;47.3833;-61.8167;2081;25;19-aug-69;00:00:00;NaN;7;0.42;0.4;2.45
18VA69002_1798;Magdalen_Is11;47.3833;-61.8167;2114;0;02-sep-69;00:00:00;NaN;16.5;0.17;0.12;1.47
18VA69002_1798;Magdalen_Is11;47.3833;-61.8167;2115;5;02-sep-69;00:00:00;NaN;16.3;0.14;0.05;1.54
18VA69002_1798;Magdalen_Is11;47.3833;-61.8167;2116;10;02-sep-69;00:00:00;NaN;15.6;0.25;0.12;1.47
18VA69002_1798;Magdalen_Is11;47.3833;-61.8167;2117;15;02-sep-69;00:00:00;NaN;13.7;0.46;0.5;2.88
18VA69002_1798;Magdalen_Is11;47.3833;-61.8167;2118;25;02-sep-69;00:00:00;NaN;8.7;0.49;0.81;3.45
18VA69002_1799;Magdalen_Is12;47.3833;-61.8167;2119;0;05-sep-69;00:00:00;NaN;16.5;0.14;0.1;1.8
18VA69002_1799;Magdalen_Is12;47.3833;-61.8167;2120;5;05-sep-69;00:00:00;NaN;16.5;0.13;0.05;1.47
18VA69002_1799;Magdalen_Is12;47.3833;-61.8167;2121;10;05-sep-69;00:00:00;NaN;16.5;0.16;0.1;1.63
18VA69002_1799;Magdalen_Is12;47.3833;-61.8167;2122;15;05-sep-69;00:00:00;NaN;14.5;0.24;0.1;1.47
18VA69002_1799;Magdalen_Is12;47.3833;-61.8167;2123;25;05-sep-69;00:00:00;NaN;9;0.21;0.05;2.1
18VA69002_1800;Magdalen_Is2;47.3833;-61.8167;1871;0;12-jun-69;00:00:00;NaN;10.5;0.18;0.14;0.47
18VA69002_1800;Magdalen_Is2;47.3833;-61.8167;1872;5;12-jun-69;00:00:00;NaN;NaN;0.24;0.05;0.55
18VA69002_1800;Magdalen_Is2;47.3833;-61.8167;1873;10;12-jun-69;00:00:00;NaN;NaN;0.25;0.1;0.49
18VA69002_1800;Magdalen_Is2;47.3833;-61.8167;1874;15;12-jun-69;00:00:00;NaN;NaN;0.22;0.02;0.62
18VA69002_1800;Magdalen_Is2;47.3833;-61.8167;1875;25;12-jun-69;00:00:00;NaN;NaN;0.28;0.05;0.87
18VA69002_1801;Magdalen_Is3;47.3833;-61.8167;1876;0;17-jun-69;00:00:00;NaN;10;0.23;0.1;0.62
18VA69002_1801;Magdalen_Is3;47.3833;-61.8167;1877;5;17-jun-69;00:00:00;NaN;9.1;0.21;0.31;0.51
18VA69002_1801;Magdalen_Is3;47.3833;-61.8167;1878;10;17-jun-69;00:00:00;NaN;7.3;0.3;0.07;0.72
18VA69002_1801;Magdalen_Is3;47.3833;-61.8167;1879;15;17-jun-69;00:00:00;NaN;6.7;0.44;0.17;2.23
18VA69002_1801;Magdalen_Is3;47.3833;-61.8167;1880;25;17-jun-69;00:00:00;NaN;6;0.42;0.1;2.04
18VA69002_1802;Magdalen_Is4;47.3833;-61.8167;1881;0;26-jun-69;00:00:00;NaN;12.5;0.2;0.02;1.04
18VA69002_1802;Magdalen_Is4;47.3833;-61.8167;1882;5;26-jun-69;00:00:00;NaN;11.3;0.26;0.12;1.02
18VA69002_1802;Magdalen_Is4;47.3833;-61.8167;1883;10;26-jun-69;00:00:00;NaN;10.8;0.37;0.5;1.84
18VA69002_1802;Magdalen_Is4;47.3833;-61.8167;1884;15;26-jun-69;00:00:00;NaN;8;0.38;0.43;1.8
18VA69002_1802;Magdalen_Is4;47.3833;-61.8167;1885;25;26-jun-69;00:00:00;NaN;6;0.33;0.26;1.78
18VA69002_1803;Magdalen_Is5;47.3833;-61.8167;1981;0;03-jul-69;00:00:00;NaN;14.5;0.11;0.2;0.62
18VA69002_1803;Magdalen_Is5;47.3833;-61.8167;1982;5;03-jul-69;00:00:00;NaN;14.3;0.08;0.13;0.33
18VA69002_1803;Magdalen_Is5;47.3833;-61.8167;1983;10;03-jul-69;00:00:00;NaN;14;0.1;0.15;0.29
18VA69002_1803;Magdalen_Is5;47.3833;-61.8167;1984;15;03-jul-69;00:00:00;NaN;11.5;0.14;0.26;0.45
18VA69002_1803;Magdalen_Is5;47.3833;-61.8167;1985;25;03-jul-69;00:00:00;NaN;9.5;0.14;0.16;0.39
18VA69002_1804;Magdalen_Is6;47.3833;-61.8167;1986;0;17-jul-69;00:00:00;NaN;13;0.22;0.13;0.89
18VA69002_1804;Magdalen_Is6;47.3833;-61.8167;1987;5;17-jul-69;00:00:00;NaN;12.9;0.15;0.04;0.68
18VA69002_1804;Magdalen_Is6;47.3833;-61.8167;1988;10;17-jul-69;00:00:00;NaN;12.7;0.21;0.02;0.93
18VA69002_1804;Magdalen_Is6;47.3833;-61.8167;1989;15;17-jul-69;00:00:00;NaN;12.3;0.2;0.04;0.81
18VA69002_1804;Magdalen_Is6;47.3833;-61.8167;1990;25;17-jul-69;00:00:00;NaN;11.5;0.28;0.14;1.36
18VA69002_1805;Magdalen_Is7;47.3833;-61.8167;1991;0;23-jul-69;00:00:00;NaN;14.8;0.17;0.2;0.87
18VA69002_1805;Magdalen_Is7;47.3833;-61.8167;1993;5;23-jul-69;00:00:00;NaN;14.5;0.18;0.13;0.62
18VA69002_1805;Magdalen_Is7;47.3833;-61.8167;1994;10;23-jul-69;00:00:00;NaN;14.3;0.13;0.22;0.62
18VA69002_1805;Magdalen_Is7;47.3833;-61.8167;1995;15;23-jul-69;00:00:00;NaN;13.2;0.24;0.2;1.14
18VA69002_1805;Magdalen_Is7;47.3833;-61.8167;1996;25;23-jul-69;00:00:00;NaN;10;0.35;0.3;2.35
18VA69002_1806;Magdalen_Is8;47.3833;-61.8167;2067;0;02-aug-69;00:00:00;NaN;18;0.09;0.22;0.6
18VA69002_1806;Magdalen_Is8;47.3833;-61.8167;2068;5;02-aug-69;00:00:00;NaN;16.7;0.12;0.52;0.64
18VA69002_1806;Magdalen_Is8;47.3833;-61.8167;2069;10;02-aug-69;00:00:00;NaN;14.8;0.16;0.2;1.07
18VA69002_1806;Magdalen_Is8;47.3833;-61.8167;2070;15;02-aug-69;00:00:00;NaN;11.7;0.24;0.22;2.31
18VA69002_1806;Magdalen_Is8;47.3833;-61.8167;2071;25;02-aug-69;00:00:00;NaN;10.5;0.21;0.27;1.34
18VA69002_1807;Magdalen_Is9;47.3833;-61.8167;2072;0;12-aug-69;00:00:00;NaN;18.8;0.1;0.62;0.64
18VA69002_1807;Magdalen_Is9;47.3833;-61.8167;2073;5;12-aug-69;00:00:00;NaN;18.4;0.08;0.07;0.64
18VA69002_1807;Magdalen_Is9;47.3833;-61.8167;2074;10;12-aug-69;00:00:00;NaN;15;0.21;0.43;1.61
18VA69002_1807;Magdalen_Is9;47.3833;-61.8167;2075;15;12-aug-69;00:00:00;NaN;13;0.24;0.14;1.69
18VA69002_1807;Magdalen_Is9;47.3833;-61.8167;2076;25;12-aug-69;00:00:00;NaN;8.8;0.44;0.55;2.33
18VA69002_1808;PEI1;46.65;-63.65;1799;0;14-may-69;00:00:00;NaN;6.4;0.34;0.07;0.58
18VA69002_1808;PEI1;46.65;-63.65;1800;5;14-may-69;00:00:00;NaN;6.25;0.3;0.09;0.34
18VA69002_1808;PEI1;46.65;-63.65;1801;10;14-may-69;00:00:00;NaN;5.9;0.39;0.13;0.22
18VA69002_1808;PEI1;46.65;-63.65;1802;20;14-may-69;00:00:00;NaN;3.5;0.47;0.02;0.38
18VA69002_1809;PEI10;46.65;-63.65;1971;0;16-jul-69;00:00:00;NaN;14.75;0.08;0.27;0.46
18VA69002_1809;PEI10;46.65;-63.65;1972;5;16-jul-69;00:00:00;NaN;14.5;0.07;0.17;0.44
18VA69002_1809;PEI10;46.65;-63.65;1973;10;16-jul-69;00:00:00;NaN;14;0.09;0.04;0.32
18VA69002_1809;PEI10;46.65;-63.65;1974;15;16-jul-69;00:00:00;NaN;13;0.23;0.41;0.25
18VA69002_1809;PEI10;46.65;-63.65;1975;25;16-jul-69;00:00:00;NaN;4.5;0.63;0.49;1.29
18VA69002_1810;PEI11;46.65;-63.65;1976;0;22-jul-69;00:00:00;NaN;15.9;0.1;0.21;0.68
18VA69002_1810;PEI11;46.65;-63.65;1977;5;22-jul-69;00:00:00;NaN;15.8;0.09;0.47;0.63
18VA69002_1810;PEI11;46.65;-63.65;1978;10;22-jul-69;00:00:00;NaN;15;0.1;0.38;0.7
18VA69002_1810;PEI11;46.65;-63.65;1979;15;22-jul-69;00:00:00;NaN;13;0.11;0.09;0.42
18VA69002_1810;PEI11;46.65;-63.65;1980;25;22-jul-69;00:00:00;NaN;4.6;0.47;0.53;1.69
18VA69002_1811;PEI12;46.65;-63.65;2042;0;01-aug-69;00:00:00;NaN;18.4;0.09;0.16;0.49
18VA69002_1811;PEI12;46.65;-63.65;2043;5;01-aug-69;00:00:00;NaN;18;0.1;0.06;0.76
18VA69002_1811;PEI12;46.65;-63.65;2044;10;01-aug-69;00:00:00;NaN;16.5;0.08;0.36;0.55
18VA69002_1811;PEI12;46.65;-63.65;2045;15;01-aug-69;00:00:00;NaN;6.8;0.37;0.26;1.06
18VA69002_1811;PEI12;46.65;-63.65;2046;25;01-aug-69;00:00:00;NaN;NaN;0.52;1.15;3.11
18VA69002_1812;PEI13;46.65;-63.65;2047;0;08-aug-69;00:00:00;NaN;19;0.08;0.25;0.68
18VA69002_1812;PEI13;46.65;-63.65;2048;5;08-aug-69;00:00:00;NaN;16.5;0.07;0.68;0.72
18VA69002_1812;PEI13;46.65;-63.65;2049;10;08-aug-69;00:00:00;NaN;16;0.09;0.16;0.91
18VA69002_1812;PEI13;46.65;-63.65;2050;15;08-aug-69;00:00:00;NaN;11;0.23;0.15;1.12
18VA69002_1812;PEI13;46.65;-63.65;2051;25;08-aug-69;00:00:00;NaN;NaN;0.63;1.4;3.17
18VA69002_1813;PEI14;46.65;-63.65;2052;0;13-aug-69;00:00:00;NaN;19.5;0.09;0.11;1.12
18VA69002_1813;PEI14;46.65;-63.65;2053;5;13-aug-69;00:00:00;NaN;19;0.1;0.11;1.28
18VA69002_1813;PEI14;46.65;-63.65;2054;10;13-aug-69;00:00:00;NaN;18.4;0.1;0.15;1.28
18VA69002_1813;PEI14;46.65;-63.65;2055;15;13-aug-69;00:00:00;NaN;11;0.24;0.15;1.78
18VA69002_1813;PEI14;46.65;-63.65;2056;25;13-aug-69;00:00:00;NaN;5.8;0.72;0.61;2.68
18VA69002_1814;PEI15;46.65;-63.65;2057;0;21-aug-69;00:00:00;NaN;18.2;0.14;0.27;1.32
18VA69002_1814;PEI15;46.65;-63.65;2058;5;21-aug-69;00:00:00;NaN;18.1;0.1;0.15;1.06
18VA69002_1814;PEI15;46.65;-63.65;2059;10;21-aug-69;00:00:00;NaN;18.1;0.2;0.2;1.45
18VA69002_1814;PEI15;46.65;-63.65;2060;15;21-aug-69;00:00:00;NaN;18;0.22;0.13;0.57
18VA69002_1814;PEI15;46.65;-63.65;2061;25;21-aug-69;00:00:00;NaN;11.1;0.21;0.09;1.56
18VA69002_1815;PEI16;46.65;-63.65;2062;0;29-aug-69;00:00:00;NaN;17.8;0.2;0.32;2.42
18VA69002_1815;PEI16;46.65;-63.65;2063;5;29-aug-69;00:00:00;NaN;17.6;0.1;0.15;0.48
18VA69002_1815;PEI16;46.65;-63.65;2064;10;29-aug-69;00:00:00;NaN;17.75;0.06;0.07;0.62
18VA69002_1815;PEI16;46.65;-63.65;2065;15;29-aug-69;00:00:00;NaN;17.7;0.1;0.15;0.73
18VA69002_1815;PEI16;46.65;-63.65;2066;25;29-aug-69;00:00:00;NaN;6.4;0.77;1.17;6.84
18VA69002_1816;PEI17;46.65;-63.65;2104;0;04-sep-69;00:00:00;NaN;18.2;0.17;0.36;0.62
18VA69002_1816;PEI17;46.65;-63.65;2105;5;04-sep-69;00:00:00;NaN;18.1;0.1;0.13;0.29
18VA69002_1816;PEI17;46.65;-63.65;2106;10;04-sep-69;00:00:00;NaN;18;0.08;0.11;0.15
18VA69002_1816;PEI17;46.65;-63.65;2107;15;04-sep-69;00:00:00;NaN;16.8;0.1;0.04;0.09
18VA69002_1816;PEI17;46.65;-63.65;2108;25;04-sep-69;00:00:00;NaN;6.7;0.9;1.64;7.28
18VA69002_1817;PEI18;46.65;-63.65;2109;0;12-sep-69;00:00:00;NaN;14.7;0.16;0.11;0.37
18VA69002_1817;PEI18;46.65;-63.65;2110;5;12-sep-69;00:00:00;NaN;14.7;0.22;0.13;0.33
18VA69002_1817;PEI18;46.65;-63.65;2111;10;12-sep-69;00:00:00;NaN;13.9;0.33;0.56;1.35
18VA69002_1817;PEI18;46.65;-63.65;2112;15;12-sep-69;00:00:00;NaN;10.5;0.58;0.94;2.44
18VA69002_1817;PEI18;46.65;-63.65;2113;25;12-sep-69;00:00:00;NaN;5.2;0.97;2.81;6.47
18VA69002_1818;PEI19;46.65;-63.65;2124;0;08-oct-69;00:00:00;NaN;12.7;0.71;0.34;1.92
18VA69002_1818;PEI19;46.65;-63.65;2125;5;08-oct-69;00:00:00;NaN;12.7;0.86;0.31;2.44
18VA69002_1818;PEI19;46.65;-63.65;2126;10;08-oct-69;00:00:00;NaN;12.7;1.02;0.29;2.3
18VA69002_1818;PEI19;46.65;-63.65;2127;15;08-oct-69;00:00:00;NaN;12.7;0.46;0.22;1.48
18VA69002_1818;PEI19;46.65;-63.65;2128;25;08-oct-69;00:00:00;NaN;10.5;0.47;0.16;1.53
