CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXY_01;Q_OXY;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(ml/l);((none));((none));((none));((none))
WT552_456;BB-10;49.5167;-50.5333;258745;28-jul-04;09:11:00;150.4;34.443;1;279.6;4;6;NaN;NaN
WT552_456;BB-10;49.5167;-50.5333;258744;28-jul-04;09:11:00;328.53;34.823;1;268;4;6;NaN;NaN
WT552_469;BB-09;49.3667;-51.0167;258754;28-jul-04;12:58:00;330.3;34.791;1;234.5;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258764;28-jul-04;14:56:00;4.75;31.943;1;270.6;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258763;28-jul-04;14:56:00;9.46;31.944;1;270.6;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258762;28-jul-04;14:56:00;20.19;32.497;1;397;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258761;28-jul-04;14:56:00;30.33;32.728;1;371.6;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258760;28-jul-04;14:56:00;40.43;32.934;1;334.5;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258759;28-jul-04;14:56:00;49.95;33.11;1;324.2;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258758;28-jul-04;14:56:00;74.78;33.432;1;318;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258757;28-jul-04;14:56:00;101.3;33.706;1;309;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258756;28-jul-04;14:56:00;150.08;34.128;1;291.6;4;6;NaN;NaN
WT552_475;BB-08;49.28;-51.28;258755;28-jul-04;14:56:00;317.97;34.794;1;276;4;6;NaN;NaN
WT552_481;BB-07;49.19;-51.5417;258765;28-jul-04;17:31:00;307.92;34.516;1;258.6;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258775;28-jul-04;19:25:00;5.49;31.414;1;271.5;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258774;28-jul-04;19:25:00;10.02;31.417;1;271.5;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258773;28-jul-04;19:25:00;20.14;32.121;1;379.2;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258772;28-jul-04;19:25:00;29.53;32.373;1;364.9;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258771;28-jul-04;19:25:00;39.42;32.48;1;366.7;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258770;28-jul-04;19:25:00;50.26;32.668;1;338.1;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258769;28-jul-04;19:25:00;75.64;32.978;1;322.4;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258768;28-jul-04;19:25:00;100.07;33.267;1;314.9;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258767;28-jul-04;19:25:00;149.01;33.708;1;305.5;4;6;NaN;NaN
WT552_486;BB-06;49.1;-51.83;258766;28-jul-04;19:25:00;279.53;34.528;1;257.2;4;6;NaN;NaN
WT552_492;BB-05;49.025;-52.0667;258776;28-jul-04;21:55:00;278.84;34.597;1;229.6;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258786;29-jul-04;00:14:00;4.94;31.435;1;272;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258785;29-jul-04;00:14:00;9.67;31.472;1;277.8;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258784;29-jul-04;00:14:00;19.76;32.339;1;394.3;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258783;29-jul-04;00:14:00;29.86;32.483;1;398.8;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258782;29-jul-04;00:14:00;39.73;32.598;1;384.5;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258781;29-jul-04;00:14:00;50.57;32.687;1;361.7;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258780;29-jul-04;00:14:00;74.86;32.879;1;339.9;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258779;29-jul-04;00:14:00;99.73;33.063;1;320.7;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258778;29-jul-04;00:14:00;149.83;33.461;1;308.6;4;6;NaN;NaN
WT552_498;BB-04;48.9167;-52.4;258777;29-jul-04;00:14:00;344.85;34.637;1;222;4;6;NaN;NaN
WT552_503;BB-03;48.8333;-52.65;258787;29-jul-04;02:56:00;242.77;34.046;1;285.4;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258797;29-jul-04;04:08:00;5.12;31.949;1;348.8;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258796;29-jul-04;04:08:00;10.22;31.986;1;351;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258795;29-jul-04;04:08:00;19.44;32.089;1;363.1;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258794;29-jul-04;04:08:00;30.2;32.297;1;351;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258793;29-jul-04;04:08:00;39.26;32.34;1;349.2;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258792;29-jul-04;04:08:00;49.39;32.407;1;347.5;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258791;29-jul-04;04:08:00;74.46;32.577;1;339.4;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258790;29-jul-04;04:08:00;100.27;32.741;1;330.9;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258789;29-jul-04;04:08:00;150.7;32.957;1;321.5;4;6;NaN;NaN
WT552_506;BB-02;48.8;-52.75;258788;29-jul-04;04:08:00;167.74;33.213;1;310.4;4;6;NaN;NaN
WT552_509;BB-01;48.7333;-52.9667;258798;29-jul-04;06:33:00;98.04;32.569;1;336.7;4;6;NaN;NaN
WT552_515;SI-01;53.2333;-55.65;258799;30-jul-04;19:51:00;66.28;32.412;1;342.1;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258808;30-jul-04;20:56:00;4.78;30.087;1;292.1;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258807;30-jul-04;20:56:00;9.69;31.232;1;316.6;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258806;30-jul-04;20:56:00;19.93;31.995;1;377.8;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258805;30-jul-04;20:56:00;30.17;32.229;1;369.8;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258804;30-jul-04;20:56:00;39.38;32.39;1;348.8;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258803;30-jul-04;20:56:00;49.37;32.438;1;344.3;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258802;30-jul-04;20:56:00;75.19;32.613;1;336.3;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258801;30-jul-04;20:56:00;99.9;32.813;1;326.5;4;6;NaN;NaN
WT552_528;SI-02;53.3333;-55.5;258800;30-jul-04;20:56:00;132.52;32.974;1;320.7;4;6;NaN;NaN
WT552_531;SI-03;53.41;-55.3567;258809;30-jul-04;22:37:00;167.15;32.985;1;322;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258819;31-jul-04;00:22:00;5.45;31.131;1;296.1;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258818;31-jul-04;00:22:00;9.65;31.713;1;315.7;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258817;31-jul-04;00:22:00;19.71;32.179;1;404.2;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258816;31-jul-04;00:22:00;30.38;32.451;1;382.7;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258815;31-jul-04;00:22:00;39.57;32.559;1;347.9;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258814;31-jul-04;00:22:00;49.92;32.644;1;338.5;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258813;31-jul-04;00:22:00;74.29;32.838;1;330;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258812;31-jul-04;00:22:00;99.72;33.025;1;323.8;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258811;31-jul-04;00:22:00;150.13;33.345;1;318.9;4;6;NaN;NaN
WT552_534;SI-04;53.5333;-55.145;258810;31-jul-04;00:22:00;201.61;33.662;1;307.3;4;6;NaN;NaN
WT552_536;SI-05;53.6167;-55;258820;31-jul-04;01:42:00;287.37;34.348;1;283.1;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258829;31-jul-04;03:34:00;5.23;31.858;1;305.5;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258828;31-jul-04;03:34:00;10.5;32.012;1;327.8;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258827;31-jul-04;03:34:00;21.01;32.544;1;372.9;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258826;31-jul-04;03:34:00;30.3;32.724;1;342.5;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258825;31-jul-04;03:34:00;39.64;32.864;1;351.5;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258824;31-jul-04;03:34:00;49.26;33.008;1;340.3;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258823;31-jul-04;03:34:00;74.49;33.203;1;324.2;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258822;31-jul-04;03:34:00;100.19;33.456;1;318.9;4;6;NaN;NaN
WT552_539;SI-06;53.7567;-54.7767;258821;31-jul-04;03:34:00;163.06;34.34;1;284;4;6;NaN;NaN
WT552_542;SI-07;53.9167;-54.5;258830;31-jul-04;06:03:00;166.02;33.922;1;299.2;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258840;31-jul-04;07:54:00;4.18;31.858;1;309.5;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258839;31-jul-04;07:54:00;10.34;31.968;1;326.9;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258838;31-jul-04;07:54:00;20.63;32.579;1;375.6;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258837;31-jul-04;07:54:00;30.78;32.746;1;341.2;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258836;31-jul-04;07:54:00;40.42;32.828;1;339.4;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258835;31-jul-04;07:54:00;50.92;32.915;1;330.9;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258834;31-jul-04;07:54:00;74.05;33.118;1;324.2;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258833;31-jul-04;07:54:00;100.6;33.317;1;319.3;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258832;31-jul-04;07:54:00;149.81;33.83;1;306.4;4;6;NaN;NaN
WT552_545;SI-08;54.0817;-54.2167;258831;31-jul-04;07:54:00;185.35;34.202;1;290.7;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258850;31-jul-04;09:56:00;4.75;31.869;1;311.7;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258849;31-jul-04;09:56:00;10.18;31.868;1;314.4;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258848;31-jul-04;09:56:00;20.23;32.564;1;356.8;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258847;31-jul-04;09:56:00;30.32;32.705;1;341.6;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258846;31-jul-04;09:56:00;40.75;32.81;1;332.7;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258845;31-jul-04;09:56:00;50.81;32.866;1;329.6;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258844;31-jul-04;09:56:00;75.35;33.131;1;336.7;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258843;31-jul-04;09:56:00;100.2;33.318;1;319.8;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258842;31-jul-04;09:56:00;150.83;33.799;1;306.8;4;6;NaN;NaN
WT552_547;SI-09;54.2;-54;258841;31-jul-04;09:56:00;208;34.457;1;280.9;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258860;31-jul-04;12:29:00;5.43;32.566;1;328.7;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258859;31-jul-04;12:29:00;10.94;32.592;1;357.7;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258858;31-jul-04;12:29:00;19.98;32.906;1;384.1;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258857;31-jul-04;12:29:00;30.82;33.393;1;328.2;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258856;31-jul-04;12:29:00;40.59;33.526;1;323.3;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258855;31-jul-04;12:29:00;50.27;33.609;1;318.4;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258854;31-jul-04;12:29:00;75.32;33.987;1;314;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258853;31-jul-04;12:29:00;100.67;34.182;1;303.7;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258852;31-jul-04;12:29:00;151.24;34.452;1;293.9;4;6;NaN;NaN
WT552_550;SI-10;54.355;-53.7333;258851;31-jul-04;12:29:00;228.76;34.673;1;285.4;4;6;NaN;NaN
WT552_556;SI-11;54.5;-53.5;258861;31-jul-04;14:59:00;317.38;34.807;1;284.5;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258871;31-jul-04;16:45:00;4.79;34.036;1;327.8;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258870;31-jul-04;16:45:00;9.93;34.157;1;322.9;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258869;31-jul-04;16:45:00;20.31;34.211;1;318.4;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258868;31-jul-04;16:45:00;29.7;34.236;1;316.6;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258867;31-jul-04;16:45:00;39.75;34.292;1;314;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258866;31-jul-04;16:45:00;50.23;34.364;1;311.7;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258865;31-jul-04;16:45:00;75.49;34.494;1;305.9;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258864;31-jul-04;16:45:00;99.97;34.611;1;297.4;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258863;31-jul-04;16:45:00;150.72;34.786;1;287.2;4;6;NaN;NaN
WT552_559;SI-12;54.6333;-53.25;258862;31-jul-04;16:45:00;684.65;34.872;1;288.5;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258881;31-jul-04;19:37:00;5.4;34.34;1;301.5;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258880;31-jul-04;19:37:00;10.11;34.457;1;298.8;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258879;31-jul-04;19:37:00;19.74;34.496;1;305.9;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258878;31-jul-04;19:37:00;29.59;34.569;1;305;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258877;31-jul-04;19:37:00;39.88;34.642;1;303.7;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258876;31-jul-04;19:37:00;50.47;34.718;1;300.6;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258875;31-jul-04;19:37:00;75.06;34.773;1;295.6;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258874;31-jul-04;19:37:00;100.04;34.809;1;292.5;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258873;31-jul-04;19:37:00;151.08;34.857;1;286.7;4;6;NaN;NaN
WT552_562;SI-13;54.7833;-53;258872;31-jul-04;19:37:00;890.01;34.882;1;282.2;4;6;NaN;NaN
WT552_564;SI-14;55.0667;-52.5;258882;31-jul-04;23:59:00;913.33;34.859;1;288.1;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258892;01-aug-04;21:28:00;5.2;33.742;1;284.9;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258891;01-aug-04;21:28:00;9.92;33.752;1;284.9;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258890;01-aug-04;21:28:00;19.04;34.327;1;297.4;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258889;01-aug-04;21:28:00;30.12;34.373;1;304.6;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258888;01-aug-04;21:28:00;39.93;34.518;1;310.8;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258887;01-aug-04;21:28:00;50.52;34.632;1;303.2;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258886;01-aug-04;21:28:00;75.08;34.74;1;298.3;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258885;01-aug-04;21:28:00;100.62;34.783;1;294.3;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258884;01-aug-04;21:28:00;150.12;34.82;1;287.2;4;6;NaN;NaN
WT552_566;WB-18;51.9933;-50.25;258883;01-aug-04;21:28:00;910.87;34.87;1;282.2;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258902;02-aug-04;01:13:00;4.91;32.643;1;288.9;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258901;02-aug-04;01:13:00;10.3;32.784;1;298.3;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258900;02-aug-04;01:13:00;19.8;33.93;1;339.4;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258899;02-aug-04;01:13:00;29.55;34.097;1;331.4;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258898;02-aug-04;01:13:00;39.55;34.193;1;306.4;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258897;02-aug-04;01:13:00;50.33;34.364;1;303.7;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258896;02-aug-04;01:13:00;75.22;34.455;1;301.5;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258895;02-aug-04;01:13:00;99.96;34.546;1;295.6;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258894;02-aug-04;01:13:00;150.19;34.704;1;287.2;4;6;NaN;NaN
WT552_568;WB-16;51.895;-50.6;258893;02-aug-04;01:13:00;791.89;34.875;1;287.6;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258912;02-aug-04;05:09:00;4.83;32.582;1;288.5;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258911;02-aug-04;05:09:00;10.53;32.818;1;374.2;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258910;02-aug-04;05:09:00;20.15;33.226;1;425.6;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258909;02-aug-04;05:09:00;30.29;33.514;1;317.1;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258908;02-aug-04;05:09:00;40.45;33.644;1;314;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258907;02-aug-04;05:09:00;49.93;33.715;1;314.9;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258906;02-aug-04;05:09:00;74.6;33.957;1;308.6;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258905;02-aug-04;05:09:00;100.67;34.248;1;301.5;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258904;02-aug-04;05:09:00;150.09;34.53;1;291.2;4;6;NaN;NaN
WT552_569;WB-14;51.7883;-50.9917;258903;02-aug-04;05:09:00;306.46;34.811;1;271.1;4;6;NaN;NaN
WT552_571;WB-13;51.6467;-51.5;258913;02-aug-04;08:24:00;417.74;34.817;1;270.2;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258923;02-aug-04;10:50:00;5.16;32.253;1;280.5;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258922;02-aug-04;10:50:00;9.93;32.517;1;337.2;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258921;02-aug-04;10:50:00;19.81;32.934;1;414.9;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258920;02-aug-04;10:50:00;29.84;33.036;1;385.4;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258919;02-aug-04;10:50:00;40.87;33.252;1;327.4;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258918;02-aug-04;10:50:00;50.01;33.347;1;320.2;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258917;02-aug-04;10:50:00;74.72;33.655;1;307.3;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258916;02-aug-04;10:50:00;101.52;33.834;1;304.6;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258915;02-aug-04;10:50:00;150.72;34.18;1;296.5;4;6;NaN;NaN
WT552_573;WB-12;51.5;-52;258914;02-aug-04;10:50:00;415.33;34.802;1;262.2;4;6;NaN;NaN
WT552_575;WB-11;51.3667;-52.4833;258924;02-aug-04;15:44:00;430.3;34.813;1;237.1;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258934;02-aug-04;18:36:00;5.08;31.42;1;269.3;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258933;02-aug-04;18:36:00;9.8;31.618;1;279.1;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258932;02-aug-04;18:36:00;19.42;32.631;1;411.8;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258931;02-aug-04;18:36:00;29.87;32.764;1;419.8;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258930;02-aug-04;18:36:00;40.18;32.89;1;346.6;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258929;02-aug-04;18:36:00;50.58;33.006;1;335.4;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258928;02-aug-04;18:36:00;74.37;33.242;1;324.7;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258927;02-aug-04;18:36:00;100.16;33.49;1;315.7;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258926;02-aug-04;18:36:00;151.23;34.073;1;303.2;4;6;NaN;NaN
WT552_580;WB-09;51.225;-53;258925;02-aug-04;18:36:00;413.77;34.74;1;254.1;4;6;NaN;NaN
WT552_582;WB-08;51.0833;-53.5;258935;02-aug-04;22:08:00;278.3;34.465;1;265.3;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258945;03-aug-04;00:44:00;5.33;30.673;1;276;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258944;03-aug-04;00:44:00;10.32;32.402;1;402.8;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258943;03-aug-04;00:44:00;19.82;32.607;1;408.6;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258942;03-aug-04;00:44:00;30.03;32.704;1;356.8;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258941;03-aug-04;00:44:00;40.61;32.8;1;334.1;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258940;03-aug-04;00:44:00;50.17;32.91;1;337.6;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258939;03-aug-04;00:44:00;75.3;33.178;1;323.3;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258938;03-aug-04;00:44:00;100.53;33.388;1;315.7;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258937;03-aug-04;00:44:00;150.08;33.868;1;305;4;6;NaN;NaN
WT552_584;WB-07;50.945;-54;258936;03-aug-04;00:44:00;207.15;34.222;1;259.9;4;6;NaN;NaN
WT552_586;WB-05;50.8;-54.5;258946;03-aug-04;04:26:00;214.04;34.225;1;283.6;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258955;03-aug-04;07:18:00;4.31;30.894;1;287.6;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258954;03-aug-04;07:18:00;9.38;31.481;1;296.1;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258953;03-aug-04;07:18:00;19.97;32.25;1;354.6;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258952;03-aug-04;07:18:00;29.78;32.391;1;355.9;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258951;03-aug-04;07:18:00;40.14;32.571;1;343.4;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258950;03-aug-04;07:18:00;50.42;32.662;1;342.1;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258949;03-aug-04;07:18:00;74.86;32.868;1;333.6;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258948;03-aug-04;07:18:00;100.29;33.072;1;333.2;4;6;NaN;NaN
WT552_588;WB-04;50.6667;-55;258947;03-aug-04;07:18:00;159.79;33.678;1;299.7;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258965;03-aug-04;10:53:00;4.93;30.727;1;281.4;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258964;03-aug-04;10:53:00;9.72;30.74;1;281.8;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258963;03-aug-04;10:53:00;19.68;31.93;1;375.1;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258962;03-aug-04;10:53:00;29.66;32.256;1;373.4;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258961;03-aug-04;10:53:00;39.91;32.536;1;378.7;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258960;03-aug-04;10:53:00;50.14;32.732;1;363.5;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258959;03-aug-04;10:53:00;75.11;32.93;1;328.2;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258958;03-aug-04;10:53:00;100.06;33.038;1;321.5;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258957;03-aug-04;10:53:00;149.87;33.347;1;300.6;4;6;NaN;NaN
WT552_590;WB-03;50.45;-55.6167;258956;03-aug-04;10:53:00;228.11;33.984;1;255.9;4;6;NaN;NaN
