CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL_BS;OXY_01
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(ml/l)
WT624_742;CBAY-01;47.8333;-52.9167;260483;03-aug-05;02:00:00;40.64;32.45;369.8
WT624_742;CBAY-01;47.8333;-52.9167;260484;03-aug-05;02:00:00;30.35;32.29;378.7
WT624_742;CBAY-01;47.8333;-52.9167;260485;03-aug-05;02:00:00;20.54;32.06;352.8
WT624_742;CBAY-01;47.8333;-52.9167;260486;03-aug-05;02:00:00;9.94;31.64;313.1
WT624_742;CBAY-01;47.8333;-52.9167;260487;03-aug-05;02:00:00;4.72;31.45;280.5
WT624_744;STN27;47.5467;-52.5867;260488;03-aug-05;07:42:00;174.47;33.25;291.2
WT624_744;STN27;47.5467;-52.5867;260489;03-aug-05;07:42:00;150.22;32.93;338.5
WT624_744;STN27;47.5467;-52.5867;260490;03-aug-05;07:42:00;100.81;32.71;344.8
WT624_744;STN27;47.5467;-52.5867;260491;03-aug-05;07:42:00;75;32.65;348.8
WT624_744;STN27;47.5467;-52.5867;260492;03-aug-05;07:42:00;49.75;32.55;360.8
WT624_744;STN27;47.5467;-52.5867;260493;03-aug-05;07:42:00;40.04;32.48;371.1
WT624_744;STN27;47.5467;-52.5867;260494;03-aug-05;07:42:00;29.82;32.32;383.6
WT624_744;STN27;47.5467;-52.5867;260495;03-aug-05;07:42:00;19.45;32.21;370.2
WT624_744;STN27;47.5467;-52.5867;260496;03-aug-05;07:42:00;9.4;31.85;331.4
WT624_744;STN27;47.5467;-52.5867;260497;03-aug-05;07:42:00;4.84;31.51;287.6
