CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL_BS;OXY_01
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(ml/l)
WT624_531;SI-04;53.5333;-55.145;260214;27-jul-05;14:44:00;5.13;32.39;308.2
WT624_534;SI-05;53.6167;-55;260215;27-jul-05;16:39:00;278.04;34.25;293
WT624_536;SI-06;53.7567;-54.7767;260216;27-jul-05;18:23:00;159.5;34.2;274.7
WT624_536;SI-06;53.7567;-54.7767;260217;27-jul-05;18:23:00;149.25;34.01;308.2
WT624_536;SI-06;53.7567;-54.7767;260218;27-jul-05;18:23:00;100.38;33.56;325.6
WT624_536;SI-06;53.7567;-54.7767;260219;27-jul-05;18:23:00;75.07;33.29;329.1
WT624_536;SI-06;53.7567;-54.7767;260220;27-jul-05;18:23:00;49.48;33.06;330.5
WT624_536;SI-06;53.7567;-54.7767;260221;27-jul-05;18:23:00;40.25;32.93;344.8
WT624_536;SI-06;53.7567;-54.7767;260222;27-jul-05;18:23:00;31.14;32.72;407.3
WT624_536;SI-06;53.7567;-54.7767;260223;27-jul-05;18:23:00;20.31;32.48;423.4
WT624_536;SI-06;53.7567;-54.7767;260224;27-jul-05;18:23:00;10.1;32.18;321.5
WT624_536;SI-06;53.7567;-54.7767;260225;27-jul-05;18:23:00;5.62;32.18;321.5
WT624_539;SI-07;53.9167;-54.5;260226;27-jul-05;20:53:00;168.59;34.12;286.7
WT624_542;SI-08;54.0817;-54.2167;260227;27-jul-05;22:45:00;186.29;34.18;279.1
WT624_542;SI-08;54.0817;-54.2167;260228;27-jul-05;22:45:00;149.89;33.82;310.8
WT624_542;SI-08;54.0817;-54.2167;260229;27-jul-05;22:45:00;100.84;33.38;331.4
WT624_542;SI-08;54.0817;-54.2167;260230;27-jul-05;22:45:00;75.07;33.11;329.6
WT624_542;SI-08;54.0817;-54.2167;260231;27-jul-05;22:45:00;49.88;32.94;326
WT624_542;SI-08;54.0817;-54.2167;260232;27-jul-05;22:45:00;40.58;32.81;350.6
WT624_542;SI-08;54.0817;-54.2167;260233;27-jul-05;22:45:00;30.87;32.61;400.2
WT624_542;SI-08;54.0817;-54.2167;260234;27-jul-05;22:45:00;19.71;32.15;325.1
WT624_542;SI-08;54.0817;-54.2167;260235;27-jul-05;22:45:00;10.85;32.14;322.9
WT624_542;SI-08;54.0817;-54.2167;260236;27-jul-05;22:45:00;5.4;32.14;322.9
WT624_545;SI-09;54.2;-54;260237;28-jul-05;01:01:00;207.88;34.42;295.6
WT624_545;SI-09;54.2;-54;260238;28-jul-05;01:01:00;150.86;33.9;312.6
WT624_545;SI-09;54.2;-54;260239;28-jul-05;01:01:00;99.96;33.48;329.1
WT624_545;SI-09;54.2;-54;260240;28-jul-05;01:01:00;74.93;33.25;334.5
WT624_545;SI-09;54.2;-54;260241;28-jul-05;01:01:00;50.89;33.01;340.3
WT624_545;SI-09;54.2;-54;260242;28-jul-05;01:01:00;41.06;32.89;405.1
WT624_545;SI-09;54.2;-54;260243;28-jul-05;01:01:00;30.86;32.68;418.5
WT624_545;SI-09;54.2;-54;260244;28-jul-05;01:01:00;20.59;32.06;326
WT624_545;SI-09;54.2;-54;260245;28-jul-05;01:01:00;10.47;32.05;324.7
WT624_545;SI-09;54.2;-54;260246;28-jul-05;01:01:00;5.31;32.04;324.7
WT624_547;SI-10;54.355;-53.7333;260247;28-jul-05;03:38:00;229.75;34.55;291.2
WT624_547;SI-10;54.355;-53.7333;260248;28-jul-05;03:38:00;151.1;33.6;320.7
WT624_547;SI-10;54.355;-53.7333;260249;28-jul-05;03:38:00;99.62;33.21;324.2
WT624_547;SI-10;54.355;-53.7333;260250;28-jul-05;03:38:00;69.73;32.91;324.7
WT624_547;SI-10;54.355;-53.7333;260251;28-jul-05;03:38:00;49.85;32.7;327.8
WT624_547;SI-10;54.355;-53.7333;260252;28-jul-05;03:38:00;39.62;32.61;323.8
WT624_547;SI-10;54.355;-53.7333;260253;28-jul-05;03:38:00;30.15;32.56;324.7
WT624_547;SI-10;54.355;-53.7333;260254;28-jul-05;03:38:00;20.11;32.49;387.6
WT624_547;SI-10;54.355;-53.7333;260255;28-jul-05;03:38:00;9.72;32.07;325.6
WT624_547;SI-10;54.355;-53.7333;260256;28-jul-05;03:38:00;4.63;32.05;322.4
WT624_550;SI-11;54.5;-53.5;260257;28-jul-05;06:09:00;318.58;34.74;295.2
WT624_553;FC-05;47;-52.0333;259936;17-jul-05;15:40:00;133.96;33.22;263.9
WT624_553;FC-05;47;-52.0333;259937;17-jul-05;15:40:00;100.26;32.87;347.5
WT624_553;FC-05;47;-52.0333;259938;17-jul-05;15:40:00;75.49;32.76;352.4
WT624_553;FC-05;47;-52.0333;259939;17-jul-05;15:40:00;49.65;32.67;363.5
WT624_553;FC-05;47;-52.0333;259940;17-jul-05;15:40:00;39.85;32.61;390.8
WT624_553;FC-05;47;-52.0333;259941;17-jul-05;15:40:00;30.01;32.38;381.8
WT624_553;FC-05;47;-52.0333;259942;17-jul-05;15:40:00;19.75;32.23;329.6
WT624_553;FC-05;47;-52.0333;259943;17-jul-05;15:40:00;10.43;32.15;316.2
WT624_553;FC-05;47;-52.0333;259944;17-jul-05;15:40:00;4.59;32.07;305.5
WT624_556;SI-12;54.6333;-53.25;260258;28-jul-05;08:10:00;708.3;34.86;299.2
WT624_556;SI-12;54.6333;-53.25;260259;28-jul-05;08:10:00;150.45;34.31;299.2
WT624_556;SI-12;54.6333;-53.25;260260;28-jul-05;08:10:00;100.23;33.84;311.3
WT624_556;SI-12;54.6333;-53.25;260261;28-jul-05;08:10:00;75.43;33.57;321.5
WT624_556;SI-12;54.6333;-53.25;260262;28-jul-05;08:10:00;49.9;33.3;325.1
WT624_556;SI-12;54.6333;-53.25;260263;28-jul-05;08:10:00;40.54;33.2;324.7
WT624_556;SI-12;54.6333;-53.25;260264;28-jul-05;08:10:00;30.37;33.09;322.4
WT624_556;SI-12;54.6333;-53.25;260265;28-jul-05;08:10:00;19.92;32.98;368
WT624_556;SI-12;54.6333;-53.25;260266;28-jul-05;08:10:00;9.91;32.51;375.6
WT624_556;SI-12;54.6333;-53.25;260267;28-jul-05;08:10:00;5.01;31.76;314
WT624_559;SI-13;54.7833;-53;260268;28-jul-05;11:57:00;1075.88;34.88;290.7
WT624_559;SI-13;54.7833;-53;260269;28-jul-05;11:57:00;150.07;34.79;300.6
WT624_559;SI-13;54.7833;-53;260270;28-jul-05;11:57:00;100.25;34.74;295.2
WT624_559;SI-13;54.7833;-53;260271;28-jul-05;11:57:00;74.88;34.68;297
WT624_559;SI-13;54.7833;-53;260272;28-jul-05;11:57:00;49.5;34.62;311.7
WT624_559;SI-13;54.7833;-53;260273;28-jul-05;11:57:00;40.15;34.61;312.6
WT624_559;SI-13;54.7833;-53;260274;28-jul-05;11:57:00;29.75;34.57;315.3
WT624_559;SI-13;54.7833;-53;260275;28-jul-05;11:57:00;19.79;33.99;336.7
WT624_559;SI-13;54.7833;-53;260276;28-jul-05;11:57:00;9.42;33.41;355.5
WT624_559;SI-13;54.7833;-53;260277;28-jul-05;11:57:00;5.87;33.15;355
WT624_562;SI-14;55.0667;-52.5;260278;28-jul-05;16:42:00;1012.35;34.87;294.3
WT624_564;WB-18;51.9933;-50.25;260279;29-jul-05;12:13:00;1003.09;34.88;288.1
WT624_564;WB-18;51.9933;-50.25;260280;29-jul-05;12:13:00;150.33;34.79;302.8
WT624_564;WB-18;51.9933;-50.25;260281;29-jul-05;12:13:00;100.17;34.74;303.7
WT624_564;WB-18;51.9933;-50.25;260282;29-jul-05;12:13:00;74.67;34.66;304.1
WT624_564;WB-18;51.9933;-50.25;260283;29-jul-05;12:13:00;49.66;34.53;308.6
WT624_564;WB-18;51.9933;-50.25;260284;29-jul-05;12:13:00;39.91;34.56;312.2
WT624_564;WB-18;51.9933;-50.25;260285;29-jul-05;12:13:00;29.99;34.54;320.2
WT624_564;WB-18;51.9933;-50.25;260286;29-jul-05;12:13:00;19.75;34.4;320.7
WT624_564;WB-18;51.9933;-50.25;260287;29-jul-05;12:13:00;9.33;33.92;300.6
WT624_564;WB-18;51.9933;-50.25;260288;29-jul-05;12:13:00;5.48;33.86;300.6
WT624_566;WB-17;51.9333;-50.4667;260289;29-jul-05;15:36:00;1010.17;34.87;294.3
WT624_568;WB-16;51.895;-50.6;260290;29-jul-05;17:11:00;755.25;34.87;297
WT624_568;WB-16;51.895;-50.6;260291;29-jul-05;17:11:00;151.1;34.76;295.2
WT624_568;WB-16;51.895;-50.6;260292;29-jul-05;17:11:00;100.24;34.62;293.4
WT624_568;WB-16;51.895;-50.6;260293;29-jul-05;17:11:00;75.08;34.5;294.3
WT624_568;WB-16;51.895;-50.6;260294;29-jul-05;17:11:00;50.4;34.39;301.9
WT624_568;WB-16;51.895;-50.6;260295;29-jul-05;17:11:00;39.92;34.31;305
WT624_568;WB-16;51.895;-50.6;260296;29-jul-05;17:11:00;30.23;34.26;307.3
WT624_568;WB-16;51.895;-50.6;260297;29-jul-05;17:11:00;19.74;34.19;349.2
WT624_568;WB-16;51.895;-50.6;260298;29-jul-05;17:11:00;9.64;33.52;336.3
WT624_568;WB-16;51.895;-50.6;260299;29-jul-05;17:11:00;3.69;33;323.3
WT624_569;WB-15;51.8667;-50.7067;260300;29-jul-05;19:27:00;384.11;34.83;298.3
WT624_571;WB-14;51.7883;-50.9917;260301;29-jul-05;21:13:00;305.12;34.83;294.3
WT624_571;WB-14;51.7883;-50.9917;260302;29-jul-05;21:13:00;150.31;34.61;272
WT624_571;WB-14;51.7883;-50.9917;260303;29-jul-05;21:13:00;99.78;34.47;297.9
WT624_571;WB-14;51.7883;-50.9917;260304;29-jul-05;21:13:00;74.73;34.3;302.3
WT624_571;WB-14;51.7883;-50.9917;260305;29-jul-05;21:13:00;49.85;34.21;309.9
WT624_571;WB-14;51.7883;-50.9917;260306;29-jul-05;21:13:00;39.82;34.06;318.9
WT624_571;WB-14;51.7883;-50.9917;260307;29-jul-05;21:13:00;30.44;33.81;337.2
WT624_571;WB-14;51.7883;-50.9917;260308;29-jul-05;21:13:00;20.77;33.63;387.2
WT624_571;WB-14;51.7883;-50.9917;260309;29-jul-05;21:13:00;10.5;32.47;312.6
WT624_571;WB-14;51.7883;-50.9917;260310;29-jul-05;21:13:00;5.29;32.44;307.3
WT624_573;WB-13;51.6467;-51.5;260311;30-jul-05;00:44:00;413.53;34.82;291.6
WT624_575;WB-12;51.5;-52;260312;30-jul-05;03:38:00;418.21;34.79;276
WT624_575;WB-12;51.5;-52;260313;30-jul-05;03:38:00;150.51;34.04;309
WT624_575;WB-12;51.5;-52;260314;30-jul-05;03:38:00;100.12;33.64;318.9
WT624_575;WB-12;51.5;-52;260315;30-jul-05;03:38:00;75.13;33.36;326.5
WT624_575;WB-12;51.5;-52;260316;30-jul-05;03:38:00;49.6;32.94;338.1
WT624_575;WB-12;51.5;-52;260317;30-jul-05;03:38:00;39.64;32.82;340.3
WT624_575;WB-12;51.5;-52;260318;30-jul-05;03:38:00;29.99;32.7;398.8
WT624_575;WB-12;51.5;-52;260319;30-jul-05;03:38:00;19.75;32.39;356.4
WT624_575;WB-12;51.5;-52;260320;30-jul-05;03:38:00;9.7;32.06;297
WT624_575;WB-12;51.5;-52;260321;30-jul-05;03:38:00;4.74;32.05;296.5
WT624_577;FC-06;47;-51.485;259945;17-jul-05;19:24:00;95.62;33.06;272.9
WT624_580;WB-11;51.3667;-52.4833;260322;30-jul-05;07:20:00;433.92;34.79;264.4
WT624_582;WB-10;51.2983;-52.7233;260323;30-jul-05;09:04:00;454.7;34.77;267.1
WT624_584;WB-09;51.225;-53;260324;30-jul-05;11:03:00;417.84;34.77;271.1
WT624_584;WB-09;51.225;-53;260325;30-jul-05;11:03:00;151.22;34.14;306.8
WT624_584;WB-09;51.225;-53;260326;30-jul-05;11:03:00;100.63;33.67;311.7
WT624_584;WB-09;51.225;-53;260327;30-jul-05;11:03:00;75.19;33.4;326.9
WT624_584;WB-09;51.225;-53;260328;30-jul-05;11:03:00;49.6;33.04;339.9
WT624_584;WB-09;51.225;-53;260329;30-jul-05;11:03:00;39.97;32.92;363.5
WT624_584;WB-09;51.225;-53;260330;30-jul-05;11:03:00;30.23;32.71;380.1
WT624_584;WB-09;51.225;-53;260331;30-jul-05;11:03:00;20.37;32.27;392.1
WT624_584;WB-09;51.225;-53;260332;30-jul-05;11:03:00;9.42;31.85;331.4
WT624_584;WB-09;51.225;-53;260333;30-jul-05;11:03:00;4.83;31.87;294.3
WT624_586;WB-08;51.0833;-53.5;260334;30-jul-05;14:35:00;274;34.57;272.9
WT624_588;WB-07;50.945;-54;260335;30-jul-05;17:09:00;207.28;34.33;283.6
WT624_588;WB-07;50.945;-54;260336;30-jul-05;17:09:00;151.7;33.63;313.5
WT624_588;WB-07;50.945;-54;260337;30-jul-05;17:09:00;100.73;33.18;329.6
WT624_588;WB-07;50.945;-54;260338;30-jul-05;17:09:00;75.87;33;326.9
WT624_588;WB-07;50.945;-54;260339;30-jul-05;17:09:00;50.63;32.77;336.7
WT624_588;WB-07;50.945;-54;260340;30-jul-05;17:09:00;41.1;32.69;346.6
WT624_588;WB-07;50.945;-54;260341;30-jul-05;17:09:00;30.73;32.57;356.8
WT624_588;WB-07;50.945;-54;260342;30-jul-05;17:09:00;20.41;32.23;397.5
WT624_588;WB-07;50.945;-54;260343;30-jul-05;17:09:00;10.37;31.42;298.3
WT624_588;WB-07;50.945;-54;260344;30-jul-05;17:09:00;4.5;31.36;294.8
WT624_590;WB-06;50.8517;-54.33;260345;30-jul-05;19:41:00;240.13;34.25;285.8
WT624_592;WB-05;50.8;-54.5;260346;30-jul-05;20:55:00;214.31;33.9;296.5
WT624_594;WB-04;50.6667;-55;260347;30-jul-05;23:29:00;156.84;33.04;319.8
WT624_594;WB-04;50.6667;-55;260348;30-jul-05;23:29:00;149.76;32.95;326
WT624_594;WB-04;50.6667;-55;260349;30-jul-05;23:29:00;100.06;32.68;341.6
WT624_594;WB-04;50.6667;-55;260350;30-jul-05;23:29:00;76.11;32.37;361.7
WT624_594;WB-04;50.6667;-55;260351;30-jul-05;23:29:00;50.1;31.74;332.3
WT624_594;WB-04;50.6667;-55;260352;30-jul-05;23:29:00;40.39;31.65;326.9
WT624_594;WB-04;50.6667;-55;260353;30-jul-05;23:29:00;30.62;31.6;321.1
WT624_594;WB-04;50.6667;-55;260354;30-jul-05;23:29:00;20.37;31.53;323.3
WT624_594;WB-04;50.6667;-55;260355;30-jul-05;23:29:00;10.32;31.22;296.1
WT624_594;WB-04;50.6667;-55;260356;30-jul-05;23:29:00;4.72;31.22;295.6
WT624_606;WB-03;50.45;-55.6167;260357;31-jul-05;03:33:00;226.76;33.74;269.7
WT624_606;WB-03;50.45;-55.6167;260358;31-jul-05;03:33:00;150.85;33.2;317.1
WT624_606;WB-03;50.45;-55.6167;260359;31-jul-05;03:33:00;100.8;32.8;339.9
WT624_606;WB-03;50.45;-55.6167;260360;31-jul-05;03:33:00;75.64;32.68;344.3
WT624_606;WB-03;50.45;-55.6167;260361;31-jul-05;03:33:00;50.9;32.56;347.5
WT624_606;WB-03;50.45;-55.6167;260362;31-jul-05;03:33:00;39.71;32.45;362.2
WT624_606;WB-03;50.45;-55.6167;260363;31-jul-05;03:33:00;30.03;32.32;379.6
WT624_606;WB-03;50.45;-55.6167;260364;31-jul-05;03:33:00;20.42;32.09;369.3
WT624_606;WB-03;50.45;-55.6167;260365;31-jul-05;03:33:00;10.54;31.25;294.3
WT624_606;WB-03;50.45;-55.6167;260366;31-jul-05;03:33:00;5.79;31.23;293
WT624_608;WB-02;50.3;-56.1817;260367;31-jul-05;07:36:00;326.98;33.94;241.6
WT624_608;WB-02;50.3;-56.1817;260368;31-jul-05;07:36:00;151.02;33;328.7
WT624_608;WB-02;50.3;-56.1817;260369;31-jul-05;07:36:00;100.07;32.66;343.4
WT624_608;WB-02;50.3;-56.1817;260370;31-jul-05;07:36:00;75.34;32.48;361.7
WT624_608;WB-02;50.3;-56.1817;260371;31-jul-05;07:36:00;50.47;32.22;373.8
WT624_608;WB-02;50.3;-56.1817;260372;31-jul-05;07:36:00;40.17;32.07;349.2
WT624_608;WB-02;50.3;-56.1817;260373;31-jul-05;07:36:00;30.04;31.74;334.1
WT624_608;WB-02;50.3;-56.1817;260374;31-jul-05;07:36:00;19.89;31.58;320.2
WT624_608;WB-02;50.3;-56.1817;260375;31-jul-05;07:36:00;9.88;31.38;309.9
WT624_608;WB-02;50.3;-56.1817;260376;31-jul-05;07:36:00;5.11;31.27;293.4
WT624_610;FC-07;47;-51;259946;17-jul-05;22:05:00;98.77;33.06;288.9
WT624_610;FC-07;47;-51;259947;17-jul-05;22:05:00;75.24;32.85;337.6
WT624_610;FC-07;47;-51;259948;17-jul-05;22:05:00;50;32.7;368.9
WT624_610;FC-07;47;-51;259949;17-jul-05;22:05:00;39.89;32.68;364.4
WT624_610;FC-07;47;-51;259950;17-jul-05;22:05:00;29.78;32.44;332.3
WT624_610;FC-07;47;-51;259951;17-jul-05;22:05:00;20.61;32.41;325.1
WT624_610;FC-07;47;-51;259952;17-jul-05;22:05:00;10.47;32.18;309.5
WT624_610;FC-07;47;-51;259953;17-jul-05;22:05:00;5.38;31.77;299.7
WT624_614;WB-01;50.2267;-56.4533;260377;31-jul-05;10:11:00;301.93;33.91;253.2
WT624_616;NDBAY-01;49.85;-54.9217;260378;31-jul-05;16:40:00;360.73;34.51;245.2
WT624_616;NDBAY-01;49.85;-54.9217;260379;31-jul-05;16:40:00;150.44;33.3;323.8
WT624_616;NDBAY-01;49.85;-54.9217;260380;31-jul-05;16:40:00;100.61;32.72;348.8
WT624_616;NDBAY-01;49.85;-54.9217;260381;31-jul-05;16:40:00;74.85;32.6;351.9
WT624_616;NDBAY-01;49.85;-54.9217;260382;31-jul-05;16:40:00;50.21;32.41;363.5
WT624_616;NDBAY-01;49.85;-54.9217;260383;31-jul-05;16:40:00;39.98;32.26;367.5
WT624_616;NDBAY-01;49.85;-54.9217;260384;31-jul-05;16:40:00;30.05;32.14;379.6
WT624_616;NDBAY-01;49.85;-54.9217;260385;31-jul-05;16:40:00;19.7;31.97;363.1
WT624_616;NDBAY-01;49.85;-54.9217;260386;31-jul-05;16:40:00;10.02;31.44;285.4
WT624_616;NDBAY-01;49.85;-54.9217;260387;31-jul-05;16:40:00;4.64;31.43;284.5
WT624_618;BBAY-01;49;-53.0833;260388;01-aug-05;03:08:00;323.85;34.11;241.2
WT624_618;BBAY-01;49;-53.0833;260389;01-aug-05;03:08:00;149.55;32.83;349.7
WT624_618;BBAY-01;49;-53.0833;260390;01-aug-05;03:08:00;100.04;32.7;358.2
WT624_618;BBAY-01;49;-53.0833;260391;01-aug-05;03:08:00;74.56;32.62;360.4
WT624_618;BBAY-01;49;-53.0833;260392;01-aug-05;03:08:00;50.01;32.5;374.7
WT624_618;BBAY-01;49;-53.0833;260393;01-aug-05;03:08:00;40.1;32.41;377.4
WT624_618;BBAY-01;49;-53.0833;260394;01-aug-05;03:08:00;29.92;32.23;399.7
WT624_618;BBAY-01;49;-53.0833;260395;01-aug-05;03:08:00;19.71;31.96;373.8
WT624_618;BBAY-01;49;-53.0833;260396;01-aug-05;03:08:00;9.94;31.67;347.9
WT624_618;BBAY-01;49;-53.0833;260397;01-aug-05;03:08:00;4.73;31.3;301
WT624_620;SS-17;48.1733;-53.74;260398;01-aug-05;14:04:00;179.14;33.26;275.1
WT624_620;SS-17;48.1733;-53.74;260399;01-aug-05;14:04:00;149.93;32.97;293.9
WT624_620;SS-17;48.1733;-53.74;260400;01-aug-05;14:04:00;100.33;32.68;322.4
WT624_620;SS-17;48.1733;-53.74;260401;01-aug-05;14:04:00;74.86;32.55;328.7
WT624_620;SS-17;48.1733;-53.74;260402;01-aug-05;14:04:00;50.24;32.26;343.9
WT624_620;SS-17;48.1733;-53.74;260403;01-aug-05;14:04:00;39.68;32.15;344.8
WT624_620;SS-17;48.1733;-53.74;260404;01-aug-05;14:04:00;30.36;32.08;343.9
WT624_620;SS-17;48.1733;-53.74;260405;01-aug-05;14:04:00;19.79;32.01;345.7
WT624_620;SS-17;48.1733;-53.74;260406;01-aug-05;14:04:00;9.29;31.92;344.8
WT624_620;SS-17;48.1733;-53.74;260407;01-aug-05;14:04:00;4.34;31.67;331.4
WT624_667;SS-09;48.1567;-53.7;260408;01-aug-05;18:43:00;197.05;33.44;272.4
WT624_667;SS-09;48.1567;-53.7;260409;01-aug-05;18:43:00;150.08;32.97;302.3
WT624_667;SS-09;48.1567;-53.7;260410;01-aug-05;18:43:00;99.74;32.65;327.4
WT624_667;SS-09;48.1567;-53.7;260411;01-aug-05;18:43:00;74.07;32.55;330.9
WT624_667;SS-09;48.1567;-53.7;260412;01-aug-05;18:43:00;49.61;32.26;344.8
WT624_667;SS-09;48.1567;-53.7;260413;01-aug-05;18:43:00;38.9;32.1;339.9
WT624_667;SS-09;48.1567;-53.7;260414;01-aug-05;18:43:00;29.14;32.07;343
WT624_667;SS-09;48.1567;-53.7;260415;01-aug-05;18:43:00;19.66;32.01;347.5
WT624_667;SS-09;48.1567;-53.7;260416;01-aug-05;18:43:00;9.68;31.84;339.9
WT624_667;SS-09;48.1567;-53.7;260417;01-aug-05;18:43:00;4.83;31.6;320.7
WT624_669;SS-05;48.2;-53.575;260418;01-aug-05;22:04:00;190.35;33.54;272.9
WT624_669;SS-05;48.2;-53.575;260419;01-aug-05;22:04:00;150.45;33.02;304.1
WT624_669;SS-05;48.2;-53.575;260420;01-aug-05;22:04:00;100.16;32.6;334.9
WT624_669;SS-05;48.2;-53.575;260421;01-aug-05;22:04:00;74.54;32.48;343.4
WT624_669;SS-05;48.2;-53.575;260422;01-aug-05;22:04:00;49.7;32.19;344.8
WT624_669;SS-05;48.2;-53.575;260424;01-aug-05;22:04:00;39.52;32.07;341.4
WT624_669;SS-05;48.2;-53.575;260425;01-aug-05;22:04:00;29.81;32.02;345.7
WT624_669;SS-05;48.2;-53.575;260426;01-aug-05;22:04:00;20.08;31.88;341.6
WT624_669;SS-05;48.2;-53.575;260427;01-aug-05;22:04:00;9.63;31.57;318.4
WT624_671;SS-01;48.2533;-53.4267;260428;02-aug-05;01:48:00;346.23;34.02;251.9
WT624_671;SS-01;48.2533;-53.4267;260429;02-aug-05;01:48:00;150.37;32.92;318.9
WT624_671;SS-01;48.2533;-53.4267;260430;02-aug-05;01:48:00;100.18;32.6;345.2
WT624_671;SS-01;48.2533;-53.4267;260431;02-aug-05;01:48:00;74.82;32.43;356.8
WT624_671;SS-01;48.2533;-53.4267;260432;02-aug-05;01:48:00;49.69;32.17;349.2
WT624_671;SS-01;48.2533;-53.4267;260433;02-aug-05;01:48:00;39.79;32.09;348.8
WT624_671;SS-01;48.2533;-53.4267;260434;02-aug-05;01:48:00;29.72;32.02;343.9
WT624_671;SS-01;48.2533;-53.4267;260435;02-aug-05;01:48:00;20.06;31.83;332.3
WT624_671;SS-01;48.2533;-53.4267;260436;02-aug-05;01:48:00;9.23;31.45;305
WT624_671;SS-01;48.2533;-53.4267;260437;02-aug-05;01:48:00;5.01;31.28;289.4
WT624_673;TB-14;48.2033;-53.31;260438;02-aug-05;04:21:00;327.31;34.17;241.6
WT624_673;TB-14;48.2033;-53.31;260439;02-aug-05;04:21:00;149.62;32.82;326
WT624_673;TB-14;48.2033;-53.31;260440;02-aug-05;04:21:00;99.35;32.58;350.1
WT624_673;TB-14;48.2033;-53.31;260441;02-aug-05;04:21:00;74.23;32.48;361.7
WT624_673;TB-14;48.2033;-53.31;260442;02-aug-05;04:21:00;49.54;32.28;364
WT624_673;TB-14;48.2033;-53.31;260443;02-aug-05;04:21:00;39.64;32.23;360.4
WT624_673;TB-14;48.2033;-53.31;260444;02-aug-05;04:21:00;29.65;32.15;357.3
WT624_673;TB-14;48.2033;-53.31;260445;02-aug-05;04:21:00;20.05;31.97;343.9
WT624_673;TB-14;48.2033;-53.31;260446;02-aug-05;04:21:00;10.9;31.52;310.4
WT624_673;TB-14;48.2033;-53.31;260447;02-aug-05;04:21:00;4.71;31.19;283.1
WT624_675;TB-13;48.1383;-53.1617;260448;02-aug-05;07:02:00;331.69;34.26;235.8
WT624_675;TB-13;48.1383;-53.1617;260449;02-aug-05;07:02:00;149.94;32.84;326.5
WT624_675;TB-13;48.1383;-53.1617;260450;02-aug-05;07:02:00;100.72;32.61;348.3
WT624_675;TB-13;48.1383;-53.1617;260451;02-aug-05;07:02:00;75.49;32.56;357.7
WT624_675;TB-13;48.1383;-53.1617;260452;02-aug-05;07:02:00;50.45;32.45;356.8
WT624_675;TB-13;48.1383;-53.1617;260453;02-aug-05;07:02:00;40.74;32.38;365.3
WT624_675;TB-13;48.1383;-53.1617;260454;02-aug-05;07:02:00;30.12;32.27;365.8
WT624_675;TB-13;48.1383;-53.1617;260455;02-aug-05;07:02:00;20.6;32;346.6
WT624_675;TB-13;48.1383;-53.1617;260456;02-aug-05;07:02:00;10.22;31.68;314
WT624_675;TB-13;48.1383;-53.1617;260457;02-aug-05;07:02:00;5.06;31.61;306.4
WT624_677;TB-10;47.7567;-53.6117;260458;02-aug-05;14:03:00;291.88;34.14;237.6
WT624_677;TB-10;47.7567;-53.6117;260459;02-aug-05;14:03:00;150.8;32.88;319.3
WT624_677;TB-10;47.7567;-53.6117;260460;02-aug-05;14:03:00;100.53;32.64;332.3
WT624_677;TB-10;47.7567;-53.6117;260461;02-aug-05;14:03:00;75.51;32.55;342.1
WT624_677;TB-10;47.7567;-53.6117;260462;02-aug-05;14:03:00;50.02;32.45;364.4
WT624_677;TB-10;47.7567;-53.6117;260463;02-aug-05;14:03:00;40.25;32.35;367.1
WT624_677;TB-10;47.7567;-53.6117;260464;02-aug-05;14:03:00;29.56;32.28;371.6
WT624_677;TB-10;47.7567;-53.6117;260465;02-aug-05;14:03:00;19.59;31.98;357.3
WT624_677;TB-10;47.7567;-53.6117;260466;02-aug-05;14:03:00;10;31.88;339.9
WT624_677;TB-10;47.7567;-53.6117;260467;02-aug-05;14:03:00;4.55;31.75;326.9
WT624_679;FC-08;47;-50.6667;259954;18-jul-05;00:44:00;171.77;33.15;272
WT624_683;TB-07;48;-53.3917;260468;02-aug-05;18:15:00;564.95;34.3;225.5
WT624_683;TB-07;48;-53.3917;260469;02-aug-05;18:15:00;150.05;32.83;322.9
WT624_683;TB-07;48;-53.3917;260470;02-aug-05;18:15:00;100.03;32.64;334.1
WT624_683;TB-07;48;-53.3917;260471;02-aug-05;18:15:00;74.96;32.57;339.9
WT624_683;TB-07;48;-53.3917;260472;02-aug-05;18:15:00;49.44;32.47;355
WT624_683;TB-07;48;-53.3917;260473;02-aug-05;18:15:00;40.17;32.39;364.4
WT624_683;TB-07;48;-53.3917;260474;02-aug-05;18:15:00;30.66;32.26;367.1
WT624_683;TB-07;48;-53.3917;260475;02-aug-05;18:15:00;20.42;31.98;354.2
WT624_683;TB-07;48;-53.3917;260476;02-aug-05;18:15:00;9.85;31.74;325.1
WT624_683;TB-07;48;-53.3917;260477;02-aug-05;18:15:00;5.17;31.64;311.3
WT624_742;CBAY-01;47.8333;-52.9167;260478;03-aug-05;02:00:00;195.18;33.21;291.6
WT624_742;CBAY-01;47.8333;-52.9167;260479;03-aug-05;02:00:00;150.17;32.85;331.4
WT624_742;CBAY-01;47.8333;-52.9167;260480;03-aug-05;02:00:00;101.25;32.69;344.3
WT624_742;CBAY-01;47.8333;-52.9167;260481;03-aug-05;02:00:00;75.68;32.64;349.7
WT624_742;CBAY-01;47.8333;-52.9167;260482;03-aug-05;02:00:00;50.81;32.53;364.9
