CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL;TE90;DOXY;CHL_01;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
HUD2000050_267;LC_06;46.127333;-57.172667;232830;14-oct-00;10:50:00;62.6;32.453;2.021;5.4;0.043877;7.02;1.123;8.94
HUD2000050_267;LC_06;46.127333;-57.172667;232831;14-oct-00;10:51:00;53.17;32.291;2.357;6;0.116548;3.05;0.875;4.67
HUD2000050_267;LC_06;46.127333;-57.172667;232832;14-oct-00;10:51:00;43.34;32.219;4.219;6.3;0.259413;1.86;0.77;2.54
HUD2000050_267;LC_06;46.127333;-57.172667;232833;14-oct-00;10:52:00;32.44;31.998;6.881;6.7;0.750508;0.38;0.322;0.09
HUD2000050_267;LC_06;46.127333;-57.172667;232834;14-oct-00;10:52:00;23.24;31.418;12.662;5.9;0.401837;1.52;0.513;1.04
HUD2000050_267;LC_06;46.127333;-57.172667;232835;14-oct-00;10:52:00;23.23;31.425;12.65;5.9;NaN;0.93;0.33;0.32
HUD2000050_267;LC_06;46.127333;-57.172667;232836;14-oct-00;10:53:00;23.43;31.427;12.654;5.8;NaN;NaN;NaN;NaN
HUD2000050_267;LC_06;46.127333;-57.172667;232837;14-oct-00;10:53:00;13.51;31.436;12.722;5.6;0.750508;1.1;0.28;0.33
HUD2000050_267;LC_06;46.127333;-57.172667;232838;14-oct-00;10:53:00;14;31.436;12.73;5.6;NaN;0.82;0.319;0.25
HUD2000050_267;LC_06;46.127333;-57.172667;232839;14-oct-00;10:53:00;13.87;31.436;12.73;5.6;NaN;NaN;NaN;NaN
HUD2000050_267;LC_06;46.127333;-57.172667;232840;14-oct-00;10:53:00;13.28;31.436;12.729;5.6;NaN;NaN;NaN;NaN
HUD2000050_267;LC_06;46.127333;-57.172667;232841;14-oct-00;10:53:00;13.78;31.437;12.724;5.6;NaN;NaN;NaN;NaN
HUD2000050_267;LC_06;46.127333;-57.172667;232842;14-oct-00;10:54:00;3.83;31.437;12.733;5.6;0.750508;1.14;0.388;0.4
HUD2000050_270;LC_04;45.979167;-57.606;232843;14-oct-00;14:55:00;477.85;34.865;5.111;3.5;NaN;30.09;1.59;21.91
HUD2000050_270;LC_04;45.979167;-57.606;232844;14-oct-00;14:59:00;298.4;34.788;6.197;3.5;NaN;16.77;1.46;19.94
HUD2000050_270;LC_04;45.979167;-57.606;232845;14-oct-00;15:01:00;203.04;34.66;7.142;3.5;NaN;14.54;1.328;18.91
HUD2000050_270;LC_04;45.979167;-57.606;232846;14-oct-00;15:04:00;101.93;33.514;4.035;4.8;0.019196;10.16;1.083;10.62
HUD2000050_270;LC_04;45.979167;-57.606;232847;14-oct-00;15:04:00;82.09;33.134;3.618;5.4;0.031537;8.23;1.071;8.98
HUD2000050_270;LC_04;45.979167;-57.606;232848;14-oct-00;15:05:00;62.3;32.792;4.57;5.8;0.068558;4.44;0.771;4.99
HUD2000050_270;LC_04;45.979167;-57.606;232849;14-oct-00;15:06:00;53.18;32.553;4.974;6;0.139858;3.15;0.78;3.57
HUD2000050_270;LC_04;45.979167;-57.606;232850;14-oct-00;15:06:00;42.96;32.23;6.261;6.5;0.305192;2.07;0.625;1.5
HUD2000050_270;LC_04;45.979167;-57.606;232851;14-oct-00;15:07:00;33.05;31.322;13.101;6;0.723704;1.32;0.338;0.36
HUD2000050_270;LC_04;45.979167;-57.606;232852;14-oct-00;15:07:00;32.84;31.331;13.125;5.9;NaN;0.88;0.318;0.28
HUD2000050_270;LC_04;45.979167;-57.606;232853;14-oct-00;15:08:00;23.04;31.31;13.199;5.6;0.777312;1.2;0.26;0.29
HUD2000050_270;LC_04;45.979167;-57.606;232854;14-oct-00;15:08:00;12.83;31.236;13.056;5.5;0.750508;1.34;0.35;0.29
HUD2000050_270;LC_04;45.979167;-57.606;232855;14-oct-00;15:08:00;13.07;31.235;13.053;5.5;NaN;0.94;0.315;0.32
HUD2000050_270;LC_04;45.979167;-57.606;232856;14-oct-00;15:09:00;3.23;31.215;13.143;5.5;0.6969;1.33;0.312;0.31
HUD2000050_276;LC_02;45.8495;-58.071667;232857;14-oct-00;20:04:00;365.99;34.786;5.45;3;NaN;30;1.715;22.85
HUD2000050_276;LC_02;45.8495;-58.071667;232858;14-oct-00;20:06:00;305.08;34.704;6.041;3.1;NaN;21.98;1.579;21.85
HUD2000050_276;LC_02;45.8495;-58.071667;232859;14-oct-00;20:08:00;204.46;34.545;6.805;3.6;NaN;14.42;1.361;18.82
HUD2000050_276;LC_02;45.8495;-58.071667;232860;14-oct-00;20:10:00;104.94;32.567;1.072;5.8;0.016454;6.67;1.142;8.97
HUD2000050_276;LC_02;45.8495;-58.071667;232861;14-oct-00;20:11:00;83.87;32.409;1.255;5.9;0.016454;5.4;1.051;8.03
HUD2000050_276;LC_02;45.8495;-58.071667;232862;14-oct-00;20:11:00;64.4;32.264;1.647;6;0.027423;4.95;0.998;7.31
HUD2000050_276;LC_02;45.8495;-58.071667;232863;14-oct-00;20:12:00;54.49;32.215;1.967;6;0.065815;5.11;1.014;7.15
HUD2000050_276;LC_02;45.8495;-58.071667;232864;14-oct-00;20:13:00;44.29;32.06;2.351;6.1;0.175508;3.27;0.872;4.78
HUD2000050_276;LC_02;45.8495;-58.071667;232865;14-oct-00;20:13:00;34.16;31.908;3.323;6.4;0.325538;2.49;0.732;3.07
HUD2000050_276;LC_02;45.8495;-58.071667;232866;14-oct-00;20:14:00;24.1;30.079;12.202;6.2;1.3938;2.1;0.383;0.39
HUD2000050_276;LC_02;45.8495;-58.071667;232867;14-oct-00;20:14:00;13.98;30.068;12.157;5.8;1.74225;2.19;0.384;0.32
HUD2000050_276;LC_02;45.8495;-58.071667;232868;14-oct-00;20:15:00;4.56;30.005;12.431;5.8;1.366996;2.06;0.359;0.35
HUD2000050_279;LC_01;45.799;-58.233;232869;14-oct-00;21:47:00;130.26;33.334;3.3;4.6;NaN;13.37;1.313;13.14
HUD2000050_279;LC_01;45.799;-58.233;232870;14-oct-00;21:49:00;99.19;32.627;2.144;5.4;0.021938;9.71;1.17;10.52
HUD2000050_279;LC_01;45.799;-58.233;232871;14-oct-00;21:51:00;79.83;32.473;2.038;5.6;0.021938;8.48;1.161;9.63
HUD2000050_279;LC_01;45.799;-58.233;232872;14-oct-00;21:53:00;59.75;32.061;2.13;6;0.043877;5.17;1.015;6.89
HUD2000050_279;LC_01;45.799;-58.233;232873;14-oct-00;21:53:00;50.25;31.772;3.22;5.8;0.057588;5.41;1.024;6.55
HUD2000050_279;LC_01;45.799;-58.233;232874;14-oct-00;21:55:00;39.75;31.577;3.756;5.9;0.076785;5.3;0.942;5.65
HUD2000050_279;LC_01;45.799;-58.233;232875;14-oct-00;21:56:00;30.22;30.977;7.73;5.9;0.427269;3.16;0.651;2.19
HUD2000050_279;LC_01;45.799;-58.233;232876;14-oct-00;21:57:00;20.57;30.236;12.042;5.7;1.018546;1.75;0.388;0.47
HUD2000050_279;LC_01;45.799;-58.233;232877;14-oct-00;21:59:00;10.65;30.099;12.54;5.6;1.232977;1.34;0.289;0.28
HUD2000050_279;LC_01;45.799;-58.233;232878;14-oct-00;22:01:00;3.95;30.104;12.596;5.6;1.018546;1.68;0.383;0.29
HUD2000050_288;HL_02;44.262667;-63.313;232879;16-oct-00;05:58:00;138.3;34.705;9.572;3;NaN;15.32;1.455;17.8
HUD2000050_288;HL_02;44.262667;-63.313;232880;16-oct-00;06:02:00;100.6;34.223;8.319;3.5;0.016985;13.13;1.303;14.13
HUD2000050_288;HL_02;44.262667;-63.313;232881;16-oct-00;06:04:00;80.45;33.507;6.323;4.2;0.024681;13.43;1.316;13.5
HUD2000050_288;HL_02;44.262667;-63.313;232882;16-oct-00;06:05:00;59.99;32.853;4.676;4.8;0.053475;10.42;1.167;10.16
HUD2000050_288;HL_02;44.262667;-63.313;232883;16-oct-00;06:07:00;49.88;32.73;4.82;5.1;0.10695;8.31;1.136;9.1
HUD2000050_288;HL_02;44.262667;-63.313;232884;16-oct-00;06:09:00;39.01;32.232;4.449;5.4;0.098723;6.96;1.067;7.9
HUD2000050_288;HL_02;44.262667;-63.313;232885;16-oct-00;06:11:00;30.45;32.023;4.56;5.5;0.126146;5.42;0.962;6.23
HUD2000050_288;HL_02;44.262667;-63.313;232886;16-oct-00;06:12:00;20.7;31.671;7.168;5.4;0.376404;5.39;0.92;5.59
HUD2000050_288;HL_02;44.262667;-63.313;232887;16-oct-00;06:13:00;10.93;31.055;10.555;5.7;2.130906;3.63;0.632;2.09
HUD2000050_288;HL_02;44.262667;-63.313;232888;16-oct-00;06:15:00;3.94;31.012;10.684;5.7;2.339631;3.35;0.607;1.8
