CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;CNTR;nCNTR;PRES;PRES_SDEV;TE90;TE90_SDEV;PSAL;SIGT;FLOR;DOXY;SECC;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;OXY_02;Q_OXY;OXY_02;Q_OXY;CHL_01;Q_CHL;CHL_01;Q_CHL;PHA_01;PHA_01;CHL_03;Q_CHL;CHL_03;Q_CHL;NO2_02;Q_NO2;NO2_02;Q_NO2;NO2_02;Q_NO2;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;PO4_02;Q_PO4;PO4_02;Q_PO4;Si_02;Q_Si;Si_02;Q_Si;Si_02;Q_Si;Si_02;Q_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(scan);(nombre_scan);(dbar);(dbar);(celsius);(celsius);(psu);(kg/m**3);(mg/m**3);(ml/l);(m);(PSU);((none));(ml/l);((none));(ml/l);((none));(ml/l);((none));(mg/m**3);((none));(mg/m**3);((none));(mg/m**3);(mg/m**3);(mg/m**3);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none))
q64a025;TBB1;49.34233;-58.50067;247086;50.6;01-Dec-2001;20:52:36;11629;240;50.6;0.1;3.33;0.117;31.91;25.39;0.437;6.898;NaN;31.91;1;6.991;1;NaN;NaN;NaN;NaN;0.2;1;0.22;1;-0.11;-0.12;0.15;1;0.16;1;0.13;1;0.15;1;NaN;NaN;4.37;1;4.44;1;3.13;3;NaN;NaN;NaN;NaN;0.72;1;0.74;1;4.77;1;4.77;1;NaN;NaN;NaN;NaN
q64a025;TBB1;49.34233;-58.50067;247087;24.9;01-Dec-2001;20:52:36;14661;240;24.9;0.13;4.39;0.013;31.45;24.93;0.766;7.25;NaN;31.49;1;7.282;1;NaN;NaN;NaN;NaN;0.46;1;0.39;1;-0.3;-0.22;0.3;1;0.37;1;0.12;1;0.11;1;NaN;NaN;2.03;1;2.06;1;1.43;3;NaN;NaN;NaN;NaN;0.53;1;0.56;1;2.7;1;2.58;1;NaN;NaN;NaN;NaN
q64a025;TBB1;49.34233;-58.50067;247088;15;01-Dec-2001;20:52:36;17350;240;15;0.18;4.35;0.003;31.45;24.93;0.645;7.281;NaN;31.48;1;7.295;1;NaN;NaN;NaN;NaN;0.45;1;0.49;1;-0.12;-0.12;0.35;1;0.38;1;0.12;1;0.12;1;NaN;NaN;2.14;1;2.02;1;1.41;3;NaN;NaN;NaN;NaN;0.55;1;0.57;1;2.75;1;2.76;1;NaN;NaN;NaN;NaN
q64a025;TBB1;49.34233;-58.50067;247089;5.1;01-Dec-2001;20:52:36;19811;240;5.1;0.28;4.35;0.002;31.44;24.92;0.901;7.291;NaN;31.48;1;7.307;1;NaN;NaN;NaN;NaN;0.39;1;0.4;1;-0.12;-0.1;0.28;1;0.3;1;0.12;1;0.12;1;NaN;NaN;2.09;1;1.94;1;1.41;3;NaN;NaN;NaN;NaN;0.53;1;0.58;1;2.85;1;2.72;1;NaN;NaN;NaN;NaN
q64a025;TBB1;49.34233;-58.50067;247090;3.6;01-Dec-2001;20:52:36;21772;240;3.6;0.44;4.35;0.001;31.44;24.92;0.813;7.291;NaN;31.48;1;7.311;1;NaN;NaN;NaN;NaN;0.44;1;0.39;1;-0.12;-0.13;0.33;1;0.28;1;0.12;1;0.12;1;NaN;NaN;2.21;1;2.04;1;1.39;3;NaN;NaN;NaN;NaN;0.52;1;0.54;1;2.8;1;2.7;1;NaN;NaN;NaN;NaN
q64a026;TBB2;49.48883;-58.71783;247091;109.9;01-Dec-2001;22:23:48;9616;240;109.9;0.45;0.92;0.014;32.73;26.23;0.17;6.853;NaN;32.75;1;6.867;1;6.883;1;6.901;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0.01;1;NaN;NaN;8.68;1;8.95;1;6.2;3;NaN;NaN;NaN;NaN;0.98;1;1.02;1;6.98;1;7.88;1;NaN;NaN;NaN;NaN
q64a026;TBB2;49.48883;-58.71783;247092;100.3;01-Dec-2001;22:23:48;15713;240;100.3;0.28;0.78;0.007;32.65;26.17;0.204;6.994;NaN;32.67;1;7.054;1;NaN;NaN;NaN;NaN;0.02;1;0.03;1;0.01;0.01;0.02;1;0.02;1;0;1;0.01;1;NaN;NaN;8.25;1;8.17;1;5.72;3;NaN;NaN;NaN;NaN;0.97;1;0.99;1;5.51;1;6.94;1;NaN;NaN;NaN;NaN
q64a026;TBB2;49.48883;-58.71783;247093;50;01-Dec-2001;22:23:48;20758;240;50;0.44;3.55;0.005;31.63;25.15;1.414;7.434;NaN;NaN;NaN;7.496;1;NaN;NaN;NaN;NaN;0.72;1;0.93;1;-0.2;-0.31;0.52;1;0.7;1;0.11;1;0.12;1;NaN;NaN;2.43;1;2.3;1;1.62;3;NaN;NaN;NaN;NaN;0.54;1;0.52;1;1.21;1;2.11;1;NaN;NaN;NaN;NaN
q64a026;TBB2;49.48883;-58.71783;247094;26;01-Dec-2001;22:23:48;24020;240;26;0.65;3.65;0.002;31.62;25.13;1.704;7.461;NaN;31.66;1;7.48;1;NaN;NaN;NaN;NaN;1.08;1;1.08;1;-0.36;-0.35;0.82;1;0.84;1;0.12;1;0.11;1;NaN;NaN;2.3;1;2.27;1;1.61;3;NaN;NaN;NaN;NaN;0.55;1;0.54;1;1.17;1;2.22;1;NaN;NaN;NaN;NaN
q64a026;TBB2;49.48883;-58.71783;247095;17;01-Dec-2001;22:23:48;26318;240;17;0.32;3.66;0.001;31.62;25.13;1.757;7.456;NaN;31.65;1;7.477;1;NaN;NaN;NaN;NaN;0.99;1;1.05;1;-0.3;-0.32;0.77;1;0.82;1;0.11;1;0.12;1;NaN;NaN;2.3;1;2.23;1;1.56;3;NaN;NaN;NaN;NaN;0.54;1;0.55;1;1.39;1;2.12;1;NaN;NaN;NaN;NaN
q64a026;TBB2;49.48883;-58.71783;247096;6.3;01-Dec-2001;22:23:48;28623;240;6.3;0.58;3.65;0.001;31.62;25.13;1.758;7.451;NaN;31.65;1;7.478;1;NaN;NaN;NaN;NaN;1.02;1;1.08;1;-0.32;-0.32;0.79;1;0.74;1;0.11;1;0.12;1;NaN;NaN;2.35;1;2.29;1;1.65;3;NaN;NaN;NaN;NaN;0.55;1;0.55;1;1.25;1;2.14;1;NaN;NaN;NaN;NaN
q64a026;TBB2;49.48883;-58.71783;247097;2.3;01-Dec-2001;22:23:48;30591;240;2.3;0.63;3.66;0.001;31.62;25.13;1.712;7.463;NaN;31.65;1;7.459;1;NaN;NaN;NaN;NaN;1.02;1;1.02;1;-0.28;-0.29;0.7;1;0.7;1;0.11;1;0.11;1;NaN;NaN;2.24;1;2.33;1;NaN;NaN;NaN;NaN;NaN;NaN;0.53;1;0.54;1;1.48;1;2.09;1;NaN;NaN;NaN;NaN
q64a027;TBB3;49.60383;-58.95667;247098;185.5;02-Dec-2001;00:14:26;12282;240;185.5;0.72;3.37;0.003;33.57;26.71;0.301;4.695;NaN;33.6;1;4.676;1;4.674;1;4.671;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.02;1;NaN;NaN;16.44;1;16.3;1;NaN;NaN;NaN;NaN;NaN;NaN;1.4;1;1.41;1;16.56;1;17.15;1;NaN;NaN;NaN;NaN
q64a027;TBB3;49.60383;-58.95667;247099;100.6;02-Dec-2001;00:14:26;21974;240;100.6;0.39;0.41;0.008;32.67;26.2;0.199;7.078;NaN;32.69;1;7.181;1;NaN;NaN;NaN;NaN;0.03;1;0.03;1;0.01;0.01;0.03;1;0.02;1;0.01;1;0.01;1;NaN;NaN;8.31;1;8.23;1;5.75;3;NaN;NaN;NaN;NaN;0.97;1;0.97;1;6.13;1;6.84;1;NaN;NaN;NaN;NaN
q64a027;TBB3;49.60383;-58.95667;247100;52.8;02-Dec-2001;00:14:26;25773;240;52.8;0.26;1.29;0.039;32.37;25.92;0.331;7.302;NaN;32.4;1;7.396;1;NaN;NaN;NaN;NaN;0.1;1;0.11;1;-0.04;-0.05;0.05;1;0.06;1;0.01;1;0.01;1;NaN;NaN;5.91;1;5.96;1;4.14;3;NaN;NaN;NaN;NaN;0.83;1;0.83;1;3.08;1;3.87;1;NaN;NaN;NaN;NaN
q64a027;TBB3;49.60383;-58.95667;247101;25.9;02-Dec-2001;00:14:26;28633;240;25.9;0.28;3.47;0.003;31.62;25.14;1.316;7.491;NaN;31.64;1;7.507;1;NaN;NaN;NaN;NaN;0.8;1;0.81;1;-0.22;-0.21;0.6;1;0.68;1;0.13;1;0.13;1;NaN;NaN;2.47;1;2.36;1;1.66;3;NaN;NaN;NaN;NaN;0.54;1;0.55;1;1.64;1;2.08;1;NaN;NaN;NaN;NaN
q64a027;TBB3;49.60383;-58.95667;247102;16;02-Dec-2001;00:14:26;30450;240;16;0.69;3.48;0.001;31.61;25.14;1.131;7.481;NaN;31.64;1;7.511;1;NaN;NaN;NaN;NaN;0.69;1;0.66;1;-0.33;-0.3;0.72;1;0.76;1;0.13;1;0.13;1;NaN;NaN;2.37;1;2.36;1;1.65;3;NaN;NaN;NaN;NaN;0.53;1;0.54;1;1.68;1;2.2;1;NaN;NaN;NaN;NaN
q64a027;TBB3;49.60383;-58.95667;247103;6.1;02-Dec-2001;00:14:26;31887;240;6.1;0.35;3.49;0.001;31.61;25.14;1.539;7.481;NaN;31.64;1;7.502;1;NaN;NaN;NaN;NaN;0.88;1;0.78;1;-0.31;-0.31;0.7;1;0.61;1;0.13;1;0.13;1;NaN;NaN;2.45;1;2.36;1;1.63;3;NaN;NaN;NaN;NaN;0.53;1;0.55;1;1.61;1;2.26;1;NaN;NaN;NaN;NaN
q64a027;TBB3;49.60383;-58.95667;247104;3;02-Dec-2001;00:14:26;33576;240;3;0.4;3.48;0;31.61;25.14;1.723;7.489;NaN;31.64;1;7.5;1;NaN;NaN;NaN;NaN;0.76;1;0.96;1;-0.3;-0.36;0.59;1;0.74;1;0.13;1;0.13;1;NaN;NaN;2.38;1;2.37;1;1.63;3;NaN;NaN;NaN;NaN;0.53;1;0.54;1;1.76;1;2.09;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247105;220.9;02-Dec-2001;02:04:43;11935;240;220.9;0.59;4.82;0.032;34.07;26.96;0.179;3.811;NaN;34.08;1;3.738;1;3.727;1;5.53;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.04;1;0.04;1;NaN;NaN;19.7;1;19.69;1;13.12;3;NaN;NaN;NaN;NaN;1.57;1;1.55;1;22.15;1;21.03;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247106;201.1;02-Dec-2001;02:04:43;16812;240;201.1;0.58;4.64;0.005;33.99;26.91;0.313;4.084;NaN;34.01;1;3.97;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.03;1;0.03;1;NaN;NaN;18.98;1;18.87;1;12.33;3;NaN;NaN;NaN;NaN;1.48;1;1.51;1;20.08;1;19.13;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247107;100.3;02-Dec-2001;02:04:43;21798;240;100.3;0.62;0.65;0.043;32.8;26.3;0.201;6.888;NaN;32.82;1;6.869;1;NaN;NaN;NaN;NaN;0.02;1;0.02;1;0;0;0.02;1;0.03;1;0.01;1;0.02;1;NaN;NaN;9.73;1;9.55;1;6.25;3;NaN;NaN;NaN;NaN;1.04;1;1.06;1;8.61;1;8.77;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247108;49.8;02-Dec-2001;02:04:43;26013;240;49.8;0.34;0.84;0.033;32.36;25.93;0.318;7.239;NaN;NaN;NaN;7.383;1;NaN;NaN;NaN;NaN;0.06;1;0.06;1;0;-0.01;0.06;1;0.06;1;0.01;1;0.02;1;NaN;NaN;6.53;1;4.39;3;NaN;NaN;NaN;NaN;NaN;NaN;0.87;1;0.88;1;4.56;1;4.68;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247109;26.1;02-Dec-2001;02:04:43;29591;240;26.1;0.73;3.23;0.002;31.64;25.18;1.442;7.519;NaN;31.66;1;7.532;1;NaN;NaN;NaN;NaN;0.81;1;0.72;1;-0.47;-0.39;0.81;1;0.77;1;0.13;1;0.13;1;NaN;NaN;2.44;1;1.66;3;NaN;NaN;NaN;NaN;NaN;NaN;0.56;1;0.56;1;2.06;1;2.15;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247110;15.2;02-Dec-2001;02:04:43;32735;240;15.2;0.43;3.25;0.001;31.64;25.18;1.587;7.506;NaN;31.66;1;7.54;1;NaN;NaN;NaN;NaN;0.7;1;0.83;1;-0.31;-0.46;0.56;1;0.82;1;0.13;1;0.14;1;NaN;NaN;2.45;1;1.64;3;NaN;NaN;NaN;NaN;NaN;NaN;0.57;1;0.57;1;2.09;1;2.23;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247111;6.3;02-Dec-2001;02:04:43;36257;240;6.3;0.23;3.26;0.002;31.64;25.18;1.63;7.524;NaN;31.66;1;7.528;1;NaN;NaN;NaN;NaN;0.92;1;0.86;1;-0.38;-0.32;0.81;1;0.78;1;0.13;1;0.13;1;NaN;NaN;2.42;1;1.63;3;NaN;NaN;NaN;NaN;NaN;NaN;0.55;1;0.55;1;1.89;1;2.23;1;NaN;NaN;NaN;NaN
q64a028;TBB4;49.725;-59.214;247112;3.3;02-Dec-2001;02:04:43;37982;240;3.3;0.64;3.26;0.001;31.64;25.18;1.571;7.523;NaN;31.66;1;7.525;1;NaN;NaN;NaN;NaN;0.89;1;0.95;1;-0.35;-0.37;0.79;1;0.81;1;0.12;1;0.13;1;NaN;NaN;2.4;1;1.62;3;NaN;NaN;NaN;NaN;NaN;NaN;0.55;1;0.55;1;2.08;1;2.27;1;NaN;NaN;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247113;258.3;02-Dec-2001;04:08:48;13557;240;258.3;0.16;5.62;0.001;34.5;27.21;0.345;2.405;NaN;34.53;1;2.317;1;2.323;1;2.569;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.03;1;0.03;1;NaN;NaN;23.94;1;15.65;3;NaN;NaN;NaN;NaN;NaN;NaN;1.92;1;1.95;1;33.95;1;32.59;1;NaN;NaN;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247114;201;02-Dec-2001;04:08:48;17433;240;201;0.35;4.56;0.005;33.99;26.92;0.442;3.613;NaN;34.01;1;3.5;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0.02;1;NaN;NaN;20.44;1;13.15;3;NaN;NaN;NaN;NaN;NaN;NaN;1.65;1;1.67;1;21.41;1;21.87;1;NaN;NaN;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247115;100.9;02-Dec-2001;04:08:48;22450;240;100.9;0.17;0.48;0.003;32.75;26.27;0.309;6.562;NaN;32.78;1;6.517;1;NaN;NaN;NaN;NaN;0.01;1;0.01;1;0;0;0.02;1;0.02;1;0.02;1;0.03;1;NaN;NaN;11.3;1;7.33;3;NaN;NaN;NaN;NaN;NaN;NaN;1.19;1;1.14;1;11.44;1;11.43;1;NaN;NaN;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247116;50.4;02-Dec-2001;04:08:48;25775;240;50.4;0.57;0.57;0.106;32.26;25.86;0.113;6.954;NaN;32.27;1;7;1;NaN;NaN;NaN;NaN;0.03;1;0.05;1;0;-0.01;0.03;1;0.05;1;0.04;1;0.08;1;NaN;NaN;8.12;1;5.2;3;NaN;NaN;NaN;NaN;NaN;NaN;1.01;1;1.03;1;8.43;1;8.26;1;NaN;NaN;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247117;25.6;02-Dec-2001;04:08:48;28823;240;25.6;0.3;2.44;0.001;31.48;25.12;1.688;7.606;NaN;31.51;1;7.661;1;NaN;NaN;NaN;NaN;0.83;1;0.92;1;-0.35;-0.44;0.71;1;0.73;1;0.2;1;0.21;1;NaN;NaN;3.11;1;1.99;3;NaN;NaN;NaN;NaN;NaN;NaN;0.61;1;0.64;1;3.54;1;4.19;1;NaN;NaN;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247118;15.3;02-Dec-2001;04:08:48;31187;240;15.3;0.71;2.44;0.001;31.48;25.12;1.675;7.611;NaN;31.51;1;7.666;1;NaN;NaN;NaN;NaN;0.96;1;0.85;1;-0.51;-0.53;0.61;1;0.82;1;0.21;1;0.2;1;NaN;NaN;3.08;1;3.06;1;2;3;NaN;NaN;NaN;NaN;0.63;1;0.61;1;4.07;1;4.08;1;3.43;1;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247119;6.5;02-Dec-2001;04:08:48;33531;240;6.5;0.4;2.44;0;31.48;25.12;1.557;7.611;NaN;31.51;1;7.656;1;NaN;NaN;NaN;NaN;0.53;1;0.78;1;-0.31;-0.35;0.47;1;0.73;1;0.2;1;0.2;1;NaN;NaN;3;1;3.07;1;2.02;3;NaN;NaN;NaN;NaN;0.64;1;0.61;1;3.83;1;4.16;1;3.53;1;NaN;NaN
q64a029;TBB5;49.8485;-59.44817;247120;4.7;02-Dec-2001;04:08:48;36342;240;4.7;0.41;2.44;0;31.48;25.12;1.8;7.605;NaN;31.51;1;7.67;1;NaN;NaN;NaN;NaN;0.73;1;0.76;1;-0.35;-0.34;0.69;1;0.71;1;0.18;1;0.2;1;NaN;NaN;3.07;1;3.09;1;3.16;1;2.06;3;NaN;NaN;0.6;1;0.6;1;4.02;1;4.09;1;3.9;1;NaN;NaN
q64a030;TBB6;49.9825;-59.68333;247121;131.1;02-Dec-2001;06:07:20;10916;240;131.1;0.33;0.74;0.002;32.68;26.2;0.367;6.266;NaN;32.71;1;6.275;1;6.292;1;6.292;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.05;1;0.04;1;NaN;NaN;11.5;1;11.25;1;7.04;3;NaN;NaN;NaN;NaN;1.23;1;1.21;1;12.64;1;12.74;1;12.34;1;NaN;NaN
q64a030;TBB6;49.9825;-59.68333;247122;100.3;02-Dec-2001;06:07:20;13837;240;100.3;0.88;0.78;0.004;32.37;25.94;0.272;6.687;NaN;32.4;1;6.724;1;NaN;NaN;NaN;NaN;0.03;1;0.03;1;0;0;0.04;1;0.04;1;0.04;1;0.03;1;NaN;NaN;9.34;1;9.09;1;5.74;3;NaN;NaN;NaN;NaN;1.09;1;1.08;1;10.07;1;10.38;1;NaN;NaN;NaN;NaN
q64a030;TBB6;49.9825;-59.68333;247123;50.7;02-Dec-2001;06:07:20;17086;240;50.7;0.58;1.75;0.005;32.1;25.67;0.176;6.942;NaN;32.13;1;6.96;1;NaN;NaN;NaN;NaN;0.06;1;0.05;1;-0.02;-0.01;0.06;1;0.05;1;0.14;1;0.13;1;NaN;NaN;6.85;1;6.69;1;4.25;3;NaN;NaN;NaN;NaN;0.93;1;0.91;1;7.06;1;7.08;1;8.32;3;NaN;NaN
q64a030;TBB6;49.9825;-59.68333;247124;25.6;02-Dec-2001;06:07:20;20063;240;25.6;0.83;2.57;0.006;31.43;25.07;0.947;7.524;NaN;31.46;1;7.599;1;NaN;NaN;NaN;NaN;0.46;1;0.43;1;-0.3;-0.26;0.4;1;0.4;1;0.2;1;0.2;1;NaN;NaN;2.47;1;2.41;1;1.58;3;NaN;NaN;NaN;NaN;0.61;1;0.62;1;3.98;1;4.27;1;NaN;NaN;NaN;NaN
q64a030;TBB6;49.9825;-59.68333;247125;15.6;02-Dec-2001;06:07:20;22449;240;15.6;0.89;2.67;0.003;31.41;25.04;0.745;7.551;NaN;31.43;1;7.57;1;NaN;NaN;NaN;NaN;0.39;1;0.43;1;-0.24;-0.27;0.38;1;0.4;1;0.2;1;0.2;1;NaN;NaN;2.3;1;2.23;1;1.32;3;NaN;NaN;NaN;NaN;0.58;1;0.61;1;4.28;1;4.52;1;NaN;NaN;NaN;NaN
q64a030;TBB6;49.9825;-59.68333;247126;6.5;02-Dec-2001;06:07:20;24760;240;6.5;0.43;2.65;0.001;31.41;25.05;0.619;7.554;NaN;31.43;1;7.589;1;NaN;NaN;NaN;NaN;0.43;1;0.44;1;-0.28;-0.29;0.39;1;0.38;1;0.2;1;0.2;1;NaN;NaN;2.3;1;2.23;1;1.34;3;NaN;NaN;NaN;NaN;0.59;1;0.6;1;3.82;1;4.2;1;NaN;NaN;NaN;NaN
q64a030;TBB6;49.9825;-59.68333;247127;4.5;02-Dec-2001;06:07:20;26655;240;4.5;0.98;2.67;0.001;31.4;25.04;0.47;7.553;NaN;31.44;1;7.594;1;NaN;NaN;NaN;NaN;0.36;1;0.36;1;-0.21;-0.18;0.37;1;0.39;1;0.2;1;0.18;1;NaN;NaN;2.22;1;2.3;1;1.58;3;NaN;NaN;NaN;NaN;0.58;1;0.58;1;3.97;1;4.08;1;NaN;NaN;NaN;NaN
q64a031;TBB7;50.10167;-59.90917;247128;75.4;02-Dec-2001;07:41:29;8996;240;75.4;0.41;2.19;0.004;32.01;25.57;0.132;6.921;NaN;32.05;1;6.959;1;6.965;1;NaN;NaN;0.05;1;0.05;1;-0.01;-0.01;0.05;1;0.05;1;0.15;1;0.15;1;NaN;NaN;6.06;1;6.28;1;4.34;3;NaN;NaN;NaN;NaN;0.83;1;0.85;1;6.8;1;6.95;1;NaN;NaN;NaN;NaN
q64a031;TBB7;50.10167;-59.90917;247129;49.5;02-Dec-2001;07:41:29;12101;240;49.5;1.03;3.12;0.012;31.71;25.25;0.348;7.086;NaN;31.74;1;7.144;1;NaN;NaN;NaN;NaN;0.14;1;0.14;1;-0.1;-0.1;0.11;1;0.1;1;0.21;1;0.2;1;NaN;NaN;4.01;1;3.88;1;2.93;3;NaN;NaN;NaN;NaN;0.71;1;0.7;1;5.11;1;5.25;1;NaN;NaN;NaN;NaN
q64a031;TBB7;50.10167;-59.90917;247130;25.5;02-Dec-2001;07:41:29;14998;240;25.5;0.5;3.11;0;31.37;24.98;0.804;7.358;NaN;31.4;1;7.445;1;NaN;NaN;NaN;NaN;0.39;1;0.33;1;-0.27;-0.21;0.37;1;0.35;1;0.21;1;0.21;1;NaN;NaN;3.07;1;3.19;1;2.24;3;NaN;NaN;NaN;NaN;0.62;1;0.61;1;4.64;1;4.69;1;NaN;NaN;NaN;NaN
q64a031;TBB7;50.10167;-59.90917;247131;15.3;02-Dec-2001;07:41:29;17184;240;15.3;0.81;3.11;0.001;31.37;24.98;0.808;7.372;NaN;31.4;1;7.427;1;NaN;NaN;NaN;NaN;0.53;1;0.54;1;-0.16;-0.19;0.36;1;0.36;1;0.21;1;0.21;1;NaN;NaN;3.05;1;3.1;1;2.2;3;NaN;NaN;NaN;NaN;0.61;1;0.61;1;4.74;1;4.64;1;NaN;NaN;NaN;NaN
q64a031;TBB7;50.10167;-59.90917;247132;6.4;02-Dec-2001;07:41:29;19436;240;6.4;1.14;3.11;0;31.37;24.98;0.929;7.407;NaN;31.4;1;7.429;1;NaN;NaN;NaN;NaN;0.51;1;0.46;1;-0.19;-0.13;0.35;1;0.34;1;0.22;1;0.21;1;NaN;NaN;3.08;1;3.14;1;2.23;3;NaN;NaN;NaN;NaN;0.61;1;0.61;1;4.88;1;4.78;1;NaN;NaN;NaN;NaN
q64a031;TBB7;50.10167;-59.90917;247133;4.8;02-Dec-2001;07:41:29;21095;240;4.8;0.48;3.11;0.001;31.37;24.98;0.863;7.405;NaN;31.4;1;7.435;1;NaN;NaN;NaN;NaN;0.49;1;0.44;1;-0.16;-0.1;0.33;1;0.33;1;0.21;1;0.21;1;NaN;NaN;3.08;1;2.18;3;NaN;NaN;NaN;NaN;NaN;NaN;0.62;1;0.61;1;4.54;1;4.61;1;NaN;NaN;NaN;NaN
q64a032;TANE1;50.01917;-61.81933;247134;91.5;02-Dec-2001;17:29:33;11796;240;91.5;0.31;1.26;0.006;32.2;25.78;0.112;6.718;NaN;32.23;1;6.817;1;6.823;1;6.805;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a032;TANE1;50.01917;-61.81933;247135;2.4;02-Dec-2001;17:29:33;17033;240;2.4;0.34;3.14;0;31.14;24.79;0.601;7.408;NaN;31.17;1;7.465;1;7.464;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a033;TANE2;49.88283;-61.81617;247136;113.9;02-Dec-2001;18:29:34;12103;240;113.9;0.31;0.2;0.002;32.62;26.18;0.207;6.467;NaN;32.66;1;6.596;1;6.591;1;6.605;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a033;TANE2;49.88283;-61.81617;247137;4.2;02-Dec-2001;18:29:34;17472;240;4.2;0.14;3.95;0.002;31.18;24.76;0.892;7.287;NaN;31.21;1;7.338;1;7.34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a034;TANE3;49.75;-61.81683;247138;255.9;02-Dec-2001;19:24:12;16053;240;255.9;0.11;5.43;0;34.39;27.14;0.196;2.371;NaN;34.43;1;2.29;1;2.405;1;2.296;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
