CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;CNTR;nCNTR;PRES;PRES_SDEV;TE90;TE90_SDEV;PSAL;SIGT;FLOR;DOXY;SECC;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;OXY_02;Q_OXY;OXY_02;Q_OXY;CHL_01;Q_CHL;CHL_01;Q_CHL;PHA_01;PHA_01;CHL_03;Q_CHL;CHL_03;Q_CHL;NO2_02;Q_NO2;NO2_02;Q_NO2;NO2_02;Q_NO2;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;PO4_02;Q_PO4;PO4_02;Q_PO4;Si_02;Q_Si;Si_02;Q_Si;Si_02;Q_Si;Si_02;Q_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(scan);(nombre_scan);(dbar);(dbar);(celsius);(celsius);(psu);(kg/m**3);(mg/m**3);(ml/l);(m);(PSU);((none));(ml/l);((none));(ml/l);((none));(ml/l);((none));(mg/m**3);((none));(mg/m**3);((none));(mg/m**3);(mg/m**3);(mg/m**3);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none))
q64a005;TDC5;47.43267;-59.558;247035;201;29-nov-01;22:08:07;41164;240;201;0.22;6.43;0.001;34.47;27.08;0.133;4.158;NaN;34.5;1;4.009;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1;0.03;1;NaN;NaN;17.27;1;19.14;1;14.65;3;NaN;NaN;NaN;NaN;1.36;1;1.38;1;15.58;1;15.99;1;NaN;NaN;NaN;NaN
q64a005;TDC5;47.43267;-59.558;247036;100.6;29-nov-01;22:08:07;46803;240;100.6;0.21;0.88;0.005;32.89;26.35;0.086;6.927;NaN;32.92;1;6.977;1;NaN;NaN;NaN;NaN;0.04;1;0.04;1;0;0;0.04;1;0.04;1;0;1;0.03;1;NaN;NaN;7.82;1;8.42;1;6.54;3;NaN;NaN;NaN;NaN;0.97;1;1;1;7.13;1;6.89;1;6.52;1;NaN;NaN
q64a005;TDC5;47.43267;-59.558;247037;50.7;29-nov-01;22:08:07;51877;240;50.7;0.16;3.97;0.012;32.19;25.56;0.573;7.21;NaN;32.22;1;7.15;1;NaN;NaN;NaN;NaN;0.26;1;0.24;1;-0.15;-0.14;0.19;1;0.18;1;0.09;1;0.12;1;NaN;NaN;3.5;1;3.7;1;2.77;3;NaN;NaN;NaN;NaN;0.59;1;0.65;1;2.81;1;2.86;1;2.07;3;NaN;NaN
q64a005;TDC5;47.43267;-59.558;247038;25.5;29-nov-01;22:08:07;54901;240;25.5;0.23;5.44;0;31.8;25.09;2.124;7.287;NaN;31.87;1;7.164;1;NaN;NaN;NaN;NaN;0.99;1;0.81;1;-0.49;-0.4;1.08;1;0.95;1;0.1;1;0.12;1;NaN;NaN;1.7;1;1.6;1;1.57;1;1.06;3;NaN;NaN;0.51;1;0.52;1;2.24;1;2.02;1;1.04;3;NaN;NaN
q64a005;TDC5;47.43267;-59.558;247039;15.3;29-nov-01;22:08:07;58142;240;15.3;0.17;5.45;0.001;31.78;25.08;1.869;7.274;NaN;31.92;1;7.131;1;NaN;NaN;NaN;NaN;0.71;1;0.69;1;-0.26;-0.33;0.67;1;0.8;1;0.13;1;0.15;1;NaN;NaN;1.65;1;1.56;1;1.37;3;NaN;NaN;NaN;NaN;0.44;1;0.46;1;2.14;1;2.09;1;1.25;3;NaN;NaN
q64a005;TDC5;47.43267;-59.558;247040;5.3;29-nov-01;22:08:07;61638;240;5.3;0.14;5.45;0.002;31.78;25.07;1.748;7.27;NaN;31.81;1;7.142;1;NaN;NaN;NaN;NaN;0.77;1;0.75;1;-0.24;-0.26;0.63;1;0.63;1;0.13;1;0.14;1;NaN;NaN;1.64;1;1.65;1;1.37;3;NaN;NaN;NaN;NaN;0.46;1;0.46;1;2.17;1;2.13;1;1.32;3;NaN;NaN
q64a005;TDC5;47.43267;-59.558;247041;3.4;29-nov-01;22:08:07;73299;240;3.4;0.15;5.45;0.002;31.77;25.07;2.17;7.26;NaN;31.93;1;7.148;1;NaN;NaN;NaN;NaN;0.87;1;0.87;1;-0.44;-0.46;0.95;1;0.94;1;0.15;1;0.14;1;NaN;NaN;1.84;1;2.04;1;NaN;NaN;NaN;NaN;NaN;NaN;0.44;1;0.54;1;2.25;1;1.35;3;NaN;NaN;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247042;256.4;30-nov-01;00:45:26;13575;240;256.4;0.24;6;0;34.67;27.29;1.932;3.944;NaN;34.72;1;3.807;1;3.814;1;3.782;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.02;1;NaN;NaN;19.95;1;21.58;1;16.18;3;NaN;NaN;NaN;NaN;1.49;1;1.49;1;20.79;1;20.21;1;19.98;1;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247043;200.4;30-nov-01;00:45:26;18015;240;200.4;0.37;3.38;0.038;33.65;26.77;0.273;5.787;NaN;33.69;1;5.46;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0.04;1;NaN;NaN;12.63;1;14.06;1;10.59;3;NaN;NaN;NaN;NaN;1.2;1;1.18;1;12.25;1;11.98;1;12.73;1;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247044;101;30-nov-01;00:45:26;25562;240;101;0.11;2.44;0.002;32.41;25.86;0.338;7.244;NaN;32.43;1;7.23;1;NaN;NaN;NaN;NaN;0.06;1;0.09;1;-0.03;-0.06;0.08;1;0.08;1;0.19;1;0.21;1;NaN;NaN;4.86;1;5.17;1;4.01;3;NaN;NaN;NaN;NaN;0.78;1;0.81;1;4.41;1;4.54;1;4.54;1;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247045;50.6;30-nov-01;00:45:26;29785;240;50.6;0.19;5.22;0.019;31.94;25.23;0.86;7.111;NaN;31.96;1;6.969;1;NaN;NaN;NaN;NaN;0.34;1;0.4;1;-0.17;-0.21;0.36;1;0.38;1;0.2;1;0.2;1;NaN;NaN;2.61;1;2.74;1;2.15;3;NaN;NaN;NaN;NaN;0.56;1;0.56;1;3.04;1;2.91;1;3.21;1;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247046;25;30-nov-01;00:45:26;32132;240;25;0.13;5.49;0.001;31.73;25.03;0.707;7.176;NaN;31.76;1;7.015;1;NaN;NaN;NaN;NaN;0.56;1;0.57;1;-0.24;-0.24;0.52;1;0.54;1;0.17;1;0.17;1;NaN;NaN;2.22;1;2.19;1;1.69;3;2.07;1;NaN;NaN;0.53;1;0.57;1;2.66;1;2.76;1;2.73;1;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247047;15.2;30-nov-01;00:45:26;34795;240;15.2;0.12;5.37;0.006;31.68;25;1.247;7.193;NaN;31.71;1;7.045;1;NaN;NaN;NaN;NaN;0.45;1;0.54;1;-0.22;-0.24;0.43;1;0.52;1;0.17;1;0.17;1;NaN;NaN;2.26;1;2.12;1;1.71;3;2.03;1;NaN;NaN;0.52;1;0.55;1;2.6;1;2.78;1;2.77;1;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247048;5.4;30-nov-01;00:45:26;37002;240;5.4;0.13;5.48;0.01;31.63;24.95;1.544;7.222;NaN;31.67;1;7.063;1;NaN;NaN;NaN;NaN;0.57;1;0.71;1;-0.27;-0.3;0.51;1;0.65;1;0.17;1;0.17;1;NaN;NaN;2.09;1;1.96;1;1.22;3;1.82;1;NaN;NaN;0.55;1;0.47;1;2.62;1;2.56;1;1.97;1;NaN;NaN
q64a006;TDC6;47.5855;-59.34433;247049;3.5;30-nov-01;00:45:26;39492;240;3.5;0.14;5.41;0.012;31.61;24.94;1.618;7.205;NaN;NaN;NaN;7.071;1;NaN;NaN;NaN;NaN;0.69;1;0.72;1;-0.26;-0.29;0.66;1;0.67;1;0.16;1;0.17;1;NaN;NaN;1.8;1;1.91;1;1.49;3;NaN;NaN;NaN;NaN;0.47;1;0.47;1;2.5;1;2.58;1;2.53;1;NaN;NaN
q64a007;-99;48.0005;-59.50017;247050;172.9;30-nov-01;03:46:31;13578;240;172.9;0.06;1.7;0.001;33.13;26.49;0.379;6.525;NaN;33.15;1;6.479;1;6.458;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a007;-99;48.0005;-59.50017;247051;3.8;30-nov-01;03:46:31;21321;240;3.8;0.11;5.29;0.001;31.66;25;1.593;7.237;NaN;NaN;NaN;7.122;1;7.14;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a008;-99;48.1505;-60.10767;247052;466.5;30-nov-01;05:52:02;21693;240;466.5;0.21;5.13;0;34.84;27.53;0.261;4.052;NaN;34.87;1;4.135;1;3.994;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a008;-99;48.1505;-60.10767;247053;3.3;30-nov-01;05:52:02;43328;240;3.3;0.07;4;0.003;31.65;25.12;1.798;7.444;NaN;31.67;1;7.436;1;7.485;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a009;-99;48.35817;-60.64933;247054;443.9;30-nov-01;08:09:58;20081;240;443.9;0.12;5.2;0;34.83;27.52;0.226;3.829;NaN;34.86;1;3.767;1;3.811;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a009;-99;48.35817;-60.64933;247055;3;30-nov-01;08:09:58;36244;240;3;0.31;3.13;0.001;31.44;25.03;1.685;7.565;NaN;31.47;1;7.49;1;7.581;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a010;-99;48.50133;-61.29983;247056;403.8;30-nov-01;10:34:30;18342;240;403.8;0.26;5.22;0;34.83;27.51;0.328;3.59;NaN;34.86;1;3.539;1;3.526;1;3.534;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a010;-99;48.50133;-61.29983;247057;4.2;30-nov-01;10:34:30;34625;240;4.2;0.13;2.95;0.004;31.46;25.06;1.495;7.605;NaN;31.49;1;7.609;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a011;-99;48.79317;-60.97317;247058;238.3;30-nov-01;12:35:57;14606;240;238.3;0.5;5.22;0.001;34.29;27.09;0.234;2.601;NaN;NaN;NaN;2.462;1;2.461;1;2.446;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a011;-99;48.79317;-60.97317;247059;4.2;30-nov-01;12:35:57;24033;240;4.2;0.24;3.28;0.001;31.36;24.96;1.433;7.578;NaN;31.39;1;7.489;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a012;-99;49.11567;-60.00067;247060;264.4;30-nov-01;15:55:36;16322;63;264.4;0.6;5.78;0;34.62;27.28;0.538;2.9;11;34.64;1;2.916;1;3.056;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a012;-99;49.11567;-60.00067;247061;3.3;30-nov-01;15:55:36;8036;77;3.3;0.32;3.2;0.003;31.57;25.13;1.546;7.574;11;31.6;1;7.504;1;7.57;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a013;-99;50.00017;-58.39183;247062;196.8;30-nov-01;21:36:06;15055;240;196.8;0.06;4.24;0.001;33.87;26.86;0.266;3.805;NaN;33.88;1;3.674;1;3.67;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a013;-99;50.00017;-58.39183;247063;3.4;30-nov-01;21:36:06;23894;240;3.4;0.09;2.94;0;31.58;25.16;1.493;7.586;NaN;31.61;1;7.583;1;7.59;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a014;-99;50.592;-57.66533;247064;252.3;01-Dec-2001;00:54:34;15615;240;252.3;0.09;5.32;0.002;34.32;27.1;0.24;1.883;NaN;34.34;1;1.784;1;1.774;1;1.77;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a014;-99;50.592;-57.66533;247065;5.1;01-Dec-2001;00:54:34;26450;240;5.1;0.1;3.86;0.004;31.11;24.71;0.847;7.378;NaN;31.14;1;7.395;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a015;TDBI1;51.35067;-56.715;247066;16.5;01-Dec-2001;05:12:46;9041;240;16.5;0.04;2.31;0;31.59;25.22;0.807;7.564;NaN;31.62;1;7.597;1;7.605;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a015;TDBI1;51.35067;-56.715;247067;1.9;01-Dec-2001;05:12:46;11502;240;1.9;0.05;2.33;0.001;31.59;25.22;0.79;7.551;NaN;31.62;1;7.595;1;7.63;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a016;TDBI2;51.38433;-56.75783;247068;95.7;01-Dec-2001;05:47:47;8627;240;95.7;0.06;1.63;0;31.95;25.55;0.48;7.551;NaN;31.98;1;7.645;1;7.642;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a016;TDBI2;51.38433;-56.75783;247069;2.2;01-Dec-2001;05:47:47;13417;240;2.2;0.12;1.65;0.002;31.86;25.48;0.692;7.545;NaN;31.88;1;7.629;3;7.672;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a017;TDBI3;51.41883;-56.8015;247070;51;01-Dec-2001;06:21:29;7950;240;51;0.06;1.48;0;31.86;25.5;0.374;7.581;NaN;31.89;1;7.697;1;7.689;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a017;TDBI3;51.41883;-56.8015;247071;2.1;01-Dec-2001;06:21:29;11490;240;2.1;0.07;1.4;0.004;31.84;25.48;0.465;7.598;NaN;31.86;1;7.717;1;7.724;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a018;TDBI4;51.45233;-56.845;247072;86.5;01-Dec-2001;06:53:56;9806;240;86.5;0.08;1.46;0;31.86;25.49;0.339;7.61;NaN;31.89;1;7.7;1;7.699;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a018;TDBI4;51.45233;-56.845;247073;2.2;01-Dec-2001;06:53:56;14427;240;2.2;0.11;1.42;0.003;31.81;25.45;0.256;7.615;NaN;31.83;1;7.714;1;7.714;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a019;-99;51.16583;-57.50167;247074;107.7;01-Dec-2001;09:06:34;10452;240;107.7;0.06;0.91;0.002;32.25;25.84;0.329;6.864;NaN;32.28;1;6.924;1;6.972;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a019;-99;51.16583;-57.50167;247075;2.3;01-Dec-2001;09:06:34;15787;240;2.3;0.06;2.83;0;31.53;25.13;0.81;7.446;NaN;31.56;1;7.526;1;7.531;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a020;-99;51.1665;-57.8675;247076;188.4;01-Dec-2001;10:17:39;13573;240;188.4;0.14;0.01;0.001;32.42;26.02;-0.021;6.54;NaN;32.45;1;6.65;1;6.654;1;6.653;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a020;-99;51.1665;-57.8675;247077;2.9;01-Dec-2001;10:17:39;21353;240;2.9;0.03;2.86;0.121;31.38;25.01;0.78;7.564;NaN;31.42;1;7.515;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a021;-99;50.818;-58.6175;247078;206.2;01-Dec-2001;12:52:21;12536;240;206.2;0.09;0.08;0.006;32.58;26.15;0.062;6.238;NaN;32.6;1;6.364;1;6.363;1;6.372;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a021;-99;50.818;-58.6175;247079;3.8;01-Dec-2001;12:52:21;21349;240;3.8;0.06;2.09;0.003;31.32;25.02;0.897;7.6;NaN;31.34;1;7.705;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a022;-99;50.49767;-58.50317;247080;139.5;01-Dec-2001;14:46:25;9470;240;139.5;0.08;0.81;0.001;32.8;26.29;0.216;6.185;NaN;32.82;1;6.322;1;6.329;1;6.329;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a022;-99;50.49767;-58.50317;247081;3.7;01-Dec-2001;14:46:25;16232;240;3.7;0.06;2.45;0;31.57;25.19;1.596;7.565;NaN;31.6;1;7.657;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a023;-99;50.27483;-58.70283;247082;182.2;01-Dec-2001;16:11:23;12237;240;182.2;0.06;4.38;0.009;33.92;26.88;0.162;3.304;14;33.92;1;3.068;1;3.073;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a023;-99;50.27483;-58.70283;247083;3.3;01-Dec-2001;16:11:23;19616;240;3.3;0.04;2.6;0.001;31.5;25.13;1.588;7.555;14;31.53;1;7.633;1;7.629;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a024;-99;50.11433;-58.72733;247084;299.9;01-Dec-2001;17:11:10;15803;240;299.9;0.07;5.58;0;34.46;27.18;0.133;1.867;NaN;34.5;1;1.811;1;1.804;1;1.803;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a024;-99;50.11433;-58.72733;247085;3.5;01-Dec-2001;17:11:10;26773;240;3.5;0.05;2.58;0.001;31.58;25.19;1.644;7.572;NaN;31.62;1;7.657;1;7.665;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
