CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PSAL;TE90;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_01
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18NE13022_209;176;44.273;-63.319;388681;23-jul-13;05:26:00;30.5067;17.6904;4.8394;0.2217;0.44;0.1355;0.715;NaN;0.04;NaN
18NE13022_209;176;44.273;-63.319;388682;23-jul-13;05:26:00;30.4614;18.5451;4.7265;0.1995;0;0.134;0.59;NaN;0.04;NaN
18NE13022_209;176;44.273;-63.319;388683;23-jul-13;05:26:00;30.444;18.711;4.7334;0.1995;0;0.1235;0.485;30.4479;0.04;5.6715
18NE13022_210;177;44.348;-62.791;388684;25-jul-13;12:51:00;34.8898;10.0283;2.6209;0.0277;14.92;1.252;17.08;34.8517;0.125;3.2415
18NE13022_210;177;44.348;-62.791;388685;25-jul-13;12:51:00;32.1509;2.5767;5.8956;0.3159;4.225;0.722;5.565;NaN;0.18;NaN
18NE13022_210;177;44.348;-62.791;388686;25-jul-13;12:51:00;31.8266;5.7952;6.3114;1.2176;0.46;0.3055;0.86;NaN;0.045;NaN
18NE13022_210;177;44.348;-62.791;388687;25-jul-13;12:51:00;30.5202;14.0032;5.3776;0.5099;0.21;0.1815;0.68;NaN;0.06;6.696
18NE13022_211;178;44.413;-62.657;388688;25-jul-13;02:49:00;34.8266;10.0155;2.1855;0.0314;21.74;1.4885;19.17;34.8611;0.07;2.7045
18NE13022_211;178;44.413;-62.657;388689;25-jul-13;02:49:00;32.1874;2.8227;5.8385;0.2383;4.46;0.7365;5.955;NaN;0.2;NaN
18NE13022_211;178;44.413;-62.657;388690;25-jul-13;02:49:00;31.8543;6.658;6.3075;1.0923;0.53;0.2855;0.37;NaN;0.035;NaN
18NE13022_211;178;44.413;-62.657;388691;25-jul-13;02:49:00;30.3445;15.2602;5.2449;0.7162;0;0.135;0.295;NaN;0.05;6.233
18NE13022_212;179;44.543;-62.008;388692;25-jul-13;06:39:00;35.0024;10.3653;2.3797;0.0296;19.395;1.5305;20.275;35.0588;0.105;2.9065
18NE13022_212;179;44.543;-62.008;388693;25-jul-13;06:39:00;32.0841;3.0318;5.8733;0.3547;3.775;0.765;4.585;NaN;0.2;NaN
18NE13022_212;179;44.543;-62.008;388694;25-jul-13;06:39:00;31.9462;6.8613;5.8633;1.0744;0.675;0.4165;0.38;NaN;0.06;NaN
18NE13022_212;179;44.543;-62.008;388695;25-jul-13;06:39:00;30.4189;17.9616;4.7208;0.399;0;0.1945;0.305;NaN;0.06;5.666
18NE13022_216;180;44.609;-61.332;388696;25-jul-13;10:39:00;33.7711;7.0729;3.4359;0.0555;16.595;1.3405;15.145;33.7717;0.13;4.1305
18NE13022_216;180;44.609;-61.332;388697;25-jul-13;10:39:00;32.5134;2.8336;5.3863;0.0906;7.47;0.8865;8.875;NaN;0.135;NaN
18NE13022_216;180;44.609;-61.332;388698;25-jul-13;10:39:00;31.8897;7.2877;6.2227;0.7521;0.365;0.3385;0.465;NaN;0.065;NaN
18NE13022_216;180;44.609;-61.332;388699;25-jul-13;10:39:00;30.9469;18.6485;4.5812;0.3381;0;0.161;0.14;NaN;0.045;5.501
18NE13022_217;181;44.782;-60.899;388700;25-jul-13;01:48:00;32.7352;2.3806;4.8706;0.0277;15.26;1.176;11.995;32.744;0.075;5.551
18NE13022_217;181;44.782;-60.899;388701;25-jul-13;01:48:00;32.1433;2.7268;5.7412;0.1184;5.53;0.815;6.63;NaN;0.185;NaN
18NE13022_217;181;44.782;-60.899;388702;25-jul-13;01:48:00;31.3587;6.173;6.4318;1.146;0.55;0.401;0.25;NaN;0.05;NaN
18NE13022_217;181;44.782;-60.899;388703;25-jul-13;01:48:00;30.0906;17.8929;4.7711;0.4212;0;0.1985;0.275;NaN;0.045;5.697
18NE13022_218;182;44.924;-60.463;388704;25-jul-13;05:12:00;32.6339;2.499;5.1265;0.0314;10.995;1.0535;11.15;32.651;0.06;6.082
18NE13022_218;182;44.924;-60.463;388705;25-jul-13;05:12:00;31.6981;1.9469;6.2126;0.1773;5.375;0.798;5.31;NaN;0.3;NaN
18NE13022_218;182;44.924;-60.463;388706;25-jul-13;05:12:00;31.0831;5.0543;6.5743;0.7521;0.36;0.4065;0.57;NaN;0.07;NaN
18NE13022_218;182;44.924;-60.463;388707;25-jul-13;05:12:00;30.2204;17.5094;4.8299;0.5154;0.355;0.1865;0.27;NaN;0.05;5.816
18NE13022_219;183;45.158;-60.24;388708;25-jul-13;07:42:00;32.1866;1.5529;5.9618;0.0869;7.365;0.896;7.79;32.2015;0.195;6.962
18NE13022_219;183;45.158;-60.24;388709;25-jul-13;07:42:00;31.7421;2.0567;6.436;0.5154;3.565;0.734;3.665;NaN;0.2;NaN
18NE13022_219;183;45.158;-60.24;388710;25-jul-13;07:42:00;31.0179;7.2107;6.0409;0.9311;1.16;0.424;0.785;NaN;0.07;NaN
18NE13022_219;183;45.158;-60.24;388711;25-jul-13;07:42:00;30.0474;17.4447;4.9078;0.8237;0.2;0.1805;0.42;NaN;0.045;5.968
18NE13022_220;184;45.295;-59.818;388712;25-jul-13;10:28:00;33.1102;2.6137;4.5557;0.0333;16.82;1.2335;13.97;33.1225;0.09;5.4045
18NE13022_220;184;45.295;-59.818;388713;25-jul-13;10:28:00;31.8576;1.5989;6.1846;0.1184;5.35;0.8975;5.665;NaN;0.25;NaN
18NE13022_220;184;45.295;-59.818;388714;25-jul-13;10:28:00;31.3231;3.8933;6.3396;0.8416;0.705;0.4115;0.23;NaN;0.05;NaN
18NE13022_220;184;45.295;-59.818;388715;25-jul-13;10:28:00;29.9453;17.5458;4.8245;0.8595;0.345;0.2045;0.37;NaN;0.05;5.872
18NE13022_221;185;45.247;-59.498;388716;26-jul-13;01:06:00;32.1663;1.7651;5.5908;0.0721;8.9;0.9045;9.3;32.1867;0.18;6.616
18NE13022_221;185;45.247;-59.498;388717;26-jul-13;01:06:00;31.8374;1.9634;6.0708;0.2605;4.09;0.73;5.525;NaN;0.265;NaN
18NE13022_221;185;45.247;-59.498;388718;26-jul-13;01:06:00;31.3965;4.75;6.4705;0.5551;0.96;0.3725;1.105;NaN;0.06;NaN
18NE13022_221;185;45.247;-59.498;388719;26-jul-13;01:06:00;30.1554;17.6972;4.8314;0.5431;0.485;0.129;0.575;NaN;0.04;5.717
18NE13022_222;186;45.253;-59.317;388720;26-jul-13;03:07:00;32.1862;1.7881;5.548;0.0462;9.235;0.9195;8.99;32.1737;0.165;6.552
18NE13022_222;186;45.253;-59.317;388721;26-jul-13;03:07:00;31.8178;1.9923;6.1078;0.2937;4.565;0.774;5.955;NaN;0.27;NaN
18NE13022_222;186;45.253;-59.317;388722;26-jul-13;03:07:00;31.2676;6.428;6.3972;0.6446;0.935;0.3505;0.07;NaN;0.045;NaN
18NE13022_222;186;45.253;-59.317;388723;26-jul-13;03:07:00;30.3849;17.4758;4.8529;0.4766;0.34;0.1845;0.5;NaN;0.02;5.777
18NE13022_223;187;45.098;-58.976;388724;26-jul-13;06:08:00;32.1975;1.7403;5.7382;0.1718;8.255;0.9045;8.365;32.2119;0.195;6.7255
18NE13022_223;187;45.098;-58.976;388725;26-jul-13;06:08:00;32.0311;1.7549;5.8101;0.3104;7.13;0.894;9.145;NaN;0.21;NaN
18NE13022_223;187;45.098;-58.976;388726;26-jul-13;06:08:00;31.2463;6.8485;6.4369;0.4877;0.415;0.337;1.52;NaN;0.04;NaN
18NE13022_223;187;45.098;-58.976;388727;26-jul-13;06:08:00;30.6018;16.9666;4.8595;0.3325;0.25;0.222;1.585;NaN;0.04;5.813
18NE13022_224;188;44.82;-58.739;388728;26-jul-13;09:45:00;32.9382;2.7626;5.2673;0.0333;10.425;0.962;11.345;32.9427;0.07;6.2125
18NE13022_224;188;44.82;-58.739;388729;26-jul-13;09:45:00;32.0991;2.0078;6.2074;0.2161;3.96;0.78;6.445;NaN;0.2;NaN
18NE13022_224;188;44.82;-58.739;388730;26-jul-13;09:45:00;31.1372;7.7868;6.277;0.6088;0.37;0.373;1.715;NaN;0.065;NaN
18NE13022_224;188;44.82;-58.739;388731;26-jul-13;09:45:00;30.5539;17.0998;4.8521;0.3547;0.365;0.2185;1.25;NaN;0.04;5.809
18NE13022_225;189;44.7;-58.393;388732;26-jul-13;01:21:00;32.3193;2.2234;5.5538;0.1164;7.375;0.882;7.16;32.3312;0.145;6.5135
18NE13022_225;189;44.7;-58.393;388733;26-jul-13;01:21:00;32.31;2.2626;5.5627;0.1441;7.33;0.876;7.06;NaN;0.15;NaN
18NE13022_225;189;44.7;-58.393;388734;26-jul-13;01:21:00;31.778;6.6994;6.1853;1.0565;1.725;0.398;0.665;NaN;0;NaN
18NE13022_225;189;44.7;-58.393;388735;26-jul-13;01:21:00;30.5043;17.6093;4.8276;0.3658;0.41;0.223;0.545;NaN;0;5.776
18NE13022_229;190;44.603;-58.253;388736;26-jul-13;03:07:00;32.2362;2.7511;5.8726;0.2272;5.52;0.7545;4.99;32.2466;0.15;6.8845
18NE13022_229;190;44.603;-58.253;388737;26-jul-13;03:07:00;32.2409;2.7457;5.8799;0.1829;5.72;0.7695;5.08;NaN;0.145;NaN
18NE13022_229;190;44.603;-58.253;388738;26-jul-13;03:07:00;31.7579;7.7908;6.0156;1.4683;1.825;0.4075;0.89;NaN;0.045;NaN
18NE13022_229;190;44.603;-58.253;388739;26-jul-13;03:07:00;30.7005;17.437;4.8526;0.2771;0.33;0.2165;0.63;NaN;0;5.834
18NE13022_230;191;44.379;-58.307;388740;26-jul-13;05:42:00;32.4384;2.4775;6.3183;0.3713;1.955;0.6385;3.655;32.4544;0.155;7.0465
18NE13022_230;191;44.379;-58.307;388741;26-jul-13;05:42:00;32.4419;2.4949;6.2737;0.3658;2.105;0.654;4.045;NaN;0.165;NaN
18NE13022_230;191;44.379;-58.307;388742;26-jul-13;05:42:00;32.0861;5.7991;5.9827;1.2355;1.825;0.468;1.855;NaN;0.11;NaN
18NE13022_230;191;44.379;-58.307;388743;26-jul-13;05:42:00;30.931;17.0914;4.7448;0.3214;0.47;0.211;0.635;NaN;0.04;5.932
18NE13022_231;192;44.157;-58.364;388744;26-jul-13;08:27:00;34.9433;6.073;3.9918;0.0148;12.49;1.228;20.345;34.9493;0.055;4.785
18NE13022_231;192;44.157;-58.364;388745;26-jul-13;08:27:00;33.3881;5.6857;5.4937;0.1995;2.975;0.544;4.215;NaN;0.18;NaN
18NE13022_231;192;44.157;-58.364;388746;26-jul-13;08:27:00;32.8879;12.4229;6.016;0.8774;0.665;0.155;0.76;NaN;0.05;NaN
18NE13022_231;192;44.157;-58.364;388747;26-jul-13;08:27:00;31.0299;16.7878;5.0388;0.2882;0.25;0.2195;0.81;NaN;0.04;5.962
18NE13022_233;194;43.954;-58.703;388748;26-jul-13;11:59:00;35.0564;9.0826;3.1214;0.0185;10.165;1.234;18.265;35.0648;0.07;3.7875
18NE13022_233;194;43.954;-58.703;388749;26-jul-13;11:59:00;33.9498;7.7524;5.0014;0.1607;3.905;0.6335;7.115;NaN;0.07;NaN
18NE13022_233;194;43.954;-58.703;388750;26-jul-13;11:59:00;32.5774;17.4525;5.1339;0.1995;0.605;0.131;0.815;NaN;0.04;NaN
18NE13022_233;194;43.954;-58.703;388751;26-jul-13;11:59:00;31.6967;18.5078;4.7783;0.2217;0.295;0.1635;0.76;NaN;0;5.728
18NE13022_234;195;44.223;-58.254;388752;27-jul-13;03:31:00;34.0342;7.106;4.8499;0.0499;5.57;0.7765;9.795;34.0373;0.2;5.754
18NE13022_234;195;44.223;-58.254;388753;27-jul-13;03:31:00;33.0673;3.6993;5.672;0.1884;4.18;0.688;6.17;NaN;0.2;NaN
18NE13022_234;195;44.223;-58.254;388754;27-jul-13;03:31:00;33.139;11.2368;6.1648;1.5041;1.035;0.22;0.925;NaN;0.05;NaN
18NE13022_234;195;44.223;-58.254;388755;27-jul-13;03:31:00;31.2335;17.6038;4.9048;0.194;0.245;0.1885;0.945;NaN;0;5.831
18NE13022_235;196;44.418;-58.17;388756;27-jul-13;05:40:00;32.6777;2.8961;6.1464;0.4933;3.425;0.6205;4.535;32.688;0.16;7.201
18NE13022_235;196;44.418;-58.17;388757;27-jul-13;05:40:00;32.6803;2.9038;6.1421;0.4378;3.37;0.65;4.445;NaN;0.18;NaN
18NE13022_235;196;44.418;-58.17;388758;27-jul-13;05:40:00;32.5078;6.6285;6.3886;1.4325;0.935;0.3635;1.1;NaN;0.065;NaN
18NE13022_235;196;44.418;-58.17;388759;27-jul-13;05:40:00;31.0696;17.2064;4.8678;0.2439;0.27;0.2165;0.81;NaN;0.13;5.865
18NE13022_236;197;44.333;-58.053;388760;27-jul-13;07:28:00;32.7908;2.236;5.9849;0.2106;4.47;0.733;6.245;32.8053;0.2;7.0155
18NE13022_236;197;44.333;-58.053;388761;27-jul-13;07:28:00;32.4906;2.0321;6.2427;0.9848;2.94;0.726;5.09;NaN;0.18;NaN
18NE13022_236;197;44.333;-58.053;388762;27-jul-13;07:28:00;31.9735;9.5014;6.1177;1.1281;0.2;0.3195;0.925;NaN;0.065;NaN
18NE13022_236;197;44.333;-58.053;388763;27-jul-13;07:28:00;31.3171;17.4035;4.8167;0.1884;0.31;0.1815;0.785;NaN;0.045;5.769
18NE13022_237;198;44.308;-58.018;388764;27-jul-13;08:55:00;34.1197;7.2266;4.7168;0.0481;6.01;0.8095;10.365;34.0866;0.18;5.6415
18NE13022_237;198;44.308;-58.018;388765;27-jul-13;08:55:00;32.5961;1.6385;6.0901;0.1718;4.245;0.784;6.095;NaN;0.23;NaN
18NE13022_237;198;44.308;-58.018;388766;27-jul-13;08:55:00;32.0297;8.2793;5.8669;1.9275;0.635;0.392;1.425;NaN;0.095;NaN
18NE13022_237;198;44.308;-58.018;388767;27-jul-13;08:55:00;31.1206;17.4726;4.7959;0.194;0.285;0.2035;0.83;NaN;0.05;5.784
18NE13022_238;199;44.281;-57.892;388768;27-jul-13;11:16:00;34.994;7.8687;3.1706;0.0111;13.145;1.3425;22.605;34.9956;0.06;3.8385
18NE13022_238;199;44.281;-57.892;388769;27-jul-13;11:16:00;33.336;7.2025;5.6639;0.6983;2.335;0.4605;2.575;NaN;0.165;NaN
18NE13022_238;199;44.281;-57.892;388770;27-jul-13;11:16:00;31.9326;11.5383;5.7118;0.6983;0;0.2675;0.87;NaN;0.055;NaN
18NE13022_238;199;44.281;-57.892;388771;27-jul-13;11:16:00;31.3699;17.8381;4.7545;0.1995;0.2;0.1845;0.86;NaN;0.045;5.737
18NE13022_245;200;44.339;-57.718;388772;27-jul-13;02:43:00;34.9889;7.64;3.2642;0.0148;13.04;1.362;22.415;34.9926;0.08;3.906
18NE13022_245;200;44.339;-57.718;388773;27-jul-13;02:43:00;33.2044;5.6223;6.0136;1.5399;1.865;0.5665;3.05;NaN;0.155;NaN
18NE13022_245;200;44.339;-57.718;388774;27-jul-13;02:43:00;32.1965;6.3579;6.4819;0.521;0;0.2815;0.865;NaN;0.055;NaN
18NE13022_245;200;44.339;-57.718;388775;27-jul-13;02:43:00;30.9208;18.1139;4.7501;0.1829;0.28;0.2085;0.945;NaN;0.04;5.759
18NE13022_248;201;44.5;-57.266;388776;27-jul-13;05:39:00;33.0619;2.7326;5.6168;0.0555;6.22;0.837;8.21;33.0226;0.19;6.69
18NE13022_248;201;44.5;-57.266;388777;27-jul-13;05:39:00;32.5412;1.8506;6.2507;1.1281;2.03;0.628;4.04;NaN;0.15;NaN
18NE13022_248;201;44.5;-57.266;388778;27-jul-13;05:39:00;32.1182;8.6052;6.3565;0.4489;0;0.276;0.685;NaN;0;NaN
18NE13022_248;201;44.5;-57.266;388779;27-jul-13;05:39:00;31.0165;18.2879;4.7299;0.1884;0;0.184;0.67;NaN;0;5.736
18NE13022_249;202;44.576;-57.335;388780;27-jul-13;07:05:00;32.5369;2.0805;6.1534;0.573;3.395;0.642;5;32.5507;0.15;7.27
18NE13022_249;202;44.576;-57.335;388781;27-jul-13;07:05:00;32.4601;2.4585;6.2927;0.6804;2.66;0.5995;4.075;NaN;0.13;NaN
18NE13022_249;202;44.576;-57.335;388782;27-jul-13;07:05:00;32.1084;6.5064;6.5792;0.6804;0.2;0.2985;0.945;NaN;0;NaN
18NE13022_249;202;44.576;-57.335;388783;27-jul-13;07:05:00;30.8513;18.1766;4.7814;0.2439;0;0.199;0.925;NaN;0;5.732
18NE13022_250;203;44.702;-57.426;388784;27-jul-13;08:48:00;32.2841;3.1851;6.2202;0.5551;2.92;0.594;3.8;32.2971;0.125;7.2935
18NE13022_250;203;44.702;-57.426;388785;27-jul-13;08:48:00;32.2857;3.1867;6.215;0.4711;3.105;0.605;3.87;NaN;0.13;NaN
18NE13022_250;203;44.702;-57.426;388786;27-jul-13;08:48:00;31.6719;10.9308;5.7837;0.7521;0.61;0.2775;0.88;NaN;0;NaN
18NE13022_250;203;44.702;-57.426;388787;27-jul-13;08:48:00;30.7292;17.9869;4.8417;0.2716;0.23;0.1975;0.565;NaN;0;5.79
18NE13022_251;204;44.991;-57.429;388788;27-jul-13;11:29:00;34.8023;5.7684;3.25;0.0166;22.03;1.474;22.145;34.8468;0.08;3.9
18NE13022_251;204;44.991;-57.429;388789;27-jul-13;11:29:00;32.2863;2.2809;6.3297;4.8187;1.095;0.613;3.45;NaN;0.355;NaN
18NE13022_251;204;44.991;-57.429;388790;27-jul-13;11:29:00;32.0578;5.0125;6.0877;0.7162;0.56;0.387;0.9;NaN;0.04;NaN
18NE13022_251;204;44.991;-57.429;388791;27-jul-13;11:29:00;30.6188;17.9909;4.7879;0.3547;0;0.1805;0.87;NaN;0;5.782
18NE13022_252;205;45.045;-57.729;388792;28-jul-13;02:12:00;33.2202;3.3513;5.1893;0.0444;7.9;0.8835;9.65;33.201;0.205;6.243
18NE13022_252;205;45.045;-57.729;388793;28-jul-13;02:12:00;32.3776;1.9135;5.7995;0.3824;4.675;0.7385;5.865;NaN;0.17;NaN
18NE13022_252;205;45.045;-57.729;388794;28-jul-13;02:12:00;32.0196;7.7849;6.0607;0.5764;0.21;0.233;0.94;NaN;0;NaN
18NE13022_252;205;45.045;-57.729;388795;28-jul-13;02:12:00;30.5154;17.691;4.8185;0.399;0;0.189;0.755;NaN;0;5.804
18NE13022_253;206;45.092;-57.921;388796;28-jul-13;04:11:00;32.5868;2.0597;5.9122;0.1219;5.58;0.783;6.77;32.6088;0.18;6.921
18NE13022_253;206;45.092;-57.921;388797;28-jul-13;04:11:00;32.414;2.577;6.0667;0.3048;4.02;0.686;5.28;NaN;0.18;NaN
18NE13022_253;206;45.092;-57.921;388798;28-jul-13;04:11:00;31.7944;9.4999;6.0896;0.4877;0.255;0.234;0.84;NaN;0.04;NaN
18NE13022_253;206;45.092;-57.921;388799;28-jul-13;04:11:00;30.521;17.5905;4.8535;0.4212;0;0.188;0.84;NaN;0.04;5.801
18NE13022_254;207;45.172;-58.189;388800;28-jul-13;06:42:00;32.5206;2.0534;5.8278;0.1607;5.815;0.791;6.71;32.5428;0.18;6.8485
18NE13022_254;207;45.172;-58.189;388801;28-jul-13;06:42:00;32.3593;1.8897;5.9558;0.2383;5.735;0.826;6.83;NaN;0.18;NaN
18NE13022_254;207;45.172;-58.189;388802;28-jul-13;06:42:00;31.6902;5.91;6.4463;0.6446;0;0.3715;0.905;NaN;0;NaN
18NE13022_254;207;45.172;-58.189;388803;28-jul-13;06:42:00;30.5803;17.7729;4.8075;0.4157;0.3;0.18;0.825;NaN;0.04;5.754
18NE13022_255;208;45.31;-57.664;388804;28-jul-13;10:03:00;34.8201;5.5571;3.0737;0.0185;26.84;1.5045;21.725;34.8289;0.05;3.714
18NE13022_255;208;45.31;-57.664;388805;28-jul-13;10:03:00;32.396;2.8752;6.3187;0.4378;2.05;0.54;2.53;NaN;0.125;NaN
18NE13022_255;208;45.31;-57.664;388806;28-jul-13;10:03:00;31.7689;9.6657;5.9775;0.5099;0.76;0.2735;0.35;NaN;0.04;NaN
18NE13022_255;208;45.31;-57.664;388807;28-jul-13;10:03:00;30.759;17.3083;4.8502;0.399;0.345;0.19;0.17;NaN;0;5.792
18NE13022_256;209;45.384;-57.795;388808;28-jul-13;11:59:00;34.2733;7.7138;4.5627;0.024;7.325;0.8205;10.16;34.155;0.045;5.5245
18NE13022_256;209;45.384;-57.795;388809;28-jul-13;11:59:00;32.1669;1.4939;6.0385;1.6294;3.05;0.741;4.7;NaN;0.2;NaN
18NE13022_256;209;45.384;-57.795;388810;28-jul-13;11:59:00;31.276;6.5957;6.4067;0.4822;0.13;0.355;0.35;NaN;0;NaN
18NE13022_256;209;45.384;-57.795;388811;28-jul-13;11:59:00;30.6105;17.2901;4.8573;0.4655;0.21;0.1865;0.37;NaN;0;5.818
18NE13022_260;210;45.374;-57.767;388812;28-jul-13;01:41:00;34.7496;8.7021;3.7808;0.0277;10.015;0.976;13.79;34.7617;0.06;4.585
18NE13022_260;210;45.374;-57.767;388813;28-jul-13;01:41:00;32.2275;1.4576;5.9545;0.1054;7.685;0.8785;8.235;NaN;0.17;NaN
18NE13022_260;210;45.374;-57.767;388814;28-jul-13;01:41:00;31.5353;4.2206;6.7723;2.7467;0.48;0.5525;1.29;NaN;0.08;NaN
18NE13022_260;210;45.374;-57.767;388815;28-jul-13;01:41:00;30.613;17.4078;4.8594;0.46;0.195;0.185;0.265;NaN;0;5.802
18NE13022_261;211;45.778;-58.033;388816;28-jul-13;05:16:00;34.8305;5.7184;2.6933;0.0222;29.54;1.5935;20.37;34.8491;0.04;3.266
18NE13022_261;211;45.778;-58.033;388817;28-jul-13;05:16:00;32.2452;1.4878;6.2248;0.266;1.55;0.499;1.895;NaN;0.095;NaN
18NE13022_261;211;45.778;-58.033;388818;28-jul-13;05:16:00;31.5405;4.8416;6.742;1.1818;0.15;0.354;0.555;NaN;0;NaN
18NE13022_261;211;45.778;-58.033;388819;28-jul-13;05:16:00;30.7045;17.5128;4.8138;0.4545;0.295;0.1775;0.4;NaN;0;5.826
18NE13022_262;212;45.535;-58.543;388820;28-jul-13;09:54:00;32.7446;2.1206;5.2597;0.0296;11.275;1.0545;10.765;32.7329;0.04;6.2575
18NE13022_262;212;45.535;-58.543;388821;28-jul-13;09:54:00;32.0584;1.687;5.7829;0.1386;6.7;0.888;7.505;NaN;0.16;NaN
18NE13022_262;212;45.535;-58.543;388822;28-jul-13;09:54:00;31.3497;5.0753;6.4642;0.7162;0.905;0.3795;0.8;NaN;0;NaN
18NE13022_262;212;45.535;-58.543;388823;28-jul-13;09:54:00;30.0929;17.82;4.9033;0.7521;0.325;0.1545;0;NaN;0;5.936
18NE13022_263;213;45.483;-58.982;388824;29-jul-13;12:50:00;32.701;2.2017;5.0784;0.0259;11.19;1.0585;10.155;32.6038;0.05;6.1955
18NE13022_263;213;45.483;-58.982;388825;29-jul-13;12:50:00;31.8483;1.6151;6.0961;0.4477;5.045;0.8475;5.835;NaN;0.205;NaN
18NE13022_263;213;45.483;-58.982;388826;29-jul-13;12:50:00;31.2734;4.5964;6.5049;0.6983;0.545;0.451;0.22;NaN;0.05;NaN
18NE13022_263;213;45.483;-58.982;388827;29-jul-13;12:50:00;30.0329;17.8564;4.7885;0.7341;0.445;0.15;0;NaN;0;5.869
18NE13022_264;214;45.672;-59.059;388828;29-jul-13;04:33:00;33.65;3.8224;3.881;0.0185;18.255;1.3265;16.22;33.6499;0.08;4.6845
18NE13022_264;214;45.672;-59.059;388829;29-jul-13;04:33:00;32.0903;1.3664;6.3576;0.8595;3.015;0.8285;5.87;NaN;0.275;NaN
18NE13022_264;214;45.672;-59.059;388830;29-jul-13;04:33:00;31.3414;6.3103;6.6247;0.8058;0.17;0.379;0.805;NaN;0;NaN
18NE13022_264;214;45.672;-59.059;388831;29-jul-13;04:33:00;30.0903;18.0776;4.7837;0.7879;0.435;0.1805;0.67;NaN;0;5.774
18NE13022_265;215;45.477;-59.337;388832;29-jul-13;07:05:00;32.3345;1.6887;5.6651;0.0573;8.215;0.964;9.525;32.3451;0.08;6.6745
18NE13022_265;215;45.477;-59.337;388833;29-jul-13;07:05:00;31.7747;1.6239;6.2624;0.4267;4.88;0.8265;5.895;NaN;0.25;NaN
18NE13022_265;215;45.477;-59.337;388834;29-jul-13;07:05:00;31.1508;5.599;6.581;0.5909;0.35;0.4325;0.94;NaN;0.06;NaN
18NE13022_265;215;45.477;-59.337;388835;29-jul-13;07:05:00;30.0105;17.9658;4.8178;0.7162;0.525;0.175;0.81;NaN;0;5.791
18NE13022_266;216;45.511;-60.166;388836;29-jul-13;11:06:00;33.1216;2.57;4.5396;0.0333;17.385;1.2635;13.565;33.1382;0.075;5.3975
18NE13022_266;216;45.511;-60.166;388837;29-jul-13;11:06:00;31.8437;2.0315;6.1236;0.1496;5.085;0.8445;4.955;NaN;0.22;NaN
18NE13022_266;216;45.511;-60.166;388838;29-jul-13;11:06:00;31.0309;5.4362;6.8477;1.5578;0.04;0.4535;0.4;NaN;0.055;NaN
18NE13022_266;216;45.511;-60.166;388839;29-jul-13;11:06:00;29.9164;17.3326;4.8809;0.9311;0.045;0.21;0.05;NaN;0.055;6.06
18NE13022_267;217;45.626;-59.996;388840;29-jul-13;01:08:00;33.0225;2.3396;4.9318;0.0555;13.655;1.1345;11.715;33.0357;0.06;5.907
18NE13022_267;217;45.626;-59.996;388841;29-jul-13;01:08:00;32.0587;1.3275;6.3485;0.5551;4.415;0.8255;5.435;NaN;0.25;NaN
18NE13022_267;217;45.626;-59.996;388842;29-jul-13;01:08:00;31.1559;7.6823;6.3348;0.8953;0;0.3555;0.065;NaN;0.04;NaN
18NE13022_267;217;45.626;-59.996;388843;29-jul-13;01:08:00;29.9146;17.2452;4.927;1.146;0.255;0.174;0.28;NaN;0.05;5.975
18NE13022_268;218;45.838;-59.669;388844;29-jul-13;04:01:00;32.0244;1.5288;6.2296;0.2827;5.1;0.8255;4.925;32.0279;0.195;7.9155
18NE13022_268;218;45.838;-59.669;388845;29-jul-13;04:01:00;31.541;2.3999;6.2048;0.266;3.72;0.7935;3.345;NaN;0.165;NaN
18NE13022_268;218;45.838;-59.669;388846;29-jul-13;04:01:00;31.0797;5.1501;5.9411;1.0385;1.925;0.6175;1.315;NaN;0.095;NaN
18NE13022_268;218;45.838;-59.669;388847;29-jul-13;04:01:00;29.2708;18.4561;4.7224;0.9311;0.47;0.108;0.22;NaN;0.05;5.738
18NE13022_269;219;45.889;-59.923;388848;29-jul-13;06:18:00;31.3329;3.984;5.9366;0.1552;4.1;0.698;2.68;31.2546;0.16;6.59
18NE13022_269;219;45.889;-59.923;388849;29-jul-13;06:18:00;30.4147;13.9671;5.1777;0.8953;0.935;0.3135;0.475;NaN;0.055;NaN
18NE13022_269;219;45.889;-59.923;388850;29-jul-13;06:18:00;29.3171;18.5158;4.8238;1.7369;0.395;0.114;0.34;NaN;0;5.847
18NE13022_273;220;45.908;-59.041;388851;29-jul-13;10:32:00;33.2006;2.8044;4.7184;0.0259;13.885;1.1465;12.71;33.2079;0.065;5.6595
18NE13022_273;220;45.908;-59.041;388852;29-jul-13;10:32:00;32.1043;1.755;6.3268;0.4766;3.91;0.7335;4.86;NaN;0.195;NaN
18NE13022_273;220;45.908;-59.041;388853;29-jul-13;10:32:00;31.4268;5.3767;6.6087;1.7727;0;0.407;0.3;NaN;0;NaN
