-4131 90 -179 1
-4124 90 -178 1
-4118 90 -177 1
-4110 90 -176 1
-4101 90 -175 1
-4094 90 -174 1
-4088 90 -173 1
-4081 90 -172 1
-4074 90 -171 1
-4071 90 -170 1
-4069 90 -169 1
-4067 90 -168 1
-4063 90 -167 1
-4058 90 -166 1
-4053 90 -165 1
-4051 90 -164 1
-4050 90 -163 1
-4048 90 -162 1
-4046 90 -161 1
-4047 90 -160 1
-4047 90 -159 1
-4048 90 -158 1
-4048 90 -157 1
-4043 90 -156 1
-4036 90 -155 1
-4027 90 -154 1
-4021 90 -153 1
-4017 90 -152 1
-4012 90 -151 1
-4005 90 -150 1
-3996 90 -149 1
-3984 90 -148 1
-3975 90 -147 1
-3965 90 -146 1
-3955 90 -145 1
-3943 90 -144 1
-3931 90 -143 1
-3918 90 -142 1
-3908 90 -141 1
-3898 90 -140 1
-3889 90 -139 1
-3881 90 -138 1
-3875 90 -137 1
-3869 90 -136 1
-3865 90 -135 1
-3859 90 -134 1
-3852 90 -133 1
-3845 90 -132 1
-3841 90 -131 1
-3839 90 -130 1
-3836 90 -129 1
-3833 90 -128 1
-3830 90 -127 1
-3826 90 -126 1
-3825 90 -125 1
-3825 90 -124 1
-3820 90 -123 1
-3814 90 -122 1
-3804 90 -121 1
-3795 90 -120 1
-3790 90 -119 1
-3788 90 -118 1
-3786 90 -117 1
-3788 90 -116 1
-3789 90 -115 1
-3791 90 -114 1
-3793 90 -113 1
-3794 90 -112 1
-3794 90 -111 1
-3796 90 -110 1
-3796 90 -109 1
-3798 90 -108 1
-3805 90 -107 1
-3811 90 -106 1
-3820 90 -105 1
-3824 90 -104 1
-3823 90 -103 1
-3822 90 -102 1
-3820 90 -101 1
-3818 90 -100 1
-3814 90 -99 1
-3807 90 -98 1
-3802 90 -97 1
-3798 90 -96 1
-3790 90 -95 1
-3781 90 -94 1
-3772 90 -93 1
-3762 90 -92 1
-3752 90 -91 1
-3742 90 -90 1
-3736 90 -89 1
-3732 90 -88 1
-3727 90 -87 1
-3723 90 -86 1
-3719 90 -85 1
-3715 90 -84 1
-3715 90 -83 1
-3715 90 -82 1
-3718 90 -81 1
-3720 90 -80 1
-3724 90 -79 1
-3730 90 -78 1
-3736 90 -77 1
-3742 90 -76 1
-3750 90 -75 1
-3758 90 -74 1
-3764 90 -73 1
-3769 90 -72 1
-3777 90 -71 1
-3785 90 -70 1
-3798 90 -69 1
-3810 90 -68 1
-3821 90 -67 1
-3833 90 -66 1
-3845 90 -65 1
-3858 90 -64 1
-3875 90 -63 1
-3888 90 -62 1
-3900 90 -61 1
-3913 90 -60 1
-3926 90 -59 1
-3943 90 -58 1
-3959 90 -57 1
-3974 90 -56 1
-3991 90 -55 1
-4007 90 -54 1
-4025 90 -53 1
-4042 90 -52 1
-4059 90 -51 1
-4076 90 -50 1
-4089 90 -49 1
-4101 90 -48 1
-4114 90 -47 1
-4128 90 -46 1
-4143 90 -45 1
-4156 90 -44 1
-4166 90 -43 1
-4178 90 -42 1
-4190 90 -41 1
-4199 90 -40 1
-4208 90 -39 1
-4215 90 -38 1
-4221 90 -37 1
-4226 90 -36 1
-4231 90 -35 1
-4237 90 -34 1
-4243 90 -33 1
-4247 90 -32 1
-4249 90 -31 1
-4252 90 -30 1
-4254 90 -29 1
-4255 90 -28 1
-4257 90 -27 1
-4258 90 -26 1
-4259 90 -25 1
-4261 90 -24 1
-4262 90 -23 1
-4262 90 -22 1
-4263 90 -21 1
-4264 90 -20 1
-4265 90 -19 1
-4266 90 -18 1
-4267 90 -17 1
-4269 90 -16 1
-4270 90 -15 1
-4272 90 -14 1
-4273 90 -13 1
-4275 90 -12 1
-4276 90 -11 1
-4278 90 -10 1
-4280 90 -9 1
-4281 90 -8 1
-4283 90 -7 1
-4284 90 -6 1
-4286 90 -5 1
-4288 90 -4 1
-4289 90 -3 1
-4290 90 -2 1
-4292 90 -1 1
-4292 90 0 1
-4294 90 1 1
-4294 90 2 1
-4295 90 3 1
-4296 90 4 1
-4296 90 5 1
-4297 90 6 1
-4298 90 7 1
-4298 90 8 1
-4299 90 9 1
-4299 90 10 1
-4300 90 11 1
-4300 90 12 1
-4300 90 13 1
-4301 90 14 1
-4301 90 15 1
-4301 90 16 1
-4302 90 17 1
-4302 90 18 1
-4303 90 19 1
-4303 90 20 1
-4303 90 21 1
-4304 90 22 1
-4304 90 23 1
-4305 90 24 1
-4305 90 25 1
-4305 90 26 1
-4306 90 27 1
-4306 90 28 1
-4307 90 29 1
-4307 90 30 1
-4307 90 31 1
-4307 90 32 1
-4307 90 33 1
-4308 90 34 1
-4308 90 35 1
-4308 90 36 1
-4308 90 37 1
-4308 90 38 1
-4308 90 39 1
-4308 90 40 1
-4307 90 41 1
-4307 90 42 1
-4307 90 43 1
-4307 90 44 1
-4307 90 45 1
-4307 90 46 1
-4307 90 47 1
-4307 90 48 1
-4307 90 49 1
-4306 90 50 1
-4306 90 51 1
-4306 90 52 1
-4306 90 53 1
-4306 90 54 1
-4306 90 55 1
-4306 90 56 1
-4306 90 57 1
-4306 90 58 1
-4305 90 59 1
-4305 90 60 1
-4305 90 61 1
-4304 90 62 1
-4304 90 63 1
-4303 90 64 1
-4303 90 65 1
-4302 90 66 1
-4302 90 67 1
-4301 90 68 1
-4301 90 69 1
-4300 90 70 1
-4300 90 71 1
-4299 90 72 1
-4298 90 73 1
-4298 90 74 1
-4297 90 75 1
-4297 90 76 1
-4296 90 77 1
-4295 90 78 1
-4294 90 79 1
-4294 90 80 1
-4293 90 81 1
-4292 90 82 1
-4291 90 83 1
-4290 90 84 1
-4288 90 85 1
-4287 90 86 1
-4286 90 87 1
-4284 90 88 1
-4283 90 89 1
-4281 90 90 1
-4280 90 91 1
-4278 90 92 1
-4277 90 93 1
-4276 90 94 1
-4274 90 95 1
-4273 90 96 1
-4271 90 97 1
-4270 90 98 1
-4269 90 99 1
-4268 90 100 1
-4266 90 101 1
-4265 90 102 1
-4264 90 103 1
-4263 90 104 1
-4262 90 105 1
-4262 90 106 1
-4261 90 107 1
-4260 90 108 1
-4260 90 109 1
-4259 90 110 1
-4259 90 111 1
-4258 90 112 1
-4258 90 113 1
