CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL;TE90;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
HUD2000050_238;CSL_01;46.960667;-60.218667;232748;13-oct-00;03:45:00;50.43;30.435;8.357;5.6;5.6;8.357;30.435
HUD2000050_238;CSL_01;46.960667;-60.218667;232749;13-oct-00;03:47:00;40.67;29.849;10.225;5.5;5.5;10.225;29.849
HUD2000050_238;CSL_01;46.960667;-60.218667;232750;13-oct-00;03:48:00;30.96;29.304;11.881;5.5;5.5;11.881;29.304
HUD2000050_238;CSL_01;46.960667;-60.218667;232751;13-oct-00;03:49:00;21.17;29.006;12.571;5.4;5.4;12.571;29.006
HUD2000050_238;CSL_01;46.960667;-60.218667;232752;13-oct-00;03:50:00;10.64;28.957;12.551;5.4;5.4;12.551;28.957
HUD2000050_238;CSL_01;46.960667;-60.218667;232753;13-oct-00;03:52:00;2.32;28.949;12.539;5.2;5.2;12.539;28.949
HUD2000050_240;CSL_02;47.019333;-60.110667;232754;13-oct-00;05:34:00;172.85;34.053;4.867;3.6;3.6;4.867;34.053
HUD2000050_240;CSL_02;47.019333;-60.110667;232755;13-oct-00;05:36:00;99.26;32.939;2.287;5;5;2.287;32.939
HUD2000050_240;CSL_02;47.019333;-60.110667;232756;13-oct-00;05:37:00;78.54;32.492;1.766;5.5;5.5;1.766;32.492
HUD2000050_240;CSL_02;47.019333;-60.110667;232757;13-oct-00;05:39:00;56.39;31.663;3.066;5.7;5.7;3.066;31.663
HUD2000050_240;CSL_02;47.019333;-60.110667;232758;13-oct-00;05:41:00;48.66;31.474;3.951;5.6;5.6;3.951;31.474
HUD2000050_240;CSL_02;47.019333;-60.110667;232759;13-oct-00;05:42:00;39.19;30.283;9.936;5.7;5.7;9.936;30.283
HUD2000050_240;CSL_02;47.019333;-60.110667;232760;13-oct-00;05:43:00;29.44;29.994;10.971;5.7;5.7;10.971;29.994
HUD2000050_240;CSL_02;47.019333;-60.110667;232761;13-oct-00;05:44:00;19.89;29.731;11.37;5.6;5.6;11.37;29.731
HUD2000050_240;CSL_02;47.019333;-60.110667;232762;13-oct-00;05:45:00;9.54;29.326;11.967;5.5;5.5;11.967;29.326
HUD2000050_240;CSL_02;47.019333;-60.110667;232763;13-oct-00;05:46:00;3.38;29.316;11.98;5.5;5.5;11.98;29.316
HUD2000050_243;CSL_03;47.102333;-59.985833;232764;13-oct-00;08:19:00;330.33;34.724;5.73;3;3;5.73;34.724
HUD2000050_243;CSL_03;47.102333;-59.985833;232765;13-oct-00;08:22:00;201.57;34.478;6.051;3.4;3.4;6.051;34.478
HUD2000050_243;CSL_03;47.102333;-59.985833;232766;13-oct-00;08:24:00;151.68;33.944;4.57;3.8;3.8;4.57;33.944
HUD2000050_243;CSL_03;47.102333;-59.985833;232767;13-oct-00;08:26:00;101.42;32.883;2.112;5.1;5.1;2.112;32.883
HUD2000050_243;CSL_03;47.102333;-59.985833;232768;13-oct-00;08:28:00;81.37;32.455;1.726;5.8;5.8;1.726;32.455
HUD2000050_243;CSL_03;47.102333;-59.985833;232769;13-oct-00;08:30:00;61.84;32.067;1.835;5.9;5.9;1.835;32.067
HUD2000050_243;CSL_03;47.102333;-59.985833;232770;13-oct-00;08:32:00;51.52;31.919;2.583;6.1;6.1;2.583;31.919
HUD2000050_243;CSL_03;47.102333;-59.985833;232771;13-oct-00;08:34:00;40.9;31.111;5.883;5.6;5.6;5.883;31.111
HUD2000050_243;CSL_03;47.102333;-59.985833;232772;13-oct-00;08:36:00;31.17;30.81;8.257;5.5;5.5;8.257;30.81
HUD2000050_243;CSL_03;47.102333;-59.985833;232773;13-oct-00;08:38:00;20.5;30.054;10.935;5.7;5.7;10.935;30.054
HUD2000050_243;CSL_03;47.102333;-59.985833;232774;13-oct-00;08:38:00;20.75;30.179;10.79;5.7;5.7;10.79;30.179
HUD2000050_243;CSL_03;47.102333;-59.985833;232775;13-oct-00;08:40:00;10.64;29.925;11.123;5.6;5.6;11.123;29.925
HUD2000050_243;CSL_03;47.102333;-59.985833;232776;13-oct-00;08:40:00;10.59;29.907;11.145;5.6;5.6;11.145;29.907
HUD2000050_243;CSL_03;47.102333;-59.985833;232777;13-oct-00;08:41:00;3.81;29.894;11.17;5.6;5.6;11.17;29.894
HUD2000050_246;CSL_04;47.2705;-59.780167;232778;13-oct-00;11:25:00;464.48;34.839;5.089;3.1;3.1;5.089;34.839
HUD2000050_246;CSL_04;47.2705;-59.780167;232779;13-oct-00;11:29:00;302.31;34.7;5.746;3;3;5.746;34.7
HUD2000050_246;CSL_04;47.2705;-59.780167;232780;13-oct-00;11:31:00;199.36;34.095;4.901;3.5;3.5;4.901;34.095
HUD2000050_246;CSL_04;47.2705;-59.780167;232781;13-oct-00;11:33:00;98.66;32.611;1.739;5.5;5.5;1.739;32.611
HUD2000050_246;CSL_04;47.2705;-59.780167;232782;13-oct-00;11:34:00;79.83;32.419;1.54;5.8;5.8;1.54;32.419
HUD2000050_246;CSL_04;47.2705;-59.780167;232783;13-oct-00;11:35:00;61.6;32.263;1.874;6;6;1.874;32.263
HUD2000050_246;CSL_04;47.2705;-59.780167;232784;13-oct-00;11:35:00;52.52;32.211;1.948;6;6;1.948;32.211
HUD2000050_246;CSL_04;47.2705;-59.780167;232785;13-oct-00;11:36:00;42.78;32.13;2.073;6.1;6.1;2.073;32.13
HUD2000050_246;CSL_04;47.2705;-59.780167;232786;13-oct-00;11:36:00;32.4;31.87;4.135;6.3;6.3;4.135;31.87
HUD2000050_246;CSL_04;47.2705;-59.780167;232787;13-oct-00;11:37:00;22.91;31.088;8.941;6.6;6.6;8.941;31.088
HUD2000050_246;CSL_04;47.2705;-59.780167;232788;13-oct-00;11:38:00;12.66;30.992;9.309;6.1;6.1;9.309;30.992
HUD2000050_246;CSL_04;47.2705;-59.780167;232789;13-oct-00;11:38:00;3.68;30.994;9.312;6;6;9.312;30.994
HUD2000050_251;CSL_05;47.429833;-59.558;232790;13-oct-00;16:28:00;470.91;34.845;5.069;3.2;3.2;5.069;34.845
HUD2000050_251;CSL_05;47.429833;-59.558;232791;13-oct-00;16:31:00;299.02;34.763;6.286;3.4;3.4;6.286;34.763
HUD2000050_251;CSL_05;47.429833;-59.558;232792;13-oct-00;16:33:00;199.16;34.3;5.677;3.4;3.4;5.677;34.3
HUD2000050_251;CSL_05;47.429833;-59.558;232793;13-oct-00;16:36:00;102.64;32.722;1.37;5.5;5.5;1.37;32.722
HUD2000050_251;CSL_05;47.429833;-59.558;232794;13-oct-00;16:36:00;83.46;32.488;1.311;5.8;5.8;1.311;32.488
HUD2000050_251;CSL_05;47.429833;-59.558;232795;13-oct-00;16:37:00;62.24;32.258;1.861;6;6;1.861;32.258
HUD2000050_251;CSL_05;47.429833;-59.558;232796;13-oct-00;16:37:00;53.09;32.117;2.556;6.1;6.1;2.556;32.117
HUD2000050_251;CSL_05;47.429833;-59.558;232797;13-oct-00;16:38:00;43.27;31.998;3.729;6.2;6.2;3.729;31.998
HUD2000050_251;CSL_05;47.429833;-59.558;232798;13-oct-00;16:39:00;33.12;31.685;6.332;6.4;6.4;6.332;31.685
HUD2000050_251;CSL_05;47.429833;-59.558;232799;13-oct-00;16:40:00;23.81;31.43;8.441;6.1;6.1;8.441;31.43
HUD2000050_251;CSL_05;47.429833;-59.558;232800;13-oct-00;16:40:00;23.97;31.428;8.447;6.1;6.1;8.447;31.428
HUD2000050_251;CSL_05;47.429833;-59.558;232801;13-oct-00;16:40:00;23.73;31.424;8.499;6.1;6.1;8.499;31.424
HUD2000050_251;CSL_05;47.429833;-59.558;232802;13-oct-00;16:40:00;13.37;31.423;8.587;6.1;6.1;8.587;31.423
HUD2000050_251;CSL_05;47.429833;-59.558;232803;13-oct-00;16:40:00;13.1;31.423;8.588;6.1;6.1;8.588;31.423
HUD2000050_251;CSL_05;47.429833;-59.558;232804;13-oct-00;16:40:00;13.79;31.423;8.577;6.1;6.1;8.577;31.423
HUD2000050_251;CSL_05;47.429833;-59.558;232805;13-oct-00;16:40:00;13.72;31.424;8.579;6;6;8.579;31.424
HUD2000050_251;CSL_05;47.429833;-59.558;232806;13-oct-00;16:40:00;13.34;31.423;8.588;6;6;8.588;31.423
HUD2000050_251;CSL_05;47.429833;-59.558;232807;13-oct-00;16:41:00;3.71;31.423;8.583;6;6;8.583;31.423
HUD2000050_259;CSL_06;47.560833;-59.314333;232808;13-oct-00;21:17:00;240.73;34.723;6.648;3.4;3.4;6.648;34.723
HUD2000050_259;CSL_06;47.560833;-59.314333;232809;13-oct-00;21:19:00;199.95;34.514;6.41;3.5;3.5;6.41;34.514
HUD2000050_259;CSL_06;47.560833;-59.314333;232810;13-oct-00;21:21:00;99.89;32.546;1.338;5.7;5.7;1.338;32.546
HUD2000050_259;CSL_06;47.560833;-59.314333;232811;13-oct-00;21:23:00;79.69;32.393;1.627;5.9;5.9;1.627;32.393
HUD2000050_259;CSL_06;47.560833;-59.314333;232812;13-oct-00;21:25:00;59.96;32.335;1.748;5.9;5.9;1.748;32.335
HUD2000050_259;CSL_06;47.560833;-59.314333;232813;13-oct-00;21:26:00;50.7;32.297;1.929;6;6;1.929;32.297
HUD2000050_259;CSL_06;47.560833;-59.314333;232814;13-oct-00;21:27:00;39.94;32.258;2.083;6;6;2.083;32.258
HUD2000050_259;CSL_06;47.560833;-59.314333;232815;13-oct-00;21:28:00;30.25;32.217;2.412;6;6;2.412;32.217
HUD2000050_259;CSL_06;47.560833;-59.314333;232816;13-oct-00;21:29:00;19.98;32.2;2.506;6;6;2.506;32.2
HUD2000050_259;CSL_06;47.560833;-59.314333;232817;13-oct-00;21:31:00;10.31;31.59;6.614;6.1;6.1;6.614;31.59
HUD2000050_259;CSL_06;47.560833;-59.314333;232818;13-oct-00;21:32:00;4.4;31.28;8.024;6.1;6.1;8.024;31.28
HUD2000050_260;LC_07;46.170333;-57.046833;232819;14-oct-00;07:53:00;60.97;32.474;0.803;5.8;5.8;0.803;32.474
HUD2000050_260;LC_07;46.170333;-57.046833;232820;14-oct-00;07:54:00;50.78;32.315;1.665;5.8;5.8;1.665;32.315
HUD2000050_260;LC_07;46.170333;-57.046833;232821;14-oct-00;07:56:00;41.33;32.046;4.371;5.5;5.5;4.371;32.046
HUD2000050_260;LC_07;46.170333;-57.046833;232822;14-oct-00;07:57:00;30.97;31.352;11.789;5.7;5.7;11.789;31.352
HUD2000050_260;LC_07;46.170333;-57.046833;232823;14-oct-00;07:58:00;20.73;31.322;12.054;5.6;5.6;12.054;31.322
HUD2000050_260;LC_07;46.170333;-57.046833;232824;14-oct-00;07:59:00;10.68;31.32;12.044;5.5;5.5;12.044;31.32
HUD2000050_260;LC_07;46.170333;-57.046833;232825;14-oct-00;08:00:00;4.25;31.32;12.039;5.5;5.5;12.039;31.32
HUD2000050_267;LC_06;46.127333;-57.172667;232826;14-oct-00;10:45:00;248.07;34.798;6.666;3.4;3.4;6.666;34.798
HUD2000050_267;LC_06;46.127333;-57.172667;232827;14-oct-00;10:46:00;202.54;34.737;6.807;3.4;3.4;6.807;34.737
HUD2000050_267;LC_06;46.127333;-57.172667;232828;14-oct-00;10:48:00;101.56;33.026;1.803;5.2;5.2;1.803;33.026
HUD2000050_267;LC_06;46.127333;-57.172667;232829;14-oct-00;10:49:00;81.85;32.723;1.252;5.6;5.6;1.252;32.723
HUD2000050_267;LC_06;46.127333;-57.172667;232830;14-oct-00;10:50:00;62.6;32.453;2.021;5.4;5.4;2.021;32.453
HUD2000050_267;LC_06;46.127333;-57.172667;232831;14-oct-00;10:51:00;53.17;32.291;2.357;6;6;2.357;32.291
HUD2000050_267;LC_06;46.127333;-57.172667;232832;14-oct-00;10:51:00;43.34;32.219;4.219;6.3;6.3;4.219;32.219
HUD2000050_267;LC_06;46.127333;-57.172667;232833;14-oct-00;10:52:00;32.44;31.998;6.881;6.7;6.7;6.881;31.998
HUD2000050_267;LC_06;46.127333;-57.172667;232834;14-oct-00;10:52:00;23.24;31.418;12.662;5.9;5.9;12.662;31.418
HUD2000050_267;LC_06;46.127333;-57.172667;232835;14-oct-00;10:52:00;23.23;31.425;12.65;5.9;5.9;12.65;31.425
HUD2000050_267;LC_06;46.127333;-57.172667;232836;14-oct-00;10:53:00;23.43;31.427;12.654;5.8;5.8;12.654;31.427
HUD2000050_267;LC_06;46.127333;-57.172667;232837;14-oct-00;10:53:00;13.51;31.436;12.722;5.6;5.6;12.722;31.436
HUD2000050_267;LC_06;46.127333;-57.172667;232838;14-oct-00;10:53:00;14;31.436;12.73;5.6;5.6;12.73;31.436
HUD2000050_267;LC_06;46.127333;-57.172667;232839;14-oct-00;10:53:00;13.87;31.436;12.73;5.6;5.6;12.73;31.436
HUD2000050_267;LC_06;46.127333;-57.172667;232840;14-oct-00;10:53:00;13.28;31.436;12.729;5.6;5.6;12.729;31.436
HUD2000050_267;LC_06;46.127333;-57.172667;232841;14-oct-00;10:53:00;13.78;31.437;12.724;5.6;5.6;12.724;31.437
HUD2000050_267;LC_06;46.127333;-57.172667;232842;14-oct-00;10:54:00;3.83;31.437;12.733;5.6;5.6;12.733;31.437
HUD2000050_270;LC_04;45.979167;-57.606;232843;14-oct-00;14:55:00;477.85;34.865;5.111;3.5;3.5;5.111;34.865
HUD2000050_270;LC_04;45.979167;-57.606;232844;14-oct-00;14:59:00;298.4;34.788;6.197;3.5;3.5;6.197;34.788
HUD2000050_270;LC_04;45.979167;-57.606;232845;14-oct-00;15:01:00;203.04;34.66;7.142;3.5;3.5;7.142;34.66
HUD2000050_270;LC_04;45.979167;-57.606;232846;14-oct-00;15:04:00;101.93;33.514;4.035;4.8;4.8;4.035;33.514
HUD2000050_270;LC_04;45.979167;-57.606;232847;14-oct-00;15:04:00;82.09;33.134;3.618;5.4;5.4;3.618;33.134
HUD2000050_270;LC_04;45.979167;-57.606;232848;14-oct-00;15:05:00;62.3;32.792;4.57;5.8;5.8;4.57;32.792
HUD2000050_270;LC_04;45.979167;-57.606;232849;14-oct-00;15:06:00;53.18;32.553;4.974;6;6;4.974;32.553
HUD2000050_270;LC_04;45.979167;-57.606;232850;14-oct-00;15:06:00;42.96;32.23;6.261;6.5;6.5;6.261;32.23
HUD2000050_270;LC_04;45.979167;-57.606;232851;14-oct-00;15:07:00;33.05;31.322;13.101;6;6;13.101;31.322
HUD2000050_270;LC_04;45.979167;-57.606;232852;14-oct-00;15:07:00;32.84;31.331;13.125;5.9;5.9;13.125;31.331
HUD2000050_270;LC_04;45.979167;-57.606;232853;14-oct-00;15:08:00;23.04;31.31;13.199;5.6;5.6;13.199;31.31
HUD2000050_270;LC_04;45.979167;-57.606;232854;14-oct-00;15:08:00;12.83;31.236;13.056;5.5;5.5;13.056;31.236
HUD2000050_270;LC_04;45.979167;-57.606;232855;14-oct-00;15:08:00;13.07;31.235;13.053;5.5;5.5;13.053;31.235
HUD2000050_270;LC_04;45.979167;-57.606;232856;14-oct-00;15:09:00;3.23;31.215;13.143;5.5;5.5;13.143;31.215
HUD2000050_276;LC_02;45.8495;-58.071667;232857;14-oct-00;20:04:00;365.99;34.786;5.45;3;3;5.45;34.786
HUD2000050_276;LC_02;45.8495;-58.071667;232858;14-oct-00;20:06:00;305.08;34.704;6.041;3.1;3.1;6.041;34.704
HUD2000050_276;LC_02;45.8495;-58.071667;232859;14-oct-00;20:08:00;204.46;34.545;6.805;3.6;3.6;6.805;34.545
HUD2000050_276;LC_02;45.8495;-58.071667;232860;14-oct-00;20:10:00;104.94;32.567;1.072;5.8;5.8;1.072;32.567
HUD2000050_276;LC_02;45.8495;-58.071667;232861;14-oct-00;20:11:00;83.87;32.409;1.255;5.9;5.9;1.255;32.409
HUD2000050_276;LC_02;45.8495;-58.071667;232862;14-oct-00;20:11:00;64.4;32.264;1.647;6;6;1.647;32.264
HUD2000050_276;LC_02;45.8495;-58.071667;232863;14-oct-00;20:12:00;54.49;32.215;1.967;6;6;1.967;32.215
HUD2000050_276;LC_02;45.8495;-58.071667;232864;14-oct-00;20:13:00;44.29;32.06;2.351;6.1;6.1;2.351;32.06
HUD2000050_276;LC_02;45.8495;-58.071667;232865;14-oct-00;20:13:00;34.16;31.908;3.323;6.4;6.4;3.323;31.908
HUD2000050_276;LC_02;45.8495;-58.071667;232866;14-oct-00;20:14:00;24.1;30.079;12.202;6.2;6.2;12.202;30.079
HUD2000050_276;LC_02;45.8495;-58.071667;232867;14-oct-00;20:14:00;13.98;30.068;12.157;5.8;5.8;12.157;30.068
HUD2000050_276;LC_02;45.8495;-58.071667;232868;14-oct-00;20:15:00;4.56;30.005;12.431;5.8;5.8;12.431;30.005
HUD2000050_279;LC_01;45.799;-58.233;232869;14-oct-00;21:47:00;130.26;33.334;3.3;4.6;4.6;3.3;33.334
HUD2000050_279;LC_01;45.799;-58.233;232870;14-oct-00;21:49:00;99.19;32.627;2.144;5.4;5.4;2.144;32.627
HUD2000050_279;LC_01;45.799;-58.233;232871;14-oct-00;21:51:00;79.83;32.473;2.038;5.6;5.6;2.038;32.473
HUD2000050_279;LC_01;45.799;-58.233;232872;14-oct-00;21:53:00;59.75;32.061;2.13;6;6;2.13;32.061
HUD2000050_279;LC_01;45.799;-58.233;232873;14-oct-00;21:53:00;50.25;31.772;3.22;5.8;5.8;3.22;31.772
HUD2000050_279;LC_01;45.799;-58.233;232874;14-oct-00;21:55:00;39.75;31.577;3.756;5.9;5.9;3.756;31.577
HUD2000050_279;LC_01;45.799;-58.233;232875;14-oct-00;21:56:00;30.22;30.977;7.73;5.9;5.9;7.73;30.977
HUD2000050_279;LC_01;45.799;-58.233;232876;14-oct-00;21:57:00;20.57;30.236;12.042;5.7;5.7;12.042;30.236
HUD2000050_279;LC_01;45.799;-58.233;232877;14-oct-00;21:59:00;10.65;30.099;12.54;5.6;5.6;12.54;30.099
HUD2000050_279;LC_01;45.799;-58.233;232878;14-oct-00;22:01:00;3.95;30.104;12.596;5.6;5.6;12.596;30.104
HUD2000050_288;HL_02;44.262667;-63.313;232879;16-oct-00;05:58:00;138.3;34.705;9.572;3;3;9.572;34.705
HUD2000050_288;HL_02;44.262667;-63.313;232880;16-oct-00;06:02:00;100.6;34.223;8.319;3.5;3.5;8.319;34.223
HUD2000050_288;HL_02;44.262667;-63.313;232881;16-oct-00;06:04:00;80.45;33.507;6.323;4.2;4.2;6.323;33.507
HUD2000050_288;HL_02;44.262667;-63.313;232882;16-oct-00;06:05:00;59.99;32.853;4.676;4.8;4.8;4.676;32.853
HUD2000050_288;HL_02;44.262667;-63.313;232883;16-oct-00;06:07:00;49.88;32.73;4.82;5.1;5.1;4.82;32.73
HUD2000050_288;HL_02;44.262667;-63.313;232884;16-oct-00;06:09:00;39.01;32.232;4.449;5.4;5.4;4.449;32.232
HUD2000050_288;HL_02;44.262667;-63.313;232885;16-oct-00;06:11:00;30.45;32.023;4.56;5.5;5.5;4.56;32.023
HUD2000050_288;HL_02;44.262667;-63.313;232886;16-oct-00;06:12:00;20.7;31.671;7.168;5.4;5.4;7.168;31.671
HUD2000050_288;HL_02;44.262667;-63.313;232887;16-oct-00;06:13:00;10.93;31.055;10.555;5.7;5.7;10.555;31.055
HUD2000050_288;HL_02;44.262667;-63.313;232888;16-oct-00;06:15:00;3.94;31.012;10.684;5.7;5.7;10.684;31.012
