CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL;TE90;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
HUD2000050_160;WB_01;43.391167;-61.786;232545;09-oct-00;00:27:00;2.56;32.52;17.709;4.9;4.9;17.709;32.52
HUD2000050_165;WB_02;43.581167;-61.520167;232546;09-oct-00;03:30:00;50.6;33.136;6.773;5.1;5.1;6.773;33.136
HUD2000050_165;WB_02;43.581167;-61.520167;232547;09-oct-00;03:32:00;43.46;32.961;6.981;5.3;5.3;6.981;32.961
HUD2000050_165;WB_02;43.581167;-61.520167;232548;09-oct-00;03:33:00;33.23;32.486;8.236;5.7;5.7;8.236;32.486
HUD2000050_165;WB_02;43.581167;-61.520167;232549;09-oct-00;03:35:00;24.03;31.611;12.795;5.1;5.1;12.795;31.611
HUD2000050_165;WB_02;43.581167;-61.520167;232550;09-oct-00;03:37:00;14.47;31.139;16.099;5.2;5.2;16.099;31.139
HUD2000050_165;WB_02;43.581167;-61.520167;232551;09-oct-00;03:38:00;4.06;31.113;16.093;5.2;5.2;16.093;31.113
HUD2000050_166;WB_03;43.790167;-61.210167;232552;09-oct-00;05:19:00;40.32;32.265;10.387;5.1;5.1;10.387;32.265
HUD2000050_166;WB_03;43.790167;-61.210167;232553;09-oct-00;05:19:00;40.11;32.282;10.57;5.1;5.1;10.57;32.282
HUD2000050_166;WB_03;43.790167;-61.210167;232554;09-oct-00;05:21:00;33.66;32.303;10.724;5.1;5.1;10.724;32.303
HUD2000050_166;WB_03;43.790167;-61.210167;232555;09-oct-00;05:22:00;24.23;31.983;13.863;5;5;13.863;31.983
HUD2000050_166;WB_03;43.790167;-61.210167;232556;09-oct-00;05:23:00;14.16;31.041;15.904;5.1;5.1;15.904;31.041
HUD2000050_166;WB_03;43.790167;-61.210167;232557;09-oct-00;05:25:00;4.25;30.962;16.047;5.1;5.1;16.047;30.962
HUD2000050_172;GWA_01;44.3015;-60.464;232558;09-oct-00;10:23:00;139.14;32.995;3.942;4.7;4.7;3.942;32.995
HUD2000050_172;GWA_01;44.3015;-60.464;232559;09-oct-00;10:25:00;103.52;32.736;3.477;4.7;4.7;3.477;32.736
HUD2000050_172;GWA_01;44.3015;-60.464;232560;09-oct-00;10:26:00;82.8;32.38;3.59;4.9;4.9;3.59;32.38
HUD2000050_172;GWA_01;44.3015;-60.464;232561;09-oct-00;10:27:00;63.19;32.147;4.077;5.2;5.2;4.077;32.147
HUD2000050_172;GWA_01;44.3015;-60.464;232562;09-oct-00;10:28:00;52.29;31.944;5.062;5.4;5.4;5.062;31.944
HUD2000050_172;GWA_01;44.3015;-60.464;232563;09-oct-00;10:28:00;42.99;31.905;5.326;5.4;5.4;5.326;31.905
HUD2000050_172;GWA_01;44.3015;-60.464;232564;09-oct-00;10:29:00;32.85;31.569;7.636;5.8;5.8;7.636;31.569
HUD2000050_172;GWA_01;44.3015;-60.464;232565;09-oct-00;10:30:00;23.15;30.604;15.305;5.6;5.6;15.305;30.604
HUD2000050_172;GWA_01;44.3015;-60.464;232566;09-oct-00;10:31:00;12.79;30.503;15.5;5.4;5.4;15.5;30.503
HUD2000050_172;GWA_01;44.3015;-60.464;232567;09-oct-00;10:32:00;2.7;30.484;15.463;5.3;5.3;15.463;30.484
HUD2000050_174;GULD_01;44.23;-59.562333;232568;09-oct-00;14:33:00;214.55;34.691;6.66;4.3;4.3;6.66;34.691
HUD2000050_174;GULD_01;44.23;-59.562333;232569;09-oct-00;14:36:00;103.48;33.361;4.751;4.7;4.7;4.751;33.361
HUD2000050_174;GULD_01;44.23;-59.562333;232570;09-oct-00;14:37:00;83.13;33.009;3.979;4.9;4.9;3.979;33.009
HUD2000050_174;GULD_01;44.23;-59.562333;232571;09-oct-00;14:38:00;63.27;32.484;3.286;5.4;5.4;3.286;32.484
HUD2000050_174;GULD_01;44.23;-59.562333;232572;09-oct-00;14:38:00;52.87;32.272;3.612;5.7;5.7;3.612;32.272
HUD2000050_174;GULD_01;44.23;-59.562333;232573;09-oct-00;14:38:00;52.66;32.271;3.621;5.7;5.7;3.621;32.271
HUD2000050_174;GULD_01;44.23;-59.562333;232574;09-oct-00;14:39:00;52.63;32.272;3.62;5.7;5.7;3.62;32.272
HUD2000050_174;GULD_01;44.23;-59.562333;232575;09-oct-00;14:39:00;42.88;32.185;4;5.8;5.8;4;32.185
HUD2000050_174;GULD_01;44.23;-59.562333;232576;09-oct-00;14:40:00;32.67;31.872;6.817;5.6;5.6;6.817;31.872
HUD2000050_174;GULD_01;44.23;-59.562333;232577;09-oct-00;14:41:00;22.82;31.113;15.743;5.4;5.4;15.743;31.113
HUD2000050_174;GULD_01;44.23;-59.562333;232578;09-oct-00;14:41:00;12.53;30.875;15.722;5.3;5.3;15.722;30.875
HUD2000050_174;GULD_01;44.23;-59.562333;232579;09-oct-00;14:41:00;12.89;30.873;15.719;5.3;5.3;15.719;30.873
HUD2000050_174;GULD_01;44.23;-59.562333;232580;09-oct-00;14:41:00;12.56;30.873;15.715;5.3;5.3;15.715;30.873
HUD2000050_174;GULD_01;44.23;-59.562333;232581;09-oct-00;14:41:00;12.65;30.873;15.718;5.3;5.3;15.718;30.873
HUD2000050_174;GULD_01;44.23;-59.562333;232582;09-oct-00;14:41:00;12.93;30.873;15.719;5.3;5.3;15.719;30.873
HUD2000050_174;GULD_01;44.23;-59.562333;232583;09-oct-00;14:42:00;2.54;30.871;15.723;5.2;5.2;15.723;30.871
HUD2000050_180;GULD_02;44.133667;-59.1275;232585;09-oct-00;19:56:00;287;34.831;6.79;4.1;4.1;6.79;34.831
HUD2000050_180;GULD_02;44.133667;-59.1275;232586;09-oct-00;19:57:00;252.6;34.874;7.591;3.9;3.9;7.591;34.874
HUD2000050_180;GULD_02;44.133667;-59.1275;232587;09-oct-00;20:00:00;101.69;34.039;6.804;4.6;4.6;6.804;34.039
HUD2000050_180;GULD_02;44.133667;-59.1275;232588;09-oct-00;20:01:00;82.8;33.267;5.125;5;5;5.125;33.267
HUD2000050_180;GULD_02;44.133667;-59.1275;232589;09-oct-00;20:02:00;62.94;32.703;4.237;5.4;5.4;4.237;32.703
HUD2000050_180;GULD_02;44.133667;-59.1275;232590;09-oct-00;20:03:00;53.61;32.367;3.91;5.9;5.9;3.91;32.367
HUD2000050_180;GULD_02;44.133667;-59.1275;232591;09-oct-00;20:03:00;52.81;32.364;4.124;5.9;5.9;4.124;32.364
HUD2000050_180;GULD_02;44.133667;-59.1275;232592;09-oct-00;20:03:00;53.3;32.36;3.901;6;6;3.901;32.36
HUD2000050_180;GULD_02;44.133667;-59.1275;232593;09-oct-00;20:03:00;43.2;32.089;4.341;5.9;5.9;4.341;32.089
HUD2000050_180;GULD_02;44.133667;-59.1275;232594;09-oct-00;20:04:00;33.93;31.851;7.43;6.1;6.1;7.43;31.851
HUD2000050_180;GULD_02;44.133667;-59.1275;232595;09-oct-00;20:05:00;23.6;31.136;14.242;5.8;5.8;14.242;31.136
HUD2000050_180;GULD_02;44.133667;-59.1275;232596;09-oct-00;20:05:00;13.02;31.097;14.694;5.5;5.5;14.694;31.097
HUD2000050_180;GULD_02;44.133667;-59.1275;232597;09-oct-00;20:05:00;13.29;31.097;14.695;5.5;5.5;14.695;31.097
HUD2000050_180;GULD_02;44.133667;-59.1275;232598;09-oct-00;20:05:00;14.03;31.098;14.69;5.5;5.5;14.69;31.098
HUD2000050_180;GULD_02;44.133667;-59.1275;232599;09-oct-00;20:05:00;13.72;31.097;14.7;5.5;5.5;14.7;31.097
HUD2000050_180;GULD_02;44.133667;-59.1275;232600;09-oct-00;20:05:00;13.5;31.095;14.716;5.5;5.5;14.716;31.095
HUD2000050_180;GULD_02;44.133667;-59.1275;232601;09-oct-00;20:06:00;3.86;31.094;14.72;5.4;5.4;14.72;31.094
HUD2000050_190;GULD_04;43.809;-58.918167;232602;10-oct-00;09:43:00;1912.38;34.918;3.471;5.4;5.4;3.471;34.918
HUD2000050_190;GULD_04;43.809;-58.918167;232603;10-oct-00;09:54:00;1348.11;34.923;3.834;5.4;5.4;3.834;34.923
HUD2000050_190;GULD_04;43.809;-58.918167;232604;10-oct-00;10:34:00;894.45;34.932;4.226;5.2;5.2;4.226;34.932
HUD2000050_190;GULD_04;43.809;-58.918167;232605;10-oct-00;10:48:00;494.82;34.896;4.836;4.9;4.9;4.836;34.896
HUD2000050_190;GULD_04;43.809;-58.918167;232606;10-oct-00;10:54:00;212.48;35.167;9.518;3.1;3.1;9.518;35.167
HUD2000050_190;GULD_04;43.809;-58.918167;232607;10-oct-00;10:57:00;88.53;34.759;10.643;4.4;4.4;10.643;34.759
HUD2000050_190;GULD_04;43.809;-58.918167;232608;10-oct-00;10:58:00;73.28;33.949;7.586;4.7;4.7;7.586;33.949
HUD2000050_190;GULD_04;43.809;-58.918167;232609;10-oct-00;10:59:00;58.52;33.061;4.027;5.2;5.2;4.027;33.061
HUD2000050_190;GULD_04;43.809;-58.918167;232610;10-oct-00;11:00:00;51.7;32.849;4.277;5.4;5.4;4.277;32.849
HUD2000050_190;GULD_04;43.809;-58.918167;232611;10-oct-00;11:00:00;50.24;32.854;4.568;5.4;5.4;4.568;32.854
HUD2000050_190;GULD_04;43.809;-58.918167;232612;10-oct-00;11:00:00;52.94;32.919;4.325;5.4;5.4;4.325;32.919
HUD2000050_190;GULD_04;43.809;-58.918167;232613;10-oct-00;11:01:00;42.4;32.366;3.35;5.9;5.9;3.35;32.366
HUD2000050_190;GULD_04;43.809;-58.918167;232614;10-oct-00;11:02:00;34.14;32.013;5.732;6.4;6.4;5.732;32.013
HUD2000050_190;GULD_04;43.809;-58.918167;232615;10-oct-00;11:03:00;25.85;31.757;15.632;5.8;5.8;15.632;31.757
HUD2000050_190;GULD_04;43.809;-58.918167;232616;10-oct-00;11:04:00;17.49;31.586;15.725;5.4;5.4;15.725;31.586
HUD2000050_190;GULD_04;43.809;-58.918167;232617;10-oct-00;11:04:00;16.83;31.586;15.723;5.3;5.3;15.723;31.586
HUD2000050_190;GULD_04;43.809;-58.918167;232618;10-oct-00;11:04:00;17.86;31.586;15.723;5.3;5.3;15.723;31.586
HUD2000050_190;GULD_04;43.809;-58.918167;232619;10-oct-00;11:04:00;16.16;31.586;15.72;5.3;5.3;15.72;31.586
HUD2000050_190;GULD_04;43.809;-58.918167;232620;10-oct-00;11:04:00;17.68;31.585;15.721;5.3;5.3;15.721;31.585
HUD2000050_190;GULD_04;43.809;-58.918167;232621;10-oct-00;11:05:00;7.84;31.58;15.707;5.3;5.3;15.707;31.58
HUD2000050_194;GULD_03;44.021167;-59.042667;232622;10-oct-00;14:52:00;553.69;34.899;4.619;5;5;4.619;34.899
HUD2000050_194;GULD_03;44.021167;-59.042667;232623;10-oct-00;15:00:00;256.04;35.038;8.336;3.4;3.4;8.336;35.038
HUD2000050_194;GULD_03;44.021167;-59.042667;232624;10-oct-00;15:04:00;103.2;33.909;6.539;4.7;4.7;6.539;33.909
HUD2000050_194;GULD_03;44.021167;-59.042667;232625;10-oct-00;15:05:00;82.37;33.745;6.331;4.9;4.9;6.331;33.745
HUD2000050_194;GULD_03;44.021167;-59.042667;232626;10-oct-00;15:06:00;65.69;33.035;4.66;5.2;5.2;4.66;33.035
HUD2000050_194;GULD_03;44.021167;-59.042667;232627;10-oct-00;15:07:00;54.26;33.035;6.658;6;6;6.658;33.035
HUD2000050_194;GULD_03;44.021167;-59.042667;232628;10-oct-00;15:07:00;52.27;32.908;6.417;5.9;5.9;6.417;32.908
HUD2000050_194;GULD_03;44.021167;-59.042667;232629;10-oct-00;15:07:00;51.3;32.824;6.184;5.8;5.8;6.184;32.824
HUD2000050_194;GULD_03;44.021167;-59.042667;232630;10-oct-00;15:08:00;43.79;32.323;5.466;6.2;6.2;5.466;32.323
HUD2000050_194;GULD_03;44.021167;-59.042667;232631;10-oct-00;15:09:00;31.83;31.414;13.525;5.8;5.8;13.525;31.414
HUD2000050_194;GULD_03;44.021167;-59.042667;232632;10-oct-00;15:09:00;25.24;31.247;14.636;5.5;5.5;14.636;31.247
HUD2000050_194;GULD_03;44.021167;-59.042667;232633;10-oct-00;15:10:00;14.49;31.146;14.61;5.4;5.4;14.61;31.146
HUD2000050_194;GULD_03;44.021167;-59.042667;232634;10-oct-00;15:10:00;14.32;31.143;14.613;5.4;5.4;14.613;31.143
HUD2000050_194;GULD_03;44.021167;-59.042667;232635;10-oct-00;15:10:00;15.49;31.151;14.609;5.4;5.4;14.609;31.151
HUD2000050_194;GULD_03;44.021167;-59.042667;232636;10-oct-00;15:10:00;15.72;31.153;14.608;5.4;5.4;14.608;31.153
HUD2000050_194;GULD_03;44.021167;-59.042667;232637;10-oct-00;15:10:00;14.93;31.151;14.607;5.4;5.4;14.607;31.151
HUD2000050_194;GULD_03;44.021167;-59.042667;232638;10-oct-00;15:11:00;1.96;31.109;14.624;5.3;5.3;14.624;31.109
HUD2000050_198;NORM;44.149667;-59.249667;232640;10-oct-00;18:20:00;293.5;34.845;5.889;4.5;4.5;5.889;34.845
HUD2000050_198;NORM;44.149667;-59.249667;232641;10-oct-00;18:25:00;103.15;33.848;6.39;4.8;4.8;6.39;33.848
HUD2000050_198;NORM;44.149667;-59.249667;232642;10-oct-00;18:26:00;83.49;33.385;5.334;4.9;4.9;5.334;33.385
HUD2000050_198;NORM;44.149667;-59.249667;232643;10-oct-00;18:27:00;62.53;32.531;3.594;5.4;5.4;3.594;32.531
HUD2000050_198;NORM;44.149667;-59.249667;232644;10-oct-00;18:28:00;52.41;32.186;4.013;5.7;5.7;4.013;32.186
HUD2000050_198;NORM;44.149667;-59.249667;232645;10-oct-00;18:28:00;43.22;32.112;4.441;5.7;5.7;4.441;32.112
HUD2000050_198;NORM;44.149667;-59.249667;232646;10-oct-00;18:29:00;32.53;31.851;6.808;6;6;6.808;31.851
HUD2000050_198;NORM;44.149667;-59.249667;232647;10-oct-00;18:30:00;23.79;31.081;14.467;6;6;14.467;31.081
HUD2000050_198;NORM;44.149667;-59.249667;232648;10-oct-00;18:30:00;14.07;30.906;15.552;5.4;5.4;15.552;30.906
HUD2000050_198;NORM;44.149667;-59.249667;232649;10-oct-00;18:31:00;4.74;30.908;15.578;5.3;5.3;15.578;30.908
HUD2000050_204;LL_08;43.780667;-57.829167;232650;11-oct-00;09:55:00;2836.06;34.921;2.857;5.4;5.4;2.857;34.921
HUD2000050_204;LL_08;43.780667;-57.829167;232651;11-oct-00;10:23:00;1520.06;34.917;3.652;5.4;5.4;3.652;34.917
HUD2000050_204;LL_08;43.780667;-57.829167;232652;11-oct-00;10:33:00;1000.22;34.949;4.219;5.2;5.2;4.219;34.949
HUD2000050_204;LL_08;43.780667;-57.829167;232653;11-oct-00;10:46:00;507.38;34.908;5.207;4.6;4.6;5.207;34.908
HUD2000050_204;LL_08;43.780667;-57.829167;232654;11-oct-00;10:51:00;257.31;35.12;9.152;3.1;3.1;9.152;35.12
HUD2000050_204;LL_08;43.780667;-57.829167;232655;11-oct-00;10:55:00;101.09;35.627;13.643;3.8;3.8;13.643;35.627
HUD2000050_204;LL_08;43.780667;-57.829167;232656;11-oct-00;10:55:00;86.32;35.278;12.792;3.9;3.9;12.792;35.278
HUD2000050_204;LL_08;43.780667;-57.829167;232657;11-oct-00;10:56:00;66.51;34.945;12.128;4.3;4.3;12.128;34.945
HUD2000050_204;LL_08;43.780667;-57.829167;232658;11-oct-00;10:57:00;55.48;34.859;12.488;4.3;4.3;12.488;34.859
HUD2000050_204;LL_08;43.780667;-57.829167;232659;11-oct-00;10:57:00;46.88;35.02;15.099;4.8;4.8;15.099;35.02
HUD2000050_204;LL_08;43.780667;-57.829167;232660;11-oct-00;10:58:00;34.93;33.231;17.141;5.2;5.2;17.141;33.231
HUD2000050_204;LL_08;43.780667;-57.829167;232661;11-oct-00;10:58:00;35.43;33.252;17.099;5.1;5.1;17.099;33.252
HUD2000050_204;LL_08;43.780667;-57.829167;232662;11-oct-00;10:58:00;35.21;33.244;17.123;5.1;5.1;17.123;33.244
HUD2000050_204;LL_08;43.780667;-57.829167;232663;11-oct-00;10:59:00;25.25;32.769;17.132;5;5;17.132;32.769
HUD2000050_204;LL_08;43.780667;-57.829167;232664;11-oct-00;11:00:00;16.27;32.507;16.634;5;5;16.634;32.507
HUD2000050_204;LL_08;43.780667;-57.829167;232665;11-oct-00;11:00:00;15.07;32.503;16.625;5;5;16.625;32.503
HUD2000050_204;LL_08;43.780667;-57.829167;232666;11-oct-00;11:00:00;15.26;32.502;16.623;5;5;16.623;32.502
HUD2000050_204;LL_08;43.780667;-57.829167;232667;11-oct-00;11:00:00;16.25;32.503;16.626;5;5;16.626;32.503
HUD2000050_204;LL_08;43.780667;-57.829167;232668;11-oct-00;11:00:00;15.41;32.508;16.636;5;5;16.636;32.508
HUD2000050_204;LL_08;43.780667;-57.829167;232669;11-oct-00;11:00:00;6.17;32.503;16.618;5;5;16.618;32.503
HUD2000050_210;LL_07;44.125;-58.182833;232670;11-oct-00;17:54:00;769.22;34.923;4.54;5.1;5.1;4.54;34.923
HUD2000050_210;LL_07;44.125;-58.182833;232671;11-oct-00;17:58:00;508.58;34.909;4.946;4.8;4.8;4.946;34.909
HUD2000050_210;LL_07;44.125;-58.182833;232672;11-oct-00;18:03:00;254.46;34.933;8.368;3.5;3.5;8.368;34.933
HUD2000050_210;LL_07;44.125;-58.182833;232673;11-oct-00;18:06:00;104.63;33.649;4.237;5;5;4.237;33.649
HUD2000050_210;LL_07;44.125;-58.182833;232674;11-oct-00;18:07:00;84.3;33.301;2.612;5.3;5.3;2.612;33.301
HUD2000050_210;LL_07;44.125;-58.182833;232675;11-oct-00;18:08:00;63.27;33.161;3.671;5.8;5.8;3.671;33.161
HUD2000050_210;LL_07;44.125;-58.182833;232676;11-oct-00;18:08:00;54.55;33.185;5.546;5.6;5.6;5.546;33.185
HUD2000050_210;LL_07;44.125;-58.182833;232677;11-oct-00;18:09:00;43.19;32.979;6.284;5.9;5.9;6.284;32.979
HUD2000050_210;LL_07;44.125;-58.182833;232678;11-oct-00;18:09:00;33.87;32.493;7.946;6.4;6.4;7.946;32.493
HUD2000050_210;LL_07;44.125;-58.182833;232679;11-oct-00;18:09:00;33.58;32.458;8.243;6.3;6.3;8.243;32.458
HUD2000050_210;LL_07;44.125;-58.182833;232680;11-oct-00;18:10:00;23.77;31.754;13.874;5.8;5.8;13.874;31.754
HUD2000050_210;LL_07;44.125;-58.182833;232681;11-oct-00;18:11:00;13.52;31.676;13.953;5.6;5.6;13.953;31.676
HUD2000050_210;LL_07;44.125;-58.182833;232682;11-oct-00;18:11:00;13.72;31.681;13.957;5.5;5.5;13.957;31.681
HUD2000050_210;LL_07;44.125;-58.182833;232683;11-oct-00;18:12:00;3.74;31.678;13.96;5.5;5.5;13.96;31.678
HUD2000050_217;LL_06;44.488667;-58.492167;232684;12-oct-00;00:23:00;59.89;32;4.483;5.4;5.4;4.483;32
HUD2000050_217;LL_06;44.488667;-58.492167;232685;12-oct-00;00:25:00;54.82;31.971;4.685;5.4;5.4;4.685;31.971
HUD2000050_217;LL_06;44.488667;-58.492167;232686;12-oct-00;00:26:00;43.8;31.887;5.245;5.5;5.5;5.245;31.887
HUD2000050_217;LL_06;44.488667;-58.492167;232687;12-oct-00;00:28:00;33.73;31.665;7.834;5.5;5.5;7.834;31.665
HUD2000050_217;LL_06;44.488667;-58.492167;232688;12-oct-00;00:29:00;26.12;31.208;13.361;5.5;5.5;13.361;31.208
HUD2000050_217;LL_06;44.488667;-58.492167;232689;12-oct-00;00:30:00;14.26;30.82;13.954;5.3;5.3;13.954;30.82
HUD2000050_217;LL_06;44.488667;-58.492167;232690;12-oct-00;00:31:00;4.46;30.82;13.951;5.3;5.3;13.951;30.82
HUD2000050_218;LL_05;44.8145;-58.8425;232691;12-oct-00;04:36:00;239.82;32.955;2.801;5.1;5.1;2.801;32.955
HUD2000050_218;LL_05;44.8145;-58.8425;232692;12-oct-00;04:40:00;104.64;32.625;2.306;5.4;5.4;2.306;32.625
HUD2000050_218;LL_05;44.8145;-58.8425;232693;12-oct-00;04:41:00;85.34;32.582;2.22;5.4;5.4;2.22;32.582
HUD2000050_218;LL_05;44.8145;-58.8425;232694;12-oct-00;04:42:00;64.27;32.38;3.028;5.6;5.6;3.028;32.38
HUD2000050_218;LL_05;44.8145;-58.8425;232695;12-oct-00;04:43:00;52.97;32.005;3.999;5.8;5.8;3.999;32.005
HUD2000050_218;LL_05;44.8145;-58.8425;232696;12-oct-00;04:45:00;43.09;31.692;4.959;6.1;6.1;4.959;31.692
HUD2000050_218;LL_05;44.8145;-58.8425;232697;12-oct-00;04:46:00;33.69;31.124;7.824;6;6;7.824;31.124
HUD2000050_218;LL_05;44.8145;-58.8425;232698;12-oct-00;04:48:00;22.66;30.209;13.94;5.5;5.5;13.94;30.209
HUD2000050_218;LL_05;44.8145;-58.8425;232699;12-oct-00;04:49:00;13.69;30.21;13.939;5.4;5.4;13.939;30.21
HUD2000050_218;LL_05;44.8145;-58.8425;232700;12-oct-00;04:50:00;3.61;30.208;13.941;5.4;5.4;13.941;30.208
HUD2000050_219;LL_04;45.159167;-59.175333;232701;12-oct-00;08:17:00;97.84;32.403;2.684;4.9;4.9;2.684;32.403
HUD2000050_219;LL_04;45.159167;-59.175333;232702;12-oct-00;08:18:00;79.32;32.239;2.643;5.1;5.1;2.643;32.239
HUD2000050_219;LL_04;45.159167;-59.175333;232703;12-oct-00;08:20:00;62.07;32.189;2.666;5.1;5.1;2.666;32.189
HUD2000050_219;LL_04;45.159167;-59.175333;232704;12-oct-00;08:21:00;50.94;32.058;2.842;5.4;5.4;2.842;32.058
HUD2000050_219;LL_04;45.159167;-59.175333;232705;12-oct-00;08:23:00;40.59;31.325;6.739;5.9;5.9;6.739;31.325
HUD2000050_219;LL_04;45.159167;-59.175333;232706;12-oct-00;08:24:00;28.39;30.27;14.552;5.4;5.4;14.552;30.27
HUD2000050_219;LL_04;45.159167;-59.175333;232707;12-oct-00;08:25:00;21.01;30.257;14.62;5.3;5.3;14.62;30.257
HUD2000050_219;LL_04;45.159167;-59.175333;232708;12-oct-00;08:27:00;11.65;30.255;14.613;5.3;5.3;14.613;30.255
HUD2000050_219;LL_04;45.159167;-59.175333;232709;12-oct-00;08:28:00;5.32;30.256;14.611;5.2;5.2;14.611;30.256
HUD2000050_221;LL_03;45.492;-59.515;232710;12-oct-00;11:52:00;130.71;33.132;3.119;4.2;4.2;3.119;33.132
HUD2000050_221;LL_03;45.492;-59.515;232711;12-oct-00;11:54:00;101.33;32.704;2.771;4.6;4.6;2.771;32.704
HUD2000050_221;LL_03;45.492;-59.515;232712;12-oct-00;11:55:00;80.84;32.34;2.578;5.2;5.2;2.578;32.34
HUD2000050_221;LL_03;45.492;-59.515;232713;12-oct-00;11:56:00;63.53;32.023;2.505;5.6;5.6;2.505;32.023
HUD2000050_221;LL_03;45.492;-59.515;232714;12-oct-00;11:57:00;53.9;31.744;3.121;5.9;5.9;3.121;31.744
HUD2000050_221;LL_03;45.492;-59.515;232715;12-oct-00;11:57:00;43.76;31.547;3.634;5.9;5.9;3.634;31.547
HUD2000050_221;LL_03;45.492;-59.515;232716;12-oct-00;11:58:00;34.48;31.331;5.031;5.7;5.7;5.031;31.331
HUD2000050_221;LL_03;45.492;-59.515;232717;12-oct-00;11:58:00;22.34;29.808;12.978;6;6;12.978;29.808
HUD2000050_221;LL_03;45.492;-59.515;232718;12-oct-00;11:58:00;22.77;29.913;12.658;6.5;6.5;12.658;29.913
HUD2000050_221;LL_03;45.492;-59.515;232719;12-oct-00;11:58:00;25.19;30.283;11.946;5.9;5.9;11.946;30.283
HUD2000050_221;LL_03;45.492;-59.515;232720;12-oct-00;11:59:00;12.49;29.737;13.298;5.6;5.6;13.298;29.737
HUD2000050_221;LL_03;45.492;-59.515;232721;12-oct-00;11:59:00;14.6;29.743;13.289;5.6;5.6;13.289;29.743
HUD2000050_221;LL_03;45.492;-59.515;232722;12-oct-00;11:59:00;13.16;29.738;13.296;5.6;5.6;13.296;29.738
HUD2000050_221;LL_03;45.492;-59.515;232723;12-oct-00;11:59:00;12.72;29.741;13.293;5.6;5.6;13.293;29.741
HUD2000050_221;LL_03;45.492;-59.515;232724;12-oct-00;11:59:00;13.47;29.748;13.288;5.6;5.6;13.288;29.748
HUD2000050_221;LL_03;45.492;-59.515;232725;12-oct-00;12:00:00;4;29.739;13.289;5.5;5.5;13.289;29.739
HUD2000050_228;LL_02;45.6765;-59.6885;232726;12-oct-00;16:15:00;124.37;33.375;3.385;4.3;4.3;3.385;33.375
HUD2000050_228;LL_02;45.6765;-59.6885;232727;12-oct-00;16:17:00;104.67;33.166;2.988;4.6;4.6;2.988;33.166
HUD2000050_228;LL_02;45.6765;-59.6885;232728;12-oct-00;16:17:00;84.33;32.525;2.582;4.9;4.9;2.582;32.525
HUD2000050_228;LL_02;45.6765;-59.6885;232729;12-oct-00;16:18:00;63.22;32.03;2.6;5.5;5.5;2.6;32.03
HUD2000050_228;LL_02;45.6765;-59.6885;232730;12-oct-00;16:19:00;54.78;31.813;3.1;5.8;5.8;3.1;31.813
HUD2000050_228;LL_02;45.6765;-59.6885;232731;12-oct-00;16:20:00;44.59;31.544;4.029;6.2;6.2;4.029;31.544
HUD2000050_228;LL_02;45.6765;-59.6885;232732;12-oct-00;16:21:00;32.91;30.976;7.429;5.9;5.9;7.429;30.976
HUD2000050_228;LL_02;45.6765;-59.6885;232733;12-oct-00;16:21:00;24.53;30.015;12.309;5.9;5.9;12.309;30.015
HUD2000050_228;LL_02;45.6765;-59.6885;232734;12-oct-00;16:21:00;24.24;29.66;13.08;5.8;5.8;13.08;29.66
HUD2000050_228;LL_02;45.6765;-59.6885;232735;12-oct-00;16:22:00;13.96;29.528;13.406;5.5;5.5;13.406;29.528
HUD2000050_228;LL_02;45.6765;-59.6885;232736;12-oct-00;16:22:00;14.36;29.528;13.414;5.5;5.5;13.414;29.528
HUD2000050_228;LL_02;45.6765;-59.6885;232737;12-oct-00;16:23:00;4.15;29.527;13.403;5.5;5.5;13.403;29.527
HUD2000050_231;LL_01;45.832667;-59.851;232738;12-oct-00;18:44:00;85.94;32.61;2.365;4.9;4.9;2.365;32.61
HUD2000050_231;LL_01;45.832667;-59.851;232739;12-oct-00;18:45:00;60.86;32.098;2.756;5.5;5.5;2.756;32.098
HUD2000050_231;LL_01;45.832667;-59.851;232740;12-oct-00;18:46:00;48.28;31.508;4.574;5.9;5.9;4.574;31.508
HUD2000050_231;LL_01;45.832667;-59.851;232741;12-oct-00;18:46:00;39.63;31.088;7.326;5.9;5.9;7.326;31.088
HUD2000050_231;LL_01;45.832667;-59.851;232742;12-oct-00;18:47:00;30.55;30.372;11.509;5.7;5.7;11.509;30.372
HUD2000050_231;LL_01;45.832667;-59.851;232743;12-oct-00;18:47:00;21.64;29.554;13.546;5.6;5.6;13.546;29.554
HUD2000050_231;LL_01;45.832667;-59.851;232744;12-oct-00;18:48:00;12.81;29.544;13.612;5.5;5.5;13.612;29.544
HUD2000050_231;LL_01;45.832667;-59.851;232745;12-oct-00;18:49:00;3.12;29.545;13.614;5.4;5.4;13.614;29.545
HUD2000050_238;CSL_01;46.960667;-60.218667;232746;13-oct-00;03:43:00;76.5;32.472;2.055;5.3;5.3;2.055;32.472
HUD2000050_238;CSL_01;46.960667;-60.218667;232747;13-oct-00;03:44:00;61.05;31.847;2.862;5.6;5.6;2.862;31.847
