CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL;TE90;DOXY;OXY_XX;Q_OXY;TEMP_RT;Q_TEMP_RT;SSAL_BS;Q_SSAL;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(ml/l);((none));(celsius);((none));(g/kg);((none));((none));((none));((none))
77;LL_02;45.66083;-59.69867;281695;25-oct-04;00:54:00;20.51;31.28;9.194;6;6;1;9.194;1;31.28;1;0;NaN;NaN
77;LL_02;45.66083;-59.69867;281694;25-oct-04;00:53:00;30.6;31.438;9.106;6;6;1;9.106;1;31.438;1;0;NaN;NaN
77;LL_02;45.66083;-59.69867;281693;25-oct-04;00:52:00;40.85;31.561;5.654;6;6;1;5.654;1;31.561;1;0;NaN;NaN
77;LL_02;45.66083;-59.69867;281692;25-oct-04;00:51:00;49.61;31.947;3.883;6;6;1;3.883;1;31.947;1;0;NaN;NaN
77;LL_02;45.66083;-59.69867;281691;25-oct-04;00:50:00;60.53;32.208;2.414;6.2;6.2;1;2.414;1;32.208;1;0;NaN;NaN
77;LL_02;45.66083;-59.69867;281690;25-oct-04;00:48:00;80.72;32.513;1.36;6.3;6.3;1;1.36;1;32.513;1;0;NaN;NaN
77;LL_02;45.66083;-59.69867;281689;25-oct-04;00:46:00;100.69;32.684;1.082;6.1;6.1;1;1.082;1;32.684;1;0;NaN;NaN
77;LL_02;45.66083;-59.69867;281688;25-oct-04;00:45:00;129.82;33.188;2.101;5.2;5.2;1;2.101;1;33.188;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281705;25-oct-04;02:33:00;4.38;29.827;10.816;5.8;5.8;1;10.816;1;29.827;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281704;25-oct-04;02:32:00;10.81;29.827;10.817;5.8;5.8;1;10.817;1;29.827;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281703;25-oct-04;02:30:00;20.28;29.827;10.817;5.8;5.8;1;10.817;1;29.827;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281702;25-oct-04;02:29:00;30.14;29.909;10.648;5.8;5.8;1;10.648;1;29.909;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281701;25-oct-04;02:28:00;39.94;30.384;9.664;5.8;5.8;1;9.664;1;30.384;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281700;25-oct-04;02:26:00;49.58;31.242;6.408;5.8;5.8;1;6.408;1;31.242;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281699;25-oct-04;02:25:00;60.42;31.944;3.749;6;6;1;3.749;1;31.944;1;0;NaN;NaN
79;LL_01;45.82333;-59.8525;281698;25-oct-04;02:23:00;84.42;32.515;1.827;6;6;1;1.827;1;32.515;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281713;26-oct-04;04:34:00;3.78;28.825;12.444;5.6;5.6;1;12.444;1;28.825;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281712;26-oct-04;04:32:00;9.88;28.825;12.445;5.6;5.6;1;12.445;1;28.825;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281711;26-oct-04;04:31:00;18.88;28.896;12.155;5.6;5.6;1;12.155;1;28.896;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281710;26-oct-04;04:30:00;30.34;30.089;9.399;5.4;5.4;1;9.399;1;30.089;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281709;26-oct-04;04:29:00;39.86;31.05;5.341;5.5;5.5;1;5.341;1;31.05;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281708;26-oct-04;04:28:00;50.38;31.495;3.998;5.8;5.8;1;3.998;1;31.495;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281707;26-oct-04;04:27:00;59.35;32.088;2.534;6;6;1;2.534;1;32.088;1;0;NaN;NaN
81;CSL_01;46.95717;-60.21667;281706;26-oct-04;04:25:00;75.56;32.38;1.796;6.1;6.1;1;1.796;1;32.38;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281724;26-oct-04;07:09:00;3.5;28.887;12.072;5.7;5.7;1;12.072;1;28.887;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281723;26-oct-04;07:08:00;10.37;28.898;12.028;5.7;5.7;1;12.028;1;28.898;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281722;26-oct-04;07:06:00;21.28;29.347;11.247;5.5;5.5;1;11.247;1;29.347;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281721;26-oct-04;07:05:00;29.91;30.131;9.103;5.3;5.3;1;9.103;1;30.131;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281720;26-oct-04;07:04:00;41.28;31.445;3.489;5.6;5.6;1;3.489;1;31.445;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281719;26-oct-04;07:03:00;52.4;31.86;2.345;5.7;5.7;1;2.345;1;31.86;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281718;26-oct-04;07:01:00;59.87;32.246;2.197;5.9;5.9;1;2.197;1;32.246;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281717;26-oct-04;07:00:00;80.38;32.573;1.344;6;6;1;1.344;1;32.573;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281716;26-oct-04;06:59:00;100.75;32.936;1.598;5.4;5.4;1;1.598;1;32.936;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281715;26-oct-04;06:57:00;150.09;33.925;3.996;3.2;3.2;1;3.996;1;33.925;1;0;NaN;NaN
87;CSL_02;47.01733;-60.11917;281714;26-oct-04;06:55:00;170.47;33.944;4.048;3.1;3.1;1;4.048;1;33.944;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281736;26-oct-04;09:00:00;3.69;28.773;11.696;5.8;5.8;1;11.696;1;28.773;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281735;26-oct-04;08:59:00;9.72;29.338;11.312;5.8;5.8;1;11.312;1;29.338;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281734;26-oct-04;08:58:00;20.54;30.227;9.775;5.7;5.7;1;9.775;1;30.227;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281733;26-oct-04;08:57:00;29.57;31.431;4.168;5.8;5.8;1;4.168;1;31.431;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281732;26-oct-04;08:57:00;40.2;31.831;3.059;6.2;6.2;1;3.059;1;31.831;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281731;26-oct-04;08:56:00;50.06;32.063;2.47;6.3;6.3;1;2.47;1;32.063;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281730;26-oct-04;08:55:00;60.04;32.217;2.036;6.5;6.5;1;2.036;1;32.217;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281729;26-oct-04;08:54:00;79.69;32.439;1.089;6.3;6.3;1;1.089;1;32.439;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281728;26-oct-04;08:52:00;100.42;32.594;0.69;6.2;6.2;1;0.69;1;32.594;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281727;26-oct-04;08:50:00;150.62;33.283;2.259;4.9;4.9;1;2.259;1;33.283;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281726;26-oct-04;08:49:00;200.37;33.902;3.946;3.4;3.4;1;3.946;1;33.902;1;0;NaN;NaN
90;CSL_03;47.09733;-59.99333;281725;26-oct-04;08:45:00;324.69;34.746;5.739;2.9;2.9;1;5.739;1;34.746;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281749;26-oct-04;12:59:00;3.62;30.709;9.673;6;6;1;9.673;1;30.709;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281748;26-oct-04;12:58:00;10.1;30.765;9.655;6.1;6.1;1;9.655;1;30.765;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281747;26-oct-04;12:57:00;19.7;31.806;9.109;6.1;6.1;1;9.109;1;31.806;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281746;26-oct-04;12:56:00;30.11;31.807;8.975;6;6;1;8.975;1;31.807;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281745;26-oct-04;12:55:00;40.61;32.123;5.146;6.3;6.3;1;5.146;1;32.123;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281744;26-oct-04;12:54:00;49.33;32.303;2.265;6.4;6.4;1;2.265;1;32.303;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281743;26-oct-04;12:53:00;59.84;32.356;1.669;6.4;6.4;1;1.669;1;32.356;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281742;26-oct-04;12:52:00;79.44;32.54;1.411;6.3;6.3;1;1.411;1;32.54;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281741;26-oct-04;12:51:00;102.34;32.66;0.927;6.2;6.2;1;0.927;1;32.66;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281740;26-oct-04;12:49:00;149.53;33.249;2.271;5.1;5.1;1;2.271;1;33.249;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281739;26-oct-04;12:47:00;200.27;34.207;5.096;3.7;3.7;1;5.096;1;34.207;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281738;26-oct-04;12:45:00;298.99;34.767;5.914;3.2;3.2;1;5.914;1;34.767;1;0;NaN;NaN
95;CSL_04;47.27233;-59.79017;281737;26-oct-04;12:41:00;461.1;34.875;5.043;3.8;3.8;1;5.043;1;34.875;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281762;26-oct-04;16:37:00;3.19;30.59;9.829;6.1;6.1;1;9.829;1;30.59;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281761;26-oct-04;16:37:00;10.81;31.783;9.171;6.1;6.1;1;9.171;1;31.783;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281760;26-oct-04;16:36:00;20.14;31.784;8.897;6.1;6.1;1;8.897;1;31.784;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281759;26-oct-04;16:35:00;31.06;31.821;8.819;6.1;6.1;1;8.819;1;31.821;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281758;26-oct-04;16:34:00;38.99;31.917;7.708;6;6;1;7.708;1;31.917;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281757;26-oct-04;16:33:00;49.91;32.367;2.725;6.3;6.3;1;2.725;1;32.367;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281756;26-oct-04;16:33:00;59.94;32.437;2.024;6.4;6.4;1;2.024;1;32.437;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281755;26-oct-04;16:32:00;79.92;32.566;1.114;6.4;6.4;1;1.114;1;32.566;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281754;26-oct-04;16:31:00;100.73;32.624;0.946;6.2;6.2;1;0.946;1;32.624;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281753;26-oct-04;16:29:00;149.78;33.345;2.516;5;5;1;2.516;1;33.345;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281752;26-oct-04;16:27:00;201.68;34.36;5.472;3.6;3.6;1;5.472;1;34.36;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281751;26-oct-04;16:25:00;301.37;34.811;5.774;3.3;3.3;1;5.774;1;34.811;1;0;NaN;NaN
99;CSL_05;47.43683;-59.574;281750;26-oct-04;16:21:00;474.42;34.876;5.033;3.9;3.9;1;5.033;1;34.876;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281774;26-oct-04;19:47:00;3.19;31.414;9.398;6;6;1;9.398;1;31.414;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281773;26-oct-04;19:46:00;10.36;31.416;9.399;6;6;1;9.399;1;31.416;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281772;26-oct-04;19:45:00;21.04;31.437;9.392;6;6;1;9.392;1;31.437;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281771;26-oct-04;19:45:00;30.51;31.447;9.383;5.9;5.9;1;9.383;1;31.447;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281770;26-oct-04;19:44:00;40.3;31.531;9.316;5.9;5.9;1;9.316;1;31.531;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281769;26-oct-04;19:43:00;49.96;31.653;9.104;5.9;5.9;1;9.104;1;31.653;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281768;26-oct-04;19:42:00;60.73;31.822;8.459;5.9;5.9;1;8.459;1;31.822;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281767;26-oct-04;19:41:00;79.83;32.115;5.556;6.3;6.3;1;5.556;1;32.115;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281766;26-oct-04;19:40:00;100.32;32.387;2.909;6.3;6.3;1;2.909;1;32.387;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281765;26-oct-04;19:39:00;151.29;32.785;1.187;5.9;5.9;1;1.187;1;32.785;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281764;26-oct-04;19:37:00;199.76;34.066;4.476;3.7;3.7;1;4.476;1;34.066;1;0;NaN;NaN
103;CSL_06;47.57983;-59.3425;281763;26-oct-04;19:35:00;266.53;34.695;5.478;3.7;3.7;1;5.478;1;34.695;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281785;27-oct-04;13:44:00;3.71;32.129;10.729;5.8;5.8;1;10.729;1;32.129;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281784;27-oct-04;13:43:00;8.97;32.128;10.728;5.8;5.8;1;10.728;1;32.128;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281783;27-oct-04;13:42:00;19.49;32.119;10.55;5.8;5.8;1;10.55;1;32.119;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281782;27-oct-04;13:41:00;29.78;32.125;6.241;5.8;5.8;1;6.241;1;32.125;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281781;27-oct-04;13:41:00;40.63;32.325;3.389;5.6;5.6;1;3.389;1;32.325;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281780;27-oct-04;13:40:00;50.73;32.467;3.058;5.7;5.7;1;3.058;1;32.467;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281779;27-oct-04;13:39:00;59.48;32.714;3.357;5.7;5.7;1;3.357;1;32.714;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281778;27-oct-04;13:38:00;80.5;32.982;3.181;5.7;5.7;1;3.181;1;32.982;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281777;27-oct-04;13:37:00;100.85;33.301;3.39;5.5;5.5;1;3.39;1;33.301;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281776;27-oct-04;13:33:00;249.42;34.829;7.285;4;4;1;7.285;1;34.829;1;0;NaN;NaN
106;GULD_03;44.01433;-59.048;281775;27-oct-04;13:30:00;364.04;34.71;5.007;5;5;1;5.007;1;34.71;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281799;28-oct-04;06:04:00;3.84;33.942;16.326;5.1;5.1;1;16.326;1;33.942;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281798;28-oct-04;06:03:00;9.29;33.946;16.331;5.1;5.1;1;16.331;1;33.946;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281797;28-oct-04;06:02:00;21;33.992;16.384;5;5;1;16.384;1;33.992;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281796;28-oct-04;06:01:00;30.42;33.611;11.695;5.6;5.6;1;11.695;1;33.611;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281795;28-oct-04;05:59:00;39.9;32.99;6.263;6.1;6.1;1;6.263;1;32.99;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281794;28-oct-04;05:58:00;50.31;33.078;3.731;6;6;1;3.731;1;33.078;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281793;28-oct-04;05:57:00;60.41;33.404;5.036;5.7;5.7;1;5.036;1;33.404;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281792;28-oct-04;05:56:00;80.77;34.125;7.582;4.9;4.9;1;7.582;1;34.125;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281791;28-oct-04;05:54:00;100.33;34.872;9.927;4.2;4.2;1;9.927;1;34.872;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281790;28-oct-04;05:51:00;249.78;35.106;8.77;3.2;3.2;1;8.77;1;35.106;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281789;28-oct-04;05:45:00;501.39;34.963;5.469;4.6;4.6;1;5.469;1;34.963;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281788;28-oct-04;05:36:00;1000.55;34.957;4.172;5.3;5.3;1;4.172;1;34.957;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281787;28-oct-04;05:26:00;1500.15;34.936;3.713;5.5;5.5;1;3.713;1;34.936;1;0;NaN;NaN
110;HL_07;42.52967;-61.40117;281786;28-oct-04;05:01:00;2875.27;34.916;2.867;5.6;5.6;1;2.867;1;34.916;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281812;28-oct-04;11:52:00;4.38;34.483;16.558;5;5;1;16.558;1;34.483;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281811;28-oct-04;11:52:00;10.72;34.483;16.56;5;5;1;16.56;1;34.483;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281810;28-oct-04;11:51:00;20.65;34.481;16.554;5;5;1;16.554;1;34.481;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281809;28-oct-04;11:50:00;30.45;34.482;16.568;5;5;1;16.568;1;34.482;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281808;28-oct-04;11:49:00;39.24;34.444;16.493;5;5;1;16.493;1;34.444;7;512;NaN;NaN
114;HL_06;42.84883;-61.73783;281807;28-oct-04;11:48:00;50.34;32.645;4.935;5.9;5.9;1;4.935;1;32.645;7;512;NaN;NaN
114;HL_06;42.84883;-61.73783;281806;28-oct-04;11:47:00;59.99;32.937;3.445;5.9;5.9;1;3.445;1;32.937;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281805;28-oct-04;11:46:00;79.88;33.371;4.376;5.6;5.6;1;4.376;1;33.371;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281804;28-oct-04;11:44:00;99.57;34.103;6.806;5;5;1;6.806;1;34.103;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281803;28-oct-04;11:41:00;251.14;35.023;8.333;3.4;3.4;1;8.333;1;35.023;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281802;28-oct-04;11:35:00;501.05;34.893;4.774;5.1;5.1;1;4.774;1;34.893;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281801;28-oct-04;11:29:00;751.32;34.915;4.307;5.4;5.4;1;4.307;1;34.915;1;0;NaN;NaN
114;HL_06;42.84883;-61.73783;281800;28-oct-04;11:22:00;1026.96;34.915;3.983;5.5;5.5;1;3.983;1;34.915;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281821;28-oct-04;18:04:00;4.14;32.76;12.697;5.5;5.5;1;12.697;1;32.76;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281820;28-oct-04;18:03:00;10.28;32.771;12.733;5.5;5.5;1;12.733;1;32.771;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281819;28-oct-04;18:02:00;19.9;32.789;12.837;5.5;5.5;1;12.837;1;32.789;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281818;28-oct-04;18:01:00;30.31;32.498;9.11;5.6;5.6;1;9.11;1;32.498;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281817;28-oct-04;18:01:00;39.09;32.382;6.313;5.8;5.8;1;6.313;1;32.382;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281816;28-oct-04;18:00:00;49.41;32.571;3.881;5.8;5.8;1;3.881;1;32.571;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281815;28-oct-04;17:59:00;61.88;32.691;3.327;5.8;5.8;1;3.327;1;32.691;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281814;28-oct-04;17:58:00;80.32;32.841;2.894;5.7;5.7;1;2.894;1;32.841;1;0;NaN;NaN
117;HL_05;43.18467;-62.11383;281813;28-oct-04;17:57:00;97.02;32.955;2.915;5.7;5.7;1;2.915;1;32.955;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281829;28-oct-04;21:43:00;4.17;32.044;11.096;5.8;5.8;1;11.096;1;32.044;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281828;28-oct-04;21:42:00;10.58;32.049;11.102;5.7;5.7;1;11.102;1;32.049;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281827;28-oct-04;21:41:00;20.71;32.057;11.093;5.7;5.7;1;11.093;1;32.057;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281826;28-oct-04;21:40:00;29.27;32.06;11.095;5.7;5.7;1;11.095;1;32.06;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281825;28-oct-04;21:39:00;40.45;32.072;10.797;5.7;5.7;1;10.797;1;32.072;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281824;28-oct-04;21:38:00;48.59;32.493;7.433;5.9;5.9;1;7.433;1;32.493;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281823;28-oct-04;21:37:00;61.37;32.765;4.151;6;6;1;4.151;1;32.765;1;0;NaN;NaN
120;HL_04;43.476;-62.4555;281822;28-oct-04;21:35:00;81.19;33.021;3.357;5.7;5.7;1;3.357;1;33.021;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281840;29-oct-04;01:14:00;3.15;31.638;11.478;5.7;5.7;1;11.478;1;31.638;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281839;29-oct-04;01:13:00;9.6;31.641;11.475;5.7;5.7;1;11.475;1;31.641;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281838;29-oct-04;01:12:00;19.55;31.642;11.477;5.7;5.7;1;11.477;1;31.642;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281837;29-oct-04;01:11:00;29.65;31.642;11.469;5.7;5.7;1;11.469;1;31.642;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281836;29-oct-04;01:10:00;41.03;31.632;11.365;5.6;5.6;1;11.365;1;31.632;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281835;29-oct-04;01:08:00;49.52;32.467;5.455;6;6;1;5.455;1;32.467;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281834;29-oct-04;01:07:00;59.7;32.595;3.482;6;6;1;3.482;1;32.595;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281833;29-oct-04;01:06:00;80.26;33.202;4.66;5.8;5.8;1;4.66;1;33.202;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281832;29-oct-04;01:05:00;100.41;33.414;4.661;5.6;5.6;1;4.661;1;33.414;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281831;29-oct-04;01:02:00;200.52;34.872;9.155;2.5;2.5;1;9.155;1;34.872;1;0;NaN;NaN
121;HL_03;43.88033;-62.88183;281830;29-oct-04;01:00:00;262.6;34.908;8.4;3.5;3.5;1;8.4;1;34.908;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281852;29-oct-04;05:01:00;3.17;30.597;11.864;5.7;5.7;1;11.864;1;30.597;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281851;29-oct-04;05:00:00;5.14;30.597;11.858;5.7;5.7;1;11.858;1;30.597;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281850;29-oct-04;04:59:00;11.09;30.597;11.868;5.7;5.7;1;11.868;1;30.597;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281849;29-oct-04;04:58:00;20.59;30.598;11.87;5.7;5.7;1;11.87;1;30.598;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281848;29-oct-04;04:56:00;31.01;30.605;11.86;5.7;5.7;1;11.86;1;30.605;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281847;29-oct-04;04:55:00;40.28;30.71;11.813;5.6;5.6;1;11.813;1;30.71;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281846;29-oct-04;04:54:00;50.28;31.081;8.454;5.6;5.6;1;8.454;1;31.081;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281845;29-oct-04;04:52:00;60.73;31.782;5.727;5.8;5.8;1;5.727;1;31.782;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281844;29-oct-04;04:51:00;74.33;32.247;3.075;5.9;5.9;1;3.075;1;32.247;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281843;29-oct-04;04:50:00;79.95;32.292;2.978;5.9;5.9;1;2.978;1;32.292;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281842;29-oct-04;04:49:00;100.99;32.7;2.49;5.6;5.6;1;2.49;1;32.7;1;0;NaN;NaN
124;HL_02;44.267;-63.316;281841;29-oct-04;04:47:00;147.37;33.399;4.392;4.7;4.7;1;4.392;1;33.399;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281860;29-oct-04;07:29:00;3.74;30.528;12.064;5.6;5.6;1;12.064;1;30.528;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281859;29-oct-04;07:28:00;10.46;30.529;12.042;5.6;5.6;1;12.042;1;30.529;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281858;29-oct-04;07:27:00;20.49;30.528;12.047;5.6;5.6;1;12.047;1;30.528;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281857;29-oct-04;07:25:00;30.67;30.528;12.049;5.6;5.6;1;12.049;1;30.528;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281856;29-oct-04;07:24:00;40.22;30.546;12.018;5.6;5.6;1;12.018;1;30.546;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281855;29-oct-04;07:23:00;50.41;30.601;11.83;5.6;5.6;1;11.83;1;30.601;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281854;29-oct-04;07:22:00;60.68;30.84;10.56;5.5;5.5;1;10.56;1;30.84;1;0;NaN;NaN
127;HL_01;44.39967;-63.447;281853;29-oct-04;07:20:00;78.12;31.847;5.671;5.7;5.7;1;5.671;1;31.847;1;0;NaN;NaN
