CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;OXYM_01;Si_01;PO4_01;NOx_01;CHL_03;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU00001_311;FC-07;47;-51;222395;5;07-nov-00;04:53:00;5.26;323.3355;0.76;0.27;0;0.87;0.69
18HU00001_312;FC-06;47;-51.485;222396;92;07-nov-00;07:33:00;93.05;328.6947;13.28;1.43;9.89;0.04;0.02
18HU00001_312;FC-06;47;-51.485;222397;75;07-nov-00;07:33:00;75.67;315.7434;11.6;1.5;8.87;0.04;0.02
18HU00001_312;FC-06;47;-51.485;222398;50;07-nov-00;07:33:00;50.31;336.7334;6.65;1.16;6.13;0.09;0.08
18HU00001_312;FC-06;47;-51.485;222399;40;07-nov-00;07:33:00;40.5;355.0438;4.26;0.98;3.72;0.19;0.17
18HU00001_312;FC-06;47;-51.485;222400;30;07-nov-00;07:33:00;30.12;348.7915;1.46;0.43;0.94;0.33;0.28
18HU00001_312;FC-06;47;-51.485;222401;20;07-nov-00;07:33:00;20.28;333.6072;0.53;0.21;0;0.81;0.64
18HU00001_312;FC-06;47;-51.485;222402;10;07-nov-00;07:33:00;9.98;330.0344;0.53;0.29;0;0.7;0.61
18HU00001_312;FC-06;47;-51.485;222403;5;07-nov-00;07:33:00;5.3;329.1412;0.73;0.31;0;0.71;0.62
18HU00001_313;FC-05;47;-52.0333;222404;132;07-nov-00;10:05:00;132.83;329.5879;12.41;1.3;9.4;NaN;NaN
18HU00001_313;FC-05;47;-52.0333;222405;100;07-nov-00;10:05:00;100.66;348.3449;9.56;1.22;9.33;0.04;0.03
18HU00001_313;FC-05;47;-52.0333;222406;76;07-nov-00;10:05:00;76.12;359.5098;7.98;1.07;7.93;0.09;0.06
18HU00001_313;FC-05;47;-52.0333;222407;50;07-nov-00;10:05:00;50.71;367.9951;6.28;1.02;6.24;0.09;0.07
18HU00001_313;FC-05;47;-52.0333;222408;40;07-nov-00;10:05:00;40.74;375.5872;4.14;0.97;4.46;0.08;0.06
18HU00001_313;FC-05;47;-52.0333;222409;31;07-nov-00;10:05:00;30.77;368.4417;2.39;0.63;1.56;0.34;0.27
18HU00001_313;FC-05;47;-52.0333;222410;21;07-nov-00;10:05:00;21.15;353.704;1.63;0.4;0.3;1.25;1.04
18HU00001_313;FC-05;47;-52.0333;222411;11;07-nov-00;10:05:00;11.03;351.471;1.58;0.58;0.23;1.3;1.05
18HU00001_313;FC-05;47;-52.0333;222412;6;07-nov-00;10:05:00;5.94;351.9176;1.56;0.43;0.25;1.31;1.07
18HU00001_314;FC-04;47;-52.3217;222413;118;07-nov-00;12:28:00;118.66;328.248;13.41;1.35;10.69;NaN;NaN
18HU00001_314;FC-04;47;-52.3217;222414;99;07-nov-00;12:28:00;100.02;349.2381;9.02;1.35;8.75;0.04;0.03
18HU00001_314;FC-04;47;-52.3217;222415;74;07-nov-00;12:28:00;74.31;362.1893;6.97;1.2;7.33;0.06;0.04
18HU00001_314;FC-04;47;-52.3217;222416;49;07-nov-00;12:28:00;49.63;377.3736;3.85;0.99;3.66;0.16;0.14
18HU00001_314;FC-04;47;-52.3217;222417;40;07-nov-00;12:28:00;40.77;354.1506;0.9;0.47;0.19;0.39;0.33
18HU00001_314;FC-04;47;-52.3217;222418;31;07-nov-00;12:28:00;30.84;335.3936;0.6;0.29;0;0.61;0.54
18HU00001_314;FC-04;47;-52.3217;222419;20;07-nov-00;12:28:00;20.56;335.3936;0.57;0.3;0;0.66;0.58
18HU00001_314;FC-04;47;-52.3217;222420;11;07-nov-00;12:28:00;10.72;335.8402;0.7;0.4;0;0.85;0.66
18HU00001_314;FC-04;47;-52.3217;222421;6;07-nov-00;12:28:00;5.91;335.8402;0.64;0.39;0;0.83;0.65
18HU00001_315;SEGB-03;46.35;-52.7333;221519;166;02-nov-00;00:15:00;167.76;329.5879;11.37;1.29;9.64;NaN;NaN
18HU00001_315;SEGB-03;46.35;-52.7333;221520;150;02-nov-00;00:15:00;151.03;341.1993;9.72;1.12;8.84;NaN;NaN
18HU00001_315;SEGB-03;46.35;-52.7333;221521;100;02-nov-00;00:15:00;100.8;345.6653;NaN;NaN;NaN;NaN;NaN
18HU00001_315;SEGB-03;46.35;-52.7333;221522;74;02-nov-00;00:15:00;74.98;362.636;NaN;NaN;NaN;NaN;NaN
18HU00001_315;SEGB-03;46.35;-52.7333;221523;49;02-nov-00;00:15:00;49.86;372.9077;4.67;1.01;3.81;0.07;0.05
18HU00001_315;SEGB-03;46.35;-52.7333;221524;39;02-nov-00;00:15:00;38.87;366.6553;2.89;0.76;2.4;0.16;0.12
18HU00001_315;SEGB-03;46.35;-52.7333;221525;30;02-nov-00;00:15:00;30.21;345.6653;1.8;0.49;0.56;0.75;0.6
18HU00001_315;SEGB-03;46.35;-52.7333;221526;20;02-nov-00;00:15:00;19.96;343.4323;1.65;0.38;0.35;1.22;0.98
18HU00001_315;SEGB-03;46.35;-52.7333;221527;10;02-nov-00;00:15:00;10.32;340.3062;1.49;0.36;0.02;1.56;1.3
18HU00001_315;SEGB-03;46.35;-52.7333;221528;5;02-nov-00;00:15:00;5.07;338.5197;1.19;0.34;0.02;1.56;1.3
18HU00001_316;FC-03;47;-52.58;222422;150;07-nov-00;14:55:00;151.04;332.714;12.64;1.31;10.34;NaN;NaN
18HU00001_316;FC-03;47;-52.58;222423;100;07-nov-00;14:55:00;100.9;356.8302;7.61;1.22;7.58;0.04;0.02
18HU00001_316;FC-03;47;-52.58;222424;75;07-nov-00;14:55:00;76.1;370.2281;5.68;1.13;5.41;0.11;0.08
18HU00001_316;FC-03;47;-52.58;222425;50;07-nov-00;14:55:00;50.25;367.1019;2.65;0.68;1.86;0.25;0.19
18HU00001_316;FC-03;47;-52.58;222426;40;07-nov-00;14:55:00;40.45;359.0632;2.11;0.54;0.88;0.37;0.32
18HU00001_316;FC-03;47;-52.58;222427;31;07-nov-00;14:55:00;30.87;355.937;2.07;0.61;0.85;0.46;0.39
18HU00001_316;FC-03;47;-52.58;222428;20;07-nov-00;14:55:00;20.36;350.5779;1.89;0.51;0.53;1.04;0.83
18HU00001_316;FC-03;47;-52.58;222429;10;07-nov-00;14:55:00;10.28;351.0244;1.8;0.49;0.47;1.28;1.06
18HU00001_316;FC-03;47;-52.58;222430;5;07-nov-00;14:55:00;5.4;350.5779;1.81;0.48;0.37;1.34;1.1
18HU00001_317;FC-02;47;-52.705;222431;181;07-nov-00;17:15:00;182.48;338.5197;12.19;1.36;9.55;NaN;NaN
18HU00001_317;FC-02;47;-52.705;222432;149;07-nov-00;17:15:00;150.7;352.8109;8.67;1.32;8.52;NaN;NaN
18HU00001_317;FC-02;47;-52.705;222433;97;07-nov-00;17:15:00;97.68;363.9757;6.38;1.28;6.26;0.07;0.04
18HU00001_317;FC-02;47;-52.705;222434;76;07-nov-00;17:15:00;76.25;363.5291;2.45;0.63;1.55;0.24;0.19
18HU00001_317;FC-02;47;-52.705;222435;49;07-nov-00;17:15:00;49.86;354.5972;2.41;0.57;1.25;0.28;0.24
18HU00001_317;FC-02;47;-52.705;222436;39;07-nov-00;17:15:00;39.68;351.9176;2.18;0.58;0.93;0.45;0.4
18HU00001_317;FC-02;47;-52.705;222437;30;07-nov-00;17:15:00;30.22;351.0244;2.15;0.54;0.64;0.81;0.65
18HU00001_317;FC-02;47;-52.705;222438;20;07-nov-00;17:15:00;19.98;351.471;2.28;0.47;0.9;1.04;0.83
18HU00001_317;FC-02;47;-52.705;222439;10;07-nov-00;17:15:00;9.8;351.0244;2.27;0.48;0.75;1.18;0.98
18HU00001_317;FC-02;47;-52.705;222440;5;07-nov-00;17:15:00;4.94;350.5779;2.2;0.51;0.72;1.13;0.8
18HU00001_318;FC-01;47;-52.8317;222441;100;07-nov-00;18:49:00;100.73;363.5291;5.79;1.03;5.24;0.06;0.05
18HU00001_318;FC-01;47;-52.8317;222442;75;07-nov-00;18:49:00;75.36;365.3155;4.47;0.98;3.77;0.08;0.07
18HU00001_318;FC-01;47;-52.8317;222443;50;07-nov-00;18:49:00;50.27;355.4904;2.61;0.65;1.47;0.36;0.33
18HU00001_318;FC-01;47;-52.8317;222444;40;07-nov-00;18:49:00;40.12;349.6847;2.26;0.52;0.87;0.54;0.45
18HU00001_318;FC-01;47;-52.8317;222445;30;07-nov-00;18:49:00;30.06;348.7915;2.51;0.51;0.89;0.57;0.5
18HU00001_318;FC-01;47;-52.8317;222446;20;07-nov-00;18:49:00;19.93;348.3449;2.32;0.51;0.84;0.73;0.58
18HU00001_318;FC-01;47;-52.8317;222447;10;07-nov-00;18:49:00;9.62;351.0244;2.86;0.5;0.82;0.9;0.75
18HU00001_318;FC-01;47;-52.8317;222448;5;07-nov-00;18:49:00;5.06;351.9176;2.7;0.42;0.67;1.04;0.85
18HU00001_321;STN27;47.5467;-52.5867;222449;170;07-nov-00;23:03:00;171.49;322.4423;15.68;1.28;10.91;NaN;NaN
18HU00001_321;STN27;47.5467;-52.5867;222450;148;07-nov-00;23:03:00;148.93;325.5685;14.24;1.37;10.39;NaN;NaN
18HU00001_321;STN27;47.5467;-52.5867;222451;102;07-nov-00;23:03:00;102.79;356.3836;6.92;1.14;6.54;0.05;0.04
18HU00001_321;STN27;47.5467;-52.5867;222452;77;07-nov-00;23:03:00;77.8;363.9757;3.36;0.82;3.13;0.09;0.06
18HU00001_321;STN27;47.5467;-52.5867;222453;48;07-nov-00;23:03:00;48.71;353.704;2.24;0.55;1.16;0.29;0.24
18HU00001_321;STN27;47.5467;-52.5867;222454;38;07-nov-00;23:03:00;38.55;352.3642;2.06;0.54;0.89;0.49;0.43
18HU00001_321;STN27;47.5467;-52.5867;222455;32;07-nov-00;23:03:00;32.66;356.3836;1.92;0.55;0.86;0.61;0.47
18HU00001_321;STN27;47.5467;-52.5867;222456;23;07-nov-00;23:03:00;22.94;348.3449;2.14;0.58;0.78;0.62;0.54
18HU00001_321;STN27;47.5467;-52.5867;222457;12;07-nov-00;23:03:00;11.71;342.5391;1.61;0.5;0.69;0.68;0.6
18HU00001_321;STN27;47.5467;-52.5867;222458;6;07-nov-00;23:03:00;5.85;342.5391;1.78;0.5;0.55;0.87;0.68
18HU00001_326;SEGB-04;46.2083;-52.6083;221529;122;02-nov-00;02:23:00;122.58;306.8114;NaN;NaN;NaN;NaN;NaN
18HU00001_339;SEGB-05;46.07;-52.5;221530;85;02-nov-00;04:01:00;85.94;292.0738;15.88;1.46;10.57;0.08;0.05
18HU00001_339;SEGB-05;46.07;-52.5;221531;75;02-nov-00;04:01:00;75.55;279.1225;11.65;1.41;8.66;0.13;0.1
18HU00001_339;SEGB-05;46.07;-52.5;221532;50;02-nov-00;04:01:00;50.23;290.2874;9.81;0.76;3.39;0.24;0.22
18HU00001_339;SEGB-05;46.07;-52.5;221533;40;02-nov-00;04:01:00;39.89;313.957;2.25;0.37;0.7;0.39;0.34
18HU00001_339;SEGB-05;46.07;-52.5;221534;30;02-nov-00;04:01:00;29.83;312.6172;0.35;0.3;0;0.59;0.45
18HU00001_339;SEGB-05;46.07;-52.5;221535;21;02-nov-00;04:01:00;20.98;313.5104;0.66;0.32;0;0.54;0.47
18HU00001_339;SEGB-05;46.07;-52.5;221536;11;02-nov-00;04:01:00;11.23;312.6172;0.44;0.41;0;0.52;0.45
18HU00001_339;SEGB-05;46.07;-52.5;221537;5;02-nov-00;04:01:00;5.16;312.1706;0.33;0.34;0;0.56;0.4
