CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;OXYM_01;Si_01;PO4_01;NOx_01;CHL_03;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL00002_330;STN27;47.5467;-52.5867;221099;149;29-apr-00;18:36:00;150.33;353.704;8.54;1.59;8.04;NaN;NaN
18TL00002_330;STN27;47.5467;-52.5867;221100;99;29-apr-00;18:36:00;99.84;376.0338;5.88;1.56;7.13;0.41;0.4
18TL00002_330;STN27;47.5467;-52.5867;221101;74;29-apr-00;18:36:00;74.8;382.7328;3.64;1.28;5.46;1.9;1.7
18TL00002_330;STN27;47.5467;-52.5867;221102;49;29-apr-00;18:36:00;49.85;396.5772;1.36;1.03;2.76;4.28;5.98
18TL00002_330;STN27;47.5467;-52.5867;221103;40;29-apr-00;18:36:00;40.01;410.8683;0.18;0.97;0;4.04;4.61
18TL00002_330;STN27;47.5467;-52.5867;221104;29;29-apr-00;18:36:00;29.27;419.3536;0;0.72;0;1.46;1.3
18TL00002_330;STN27;47.5467;-52.5867;221105;19;29-apr-00;18:36:00;19.33;412.2081;0;0.72;0;1.32;1.14
18TL00002_330;STN27;47.5467;-52.5867;221106;9;29-apr-00;18:36:00;9.18;410.4217;0.17;0.73;0;1.16;1.02
18TL00002_330;STN27;47.5467;-52.5867;221107;4;29-apr-00;18:36:00;4.27;409.9751;0.18;0.66;0;1.21;1.06
18TL00002_334;FC-01;47;-52.8317;221108;98;29-apr-00;22:36:00;98.4;371.5678;6.7;1.62;5.74;0.46;0.44
18TL00002_334;FC-01;47;-52.8317;221109;75;29-apr-00;22:36:00;75.41;379.16;5.25;1.48;5.08;0.57;0.56
18TL00002_334;FC-01;47;-52.8317;221110;50;29-apr-00;22:36:00;50.65;382.7328;4.06;1.4;4.29;1.22;1.1
18TL00002_334;FC-01;47;-52.8317;221111;39;29-apr-00;22:36:00;39.74;386.3055;2.34;1.34;2.96;2.37;2.18
18TL00002_334;FC-01;47;-52.8317;221112;30;29-apr-00;22:36:00;29.97;397.4704;0.07;0.96;0;4.35;5.17
18TL00002_334;FC-01;47;-52.8317;221113;19;29-apr-00;22:36:00;19.03;410.8683;0.01;0.8;0;0.94;0.97
18TL00002_334;FC-01;47;-52.8317;221114;9;29-apr-00;22:36:00;9.11;406.8489;0;0.79;0;0.96;0.97
18TL00002_334;FC-01;47;-52.8317;221115;4;29-apr-00;22:36:00;4.03;404.616;0.3;0.79;0;0.82;0.76
18TL00002_335;FC-02;47;-52.705;221116;178;29-apr-00;00:05:00;179.11;315.2968;13.35;1.86;9.45;NaN;NaN
18TL00002_335;FC-02;47;-52.705;221117;148;29-apr-00;00:05:00;149.5;344.3255;8.58;1.56;6.72;NaN;NaN
18TL00002_335;FC-02;47;-52.705;221118;100;29-apr-00;00:05:00;100.45;370.6747;5.87;1.43;5.59;0.9;0.9
18TL00002_335;FC-02;47;-52.705;221119;75;29-apr-00;00:05:00;75.45;377.3736;3.91;1.33;4.38;1.58;1.44
18TL00002_335;FC-02;47;-52.705;221120;49;29-apr-00;00:05:00;49.67;383.1794;0.59;1.11;1.22;4.62;5.57
18TL00002_335;FC-02;47;-52.705;221121;40;29-apr-00;00:05:00;40.56;411.3149;0;0.79;0;2.63;2.41
18TL00002_335;FC-02;47;-52.705;221122;30;29-apr-00;00:05:00;30.48;408.6353;0.05;0.81;0;1.05;0.95
18TL00002_335;FC-02;47;-52.705;221123;20;29-apr-00;00:05:00;19.9;407.7422;0;0.73;0;1.11;1.01
18TL00002_335;FC-02;47;-52.705;221124;10;29-apr-00;00:05:00;9.65;406.8489;0.29;0.69;0;1.21;1.1
18TL00002_335;FC-02;47;-52.705;221125;5;29-apr-00;00:05:00;5.07;406.8489;0.41;0.71;0;1.35;1.28
18TL00002_336;FC-03;47;-52.58;221126;152;29-apr-00;01:34:00;153.3;304.1319;14.81;1.88;10.15;NaN;NaN
18TL00002_336;FC-03;47;-52.58;221127;100;29-apr-00;01:34:00;100.69;363.0826;6.81;1.45;6.5;0.54;0.5
18TL00002_336;FC-03;47;-52.58;221128;74;29-apr-00;01:34:00;74.33;378.2668;5.36;1.8;6.39;1.3;1.07
18TL00002_336;FC-03;47;-52.58;221129;50;29-apr-00;01:34:00;50.83;374.2474;1.45;1.74;5.47;4.29;5.04
18TL00002_336;FC-03;47;-52.58;221130;40;29-apr-00;01:34:00;40.7;393.0045;0.26;0.94;0.01;4.97;5.42
18TL00002_336;FC-03;47;-52.58;221131;31;29-apr-00;01:34:00;30.8;415.3343;0.12;0.68;0.01;1.39;1.19
18TL00002_336;FC-03;47;-52.58;221132;20;29-apr-00;01:34:00;20.54;411.3149;0.11;0.67;0.07;0.98;0.84
18TL00002_336;FC-03;47;-52.58;221133;10;29-apr-00;01:34:00;10.56;408.6353;0.2;0.69;0.05;1.05;0.88
18TL00002_336;FC-03;47;-52.58;221134;5;29-apr-00;01:34:00;4.91;407.7422;0.13;0.75;0.07;0.94;0.86
18TL00002_337;FC-04;47;-52.3217;221135;118;30-apr-00;03:35:00;118.83;307.7046;15.58;2.13;11.15;2.44;2.06
18TL00002_337;FC-04;47;-52.3217;221136;76;30-apr-00;03:35:00;76.54;367.9951;6.06;1.91;6.99;2.72;2.34
18TL00002_337;FC-04;47;-52.3217;221137;51;30-apr-00;03:35:00;50.93;380.9464;NaN;NaN;NaN;NaN;NaN
18TL00002_337;FC-04;47;-52.3217;221138;40;30-apr-00;03:35:00;40.51;380.9464;1.4;1.51;3.06;3.11;3.2
18TL00002_337;FC-04;47;-52.3217;221139;30;30-apr-00;03:35:00;30.12;401.9364;0.23;0.83;0.11;1.56;1.35
18TL00002_337;FC-04;47;-52.3217;221140;20;30-apr-00;03:35:00;20.58;401.4898;1.16;1;0.6;1.53;1.32
18TL00002_337;FC-04;47;-52.3217;221141;10;30-apr-00;03:35:00;10.57;398.3636;0.28;0.89;0.06;1.45;1.26
18TL00002_337;FC-04;47;-52.3217;221142;5;30-apr-00;03:35:00;5.54;398.3636;0.09;0.81;0.02;1.45;1.25
18TL00002_338;FC-05;47;-52.0333;221143;132;30-apr-00;05:36:00;132.66;345.2187;9.55;1.81;8.59;NaN;NaN
18TL00002_338;FC-05;47;-52.0333;221144;100;30-apr-00;05:36:00;100.67;361.2962;6.98;1.73;7.64;0.24;0.19
18TL00002_338;FC-05;47;-52.0333;221145;74;30-apr-00;05:36:00;74.33;373.8008;NaN;NaN;NaN;NaN;NaN
18TL00002_338;FC-05;47;-52.0333;221146;49;30-apr-00;05:36:00;49.57;380.0532;2.63;1.52;5.09;3.59;3.05
18TL00002_338;FC-05;47;-52.0333;221147;39;30-apr-00;05:36:00;39.59;384.0726;1.43;1.6;2.98;9.64;12.42
18TL00002_338;FC-05;47;-52.0333;221148;29;30-apr-00;05:36:00;29.62;412.2081;0.17;0.86;0.05;2.03;1.76
18TL00002_338;FC-05;47;-52.0333;221149;20;30-apr-00;05:36:00;19.78;410.8683;0.14;0.8;0.04;1.35;1.18
18TL00002_338;FC-05;47;-52.0333;221150;9;30-apr-00;05:36:00;8.96;409.5285;0.21;0.86;0.09;1.11;0.96
18TL00002_338;FC-05;47;-52.0333;221151;4;30-apr-00;05:36:00;4.32;409.0819;0.06;0.53;0.13;1.09;0.93
18TL00002_339;SEGB-03;46.35;-52.7333;197916;164;23-apr-00;08:43:00;164.86;325.1219;9.77;1.78;7.92;NaN;NaN
18TL00002_339;SEGB-03;46.35;-52.7333;197917;148;23-apr-00;08:43:00;149.52;351.0244;7.1;1.73;7.64;NaN;NaN
18TL00002_339;SEGB-03;46.35;-52.7333;197918;99;23-apr-00;08:43:00;100.06;363.0826;6.03;1.76;6.99;0.52;0.43
18TL00002_339;SEGB-03;46.35;-52.7333;197919;73;23-apr-00;08:43:00;73.6;369.3349;5.19;1.69;6.18;0.74;0.6
18TL00002_339;SEGB-03;46.35;-52.7333;197920;50;23-apr-00;08:43:00;49.99;376.4804;3.17;1.54;4.58;3;2.6
18TL00002_339;SEGB-03;46.35;-52.7333;197921;40;23-apr-00;08:43:00;40.23;383.1794;1.29;1.3;2.16;5.03;5.83
18TL00002_339;SEGB-03;46.35;-52.7333;197922;29;23-apr-00;08:43:00;29.05;395.2375;0.21;0.74;0.13;4.4;5.13
18TL00002_339;SEGB-03;46.35;-52.7333;197923;19;23-apr-00;08:43:00;19.48;399.7034;0.32;0.88;0.13;3.34;3.88
18TL00002_339;SEGB-03;46.35;-52.7333;197924;9;23-apr-00;08:43:00;8.92;397.917;0.3;0.84;0.13;3.23;2.83
18TL00002_339;SEGB-03;46.35;-52.7333;197925;5;23-apr-00;08:43:00;4.87;398.3636;NaN;NaN;NaN;NaN;NaN
18TL00002_340;FC-06;47;-51.485;221152;95;30-apr-00;08:55:00;95.34;311.724;12.47;2.19;10.4;5.96;6.9
18TL00002_340;FC-06;47;-51.485;221153;74;30-apr-00;08:55:00;74.49;366.2087;4.46;1.64;5.24;2.06;1.72
18TL00002_340;FC-06;47;-51.485;221154;50;30-apr-00;08:55:00;50.56;379.16;0.89;1.27;2.02;3.16;2.66
18TL00002_340;FC-06;47;-51.485;221155;40;30-apr-00;08:55:00;40.55;388.9851;0;0.92;0.05;1.79;1.6
18TL00002_340;FC-06;47;-51.485;221156;29;30-apr-00;08:55:00;29.44;388.9851;0;0.91;0.01;2.02;1.78
18TL00002_340;FC-06;47;-51.485;221157;20;30-apr-00;08:55:00;19.75;387.1987;0;0.89;0.01;1.84;1.55
18TL00002_340;FC-06;47;-51.485;221158;11;30-apr-00;08:55:00;10.92;386.7521;0;0.85;0.01;1.54;1.31
18TL00002_340;FC-06;47;-51.485;221159;6;30-apr-00;08:55:00;5.59;385.8589;0;0.84;0.01;1.54;1.3
18TL00002_353;FC-07;47;-51;221160;99;30-apr-00;11:45:00;100.13;334.5004;10.78;1.75;9.76;1.52;1.28
18TL00002_353;FC-07;47;-51;221161;74;30-apr-00;11:45:00;74.83;358.6166;5.95;1.91;7.21;2.54;2.62
18TL00002_353;FC-07;47;-51;221162;50;30-apr-00;11:45:00;49.99;393.0045;0.03;1.07;0.37;4.08;4.79
18TL00002_353;FC-07;47;-51;221163;41;30-apr-00;11:45:00;41.59;401.0432;0;0.82;0;2.86;3.22
18TL00002_353;FC-07;47;-51;221164;29;30-apr-00;11:45:00;29.52;402.8296;0;0.95;0;2.24;1.98
18TL00002_353;FC-07;47;-51;221165;20;30-apr-00;11:45:00;19.94;401.4898;0;0.83;0;2.41;2.12
18TL00002_353;FC-07;47;-51;221166;10;30-apr-00;11:45:00;9.91;401.0432;0;0.82;0;1.82;1.56
18TL00002_353;FC-07;47;-51;221167;5;30-apr-00;11:45:00;5.1;401.0432;0;0.8;0;1.94;1.67
18TL00002_369;FC-09;47;-50;221168;73;30-apr-00;23:45:00;74.03;345.2187;8.14;1.83;8.1;1.77;1.53
18TL00002_369;FC-09;47;-50;221169;50;30-apr-00;23:45:00;50.73;402.8296;0;1;0.04;3.7;4.29
18TL00002_369;FC-09;47;-50;221170;40;30-apr-00;23:45:00;40.48;397.0239;0;0.99;0.27;2.32;2.16
18TL00002_369;FC-09;47;-50;221171;31;30-apr-00;23:45:00;31.07;390.7715;0;1;0.3;1.53;1.32
18TL00002_369;FC-09;47;-50;221172;23;30-apr-00;23:45:00;23.05;388.9851;0;1.04;0.37;1.33;1.15
18TL00002_369;FC-09;47;-50;221173;9;30-apr-00;23:45:00;9.36;388.0919;0;1.04;0.29;1.31;1.12
18TL00002_369;FC-09;47;-50;221174;4;30-apr-00;23:45:00;4.37;387.6453;0;0.98;0.31;1.4;1.2
18TL00002_370;FC-10;47;-49.1167;221175;74;01-may-00;05:40:00;74.38;343.8789;7;1.8;7.59;2.35;2.55
18TL00002_370;FC-10;47;-49.1167;221176;51;01-may-00;05:40:00;51.42;402.8296;0.03;0.91;0;2.95;3.48
18TL00002_370;FC-10;47;-49.1167;221177;41;01-may-00;05:40:00;40.99;400.15;0;0.91;0;2.9;2.56
18TL00002_370;FC-10;47;-49.1167;221178;30;01-may-00;05:40:00;30.42;397.917;0;0.87;0;2.61;2.42
18TL00002_370;FC-10;47;-49.1167;221179;21;01-may-00;05:40:00;21.2;396.5772;0;0.83;0;2.16;2.75
18TL00002_370;FC-10;47;-49.1167;221180;9;01-may-00;05:40:00;8.94;397.0239;0.1;0.89;0.07;2.53;2.66
18TL00002_370;FC-10;47;-49.1167;221181;6;01-may-00;05:40:00;6.39;386.7521;0.08;0.88;0.04;2.67;2.52
18TL00002_371;HB-01;46.8183;-48.7833;221182;77;01-may-00;08:43:00;77.16;331.8208;NaN;NaN;NaN;NaN;NaN
18TL00002_371;HB-01;46.8183;-48.7833;221183;5;01-may-00;08:43:00;5.47;402.383;NaN;NaN;NaN;NaN;NaN
18TL00002_389;HB-02;46.7517;-48.8833;221184;73;01-may-00;10:07:00;73.72;345.6653;NaN;NaN;NaN;NaN;NaN
18TL00002_389;HB-02;46.7517;-48.8833;221185;5;01-may-00;10:07:00;5.07;398.8102;NaN;NaN;NaN;NaN;NaN
18TL00002_407;HB-03;46.6833;-48.7883;221186;69;01-may-00;11:23:00;69.21;334.947;NaN;NaN;NaN;NaN;NaN
18TL00002_407;HB-03;46.6833;-48.7883;221187;4;01-may-00;11:23:00;4.19;397.917;NaN;NaN;NaN;NaN;NaN
18TL00002_408;HB-04;46.75;-48.6817;221188;79;01-may-00;12:25:00;79.36;330.0344;NaN;NaN;NaN;NaN;NaN
18TL00002_408;HB-04;46.75;-48.6817;221189;5;01-may-00;12:25:00;5.15;398.3636;NaN;NaN;NaN;NaN;NaN
18TL00002_409;HB-05;46.7517;-48.7567;221190;75;01-may-00;13:38:00;76.06;336.7334;NaN;NaN;NaN;NaN;NaN
18TL00002_409;HB-05;46.7517;-48.7567;221191;5;01-may-00;13:38:00;5.34;396.5772;NaN;NaN;NaN;NaN;NaN
