CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;Si_01;NO2_01;PO4_01;NOx_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18OL03004_636;191;47.828;-64.24817;302022;35.1;19-apr-03;21:07:00;31.43;-0.38;361.38872;356.8334;24.225;0.115;1.325;13.665;0.355;5.24
18OL03004_636;191;47.828;-64.24817;302023;24.99;19-apr-03;21:07:00;31.37;-0.2;361.56736;NaN;24.51;0.12;1.35;13.95;0.47;6.249
18OL03004_636;191;47.828;-64.24817;302024;14.97;19-apr-03;21:07:00;31.3;-0.03;363.71104;NaN;24.12;0.115;1.355;14.135;0.325;5.122
18OL03004_636;191;47.828;-64.24817;302025;5.06;19-apr-03;21:07:00;31.29;0.2;363.0858;NaN;24.87;0.115;1.37;14.26;0.445;3.964
18OL03004_636;191;47.828;-64.24817;302026;1.49;19-apr-03;21:07:00;31.29;0.66;363.48774;359.2897;25.615;0.12;1.37;14.265;0.31;3.042
18OL03004_637;201;47.73867;-63.99833;302027;74.95;19-apr-03;22:44:00;32.03;-1.26;334.90534;329.3675;17.93;0.135;1.165;7.92;1.27;8.061
18OL03004_637;201;47.73867;-63.99833;302028;50.07;19-apr-03;22:44:00;31.75;-1.12;381.57504;NaN;11.03;0.115;0.87;6.325;5.02;29.954
18OL03004_637;201;47.73867;-63.99833;302029;25.19;19-apr-03;22:44:00;31.62;-0.63;377.68962;NaN;17.44;0.125;1.08;9.91;2.135;16.042
18OL03004_637;201;47.73867;-63.99833;302030;14.97;19-apr-03;22:44:00;31.47;-0.08;367.5518;NaN;21.735;0.12;1.225;12.16;0.82;7.076
18OL03004_637;201;47.73867;-63.99833;302031;4.96;19-apr-03;22:44:00;31.36;0.49;366.61394;NaN;22.765;0.12;1.295;13.355;0.565;5.164
18OL03004_637;201;47.73867;-63.99833;302032;1.29;19-apr-03;22:44:00;31.36;0.72;367.9984;364.4256;22.68;0.11;1.295;13.4;0.625;6.261
18OL03004_638;211;47.65983;-63.74933;302034;49.87;19-apr-03;23:57:00;31.83;-1.22;382.02164;381.3964;9.2;0.125;0.805;5.025;5.93;35.158
18OL03004_638;211;47.65983;-63.74933;302035;24.89;19-apr-03;23:57:00;31.82;-1.09;390.9983;NaN;8.515;0.13;0.745;4.315;7.475;42.909
18OL03004_638;211;47.65983;-63.74933;302036;14.97;19-apr-03;23:57:00;31.82;-1.01;400.95748;NaN;9.17;0.13;0.71;3.595;8.8;52.572
18OL03004_638;211;47.65983;-63.74933;302037;6.35;19-apr-03;23:57:00;31.81;-0.62;406.13804;NaN;9.395;0.135;0.69;3.215;7.77;55.141
18OL03004_638;211;47.65983;-63.74933;302038;1.78;19-apr-03;23:57:00;31.81;-0.34;408.28172;404.8429;9.355;0.13;0.695;3.255;7.495;46.475
18OL03004_639;221;47.50033;-63.24983;302039;75.25;20-apr-03;02:43:00;31.89;-1.21;346.69558;349.6878;13.965;0.14;1.005;7.975;2.31;10.675
18OL03004_639;221;47.50033;-63.24983;302040;50.17;20-apr-03;02:43:00;31.74;-1.19;373.22362;NaN;9.605;0.13;0.845;5.97;3.53;21.16
18OL03004_639;221;47.50033;-63.24983;302041;24.99;20-apr-03;02:43:00;31.71;-1.08;380.99446;NaN;8.71;0.135;0.785;5.685;4.635;27.569
18OL03004_639;221;47.50033;-63.24983;302042;15.07;20-apr-03;02:43:00;31.71;-1.06;385.68376;NaN;8.26;0.135;0.765;5.08;4.62;32.893
18OL03004_639;221;47.50033;-63.24983;302043;4.96;20-apr-03;02:43:00;31.7;-0.62;390.95364;NaN;8.49;0.135;0.735;4.595;4.47;31.204
18OL03004_639;221;47.50033;-63.24983;302044;1.29;20-apr-03;02:43:00;31.7;-0.47;391.98082;390.3284;9.585;0.14;0.74;4.66;3.715;27.166
18OL03004_640;231;47.32933;-62.7495;302045;50.07;20-apr-03;04:57:00;31.72;-1.19;382.0663;383.4061;8.8;0.125;0.765;4.365;4.2;21.345
18OL03004_640;231;47.32933;-62.7495;302046;24.99;20-apr-03;04:57:00;31.71;-1.08;389.25656;NaN;7.135;0.115;0.695;4.545;6.145;33.674
18OL03004_640;231;47.32933;-62.7495;302047;14.97;20-apr-03;04:57:00;31.71;-1.11;388.94394;NaN;7.275;0.115;0.72;4.835;6.28;29.989
18OL03004_640;231;47.32933;-62.7495;302048;5.06;20-apr-03;04:57:00;31.7;-1.1;390.41772;NaN;7.765;0.115;0.725;4.615;5.53;29.947
18OL03004_640;231;47.32933;-62.7495;302049;1.49;20-apr-03;04:57:00;31.69;-0.97;393.85654;393.2313;7.465;0.115;0.71;4.345;4.855;31.561
18OL03004_641;241;47.169;-62.24783;302050;37.09;20-apr-03;12:39:00;31.53;-1.11;417.61566;413.7749;0.825;0.025;0.39;0.24;15.765;66.949
18OL03004_641;241;47.169;-62.24783;302051;25.09;20-apr-03;12:39:00;31.53;-1.11;418.59818;NaN;0.98;0.02;0.385;0.265;17.05;69.858
18OL03004_641;241;47.169;-62.24783;302052;15.17;20-apr-03;12:39:00;31.53;-1.12;422.17098;NaN;1.225;0.01;0.335;0.245;15.035;73.421
18OL03004_641;241;47.169;-62.24783;302053;5.16;20-apr-03;12:39:00;31.51;-1;426.86028;NaN;1.2;0.015;0.35;0.115;13.415;41.353
18OL03004_641;241;47.169;-62.24783;302054;1.49;20-apr-03;12:39:00;31.52;-1.01;426.63698;420.6972;1.11;0.015;0.355;0.19;11.765;19.642
18OL03004_642;251;46.99967;-61.7495;302055;39.17;20-apr-03;14:47:00;31.29;-0.73;399.57302;397.0274;0.445;0.01;0.32;0.135;3.44;24.107
18OL03004_642;251;46.99967;-61.7495;302056;25.09;20-apr-03;14:47:00;31.28;-0.75;402.87786;NaN;0.795;0.01;0.335;0.15;3.55;27.986
18OL03004_642;251;46.99967;-61.7495;302057;15.07;20-apr-03;14:47:00;31.24;-0.73;414.75742;NaN;0.51333;0.015;0.325;0.13;5.265;38.008
18OL03004_642;251;46.99967;-61.7495;302058;5.06;20-apr-03;14:47:00;31.23;-0.42;417.88362;NaN;0.615;0.01;0.33;0.125;4.65;8.127
18OL03004_642;251;46.99967;-61.7495;302059;1.19;20-apr-03;14:47:00;31.22;-0.3;418.06226;414.2215;0.55;0.015;0.345;0.125;4.01;5.442
18OL03004_643;261;46.90117;-61.49933;302060;50.87;20-apr-03;16:09:00;31.93;-1.31;350.00042;348.1247;12.355;0.085;0.92;6.78;0.85;3.494
18OL03004_643;261;46.90117;-61.49933;302061;25.19;20-apr-03;16:09:00;31.09;-0.84;411.63122;NaN;1.23;0.03;0.43;0.74;9.5;79.812
18OL03004_643;261;46.90117;-61.49933;302062;15.27;20-apr-03;16:09:00;30.96;-0.92;415.1147;NaN;0.93;0.015;0.335;0.15333;7.99;81.888
18OL03004_643;261;46.90117;-61.49933;302063;5.36;20-apr-03;16:09:00;30.92;-0.53;423.86806;NaN;0.28;0.015;0.3;0.15;7.825;16.875
18OL03004_643;261;46.90117;-61.49933;302064;1.29;20-apr-03;16:09:00;30.92;-0.43;421.72438;425.1632;0.51;0.015;0.285;0.185;8.185;8.856
