CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;OXYM_01;Si_01;NO2_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
18NA96022_036;CAST#1;46.1445;-60.5003;175707;15;22-sep-96;18:20:00;23.445;16.056;266.8435;3.24;0.1605;0.232;0.545;0.6408
18NA96022_036;CAST#1;46.1445;-60.5003;175708;5;22-sep-96;18:20:00;23.439;16.139;245.94262;3.645;0.0935;0.1925;0.1;0.4806
18NA96022_036;CAST#1;46.1445;-60.5003;175709;1;22-sep-96;18:20:00;23.396;16.144;267.82602;3.2;0.1435;0.176;0.19;0.801
18NA96022_047;CAST#1;46.1333;-60.545;175710;7;22-sep-96;19:08:00;23.642;15.507;269.83572;3.315;0.079;0.2355;0.085;0.5607
18NA96022_047;CAST#1;46.1333;-60.545;175711;1;22-sep-96;19:08:00;23.601;15.675;271.13086;3.12;0.079;0.232;0.17;0.4005
18NA96022_058;CAST#1;46.1067;-60.7268;175712;13;23-sep-96;11:13:00;23.939;15.631;243.66496;4.06;0.1885;0.3;0.68;0.801
18NA96022_058;CAST#1;46.1067;-60.7268;175713;5;23-sep-96;11:13:00;23.264;15.81;260.8144;3.665;0.154;0.2175;0.2;1.1214
18NA96022_058;CAST#1;46.1067;-60.7268;175714;1;23-sep-96;11:13:00;21.906;15.591;265.54836;6.45;0.102;0.206;0.13;0.6408
18NA96022_069;CAST#1;46.1238;-60.7042;175715;27;23-sep-96;11:55:00;24.043;6.446;16.65818;37.23;0;1.1975;18.5;0.2403
18NA96022_069;CAST#1;46.1238;-60.7042;175716;5;23-sep-96;11:55:00;23.409;16.278;257.2416;5.625;0.0925;0.224;0.1;0.801
18NA96022_069;CAST#1;46.1238;-60.7042;175717;1;23-sep-96;11:55:00;22.202;16.083;262.95808;5.475;0.0865;0.1445;0.11;0.801
18NA96022_080;CAST#1;46.0897;-60.7245;175718;17;23-sep-96;12:46:00;23.985;14.861;250.18532;4.33;0.3665;0.3725;1.42;0.6408
18NA96022_080;CAST#1;46.0897;-60.7245;175719;5;23-sep-96;12:46:00;23.245;15.91;258.98334;3.885;0.095;0.2645;0.14;1.2015
18NA96022_080;CAST#1;46.0897;-60.7245;175720;1;23-sep-96;12:46:00;22.023;15.841;260.45712;6.63;0.113;0.2335;0.67;1.4418
18NA96022_091;CAST#1;46.0693;-60.8167;175721;12;23-sep-96;13:24:00;24.052;14.434;250.18532;4.74;0.351;0.377;1.505;0
18NA96022_091;CAST#1;46.0693;-60.8167;175722;5;23-sep-96;13:24:00;22.782;16.325;259.34062;4.79;0.1325;0.1875;0.415;2.0025
18NA96022_091;CAST#1;46.0693;-60.8167;175723;1;23-sep-96;13:24:00;21.64;15.698;261.57362;7.71;0.0905;0.251;0.185;2.0826
18NA96022_102;CAST#1;46.0445;-60.8448;175724;9;23-sep-96;13:54:00;24.018;15.651;225.57766;7.21;0.4455;0.539;1.74;0.4005
18NA96022_102;CAST#1;46.0445;-60.8448;175725;5;23-sep-96;13:54:00;23.108;16.33;241.65526;7;0.121;0.327;0.33;1.602
18NA96022_114;CAST#1;45.9717;-61.0202;175726;27;23-sep-96;15:46:00;23.142;2.714;116.7859;27.69;0.2015;1.901;14.895;0
18NA96022_114;CAST#1;45.9717;-61.0202;175727;5;23-sep-96;15:46:00;20.08;15.639;264.87846;8.02;0.0995;0.3605;0.345;2.0025
18NA96022_114;CAST#1;45.9717;-61.0202;175728;1;23-sep-96;15:46:00;20.038;15.552;268.80854;8.265;0.0885;0.329;0.11;1.3617
18NA96022_127;CAST#1;45.9462;-61.122;175729;39;23-sep-96;16:30:00;23.053;3.026;1.02718;52.73;0;10.24;0;NaN
18NA96022_127;CAST#1;45.9462;-61.122;175730;25;23-sep-96;16:30:00;23.049;3.164;0.98252;41.5;0;8.24;0;0
18NA96022_127;CAST#1;45.9462;-61.122;175731;20;23-sep-96;16:30:00;23.042;3.335;0.93786;38.465;0;5.685;0.565;NaN
18NA96022_127;CAST#1;45.9462;-61.122;175732;15;23-sep-96;16:30:00;22.806;5.248;44.52602;17.565;1.5575;2.2325;11.89;0.4806
18NA96022_127;CAST#1;45.9462;-61.122;175733;10;23-sep-96;16:30:00;21.372;15.783;207.17774;8.625;0.214;0.715;1.21;0.6408
18NA96022_127;CAST#1;45.9462;-61.122;175734;5;23-sep-96;16:30:00;20.467;15.761;256.43772;7.215;0.128;0.4585;0.46;3.5244
18NA96022_127;CAST#1;45.9462;-61.122;175735;1;23-sep-96;16:30:00;20.093;15.463;259.51926;8.74;0.1405;0.377;0.48;1.2816
18NA96022_138;CAST#1;46.0043;-60.965;175736;7;23-sep-96;17:49:00;21.718;15.931;257.95616;7.67;0.1405;0.291;0.52;2.2428
18NA96022_138;CAST#1;46.0043;-60.965;175737;1;23-sep-96;17:49:00;21.251;15.537;259.2513;6.845;0.1395;0.302;0.47;2.1627
18NA96022_149;CAST#1;46.0542;-60.896;175738;9;23-sep-96;18:23:00;24.01;15.228;243.30768;5.76;0.2775;0.359;1.2;0.9612
18NA96022_149;CAST#1;46.0542;-60.896;175739;5;23-sep-96;18:23:00;22.994;16.402;258.3581;7.5;0.146;0.2985;0.47;1.1214
18NA96022_160;CAST#1;46.0815;-60.8912;175740;6;23-sep-96;18:43:00;23.582;16.414;233.88442;6.415;0.2555;0.426;0.975;0.8811
18NA96022_160;CAST#1;46.0815;-60.8912;175741;3;23-sep-96;18:43:00;23.078;16.713;234.77762;7.515;0.207;0.3765;0.8;3.0438
18NA96022_171;CAST#1;46.0752;-60.8653;175742;9;23-sep-96;19:07:00;23.887;16.014;242.5038;5.91;0.228;0.3695;1.01;3.6045
18NA96022_171;CAST#1;46.0752;-60.8653;175743;5;23-sep-96;19:07:00;22.539;16.146;265.90564;7.04;0.133;0.273;0.25;2.5632
18NA96022_182;CAST#1;46.0942;-60.708;175744;14;24-sep-96;11:14:00;23.911;15.943;251.07852;3.865;0.168;0.2565;0.37;0.0801
18NA96022_182;CAST#1;46.0942;-60.708;175745;5;24-sep-96;11:14:00;23.674;15.671;253.6688;4.505;0.1925;0.277;0.6;0.4005
18NA96022_193;CAST#1;46.0853;-60.6868;175746;87;24-sep-96;11:31:00;25.419;4.42;220.21846;19.12;0.1995;1.392;10.9;NaN
18NA96022_193;CAST#1;46.0853;-60.6868;175747;50;24-sep-96;11:31:00;25.035;6.608;271.71144;8.58;0.1375;0.61;5.39;NaN
18NA96022_193;CAST#1;46.0853;-60.6868;175748;25;24-sep-96;11:31:00;24.448;15.596;246.88048;4.76;0.209;0.288;0.74;0.0801
18NA96022_193;CAST#1;46.0853;-60.6868;175749;7;24-sep-96;11:31:00;23.611;15.656;239.02032;4.38;0.1495;0.232;0.29;0.9612
18NA96022_193;CAST#1;46.0853;-60.6868;175750;1;24-sep-96;11:31:00;23.229;15.357;259.20664;4.375;0.13;0.2715;0.21;0.4005
18NA96022_204;CAST#1;46.0808;-60.6782;175751;17;24-sep-96;11:52:00;23.517;15.527;256.25908;4.17;0.14;0.2365;0.265;0.3204
18NA96022_204;CAST#1;46.0808;-60.6782;175752;5;24-sep-96;11:52:00;23.095;15.217;264.07458;3.975;0.127;0.207;0.13;1.1214
18NA96022_215;CAST#1;46.1342;-60.6052;175753;27;24-sep-96;12:26:00;25.448;16.121;245.13874;4.17;0.141;0.3185;0.45;0.801
18NA96022_215;CAST#1;46.1342;-60.6052;175754;2;24-sep-96;12:26:00;24.303;15.659;252.41832;4.545;0.122;0.248;0.27;0.8811
18NA96022_225;CAST#1;46.0148;-60.7457;175671;110;22-sep-96;11:55:00;25.594;0.525;326.55392;9.57;0.0985;0.806;6.69;NaN
18NA96022_225;CAST#1;46.0148;-60.7457;175672;90;22-sep-96;11:55:00;25.578;0.732;324.94616;9.36;0.0915;0.812;6.59;NaN
18NA96022_225;CAST#1;46.0148;-60.7457;175673;65;22-sep-96;11:55:00;25.261;4.603;290.24534;8.295;0.0975;0.727;5.66;NaN
18NA96022_225;CAST#1;46.0148;-60.7457;175674;30;22-sep-96;11:55:00;24.848;7.842;271.48814;7.095;0.1275;0.612;4.05;0.0801
18NA96022_225;CAST#1;46.0148;-60.7457;175675;1;22-sep-96;11:55:00;22.752;15.521;264.47652;3.555;0.159;0.234;0.12;0.4005
18NA96022_225;CAST#1;46.0148;-60.7457;175676;7;22-sep-96;11:55:00;22.766;15.562;264.78914;3.495;0.0745;0.213;0.05;1.2015
18NA96022_226;CAST#1;46.212;-60.5177;175755;72;24-sep-96;13:11:00;27.189;14.169;259.4746;3.395;0.155;0.379;0.6;NaN
18NA96022_226;CAST#1;46.212;-60.5177;175756;32;24-sep-96;13:11:00;26.3;14.847;256.75034;3.13;0.1665;0.266;0.46;0.9612
18NA96022_226;CAST#1;46.212;-60.5177;175757;9;24-sep-96;13:11:00;25.435;15.708;253.40084;3.65;0.191;0.276;0.27;0.6408
18NA96022_237;CAST#1;46.2423;-60.4855;175758;27;24-sep-96;13:39:00;28.484;13.102;265.14642;3.085;0.152;0.4265;0.76;0.9612
18NA96022_237;CAST#1;46.2423;-60.4855;175759;7;24-sep-96;13:39:00;27.183;14.128;262.77944;3.315;0.1555;0.3715;0.63;0.3204
18NA96022_237;CAST#1;46.2423;-60.4855;175760;1;24-sep-96;13:39:00;26.33;14.716;257.55422;3.64;0.153;0.288;0.36;1.5219
18NA96022_239;CAST#1;46.289;-60.4168;175761;7;24-sep-96;14:08:00;28.563;12.91;270.05902;3.1;0.1855;0.445;0.67;0.4806
18NA96022_239;CAST#1;46.289;-60.4168;175762;1;24-sep-96;14:08:00;28.461;12.983;269.38912;3.195;0.2085;0.378;0.69;0.3204
18NA96022_243;CAST#1;46.236;-60.5;175763;14;24-sep-96;15:04:00;26.588;14.768;219.41458;4.375;0.2005;0.3945;0.565;0.7209
18NA96022_243;CAST#1;46.236;-60.5;175764;5;24-sep-96;15:04:00;25.861;15.288;293.46086;3.75;0.1665;0.3155;0.33;0.9612
18NA96022_243;CAST#1;46.236;-60.5;175765;1;24-sep-96;15:04:00;25.47;15.598;256.08044;3.73;0.17;0.295;0.29;0.6408
18NA96022_244;CAST#1;46.1837;-60.5648;175766;36;24-sep-96;16:25:00;26.569;14.733;256.08044;3.74;0.2395;0.3965;0.55;0.7209
18NA96022_244;CAST#1;46.1837;-60.5648;175767;15;24-sep-96;16:25:00;25.315;15.74;235.26888;4.185;0.1715;0.4135;0.33;0.4005
18NA96022_244;CAST#1;46.1837;-60.5648;175768;1;24-sep-96;16:25:00;24.542;15.989;254.74064;4.1;0.1645;0.2555;0.29;0.801
18NA96022_247;CAST#1;46.035;-60.7297;175769;177;24-sep-96;17:53:00;25.612;0.405;325.88402;10.2;0.343;0.8435;7.025;NaN
18NA96022_247;CAST#1;46.035;-60.7297;175770;150;24-sep-96;17:53:00;25.605;0.435;327.22382;9.885;0.118;0.7925;6.89;NaN
18NA96022_247;CAST#1;46.035;-60.7297;175771;100;24-sep-96;17:53:00;25.579;0.707;326.018;9.755;0.124;0.7865;6.775;NaN
18NA96022_247;CAST#1;46.035;-60.7297;175772;75;24-sep-96;17:53:00;25.456;2.533;307.30546;8.285;0.1275;0.704;6.16;NaN
18NA96022_247;CAST#1;46.035;-60.7297;175773;40;24-sep-96;17:53:00;25.062;6.734;274.2124;8.085;0.1235;0.644;5.1;0.2403
18NA96022_247;CAST#1;46.035;-60.7297;175774;7;24-sep-96;17:53:00;22.806;15.189;270.23766;4.23;0.0955;0.2545;0.045;0.7209
18NA96022_253;CAST#1;45.9847;-60.7678;175775;20;24-sep-96;18:45:00;23.195;13.97;260.01052;4.275;0.2055;0.3095;1.03;0.7209
18NA96022_253;CAST#1;45.9847;-60.7678;175776;2;24-sep-96;18:45:00;22.707;14.82;266.88816;4.36;0.154;0.242;0.42;1.1214
18NA96022_257;CAST#1;45.9542;-60.8037;175777;25;25-sep-96;11:06:00;22.337;13.903;265.68234;4.29;0.1855;0.2465;0.51;0.6408
18NA96022_257;CAST#1;45.9542;-60.8037;175778;7;25-sep-96;11:06:00;22.211;13.867;268.1833;3.86;0.173;0.222;0.31;0.6408
18NA96022_261;CAST#1;45.894;-60.9085;175779;15;25-sep-96;11:53:00;22.485;13.853;257.4649;4.795;0.327;0.3245;1.185;0.8811
18NA96022_261;CAST#1;45.894;-60.9085;175780;5;25-sep-96;11:53:00;21.689;13.968;273.18522;4.63;0.125;0.2045;0.055;1.3617
18NA96022_263;CAST#1;45.9167;-60.962;175781;10;25-sep-96;12:22:00;21.993;13.688;260.1445;4.785;0.273;0.3135;0.76;0.7209
18NA96022_263;CAST#1;45.9167;-60.962;175782;5;25-sep-96;12:22:00;21.897;13.831;267.55806;4.46;0.1505;0.2035;0.4;1.2015
18NA96022_263;CAST#1;45.9167;-60.962;175783;1;25-sep-96;12:22:00;19.977;13.876;266.1736;7.695;0.2415;0.191;0.67;1.2816
18NA96022_264;CAST#1;46.0233;-60.7647;175677;19;22-sep-96;12:35:00;24.584;10.96;241.74458;6.09;0.1745;0.5035;2.89;0.2403
18NA96022_264;CAST#1;46.0233;-60.7647;175678;4;22-sep-96;12:35:00;22.628;15.726;207.53502;3.54;0.065;0.198;0.06;0.4806
18NA96022_265;CAST#1;45.8738;-61.0717;175784;5;25-sep-96;13:14:00;21.416;15.805;221.5136;12.785;0.3125;0.382;1.19;0.7209
18NA96022_265;CAST#1;45.8738;-61.0717;175785;1;25-sep-96;13:14:00;14.958;14.097;272.426;12.97;0.6705;0.2125;1.805;0.4806
18NA96022_275;CAST#1;45.8962;-60.9995;175786;4;25-sep-96;13:44:00;20.357;15.396;244.69214;12.49;0.242;0.3205;1.07;3.3642
18NA96022_275;CAST#1;45.8962;-60.9995;175787;1;25-sep-96;13:44:00;11.797;12.227;289.70942;15.21;0.259;0.18;1.49;1.0413
18NA96022_276;CAST#1;45.9033;-61.0537;175788;5;25-sep-96;14:20:00;21.943;14.957;213.16218;7.85;0.2975;0.3815;0.99;0.4005
18NA96022_276;CAST#1;45.9033;-61.0537;175789;1;25-sep-96;14:20:00;14.727;13.862;277.02598;14.64;0.229;0.219;1.12;2.8836
18NA96022_277;CAST#1;45.785;-61.0085;175790;56;25-sep-96;16:17:00;22.328;7.349;232.14268;12.01;0.083;0.831;5.145;NaN
18NA96022_277;CAST#1;45.785;-61.0085;175791;15;25-sep-96;16:17:00;21.565;14.431;267.7367;3.355;0.104;0.1775;0.295;0.6408
18NA96022_277;CAST#1;45.785;-61.0085;175792;5;25-sep-96;16:17:00;21.483;14.619;272.82794;3.225;0.071;0.174;0.14;1.4418
18NA96022_277;CAST#1;45.785;-61.0085;175793;1;25-sep-96;16:17:00;21.459;14.674;274.97162;3.15;0.0625;0.1515;0.11;0.6408
18NA96022_278;CAST#1;45.7817;-61.0852;175794;40;25-sep-96;16:52:00;22.017;6.177;208.91948;15.335;0.133;0.9075;5.8;NaN
18NA96022_278;CAST#1;45.7817;-61.0852;175795;5;25-sep-96;16:52:00;21.381;14.903;273.05124;3.475;0.1395;0.151;0.19;0.8811
18NA96022_278;CAST#1;45.7817;-61.0852;175796;1;25-sep-96;16:52:00;21.108;14.87;275.68618;3.71;0.0675;0.1495;0.12;0.801
18NA96022_279;CAST#1;45.7287;-61.098;175797;25;25-sep-96;17:24:00;22.005;9.25;225.84562;9.79;0.17;0.617;4.1;0.6408
18NA96022_279;CAST#1;45.7287;-61.098;175798;5;25-sep-96;17:24:00;21.441;14.789;273.85512;3.2;0.097;0.178;0.24;0.9612
18NA96022_279;CAST#1;45.7287;-61.098;175799;1;25-sep-96;17:24:00;NaN;NaN;273.58716;3.27;0.064;0.156;0.13;1.5219
18NA96022_280;CAST#1;45.8032;-60.912;175800;40;25-sep-96;18:28:00;22.374;7.404;270.193;6.055;0.107;0.4765;2.9;0.1602
18NA96022_280;CAST#1;45.8032;-60.912;175801;25;25-sep-96;18:28:00;22.223;10.319;261.43964;5.085;0.155;0.394;2.13;0.3204
18NA96022_280;CAST#1;45.8032;-60.912;175802;5;25-sep-96;18:28:00;21.686;14.516;274.659;2.935;0.0645;0.156;0.16;1.2816
18NA96022_281;CAST#1;45.819;-60.8527;175803;135;25-sep-96;18:53:00;22.565;4.26;277.74054;9.69;0.101;0.687;4.48;NaN
18NA96022_281;CAST#1;45.819;-60.8527;175804;99;25-sep-96;18:53:00;22.543;4.564;278.85704;8.655;0.084;0.618;4.125;NaN
18NA96022_281;CAST#1;45.819;-60.8527;175805;50;25-sep-96;18:53:00;22.485;5.531;255.94646;7.42;0.084;0.546;3.42;NaN
18NA96022_281;CAST#1;45.819;-60.8527;175806;15;25-sep-96;18:53:00;21.815;14.394;272.55998;2.635;0.093;0.1795;0.295;1.602
18NA96022_281;CAST#1;45.819;-60.8527;175807;5;25-sep-96;18:53:00;21.8;14.598;276.93666;2.84;0.0615;0.1755;0.16;0.801
18NA96022_282;CAST#1;45.848;-60.7647;175808;65;25-sep-96;19:36:00;22.485;5.173;276.04346;7.08;0.1;0.5185;3.38;NaN
18NA96022_282;CAST#1;45.848;-60.7647;175809;50;25-sep-96;19:36:00;22.463;5.744;275.15026;7.135;0.0855;0.537;3.5;NaN
18NA96022_282;CAST#1;45.848;-60.7647;175810;25;25-sep-96;19:36:00;22.157;11.254;262.64546;4.805;0.2385;0.359;1.81;0.3204
18NA96022_282;CAST#1;45.848;-60.7647;175811;5;25-sep-96;19:36:00;21.768;14.539;275.68618;2.985;0.0665;0.167;0.295;0.9612
18NA96022_282;CAST#1;45.848;-60.7647;175812;1;25-sep-96;19:36:00;21.772;14.547;275.41822;2.845;0.1945;0.155;0.5;0.3204
18NA96022_283;CAST#1;45.8692;-60.8375;175813;40;25-sep-96;20:13:00;22.356;7.298;269.12116;6.21;0.1705;0.4695;3.165;NaN
18NA96022_283;CAST#1;45.8692;-60.8375;175814;20;25-sep-96;20:13:00;21.875;13.909;270.01436;2.98;0.098;0.187;0.48;1.1214
18NA96022_283;CAST#1;45.8692;-60.8375;175815;5;25-sep-96;20:13:00;21.812;14.534;276.13278;2.685;0.0545;0.1555;0.19;0.9612
18NA96022_283;CAST#1;45.8692;-60.8375;175816;1;25-sep-96;20:13:00;21.812;14.53;277.3386;2.735;0.07;0.1595;0.22;0.1602
18NA96022_285;CAST#1;45.9215;-60.8268;175817;55;25-sep-96;20:40:00;24.211;12.593;203.78358;13.685;0.133;0.89;6.28;NaN
18NA96022_285;CAST#1;45.9215;-60.8268;175818;30;25-sep-96;20:40:00;23;14.117;256.3484;4.815;0.2435;0.3175;1.47;0.4806
18NA96022_285;CAST#1;45.9215;-60.8268;175819;5;25-sep-96;20:40:00;21.857;13.905;276.57938;3.43;0.1455;0.191;0.28;0.4005
18NA96022_285;CAST#1;45.9215;-60.8268;175820;1;25-sep-96;20:40:00;21.788;13.901;276.6687;3.435;0.0645;0.1935;0.26;1.3617
18NA96022_295;CAST#1;45.915;-60.7572;175821;68;27-sep-96;11:32:00;22.329;4.077;268.45126;10.39;0.075;0.646;4.115;NaN
18NA96022_295;CAST#1;45.915;-60.7572;175822;40;27-sep-96;11:32:00;22.386;5.34;276.17744;7.475;0.1415;0.544;3.43;NaN
18NA96022_295;CAST#1;45.915;-60.7572;175823;5;27-sep-96;11:32:00;21.803;13.963;275.15026;3.24;0.0995;0.164;0.31;0.9612
18NA96022_295;CAST#1;45.915;-60.7572;175824;1;27-sep-96;11:32:00;20.351;13.824;258.09014;2.995;0.2425;0.167;0.35;0.801
18NA96022_297;CAST#1;45.8777;-60.6755;175825;25;27-sep-96;12:19:00;22.218;9.211;265.9503;5.885;0.166;0.3965;2.33;0
18NA96022_297;CAST#1;45.8777;-60.6755;175826;5;27-sep-96;12:19:00;21.652;13.192;280.33082;4.115;0.105;0.1985;0.34;0.2403
18NA96022_297;CAST#1;45.8777;-60.6755;175827;1;27-sep-96;12:19:00;21.63;13.173;280.86674;4.155;0.1585;0.2005;0.34;0.4005
18NA96022_299;CAST#1;45.9012;-60.6115;175828;17;27-sep-96;12:59:00;21.995;11.544;NaN;4.935;0.1735;0.293;1.23;0.1602
18NA96022_299;CAST#1;45.9012;-60.6115;175829;5;27-sep-96;12:59:00;21.378;13.127;281.8046;4.745;0.0955;0.1945;0.275;0.3204
18NA96022_299;CAST#1;45.9012;-60.6115;175830;1;27-sep-96;12:59:00;21.38;13.124;283.05508;4.79;0.0935;0.2165;0.27;0.2403
18NA96022_300;CAST#1;46.007;-60.4083;175831;8;27-sep-96;14:14:00;21.316;12.292;270.4163;6.155;0.274;0.297;1;0.4005
18NA96022_300;CAST#1;46.007;-60.4083;175832;1;27-sep-96;14:14:00;19.915;11.753;285.28808;10.64;0.1975;0.248;1.025;0.1602
18NA96022_301;CAST#1;45.967;-60.4787;175833;75;27-sep-96;14:44:00;22.168;6.112;251.70376;10.71;0.1235;0.766;4.54;NaN
18NA96022_301;CAST#1;45.967;-60.4787;175834;25;27-sep-96;14:44:00;22.013;9.938;257.2416;6.995;0.196;0.4335;2.48;0.2403
18NA96022_301;CAST#1;45.967;-60.4787;175835;5;27-sep-96;14:44:00;21.299;12.984;278.32112;5.605;0.1215;0.2265;0.405;0.6408
18NA96022_301;CAST#1;45.967;-60.4787;175836;1;27-sep-96;14:44:00;21.269;13.138;278.85704;5.545;0.1295;0.2375;0.43;0.8811
18NA96022_302;CAST#1;45.9408;-60.528;175837;34;27-sep-96;15:38:00;22.023;9.691;255.14258;7.75;0.2155;0.524;2.705;0.4005
18NA96022_302;CAST#1;45.9408;-60.528;175838;5;27-sep-96;15:38:00;21.041;13.062;283.90362;5.91;0.0995;0.2125;0.25;0.4806
18NA96022_302;CAST#1;45.9408;-60.528;175839;1;27-sep-96;15:38:00;20.98;13.18;282.6978;5.485;0.187;0.2825;0.42;0.1602
18NA96022_303;CAST#1;45.9577;-60.5745;175840;25;27-sep-96;16:30:00;NaN;NaN;192.35062;13.335;0.81;1.017;4.085;0.1602
18NA96022_303;CAST#1;45.9577;-60.5745;175841;5;27-sep-96;16:30:00;20.879;13.123;281.71528;7.15;0.089;0.2985;0.265;1.2015
18NA96022_303;CAST#1;45.9577;-60.5745;175842;1;27-sep-96;16:30:00;20.682;13.44;283.27838;7.17;0.07;0.2515;0.23;0.6408
18NA96022_304;CAST#1;46.0553;-60.6242;175679;120;22-sep-96;13:32:00;25.424;0.263;311.63748;13.275;0.074;0.9045;7.77;NaN
18NA96022_304;CAST#1;46.0553;-60.6242;175680;71;22-sep-96;13:32:00;25.182;1.452;303.33072;9.885;0.078;0.767;6.93;NaN
18NA96022_304;CAST#1;46.0553;-60.6242;175681;38;22-sep-96;13:32:00;24.917;6.896;273.58716;6.985;0.113;0.5965;4.04;0.4806
18NA96022_304;CAST#1;46.0553;-60.6242;175682;7;22-sep-96;13:32:00;22.445;16.147;264.6105;4.53;0.096;0.2205;0.19;3.7647
18NA96022_304;CAST#1;46.0553;-60.6242;175683;1;22-sep-96;13:32:00;22.448;16.148;265.59302;4.475;0.098;0.1875;0.095;0.9612
18NA96022_305;CAST#1;45.9543;-60.5855;175843;5;27-sep-96;17:02:00;20.772;12.877;263.494;7.44;0.088;0.329;0.35;0.5607
18NA96022_305;CAST#1;45.9543;-60.5855;175844;1;27-sep-96;17:02:00;20.72;13.183;285.19876;7.59;0.087;0.272;0.24;0.5607
18NA96022_306;CAST#1;45.7432;-60.8022;175845;26;27-sep-96;19:33:00;21.991;12.145;261.61828;5.545;0.21;0.3195;1.35;0.2403
18NA96022_306;CAST#1;45.7432;-60.8022;175846;15;27-sep-96;19:33:00;21.503;13.835;276.892;4.355;0.1275;0.199;0.37;1.2015
18NA96022_306;CAST#1;45.7432;-60.8022;175847;5;27-sep-96;19:33:00;21.444;13.843;276.49006;4.49;0.139;0.27;0.465;0.8811
18NA96022_306;CAST#1;45.7432;-60.8022;175848;1;27-sep-96;19:33:00;21.449;13.843;276.40074;4.53;0.14;0.1875;0.58;0.6408
18NA96022_307;CAST#1;45.7013;-60.7933;175849;13;27-sep-96;19:58:00;21.039;14.074;271.80076;5.06;0.1595;0.177;0.46;0.6408
18NA96022_307;CAST#1;45.7013;-60.7933;175850;5;27-sep-96;19:58:00;21.048;14.057;274.03376;4.985;0.1525;0.166;0.5;3.1239
18NA96022_307;CAST#1;45.7013;-60.7933;175851;1;27-sep-96;19:58:00;21.047;14.055;273.36386;5.1;0.146;0.2135;0.79;2.8035
18NA96022_308;CAST#1;45.6752;-60.8285;175852;17;27-sep-96;20:18:00;21.967;13.698;208.74084;10.635;0.9335;0.626;2.69;2.7234
18NA96022_308;CAST#1;45.6752;-60.8285;175853;5;27-sep-96;20:18:00;20.685;14.582;273.49784;4.865;0.141;0.11;0.36;0.8811
18NA96022_309;CAST#1;45.6572;-60.8567;175854;20;27-sep-96;20:40:00;22.283;5.47;145.63626;13.72;0.128;1.4995;9.07;0.2403
18NA96022_309;CAST#1;45.6572;-60.8567;175855;5;27-sep-96;20:40:00;19.831;14.112;284.7075;4.805;0.076;0.1445;0.345;2.8836
18NA96022_309;CAST#1;45.6572;-60.8567;175856;1;27-sep-96;20:40:00;19.791;14.136;286.67254;4.75;0.068;0.0655;0.24;0.9612
18NA96022_315;CAST#1;46.0705;-60.6432;175684;35;22-sep-96;14:04:00;24.905;6.633;281.53664;7.08;0.1335;0.6355;4.625;0.8811
