CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18NE17020_002;HL_02;44.27094;-63.32628;436987;185.46;28-jun-17;00:46:00;185.466;34.3701;8.6948;3.7256;0.02791;13.925;1.2495;15.935;34.366;0.07;4.1395
18NE17020_002;HL_02;44.27058;-63.32728;436988;100.87;28-jun-17;00:46:00;100.872;32.7445;3.6974;5.7318;0.05254;9.465;1.059;10.56;NaN;0.145;NaN
18NE17020_002;HL_02;44.26974;-63.32806;436989;76.08;28-jun-17;00:46:00;76.085;32.12;2.297;6.4819;0.04433;5.66;0.895;6.38;NaN;0.2;NaN
18NE17020_002;HL_02;44.26943;-63.3283;436990;50.65;28-jun-17;00:46:00;50.651;31.8226;2.4516;6.962;0.17239;3.095;0.723;3.545;NaN;0.22;NaN
18NE17020_002;HL_02;44.26928;-63.32843;436991;40.65;28-jun-17;00:46:00;40.654;31.648;3.0457;6.9597;0.15018;2.62;0.673;2.67;31.688;0.215;7.3
18NE17020_002;HL_02;44.26912;-63.32858;436992;30.13;28-jun-17;00:46:00;30.134;31.3327;4.0394;7.0764;0.45027;1.55;0.5395;1.235;NaN;0.135;NaN
18NE17020_002;HL_02;44.26886;-63.3287;436993;20.18;28-jun-17;00:46:00;20.187;31.1316;5.0676;7.059;0.6754;0.915;0.4505;0.425;NaN;0.07;NaN
18NE17020_002;HL_02;44.26874;-63.3288;436994;10.44;28-jun-17;00:46:00;10.442;30.7852;9.71;6.4704;0.19114;0.625;0.3815;0;NaN;0.035;NaN
18NE17020_002;HL_02;44.26842;-63.32906;436995;5.18;28-jun-17;00:46:00;5.183;30.7482;10.3879;6.4104;0.22527;0.38;0.332;0;NaN;0.035;NaN
18NE17020_002;HL_02;44.26836;-63.32914;436996;1.32;28-jun-17;00:46:00;1.329;30.6673;12.1227;6.2271;0.24575;0.34;0.3205;0;30.685;0.035;6.72
18NE17020_003;8;43.66594;-62.79584;437017;197.3;29-jun-17;10:06:00;197.302;35.2177;10.8827;2.7521;0.00985;15.645;1.44;20.63;35.231;0.065;3.0905
18NE17020_003;8;43.66681;-62.79488;437018;50.73;29-jun-17;10:12:00;50.739;32.9753;4.7276;5.8308;0.21844;4.7;0.87;7.395;NaN;0.445;NaN
18NE17020_003;8;43.66704;-62.79464;437019;25.51;29-jun-17;10:13:00;25.512;32.5509;9.0391;6.722;1.22215;1.03;0.3215;0;NaN;0.03;NaN
18NE17020_003;8;43.66718;-62.79446;437020;5.63;29-jun-17;10:14:00;5.635;31.5833;12.8036;5.8887;0.46635;0.735;0.3065;0;NaN;0.025;6.413
18NE17020_004;100;42.61168;-66.48223;437323;173.5;15-jul-17;01:53:00;173.5;35.5968;12.8229;3.7278;0.04433;5.985;0.842;13.01;35.629;0.05;4.1505
18NE17020_004;100;42.61188;-66.48444;437324;50.59;15-jul-17;01:58:00;50.591;32.2493;6.3491;6.5248;0.83621;2.29;0.6025;3.555;NaN;0.15;NaN
18NE17020_004;100;42.6119;-66.48497;437325;25.13;15-jul-17;01:59:00;25.138;31.9605;10.2984;6.5042;1.28648;0.5;0.3535;0.44;NaN;0.04;NaN
18NE17020_004;100;42.6118;-66.48536;437326;5.15;15-jul-17;02:00:00;5.156;31.8267;13.5471;5.9395;0.53067;0.32;0.3225;0.38;NaN;0;6.5085
18NE17020_005;102;42.78634;-66.53824;437327;110.71;15-jul-17;05:08:00;110.718;34.1801;10.0283;4.8374;0.11264;4.74;0.72;8.705;34.211;0.205;5.2645
18NE17020_005;102;42.78642;-66.53942;437328;50.22;15-jul-17;05:11:00;50.224;32.3201;7.1469;6.4062;0.34815;2.09;0.566;2.98;NaN;0.165;NaN
18NE17020_005;102;42.78656;-66.54007;437329;25.13;15-jul-17;05:12:00;25.138;31.9488;12.3868;6.2591;0.51881;0.54;0.325;0.43;NaN;0;NaN
18NE17020_005;102;42.78663;-66.54049;437330;5.16;15-jul-17;05:13:00;5.166;31.8595;13.8249;5.9358;0.40276;0.45;0.311;0.38;NaN;0.045;6.46
18NE17020_006;104;42.74684;-66.04628;437331;68.64;15-jul-17;09:25:00;68.641;32.9425;7.9356;5.7775;0.64324;3.91;0.713;6.03;32.973;0.21;6.1525
18NE17020_006;104;42.7464;-66.04541;437332;50;15-jul-17;09:26:00;50.004;32.951;8.0788;5.7743;0.62716;3.81;0.687;4.945;NaN;0.215;NaN
18NE17020_006;104;42.74606;-66.04443;437333;24.92;15-jul-17;09:28:00;24.927;32.1625;5.5137;6.6702;1.67242;2.17;0.5885;2.64;NaN;0.19;NaN
18NE17020_006;104;42.74582;-66.04354;437334;4.88;15-jul-17;09:29:00;4.885;31.8621;13.7379;5.9128;0.83621;0.74;0.3055;0.385;NaN;0;6.5035
18NE17020_008;106;42.65398;-66.05426;437335;71.23;15-jul-17;12:27:00;71.236;33.0002;7.9965;5.6805;0.49851;4.305;0.7135;5.34;33.024;0.245;6.107
18NE17020_008;106;42.65378;-66.05446;437336;50.21;15-jul-17;12:29:00;50.217;33.0021;8.0618;5.6826;0.49851;4.105;0.712;6.19;NaN;0.225;NaN
18NE17020_008;106;42.65366;-66.05452;437337;25.49;15-jul-17;12:30:00;25.49;32.665;8.7662;6.3443;1.28648;2.37;0.5495;3.27;NaN;0.16;NaN
18NE17020_008;106;42.6535;-66.05452;437338;5.06;15-jul-17;12:31:00;5.069;31.9742;13.8891;5.8619;0.72364;0.715;0.2865;0.35;NaN;0;6.4375
18NE17020_009;108;42.5278;-65.72946;437339;89.93;15-jul-17;16:58:00;89.939;34.4857;10.9981;4.5842;0.11946;5.74;0.785;10.19;34.509;0.08;4.9865
18NE17020_009;108;42.5278;-65.72982;437340;50.26;15-jul-17;17:00:00;50.267;34.2958;10.4088;4.7209;0.16383;5.675;0.7835;10.135;NaN;0.075;NaN
18NE17020_009;108;42.52774;-65.72998;437341;25.24;15-jul-17;17:01:00;25.247;33.0783;8.734;5.7181;0.27988;4.02;0.673;6.52;NaN;0.135;NaN
18NE17020_009;108;42.52784;-65.73025;437342;4.5;15-jul-17;17:01:00;4.507;32.9712;16.0271;5.5254;0.51539;0.425;0.2325;0.355;NaN;0;6.124
18NE17020_010;111;42.64306;-65.5044;437343;92.22;15-jul-17;21:23:00;92.224;35.016;12.6151;4.2722;0.12628;5.575;0.762;10.615;35.046;0.16;4.701
18NE17020_010;111;42.64308;-65.5042;437344;50.9;15-jul-17;21:25:00;50.903;34.9974;12.5855;4.3156;0.14677;5.5;0.7595;10.53;NaN;0.165;NaN
18NE17020_010;111;42.64304;-65.50393;437345;24.97;15-jul-17;21:26:00;24.97;33.4288;12.2435;5.6491;1.41513;2.17;0.4545;3.18;NaN;0.13;NaN
18NE17020_010;111;42.643;-65.50358;437346;5.32;15-jul-17;21:27:00;5.321;32.2109;14.6548;5.8464;0.88445;0.59;0.2795;0.335;NaN;0;6.3755
18NE17020_012;113;42.24264;-65.84708;437347;225.97;16-jul-17;02:18:00;225.979;35.1779;8.6118;3.7024;0.01806;12.43;1.3845;20.98;35.206;0.035;4.1175
18NE17020_012;113;42.24233;-65.84712;437348;50.97;16-jul-17;02:12:00;50.971;33.3269;9.3175;5.7516;0.80405;2.58;0.5265;3.785;NaN;0.23;NaN
18NE17020_012;113;42.2423;-65.84719;437349;25.58;16-jul-17;02:12:00;25.585;32.42;9.9949;6.4372;1.6885;1.5;0.4035;0.87;NaN;0.075;NaN
