CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;TEMP_XX;OXYM_01;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18HU87037_305;CAST#1;45.20667;-48.00333;39449;1016;31-oct-87;04:31:00;3.381;305.4744;9.49;NaN;17.88
18HU87037_305;CAST#1;45.20667;-48.00333;39450;914;31-oct-87;04:31:00;3.48;299.222;9.49;NaN;17.76
18HU87037_305;CAST#1;45.20667;-48.00333;39451;711;31-oct-87;04:31:00;3.558;296.989;9.34;NaN;17.83
18HU87037_305;CAST#1;45.20667;-48.00333;39452;610;31-oct-87;04:31:00;3.366;304.1346;8.92;NaN;17.7
18HU87037_305;CAST#1;45.20667;-48.00333;39453;508;31-oct-87;04:31:00;3.806;289.8434;9.44;NaN;18.31
18HU87037_305;CAST#1;45.20667;-48.00333;39454;404;31-oct-87;04:31:00;4.48;265.727;10.71;NaN;19.36
18HU87037_305;CAST#1;45.20667;-48.00333;39455;304;31-oct-87;04:31:00;5.089;244.7368;11.55;NaN;20.14
18HU87037_305;CAST#1;45.20667;-48.00333;39456;103;31-oct-87;04:31:00;5.606;217.9408;11.08;NaN;20.21
18HU87037_305;CAST#1;45.20667;-48.00333;39457;12;31-oct-87;04:31:00;7.972;318.8724;0.62;NaN;0.04
18HU87037_306;CAST#1;45.30667;-48.325;39458;1440;31-oct-87;04:31:00;3.296;307.7074;9.66;NaN;17.04
18HU87037_306;CAST#1;45.30667;-48.325;39459;1371;31-oct-87;04:31:00;3.287;309.9404;10.09;NaN;17.68
18HU87037_306;CAST#1;45.30667;-48.325;39460;1319;31-oct-87;04:31:00;3.278;308.6006;10.19;NaN;17.78
18HU87037_306;CAST#1;45.30667;-48.325;39461;1267;31-oct-87;04:31:00;3.271;311.7268;10.13;NaN;17.92
18HU87037_306;CAST#1;45.30667;-48.325;39462;1263;31-oct-87;04:31:00;3.271;311.7268;9.86;NaN;17.66
18HU87037_306;CAST#1;45.30667;-48.325;39463;1220;31-oct-87;04:31:00;3.273;312.1734;9.85;NaN;17.83
18HU87037_306;CAST#1;45.30667;-48.325;39464;1166;31-oct-87;04:31:00;3.291;312.1734;9.6;NaN;17.73
18HU87037_306;CAST#1;45.30667;-48.325;39465;1111;31-oct-87;04:31:00;3.298;311.7268;9.52;NaN;17.58
18HU87037_306;CAST#1;45.30667;-48.325;39466;1012;31-oct-87;04:31:00;3.356;309.4938;9.38;NaN;18.21
18HU87037_306;CAST#1;45.30667;-48.325;39467;910;31-oct-87;04:31:00;3.403;306.3676;NaN;NaN;NaN
18HU87037_306;CAST#1;45.30667;-48.325;39468;812;31-oct-87;04:31:00;3.403;306.3676;9.39;NaN;17.85
18HU87037_306;CAST#1;45.30667;-48.325;39469;710;31-oct-87;04:31:00;3.367;306.3676;9.38;NaN;17.97
18HU87037_306;CAST#1;45.30667;-48.325;39470;607;31-oct-87;04:31:00;3.263;311.7268;8.76;NaN;17.35
18HU87037_306;CAST#1;45.30667;-48.325;39471;510;31-oct-87;04:31:00;3.364;306.8142;8.93;NaN;17.44
18HU87037_306;CAST#1;45.30667;-48.325;39472;408;31-oct-87;04:31:00;3.432;303.688;8.84;NaN;17.42
18HU87037_306;CAST#1;45.30667;-48.325;39473;307;31-oct-87;04:31:00;3.509;301.9016;9.62;NaN;17.52
18HU87037_306;CAST#1;45.30667;-48.325;39474;206;31-oct-87;04:31:00;3.573;295.2026;8.97;NaN;17.76
18HU87037_306;CAST#1;45.30667;-48.325;39475;154;31-oct-87;04:31:00;3.331;294.3094;8.77;NaN;17.56
18HU87037_306;CAST#1;45.30667;-48.325;39476;103;31-oct-87;04:31:00;2.747;305.4744;6.81;NaN;14.95
18HU87037_306;CAST#1;45.30667;-48.325;39477;55;31-oct-87;04:31:00;5.199;323.785;2.67;NaN;3.54
18HU87037_306;CAST#1;45.30667;-48.325;39478;15;31-oct-87;04:31:00;8.47;307.2608;1.25;NaN;0.09
18HU87037_307;CAST#1;45.41167;-48.66667;39479;317;31-oct-87;11:07:00;1.009;307.7074;10.47;NaN;15.06
18HU87037_307;CAST#1;45.41167;-48.66667;39480;285;31-oct-87;11:07:00;0.524;71.0094;9.71;NaN;14.59
18HU87037_307;CAST#1;45.41167;-48.66667;39481;243;31-oct-87;11:07:00;0.332;314.853;9.67;NaN;14.48
18HU87037_307;CAST#1;45.41167;-48.66667;39482;203;31-oct-87;11:07:00;0.08;316.1928;9.5;NaN;14.1
18HU87037_307;CAST#1;45.41167;-48.66667;39483;162;31-oct-87;11:07:00;-0.429;318.8724;9.37;NaN;13.16
18HU87037_307;CAST#1;45.41167;-48.66667;39484;124;31-oct-87;11:07:00;-0.534;321.1054;9.76;NaN;12.91
18HU87037_307;CAST#1;45.41167;-48.66667;39485;93;31-oct-87;11:07:00;-0.774;324.2316;9.29;NaN;11.92
18HU87037_307;CAST#1;45.41167;-48.66667;39486;63;31-oct-87;11:07:00;-1.137;329.5908;8.29;NaN;10.34
18HU87037_307;CAST#1;45.41167;-48.66667;39487;32;31-oct-87;11:07:00;-0.907;340.7558;7.03;NaN;8.1
18HU87037_307;CAST#1;45.41167;-48.66667;39488;12;31-oct-87;11:07:00;5.773;333.1636;1.43;NaN;0.33
