CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
18TL09051_1052;21;47.02667;-60.11117;342759;31.93;31-jul-09;22:44:00;30.94;4.1;346.69558;8.299;NaN;2.19;0.08;1.4;0.56;0.605;2.631
18TL09051_1052;21;47.02667;-60.11117;342760;15.17;31-jul-09;22:44:00;29.06;16.73;273.14056;8.374;276.75802;0.935;0.015;0.145;0.095;1.235;2.671
18TL09051_1052;21;47.02667;-60.11117;342761;1.49;31-jul-09;22:44:00;28.79;17.75;NaN;8.437;273.72114;1.065;0.015;0.09;0.06;1.085;3.813
18TL09051_1053;31;47.10083;-59.9885;342762;305.51;31-jul-09;23:45:00;34.68;5.34;155.23816;8.054;153.83137;NaN;NaN;NaN;NaN;NaN;0.116
18TL09051_1053;31;47.10083;-59.9885;342763;246.68;31-jul-09;23:45:00;34.51;5.26;152.37992;8.041;153.31778;NaN;NaN;NaN;NaN;NaN;0.115
18TL09051_1053;31;47.10083;-59.9885;342764;15.27;31-jul-09;23:45:00;29.68;16.1;272.47066;8.329;270.95222;NaN;NaN;NaN;NaN;NaN;2.186
18TL09051_1053;31;47.10083;-59.9885;342765;3.57;31-jul-09;23:45:00;29.41;18.55;268.94252;8.387;266.1736;NaN;NaN;NaN;NaN;NaN;1.714
18TL09051_1054;41;47.273;-59.784;342766;442.5;01-aug-09;01:36:00;34.83;5.06;173.45944;8.078;172.43226;NaN;NaN;NaN;NaN;NaN;0.12
18TL09051_1054;41;47.273;-59.784;342767;240.64;01-aug-09;01:36:00;34.31;5.03;180.24776;8.084;180.91766;NaN;NaN;NaN;NaN;NaN;0.114
18TL09051_1054;41;47.273;-59.784;342768;15.47;01-aug-09;01:36:00;30.91;8.75;324.09762;8.3;NaN;NaN;NaN;NaN;NaN;NaN;2.533
18TL09051_1054;41;47.273;-59.784;342769;1.69;01-aug-09;01:36:00;29.71;16.86;274.97162;8.347;NaN;NaN;NaN;NaN;NaN;NaN;1.801
18TL09051_1055;51;47.503;-59.9985;342770;476.04;01-aug-09;04:23:00;34.84;5.03;176.71962;8.075;171.29343;NaN;NaN;NaN;NaN;NaN;0.112
18TL09051_1055;51;47.503;-59.9985;342771;243.5;01-aug-09;04:23:00;34.44;5.14;156.93524;8.027;158.49834;NaN;NaN;NaN;NaN;NaN;0.115
18TL09051_1055;51;47.503;-59.9985;342772;14.78;01-aug-09;04:23:00;30.27;7.19;311.90544;8.254;312.79864;NaN;NaN;NaN;NaN;NaN;2.397
18TL09051_1055;51;47.503;-59.9985;342773;1.19;01-aug-09;04:23:00;29.73;16.74;271.0862;8.335;268.8532;NaN;NaN;NaN;NaN;NaN;1.481
18TL09051_1056;61;47.43467;-59.57483;342774;451.9;01-aug-09;06:34:00;34.83;5.08;169.97596;8.059;156.82359;27.33;0.025;18.43;1.48;NaN;0.12
18TL09051_1056;61;47.43467;-59.57483;342775;247.17;01-aug-09;06:34:00;34.37;5.06;158.23038;8.023;159.70416;17.38;0.025;17.515;1.385;NaN;0.121
18TL09051_1056;61;47.43467;-59.57483;342776;50.27;01-aug-09;06:34:00;31.87;0.62;311.36952;8.134;NaN;5.61;0.19;5.225;0.925;0.155;0.608
18TL09051_1056;61;47.43467;-59.57483;342777;24.69;01-aug-09;06:34:00;31.28;5.92;346.5616;8.284;NaN;0.975;0.025;0.16;0.455;0.985;2.564
18TL09051_1056;61;47.43467;-59.57483;342778;15.67;01-aug-09;06:34:00;30.46;12.88;290.11136;8.304;279.30364;0.655;0.015;0.115;0.305;0.675;2.698
18TL09051_1056;61;47.43467;-59.57483;342779;1.59;01-aug-09;06:34:00;29.41;17.38;267.60272;8.332;264.96778;1.115;0.02;0.125;0.135;0.47;1.45
18TL09051_1057;71;47.57367;-59.34917;342780;267.67;01-aug-09;09:41:00;34.56;5.46;182.48076;8.114;180.2031;NaN;NaN;NaN;NaN;NaN;0.12
18TL09051_1057;71;47.57367;-59.34917;342781;248.26;01-aug-09;09:41:00;34.53;5.51;184.40114;8.12;183.19532;NaN;NaN;NaN;NaN;NaN;0.106
18TL09051_1057;71;47.57367;-59.34917;342782;15.87;01-aug-09;09:41:00;31.52;7.03;327.04518;8.293;322.13258;NaN;NaN;NaN;NaN;NaN;2.069
18TL09051_1057;71;47.57367;-59.34917;342783;1.88;01-aug-09;09:41:00;30.33;17.25;261.39498;8.332;259.49693;NaN;NaN;NaN;NaN;NaN;1.42
18TL09051_1058;81;47.72417;-59.65333;342784;421.8;01-aug-09;14:34:00;34.83;5.06;173.5041;8.096;163.18764;NaN;NaN;NaN;NaN;NaN;0.117
18TL09051_1058;81;47.72417;-59.65333;342785;249.84;01-aug-09;14:34:00;34.49;5.53;185.65162;8.133;190.74286;NaN;NaN;NaN;NaN;NaN;0.107
18TL09051_1058;81;47.72417;-59.65333;342786;15.17;01-aug-09;14:34:00;30.77;13.96;282.11722;8.304;288.03467;NaN;NaN;NaN;NaN;NaN;2.679
18TL09051_1058;81;47.72417;-59.65333;342787;1.39;01-aug-09;14:34:00;29.74;17.18;264.43186;8.357;263.0474;NaN;NaN;NaN;NaN;NaN;0.778
