CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL01003_312;FC-12;47;-48.1167;222902;128;28-apr-01;00:14:00;129.49;33.342;332.8926;0.084;13.54;1.58;7.65;NaN;NaN
18TL01003_312;FC-12;47;-48.1167;222903;100;28-apr-01;00:14:00;100.63;33.208;348.8808;-0.237;11.91;1.22;6.65;0.49;0.48
18TL01003_312;FC-12;47;-48.1167;222904;75;28-apr-01;00:14:00;75.27;32.961;378.7134;-0.88;4.62;0.94;8.31;1.13;1
18TL01003_312;FC-12;47;-48.1167;222905;50;28-apr-01;00:14:00;49.93;32.714;412.4761;0.018;0.25;0.52;2.3;4.11;4.82
18TL01003_312;FC-12;47;-48.1167;222906;40;28-apr-01;00:14:00;40.54;32.686;413.6372;-0.039;0.36;0.57;2.21;4.57;5.46
18TL01003_312;FC-12;47;-48.1167;222907;30;28-apr-01;00:14:00;30.56;32.675;417.1207;0.065;0;0.48;1.55;5.79;6.85
18TL01003_312;FC-12;47;-48.1167;222908;20;28-apr-01;00:14:00;20.07;32.669;422.7924;0.085;0.12;0.45;1.52;5.03;5.92
18TL01003_312;FC-12;47;-48.1167;222909;10;28-apr-01;00:14:00;10.43;32.649;426.6778;0.303;0.29;0.47;1.15;3.21;4.11
18TL01003_312;FC-12;47;-48.1167;222910;5;28-apr-01;00:14:00;5.53;32.644;423.0604;0.528;0.35;0.54;1.11;3.29;3.81
18TL01003_313;FC-11;47;-48.6167;222911;97;28-apr-01;03:11:00;97.64;33.163;347.407;-0.254;NaN;NaN;NaN;NaN;NaN
18TL01003_314;FC-10;47;-49.1167;222912;75;28-apr-01;05:22:00;75.74;33.104;350.9351;-0.258;8.59;1.1;7.22;3.24;2.94
18TL01003_314;FC-10;47;-49.1167;222913;50;28-apr-01;05:22:00;50.79;32.816;424.5341;0.441;0;0.44;0;11.38;13.64
18TL01003_314;FC-10;47;-49.1167;222914;41;28-apr-01;05:22:00;40.88;32.815;426.8118;0.472;0;0.38;0;13.46;17.24
18TL01003_314;FC-10;47;-49.1167;222915;31;28-apr-01;05:22:00;31.11;32.815;433.6447;0.481;0;0.35;0;9.88;11.88
18TL01003_314;FC-10;47;-49.1167;222916;21;28-apr-01;05:22:00;21.07;32.802;440.5669;0.552;0.08;0.44;0;11.85;14.52
18TL01003_314;FC-10;47;-49.1167;222917;11;28-apr-01;05:22:00;11.2;32.793;442.6659;0.736;0;0.31;0;10.29;12.79
18TL01003_314;FC-10;47;-49.1167;222918;5;28-apr-01;05:22:00;5.31;32.793;442.4873;0.733;0;0.25;0;11.08;13.5
18TL01003_315;SEGB-01;46.5833;-52.9333;222163;46;22-apr-01;04:16:00;46.22;32.306;404.0354;-0.873;2.06;0.66;2.79;1.6;1.44
18TL01003_315;SEGB-01;46.5833;-52.9333;222164;30;22-apr-01;04:16:00;30.32;32.299;404.214;-0.832;1.3;0.29;0.25;1.5;1.36
18TL01003_315;SEGB-01;46.5833;-52.9333;222165;21;22-apr-01;04:16:00;20.88;32.274;405.3752;-0.7;2.62;0.98;4.08;1.57;1.49
18TL01003_315;SEGB-01;46.5833;-52.9333;222166;11;22-apr-01;04:16:00;10.77;32.269;405.5538;-0.661;0.88;0.51;1.62;1.62;1.47
18TL01003_315;SEGB-01;46.5833;-52.9333;222167;4;22-apr-01;04:16:00;3.75;32.26;406.9383;-0.508;2.33;0.62;3.01;1.78;1.59
18TL01003_316;FC-09;47;-50;222919;76;28-apr-01;09:22:00;76.44;32.965;365.4942;-0.012;3.69;1.33;4.88;6.76;8.32
18TL01003_316;FC-09;47;-50;222920;50;28-apr-01;09:22:00;50.82;32.876;423.4177;0.699;0.13;0.51;0.03;7.55;9.48
18TL01003_316;FC-09;47;-50;222921;40;28-apr-01;09:22:00;40.66;32.875;427.4817;0.729;0;0.33;0;7.35;8.86
18TL01003_316;FC-09;47;-50;222922;30;28-apr-01;09:22:00;30.72;32.864;431.5457;0.911;0;0.25;0;5.1;6.29
18TL01003_316;FC-09;47;-50;222923;20;28-apr-01;09:22:00;20.54;32.864;431.3224;0.919;0;0.28;0;5.23;6.36
18TL01003_316;FC-09;47;-50;222924;10;28-apr-01;09:22:00;10.49;32.864;431.5457;0.92;0;0.4;0;4.25;5.11
18TL01003_316;FC-09;47;-50;222925;5;28-apr-01;09:22:00;5.05;32.864;431.0545;0.923;0;0.3;0;4.26;4.98
18TL01003_317;FC-08;47;-50.6667;222926;168;28-apr-01;12:43:00;169.07;33.049;363.3058;-0.432;NaN;NaN;NaN;NaN;NaN
18TL01003_318;FC-07;47;-51;222927;95;28-apr-01;14:25:00;95.72;33.005;372.5504;-0.351;7.19;1.52;6.46;2.32;2.09
18TL01003_318;FC-07;47;-51;222928;73;28-apr-01;14:25:00;73.87;32.938;392.3346;-0.125;3.2;1.01;4.54;2.96;3.05
18TL01003_318;FC-07;47;-51;222929;51;28-apr-01;14:25:00;51.59;32.883;403.2315;0.094;1.12;0.91;2.65;3.94;4.94
18TL01003_318;FC-07;47;-51;222930;41;28-apr-01;14:25:00;41.61;32.827;420.6041;0.508;0.25;0.58;0.93;6.44;7.97
18TL01003_318;FC-07;47;-51;222931;30;28-apr-01;14:25:00;29.86;32.829;423.9983;0.599;0.13;0.43;0.72;6.84;8.63
18TL01003_318;FC-07;47;-51;222932;20;28-apr-01;14:25:00;20.23;32.829;424.2662;0.611;0.33;0.42;0.44;7.14;9.01
18TL01003_318;FC-07;47;-51;222933;11;28-apr-01;14:25:00;10.93;32.829;423.775;0.606;0.46;0.2;0.67;5.7;6.97
18TL01003_318;FC-07;47;-51;222934;6;28-apr-01;14:25:00;5.99;32.828;423.775;0.609;0.28;0.3;0.48;6.44;8.02
18TL01003_319;FC-06;47;-51.485;222935;94;28-apr-01;17:06:00;94.54;32.962;377.7755;-0.344;7.87;1.1;5.38;1.06;0.95
18TL01003_319;FC-06;47;-51.485;222936;74;28-apr-01;17:06:00;74.9;32.947;382.8667;-0.311;6.4;0.74;4.74;1.92;1.72
18TL01003_319;FC-06;47;-51.485;222937;50;28-apr-01;17:06:00;50.59;32.914;393.4511;-0.236;3.26;0.69;4.15;2.13;2.01
18TL01003_319;FC-06;47;-51.485;222938;40;28-apr-01;17:06:00;40.47;32.874;399.3462;-0.145;1.65;0.78;3.06;2.32;2.13
18TL01003_319;FC-06;47;-51.485;222939;31;28-apr-01;17:06:00;31.63;32.769;401.4898;-0.265;1.14;0.52;1.99;3.84;4.48
18TL01003_319;FC-06;47;-51.485;222940;19;28-apr-01;17:06:00;19.55;32.684;422.5245;0.339;0.49;0.56;0.69;5.43;6.67
