CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL01003_002;STN27;47.5467;-52.5867;222153;169;21-apr-01;21:12:00;170.43;33.047;342.6284;-0.516;12.07;1.61;8.95;NaN;NaN
18TL01003_002;STN27;47.5467;-52.5867;222154;151;21-apr-01;21:12:00;151.9;32.822;367.0126;-0.906;8.75;1.52;7.13;NaN;NaN
18TL01003_002;STN27;47.5467;-52.5867;222155;98;21-apr-01;21:12:00;99.26;32.575;388.8511;-1.048;3.97;0.73;4.2;1.28;1.18
18TL01003_002;STN27;47.5467;-52.5867;222156;74;21-apr-01;21:12:00;74.79;32.254;400.5073;-1.064;3.13;0.68;3.34;1.66;1.54
18TL01003_002;STN27;47.5467;-52.5867;222157;49;21-apr-01;21:12:00;49.55;32.229;402.0257;-0.929;3.01;0.57;3.33;1.13;1.03
18TL01003_002;STN27;47.5467;-52.5867;222158;39;21-apr-01;21:12:00;39.71;32.17;400.7752;-0.922;3.11;0.55;3.21;1.26;1.15
18TL01003_002;STN27;47.5467;-52.5867;222159;29;21-apr-01;21:12:00;29.59;31.908;403.7675;-1.187;2.94;0.53;2.96;1.89;1.75
18TL01003_002;STN27;47.5467;-52.5867;222160;20;21-apr-01;21:12:00;20.51;31.842;400.7752;-1.114;1.09;0.65;1.52;1.18;1.06
18TL01003_002;STN27;47.5467;-52.5867;222161;10;21-apr-01;21:12:00;10.33;31.782;402.3383;-0.964;0.99;0.34;0.08;1.27;1.14
18TL01003_002;STN27;47.5467;-52.5867;222162;6;21-apr-01;21:12:00;5.88;31.783;402.1597;-0.966;0.92;0.59;2.06;1.21;1.09
18TL01003_003;SEGB-04;46.2083;-52.6083;222179;121;22-apr-01;08:54:00;121.53;33.028;360.8495;-0.375;NaN;NaN;NaN;NaN;NaN
18TL01003_014;SEGB-05;46.07;-52.5;222180;83;22-apr-01;10:11:00;83.87;33.023;359.4205;0.113;6.16;1.73;5.87;3.62;3.6
18TL01003_014;SEGB-05;46.07;-52.5;222181;74;22-apr-01;10:11:00;74.1;32.984;372.0145;0.253;2.62;0.98;4.08;3.81;4.49
18TL01003_014;SEGB-05;46.07;-52.5;222182;51;22-apr-01;10:11:00;51.58;32.899;402.8742;0.718;0.92;0.59;2.06;4.12;5.03
18TL01003_014;SEGB-05;46.07;-52.5;222183;41;22-apr-01;10:11:00;41.09;32.902;409.4392;0.818;0.88;0.51;1.62;3.77;4.5
18TL01003_014;SEGB-05;46.07;-52.5;222184;30;22-apr-01;10:11:00;30.53;32.89;410.4217;0.817;0.87;0.47;1.39;3.3;3.92
18TL01003_014;SEGB-05;46.07;-52.5;222185;20;22-apr-01;10:11:00;20.46;32.875;415.4236;0.835;1.09;0.65;1.52;3.52;4.17
18TL01003_014;SEGB-05;46.07;-52.5;222186;10;22-apr-01;10:11:00;10.4;32.875;415.9595;0.837;0.95;0.49;1.69;3.52;4.22
18TL01003_014;SEGB-05;46.07;-52.5;222187;5;22-apr-01;10:11:00;4.72;32.874;415.6469;0.837;0.88;0.39;1.64;3.3;3.91
18TL01003_025;SEGB-06;45.7883;-52.2667;222188;75;22-apr-01;13:28:00;75.89;33.029;391.2181;0.726;0.51;0.77;2.67;1.71;1.75
18TL01003_025;SEGB-06;45.7883;-52.2667;222189;50;22-apr-01;13:28:00;50.21;33.029;392.4686;0.739;1.23;0.36;0.24;5.34;6.42
18TL01003_025;SEGB-06;45.7883;-52.2667;222190;40;22-apr-01;13:28:00;39.89;32.953;413.8605;0.969;0.22;0.43;1;8.86;10.78
18TL01003_025;SEGB-06;45.7883;-52.2667;222191;30;22-apr-01;13:28:00;29.97;32.942;418.3711;1.002;0.18;0.31;0.76;9.83;11.94
18TL01003_025;SEGB-06;45.7883;-52.2667;222192;20;22-apr-01;13:28:00;20.47;32.938;420.9167;0.977;0.17;0.32;0.53;8.04;9.82
18TL01003_025;SEGB-06;45.7883;-52.2667;222193;10;22-apr-01;13:28:00;9.98;32.932;426.2312;0.995;0.2;0.4;0.57;6.76;8.42
18TL01003_025;SEGB-06;45.7883;-52.2667;222194;5;22-apr-01;13:28:00;4.98;32.931;424.8467;1.16;0.21;0.32;0.46;4.85;6.18
18TL01003_027;STN27;47.5467;-52.5867;223188;167;04-may-01;08:34:00;168.26;32.951;355.3564;-0.704;11.16;1.07;7.18;NaN;NaN
18TL01003_027;STN27;47.5467;-52.5867;223189;149;04-may-01;08:34:00;150.54;32.763;380.7677;-1.056;5.36;1.25;6.06;NaN;NaN
18TL01003_027;STN27;47.5467;-52.5867;223190;99;04-may-01;08:34:00;100.12;32.532;400.5966;-1.107;2.35;0.78;5.06;0.88;0.89
18TL01003_027;STN27;47.5467;-52.5867;223191;75;04-may-01;08:34:00;75.17;32.269;404.7946;-0.788;3;0.74;8.34;1.1;0.96
18TL01003_027;STN27;47.5467;-52.5867;223192;50;04-may-01;08:34:00;50.3;32.211;406.7596;-0.621;2.84;0.72;3.54;1.43;1.3
18TL01003_027;STN27;47.5467;-52.5867;223193;40;04-may-01;08:34:00;40.39;32.201;408.3674;-0.498;1.66;0.5;3.32;1.62;1.45
18TL01003_027;STN27;47.5467;-52.5867;223194;30;04-may-01;08:34:00;30.38;32.197;407.9208;-0.428;2.44;0.76;3.24;1.4;1.22
18TL01003_027;STN27;47.5467;-52.5867;223195;20;04-may-01;08:34:00;20.03;32.192;407.4742;-0.414;3.26;0.77;3.09;1.35;1.21
18TL01003_027;STN27;47.5467;-52.5867;223196;10;04-may-01;08:34:00;9.86;32.071;407.8315;-0.154;2.96;0.86;2.38;1.46;1.3
18TL01003_027;STN27;47.5467;-52.5867;223197;5;04-may-01;08:34:00;5.29;32.02;407.6975;-0.037;2.67;0.73;3.01;2.2;1.98
18TL01003_036;SEGB-07;45.4583;-52;222195;74;22-apr-01;16:40:00;74.88;33.072;387.1541;0.78;0.92;0.91;3.17;3.57;4.81
18TL01003_036;SEGB-07;45.4583;-52;222196;49;22-apr-01;16:40:00;49.9;33.039;400.15;0.991;0.28;0.3;0.38;4.63;5.61
18TL01003_036;SEGB-07;45.4583;-52;222197;39;22-apr-01;16:40:00;39.66;33.024;415.0663;1.237;1.11;0.32;0.13;7.75;9.51
18TL01003_036;SEGB-07;45.4583;-52;222198;30;22-apr-01;16:40:00;29.95;33.023;416.8527;1.247;0.95;0.34;0.13;7.06;8.7
18TL01003_036;SEGB-07;45.4583;-52;222199;20;22-apr-01;16:40:00;19.87;33.021;424.8021;1.505;1.23;0.25;0.7;5.5;6.95
18TL01003_036;SEGB-07;45.4583;-52;222200;9;22-apr-01;16:40:00;9.26;33.023;424.6681;1.444;1.24;0.33;0.26;4.89;6.01
18TL01003_036;SEGB-07;45.4583;-52;222683;5;22-apr-01;16:40:00;4.87;33.021;423.775;1.6;1.3;0.29;0.22;5.46;6.63
18TL01003_047;SEGB-08;45.095;-51.7;222684;68;22-apr-01;19:53:00;68.7;33.071;384.4745;0.885;2.59;1.29;3.66;6.55;7.96
18TL01003_047;SEGB-08;45.095;-51.7;222685;50;22-apr-01;19:53:00;50.7;33.05;403.0529;1.086;1.51;0.88;2.22;5.7;7.19
18TL01003_047;SEGB-08;45.095;-51.7;222686;39;22-apr-01;19:53:00;39.58;33.044;415.0663;1.296;0.85;0.52;0.99;6.12;7.26
18TL01003_047;SEGB-08;45.095;-51.7;222687;29;22-apr-01;19:53:00;29.67;33.037;421.006;1.358;0.18;0.31;0.76;6.99;8.52
18TL01003_047;SEGB-08;45.095;-51.7;222688;20;22-apr-01;19:53:00;19.84;33.035;432.3496;1.37;0.17;0.32;0.53;5.31;6.59
18TL01003_047;SEGB-08;45.095;-51.7;222689;10;22-apr-01;19:53:00;10.54;33.029;429.7593;1.819;0.2;0.4;0.57;3.17;4.17
18TL01003_047;SEGB-08;45.095;-51.7;222690;5;22-apr-01;19:53:00;5;33.03;430.2059;1.794;0.28;0.3;0.38;4.08;5
18TL01003_058;SEGB-09;44.725;-51.395;222691;69;22-apr-01;23:04:00;69.65;32.795;395.3268;1.024;2.19;0.67;1.14;14.03;19.67
18TL01003_058;SEGB-09;44.725;-51.395;222692;50;22-apr-01;23:04:00;50.8;32.743;422.8817;1.383;1.25;0.53;1.38;6.35;7.89
18TL01003_058;SEGB-09;44.725;-51.395;222693;40;22-apr-01;23:04:00;40.44;32.737;424.2215;1.407;2.04;0.49;0.15;6.28;8.02
18TL01003_058;SEGB-09;44.725;-51.395;222694;30;22-apr-01;23:04:00;30.03;32.738;424.4002;1.406;2.09;0.5;0.11;5.98;7.33
18TL01003_058;SEGB-09;44.725;-51.395;222695;20;22-apr-01;23:04:00;20.03;32.717;428.1963;1.426;2.14;0.46;0.11;7.06;8.75
18TL01003_058;SEGB-09;44.725;-51.395;222696;10;22-apr-01;23:04:00;9.62;32.693;435.4311;1.66;2.03;0.49;0.09;5.35;6.61
18TL01003_058;SEGB-09;44.725;-51.395;222697;4;22-apr-01;23:04:00;4.37;32.682;434.4039;1.705;2.17;0.45;0.25;5.25;7.04
18TL01003_069;SEGB-10;44.3633;-51.1033;222698;67;23-apr-01;02:12:00;67.96;32.642;388.9851;1.192;2.16;0.38;0.56;4.41;5.33
18TL01003_069;SEGB-10;44.3633;-51.1033;222699;50;23-apr-01;02:12:00;50.49;32.53;405.9557;1.289;2.21;0.48;0.16;10.12;12.8
18TL01003_069;SEGB-10;44.3633;-51.1033;222700;40;23-apr-01;02:12:00;40.54;32.504;412.9673;1.425;2.05;0.46;0.21;6.39;7.93
18TL01003_069;SEGB-10;44.3633;-51.1033;222701;30;23-apr-01;02:12:00;29.97;32.492;427.7943;1.727;1.71;0.71;0.17;3.32;4.04
18TL01003_069;SEGB-10;44.3633;-51.1033;222702;20;23-apr-01;02:12:00;19.99;32.491;433.0195;1.762;1.76;0.5;0.17;3.04;3.73
18TL01003_069;SEGB-10;44.3633;-51.1033;222703;11;23-apr-01;02:12:00;10.63;32.492;426.9011;2.109;2.14;0.49;0.17;2.88;3.54
18TL01003_069;SEGB-10;44.3633;-51.1033;222704;5;23-apr-01;02:12:00;5.31;32.492;427.0351;2.085;2.26;0.41;0.24;2.83;2.62
18TL01003_080;SEGB-11;44;-50.8083;222705;64;23-apr-01;05:27:00;64.88;32.793;378.2221;1.227;1.79;0.43;0.13;8.96;10.26
18TL01003_080;SEGB-11;44;-50.8083;222706;51;23-apr-01;05:27:00;50.98;32.794;378.9367;1.231;1.82;0.51;0.15;8.42;9.6
18TL01003_080;SEGB-11;44;-50.8083;222707;39;23-apr-01;05:27:00;39.78;32.69;401.3558;1.361;2.47;0.32;0.09;4.14;4.87
18TL01003_080;SEGB-11;44;-50.8083;222708;31;23-apr-01;05:27:00;31.31;32.601;412.9673;1.955;2.35;0.33;0.09;2.35;2.09
18TL01003_080;SEGB-11;44;-50.8083;222709;20;23-apr-01;05:27:00;20.55;32.531;416.4061;2.173;NaN;NaN;NaN;2.64;2.74
18TL01003_080;SEGB-11;44;-50.8083;222710;10;23-apr-01;05:27:00;10.45;32.511;415.9148;2.312;2.67;0.31;0.09;1.31;1.18
18TL01003_080;SEGB-11;44;-50.8083;222711;5;23-apr-01;05:27:00;5.43;32.511;415.9595;2.317;1.93;0.41;0.17;1.22;1.13
18TL01003_091;SEGB-12;43.6333;-50.5167;222712;59;23-apr-01;08:44:00;59.94;32.985;384.3405;1.314;0.21;0.32;0.46;4.39;5.16
18TL01003_091;SEGB-12;43.6333;-50.5167;222713;50;23-apr-01;08:44:00;50.66;32.721;388.6725;1.905;2.84;0.49;0.21;2.31;2.01
18TL01003_091;SEGB-12;43.6333;-50.5167;222714;40;23-apr-01;08:44:00;40.15;32.587;386.3502;1.755;2.96;0.5;0.13;2.76;2.37
18TL01003_091;SEGB-12;43.6333;-50.5167;222715;30;23-apr-01;08:44:00;30.66;32.516;397.6937;1.896;3.31;0.74;0.38;1.54;1.38
18TL01003_091;SEGB-12;43.6333;-50.5167;222716;20;23-apr-01;08:44:00;20.61;32.47;401.2665;2.269;3.08;0.49;0.1;1.1;0.98
18TL01003_091;SEGB-12;43.6333;-50.5167;222717;10;23-apr-01;08:44:00;10.41;32.468;401.2665;2.298;2.72;0.42;0.1;0.71;0.71
18TL01003_091;SEGB-12;43.6333;-50.5167;222718;5;23-apr-01;08:44:00;5.36;32.468;401.0879;2.307;2.75;0.36;0.1;0.75;0.75
18TL01003_102;SEGB-13;43.2;-50.1667;222719;60;23-apr-01;12:34:00;60.11;33.14;335.3936;1.132;5.82;0.95;2.43;5.16;5.99
18TL01003_102;SEGB-13;43.2;-50.1667;222720;50;23-apr-01;12:34:00;49.92;33.138;338.877;1.146;5.71;1.08;2.29;4.26;4.97
18TL01003_102;SEGB-13;43.2;-50.1667;222721;40;23-apr-01;12:34:00;40.12;32.994;392.3346;1.731;2.02;0.25;0.1;3.44;4.13
18TL01003_102;SEGB-13;43.2;-50.1667;222722;30;23-apr-01;12:34:00;30.42;32.854;401.2219;2.094;1.99;0.32;0.24;1.33;1.18
18TL01003_102;SEGB-13;43.2;-50.1667;222723;21;23-apr-01;12:34:00;20.69;32.602;392.7365;3.003;1.93;0.28;0;0.42;0.41
18TL01003_102;SEGB-13;43.2;-50.1667;222724;11;23-apr-01;12:34:00;10.94;32.595;391.7986;3.057;2.06;0.33;0;0.44;0.43
18TL01003_102;SEGB-13;43.2;-50.1667;222725;6;23-apr-01;12:34:00;5.9;32.592;391.4861;3.063;1.74;0.31;0.06;0.45;0.44
18TL01003_114;SEGB-14;42.92;-49.9417;222726;160;23-apr-01;15:34:00;161.55;33.627;356.8749;0.818;NaN;NaN;NaN;NaN;NaN
18TL01003_127;SEGB-15;42.85;-49.8867;222727;384;23-apr-01;16:43:00;387.1;34.469;330.481;2.69;7.83;0.96;10.07;NaN;NaN
18TL01003_127;SEGB-15;42.85;-49.8867;222728;149;23-apr-01;16:43:00;150.6;33.684;354.3293;0.883;7.92;1.14;7.84;NaN;NaN
18TL01003_127;SEGB-15;42.85;-49.8867;222729;99;23-apr-01;16:43:00;99.54;33.588;358.6166;0.721;7.13;0.96;6.77;0.53;0.51
18TL01003_127;SEGB-15;42.85;-49.8867;222730;75;23-apr-01;16:43:00;75.6;33.535;362.0554;0.655;6.51;0.87;6.6;0.86;0.84
18TL01003_127;SEGB-15;42.85;-49.8867;222731;51;23-apr-01;16:43:00;50.95;33.402;372.2824;0.575;4.68;0.88;5.6;0.99;0.98
18TL01003_127;SEGB-15;42.85;-49.8867;222732;40;23-apr-01;16:43:00;40.06;33.371;375.6319;0.557;3.57;0.81;4.89;2.44;2.45
18TL01003_127;SEGB-15;42.85;-49.8867;222733;30;23-apr-01;16:43:00;29.92;33.339;382.0629;0.683;3.85;0.86;5.47;2.77;2.45
18TL01003_127;SEGB-15;42.85;-49.8867;222734;20;23-apr-01;16:43:00;20.1;33.242;392.2453;0.969;3.3;0.68;4.28;3.05;2.69
18TL01003_127;SEGB-15;42.85;-49.8867;222735;10;23-apr-01;16:43:00;9.75;33.225;393.0045;0.986;3.3;0.7;4.32;2.67;2.33
18TL01003_127;SEGB-15;42.85;-49.8867;222736;4;23-apr-01;16:43:00;4.49;33.221;392.9598;0.994;3.19;0.59;4.71;2.51;2.21
18TL01003_138;SEGB-16;42.775;-49.8283;222737;1432;23-apr-01;18:40:00;1438.6;34.881;309.0891;3.52;NaN;NaN;NaN;NaN;NaN
18TL01003_149;SEGB-17;42.5883;-49.6833;222738;1502;23-apr-01;21:22:00;1509;34.886;306.4988;3.462;9.85;1.47;13.72;NaN;NaN
18TL01003_149;SEGB-17;42.5883;-49.6833;222739;151;23-apr-01;21:22:00;151.75;34.43;322.7103;2.841;7.05;0.8;9.5;NaN;NaN
18TL01003_149;SEGB-17;42.5883;-49.6833;222740;100;23-apr-01;21:22:00;101.22;34.241;340.4848;2.544;6.05;2.68;10.49;0.2;0.17
18TL01003_149;SEGB-17;42.5883;-49.6833;222741;75;23-apr-01;21:22:00;75.42;34.146;345.9333;2.688;6.64;1.95;10.32;0.28;0.25
18TL01003_149;SEGB-17;42.5883;-49.6833;222742;50;23-apr-01;21:22:00;50.42;33.993;357.6787;2.875;5.56;1.24;8.47;0.74;0.7
18TL01003_149;SEGB-17;42.5883;-49.6833;222743;40;23-apr-01;21:22:00;40.45;33.976;359.5991;2.97;5.17;1.18;4.33;1.38;1.15
18TL01003_149;SEGB-17;42.5883;-49.6833;222744;30;23-apr-01;21:22:00;30.27;33.945;363.9757;3.094;4.68;1.05;5.18;2.09;1.9
18TL01003_149;SEGB-17;42.5883;-49.6833;222745;20;23-apr-01;21:22:00;20.12;33.787;373.4882;2.61;3.41;0.59;6.72;2.67;2.32
18TL01003_149;SEGB-17;42.5883;-49.6833;222746;10;23-apr-01;21:22:00;10.55;33.581;380.2318;2.882;2.05;1.93;5.63;2.23;2.16
18TL01003_149;SEGB-17;42.5883;-49.6833;222747;5;23-apr-01;21:22:00;5.18;33.575;380.1425;2.862;3.16;1.4;5.83;2.38;2.07
18TL01003_160;SEGB-18;42.395;-49.5167;222748;1492;24-apr-01;01:58:00;1498.6;34.882;308.3745;3.386;NaN;NaN;NaN;NaN;NaN
18TL01003_171;SEGB-19;42.0817;-49.27;222749;1495;24-apr-01;05:23:00;1501.3;34.914;301.9882;3.459;10.28;2.7;15.92;NaN;NaN
18TL01003_171;SEGB-19;42.0817;-49.27;222750;149;24-apr-01;05:23:00;150.41;34.951;241.2512;8.889;7.04;1.56;10.12;NaN;NaN
18TL01003_171;SEGB-19;42.0817;-49.27;222751;99;24-apr-01;05:23:00;100.07;34.969;275.3711;9.633;3.82;0.95;8.12;0.12;0.09
18TL01003_171;SEGB-19;42.0817;-49.27;222752;75;24-apr-01;05:23:00;75.37;35.077;289.8855;10.462;1.41;1.12;5.83;0.23;0.18
18TL01003_171;SEGB-19;42.0817;-49.27;222753;50;24-apr-01;05:23:00;50.41;35.199;281.8467;11.183;2.52;0.82;5.76;0.28;0.22
18TL01003_171;SEGB-19;42.0817;-49.27;222754;41;24-apr-01;05:23:00;40.88;35.339;285.7321;11.879;0.78;0.73;4.82;0.41;0.35
18TL01003_171;SEGB-19;42.0817;-49.27;222755;30;24-apr-01;05:23:00;29.74;35.304;293.1903;11.922;1.71;0.61;3.97;0.87;0.71
18TL01003_171;SEGB-19;42.0817;-49.27;222756;20;24-apr-01;05:23:00;19.85;34.885;316.6366;10.614;1.04;0.2;1.24;2.67;2.37
18TL01003_171;SEGB-19;42.0817;-49.27;222757;10;24-apr-01;05:23:00;9.94;34.625;331.5082;9.874;1.29;0.25;0.38;3.58;3.1
18TL01003_171;SEGB-19;42.0817;-49.27;222758;5;24-apr-01;05:23:00;5.51;34.612;331.7762;9.838;0;0.14;0.12;3.59;3.16
18TL01003_306;FC-18;47;-48.8333;222860;1180;28-apr-01;04:12:00;1186.8;34.88;310.2949;3.3;10.96;1.63;16.51;NaN;NaN
18TL01003_306;FC-18;47;-48.8333;222861;149;28-apr-01;04:12:00;150.11;34.6;307.4367;3.41;8.91;1.73;15.82;NaN;NaN
18TL01003_306;FC-18;47;-48.8333;222862;100;28-apr-01;04:12:00;100.44;34.35;356.1156;2.74;7.13;1.15;10.02;0.36;0.34
18TL01003_306;FC-18;47;-48.8333;222863;75;28-apr-01;04:12:00;76.11;34.27;366.0747;2.71;5.97;1.19;9.17;0.77;0.75
18TL01003_306;FC-18;47;-48.8333;222864;49;28-apr-01;04:12:00;49.72;34.21;366.566;2.72;5.75;0.97;8.68;1.55;1.46
18TL01003_306;FC-18;47;-48.8333;222865;40;28-apr-01;04:12:00;40.09;34.08;368.8883;2.38;6.15;0.96;9.92;1.88;1.64
18TL01003_306;FC-18;47;-48.8333;222866;30;28-apr-01;04:12:00;30.47;34.07;370.1834;2.38;6.29;1.19;9.89;2.35;2.09
18TL01003_306;FC-18;47;-48.8333;222867;20;28-apr-01;04:12:00;20.47;34.06;371.7018;2.41;8.36;1.15;8.11;2.1;2.01
18TL01003_306;FC-18;47;-48.8333;222868;10;28-apr-01;04:12:00;10.34;34.06;372.2824;2.45;7.72;1.01;8.95;1.81;1.57
18TL01003_306;FC-18;47;-48.8333;222869;5;28-apr-01;04:12:00;5.41;34.06;372.4611;2.69;6.24;0.9;9.46;1.72;1.5
