CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;NO2_01;PO4_01;NOx_01;Si_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU08057_1000;1301;47.7395;-64.00117;341403;73.86;07-nov-08;09:14:00;32.43;0.66;253.04356;257.66587;0.07;1.28;13.01;18.92;0.08;0.454
18HU08057_1000;1301;47.7395;-64.00117;341404;50.47;07-nov-08;09:14:00;31.22;4.2;270.193;281.89392;0.13;0.85;7.305;9.18;0.095;0.486
18HU08057_1000;1301;47.7395;-64.00117;341405;25.19;07-nov-08;09:14:00;29.32;6.85;304.40256;305.38508;0.135;0.565;3.405;4.735;0.39;1.211
18HU08057_1000;1301;47.7395;-64.00117;341406;15.87;07-nov-08;09:14:00;29.14;6.94;311.5035;311.32486;0.12;0.5;3.27;5.38;0.9;2.584
18HU08057_1000;1301;47.7395;-64.00117;341407;5.55;07-nov-08;09:14:00;29.09;6.98;313.60252;312.41903;0.125;0.5;3.235;5.265;0.805;2.947
18HU08057_1001;1311;47.65817;-63.74883;341408;59.39;07-nov-08;11:21:00;32.15;1.13;261.75226;261.21634;0.08;1.225;12.075;19.165;0.175;0.475
18HU08057_1001;1311;47.65817;-63.74883;341409;51.16;07-nov-08;11:21:00;32.09;1.23;265.10176;268.6299;0.07;1.17333;11.30667;15.945;0.08;0.468
18HU08057_1001;1311;47.65817;-63.74883;341410;24.99;07-nov-08;11:21:00;30.42;4.71;324.18694;322.98112;0.08333;0.58667;3.68333;2.02;1.7;2.513
18HU08057_1001;1311;47.65817;-63.74883;341411;15.87;07-nov-08;11:21:00;30.18;4.65;335.03932;330.84128;0.09;0.545;3.715;2.72;1.325;2.789
18HU08057_1001;1311;47.65817;-63.74883;341412;5.16;07-nov-08;11:21:00;29.74;5.9;323.3384;322.31122;0.12;0.525;3.455;3.9;1.285;2.734
18HU08057_1001;1311;47.65817;-63.74883;341413;2.48;07-nov-08;11:21:00;29.55;6.22;322.26656;321.44035;0.12;0.515;3.435;4.28;1.29;2.761
18HU08057_1002;1321;47.50017;-63.25083;341414;71.78;07-nov-08;13:49:00;32.15;-0.18;238.75236;235.64849;0.05333;1.44667;14.17333;26.385;0.12;0.484
18HU08057_1002;1321;47.50017;-63.25083;341415;51.06;07-nov-08;13:49:00;32.07;0.07;260.90372;255.72316;0.02;1.315;13.025;21.005;0.055;0.384
18HU08057_1002;1321;47.50017;-63.25083;341416;24.89;07-nov-08;13:49:00;30;6.59;311.77146;311.36952;0.12;0.48;2.52;2.635;0.5;1.589
18HU08057_1002;1321;47.50017;-63.25083;341417;15.57;07-nov-08;13:49:00;29.92;6.97;312.93262;312.08408;0.09;0.42;1.965;2.73;1.09;3.149
18HU08057_1002;1321;47.50017;-63.25083;341418;5.55;07-nov-08;13:49:00;29.92;6.97;313.20058;313.02194;0.095;0.42;1.945;2.81;1.11;3.081
18HU08057_1002;1321;47.50017;-63.25083;341419;2.38;07-nov-08;13:49:00;29.92;6.97;313.0666;312.10641;0.095;0.44;2.01;2.64;1.195;2.96
18HU08057_1003;1331;47.33083;-62.75467;341420;42.44;07-nov-08;16:30:00;31.55;0.26;265.9503;264.07458;0.06;1.25;12.4;17.82;0.085;0.46
18HU08057_1003;1331;47.33083;-62.75467;341421;24.79;07-nov-08;16:30:00;29.23;8.44;299.75792;299.93656;0.075;0.38;1.855;4.055;0.835;1.976
18HU08057_1003;1331;47.33083;-62.75467;341422;15.37;07-nov-08;16:30:00;29.23;8.51;299.6686;299.35598;0.075;0.375;1.75;3.865;1.035;2.401
18HU08057_1003;1331;47.33083;-62.75467;341423;5.55;07-nov-08;16:30:00;29.23;8.51;300.29384;299.75792;0.065;0.375;1.725;3.945;1.115;2.362
18HU08057_1003;1331;47.33083;-62.75467;341424;3.77;07-nov-08;16:30:00;29.23;8.51;299.8919;299.98122;0.065;0.375;1.73;3.82;1.175;2.45
18HU08057_1004;1341;47.17067;-62.255;341425;31.73;07-nov-08;19:07:00;30.93;2.56;260.94838;259.9212;0.1;1.1;10.51;14.77;0.115;0.557
18HU08057_1004;1341;47.17067;-62.255;341426;25.29;07-nov-08;19:07:00;30.14;5.85;277.7852;282.11722;0.11;0.65;4.595;7.775;0.27;1.009
18HU08057_1004;1341;47.17067;-62.255;341427;14.97;07-nov-08;19:07:00;29.64;7.88;300.1152;301.36568;0.08;0.41;1.855;4.41;1.125;1.823
