CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
18TL07031_898;411;47.5835;-59.34317;291796;201.11;21-jun-07;08:36:00;33.77;3.76;225.22038;7.913;NaN;0.09667;1.05333;11.76667;9.67;NaN;0.238
18TL07031_898;411;47.5835;-59.34317;291797;101.92;21-jun-07;08:36:00;32.58;0.4;325.88402;8.024;NaN;0.08333;0.65333;3.08333;2.17;0.055;0.239
18TL07031_898;411;47.5835;-59.34317;291798;50.47;21-jun-07;08:36:00;32.4;0.94;339.05872;8.061;NaN;0.12667;0.52333;1.60333;0.265;0.09;0.479
18TL07031_898;411;47.5835;-59.34317;291799;24.89;21-jun-07;08:36:00;32.19;3.27;345.98102;8.135;NaN;0.035;0.385;0.335;0.135;0.4;1.42
18TL07031_898;411;47.5835;-59.34317;291800;15.37;21-jun-07;08:36:00;31.91;5.98;327.26848;8.137;NaN;0.025;0.3;0.07;0.02;0.295;0.893
18TL07031_898;411;47.5835;-59.34317;291801;5.26;21-jun-07;08:36:00;31.77;7.13;316.8627;8.119;NaN;0.05;0.305;0.17;0.33;0.53;1.188
18TL07031_898;411;47.5835;-59.34317;291802;0.89;21-jun-07;08:36:00;31.78;7.53;310.96758;8.117;349.9111;0.085;0.39;0.95;0.575;0.34;1.131
18TL07031_899;421;47.271;-59.78367;291803;450.22;21-jun-07;11:33:00;34.8;5.05;171.31576;7.853;181.0963;0.03;1.405;17.42;21.345;NaN;0.237
18TL07031_899;421;47.271;-59.78367;291804;401.93;21-jun-07;11:33:00;34.8;5.15;164.03618;7.861;NaN;0.02;1.575;21.5;29.13;NaN;0.221
18TL07031_899;421;47.271;-59.78367;291805;299.76;21-jun-07;11:33:00;34.67;5.43;169.88664;7.885;NaN;0.02;1.54;22.155;20.94;NaN;0.22
18TL07031_899;421;47.271;-59.78367;291806;199.53;21-jun-07;11:33:00;34.12;4.84;175.55846;7.875;NaN;0.04;1.385;17.555;17.69;NaN;0.232
18TL07031_899;421;47.271;-59.78367;291807;99.84;21-jun-07;11:33:00;33;1.4;261.08236;7.93;NaN;0.105;1.135;11.34;11.17;0.045;0.247
18TL07031_899;421;47.271;-59.78367;291808;50.07;21-jun-07;11:33:00;32.26;0.67;311.41418;7.974;NaN;0.2;0.98667;6.7;7.955;0.11;0.429
18TL07031_899;421;47.271;-59.78367;291809;25.19;21-jun-07;11:33:00;31.66;0.52;322.35588;8.008;NaN;0.14333;0.99;4.83667;7.005;0.335;1.182
18TL07031_899;421;47.271;-59.78367;291810;14.97;21-jun-07;11:33:00;31.46;1.91;334.01214;8.078;NaN;0.105;0.71;2.385;4.48;0.475;1.58
18TL07031_899;421;47.271;-59.78367;291811;4.66;21-jun-07;11:33:00;31.27;8.05;309.44914;8.138;NaN;0.035;0.41;0.24;2.39;0.8;1.144
18TL07031_899;421;47.271;-59.78367;291812;1.09;21-jun-07;11:33:00;31.18;8.07;306.5909;8.132;324.6782;0.02;0.375;0.145;1.855;0.825;0.985
18TL07031_900;431;47.09883;-59.99033;291813;322.44;21-jun-07;13:47:00;34.78;5.27;153.89836;7.802;160.776;0.085;1.655;22.245;32.445;NaN;0.237
18TL07031_900;431;47.09883;-59.99033;291814;299.67;21-jun-07;13:47:00;34.74;5.45;141.66152;7.782;NaN;0.035;1.725;23.075;32.55;NaN;0.239
18TL07031_900;431;47.09883;-59.99033;291815;200.03;21-jun-07;13:47:00;34.09;4.68;156.84592;7.819;NaN;0.09;1.51;19.11;20.925;NaN;0.242
18TL07031_900;431;47.09883;-59.99033;291816;100.14;21-jun-07;13:47:00;32.84;1.16;278.81238;7.934;NaN;0.115;1.065;9.81;10.345;0.105;0.34
18TL07031_900;431;47.09883;-59.99033;291817;50.67;21-jun-07;13:47:00;32.08;1.36;325.21412;8.03;NaN;0.135;0.885;5.245;7.135;0.47;1.589
18TL07031_900;431;47.09883;-59.99033;291818;25.19;21-jun-07;13:47:00;31.63;5.17;338.70144;8.159;NaN;0.02;0.49;0.31;2.545;1.025;3.517
18TL07031_900;431;47.09883;-59.99033;291819;14.87;21-jun-07;13:47:00;31.41;9.11;306.27828;8.142;NaN;0.01;0.4;0.08;1.855;0.86;2.825
18TL07031_900;431;47.09883;-59.99033;291820;5.16;21-jun-07;13:47:00;31.07;11.2;280.0182;8.127;NaN;0.01;0.335;0.05;1.345;0.53;0.877
18TL07031_900;431;47.09883;-59.99033;291821;1.49;21-jun-07;13:47:00;31.09;11.18;281.04538;8.128;301.6783;0.01;0.33;0.06;1.385;0.515;0.831
18TL07031_901;441;47.02283;-60.11567;291822;178.13;21-jun-07;15:29:00;34.23;4.87;145.145;7.767;152.2906;0.09;1.595;20.84;26.36;NaN;0.258
18TL07031_901;441;47.02283;-60.11567;291823;100.24;21-jun-07;15:29:00;32.73;1.02;280.2415;7.929;NaN;0.14;1.05;9.825;10.89;0.085;0.334
18TL07031_901;441;47.02283;-60.11567;291824;50.27;21-jun-07;15:29:00;31.49;0.48;333.87816;8.019;NaN;0.11;0.89;3.565;5.155;0.195;0.566
18TL07031_901;441;47.02283;-60.11567;291825;25.09;21-jun-07;15:29:00;31.13;3.19;332.58302;8.126;NaN;0.035;0.44;0.335;1.435;0.795;2.429
18TL07031_901;441;47.02283;-60.11567;291826;14.87;21-jun-07;15:29:00;30.5;7.62;313.82582;8.128;NaN;0.015;0.305;0.11;1.065;0.82;2.406
18TL07031_901;441;47.02283;-60.11567;291827;5.26;21-jun-07;15:29:00;30.05;11.04;288.45894;8.106;NaN;0.02;0.25;0.15;1.375;0.67;1.295
18TL07031_901;441;47.02283;-60.11567;291828;1.19;21-jun-07;15:29:00;30.06;10.91;288.68224;8.11;305.6977;0.02;0.235;0.125;1.425;0.81;1.298
18TL07031_902;451;46.95867;-60.21583;291829;75.16;21-jun-07;16:43:00;32.06;1.22;NaN;7.945;317.086;0.175;1.05;7.14;9.275;0.18;0.623
18TL07031_902;451;46.95867;-60.21583;291830;50.47;21-jun-07;16:43:00;31.35;2.65;NaN;8.064;NaN;0.065;0.66;2.03;3.37;0.515;1.297
18TL07031_902;451;46.95867;-60.21583;291831;25.29;21-jun-07;16:43:00;31.01;4.04;NaN;8.094;NaN;0.07;0.51;1.02;2.075;0.375;1.127
18TL07031_902;451;46.95867;-60.21583;291832;15.47;21-jun-07;16:43:00;30.39;8.25;NaN;8.096;NaN;0.03;0.325;0.32;1.85;0.66;1.931
18TL07031_902;451;46.95867;-60.21583;291833;5.45;21-jun-07;16:43:00;29.97;11.62;NaN;8.092;NaN;0.02;0.215;0.075;1.245;0.54;0.792
18TL07031_902;451;46.95867;-60.21583;291834;1.19;21-jun-07;16:43:00;29.96;11.81;NaN;8.096;299.8919;0.03;0.21;0.1;0.905;0.495;7.432
18TL07031_903;461;46.74483;-61.00267;291835;49.98;21-jun-07;20:44:00;31.25;1.54;NaN;8.063;348.7946;0.065;0.645;1.575;3.405;0.16;0.655
18TL07031_903;461;46.74483;-61.00267;291836;24.99;21-jun-07;20:44:00;30.87;3.03;NaN;8.071;NaN;0.055;0.565;0.96;2.925;0.195;1.429
18TL07031_903;461;46.74483;-61.00267;291837;14.97;21-jun-07;20:44:00;30.75;5.42;NaN;8.127;NaN;0.025;0.41;0.28;1.23;0.865;1.861
18TL07031_903;461;46.74483;-61.00267;291838;5.16;21-jun-07;20:44:00;30.15;7.85;NaN;8.098;NaN;0.02;0.31;0.125;1.43;1.25;2.063
18TL07031_903;461;46.74483;-61.00267;291839;1.29;21-jun-07;20:44:00;30.1;8.09;NaN;8.099;316.6394;0.03;0.295;0.105;1.56;1.385;5.404
18TL07031_904;471;46.82983;-61.25;291840;55.03;21-jun-07;23:00:00;31.98;0.22;NaN;7.867;316.1928;0.17333;1.19333;7.49667;14.095;0.235;0.562
18TL07031_904;471;46.82983;-61.25;291841;49.88;21-jun-07;23:00:00;31.85;0.05;NaN;7.879;NaN;0.19;1.315;8.685;14.205;0.15;0.536
18TL07031_904;471;46.82983;-61.25;291842;24.99;21-jun-07;23:00:00;31.53;1.59;NaN;8.093;NaN;0.085;0.755;2.7;2.955;0.79;2.556
18TL07031_904;471;46.82983;-61.25;291843;15.07;21-jun-07;23:00:00;31.44;4.55;NaN;8.188;NaN;0.015;0.455;0.175;0.655;0.545;1.933
18TL07031_904;471;46.82983;-61.25;291844;4.76;21-jun-07;23:00:00;30.9;10.78;NaN;8.139;NaN;0.01;0.31;0.07;0.99;0.265;1.311
18TL07031_904;471;46.82983;-61.25;291845;1.59;21-jun-07;23:00:00;30.81;11.36;NaN;8.139;293.1929;0.005;0.265;0.115;0.89;0.32;1.284
18TL07031_905;481;46.90217;-61.50033;291846;48.79;22-jun-07;00:31:00;31.67;0.15;NaN;7.911;332.9403;0.105;1.215;7.455;11.38;0.235;0.914
18TL07031_905;481;46.90217;-61.50033;291847;24.99;22-jun-07;00:31:00;31.67;0.19;NaN;7.915;NaN;0.105;1.2;7.315;10.845;0.285;1.219
18TL07031_905;481;46.90217;-61.50033;291848;15.17;22-jun-07;00:31:00;31.23;9.21;NaN;8.127;NaN;0.025;0.565;1.555;2.68;0.54;2.128
18TL07031_905;481;46.90217;-61.50033;291849;4.76;22-jun-07;00:31:00;31.14;10.79;NaN;8.135;NaN;0.015;0.335;0.065;0.7;0.345;1.295
18TL07031_905;481;46.90217;-61.50033;291850;1.09;22-jun-07;00:31:00;31.1;11.7;NaN;8.136;303.688;0.015;0.34;0.055;0.94;0.285;1.267
18TL07031_906;491;47.00033;-61.74967;291851;37.78;22-jun-07;01:47:00;31.6;1.13;NaN;7.942;326.6879;0.095;0.99;5.16;8.775;1.75;2.864
18TL07031_906;491;47.00033;-61.74967;291852;24.99;22-jun-07;01:47:00;31.57;1.66;NaN;7.97;NaN;0.08;0.945;4.53;8.01;2.545;3.837
18TL07031_906;491;47.00033;-61.74967;291853;15.37;22-jun-07;01:47:00;31.37;4.46;NaN;8.138;NaN;0.045;0.625;1.715;3.84667;2.575;2.463
18TL07031_906;491;47.00033;-61.74967;291854;5.16;22-jun-07;01:47:00;31.14;10.86;NaN;8.123;NaN;0.005;0.36;0.17;1.065;0.445;1.4
18TL07031_906;491;47.00033;-61.74967;291855;1.19;22-jun-07;01:47:00;31.16;11.29;NaN;8.131;301.9016;0.005;0.345;0.125;0.795;0.29;1.335
18TL07031_907;501;47.16967;-62.24917;291856;33.22;22-jun-07;04:48:00;31.64;1.52;NaN;7.922;318.6491;0.11;1.11;6.665;9.98;0.72;1.384
18TL07031_907;501;47.16967;-62.24917;291857;25.19;22-jun-07;04:48:00;31.55;2.91;NaN;7.973;NaN;0.08;0.985;5.62;8.28;1.165;2.558
18TL07031_907;501;47.16967;-62.24917;291858;14.68;22-jun-07;04:48:00;31.53;3.17;NaN;7.999;NaN;0.07;0.895;4.49;7.03;1.8;2.961
18TL07031_907;501;47.16967;-62.24917;291859;4.66;22-jun-07;04:48:00;31.42;6.47;NaN;8.087;NaN;0.04;0.67;2.655;4.475;1.465;3.127
18TL07031_907;501;47.16967;-62.24917;291860;0.6;22-jun-07;04:48:00;31.37;8.3;NaN;8.105;321.3287;0.02;0.455;0.955;2.375;1.695;3.612
18TL07031_908;511;47.32983;-62.74983;291861;49.58;22-jun-07;06:45:00;31.5;0.21;NaN;7.96;341.8723;0.095;1.18;6.395;9.63;0.195;0.721
18TL07031_908;511;47.32983;-62.74983;291862;25.48;22-jun-07;06:45:00;31.06;2.98;NaN;8.173;NaN;0.025;0.485;1.23;0.545;0.33;0.902
18TL07031_908;511;47.32983;-62.74983;291863;14.38;22-jun-07;06:45:00;29.61;9.4;NaN;8.226;NaN;0.01;0.235;0.345;0.08;0.71;2.866
18TL07031_908;511;47.32983;-62.74983;291864;4.76;22-jun-07;06:45:00;29.57;10.17;NaN;8.228;NaN;0.015;0.135;0.09;0.035;0.67;2.21
18TL07031_908;511;47.32983;-62.74983;291865;1.19;22-jun-07;06:45:00;29.57;10.22;NaN;8.231;308.154;0.01;0.135;0.095;0;0.625;2.179
18TL07031_909;521;47.49917;-63.24883;291866;75.35;22-jun-07;08:56:00;31.7;-0.9;NaN;7.811;306.8142;0.18;1.405;10.925;21.33667;0.34;0.427
18TL07031_909;521;47.49917;-63.24883;291867;50.27;22-jun-07;08:56:00;31.5;-0.52;NaN;7.883;NaN;0.15;1.59;7.25;9.67;0.095;0.361
18TL07031_909;521;47.49917;-63.24883;291868;25.09;22-jun-07;08:56:00;31.05;2.79;NaN;8.132;NaN;0.055;0.655;1.995;1.31;0.57;1.847
18TL07031_909;521;47.49917;-63.24883;291869;15.47;22-jun-07;08:56:00;30.52;9.15;NaN;8.206;NaN;0.025;0.335;0.265;0.45667;0.595;2.185
18TL07031_909;521;47.49917;-63.24883;291870;5.26;22-jun-07;08:56:00;30.07;10.16;NaN;8.221;NaN;0.015;0.215;0.14;0.255;0.865;2.462
18TL07031_909;521;47.49917;-63.24883;291871;1.09;22-jun-07;08:56:00;29.4;10.53;NaN;8.246;305.6977;0.015;0.135;0.155;0;0.885;2.467
18TL07031_910;531;47.65967;-63.75017;291872;59.79;22-jun-07;11:29:00;31.54;-0.38;NaN;7.805;294.0861;0.145;1.435;8.39;15.345;0.385;0.661
18TL07031_910;531;47.65967;-63.75017;291873;50.27;22-jun-07;11:29:00;31.17;1.56;NaN;8.082;NaN;0.06;0.78;2.785;2.35;0.175;0.698
18TL07031_910;531;47.65967;-63.75017;291874;25.09;22-jun-07;11:29:00;30.5;6.91;NaN;8.208;NaN;0.025;0.395;0.51;0.44;0.39;1.312
18TL07031_910;531;47.65967;-63.75017;291875;15.17;22-jun-07;11:29:00;29.48;10.13;NaN;8.241;NaN;0.02;0.175;0.11;0.055;0.86;2.644
18TL07031_910;531;47.65967;-63.75017;291876;5.55;22-jun-07;11:29:00;29.27;10.05;NaN;8.257;NaN;0.02;0.135;0.11;0;1.25;3.574
18TL07031_910;531;47.65967;-63.75017;291877;0.89;22-jun-07;11:29:00;29.24;10.05;NaN;8.252;310.1637;0.015;0.12;0.085;0;1.285;3.478
18TL07031_911;541;47.73983;-64.0005;291878;77.13;22-jun-07;12:50:00;32.39;0.36;NaN;7.686;227.0961;0.32;1.68;14.32;29.86;0.36;0.491
18TL07031_911;541;47.73983;-64.0005;291879;49.97;22-jun-07;12:50:00;31.32;0.9;NaN;7.997;NaN;0.135;1.05;5.59;6.005;0.135;0.499
18TL07031_911;541;47.73983;-64.0005;291880;24.39;22-jun-07;12:50:00;29.95;5.22;NaN;8.223;NaN;0.05;0.44;1.21;0.86;0.33;1.449
18TL07031_911;541;47.73983;-64.0005;291881;14.87;22-jun-07;12:50:00;29.48;9.89;NaN;8.26;NaN;0.02;0.145;0.1;0.025;1.015;3.001
18TL07031_911;541;47.73983;-64.0005;291882;5.06;22-jun-07;12:50:00;29.54;10.46;NaN;8.258;NaN;0.01;0.13;0.08;0.135;1.205;2.869
18TL07031_911;541;47.73983;-64.0005;291883;0.99;22-jun-07;12:50:00;29.54;10.49;NaN;8.256;307.9307;0.015;0.12;0.065;0.345;1.195;2.395
18TL07031_912;551;47.82983;-64.25033;291884;36.79;22-jun-07;15:41:00;30.99;2.31;NaN;8.051;321.9986;0.195;0.865;3.9;6.67;0.24;0.745
18TL07031_912;551;47.82983;-64.25033;291885;24.39;22-jun-07;15:41:00;30.1;5.88;NaN;8.207;NaN;0.04;0.335;0.805;0.135;0.305;1.091
18TL07031_912;551;47.82983;-64.25033;291886;15.47;22-jun-07;15:41:00;29.22;9.7;NaN;8.252;NaN;0.035;0.17;0.225;0.01;0.765;2.6
18TL07031_912;551;47.82983;-64.25033;291887;5.06;22-jun-07;15:41:00;29.13;10.91;NaN;8.261;NaN;0.005;0.095;0.075;0.045;1.32;3.546
18TL07031_912;551;47.82983;-64.25033;291888;0.79;22-jun-07;15:41:00;29.13;10.88;NaN;8.262;307.7074;0.015;0.095;0.16;0.025;1.34;3.008
18TL07031_913;571;47.93167;-65.24767;291895;65.14;23-jun-07;01:11:00;31.94;-0.06;237.85916;7.69;229.1058;0.255;1.675;13.205;28.32;0.25;0.506
18TL07031_913;571;47.93167;-65.24767;291896;50.67;23-jun-07;01:11:00;31.13;0.28;280.50946;7.8;NaN;0.14;1.285;6.845;15.22;0.11;0.424
18TL07031_913;571;47.93167;-65.24767;291897;25.68;23-jun-07;01:11:00;30.06;2.59;333.07428;8.062;NaN;0.065;0.655;1.375;4.035;0.325;1.01
18TL07031_913;571;47.93167;-65.24767;291898;15.47;23-jun-07;01:11:00;28.29;7.37;323.3384;8.221;NaN;0.015;0.2;0.23;1.005;0.98;2.912
18TL07031_913;571;47.93167;-65.24767;291899;5.16;23-jun-07;01:11:00;27.09;12.75;300.20452;8.293;NaN;0.005;0.07;0.2;1;1.56;9.567
18TL07031_913;571;47.93167;-65.24767;291900;1.09;23-jun-07;01:11:00;27.11;12.62;298.68608;8.3;309.2705;0.015;0.065;0.145;0.835;1.685;9.053
18TL07031_914;621;47.49867;-64.67167;291906;19.63;23-jun-07;16:50:00;29.49;6.96;301.455;8.129;298.3288;0.085;0.35;0.695;4.48;1.015;4.067
18TL07031_914;621;47.49867;-64.67167;291907;15.47;23-jun-07;16:50:00;29.41;9.9;303.15208;8.215;NaN;0.025;0.125;0.085;0.53;1.52;NaN
18TL07031_914;621;47.49867;-64.67167;291908;5.26;23-jun-07;16:50:00;29.11;13.08;289.57544;8.238;NaN;0.005;0.055;0.08;1.155;1.09;NaN
18TL07031_914;621;47.49867;-64.67167;291909;0.89;23-jun-07;16:50:00;29.03;13.85;287.92302;8.232;287.6104;0.09;0.05;0.155;0.48;0.43;NaN
18TL07031_915;631;47.5035;-64.251;291910;54.43;23-jun-07;19:03:00;31.71;0.05;270.6396;7.714;251.4358;0.21;1.68;9.54;22.595;0.37;0.886
18TL07031_915;631;47.5035;-64.251;291911;50.17;23-jun-07;19:03:00;31.53;0.16;283.05508;7.776;NaN;0.14;1.53333;7.98333;18.065;0.26;0.715
18TL07031_915;631;47.5035;-64.251;291912;25.09;23-jun-07;19:03:00;30.53;4.43;347.9014;8.188;NaN;0.025;0.56;1.29;1.14;0.405;1.887
18TL07031_915;631;47.5035;-64.251;291913;14.28;23-jun-07;19:03:00;29.76;9.95;304.67052;8.228;NaN;0.04667;0.18333;0.16;0.625;1.195;NaN
18TL07031_915;631;47.5035;-64.251;291914;4.86;23-jun-07;19:03:00;29.67;10.79;297.16764;8.243;NaN;0.025;0.13;0.1;0.45;1.93;NaN
18TL07031_915;631;47.5035;-64.251;291915;0.89;23-jun-07;19:03:00;29.6;11.35;296.63172;8.243;302.7948;0.01;0.115;0.1;0.44;2.13;NaN
18TL07031_916;641;47.50417;-63.75533;291916;50.77;23-jun-07;21:32:00;31.35;0.5;362.95182;8.039;357.5033;0.06;0.985;3.995;3.94;0.105;0.816
18TL07031_916;641;47.50417;-63.75533;291917;25.98;23-jun-07;21:32:00;30.44;5.4;343.34608;8.205;NaN;0.02;0.415;0.555;0.585;0.39;5.162
18TL07031_916;641;47.50417;-63.75533;291918;15.97;23-jun-07;21:32:00;30.26;9.76;314.36174;8.223;NaN;0.01;0.26;0.095;0.92;1.345;NaN
18TL07031_916;641;47.50417;-63.75533;291919;5.35;23-jun-07;21:32:00;29.2;10.94;312.75398;8.271;NaN;0.01;0.095;0.075;0.32;0.745;2.259
18TL07031_916;641;47.50417;-63.75533;291920;0.99;23-jun-07;21:32:00;29.14;11.26;311.41418;8.269;310.387;0.015;0.08;0.09;0.315;0.57;4.16
18TL07031_917;681;46.56883;-62.24783;291921;37.48;24-jun-07;08:11:00;31.18;0.72;339.14804;3.426;328.6976;0.04;0.765;1.83;6.495;0.19;6.928
18TL07031_917;681;46.56883;-62.24783;291922;25.29;24-jun-07;08:11:00;31.02;2.13;333.65486;3.471;NaN;0.03;0.61;1.11;5.08;0.34;NaN
18TL07031_917;681;46.56883;-62.24783;291923;5.26;24-jun-07;08:11:00;30.06;11.35;292.7463;3.597;NaN;0.01;0.41;0.285;2.675;0.405;0.095
18TL07031_917;681;46.56883;-62.24783;291924;15.47;24-jun-07;08:11:00;30.79;3.65;308.06468;3.48;NaN;0.01;0.185;0.065;1.215;0.315;NaN
18TL07031_917;681;46.56883;-62.24783;291925;1.69;24-jun-07;08:11:00;29.65;13.64;283.18906;3.59;280.0182;0.01;0.16;0.11;1.03;0.52;NaN
18TL07031_918;711;47.16967;-62.75067;291926;50.07;24-jun-07;15:22:00;31.91;0.28;353.2606;8.006;342.9888;0.065;1.095;7.29;9.815;0.26;0.729
18TL07031_918;711;47.16967;-62.75067;291927;24.99;24-jun-07;15:22:00;31.23;3.51;356.92272;8.174;NaN;0.01;0.58;1.745;1.855;0.47;1.491
18TL07031_918;711;47.16967;-62.75067;291928;14.78;24-jun-07;15:22:00;30.05;8.98;316.68406;8.261;NaN;0.015;0.26;0.145;0.7;0.61;6.529
18TL07031_918;711;47.16967;-62.75067;291929;4.76;24-jun-07;15:22:00;29.59;10.89;308.73458;8.279;NaN;0.01;0.14;0.095;0.245;0.47;NaN
18TL07031_918;711;47.16967;-62.75067;291930;0.89;24-jun-07;15:22:00;29.6;10.66;308.46662;8.281;311.0569;0.055;0.12;0.09;0.12;0.55;3.663
18TL07031_919;721;47.16933;-63.25033;291931;49.68;24-jun-07;17:47:00;31.41;-0.36;341.29172;7.958;332.0471;0.095;1.195;5.46;9.405;0.15;0.551
18TL07031_919;721;47.16933;-63.25033;291932;24.79;24-jun-07;17:47:00;30.95;3.57;352.72468;8.167;NaN;0.02;0.55667;1.31333;0.945;0.48;1.849
18TL07031_919;721;47.16933;-63.25033;291933;14.97;24-jun-07;17:47:00;30.52;8.89;321.23938;8.239;NaN;0.025;0.33;0.27;0.87;1.435;4.781
