CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;CTD
18HU98051_527;661;47.51767;-62.967;209018;15.37;11-nov-98;23:59:00;30.63;5.33;325.48208;317.21998;3.37;0.07;1.82;0.48;0.57;0.65;1.89
18HU98051_527;661;47.51767;-62.967;209019;5.35;11-nov-98;23:59:00;30.64;5.34;332.22574;319.22968;3.46;0.09;1.85;0.46;0.62;0.65;1.946
18HU98051_528;671;47.434;-62.61683;209020;50.47;12-nov-98;01:45:00;32.57;0.71;285.69002;311.23554;14.91;0.1;9.65;1.21;0.07;0.08;0.814
18HU98051_528;671;47.434;-62.61683;209021;25.48;12-nov-98;01:45:00;30.74;5.32;260.68042;316.50542;3.89;0.12;1.91;0.56;0.49;0.57;2.116
18HU98051_528;671;47.434;-62.61683;209022;15.27;12-nov-98;01:45:00;30.73;5.37;328.0277;317.17532;3.76;0.12;1.64;0.54;0.53;0.61;2.132
18HU98051_528;671;47.434;-62.61683;209023;5.55;12-nov-98;01:45:00;30.73;5.38;332.00244;319.05104;3.86;0.12;1.63;0.55;0.49;0.56;2.189
18HU98051_529;691;47.1565;-63.15417;209024;48.98;12-nov-98;04:59:00;31.78;1.49;286.85118;264.59561;16.44;0.07;10.63;1.32;0.1;0.12;0.723
18HU98051_529;691;47.1565;-63.15417;209025;24.79;12-nov-98;04:59:00;30.29;5.69;316.81804;312.62;4.31;0.14;2.98;0.61;0.46;0.5;1.536
18HU98051_529;691;47.1565;-63.15417;209026;14.97;12-nov-98;04:59:00;30.04;5.5;333.43156;294.80066;3.87;0.14;2.6;0.71;0.58;0.6;1.662
18HU98051_529;691;47.1565;-63.15417;209027;5.16;12-nov-98;04:59:00;29.84;5.44;335.6199;319.7656;5.655;0.17;4.07;0.7;0.61333;0.65;1.758
18HU98051_530;701;47.13467;-64.14233;209028;25.29;12-nov-98;08:31:00;29.82;5.93;317.13066;307.57342;9.63;0.2;5.5;0.78;0.32;0.32;1.121
18HU98051_530;701;47.13467;-64.14233;209029;14.97;12-nov-98;08:31:00;29.22;6.34;316.32678;311.33975;7.29;0.18;6.67;0.675;0.69;0.72;1.902
18HU98051_530;701;47.13467;-64.14233;209030;5.45;12-nov-98;08:31:00;29.2;6.38;325.30344;311.10156;7.11;0.18;7.38;0.67;0.66;0.7;1.946
18HU98051_531;711;46.69767;-64.55017;209031;22.31;12-nov-98;11:16:00;28.17;7.47;300.20452;300.47248;7.62;0.24;3.51;0.65;0.83;0.94;2.658
18HU98051_531;711;46.69767;-64.55017;209032;7.14;12-nov-98;11:16:00;28.14;7.47;305.65304;300.47248;7.34;0.24;3.72;0.58;0.79;0.81;2.523
18HU98051_531;711;46.69767;-64.55017;209033;5.45;12-nov-98;11:16:00;28.15;7.47;306.27828;300.74044;7.73;0.19;2.46;0.58;0.81;0.81;2.515
18HU98051_532;721;46.13267;-63.63083;209034;19.54;12-nov-98;15:48:00;27.85;7.5;306.54624;310.20836;1.6;0.02;0.42;0.09;5.37;4.49;14.425
18HU98051_532;721;46.13267;-63.63083;209035;14.48;12-nov-98;15:48:00;27.85;7.49;309.09186;308.64526;1.1;0.025;0.485;0.08;5.47;4.51;14.754
18HU98051_532;721;46.13267;-63.63083;209036;4.76;12-nov-98;15:48:00;27.85;7.49;312.57534;308.24332;1.02;0.02;0.62;0.08;5.7;4.72;14.855
18HU98051_533;731;45.917;-62.99983;209037;14.88;12-nov-98;18:13:00;27.59;8.89;269.0765;288.23564;2.465;0.035;0.515;0.345;2.3;2.16;5.349
18HU98051_533;731;45.917;-62.99983;209038;5.36;12-nov-98;18:13:00;27.59;8.89;272.51532;288.77156;2.51;0.04;0.59;0.39;2.14;2.14;5.289
18HU98051_534;741;46.16583;-61.8335;209039;25.09;12-nov-98;22:30:00;28.87;8.76;275.3289;291.13854;5.01;0.13;2.29;0.51;0.45;0.53;1.646
18HU98051_534;741;46.16583;-61.8335;209040;15.07;12-nov-98;22:30:00;28.77;8.89;278.49976;290.33466;5;0.14;2;0.63;0.44;0.56;1.822
18HU98051_534;741;46.16583;-61.8335;209041;5.16;12-nov-98;22:30:00;28.77;8.89;282.0279;291.13854;4.72;0.15;2.25;0.68;0.5;0.62;1.825
18HU98051_535;751;46.71617;-61.999;209042;49.88;13-nov-98;01:29:00;31.16;2.89;289.53078;276.75802;12.11;0.13;8.61;0.95;0.1;0.16;0.896
18HU98051_535;751;46.71617;-61.999;209043;25.09;13-nov-98;01:29:00;29.92;5.92;318.96172;306.05498;7.33;0.18;5.97;0.67;0.37;0.45;1.681
18HU98051_535;751;46.71617;-61.999;209044;15.27;13-nov-98;01:29:00;29.84;6.06;325.5714;314.31708;5.39;0.14;4.12;0.55;0.6;0.71;2.311
18HU98051_535;751;46.71617;-61.999;209045;4.96;13-nov-98;01:29:00;29.84;6.06;329.90342;313.9598;5.47;0.13;3.46;0.5;0.59;0.71;2.258
18HU98051_536;761;47.22817;-61.63133;209046;16.06;13-nov-98;04:20:00;30.45;6.29;315.47824;305.20644;6.05;0.11;2.32;0.5;0.92;1.09;3.154
18HU98051_536;761;47.22817;-61.63133;209047;5.75;13-nov-98;04:20:00;30.45;6.28;318.96172;306.54624;5.765;0.115;2.46;0.505;0.94;1.03;3.099
18HU98051_537;771;47.1435;-61.49483;209048;15.57;13-nov-98;05:03:00;30.57;6.15;315.12096;303.50936;6.19;0.17;2.8;0.75;0.78;0.91;2.95
18HU98051_537;771;47.1435;-61.49483;209049;5.85;13-nov-98;05:03:00;30.57;6.15;318.96172;304.17926;6.03;0.16;2.69;0.7;0.83;0.92;2.936
18HU98051_538;781;47.06283;-61.35667;209050;24.3;13-nov-98;05:45:00;30.48;5.64;297.83754;295.8725;7.36;0.17;4.19;0.81;0.5;0.65;2.134
18HU98051_538;781;47.06283;-61.35667;209051;14.48;13-nov-98;05:45:00;30.45;5.79;314.67436;302.75014;6.16;0.15;3.2;0.705;0.55;0.75;2.381
18HU98051_538;781;47.06283;-61.35667;209052;4.96;13-nov-98;05:45:00;30.46;5.79;318.33648;303.42004;6.15;0.16;3.29;0.71;0.5;0.71;2.338
18HU98051_539;791;46.9805;-61.21683;209053;49.68;13-nov-98;06:28:00;32.26;1.33;271.80076;252.46298;17.51;0.13;13.09;1.49;0.13;0.23;0.996
18HU98051_539;791;46.9805;-61.21683;209054;24.99;13-nov-98;06:28:00;30.28;6.07;315.03164;259.34062;5.09;0.16;3.09;0.69;0.57;0.72;2.265
18HU98051_539;791;46.9805;-61.21683;209055;15.07;13-nov-98;06:28:00;30.25;6.05;319.40832;NaN;5.09;0.15;3.04;0.63;0.5;0.65;2.243
18HU98051_539;791;46.9805;-61.21683;209056;6.15;13-nov-98;06:28:00;30.25;6.04;322.6685;307.75206;5.12;0.16;3.2;0.69;0.49;0.62;2.266
18HU98051_540;801;46.89867;-61.0785;209057;73.18;13-nov-98;07:11:00;32.62;1.7;254.562;258.89402;15.65;0.1;14.67;1.36;0.08;0.13;0.735
18HU98051_540;801;46.89867;-61.0785;209058;49.08;13-nov-98;07:11:00;31.69;1.4;289.3968;226.2029;18.14;0.07;16.14;1.47;0.1;0.15;0.84
18HU98051_540;801;46.89867;-61.0785;209059;24.69;13-nov-98;07:11:00;30.13;6.1;309.0472;302.5715;5.18;0.15;4.86;0.69;0.3;0.38;1.605
18HU98051_540;801;46.89867;-61.0785;209060;15.17;13-nov-98;07:11:00;29.76;6.56;312.97728;262.77944;5.49;0.17;4.24;0.67;0.46;0.52;2.019
18HU98051_540;801;46.89867;-61.0785;209061;5.55;13-nov-98;07:11:00;29.76;6.59;317.62192;304.40256;5.54;0.17;2.95;0.67;0.47;0.57;2.051
18HU98051_541;811;46.81717;-60.93717;209062;97.76;13-nov-98;07:54:00;33.25;2.61;228.30192;232.99122;17.7;0.12;13.68;1.42;0.07;0.09;0.75
18HU98051_541;811;46.81717;-60.93717;209063;47.99;13-nov-98;07:54:00;31.26;2.01;283.54634;265.54836;15.75;0.05;9.29;1.28;0.09;0.13;0.812
18HU98051_541;811;46.81717;-60.93717;209064;25.19;13-nov-98;07:54:00;29.46;6.99;307.52876;303.0181;5.70667;0.16;3.04;0.64;0.48;0.54;1.829
18HU98051_541;811;46.81717;-60.93717;209065;15.17;13-nov-98;07:54:00;29.36;7.13;311.10156;303.64334;5.58;0.16;2.55;0.6;0.47;0.55;2.07
18HU98051_541;811;46.81717;-60.93717;209066;5.55;13-nov-98;07:54:00;29.34;7.16;314.49572;303.9113;5.51;0.15;2.45;0.6;0.48;0.55;2.097
18HU98051_542;841;47.999;-59.5035;208898;149.98;10-nov-98;07:02:00;33.5;3.14;250.18532;258.84936;11.96;0.085;13.195;1.12;0.02;0.02;0.555
18HU98051_542;841;47.999;-59.5035;208899;101.22;10-nov-98;07:02:00;32.84;1.46;288.90554;305.96566;4.27;0.23;4.29;0.67;0.04;0.04;0.633
18HU98051_542;841;47.999;-59.5035;208900;48.98;10-nov-98;07:02:00;32.29;4.27;298.19482;307.79672;4.1;0.24;4.43;0.68;0.22;0.23;1.06
18HU98051_542;841;47.999;-59.5035;208901;25.58;10-nov-98;07:02:00;31.68;6.97;310.74428;304.5812;1.89;0.1;0.83;0.37;0.64;0.75;3.362
18HU98051_542;841;47.999;-59.5035;208902;15.47;10-nov-98;07:02:00;31.68;7.02;313.0666;305.07246;1.84;0.1;0.7;0.35;0.78;0.88;3.516
18HU98051_542;841;47.999;-59.5035;208903;5.55;10-nov-98;07:02:00;31.68;7.02;316.59474;305.0278;1.75;0.1;0.67;0.34;0.79;0.85;3.516
18HU98051_543;851;47.58117;-59.3305;208904;233.99;10-nov-98;09:26:00;34.41;5.47;212.62626;211.37578;16.07;0.08;18.62;1.29;0.01;0.02;0.466
18HU98051_543;851;47.58117;-59.3305;208905;199.03;10-nov-98;09:26:00;33.89;4.16;237.54654;238.931;14.39;0.09;15.28;1.2;0.01;0.02;0.504
18HU98051_543;851;47.58117;-59.3305;208906;147.8;10-nov-98;09:26:00;33.17;1.88;265.727;284.84148;NaN;0.1;11.53;1.08;0.02;0.02;0.534
18HU98051_543;851;47.58117;-59.3305;208907;97.06;10-nov-98;09:26:00;32.74;1.42;282.11722;311.9501;6.22;0.07;7.82;0.91;0.04;0.04;0.634
18HU98051_543;851;47.58117;-59.3305;208908;49.68;10-nov-98;09:26:00;31.98;2.04;291.94242;300.29384;8.39;0.06;6.96;1.06;0.09;0.12;0.776
18HU98051_543;851;47.58117;-59.3305;208909;25.19;10-nov-98;09:26:00;31.35;4.51;279.97354;283.72498;8.85;0.13;7.36;1.36;0.15;0.2;1.184
18HU98051_543;851;47.58117;-59.3305;208910;15.37;10-nov-98;09:26:00;31.34;7.02;299.04336;294.71134;3.08;0.14;1.43;0.65;0.34;0.38;2.156
18HU98051_543;851;47.58117;-59.3305;208911;5.45;10-nov-98;09:26:00;31.13;7;313.60252;302.61616;3.48;0.11;1.48;0.52;0.86;1.06;3.065
18HU98051_544;861;47.48317;-59.44633;208912;433.09;10-nov-98;11:19:00;34.84;4.88;195.92342;189.49238;30.26;0.05;21.81;1.78;0;0.01;0.456
18HU98051_544;861;47.48317;-59.44633;208913;398.16;10-nov-98;11:19:00;34.84;4.88;195.20886;190.16228;29.34;0.06;23.69;2.03;0;0.01;0.649
18HU98051_544;861;47.48317;-59.44633;208914;347.78;10-nov-98;11:19:00;34.8;5.13;191.85936;206.41852;22.97;0.08;19.16;2.25;NaN;NaN;0.616
18HU98051_544;861;47.48317;-59.44633;208915;297.18;10-nov-98;11:19:00;34.73;5.47;187.08074;187.3487;21.63;0.07;24.81;2.33;0;0.02;0.647
18HU98051_544;861;47.48317;-59.44633;208916;249.05;10-nov-98;11:19:00;34.56;5.71;180.51572;176.80894;20.72;0.05;22.45;1.66;0.01;0.02;0.524
18HU98051_544;861;47.48317;-59.44633;208917;199.03;10-nov-98;11:19:00;34.33;5.66;201.05932;201.6399;15.59;0.07;20.39;1.69;0;0.02;0.456
18HU98051_544;861;47.48317;-59.44633;208918;148.79;10-nov-98;11:19:00;33.64;3.66;248.62222;230.57958;15.6;0.07;16.48;1.99;0.01;0.02;0.495
18HU98051_544;861;47.48317;-59.44633;208919;99.54;10-nov-98;11:19:00;32.85;1.35;277.96384;288.77156;8.87;0.07;11.84;1.59;0.04;0.05;0.772
18HU98051_544;861;47.48317;-59.44633;208920;49.97;10-nov-98;11:19:00;31.87;5.37;288.057;302.16956;3.56;0.26;4.57;1.05;0.34;0.36;1.336
18HU98051_544;861;47.48317;-59.44633;208921;24.99;10-nov-98;11:19:00;31.08;7.04;303.33072;297.2123;3.33;0.15;2.05;0.68;0.49;0.51;1.845
18HU98051_544;861;47.48317;-59.44633;208922;14.97;10-nov-98;11:19:00;30.46;6.99;313.0666;303.19674;4.03;0.19;1.85;0.95;0.92;1.02;3.312
18HU98051_544;861;47.48317;-59.44633;208923;5.45;10-nov-98;11:19:00;30.44;6.96;315.16562;304.5812;3.9;0.15;1.67;0.77;1.21;1.29;3.33
18HU98051_545;871;47.38367;-59.563;208924;464.07;10-nov-98;12:47:00;34.83;4.9;186.14288;183.23998;34.66;0.07;24.9;2.15;0.01;0.02;0.51
18HU98051_545;871;47.38367;-59.563;208925;396.38;10-nov-98;12:47:00;34.83;4.97;186.85744;179.80116;29.51;0.08;26.21;2.36;0;0.01;0.472
18HU98051_545;871;47.38367;-59.563;208926;347.09;10-nov-98;12:47:00;34.78;5.19;179.66718;173.81672;28.66;0.04;17.24;1.29;0;0.01;0.526
18HU98051_545;871;47.38367;-59.563;208927;296.99;10-nov-98;12:47:00;34.67;5.38;167.475;162.5624;26.6;0.05;21.64;1.64;0;0.01;0.502
18HU98051_545;871;47.38367;-59.563;208928;246.18;10-nov-98;12:47:00;34.47;5.3;170.6012;157.6498;25.15;0.06;21.66;1.75;0.01;0.01;0.48
18HU98051_545;871;47.38367;-59.563;208929;195.76;10-nov-98;12:47:00;34.3;5.8;214.90392;208.42822;14.75;0.06;17.5;1.39;0.01;0.01;0.434
18HU98051_545;871;47.38367;-59.563;208930;148.5;10-nov-98;12:47:00;33.61;3.56;247.23776;250.9892;12.56;0.06;13.95;1.27;0.01;0.02;0.735
18HU98051_545;871;47.38367;-59.563;208931;98.45;10-nov-98;12:47:00;32.84;1.27;277.87452;302.3482;7.74;0.06;9.18;1.08;0.03;0.04;0.771
18HU98051_545;871;47.38367;-59.563;208932;49.08;10-nov-98;12:47:00;32.13;1.51;279.7949;304.8045;8.74;0.06;7.68;1.03;0.09;0.12;0.819
18HU98051_545;871;47.38367;-59.563;208933;24.39;10-nov-98;12:47:00;30.56;5.19;263.76196;271.7561;9.82;0.15;7.31;1;0.19;0.26;1.229
18HU98051_545;871;47.38367;-59.563;208934;14.68;10-nov-98;12:47:00;29.63;7.66;288.2803;292.25504;4.74;0.14;2;0.57;0.42;0.51;1.53
18HU98051_545;871;47.38367;-59.563;208935;4.96;10-nov-98;12:47:00;29.64;7.65;301.32102;293.6395;4.88;0.13;1.84;0.56;0.46;0.54;1.608
18HU98051_546;881;47.28383;-59.68233;208936;464.07;10-nov-98;14:36:00;34.83;4.93;182.52542;181.00698;31.4;0.07;22.11;1.76;0.01;0.02;0.501
18HU98051_546;881;47.28383;-59.68233;208937;398.46;10-nov-98;14:36:00;34.82;5.02;182.8827;177.5235;30.85;0.06;22.31;1.76;0.01;0.01;0.469
18HU98051_546;881;47.28383;-59.68233;208938;347.58;10-nov-98;14:36:00;34.77;5.21;174.6206;141.84016;27.02;0.06;22.97;1.72;0;0.01;0.435
18HU98051_546;881;47.28383;-59.68233;208939;297.48;10-nov-98;14:36:00;34.69;5.39;167.38568;165.0187;25.87;0.06;22.67;1.71;0;0.01;0.433
18HU98051_546;881;47.28383;-59.68233;208940;248.46;10-nov-98;14:36:00;34.51;5.43;173.5041;163.54492;23.505;0.06;21.98;1.645;0.01;0.01;0.5
18HU98051_546;881;47.28383;-59.68233;208941;198.83;10-nov-98;14:36:00;34.35;5.81;205.2127;203.69426;16.18;0.06;18.17;1.37;0.01;0.02;0.448
18HU98051_546;881;47.28383;-59.68233;208942;149.29;10-nov-98;14:36:00;33.68;3.76;238.61838;245.80864;13.67;0.05;14.2;1.25;0.01;0.02;0.512
18HU98051_546;881;47.28383;-59.68233;208943;99.34;10-nov-98;14:36:00;32.88;1.56;278.05316;303.28606;7.32;0.05;8.65;1.03;0.03;0.05;0.601
18HU98051_546;881;47.28383;-59.68233;208944;49.38;10-nov-98;14:36:00;32.06;1.6;287.25312;299.222;9.29;0.06;8.35;1.06;0.09;0.11;0.824
18HU98051_546;881;47.28383;-59.68233;208945;24.49;10-nov-98;14:36:00;29.98;7.1;297.48026;296.7657;4.52;0.15;2.24;0.53;0.18;0.23;1.188
18HU98051_546;881;47.28383;-59.68233;208946;13.98;10-nov-98;14:36:00;29.39;7.54;299.08802;295.96182;4.09;0.11;1.44;0.45;0.46;0.52;1.703
18HU98051_546;881;47.28383;-59.68233;208947;4.96;10-nov-98;14:36:00;29.04;7.89;299.4453;300.29384;3.73;0.1;1.18;0.42;0.93;1.03;2.154
18HU98051_547;891;47.1815;-59.79667;208948;425.98;10-nov-98;16:09:00;34.82;5.01;179.57786;177.43418;32.8;0.07;22.21;1.68;0.03;0.03;0.341
18HU98051_547;891;47.1815;-59.79667;208949;395.99;10-nov-98;16:09:00;34.81;5.12;173.23614;169.4847;32.08;0.06;22.97;1.8;0.01;0.01;0.403
18HU98051_547;891;47.1815;-59.79667;208950;346.5;10-nov-98;16:09:00;34.73;5.35;159.70416;122.41306;26.54;0.06;22.65;1.68;0;0.01;0.466
18HU98051_547;891;47.1815;-59.79667;208951;295.9;10-nov-98;16:09:00;34.6;5.42;153.67506;150.45954;28.52;0.06;23.24;1.77;0.01;0.01;0.45
18HU98051_547;891;47.1815;-59.79667;208952;247.08;10-nov-98;16:09:00;34.47;5.42;164.88472;163.32162;26.06;0.06;22.06;1.53;0.01;0.01;0.555
18HU98051_547;891;47.1815;-59.79667;208953;198.54;10-nov-98;16:09:00;34.21;5.07;191.05548;183.90988;20.6;0.06;19.34;1.48;0.01;0.02;0.452
18HU98051_547;891;47.1815;-59.79667;208954;149.59;10-nov-98;16:09:00;33.59;3.46;237.09994;242.77176;14.41;0.055;14.4;1.255;0.01;0.02;0.486
18HU98051_547;891;47.1815;-59.79667;208955;99.94;10-nov-98;16:09:00;32.83;1.32;276.2221;295.73852;9.17;0.05;9.63;1.08;0.04;0.04;0.548
18HU98051_547;891;47.1815;-59.79667;208956;49.88;10-nov-98;16:09:00;31.75;2.28;281.44732;288.45894;10.43;0.06;8.2;1.05;0.1;0.13;0.826
18HU98051_547;891;47.1815;-59.79667;208957;25.09;10-nov-98;16:09:00;30.09;6.92;281.8046;288.14632;6.39;0.14;3.64;0.67;0.15;0.19;0.965
18HU98051_547;891;47.1815;-59.79667;208958;15.67;10-nov-98;16:09:00;29.64;7.61;299.8919;297.30162;3.84;0.12;1.75;0.49;0.28;0.32;1.229
18HU98051_547;891;47.1815;-59.79667;208959;5.75;10-nov-98;16:09:00;29.27;7.66;305.78702;301.81228;3.96;0.1;1.45;0.44;0.77;0.84;2.233
18HU98051_548;901;47.07933;-59.91483;208960;346.01;10-nov-98;18:09:00;34.71;5.38;166.62646;161.13328;28.28;0.08;22.98;1.64;0;0.01;0.466
18HU98051_548;901;47.07933;-59.91483;208961;297.59;10-nov-98;18:09:00;34.63;5.63;173.2808;177.47884;21.91;0.07;24.53;1.48;0.01;0.01;0.463
18HU98051_548;901;47.07933;-59.91483;208962;249.56;10-nov-98;18:09:00;34.47;5.37;166.76044;164.84006;23.68;0.07;26.02;1.49;0.01;0.01;0.433
18HU98051_548;901;47.07933;-59.91483;208963;198.54;10-nov-98;18:09:00;34.28;5.65;207.98162;189.04578;15.93;0.07;20.76;1.26;0.01;0.01;0.581
18HU98051_548;901;47.07933;-59.91483;208964;149.2;10-nov-98;18:09:00;33.46;2.97;248.7562;233.1252;12.6;0.07;19.73;1.185;0.02;0.02;0.698
18HU98051_548;901;47.07933;-59.91483;208965;101.03;10-nov-98;18:09:00;32.73;1.77;276.31142;299.17734;7.59;0.07;10.64;0.94;0.07;0.08;0.862
18HU98051_548;901;47.07933;-59.91483;208966;50.67;10-nov-98;18:09:00;30.68;4.96;280.9114;270.28232;10.44;0.15;8.98;0.9;0.11;0.15;0.867
18HU98051_548;901;47.07933;-59.91483;208967;24.1;10-nov-98;18:09:00;29.58;7.53;296.27444;298.15016;4.28;0.13;3.82;0.5;0.18;0.22;0.995
18HU98051_548;901;47.07933;-59.91483;208968;14.08;10-nov-98;18:09:00;29.24;7.62;294.9793;295.51522;5.36;0.16;2.63;0.59;0.39;0.44;1.638
18HU98051_548;901;47.07933;-59.91483;208969;4.46;10-nov-98;18:09:00;28.83;8.11;296.72104;297.2123;4.11;0.12;1.66;0.45;0.74;0.84;2.565
18HU98051_549;911;46.98433;-60.03567;208970;150.48;10-nov-98;19:26:00;33.55;3.21;215.35052;221.5136;20.43;0.15;19.23;1.34;0.05;0.11;0.622
18HU98051_549;911;46.98433;-60.03567;208971;99.44;10-nov-98;19:26:00;32.88;2.28;263.7173;271.13086;11.24;0.08;13.6;1.03;0.05;0.09;0.653
18HU98051_549;911;46.98433;-60.03567;208972;49.98;10-nov-98;19:26:00;29.76;7.43;285.28808;291.80844;4.88;0.15;3.24;0.54;0.19;0.25;1.233
18HU98051_549;911;46.98433;-60.03567;208973;27.07;10-nov-98;19:26:00;29.32;7.86;284.61818;294.0861;4.71;0.15;2.15;0.55;0.25;0.31;1.503
18HU98051_549;911;46.98433;-60.03567;208974;16.16;10-nov-98;19:26:00;29.04;8.35;287.69972;293.14824;4.11;0.13;1.61;0.49;0.46;0.5;1.716
18HU98051_549;911;46.98433;-60.03567;208975;6.45;10-nov-98;19:26:00;28.87;8.25;295.4259;296.14046;3.86;0.11;1.305;0.475;0.79;0.87;2.299
18HU98051_550;921;46.88483;-60.15583;208976;139.59;10-nov-98;20:36:00;33.6;3.37;223.34466;229.59706;16.95;0.09;19.78;1.26;0.02;0.05;0.544
18HU98051_550;921;46.88483;-60.15583;208977;99.84;10-nov-98;20:36:00;33.17;2.4;260.76974;266.3969;13.56;0.07;12.09;1.2;0.05;0.08;0.614
18HU98051_550;921;46.88483;-60.15583;208978;49.68;10-nov-98;20:36:00;29.9;7.32;274.48036;283.3677;6.55;0.15;3.92;0.66;0.14;0.18;0.818
