CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;PHPH;OXYM_01;Si_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);((none));(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU11111_2618;581;47;-51;365239;5.55;27-nov-11;12:43:00;32.04;4.18;8.219;NaN;2;0.375;0.535;1.29
18HU11111_2619;601;47;-50;365240;74.96;27-nov-11;17:15:00;32.92;0.23;8.059;NaN;12.825;1.04;0.23;0.75
18HU11111_2619;601;47;-50;365241;50.07;27-nov-11;17:15:00;32.84;0.6;8.082;295.96182;11.19;0.955;0.315;0.83
18HU11111_2619;601;47;-50;365242;39.86;27-nov-11;17:15:00;32.24;3.89;8.218;324.4549;3.25;0.485;0.74;1.22
18HU11111_2619;601;47;-50;365243;29.65;27-nov-11;17:15:00;32.23;3.93;8.221;323.91898;3.125;0.49;0.12;1.22
18HU11111_2619;601;47;-50;365244;19.93;27-nov-11;17:15:00;32.22;3.95;8.223;324.0083;3.14;0.51;0.125;1.15
18HU11111_2619;601;47;-50;365245;10.02;27-nov-11;17:15:00;32.22;3.95;8.225;NaN;3.13;0.465;0.12;1.22
18HU11111_2619;601;47;-50;365246;5.36;27-nov-11;17:15:00;32.22;3.97;8.225;320.07822;2.42;0.405;0.115;1.28
18HU11111_2620;611;47;-49.117;365247;74.26;27-nov-11;21:08:00;33.2;0.13;8.05;NaN;15.035;1.09;0.14;0.65
18HU11111_2620;611;47;-49.117;365248;49.98;27-nov-11;21:08:00;32.92;1.2;8.118;NaN;8.51;0.825;0.61;0.91
18HU11111_2620;611;47;-49.117;365249;38.97;27-nov-11;21:08:00;32.39;3.61;8.212;NaN;3.33;0.495;1.415;1.47
18HU11111_2620;611;47;-49.117;365250;30.05;27-nov-11;21:08:00;32.39;3.61;8.212;NaN;3.36;0.495;0.175;1.5
18HU11111_2620;611;47;-49.117;365251;20.43;27-nov-11;21:08:00;32.39;3.62;8.213;NaN;3.36;0.495;0.17;1.56
18HU11111_2620;611;47;-49.117;365252;9.32;27-nov-11;21:08:00;32.39;3.61;8.216;NaN;3.14;0.51;0.19;1.59
18HU11111_2620;611;47;-49.117;365253;4.96;27-nov-11;21:08:00;32.39;3.61;8.216;NaN;3.245;0.53;0.18;1.51
18HU11111_2621;631;47;-48.117;365254;129.57;28-nov-11;01:25:00;33.58;0.69;8.067;NaN;15.34;1.17;NaN;0.63
18HU11111_2621;631;47;-48.117;365255;99.94;28-nov-11;01:25:00;33.46;0.42;8.087;NaN;12.525;1.085;0.115;0.61
18HU11111_2621;631;47;-48.117;365256;73.97;28-nov-11;01:25:00;33.27;-0.02;8.119;NaN;8.065;0.885;0.095;0.6
18HU11111_2621;631;47;-48.117;365257;48.69;28-nov-11;01:25:00;32.77;1.83;8.169;NaN;5.53;0.725;0.33;0.81
18HU11111_2621;631;47;-48.117;365258;40.16;28-nov-11;01:25:00;32.53;3.17;8.213;NaN;3.78;0.565;0.745;1.25
18HU11111_2621;631;47;-48.117;365259;29.65;28-nov-11;01:25:00;32.53;3.18;8.214;NaN;3.38;1.045;0.135;1.29
18HU11111_2621;631;47;-48.117;365260;20.33;28-nov-11;01:25:00;32.53;3.18;8.215;NaN;3.765;0.56;0.12;1.22
18HU11111_2621;631;47;-48.117;365261;9.82;28-nov-11;01:25:00;32.53;3.19;8.218;NaN;3.775;0.56;0.125;1.27
18HU11111_2621;631;47;-48.117;365262;5.55;28-nov-11;01:25:00;32.53;3.18;8.219;NaN;3.755;0.59;0.125;1.25
18HU11111_2622;971;42.082;-49.27;365382;3200.73;02-dec-11;20:41:00;34.89;2.11;NaN;NaN;18.72;1.17;NaN;0.58
18HU11111_2622;971;42.082;-49.27;365383;147.58;02-dec-11;20:41:00;35.67;13.18;NaN;NaN;5.505;0.87;NaN;0.6
18HU11111_2622;971;42.082;-49.27;365384;98;02-dec-11;20:41:00;35.78;14.14;NaN;NaN;4.625;0.78;0.01;0.6
18HU11111_2622;971;42.082;-49.27;365385;73.9;02-dec-11;20:41:00;35.96;15.26;NaN;NaN;3.84;0.685;0.015;0.61
18HU11111_2622;971;42.082;-49.27;365386;48.51;02-dec-11;20:41:00;35.67;16.19;NaN;NaN;2.79;0.465;0.03;0.63
18HU11111_2622;971;42.082;-49.27;365387;39.19;02-dec-11;20:41:00;34.02;13.9;NaN;NaN;1.49;0.24;0.095;1.4
18HU11111_2622;971;42.082;-49.27;365388;29.46;02-dec-11;20:41:00;33.92;13.82;NaN;NaN;1.245;0.17;0.685;1.74
18HU11111_2622;971;42.082;-49.27;365389;20.24;02-dec-11;20:41:00;33.84;13.61;NaN;NaN;1.2;0.175;0.79;1.95
18HU11111_2622;971;42.082;-49.27;365390;10.42;02-dec-11;20:41:00;33.9;13.84;NaN;NaN;1.305;0.215;0.79;2.07
18HU11111_2622;971;42.082;-49.27;365391;5.26;02-dec-11;20:41:00;33.91;13.88;NaN;NaN;1.1;0.16;0.51;2.08
18HU11111_2623;991;42.588;-49.683;365392;2490.87;03-dec-11;05:01:00;34.91;2.92;NaN;NaN;NaN;NaN;NaN;0.57
18HU11111_2623;991;42.588;-49.683;365393;150.25;03-dec-11;05:01:00;34.46;3.28;NaN;NaN;11.1;1.085;NaN;0.59
18HU11111_2623;991;42.588;-49.683;365394;99.68;03-dec-11;05:01:00;34.11;2.71;NaN;290.29;8.405;0.93;0.04;0.61
18HU11111_2623;991;42.588;-49.683;365395;74.59;03-dec-11;05:01:00;33.91;4.41;NaN;298.37346;4.975;0.695;0.03;0.7
18HU11111_2623;991;42.588;-49.683;365396;49.6;03-dec-11;05:01:00;33.54;4.36;NaN;308.51128;4.265;0.625;0.07;0.89
18HU11111_2623;991;42.588;-49.683;365397;39.78;03-dec-11;05:01:00;33.45;4.48;NaN;NaN;4.025;0.6;0.075;0.97
18HU11111_2623;991;42.588;-49.683;365398;29.56;03-dec-11;05:01:00;33.14;4;NaN;NaN;3.45;0.56;0.135;1.57
18HU11111_2623;991;42.588;-49.683;365399;20.83;03-dec-11;05:01:00;32.92;5.48;NaN;324.94616;1.085;0.39;0.04;4.31
18HU11111_2623;991;42.588;-49.683;365400;9.92;03-dec-11;05:01:00;32.82;6.23;NaN;NaN;0.765;0.315;0.06;5.29
18HU11111_2623;991;42.588;-49.683;365401;4.76;03-dec-11;05:01:00;32.81;6.24;NaN;327.1345;0.69;0.32;0.065;5.56
