CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo
181C05624_264;FC-03;47;-52.58;259926;5;17-jul-05;10:58:00;4.59;31.77;306.4;11.37;NaN;NaN;NaN;0.3
181C05624_284;FC-04;47;-52.3217;259927;120;17-jul-05;13:21:00;121.44;33.14;272.4;-0.19;15.01;0.98;10.26;NaN
181C05624_284;FC-04;47;-52.3217;259928;100;17-jul-05;13:21:00;100.89;32.98;332.7;-0.89;5.11;0.63;7.47;0
181C05624_284;FC-04;47;-52.3217;259929;75;17-jul-05;13:21:00;75.68;32.8;351.5;-1.33;5.13;0.68;6.95;0
181C05624_284;FC-04;47;-52.3217;259930;50;17-jul-05;13:21:00;50.21;32.63;369.3;-1.15;1.22;0.49;4.39;1.91
181C05624_284;FC-04;47;-52.3217;259931;40;17-jul-05;13:21:00;40.71;32.59;402.8;0.31;2.11;0.26;0.72;1.52
181C05624_284;FC-04;47;-52.3217;259932;30;17-jul-05;13:21:00;30;32.34;362.2;4.06;1.79;0.23;0.53;0.44
181C05624_284;FC-04;47;-52.3217;259933;20;17-jul-05;13:21:00;20.09;32.18;329.6;7.56;1.2;0.22;0.59;0.34
181C05624_284;FC-04;47;-52.3217;259934;10;17-jul-05;13:21:00;10.05;32.09;314.9;9.7;1.71;0.29;1.3;0.2
181C05624_284;FC-04;47;-52.3217;259935;5;17-jul-05;13:21:00;4.88;32.01;300.1;11.81;1.04;0.19;0.28;0.12
181C05624_304;FC-05;47;-52.0333;259936;133;17-jul-05;15:40:00;133.96;33.22;263.9;-0.12;16.82;0.89;9.64;NaN
181C05624_304;FC-05;47;-52.0333;259937;99;17-jul-05;15:40:00;100.26;32.87;347.5;-1.25;6.31;0.54;7.21;0
181C05624_304;FC-05;47;-52.0333;259938;75;17-jul-05;15:40:00;75.49;32.76;352.4;-1.38;5.97;0.53;6.81;0.05
181C05624_304;FC-05;47;-52.0333;259939;49;17-jul-05;15:40:00;49.65;32.67;363.5;-1.07;2.25;0.81;4.81;1.57
181C05624_304;FC-05;47;-52.0333;259940;40;17-jul-05;15:40:00;39.85;32.61;390.8;-0.64;1.98;0.44;1.35;5.24
181C05624_304;FC-05;47;-52.0333;259941;30;17-jul-05;15:40:00;30.01;32.38;381.8;2.53;1.31;0.2;0.09;0.73
181C05624_304;FC-05;47;-52.0333;259942;20;17-jul-05;15:40:00;19.75;32.23;329.6;7.29;1.42;0.16;0.14;0.32
181C05624_304;FC-05;47;-52.0333;259943;10;17-jul-05;15:40:00;10.43;32.15;316.2;9.12;1.94;0.23;0.61;0.26
181C05624_304;FC-05;47;-52.0333;259944;5;17-jul-05;15:40:00;4.59;32.07;305.5;10.92;1.41;0.23;1.06;0.28
181C05624_315;FC-06;47;-51.485;259945;95;17-jul-05;19:24:00;95.62;33.06;272.9;-0.12;NaN;NaN;NaN;NaN
181C05624_326;FC-07;47;-51;259946;98;17-jul-05;22:05:00;98.77;33.06;288.9;-0.22;12.37;1.03;9.07;0.14
181C05624_326;FC-07;47;-51;259947;75;17-jul-05;22:05:00;75.24;32.85;337.6;-0.67;2.43;0.76;5.47;0.53
181C05624_326;FC-07;47;-51;259948;50;17-jul-05;22:05:00;50;32.7;368.9;0.43;1.34;0.39;1.48;0.6
181C05624_326;FC-07;47;-51;259949;40;17-jul-05;22:05:00;39.89;32.68;364.4;1.86;1.52;0.36;1.57;1.06
181C05624_326;FC-07;47;-51;259950;30;17-jul-05;22:05:00;29.78;32.44;332.3;6.33;1.72;0.24;1.15;0.28
181C05624_326;FC-07;47;-51;259951;20;17-jul-05;22:05:00;20.61;32.41;325.1;7.64;1.01;0.21;0.73;0.22
181C05624_326;FC-07;47;-51;259952;10;17-jul-05;22:05:00;10.47;32.18;309.5;10.14;1.03;0.18;0.21;0.22
181C05624_326;FC-07;47;-51;259953;5;17-jul-05;22:05:00;5.38;31.77;299.7;11.04;1.08;0.19;0.33;0.27
181C05624_338;TB-10;47.7567;-53.6117;260458;290;02-aug-05;14:03:00;291.88;34.14;237.6;2.1;22.99;1.32;16.51;NaN
181C05624_338;TB-10;47.7567;-53.6117;260459;150;02-aug-05;14:03:00;150.8;32.88;319.3;-0.58;9.71;0.91;10.37;NaN
181C05624_338;TB-10;47.7567;-53.6117;260460;100;02-aug-05;14:03:00;100.53;32.64;332.3;-0.99;7.07;0.8;7.7;0
181C05624_338;TB-10;47.7567;-53.6117;260461;75;02-aug-05;14:03:00;75.51;32.55;342.1;-1.04;5.56;0.76;7.07;0.01
181C05624_338;TB-10;47.7567;-53.6117;260462;50;02-aug-05;14:03:00;50.02;32.45;364.4;-0.56;2.71;0.47;3.34;0.28
181C05624_338;TB-10;47.7567;-53.6117;260463;40;02-aug-05;14:03:00;40.25;32.35;367.1;-0.05;2.28;0.48;2.75;0.55
181C05624_338;TB-10;47.7567;-53.6117;260464;29;02-aug-05;14:03:00;29.56;32.28;371.6;1.09;1.3;0.37;1.31;0.71
181C05624_338;TB-10;47.7567;-53.6117;260465;19;02-aug-05;14:03:00;19.59;31.98;357.3;5.23;1.69;0.28;0.62;0.82
181C05624_338;TB-10;47.7567;-53.6117;260466;10;02-aug-05;14:03:00;10;31.88;339.9;7.41;NaN;NaN;NaN;0.57
181C05624_338;TB-10;47.7567;-53.6117;260467;5;02-aug-05;14:03:00;4.55;31.75;326.9;9.45;1.13;0.3;0.78;0.51
181C05624_339;FC-08;47;-50.6667;259954;170;18-jul-05;00:44:00;171.77;33.15;272;-0.2;NaN;NaN;NaN;NaN
181C05624_340;TB-07;48;-53.3917;260468;561;02-aug-05;18:15:00;564.95;34.3;225.5;2.52;27.03;1.45;17.02;NaN
181C05624_340;TB-07;48;-53.3917;260469;149;02-aug-05;18:15:00;150.05;32.83;322.9;-0.73;8.74;0.81;9.04;NaN
181C05624_340;TB-07;48;-53.3917;260470;99;02-aug-05;18:15:00;100.03;32.64;334.1;-1.05;5.77;0.82;7.28;0
181C05624_340;TB-07;48;-53.3917;260471;74;02-aug-05;18:15:00;74.96;32.57;339.9;-1.08;4.08;0.82;5.97;0.04
181C05624_340;TB-07;48;-53.3917;260472;49;02-aug-05;18:15:00;49.44;32.47;355;-0.75;2.73;0.66;3.87;0.2
181C05624_340;TB-07;48;-53.3917;260473;40;02-aug-05;18:15:00;40.17;32.39;364.4;-0.22;1.75;0.53;2.5;0.59
181C05624_340;TB-07;48;-53.3917;260474;30;02-aug-05;18:15:00;30.66;32.26;367.1;1.33;1.31;0.41;0.94;1.01
181C05624_340;TB-07;48;-53.3917;260475;20;02-aug-05;18:15:00;20.42;31.98;354.2;5.36;1.4;0.35;0.3;1.13
181C05624_340;TB-07;48;-53.3917;260476;10;02-aug-05;18:15:00;9.85;31.74;325.1;9.7;1.03;0.25;0.3;0.64
181C05624_340;TB-07;48;-53.3917;260477;5;02-aug-05;18:15:00;5.17;31.64;311.3;11.75;1.27;0.24;0.61;0.42
181C05624_353;CBAY-01;47.8333;-52.9167;260478;194;03-aug-05;02:00:00;195.18;33.21;291.6;-0.54;16.72;1.18;10.42;NaN
181C05624_353;CBAY-01;47.8333;-52.9167;260479;149;03-aug-05;02:00:00;150.17;32.85;331.4;-1.21;9.27;0.98;8.3;NaN
181C05624_353;CBAY-01;47.8333;-52.9167;260480;100;03-aug-05;02:00:00;101.25;32.69;344.3;-1.47;7.3;0.84;7.33;0
181C05624_353;CBAY-01;47.8333;-52.9167;260481;75;03-aug-05;02:00:00;75.68;32.64;349.7;-1.4;5.7;0.85;6.33;0.02
181C05624_353;CBAY-01;47.8333;-52.9167;260482;50;03-aug-05;02:00:00;50.81;32.53;364.9;-0.99;3.97;0.72;4.04;0.36
181C05624_353;CBAY-01;47.8333;-52.9167;260483;40;03-aug-05;02:00:00;40.64;32.45;369.8;-0.39;2.68;0.56;2.62;0.4
181C05624_353;CBAY-01;47.8333;-52.9167;260484;30;03-aug-05;02:00:00;30.35;32.29;378.7;1.38;1.91;0.34;0.47;0.36
181C05624_353;CBAY-01;47.8333;-52.9167;260485;20;03-aug-05;02:00:00;20.54;32.06;352.8;4.85;2.09;0.29;0.59;0.8
181C05624_353;CBAY-01;47.8333;-52.9167;260486;10;03-aug-05;02:00:00;9.94;31.64;313.1;11.14;1.33;0.22;0.15;0.71
181C05624_353;CBAY-01;47.8333;-52.9167;260487;5;03-aug-05;02:00:00;4.72;31.45;280.5;15.4;1.56;0.24;0.19;0.33
181C05624_354;STN27;47.5467;-52.5867;260488;173;03-aug-05;07:42:00;174.47;33.25;291.2;-0.47;18.05;1.2;11.78;NaN
181C05624_354;STN27;47.5467;-52.5867;260489;149;03-aug-05;07:42:00;150.22;32.93;338.5;-1.2;8.92;0.96;8.37;NaN
181C05624_354;STN27;47.5467;-52.5867;260490;100;03-aug-05;07:42:00;100.81;32.71;344.8;-1.46;8.33;0.92;7.75;0
181C05624_354;STN27;47.5467;-52.5867;260491;74;03-aug-05;07:42:00;75;32.65;348.8;-1.35;4.21;0.79;5.61;0.04
181C05624_354;STN27;47.5467;-52.5867;260492;49;03-aug-05;07:42:00;49.75;32.55;360.8;-1.02;5.28;0.89;4.68;0.27
181C05624_354;STN27;47.5467;-52.5867;260493;40;03-aug-05;07:42:00;40.04;32.48;371.1;-0.49;3.61;0.63;3.23;0.41
181C05624_354;STN27;47.5467;-52.5867;260494;30;03-aug-05;07:42:00;29.82;32.32;383.6;0.86;1.93;0.3;0.33;0.49
181C05624_354;STN27;47.5467;-52.5867;260495;19;03-aug-05;07:42:00;19.45;32.21;370.2;3.67;2.13;0.34;1.35;0.41
181C05624_354;STN27;47.5467;-52.5867;260496;9;03-aug-05;07:42:00;9.4;31.85;331.4;8.85;1.37;0.2;0;0.63
181C05624_354;STN27;47.5467;-52.5867;260497;5;03-aug-05;07:42:00;4.84;31.51;287.6;14.32;1.82;0.22;0.35;0.71
