CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;Si_01;NO2_01;NOx_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL16037_1551;641;47.949;-60.18233;419106;473.84;13-aug-16;10:02:00;34.93;5.83;153.98768;155.70709;33.825;0.01;22.58;1.76;NaN;0.039
18TL16037_1551;641;47.949;-60.18233;419107;250.33;13-aug-16;10:02:00;34.75;7.48;150.54886;151.59837;NaN;NaN;NaN;NaN;NaN;0.043
18TL16037_1551;641;47.949;-60.18233;419108;51.95;13-aug-16;10:02:00;31.88;0.9;346.29364;343.41307;1.685;0.2;2.27;0.68;0.385;0.403
18TL16037_1551;641;47.949;-60.18233;419109;37.08;13-aug-16;10:02:00;31.64;3.22;356.34214;NaN;0.625;0.03;0.17;0.465;0.805;0.839
18TL16037_1551;641;47.949;-60.18233;419110;17.75;13-aug-16;10:02:00;30.96;14.2;281.26868;283.63566;0.44;0.00667;0.07;0.17;1.015;1.244
18TL16037_1551;641;47.949;-60.18233;419111;2.48;13-aug-16;10:02:00;30.75;17.94;247.01446;NaN;0.495;0.015;0.04;0.11;0.495;0.502
18TL16037_1552;661;47.96283;-59.87633;419112;473.44;13-aug-16;15:08:00;34.92;5.84;150.0576;151.57604;NaN;NaN;NaN;NaN;NaN;0.038
18TL16037_1552;661;47.96283;-59.87633;419113;247.65;13-aug-16;15:08:00;34.67;6.99;146.12752;145.88189;NaN;NaN;NaN;NaN;NaN;0.064
18TL16037_1552;661;47.96283;-59.87633;419114;52.05;13-aug-16;15:08:00;31.99;0.8;347.27616;344.21695;NaN;NaN;NaN;NaN;NaN;0.286
18TL16037_1552;661;47.96283;-59.87633;419115;17.15;13-aug-16;15:08:00;31.04;13.73;281.09004;285.44439;NaN;NaN;NaN;NaN;NaN;1.103
18TL16037_1553;681;47.82333;-59.59067;419121;337.37;13-aug-16;23:21:00;34.92;6.55;148.31586;150.14692;NaN;NaN;NaN;NaN;NaN;0.014
18TL16037_1553;681;47.82333;-59.59067;419122;249.64;13-aug-16;23:21:00;34.88;7.7;147.86926;149.03042;NaN;NaN;NaN;NaN;NaN;0.056
18TL16037_1553;681;47.82333;-59.59067;419123;51.66;13-aug-16;23:21:00;32.23;2.02;328.251;324.94616;NaN;NaN;NaN;NaN;NaN;0.226
18TL16037_1553;681;47.82333;-59.59067;419124;17.06;13-aug-16;23:21:00;31.61;3.04;349.0179;345.4451;NaN;NaN;NaN;NaN;NaN;1.046
18TL16037_1554;701;47.66117;-59.876;419116;510.46;14-aug-16;04:25:00;34.92;5.75;148.4945;149.8343;37.14;0.025;22.625;1.795;NaN;0.036
18TL16037_1554;701;47.66117;-59.876;419117;248.75;14-aug-16;04:25:00;34.67;6.75;136.07902;135.36446;NaN;NaN;NaN;NaN;NaN;0.068
18TL16037_1554;701;47.66117;-59.876;419118;50.96;14-aug-16;04:25:00;32.17;1.51;330.43934;330.10439;2.37;0.175;3.29;0.67;0.41;0.379
18TL16037_1554;701;47.66117;-59.876;419119;16.36;14-aug-16;04:25:00;31.29;6.03;362.1926;362.23726;1.175;0.02;0.05;0.31;1.15;1.699
18TL16037_1554;701;47.66117;-59.876;419120;12.2;14-aug-16;04:25:00;31.24;9.86;336.0665;NaN;0.80667;0.005;0.035;0.22;1.69;2.842
18TL16037_1554;701;47.66117;-59.876;419125;4.26;14-aug-16;04:25:00;31.05;16.29;258.04548;NaN;0.66667;0.005;0.035;0.15;0.41;0.647
18TL16037_1555;711;47.52;-60.4295;419126;249.15;14-aug-16;09:08:00;34.4;5.87;120.40336;121.09559;NaN;NaN;NaN;NaN;NaN;0.034
18TL16037_1555;711;47.52;-60.4295;419127;50.77;14-aug-16;09:08:00;31.97;0.79;343.79268;337.69659;NaN;NaN;NaN;NaN;NaN;0.396
18TL16037_1555;711;47.52;-60.4295;419128;15.96;14-aug-16;09:08:00;30.82;8.39;329.23352;328.0277;NaN;NaN;NaN;NaN;NaN;1.019
18TL16037_1556;731;47.84683;-60.69283;419129;249.14;14-aug-16;14:03:00;34.4;5.84;117.36648;117.34415;NaN;NaN;NaN;NaN;NaN;0.044
18TL16037_1556;731;47.84683;-60.69283;419130;51.16;14-aug-16;14:03:00;32.03;0.74;350.22372;344.68588;NaN;NaN;NaN;NaN;NaN;0.348
18TL16037_1556;731;47.84683;-60.69283;419131;16.76;14-aug-16;14:03:00;30.79;17.33;253.04356;276.35608;NaN;NaN;NaN;NaN;NaN;0.865
