CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
18TL08036_959;401;47.43483;-59.5535;293765;398.95;20-jun-08;22:35:00;34.79;5;174.174;8.058;NaN;30.77;0.02;20.355;1.61;NaN;0.215
18TL08036_959;401;47.43483;-59.5535;293766;301.44;20-jun-08;22:35:00;34.63;5.51;148.67314;7.99;NaN;26.375;0.025;22.265;1.735;NaN;0.227
18TL08036_959;401;47.43483;-59.5535;293767;200.91;20-jun-08;22:35:00;34.15;4.74;178.46136;8.029;NaN;19.63;0.035;19.02;1.565;NaN;0.227
18TL08036_959;401;47.43483;-59.5535;293768;102.12;20-jun-08;22:35:00;32.74;1.06;325.39276;8.179;NaN;7.225;0.09;8.42;0.95;0.035;0.222
18TL08036_959;401;47.43483;-59.5535;293769;51.86;20-jun-08;22:35:00;32.17;0.58;358.48582;8.225;NaN;2.965;0.18;3.565;0.725;0.23;0.85
18TL08036_959;401;47.43483;-59.5535;293770;27.17;20-jun-08;22:35:00;31.95;1.29;375.90322;8.284;NaN;2.02;0.115;1.68;0.56;0.82;2.037
18TL08036_959;401;47.43483;-59.5535;293771;17.55;20-jun-08;22:35:00;31.74;2.72;359.513;8.303;NaN;1.835;0.05;0.435;0.335;0.765;2.042
18TL08036_959;401;47.43483;-59.5535;293772;7.73;20-jun-08;22:35:00;31.41;7.87;320.4355;8.294;NaN;0.59;0.01;0.06;0.325;0.345;0.868
18TL08036_959;401;47.43483;-59.5535;293773;2.88;20-jun-08;22:35:00;31.41;8;318.69376;8.304;316.05882;0.73;0.01;0.035;0.325;0.355;0.892
18TL08036_960;411;47.27367;-59.78267;293774;452.4;21-jun-08;01:24:00;34.79;5;170.6012;8.032;170.44489;30.54;0.035;20.67;1.675;NaN;0.226
18TL08036_960;411;47.27367;-59.78267;293775;402.03;21-jun-08;01:24:00;34.78;5.06;174.26332;8.055;NaN;26.49;0.025;20.94;1.63;NaN;0.225
18TL08036_960;411;47.27367;-59.78267;293776;302.04;21-jun-08;01:24:00;34.66;5.56;168.23422;8.059;NaN;20.515;0.02;20.99;1.56;NaN;0.224
18TL08036_960;411;47.27367;-59.78267;293777;201.61;21-jun-08;01:24:00;34.1;4.74;188.73316;8.052;NaN;18.39;0.06;17.73;1.455;NaN;0.23
18TL08036_960;411;47.27367;-59.78267;293778;102.12;21-jun-08;01:24:00;32.86;1.19;298.9987;8.133;NaN;9.53;0.05;10.355;1.045;0.03;0.232
18TL08036_960;411;47.27367;-59.78267;293779;52.06;21-jun-08;01:24:00;32.03;0.18;358.57514;8.213;NaN;4.4;0.235;4.36;0.765;0.21;0.833
18TL08036_960;411;47.27367;-59.78267;293780;26.97;21-jun-08;01:24:00;31.63;-0.42;347.18684;8.152;NaN;7.955;0.175;5.565;0.885;0.325;1.039
18TL08036_960;411;47.27367;-59.78267;293781;17.35;21-jun-08;01:24:00;31.43;1.67;342.45288;8.227;NaN;3.375;0.075;1.81;0.54;0.755;1.971
18TL08036_960;411;47.27367;-59.78267;293782;7.54;21-jun-08;01:24:00;31.2;6.13;320.61414;8.296;NaN;1.725;0.015;0.105;0.33;1.15;3.185
18TL08036_960;411;47.27367;-59.78267;293783;2.08;21-jun-08;01:24:00;29.71;9.28;310.78894;8.355;308.80157;1.285;0.01333;0;0.18;0.625;1.811
18TL08036_961;421;47.09933;-59.99233;293784;319.37;21-jun-08;03:58:00;34.67;5.35;149.25372;7.996;150.77216;27.18;0.04;21.53;1.68;NaN;0.247
18TL08036_961;421;47.09933;-59.99233;293785;299.96;21-jun-08;03:58:00;34.59;5.46;147.33334;7.993;NaN;25.215;0.04;21.63;1.71;NaN;0.243
18TL08036_961;421;47.09933;-59.99233;293786;196.26;21-jun-08;03:58:00;34.06;4.57;195.43216;8.035;NaN;18.225;0.05;17.98;1.51;NaN;0.248
18TL08036_961;421;47.09933;-59.99233;293787;102.52;21-jun-08;03:58:00;32.61;0.63;325.97334;8.159;NaN;7.955;0.04;8.665;0.95;0.04;0.245
18TL08036_961;421;47.09933;-59.99233;293788;52.35;21-jun-08;03:58:00;31.83;0.27;346.07034;8.206;NaN;5.61;0.185;4.285;0.78;0.24;0.959
18TL08036_961;421;47.09933;-59.99233;293789;27.47;21-jun-08;03:58:00;30.83;1.87;346.7849;8.227;NaN;3.28;0.105;2.765;0.64;0.49;1.331
18TL08036_961;421;47.09933;-59.99233;293790;17.45;21-jun-08;03:58:00;30.53;4.73;333.29758;8.295;NaN;1.68;0.035;0.77;0.42;0.925;1.876
18TL08036_961;421;47.09933;-59.99233;293791;7.74;21-jun-08;03:58:00;30.11;6.65;323.1151;8.321;NaN;1.425;0.035;0.515;0.335;0.97;2.255
18TL08036_961;421;47.09933;-59.99233;293792;2.68;21-jun-08;03:58:00;29.97;7.59;316.32678;8.339;291.98708;0.995;0.02;0.115;0.23;1.015;2.706
18TL08036_962;431;47.025;-60.11533;293793;180.01;21-jun-08;05:40:00;33.88;3.95;197.75448;8.022;196.97293;17.575;0.115;16.845;1.405;NaN;0.244
18TL08036_962;431;47.025;-60.11533;293794;101.33;21-jun-08;05:40:00;32.82;1.18;297.97152;8.116;NaN;10.7;0.085;10.32;1.045;0.05;0.253
18TL08036_962;431;47.025;-60.11533;293795;51.56;21-jun-08;05:40:00;31.73;-0.2;341.82764;8.149;NaN;6.355;0.17;5.905;0.875;0.075;0.438
18TL08036_962;431;47.025;-60.11533;293796;26.87;21-jun-08;05:40:00;30.76;3.8;338.03154;8.241;NaN;3.18;0.085;2.155;0.555;0.3;0.967
18TL08036_962;431;47.025;-60.11533;293797;16.96;21-jun-08;05:40:00;30.38;5.82;326.50926;8.279;NaN;1.95;0.055;1.03;0.415;0.57;1.459
18TL08036_962;431;47.025;-60.11533;293798;6.84;21-jun-08;05:40:00;29.79;9.09;316.01416;8.316;NaN;0.87;0.025;0.1;0.25;0.755;2.054
18TL08036_963;441;46.95683;-60.21633;293800;75.95;21-jun-08;07:09:00;32.54;0.79;308.86856;8.121;305.13945;9.225;0.17;8.96;1.015;0.05;0.281
18TL08036_963;441;46.95683;-60.21633;293801;51.36;21-jun-08;07:09:00;31.6;-0.23;336.64708;8.121;NaN;8.795;0.19;6.68;0.955;0.1;0.513
18TL08036_963;441;46.95683;-60.21633;293802;26.58;21-jun-08;07:09:00;30.96;2.53;342.45288;8.211;NaN;4.2;0.07333;2.49;0.49667;0.29;0.87
18TL08036_963;441;46.95683;-60.21633;293803;16.76;21-jun-08;07:09:00;30.42;4.45;334.63738;8.275;NaN;1.105;0.025;0.52;0.335;0.475;1.008
18TL08036_963;441;46.95683;-60.21633;293804;6.84;21-jun-08;07:09:00;30.02;6.79;321.90928;8.305;NaN;0.93;0.03;0.645;0.28;0.875;2.041
18TL08036_963;441;46.95683;-60.21633;293805;2.08;21-jun-08;07:09:00;29.57;8.5;318.06852;8.321;316.70639;1.57;0.03;0.515;0.285;1.01;2.445
18TL08036_964;451;46.74517;-61.00083;293806;59.79;21-jun-08;12:21:00;32.59;0.67;319.319;8.1;322.19957;9.295;0.21;7.65;0.95;0.07;0.286
18TL08036_964;451;46.74517;-61.00083;293807;50.77;21-jun-08;12:21:00;31.75;-0.65;334.59272;8.118;NaN;11.1;0.23;8.325;1.05;0.08;0.448
18TL08036_964;451;46.74517;-61.00083;293808;25.98;21-jun-08;12:21:00;30.2;6.49;321.3287;8.358;NaN;0.085;0.025;0.335;0.26;0.77;1.917
18TL08036_964;451;46.74517;-61.00083;293809;15.67;21-jun-08;12:21:00;28.92;9.87;308.154;8.369;NaN;0;0.015;0.11;0.095;1.17;2.077
18TL08036_964;451;46.74517;-61.00083;293810;5.55;21-jun-08;12:21:00;28.66;11.09;304.5812;8.386;NaN;0.61;0.015;0.055;0.095;0.765;1.551
18TL08036_964;451;46.74517;-61.00083;293811;1.79;21-jun-08;12:21:00;28.63;11.14;303.77732;8.4;303.35305;0.185;0.02;0.035;0.09;0.68;1.319
18TL08036_965;461;46.82767;-61.24667;293812;54.83;21-jun-08;14:21:00;31.66;-0.77;319.18502;8.085;323.29374;12.105;0.225;8.17;1.085;0.075;0.406
18TL08036_965;461;46.82767;-61.24667;293813;50.27;21-jun-08;14:21:00;31.28;-1.33;329.72478;8.084;NaN;12.9;0.19667;8.375;1.01667;0.08;0.461
18TL08036_965;461;46.82767;-61.24667;293814;25.49;21-jun-08;14:21:00;30.97;-0.25;360.13824;8.194;NaN;3.225;0.16;5.335;0.835;1.355;3.244
18TL08036_965;461;46.82767;-61.24667;293815;15.67;21-jun-08;14:21:00;30.46;7.29;337.13834;8.366;NaN;0;0.015;0.05;0.26;0.765;1.936
18TL08036_965;461;46.82767;-61.24667;293816;5.36;21-jun-08;14:21:00;29.46;12.81;303.0181;8.377;NaN;0.465;0.035;0.08;0.17;0.235;0.551
18TL08036_965;461;46.82767;-61.24667;293817;1.69;21-jun-08;14:21:00;29.49;12.66;293.95212;8.39;292.523;0.28;0.02;0.035;0.13;0.27;0.617
18TL08036_966;471;46.9015;-61.5;293818;50.17;21-jun-08;16:08:00;31.18;-1.31;335.48592;8.085;333.94515;10.57;0.185;8.215;1.045;0.14;0.653
18TL08036_966;471;46.9015;-61.5;293819;25.39;21-jun-08;16:08:00;30.93;-0.01;357.54796;8.2;NaN;2.24;0.12;4.395;0.73;1.01;2.157
18TL08036_966;471;46.9015;-61.5;293820;14.97;21-jun-08;16:08:00;30.52;7.87;335.1733;8.372;NaN;0.21;0.02;0.045;0.19;0.66;1.352
18TL08036_966;471;46.9015;-61.5;293821;5.45;21-jun-08;16:08:00;30.39;9.21;322.08792;8.391;NaN;0;0.02;0.09;0.135;0.405;0.611
18TL08036_966;471;46.9015;-61.5;293822;1.39;21-jun-08;16:08:00;30.05;10.81;310.92292;8.392;328.29566;1.12;0.045;1.06;0.265;0.38;0.451
18TL08036_967;481;46.99917;-61.74983;293823;34.41;21-jun-08;17:47:00;31.19;-0.68;342.85482;8.125;339.92959;6.4;0.16;6.4;0.805;0.43;1.337
18TL08036_967;481;46.99917;-61.74983;293824;25.39;21-jun-08;17:47:00;31.19;-0.67;352.09944;8.119;NaN;9.565;0.17667;6.99;1.02333;0.46;1.48
18TL08036_967;481;46.99917;-61.74983;293825;14.87;21-jun-08;17:47:00;30.44;8.73;333.8335;8.358;NaN;0.285;0.02;0.12;0.205;0.465;1.551
18TL08036_967;481;46.99917;-61.74983;293826;4.96;21-jun-08;17:47:00;29.89;10.97;303.55402;8.387;NaN;0.335;0.03;0.05;0.155;0.365;0.968
18TL08036_967;481;46.99917;-61.74983;293827;1.39;21-jun-08;17:47:00;29.74;11.53;304.26858;8.41;301.09772;0.11;0.02;0.04;0.08;0.355;0.674
18TL08036_968;491;47.16433;-62.247;293828;38.08;21-jun-08;20:57:00;31.34;-0.68;328.38498;8.088;328.74226;8.355;0.17;6.21;0.96;0.56;0.936
18TL08036_968;491;47.16433;-62.247;293829;25.39;21-jun-08;20:57:00;31.12;1.87;336.82572;8.181;NaN;3.87;0.115;3.91;0.72;0.855;1.419
18TL08036_968;491;47.16433;-62.247;293830;14.78;21-jun-08;20:57:00;31.01;4.46;336.60242;8.252;NaN;2.38;0.08;2.125;0.56;0.57;1.204
18TL08036_968;491;47.16433;-62.247;293831;5.55;21-jun-08;20:57:00;30.77;8.28;317.62192;8.337;NaN;0.32;0.015;0.075;0.27;0.355;1.028
18TL08036_968;491;47.16433;-62.247;293832;1.09;21-jun-08;20:57:00;30.22;11.03;302.88412;8.37;301.52199;0.135;0.035;0.085;0.175;0.505;0.923
18TL08036_969;501;47.32817;-62.749;293833;50.37;21-jun-08;23:40:00;31.6;-1.15;314.76368;8.03;311.54816;12.405;0.17;8.93;1.195;0.135;0.48
18TL08036_969;501;47.32817;-62.749;293834;25.58;21-jun-08;23:40:00;30.79;0.92;367.23918;8.222;NaN;0.625;0.1;3.925;0.71;0.165;0.496
18TL08036_969;501;47.32817;-62.749;293835;15.47;21-jun-08;23:40:00;29.62;7.61;331.06458;8.388;NaN;0.19;0.025;0.105;0.235;0.72;1.976
18TL08036_969;501;47.32817;-62.749;293836;5.35;21-jun-08;23:40:00;28.93;11.14;310.6103;8.406;NaN;1.29;0.04;0.14667;0.13333;0.445;1.334
18TL08036_969;501;47.32817;-62.749;293837;0.79;21-jun-08;23:40:00;28.56;12.83;305.20644;8.41;297.97152;0.07;0.015;0.05;0.08;0.565;1.498
18TL08036_970;511;47.50333;-63.2595;293838;75.35;22-jun-08;02:36:00;31.96;-1.06;291.94242;7.965;259.09499;16.97;0.175;9.63;1.255;0.095;0.386
18TL08036_970;511;47.50333;-63.2595;293839;50.47;22-jun-08;02:36:00;31.39;-0.51;330.75196;8.063;NaN;8.925;0.175;8.675;1.015;0.13;0.319
18TL08036_970;511;47.50333;-63.2595;293840;25.09;22-jun-08;02:36:00;30.68;0.7;346.69558;8.137;NaN;3.64;0.145;5.22;0.825;0.07;0.547
18TL08036_970;511;47.50333;-63.2595;293841;15.37;22-jun-08;02:36:00;29.78;4.26;326.50926;8.322;NaN;2.57;0.08;2.605;0.455;0.455;0.992
18TL08036_970;511;47.50333;-63.2595;293842;5.16;22-jun-08;02:36:00;27.62;11.94;303.64334;8.404;NaN;0.615;0.015;0.07;0.05;1.085;2.565
18TL08036_970;511;47.50333;-63.2595;293843;0.99;22-jun-08;02:36:00;27.32;12.54;300.20452;8.424;302.77247;0.365;0.015;0.065;0.035;1.085;2.474
18TL08036_971;521;47.65717;-63.75367;293844;60.08;22-jun-08;05:11:00;32.01;-0.73;291.31718;7.977;283.94828;14.565;0.185;8.41;1.165;0.215;0.472
18TL08036_971;521;47.65717;-63.75367;293845;50.37;22-jun-08;05:11:00;31.74;-0.47;333.8335;8.109;NaN;6.13;0.165;7.08;0.975;0.075;0.319
18TL08036_971;521;47.65717;-63.75367;293846;25.68;22-jun-08;05:11:00;30.61;3.29;347.4548;8.303;NaN;1.815;0.07;2.13;0.445;0.275;0.694
18TL08036_971;521;47.65717;-63.75367;293847;15.17;22-jun-08;05:11:00;28.92;9.32;311.77146;8.38;NaN;0;0.025;0.44;0.12;1.115;2.837
18TL08036_971;521;47.65717;-63.75367;293848;5.45;22-jun-08;05:11:00;28.2;11.4;307.57342;8.411;NaN;0.465;0.02;0.045;0.055;0.935;2.293
18TL08036_971;521;47.65717;-63.75367;293849;1.29;22-jun-08;05:11:00;26.56;12.54;308.91322;8.455;311.57049;0;0.03;0.105;0.015;0.745;2.022
18TL08036_972;531;47.74;-63.99967;293850;75.25;22-jun-08;06:45:00;32.06;-0.59;302.97344;8.024;308.73458;10.085;0.21;8.29;1.075;0.13;0.378
18TL08036_972;531;47.74;-63.99967;293851;50.17;22-jun-08;06:45:00;31.54;-0.13;334.5034;8.1;NaN;8.995;0.19;7.595;1.005;0.19;0.379
18TL08036_972;531;47.74;-63.99967;293852;25.48;22-jun-08;06:45:00;29.1;3.82;336.11116;8.254;NaN;5.15;0.105;3.695;0.545;0.48;0.713
18TL08036_972;531;47.74;-63.99967;293853;15.47;22-jun-08;06:45:00;27;9.14;331.1539;8.374;NaN;1.225;0.03;0.53;0.115;2.285;2.996
18TL08036_972;531;47.74;-63.99967;293854;5.55;22-jun-08;06:45:00;26.42;11.72;334.86068;8.471;NaN;0;0.02;0.16;0;1.245;2.369
18TL08036_972;531;47.74;-63.99967;293855;0.89;22-jun-08;06:45:00;26.22;12.17;333.52088;8.482;337.38397;0.63;0.025;0.075;0.01;1.32;2.683
18TL08036_973;541;47.82767;-64.25883;293856;38.07;22-jun-08;09:07:00;30.86;1.44;323.42772;8.143;321.03841;9.875;0.15;5.615;0.875;0.5;0.734
18TL08036_973;541;47.82767;-64.25883;293857;25.48;22-jun-08;09:07:00;28.32;5.01;326.64324;8.26;NaN;5.19;0.105;3.975;0.52;0.615;0.98
18TL08036_973;541;47.82767;-64.25883;293858;15.27;22-jun-08;09:07:00;27.28;8.91;323.07044;8.354;NaN;0.335;0.02;0.22;0.115;1;1.493
18TL08036_973;541;47.82767;-64.25883;293859;4.96;22-jun-08;09:07:00;26.22;11.16;333.87816;8.445;NaN;0.315;0.015;0.05;0.005;2.14;3.869
18TL08036_973;541;47.82767;-64.25883;293860;1.19;22-jun-08;09:07:00;26.16;12.37;329.54614;8.459;332.60535;0.145;0.015;0.035;0.005;1.19;2.395
18TL08036_974;561;47.93017;-65.25;293867;67.22;22-jun-08;18:32:00;31.94;-0.43;288.77156;8.015;289.57544;17.83;0.2;10.275;1.31;0.175;0.407
18TL08036_974;561;47.93017;-65.25;293868;50.37;22-jun-08;18:32:00;31.82;-0.45;295.38124;8.018;NaN;16.52;0.195;9.82;1.255;0.14;0.442
18TL08036_974;561;47.93017;-65.25;293869;25.38;22-jun-08;18:32:00;30.19;1.06;329.85876;8.121;NaN;5.93;0.19;5.345;0.91;0.07;0.411
18TL08036_974;561;47.93017;-65.25;293870;15.67;22-jun-08;18:32:00;28.25;4.27;322.40054;8.259;NaN;6.21;0.14;3.615;0.64;0.11;0.529
18TL08036_974;561;47.93017;-65.25;293871;5.55;22-jun-08;18:32:00;25.98;9.96;298.7754;8.372;NaN;4.025;0.065;1.32;0.235;1.78;4.405
18TL08036_974;561;47.93017;-65.25;293872;1.78;22-jun-08;18:32:00;25.07;13.99;297.12298;8.446;301.87927;3.93;0.02333;0.07;0.015;1.745;2.027
18TL08036_975;601;47.49483;-64.66983;293878;21.12;23-jun-08;09:27:00;28.93;5.46;277.38326;8.157;267.02214;8.595;0.13;3;0.79;0.44;0.637
18TL08036_975;601;47.49483;-64.66983;293879;14.68;23-jun-08;09:27:00;27.26;6.38;303.4647;8.201;NaN;9.45;0.1;2.665;0.555;1.435;1.409
18TL08036_975;601;47.49483;-64.66983;293880;5.06;23-jun-08;09:27:00;25.6;13.95;305.2511;8.445;NaN;10.92;0.125;3.115;0.815;1.665;3.346
18TL08036_975;601;47.49483;-64.66983;293881;2.18;23-jun-08;09:27:00;25.6;13.99;304.5812;8.454;305.72003;2.1;0.01333;0.05;0.01;1.615;3.274
18TL08036_976;611;47.49433;-64.254;293882;49.97;23-jun-08;11:54:00;31.72;-0.52;335.79854;8.054;314.91999;10.245;0.20667;7.94667;1.13667;0.115;0.385
18TL08036_976;611;47.49433;-64.254;293883;24.69;23-jun-08;11:54:00;29.67;3.39;336.24514;8.249;NaN;4.34;0.1;3.18667;0.56667;0.545;0.903
18TL08036_976;611;47.49433;-64.254;293884;14.68;23-jun-08;11:54:00;28.07;7.47;325.52674;8.336;NaN;1.695;0.05333;1.24;0.24667;1.255;2.35
18TL08036_976;611;47.49433;-64.254;293885;4.96;23-jun-08;11:54:00;26.86;10.88;321.73064;8.453;NaN;0;0.01667;0.06333;0.00333;1.37;2.428
18TL08036_976;611;47.49433;-64.254;293886;1.29;23-jun-08;11:54:00;26.26;14.12;300.20452;8.432;301.96859;0.295;0.01333;0.05333;0;1.175;2.012
18TL08036_977;621;47.499;-63.747;293887;64.25;23-jun-08;14:52:00;31.93;-0.76;306.32294;8.029;307.2608;10.295;0.19;8.41667;1.13667;0.18;0.375
18TL08036_977;621;47.499;-63.747;293888;49.48;23-jun-08;14:52:00;31.58;-0.3;333.69952;8.12;NaN;6.725;0.18;7.38333;0.99333;0.09;0.344
18TL08036_977;621;47.499;-63.747;293889;24.89;23-jun-08;14:52:00;30.45;1.95;340.39852;8.171;NaN;5.775;0.12667;4.28667;0.84333;0.16;0.485
18TL08036_977;621;47.499;-63.747;293890;14.78;23-jun-08;14:52:00;29.03;6.24;316.46076;8.338;NaN;1.24;0.03667;0.62333;0.35;0.805;2.062
18TL08036_977;621;47.499;-63.747;293891;4.76;23-jun-08;14:52:00;27.78;12.29;303.42004;8.426;NaN;0;0.01;0.07;0.07667;1.08;1.966
18TL08036_977;621;47.499;-63.747;293892;1.09;23-jun-08;14:52:00;27.83;12.2;300.02588;8.435;307.7074;0;0.01;0.05333;0.01333;1.075;1.674
18TL08036_978;651;47.16317;-62.74317;293893;60.78;24-jun-08;01:45:00;31.72;-1.17;293.23756;7.985;295.44823;11.655;0.16333;8.90333;1.21333;0.11;0.389
18TL08036_978;651;47.16317;-62.74317;293894;50.87;24-jun-08;01:45:00;31.34;-1.36;322.75782;7.996;NaN;12.565;0.16333;9.12667;1.18;0.11;0.404
18TL08036_978;651;47.16317;-62.74317;293895;25.88;24-jun-08;01:45:00;30.69;0.5;367.50714;8.211;NaN;1.17;0.09667;4.21;0.69667;0.35;1.202
18TL08036_978;651;47.16317;-62.74317;293896;15.77;24-jun-08;01:45:00;29.89;9.41;311.77146;8.379;NaN;0.25;0.01;0.16333;0.18;0.72;2.795
18TL08036_978;651;47.16317;-62.74317;293897;5.75;24-jun-08;01:45:00;28.71;13.84;285.3774;8.382;NaN;0.125;0.025;0.05;0.055;0.295;1.087
18TL08036_978;651;47.16317;-62.74317;293898;1.19;24-jun-08;01:45:00;28.69;13.91;288.9502;8.4;291.27252;0.215;0.02;0.125;0.065;0.29;1.07
18TL08036_979;661;47.1705;-63.2495;293899;59.39;24-jun-08;04:52:00;31.26;-1.31;304.84916;7.986;316.39377;7.54;0.13333;5.83;1.02;0.12;0.429
18TL08036_979;661;47.1705;-63.2495;293900;49.88;24-jun-08;04:52:00;30.98;-0.77;312.26272;8.018;NaN;12.76;0.12333;9.01;1.07;0.09;0.391
18TL08036_979;661;47.1705;-63.2495;293901;25.58;24-jun-08;04:52:00;30.25;2.71;343.07812;8.263;NaN;3.63;0.105;3.39;0.695;0.105;0.479
18TL08036_979;661;47.1705;-63.2495;293902;15.87;24-jun-08;04:52:00;29.53;3.9;333.47622;8.277;NaN;3.455;0.085;3.23;0.585;0.255;0.723
18TL08036_979;661;47.1705;-63.2495;293903;5.95;24-jun-08;04:52:00;27.83;9.33;312.75398;8.368;NaN;0.585;0.025;0.43;0.09;1.16;3.004
18TL08036_979;661;47.1705;-63.2495;293904;1.09;24-jun-08;04:52:00;26.94;12.47;306.05498;8.421;301.03073;0.39;0.015;0.075;0.005;1.075;2.744
18TL08036_980;701;46.56533;-62.22417;293905;37.78;24-jun-08;13:32:00;30.83;0.03;337.54028;8.13;335.50825;5.665;0.09333;3.55667;0.83667;0.145;0.554
18TL08036_980;701;46.56533;-62.22417;293906;25.68;24-jun-08;13:32:00;30.71;0.94;327.04518;8.168;NaN;3.56;0.09;2.865;0.725;0.16;0.593
18TL08036_980;701;46.56533;-62.22417;293907;14.78;24-jun-08;13:32:00;29.23;9.71;304.8045;8.387;NaN;0.34;0.025;0.17;0.125;1.075;2.514
18TL08036_980;701;46.56533;-62.22417;293908;5.95;24-jun-08;13:32:00;26.65;15.36;285.02012;8.415;NaN;0.405;0.01;0.02;0.08;0.94;2.163
18TL08036_980;701;46.56533;-62.22417;293909;1.79;24-jun-08;13:32:00;26.62;15.57;282.2512;8.426;286.11429;0.39;0.01;0.015;0;0.84;1.641
18TL08036_981;721;46.498;-63.25083;293910;15.07;24-jun-08;18:53:00;28.03;9.95;314.45106;8.414;315.58989;0.545;0.03;0.08;0.07;1.83;4.601
18TL08036_981;721;46.498;-63.25083;293911;5.55;24-jun-08;18:53:00;26.43;14.44;295.69386;8.445;NaN;0.23;0.02;0.01;0;1.76;3.375
18TL08036_981;721;46.498;-63.25083;293912;0.89;24-jun-08;18:53:00;26.37;15.18;293.90746;8.451;291.78611;0.7;0.015;0.015;0;0.91;1.562
18TL08036_982;731;46.83117;-63.75417;293913;26.18;24-jun-08;22:28:00;29.93;4.12;326.2413;8.372;343.39074;3.765;0.075;1.795;0.53;0.145;0.423
18TL08036_982;731;46.83117;-63.75417;293914;16.46;24-jun-08;22:28:00;29.02;8.99;313.82582;8.377;NaN;0.695;0.045;0.585;0.23;0.725;1.752
18TL08036_982;731;46.83117;-63.75417;293915;6.74;24-jun-08;22:28:00;27.23;10.29;313.33456;8.405;NaN;0.15;0.02;0.1;0.03;1.585;3.703
18TL08036_982;731;46.83117;-63.75417;293916;1.79;24-jun-08;22:28:00;25.46;16.75;286.00264;8.441;269.0765;0.72;0.02;0.015;0.01;1.07;2.352
18TL08036_983;881;46.49683;-61.75067;293917;43.33;26-jun-08;09:08:00;30.83;0.3;339.6393;8.159;338.63445;4.83;0.11;4.125;0.845;0.18;0.676
18TL08036_983;881;46.49683;-61.75067;293918;26.08;26-jun-08;09:08:00;30.63;3.65;355.80622;8.332;NaN;0.2;0.02;0.055;0.315;0.875;3.403
18TL08036_983;881;46.49683;-61.75067;293919;15.57;26-jun-08;09:08:00;30.2;10.07;313.42388;8.39;NaN;0;0.01;0.01;0.15;0.575;1.835
18TL08036_983;881;46.49683;-61.75067;293920;5.85;26-jun-08;09:08:00;28.14;15.46;273.00658;8.38;NaN;0.15;0.02;0.02;0.075;0.335;1.186
