CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXYM_01;TEMP_XX;Si_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mmol/m**3);(celsius);(mmol/m**3)
181064009_276;42;44.5933;-48.5866;-936;485;21-jun-64;08:30:00;255.8995;4.76;15
181064009_276;42;44.5933;-48.5866;-937;585;21-jun-64;08:30:00;276.4429;4.23;16
181064009_276;42;44.5933;-48.5866;-938;675;21-jun-64;08:30:00;282.2487;4.07;15
181064009_276;42;44.5933;-48.5866;-939;773;21-jun-64;10:06:00;285.3748;3.98;14
181064009_276;42;44.5933;-48.5866;-940;882;21-jun-64;10:06:00;288.0544;3.86;15
181064009_276;42;44.5933;-48.5866;-941;976;21-jun-64;10:06:00;292.0738;3.72;14
181064009_276;42;44.5933;-48.5866;-942;1170;21-jun-64;08:30:00;290.2874;3.59;14
181064009_276;42;44.5933;-48.5866;-943;1444;21-jun-64;10:06:00;292.967;3.54;14
181064009_276;42;44.5933;-48.5866;-944;1955;21-jun-64;10:06:00;284.4816;3.41;NaN
181064009_276;42;44.5933;-48.5866;-945;2460;21-jun-64;10:06:00;290.2874;3.1;17
181064009_277;43;38.9033;-48.0833;-946;49;22-jun-64;14:48:00;233.5697;20.5;NaN
181064009_277;43;38.9033;-48.0833;-947;98;22-jun-64;14:48:00;231.3367;18.08;NaN
181064009_277;43;38.9033;-48.0833;-948;148;22-jun-64;14:48:00;222.8514;17.72;NaN
181064009_277;43;38.9033;-48.0833;-949;197;22-jun-64;14:48:00;227.7639;17.63;NaN
181064009_277;43;38.9033;-48.0833;-950;247;22-jun-64;14:48:00;226.4241;17.46;NaN
181064009_277;43;38.9033;-48.0833;-951;296;22-jun-64;14:48:00;225.531;17.39;NaN
181064009_277;43;38.9033;-48.0833;-952;395;22-jun-64;14:48:00;230.4435;17.38;NaN
181064009_277;43;38.9033;-48.0833;-953;494;22-jun-64;14:48:00;229.9969;17.26;NaN
181064009_277;43;38.9033;-48.0833;-954;593;22-jun-64;14:48:00;201.8614;16.23;NaN
181064009_277;43;38.9033;-48.0833;-955;693;22-jun-64;14:48:00;186.6771;14;NaN
181064009_277;43;38.9033;-48.0833;-956;892;22-jun-64;14:48:00;148.2699;9.29;NaN
181064009_277;43;38.9033;-48.0833;-957;992;22-jun-64;14:48:00;191.5897;6.79;NaN
181064009_277;43;38.9033;-48.0833;-958;0;22-jun-64;14:48:00;NaN;21.9;NaN
