CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
18NA96013_047;CAST#1;45.9217;-60.8277;158742;53;08-jul-96;11:42:00;24.219;8.012;301.85694;4.825;0.4535;0.4705;1.455;NaN
18NA96013_047;CAST#1;45.9217;-60.8277;158743;30;08-jul-96;11:42:00;24.138;9.625;300.5618;3.555;0.3145;0.353;0.85;NaN
18NA96013_047;CAST#1;45.9217;-60.8277;158744;5;08-jul-96;11:42:00;21.464;16.15;281.5813;0.995;0.078;0.1005;0;NaN
18NA96013_047;CAST#1;45.9217;-60.8277;158745;1;08-jul-96;11:42:00;21.462;16.257;280.77742;0.93;0.064;0.116;0;0.3204
18NA96013_058;CAST#1;45.8933;-60.9082;158746;15;08-jul-96;12:18:00;23.083;12.508;293.28222;1.965;0.0695;0.2175;0;NaN
18NA96013_058;CAST#1;45.8933;-60.9082;158747;5;08-jul-96;12:18:00;21.512;16.395;276.98132;1.025;0.0595;0.1065;0;NaN
18NA96013_069;CAST#1;45.8733;-61.071;158748;4;08-jul-96;13:43:00;21.272;16.456;273.94444;1.91;0.0615;0.1115;0;0.4005
18NA96013_069;CAST#1;45.8733;-61.071;158749;1;08-jul-96;13:43:00;20.161;19.076;295.33658;1.37;0.07;0.2005;0.115;0.4806
18NA96013_080;CAST#1;45.8895;-60.9992;158750;4;08-jul-96;14:10:00;20.399;18.76;277.91918;1.14;0.0735;0.1455;0.08;NaN
18NA96013_080;CAST#1;45.8895;-60.9992;158751;1;08-jul-96;14:10:00;20.302;19.495;278.63374;1.19;0.075;0.152;0.065;0.3204
18NA96013_091;CAST#1;45.9032;-61.0558;158752;7;08-jul-96;15:16:00;21.774;13.774;307.39478;1.735;0.0745;0.3025;0.05;0.4806
18NA96013_091;CAST#1;45.9032;-61.0558;158753;1;08-jul-96;15:16:00;20.39;19.527;267.42408;1.31;0.07;0.1535;0.055;0.3204
18NA96013_102;CAST#1;45.916;-60.9632;158754;11;08-jul-96;15:59:00;21.979;13.883;292.92494;1.49;0.0745;0.2305;0.05;0.5607
18NA96013_102;CAST#1;45.916;-60.9632;158755;5;08-jul-96;15:59:00;21.739;15.646;288.68224;1.16;0.0705;0.187;0.045;0.4005
18NA96013_102;CAST#1;45.916;-60.9632;158756;1;08-jul-96;15:59:00;21.319;17.341;277.87452;1.16;0.0725;0.157;0.04;0.2403
18NA96013_113;CAST#1;46.0537;-60.626;158701;136;07-jul-96;12:26:00;25.513;-0.002;338.16552;10.375;0.1455;1.098;5.94;NaN
18NA96013_113;CAST#1;46.0537;-60.626;158702;69;07-jul-96;12:26:00;25.186;1.14;319.89958;8.765;0.1305;0.87;6.62;NaN
18NA96013_113;CAST#1;46.0537;-60.626;158703;34;07-jul-96;12:26:00;25.16;4.939;318.2025;5.35;0.161;0.6695;3.685;NaN
18NA96013_113;CAST#1;46.0537;-60.626;158704;1;07-jul-96;12:26:00;22.316;15.59;282.34052;1.735;0.1015;0.2605;0.09;NaN
18NA96013_114;CAST#1;45.7857;-61.0115;158757;62;08-jul-96;17:17:00;22.047;5.134;305.921;4.15;0.2115;0.392;0.25;NaN
18NA96013_114;CAST#1;45.7857;-61.0115;158758;16;08-jul-96;17:17:00;21.876;6.296;326.82188;1.875;0.08;0.2515;0.02;1.1214
18NA96013_114;CAST#1;45.7857;-61.0115;158759;6;08-jul-96;17:17:00;21.562;15.583;287.20846;1.1;0.075;0.168;0.025;0.2403
18NA96013_114;CAST#1;45.7857;-61.0115;158760;2;08-jul-96;17:17:00;21.612;15.903;287.07448;1.115;0.077;0.162;0.03;0.1602
18NA96013_127;CAST#1;45.7287;-61.0955;158761;25;08-jul-96;17:59:00;21.715;4.127;286.40458;5.725;0.0845;0.389;0.025;0.7209
18NA96013_127;CAST#1;45.7287;-61.0955;158762;5;08-jul-96;17:59:00;21.535;15.003;291.67446;1.17;0.0765;0.1595;0.02;0.2403
18NA96013_127;CAST#1;45.7287;-61.0955;158763;1;08-jul-96;17:59:00;21.519;15.989;291.09388;1.17;0.0725;0.1625;0.015;0.2403
18NA96013_138;CAST#1;45.7843;-61.0817;158764;22;08-jul-96;18:33:00;21.746;4.777;313.7365;3.215;0.0755;0.318;0.02;NaN
18NA96013_138;CAST#1;45.7843;-61.0817;158765;5;08-jul-96;18:33:00;21.671;14.569;298.23948;1.255;0.074;0.1885;0.025;0.1602
18NA96013_138;CAST#1;45.7843;-61.0817;158766;1;08-jul-96;18:33:00;21.537;15.973;294.66668;1.155;0.0715;0.164;0;0.0801
18NA96013_149;CAST#1;45.8037;-60.9128;158767;42;08-jul-96;19:26:00;22.449;6.303;315.03164;2.905;0.278;0.341;0.42;NaN
18NA96013_149;CAST#1;45.8037;-60.9128;158768;25;08-jul-96;19:26:00;22.301;6.099;321.15006;2.18;0.1805;0.2945;0.17;NaN
18NA96013_149;CAST#1;45.8037;-60.9128;158769;5;08-jul-96;19:26:00;21.538;16.035;283.45702;1.03;0.0705;0.14;0;0
18NA96013_182;CAST#1;46.0153;-60.7457;158770;162;09-jul-96;11:54:00;25.644;0.046;346.47228;8.1;0.0945;0.7665;5.765;NaN
18NA96013_182;CAST#1;46.0153;-60.7457;158771;100;09-jul-96;11:54:00;25.614;0.191;347.09752;7.685;0.094;0.726;5.53;NaN
18NA96013_182;CAST#1;46.0153;-60.7457;158772;75;09-jul-96;11:54:00;25.497;1.048;341.60434;6.635;0.0905;0.67;4.86;NaN
18NA96013_182;CAST#1;46.0153;-60.7457;158773;40;09-jul-96;11:54:00;25.228;5.275;314.98698;5.065;0.1295;0.564;3.13;0
18NA96013_182;CAST#1;46.0153;-60.7457;158774;7;09-jul-96;11:54:00;22.761;14.498;283.85896;1.595;0.1045;0.1865;0.08;0.3204
18NA96013_182;CAST#1;46.0153;-60.7457;158775;1;09-jul-96;11:54:00;22.252;15.609;280.2415;1.595;0.0665;0.188;0.34;0.3204
18NA96013_193;CAST#1;46.0252;-60.764;158776;18;09-jul-96;12:29:00;25.341;10.913;289.44146;3.175;0.2145;0.4205;0.875;0.5607
18NA96013_193;CAST#1;46.0252;-60.764;158777;7;09-jul-96;12:29:00;22.792;14.805;283.45702;1.66;0.074;0.189;0.16;0.2403
18NA96013_204;CAST#1;46.0813;-60.6778;158778;10;09-jul-96;13:03:00;22.775;15.342;283.45702;1.81;0.0635;0.1955;0.01;0.4005
18NA96013_204;CAST#1;46.0813;-60.6778;158779;5;09-jul-96;13:03:00;22.29;16.196;276.40074;1.635;0.0585;0.181;0.1;0.1602
18NA96013_215;CAST#1;46.0867;-60.6853;158780;84;09-jul-96;13:19:00;26.085;1.414;294.9793;10.25;0.343;1.3215;1.53;NaN
18NA96013_215;CAST#1;46.0867;-60.6853;158781;47;09-jul-96;13:19:00;25.387;6.251;308.28798;5.32;0.3195;0.5615;3.11;NaN
18NA96013_215;CAST#1;46.0867;-60.6853;158782;22;09-jul-96;13:19:00;25.338;7.986;289.57544;3.46;0.232;0.4345;1.265;0.5607
18NA96013_215;CAST#1;46.0867;-60.6853;158783;4;09-jul-96;13:19:00;22.309;16.043;275.59686;2.13;0.0585;0.17;0.19;0.4005
18NA96013_215;CAST#1;46.0867;-60.6853;158784;1;09-jul-96;13:19:00;22.095;16.429;275.68618;2.15;0.0585;0.1875;0.19;0.2403
18NA96013_225;CAST#1;46.0707;-60.6447;158705;35;07-jul-96;12:57:00;25.125;5.499;315.12096;4.925;0.2855;0.707;3.055;NaN
18NA96013_225;CAST#1;46.0707;-60.6447;158706;7;07-jul-96;12:57:00;22.603;14.411;287.43176;2.005;0.1045;0.286;0.07;NaN
18NA96013_226;CAST#1;46.0957;-60.7045;158785;10;09-jul-96;13:40:00;23.99;14.77;283.94828;1.77;0.051;0.199;0.03;0.4005
18NA96013_226;CAST#1;46.0957;-60.7045;158786;5;09-jul-96;13:40:00;22.232;15.878;279.08034;1.97;0.06;0.17;0.21;0.4005
18NA96013_237;CAST#1;46.1825;-60.5647;158787;47;09-jul-96;14:32:00;26.651;13.493;282.56382;2.065;0.076;0.3735;0.15;NaN
18NA96013_237;CAST#1;46.1825;-60.5647;158788;17;09-jul-96;14:32:00;26.104;13.905;282.51916;1.935;0.073;0.3415;0.095;0.1602
18NA96013_237;CAST#1;46.1825;-60.5647;158789;5;09-jul-96;14:32:00;23.753;15.257;279.21432;2.07;0.056;0.2115;0.13;0.5607
18NA96013_237;CAST#1;46.1825;-60.5647;158790;1;09-jul-96;14:32:00;22.473;15.906;278.18714;1.925;0.0565;0.156;0.19;0.4005
18NA96013_239;CAST#1;46.2897;-60.418;158791;14;09-jul-96;15:39:00;26.702;13.976;286.35992;1.285;0.063;0.307;0.04;0.9612
18NA96013_239;CAST#1;46.2897;-60.418;158792;7;09-jul-96;15:39:00;25.732;14.477;284.61818;1.515;0.057;0.2805;0.075;0.4806
18NA96013_239;CAST#1;46.2897;-60.418;158793;1;09-jul-96;15:39:00;25.424;14.611;283.99294;1.6;0.06;0.3385;0.285;1.8423
18NA96013_243;CAST#1;46.2437;-60.485;158794;20;09-jul-96;16:15:00;28.359;12.992;288.68224;0.99;0.0655;0.3655;0.045;0.5607
18NA96013_243;CAST#1;46.2437;-60.485;158795;6;09-jul-96;16:15:00;25.831;14.405;283.85896;1.58;0.059;0.281;0.1;0.3204
18NA96013_243;CAST#1;46.2437;-60.485;158796;1;09-jul-96;16:15:00;24.285;14.959;281.67062;1.83;0.058;0.213;0.23;0.9612
18NA96013_244;CAST#1;46.235;-60.5113;158797;18;09-jul-96;17:05:00;26.199;14.092;275.95414;2.06;0.1145;0.3615;0.29;0.4806
18NA96013_244;CAST#1;46.235;-60.5113;158798;5;09-jul-96;17:05:00;24.002;15.313;276.84734;1.705;0.0965;0.1705;0.34;0.7209
18NA96013_244;CAST#1;46.235;-60.5113;158799;1;09-jul-96;17:05:00;23.549;15.432;280.37548;1.81;0.1055;0.176;0.31;1.2015
18NA96013_247;CAST#1;46.213;-60.5163;158800;71;09-jul-96;18:07:00;27.22;13.631;286.22594;1.37;0.119;0.31;0.23;NaN
18NA96013_247;CAST#1;46.213;-60.5163;158801;29;09-jul-96;18:07:00;26.482;14.027;285.91332;1.38;0.126;0.2525;0.165;0.2403
18NA96013_247;CAST#1;46.213;-60.5163;158802;1;09-jul-96;18:07:00;22.086;15.932;277.1153;1.825;0.1055;0.114;0.53;0.6408
18NA96013_253;CAST#1;46.1347;-60.6052;158803;35;09-jul-96;19:01:00;26.293;13.66;278.54442;2.155;0.1315;0.324;0.31;0.1602
18NA96013_253;CAST#1;46.1347;-60.6052;158804;7;09-jul-96;19:01:00;22.759;15.748;277.47258;1.91;0.1055;0.136;0.445;0.7209
18NA96013_257;CAST#1;46.1063;-60.7262;158805;11;10-jul-96;11:15:00;23.785;13.322;288.14632;2.23;0.1195;0.1985;0.14;0.4005
18NA96013_257;CAST#1;46.1063;-60.7262;158806;5;10-jul-96;11:15:00;22.246;15.685;276.31142;1.755;0.1285;0.1055;0.34;0.4005
18NA96013_257;CAST#1;46.1063;-60.7262;158807;1;10-jul-96;11:15:00;22.051;16.06;265.45904;2.36;0.1335;0.1145;0.61;0.8811
18NA96013_261;CAST#1;46.1247;-60.7045;158808;27;10-jul-96;11:58:00;24.299;3.555;165.0187;22.62;0.544;0.8505;4.63;0.0801
18NA96013_261;CAST#1;46.1247;-60.7045;158809;5;10-jul-96;11:58:00;22.906;15.244;271.66678;2.625;0.132;0.1305;0.4;0.2403
18NA96013_261;CAST#1;46.1247;-60.7045;158810;1;10-jul-96;11:58:00;19.656;17.396;267.0668;8.505;0.225;0.1245;2.78;1.3617
18NA96013_263;CAST#1;46.0438;-60.8435;158811;9;10-jul-96;13:26:00;23.055;13.298;306.32294;2.225;0.1465;0.208;0.1;2.1627
18NA96013_263;CAST#1;46.0438;-60.8435;158812;5;10-jul-96;13:26:00;22.64;15.139;289.35214;2.93;0.147;0.157;0.24;0.4005
18NA96013_264;CAST#1;46.1108;-60.555;158707;225;07-jul-96;13:42:00;25.569;0.196;211.06316;24.73;0.1215;1.4855;14.045;NaN
18NA96013_264;CAST#1;46.1108;-60.555;158708;15;07-jul-96;13:42:00;24.32;9.696;294.80066;2.23;0.102;0.1915;0.145;NaN
18NA96013_264;CAST#1;46.1108;-60.555;158709;5;07-jul-96;13:42:00;22.248;16.187;278.0085;2.13;0.1055;0.256;0.05;NaN
18NA96013_264;CAST#1;46.1108;-60.555;158710;1;07-jul-96;13:42:00;22.237;16.243;278.14248;2.06;0.094;0.2255;0.03;NaN
18NA96013_265;CAST#1;46.0037;-60.965;158813;7;10-jul-96;14:31:00;22.906;12.964;307.39478;2.38;0.1685;0.2255;0.13;0.3204
18NA96013_265;CAST#1;46.0037;-60.965;158814;5;10-jul-96;14:31:00;22.669;14.565;292.523;2.625;0.14;0.1975;0.19;0.4806
18NA96013_265;CAST#1;46.0037;-60.965;158815;1;10-jul-96;14:31:00;20.394;17.12;274.03376;3.26;0.1445;0.187;0.39;0.6408
18NA96013_275;CAST#1;45.9713;-61.0218;158816;28;10-jul-96;15:22:00;23.196;2.306;194.09236;20.105;0.169;1.4975;11.315;NaN
18NA96013_275;CAST#1;45.9713;-61.0218;158817;5;10-jul-96;15:22:00;22.066;12.554;325.5714;3.03;0.14;0.2555;0.19;0.4005
18NA96013_275;CAST#1;45.9713;-61.0218;158818;1;10-jul-96;15:22:00;20.474;17.719;278.4551;3.055;0.1365;0.19;0.12;0.4005
18NA96013_276;CAST#1;45.9457;-61.1232;158819;42;10-jul-96;16:00:00;23.052;3.013;0;54.075;0;9.155;0;0
18NA96013_276;CAST#1;45.9457;-61.1232;158820;25;10-jul-96;16:00:00;23.056;3.183;0;45.65;0;8.2625;0;0
18NA96013_276;CAST#1;45.9457;-61.1232;158821;15;10-jul-96;16:00:00;22.986;3.795;86.99768;18.435;0.537;3.8725;1.85;1.1214
18NA96013_276;CAST#1;45.9457;-61.1232;158822;10;10-jul-96;16:00:00;22.445;7.477;336.87038;3.435;0.19;0.4395;0.2;0.4806
18NA96013_276;CAST#1;45.9457;-61.1232;158823;5;10-jul-96;16:00:00;21.615;14.5;275.86482;3.365;0.1215;0.207;0.09;0.9612
18NA96013_276;CAST#1;45.9457;-61.1232;158824;1;10-jul-96;16:00:00;20.428;17.739;273.9891;3.135;0.1185;0.1865;0.09;0.9612
18NA96013_277;CAST#1;46.053;-60.8967;158825;7;10-jul-96;17:41:00;22.935;14.494;290.11136;2.29;0.1175;0.168;0.07;0.0801
18NA96013_277;CAST#1;46.053;-60.8967;158826;5;10-jul-96;17:41:00;22.535;15.517;286.13662;2.975;0.116;0.1535;0.15;0.5607
18NA96013_278;CAST#1;46.0827;-60.892;158827;9;10-jul-96;17:59:00;23.396;12.088;296.40842;2.215;0.1195;0.232;0.05;0.3204
18NA96013_278;CAST#1;46.0827;-60.892;158828;5;10-jul-96;17:59:00;22.306;15.721;295.78318;3.135;0.124;0.1695;0.13;0.801
18NA96013_279;CAST#1;46.075;-60.8652;158829;9;10-jul-96;18:24:00;23.128;13.914;287.47642;1.99;0.105;0.1545;0.03;0.1602
18NA96013_279;CAST#1;46.075;-60.8652;158830;5;10-jul-96;18:24:00;22.716;15.249;282.96576;2.505;0.1095;0.1465;0.075;0.0801
18NA96013_280;CAST#1;46.0685;-60.8173;158831;10;10-jul-96;18:45:00;23.495;13.795;295.24726;2.1;0.103;0.21;0.04;0.0801
18NA96013_280;CAST#1;46.0685;-60.8173;158832;5;10-jul-96;18:45:00;22.204;15.942;284.61818;2.505;0.0955;0.1395;0.06;0.5607
18NA96013_280;CAST#1;46.0685;-60.8173;158833;1;10-jul-96;18:45:00;21.46;16.802;280.0182;3.405;0.105;0.148;0.235;0.8811
18NA96013_281;CAST#1;46.0878;-60.7267;158834;20;10-jul-96;19:15:00;25.591;11.017;280.77742;2.955;0.1955;0.3475;0.75;0.0801
18NA96013_281;CAST#1;46.0878;-60.7267;158835;5;10-jul-96;19:15:00;22.388;15.305;279.97354;2.335;0.096;0.108;0.17;0.6408
18NA96013_281;CAST#1;46.0878;-60.7267;158836;1;10-jul-96;19:15:00;21.743;16.613;278.2318;2.645;0.095;0.1035;0.175;0.4005
18NA96013_282;CAST#1;45.9145;-60.7572;158837;73;11-jul-96;11:32:00;22.118;1.06;307.35012;6.845;0.201;0.4465;0.4;NaN
18NA96013_282;CAST#1;45.9145;-60.7572;158838;40;11-jul-96;11:32:00;22.129;2.116;321.95394;4.275;0.2425;0.3345;0.495;NaN
18NA96013_282;CAST#1;45.9145;-60.7572;158839;5;11-jul-96;11:32:00;21.35;16.184;276.98132;1.035;0.092;0.0625;0.05;NaN
18NA96013_282;CAST#1;45.9145;-60.7572;158840;1;11-jul-96;11:32:00;21.357;16.181;276.84734;1.01;0.067;0.053;0.01;NaN
18NA96013_284;CAST#1;46.2197;-60.3697;158711;15;07-jul-96;15:08:00;22.609;17.156;269.21048;2.175;0.1075;0.28;0.025;NaN
18NA96013_284;CAST#1;46.2197;-60.3697;158712;5;07-jul-96;15:08:00;22.146;17.624;269.2998;2.02;0.1005;0.229;0.01;NaN
18NA96013_285;CAST#1;45.878;-60.675;158841;25;11-jul-96;12:20:00;22.027;3.706;322.35588;3.285;0.2565;0.286;0.44;NaN
18NA96013_285;CAST#1;45.878;-60.675;158842;5;11-jul-96;12:20:00;21.263;16.987;272.33668;0.94;0.0695;0.055;0.02;NaN
18NA96013_285;CAST#1;45.878;-60.675;158843;1;11-jul-96;12:20:00;21.253;17.049;271.93474;0.925;0.0645;0.0595;0;NaN
18NA96013_296;CAST#1;45.9027;-60.6108;158844;22;11-jul-96;13:00:00;21.928;4.004;322.78015;2.51;0.1335;0.257;0.1;NaN
18NA96013_296;CAST#1;45.9027;-60.6108;158845;5;11-jul-96;13:00:00;21.238;17.175;270.193;0.92;0.0605;0.053;0;NaN
18NA96013_296;CAST#1;45.9027;-60.6108;158846;1;11-jul-96;13:00:00;21.225;17.217;270.37164;0.945;0.056;0.0485;0;NaN
18NA96013_297;CAST#1;45.9547;-60.5855;158847;6;11-jul-96;13:49:00;21.142;14.812;290.37932;4.15;0.0835;0.329;0.165;NaN
18NA96013_297;CAST#1;45.9547;-60.5855;158848;1;11-jul-96;13:49:00;20.839;18.505;276.57938;2.55;0.072;0.1655;0.17;NaN
18NA96013_298;CAST#1;45.9647;-60.4802;158849;77;11-jul-96;14:46:00;21.758;1.851;296.72104;6.94;0.42;0.599;0.89;NaN
18NA96013_298;CAST#1;45.9647;-60.4802;158850;25;11-jul-96;14:46:00;21.784;5.04;314.6297;3.095;0.306;0.363;0.445;NaN
18NA96013_298;CAST#1;45.9647;-60.4802;158851;5;11-jul-96;14:46:00;20.848;18.021;267.20078;1.375;0.08;0.1135;0.09;NaN
18NA96013_298;CAST#1;45.9647;-60.4802;158852;1;11-jul-96;14:46:00;20.85;18.084;268.04932;1.39;0.0825;0.1065;0.08;NaN
18NA96013_299;CAST#1;46.0072;-60.4083;158853;5;11-jul-96;15:27:00;20.579;19.082;267.87068;0.96;0.081;0.079;0.09;NaN
18NA96013_299;CAST#1;46.0072;-60.4083;158854;1;11-jul-96;15:27:00;20.607;19.074;265.81632;0.915;0.0805;0.0785;0.085;NaN
18NA96013_300;CAST#1;45.9417;-60.529;158855;35;11-jul-96;16:15:00;21.822;4.379;304.3579;4.95;0.3295;0.4395;0.695;NaN
18NA96013_300;CAST#1;45.9417;-60.529;158856;5;11-jul-96;16:15:00;20.885;18.013;269.34446;1.355;0.093;0.119;0.09;NaN
18NA96013_300;CAST#1;45.9417;-60.529;158857;1;11-jul-96;16:15:00;20.872;18.082;269.2998;1.31;0.088;0.1145;0.09;NaN
18NA96013_301;CAST#1;45.8488;-60.7635;158858;75;11-jul-96;17:34:00;22.336;2.497;323.74034;5.205;0.1655;0.4165;1.17;NaN
18NA96013_301;CAST#1;45.8488;-60.7635;158859;50;11-jul-96;17:34:00;22.247;2.266;325.39276;4.09;0.152;0.369;0.76;NaN
18NA96013_301;CAST#1;45.8488;-60.7635;158860;25;11-jul-96;17:34:00;22.118;4.27;327.40246;2.04;0.1895;0.285;0.27;NaN
18NA96013_301;CAST#1;45.8488;-60.7635;158861;5;11-jul-96;17:34:00;21.375;16.453;277.7852;0.785;0.086;0.1275;0.1;NaN
18NA96013_301;CAST#1;45.8488;-60.7635;158862;1;11-jul-96;17:34:00;21.374;16.528;277.1153;0.74;0.077;0.1105;0.09;NaN
18NA96013_302;CAST#1;45.8667;-60.8408;158863;50;11-jul-96;18:10:00;23.069;8.248;305.11712;3.51;0.2665;0.352;0.7;NaN
18NA96013_302;CAST#1;45.8667;-60.8408;158864;25;11-jul-96;18:10:00;22.452;6.816;310.69962;2.045;0.187;0.2705;0.25;NaN
18NA96013_302;CAST#1;45.8667;-60.8408;158865;5;11-jul-96;18:10:00;21.516;16.209;279.7949;0.775;0.0785;0.1265;0.09;NaN
18NA96013_302;CAST#1;45.8667;-60.8408;158866;1;11-jul-96;18:10:00;21.574;16.213;281.31334;0.83;0.0935;0.1135;0.09;NaN
18NA96013_303;CAST#1;45.8195;-60.8518;158867;108;11-jul-96;18:40:00;22.456;1.357;320.48016;7.62;0.207;0.667;3.95;NaN
18NA96013_303;CAST#1;45.8195;-60.8518;158868;66;11-jul-96;18:40:00;22.487;3.58;320.83744;4.535;0.186;0.421;1.335;NaN
18NA96013_303;CAST#1;45.8195;-60.8518;158869;36;11-jul-96;18:40:00;22.288;4.443;322.35588;2.655;0.306;0.325;0.705;NaN
18NA96013_303;CAST#1;45.8195;-60.8518;158870;11;11-jul-96;18:40:00;22.152;9.195;317.3093;1.335;0.0805;0.19;0.09;NaN
18NA96013_303;CAST#1;45.8195;-60.8518;158871;1;11-jul-96;18:40:00;21.468;16.691;276.35608;0.82;0.0745;0.116;0.11;NaN
18NA96013_304;CAST#1;46.2275;-60.3217;158713;7;07-jul-96;15:30:00;22.184;18.086;267.33476;2.07;0.101;0.234;0.01;NaN
18NA96013_304;CAST#1;46.2275;-60.3217;158714;4;07-jul-96;15:30:00;22.186;18.159;267.37942;1.985;0.0965;0.19;0;NaN
18NA96013_304;CAST#1;46.2275;-60.3217;158715;1;07-jul-96;15:30:00;22.187;18.184;267.42408;2.115;0.0995;0.2145;0.02;NaN
18NA96013_305;CAST#1;45.7428;-60.798;158872;37;11-jul-96;19:28:00;22.161;4.876;316.10348;2.94;0.2975;0.2785;0.505;NaN
18NA96013_305;CAST#1;45.7428;-60.798;158873;10;11-jul-96;19:28:00;21.617;15.182;284.75216;0.945;0.0835;0.1505;0.08;NaN
18NA96013_305;CAST#1;45.7428;-60.798;158874;1;11-jul-96;19:28:00;21.493;16.816;277.74054;0.755;0.0725;0.0975;0.065;NaN
18NA96013_306;CAST#1;45.7012;-60.7905;158875;19;11-jul-96;19:55:00;22.009;6.701;316.90736;2.115;0.13;0.267;0.15;NaN
18NA96013_306;CAST#1;45.7012;-60.7905;158876;5;11-jul-96;19:55:00;21.325;15.187;291.09388;1.315;0.075;0.1325;0.07;NaN
18NA96013_306;CAST#1;45.7012;-60.7905;158877;1;11-jul-96;19:55:00;21.283;15.699;289.21816;1.39;0.073;0.135;0.07;NaN
18NA96013_307;CAST#1;45.6857;-60.829;158878;12;11-jul-96;20:15:00;21.902;7.39;316.37144;2.03;0.1;0.3075;0.13;NaN
18NA96013_307;CAST#1;45.6857;-60.829;158879;5;11-jul-96;20:15:00;21.896;9.471;312.35204;1.57;0.085;0.198;0.07;NaN
18NA96013_308;CAST#1;45.6568;-60.8555;158880;23;11-jul-96;20:38:00;21.846;1.726;202.48844;7.01;0.1155;1.0175;2.2;NaN
18NA96013_308;CAST#1;45.6568;-60.8555;158881;15;11-jul-96;20:38:00;21.892;2.931;286.35992;3.365;0.593;0.71;1.125;NaN
18NA96013_308;CAST#1;45.6568;-60.8555;158882;5;11-jul-96;20:38:00;21.708;10.427;331.06458;1.46;0.068;0.2465;0.06;NaN
18NA96013_308;CAST#1;45.6568;-60.8555;158883;1;11-jul-96;20:38:00;21.366;14.908;313.87048;1.235;0.07;0.184;0.065;NaN
18NA96013_315;CAST#1;46.1785;-60.4088;158716;15;07-jul-96;16:10:00;22.962;12.589;279.16966;2.25;0.0995;0.223;0.02;NaN
18NA96013_315;CAST#1;46.1785;-60.4088;158717;5;07-jul-96;16:10:00;22.081;17.617;271.39882;2.125;0.102;0.2225;0.01;NaN
18NA96013_315;CAST#1;46.1785;-60.4088;158718;1;07-jul-96;16:10:00;22.076;17.711;270.59494;1.755;0.096;0.1925;0;NaN
18NA96013_326;CAST#1;46.1852;-60.4348;158719;175;07-jul-96;16:39:00;25.562;0.202;213.65344;25.845;0.115;1.5005;14.76;NaN
18NA96013_326;CAST#1;46.1852;-60.4348;158720;100;07-jul-96;16:39:00;25.439;0.319;261.52896;17.415;0.111;1.162;11.11;NaN
18NA96013_326;CAST#1;46.1852;-60.4348;158721;50;07-jul-96;16:39:00;25.099;1.033;323.38306;8.875;0.116;0.742;6.12;NaN
18NA96013_326;CAST#1;46.1852;-60.4348;158722;25;07-jul-96;16:39:00;24.779;2.94;332.00244;5.075;0.1365;0.5645;3.29;NaN
18NA96013_326;CAST#1;46.1852;-60.4348;158723;5;07-jul-96;16:39:00;22.156;17.237;272.51532;2.015;0.101;0.178;0.04;NaN
18NA96013_339;CAST#1;46.1447;-60.5005;158724;257;07-jul-96;17:23:00;25.576;0.192;210.97384;27.32;0.1095;1.5685;14.9;NaN
18NA96013_339;CAST#1;46.1447;-60.5005;158725;150;07-jul-96;17:23:00;25.556;0.208;NaN;25.385;0.112;1.4815;14.065;NaN
