Filename; Pressure; Uniqueno; Variable; Values; Test failed
189016004_1493; 4.07; 417898; doxy; 370.70  ; Global Impossible Parameter Value
189016004_1493; 53.24; 417896; doxy; 364.67  ; Global Impossible Parameter Value
189016004_1493; 434.76; 417893; doxy; 152.71  ; Global Impossible Parameter Value
189016004_1493; 4.07; 417898; doxy; 370.70  ; Regional Impossible Parameter Value
189016004_1493; 53.24; 417896; doxy; 364.67  ; Regional Impossible Parameter Value
189016004_1493; 434.76; 417893; doxy; 152.71  ; Regional Impossible Parameter Value
189016004_1494; 3.17; 417910; doxy; 369.49  ; Global Impossible Parameter Value
189016004_1494; 50.17; 417908; doxy; 365.79  ; Global Impossible Parameter Value
189016004_1494; 399.23; 417905; doxy; 152.36  ; Global Impossible Parameter Value
189016004_1494; 3.17; 417910; doxy; 369.49  ; Regional Impossible Parameter Value
189016004_1494; 50.17; 417908; doxy; 365.79  ; Regional Impossible Parameter Value
189016004_1494; 399.23; 417905; doxy; 152.36  ; Regional Impossible Parameter Value
189016004_1495; 1.49; 417916; doxy; 360.72  ; Global Impossible Parameter Value
189016004_1495; 51.06; 417914; doxy; 358.37  ; Global Impossible Parameter Value
189016004_1495; 518.17; 417911; doxy; 156.13  ; Global Impossible Parameter Value
189016004_1495; 1.49; 417916; doxy; 360.72  ; Regional Impossible Parameter Value
189016004_1495; 51.06; 417914; doxy; 358.37  ; Regional Impossible Parameter Value
189016004_1495; 518.17; 417911; doxy; 156.13  ; Regional Impossible Parameter Value
189016004_1496; 1.39; 417922; doxy; 371.79  ; Global Impossible Parameter Value
189016004_1496; 50.27; 417920; doxy; 368.53  ; Global Impossible Parameter Value
189016004_1496; 206.16; 417917; doxy; 137.42  ; Global Impossible Parameter Value
189016004_1496; 1.39; 417922; doxy; 371.79  ; Regional Impossible Parameter Value
189016004_1496; 50.27; 417920; doxy; 368.53  ; Regional Impossible Parameter Value
189016004_1496; 206.16; 417917; doxy; 137.42  ; Regional Impossible Parameter Value
189016004_1497; 1.69; 417927; doxy; 391.18  ; Global Impossible Parameter Value
189016004_1497; 52.35; 417925; doxy; 370.48  ; Global Impossible Parameter Value
189016004_1497; 184.17; 417923; doxy; 161.67  ; Global Impossible Parameter Value
