CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18HU18004_009;HL_07;42.47468;-61.43246;446156;2785.45;15-apr-18;12:23:00;2785.453;35.4548;2.6819;6.1802;NaN;NaN;17.335;1.1305;17.615;34.924;0;6.21
18HU18004_009;HL_07;42.47468;-61.43314;446157;2001.49;15-apr-18;12:37:00;2001.494;35.4734;3.4451;6.1033;NaN;NaN;14.705;1.164;18.38;34.946;0;6.179
18HU18004_009;HL_07;42.47476;-61.4334;446158;1749.66;15-apr-18;12:43:00;1749.66;35.4773;3.6916;6.089;NaN;NaN;13.39;1.159;18.38;34.955;0;7.279
18HU18004_009;HL_07;42.47506;-61.43277;446159;1497.62;15-apr-18;12:49:00;1497.623;35.4844;3.9153;6.066;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_009;HL_07;42.47576;-61.43244;446160;1249.19;15-apr-18;12:54:00;1249.193;35.4795;4.0584;6.1088;NaN;NaN;11.31;1.118;17.895;34.962;0;6.124
18HU18004_009;HL_07;42.47638;-61.43258;446161;1002.22;15-apr-18;13:00:00;1002.221;35.5174;4.5662;5.8167;NaN;NaN;11.965;1.1925;19.08;35.006;0;5.83
18HU18004_009;HL_07;42.47622;-61.43186;446162;749.73;15-apr-18;13:05:00;749.732;35.5308;5.1746;5.4277;NaN;NaN;12.355;1.231;19.835;35.026;0;5.447
18HU18004_009;HL_07;42.47562;-61.43202;446163;499.86;15-apr-18;13:11:00;499.86;35.5942;7.2473;4.1292;NaN;NaN;14.57;1.463;23.775;35.118;0;4.134
18HU18004_009;HL_07;42.47582;-61.43178;446164;250.32;15-apr-18;13:17:00;250.329;35.9936;12.3593;3.3979;NaN;NaN;7.345;0.9765;16.68;35.585;0.075;3.7375
18HU18004_009;HL_07;42.47536;-61.4328;446165;150.04;15-apr-18;13:21:00;150.049;36.0471;13.4207;5.6028;NaN;NaN;3.035;0.52;8.325;NaN;0.29;NaN
18HU18004_009;HL_07;42.47558;-61.43257;446166;99.67;15-apr-18;13:23:00;99.675;36.0483;13.4213;5.6192;NaN;0.29598;3.025;0.528;8.275;NaN;0.29;NaN
18HU18004_009;HL_07;42.47568;-61.43204;446167;79.23;15-apr-18;13:25:00;79.235;36.0493;13.4218;5.6188;NaN;0.28701;3.025;0.5545;8.31;NaN;0.29;NaN
18HU18004_009;HL_07;42.4758;-61.43176;446168;58.4;15-apr-18;13:26:00;58.403;36.0495;13.4186;5.6067;NaN;0.27356;3.04;0.52;8.32;NaN;0.29;NaN
18HU18004_009;HL_07;42.47581;-61.43168;446169;49.84;15-apr-18;13:27:00;49.841;36.0492;13.4203;5.624;NaN;0.27804;3.06;0.556;8.94;35.645;0.29;5.916
18HU18004_009;HL_07;42.47582;-61.43166;446170;49.95;15-apr-18;13:27:00;49.953;36.0492;13.4201;5.6206;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_009;HL_07;42.47574;-61.43163;446171;39.93;15-apr-18;13:28:00;39.93;36.0493;13.4193;5.6167;NaN;0.25563;3.03;0.542;8.905;NaN;0.31;NaN
18HU18004_009;HL_07;42.47568;-61.43162;446172;29.31;15-apr-18;13:29:00;29.318;36.0494;13.4171;5.6196;NaN;0.27356;3.02;0.536;8.88;NaN;0.29;NaN
18HU18004_009;HL_07;42.47556;-61.43178;446173;20.56;15-apr-18;13:31:00;20.567;36.0495;13.4003;5.6267;NaN;0.27356;3.02;0.5535;8.595;NaN;0.295;NaN
18HU18004_009;HL_07;42.47554;-61.4318;446174;20.54;15-apr-18;13:31:00;20.543;36.0492;13.4031;5.6257;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_009;HL_07;42.47527;-61.432;446175;10.69;15-apr-18;13:32:00;10.699;36.0494;13.4163;5.6136;NaN;0.25563;3.005;0.539;8.285;NaN;0.3;NaN
18HU18004_009;HL_07;42.47512;-61.43187;446176;4.23;15-apr-18;13:33:00;4.238;36.0493;13.4012;5.6298;NaN;0.26459;3.06;0.546;8.365;35.644;0.3;5.418
18HU18004_009;HL_07;42.4751;-61.43185;446177;4.17;15-apr-18;13:33:00;4.172;36.0491;13.3988;5.6235;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_009;HL_07;42.47508;-61.43184;446178;3.84;15-apr-18;13:33:00;3.845;36.0492;13.3946;5.6304;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_009;HL_07;42.47506;-61.43182;446179;3.26;15-apr-18;13:34:00;3.269;36.0493;13.3943;5.624;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_011;HL_08;42.37848;-61.30429;446180;3421.33;15-apr-18;17:45:00;3421.334;35.4435;2.4014;6.2422;NaN;NaN;19.155;1.1535;17.57;34.913;0;6.415
18HU18004_011;HL_08;42.37832;-61.30334;446181;3249.26;15-apr-18;17:49:00;3249.261;35.4467;2.4771;6.2296;NaN;NaN;18.425;1.1425;17.605;34.916;0;6.281
18HU18004_011;HL_08;42.37804;-61.30397;446182;3000.89;15-apr-18;17:55:00;3000.895;35.4517;2.6069;6.2061;NaN;NaN;17.5;1.157;17.61;34.923;0;6.3745
18HU18004_011;HL_08;42.37904;-61.30352;446183;2497.29;15-apr-18;18:05:00;2497.299;35.466;3.0153;6.1021;NaN;NaN;12.015;1.227;19.28;35.013;0;5.762
18HU18004_011;HL_08;42.37982;-61.30332;446184;1998.54;15-apr-18;18:14:00;1998.541;35.4811;3.4803;6.0177;NaN;NaN;15.47;1.209;18.81;34.961;0;6.129
18HU18004_011;HL_08;42.37962;-61.30354;446185;1749.95;15-apr-18;18:20:00;1749.954;35.4895;3.7355;6.0187;NaN;NaN;14.07;1.212;18.8;34.971;0;6.086
18HU18004_011;HL_08;42.3796;-61.30342;446186;1500.2;15-apr-18;18:25:00;1500.204;35.4958;3.9397;5.9975;NaN;NaN;13.165;1.218;18.88;34.98;0;5.766
18HU18004_011;HL_08;42.37898;-61.30316;446187;1248.71;15-apr-18;18:30:00;1248.718;35.5025;4.2216;5.9459;NaN;NaN;12.24;1.204;18.88;34.99;0;5.989
18HU18004_011;HL_08;42.37944;-61.3037;446188;999.18;15-apr-18;18:35:00;999.181;35.5177;4.5715;5.786;NaN;NaN;11.91;1.219;19.005;35.017;0;5.792
18HU18004_011;HL_08;42.3796;-61.3035;446189;501.13;15-apr-18;18:45:00;501.134;35.5895;6.9343;4.305;NaN;NaN;14.125;1.4715;23.455;35.111;0;4.286
18HU18004_011;HL_08;42.37898;-61.30282;446190;250.44;15-apr-18;18:50:00;250.442;35.9014;11.7889;3.4624;NaN;NaN;9.7;1.2575;20.565;35.487;0;3.426
18HU18004_011;HL_08;42.379;-61.30278;446191;250.25;15-apr-18;18:50:00;250.255;35.8984;11.7615;3.4536;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_011;HL_08;42.37854;-61.30301;446192;100.04;15-apr-18;18:56:00;100.047;35.9685;13.2581;5.6307;NaN;0.26459;2.95;0.55;7.825;35.565;0.25;5.606
18HU18004_011;HL_08;42.37852;-61.30308;446193;100.24;15-apr-18;18:56:00;100.244;35.9682;13.2565;5.6282;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_011;HL_08;42.3783;-61.30338;446194;79.63;15-apr-18;18:58:00;79.636;35.9665;13.2476;5.6417;NaN;0.27356;2.97;0.5535;7.045;NaN;0.25;NaN
18HU18004_011;HL_08;42.37796;-61.30338;446195;60.38;15-apr-18;18:59:00;60.384;35.9552;13.2058;5.6543;NaN;0.28701;2.955;0.549;6.41;NaN;0.26;NaN
18HU18004_011;HL_08;42.37778;-61.3031;446196;50.8;15-apr-18;19:00:00;50.802;35.9479;13.1714;5.639;NaN;0.27356;2.925;0.535;6.39;35.542;0.26;5.571
18HU18004_011;HL_08;42.37782;-61.30296;446197;41.45;15-apr-18;19:02:00;41.452;35.9492;13.1825;5.6493;NaN;0.26907;2.945;0.5405;6.43;NaN;0.26;NaN
18HU18004_011;HL_08;42.37806;-61.30322;446198;30.31;15-apr-18;19:03:00;30.312;35.946;13.1682;5.657;NaN;0.2915;2.935;0.5415;6.53;NaN;0.26;NaN
18HU18004_011;HL_08;42.37788;-61.30364;446199;19.99;15-apr-18;19:05:00;19.991;35.9471;13.1629;5.6525;NaN;0.27356;2.93;0.546;6.535;NaN;0.26;NaN
18HU18004_011;HL_08;42.37788;-61.3037;446200;19.56;15-apr-18;19:05:00;19.561;35.9476;13.1647;5.6577;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_011;HL_08;42.3778;-61.30406;446201;10.74;15-apr-18;19:06:00;10.741;35.9472;13.1617;5.6573;NaN;0.26459;2.93;0.557;6.58;NaN;0.27;NaN
18HU18004_011;HL_08;42.37756;-61.30447;446202;3.83;15-apr-18;19:08:00;3.839;35.9474;13.156;5.6562;NaN;0.26011;2.93;0.545;6.59;35.542;0.265;5.613
18HU18004_011;HL_08;42.3775;-61.30456;446203;3.78;15-apr-18;19:08:00;3.782;35.9473;13.1541;5.6643;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_013;HL_09;42.23334;-61.20969;446204;3869.06;15-apr-18;22:41:00;3869.067;35.4369;2.3088;6.2077;NaN;NaN;21.775;1.19;17.295;34.904;0;6.181
18HU18004_013;HL_09;42.23318;-61.20992;446205;3752.84;15-apr-18;22:46:00;3752.847;35.4391;2.3433;6.227;NaN;NaN;20.95;1.187;17.305;34.905;0;6.382
18HU18004_013;HL_09;42.23338;-61.21002;446206;3499.89;15-apr-18;22:54:00;3499.899;35.4438;2.4211;6.2591;NaN;NaN;19.1;1.1625;17.12;34.91;0;6.398
18HU18004_013;HL_09;42.2334;-61.2096;446207;2999.32;15-apr-18;23:04:00;2999.322;35.4549;2.7559;6.2232;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_013;HL_09;42.2332;-61.20978;446208;2749.84;15-apr-18;23:11:00;2749.847;35.4587;2.9378;6.173;NaN;NaN;16.005;1.1785;17.41;34.929;0;6.3
18HU18004_013;HL_09;42.23314;-61.20962;446209;2497.95;15-apr-18;23:17:00;2497.953;35.4699;3.1758;6.116;NaN;NaN;17.095;1.2275;18.34;34.943;0;6.19
18HU18004_013;HL_09;42.2335;-61.21022;446210;2251.77;15-apr-18;23:23:00;2251.778;35.4766;3.3402;6.0422;NaN;NaN;16.28;1.1745;18.955;34.951;0;6.145
18HU18004_013;HL_09;42.23326;-61.2098;446211;2001.47;15-apr-18;23:29:00;2001.473;35.4827;3.5536;6.0081;NaN;NaN;14.94;1.1695;19.19;34.959;0;6.472
18HU18004_013;HL_09;42.2335;-61.21002;446212;1750.09;15-apr-18;23:34:00;1750.093;35.4889;3.7481;6.0096;NaN;NaN;13.915;1.2315;18.595;34.967;0;7.123
18HU18004_013;HL_09;42.2334;-61.20942;446213;1499.47;15-apr-18;23:40:00;1499.472;35.4963;3.9786;5.9709;NaN;NaN;12.99;1.2315;18.555;34.977;0;6.054
18HU18004_013;HL_09;42.23338;-61.20969;446214;1249.93;15-apr-18;23:45:00;1249.938;35.5045;4.2318;5.9291;NaN;NaN;12.325;1.2315;18.675;34.988;0;7.079
18HU18004_013;HL_09;42.23332;-61.20972;446215;1000.18;15-apr-18;23:51:00;1000.181;35.5141;4.5338;5.8351;NaN;NaN;11.92;1.2335;18.88;35;0;5.757
18HU18004_013;HL_09;42.23316;-61.21032;446216;750.86;15-apr-18;23:57:00;750.862;35.5443;5.1712;5.4156;NaN;NaN;12.485;1.3025;20.015;35.044;0;5.39
18HU18004_013;HL_09;42.23324;-61.21002;446217;499.87;16-apr-18;00:02:00;499.875;35.589;6.9309;4.2994;NaN;NaN;14.12;1.4745;23.54;35.106;0;4.487
18HU18004_013;HL_09;42.23317;-61.20998;446218;250.14;16-apr-18;00:08:00;250.142;35.8675;11.2988;3.2388;NaN;NaN;11.135;1.3215;22.84;35.442;0;3.244
18HU18004_013;HL_09;42.23342;-61.21006;446219;98.45;16-apr-18;00:11:00;98.458;36.0432;13.3524;5.6172;NaN;0.22423;2.96;0.521;8.795;NaN;0.325;NaN
18HU18004_013;HL_09;42.23332;-61.20996;446220;79.76;16-apr-18;00:13:00;79.766;36.048;13.3606;5.6204;NaN;0.2332;3.075;0.5945;7.815;NaN;0.335;NaN
18HU18004_013;HL_09;42.23314;-61.20978;446221;59.73;16-apr-18;00:15:00;59.73;36.0508;13.368;5.6234;NaN;0.20629;3.075;0.5705;7.73;NaN;0.31;NaN
18HU18004_013;HL_09;42.2332;-61.20964;446222;49.19;16-apr-18;00:16:00;49.192;36.0512;13.3696;5.6207;NaN;0.21526;3.05;0.571;7.72;35.646;0.31;5.6055
18HU18004_013;HL_09;42.23318;-61.20983;446223;41.06;16-apr-18;00:18:00;41.061;36.0505;13.3587;5.6165;NaN;0.24217;3.04;0.5775;7.745;NaN;0.31;NaN
18HU18004_013;HL_09;42.23326;-61.21024;446224;29.05;16-apr-18;00:19:00;29.051;36.0509;13.3561;5.6166;NaN;0.22872;2.985;0.564;7.56;NaN;0.315;NaN
18HU18004_013;HL_09;42.23321;-61.21027;446225;20.29;16-apr-18;00:21:00;20.298;36.051;13.3528;5.6266;NaN;0.22872;3.08;0.5765;7.75;NaN;0.32;NaN
18HU18004_013;HL_09;42.2332;-61.21003;446226;10.08;16-apr-18;00:22:00;10.089;36.0519;13.3633;5.6083;NaN;0.24217;3.03;0.577;7.765;NaN;0.315;NaN
18HU18004_013;HL_09;42.23324;-61.21034;446227;2.89;16-apr-18;00:25:00;2.899;36.0196;13.3587;4.3946;NaN;0.21526;3.43;0.572;7.73;35.646;0.32;5.655
18HU18004_014;BBL_04;42.44932;-65.48334;445610;96.64;08-apr-18;12:30:00;96.648;34.2885;8.4178;5.9909;8.122;0.18387;4.865;0.758;7.705;33.819;0.23;5.95
18HU18004_014;BBL_04;42.44918;-65.48314;445611;80.3;08-apr-18;12:31:00;80.305;34.1693;8.1386;6.0624;8.12;0.19284;4.67;0.7565;7.415;NaN;0.22;NaN
18HU18004_014;BBL_04;42.44902;-65.48284;445612;60.99;08-apr-18;12:33:00;60.996;33.3529;6.2454;6.5394;8.104;0.37671;3.825;0.714;5.265;NaN;0.17;NaN
18HU18004_014;BBL_04;42.44884;-65.48258;445613;49.95;08-apr-18;12:35:00;49.957;33.1376;5.6619;6.8158;8.106;0.65524;3.08;0.6665;4.12;NaN;0.135;NaN
18HU18004_014;BBL_04;42.44853;-65.4824;445614;41;08-apr-18;12:37:00;41.003;32.7699;4.9112;7.2242;8.114;2.30366;1.82;0.6;2.56;NaN;0.09;NaN
18HU18004_014;BBL_04;42.44818;-65.4824;445615;30.08;08-apr-18;12:39:00;30.086;32.3957;4.3753;7.5928;8.127;2.74116;0.645;0.5045;1.305;NaN;0.045;NaN
18HU18004_014;BBL_04;42.4478;-65.48256;445616;20.47;08-apr-18;12:40:00;20.475;32.1551;4.0633;7.6914;8.113;1.9459;1.23;0.5305;2.06;NaN;0.07;NaN
18HU18004_014;BBL_04;42.44739;-65.48298;445617;10.76;08-apr-18;12:42:00;10.76;32.0256;3.9493;7.7245;8.105;1.83599;1.785;0.585;2.455;NaN;0.08;NaN
18HU18004_014;BBL_04;42.44702;-65.48328;445618;3.7;08-apr-18;12:43:00;3.709;32.0159;3.9499;7.7212;8.104;1.55886;1.935;0.6035;2.51;31.482;0.08;7.612
18HU18004_014;BBL_04;42.44682;-65.48336;445619;2.99;08-apr-18;12:44:00;2.998;32.0131;3.9451;7.7052;8.104;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_016;HL_10;42.0287;-61.0683;446228;4149.29;16-apr-18;04:55:00;4149.297;35.4323;2.2829;6.1653;NaN;NaN;23.575;1.1595;18.56;34.901;0;6.306
18HU18004_016;HL_10;42.02862;-61.06894;446229;3751.91;16-apr-18;05:03:00;3751.913;35.44;2.3788;6.2163;NaN;NaN;19.89;1.1185;18.05;34.907;0;6.388
18HU18004_016;HL_10;42.02876;-61.06944;446230;3499;16-apr-18;05:09:00;3499.009;35.4439;2.448;6.2662;NaN;NaN;20.04;1.132;18.285;34.911;0;6.354
18HU18004_016;HL_10;42.02888;-61.06988;446231;3001.29;16-apr-18;05:18:00;3001.295;35.4554;2.7942;6.1402;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
18HU18004_016;HL_10;42.02932;-61.06984;446232;2752.33;16-apr-18;05:24:00;2752.331;35.4651;3.0293;6.0728;NaN;NaN;17.72;1.159;18.835;34.938;0;6.198
18HU18004_016;HL_10;42.02954;-61.06822;446233;2499.75;16-apr-18;05:30:00;2499.759;35.4723;3.2244;6.0756;NaN;NaN;17.185;1.1695;19.235;34.946;0;6.051
18HU18004_016;HL_10;42.02958;-61.0672;446234;2248.81;16-apr-18;05:35:00;2248.813;35.4752;3.3971;6.0583;NaN;NaN;15.615;1.1655;19.135;34.95;0;6.163
18HU18004_016;HL_10;42.02984;-61.06616;446235;2000.32;16-apr-18;05:40:00;2000.324;35.4822;3.6113;6.0176;NaN;NaN;14.46;1.163;19.215;34.96;0;6.128
18HU18004_016;HL_10;42.03049;-61.06664;446236;1751.93;16-apr-18;05:46:00;1751.932;35.4911;3.8461;5.9953;NaN;NaN;13.495;1.1685;19.38;34.971;0;6.071
18HU18004_016;HL_10;42.02994;-61.06708;446237;1502.32;16-apr-18;05:52:00;1502.327;35.4976;4.0566;5.9926;NaN;NaN;12.68;1.1645;19.24;34.98;0;6.064
18HU18004_016;HL_10;42.03032;-61.06764;446238;1251.27;16-apr-18;05:57:00;1251.272;35.5036;4.3119;5.9128;NaN;NaN;12.02;1.165;19.445;34.858;0;5.967
18HU18004_016;HL_10;42.03044;-61.06836;446239;999.95;16-apr-18;06:03:00;999.956;35.5255;4.747;5.7175;NaN;NaN;11.96;1.189;19.885;35.015;0;5.758
18HU18004_016;HL_10;42.02964;-61.0674;446240;498.29;16-apr-18;06:12:00;498.292;35.5756;7.3629;4.0295;NaN;NaN;14.4;1.4595;24.815;35.099;0.015;4.027
18HU18004_016;HL_10;42.03024;-61.065;446241;254.05;16-apr-18;06:18:00;254.055;36.0277;12.6735;3.7184;NaN;NaN;8.13;1.052;18.575;35.617;0.02;3.836
18HU18004_016;HL_10;42.02978;-61.0655;446242;100.18;16-apr-18;06:22:00;100.189;36.1505;14.1365;5.5075;NaN;0.25562;2.94;0.4745;8.1;NaN;0.21;NaN
18HU18004_016;HL_10;42.02981;-61.06581;446243;80.29;16-apr-18;06:23:00;80.298;36.196;14.3682;5.5308;NaN;0.32738;2.925;0.4565;7.655;NaN;0.225;NaN
18HU18004_016;HL_10;42.02975;-61.06602;446244;58.99;16-apr-18;06:25:00;58.991;36.2464;14.6165;5.5082;NaN;0.27356;2.84;0.4545;7.27;NaN;0.225;NaN
18HU18004_016;HL_10;42.0299;-61.06634;446245;48.56;16-apr-18;06:26:00;48.56;36.3221;15.1145;5.427;NaN;0.42604;2.71;0.425;6.945;35.928;0.255;5.44
18HU18004_016;HL_10;42.03028;-61.06674;446246;40.05;16-apr-18;06:28:00;40.052;36.3502;15.3139;5.3644;NaN;0.51573;2.76;0.414;6.77;NaN;0.29;NaN
18HU18004_016;HL_10;42.03046;-61.06712;446247;30.81;16-apr-18;06:29:00;30.81;36.3659;15.4358;5.3091;NaN;0.54264;2.64;0.422;6.645;NaN;0.29;NaN
18HU18004_016;HL_10;42.03026;-61.06708;446248;19.76;16-apr-18;06:31:00;19.769;36.365;15.4446;5.316;NaN;0.59197;2.6;0.415;6.605;NaN;0.285;NaN
18HU18004_016;HL_10;42.03012;-61.06722;446249;9.27;16-apr-18;06:32:00;9.279;36.3674;15.4465;5.3161;NaN;0.583;2.57;0.4095;6.575;NaN;0.28;NaN
18HU18004_016;HL_10;42.03008;-61.06735;446250;3.3;16-apr-18;06:34:00;3.305;36.3674;15.4582;5.3395;NaN;0.56058;2.595;0.4175;6.62;35.995;0.29;5.329
18HU18004_018;HL_11;41.77886;-60.90624;446251;4512.61;16-apr-18;10:56:00;4512.61;35.4181;2.2091;5.9274;NaN;NaN;35.075;1.323;20.855;34.883;0;6.108
18HU18004_018;HL_11;41.77924;-60.90648;446252;4249.85;16-apr-18;11:02:00;4249.854;35.4255;2.2312;6.0354;NaN;NaN;30.12;1.26;19.975;34.891;0;6.268
18HU18004_018;HL_11;41.77874;-60.9069;446253;3999.33;16-apr-18;11:09:00;3999.33;35.432;2.26;6.1516;NaN;NaN;25.585;1.211;19.24;34.895;0;6.294
18HU18004_018;HL_11;41.77832;-60.90756;446254;3498.24;16-apr-18;11:19:00;3498.247;35.4426;2.4147;6.1239;NaN;NaN;1.215;0.1375;1.47;36.599;0.09;4.856
18HU18004_018;HL_11;41.77862;-60.90738;446255;2997.92;16-apr-18;11:29:00;2997.928;35.4614;2.8286;6.0526;NaN;NaN;20.28;1.1995;19.245;34.928;0;6.193
18HU18004_018;HL_11;41.77854;-60.90784;446256;2501.04;16-apr-18;11:39:00;2501.048;35.4735;3.2105;6.0287;NaN;NaN;17.445;1.203;19.225;34.944;0;6.152
18HU18004_018;HL_11;41.77866;-60.9083;446257;2254.72;16-apr-18;11:45:00;2254.72;35.4772;3.4031;6.054;NaN;NaN;15.785;1.2025;19.165;34.95;0;6.164
18HU18004_018;HL_11;41.77902;-60.90717;446258;1998.72;16-apr-18;11:50:00;1998.72;35.4822;3.6043;6.0183;NaN;NaN;14.405;1.2005;19.05;34.956;0;6.114
18HU18004_018;HL_11;41.77868;-60.9076;446259;1750.97;16-apr-18;11:56:00;1750.971;35.4921;3.8581;6.0033;NaN;NaN;13.47;1.213;19.075;34.969;0;6.055
18HU18004_018;HL_11;41.77845;-60.90757;446260;1501.88;16-apr-18;12:02:00;1501.889;35.4935;4.085;5.9652;NaN;NaN;12.4;1.2225;19.09;34.973;0;6.04
18HU18004_018;HL_11;41.77838;-60.90778;446261;1249.29;16-apr-18;12:07:00;1249.29;35.507;4.3863;5.8675;NaN;NaN;11.965;1.2265;19.255;34.989;0;5.802
18HU18004_018;HL_11;41.7783;-60.9077;446262;998.94;16-apr-18;12:13:00;998.943;35.5302;4.8543;5.6255;NaN;NaN;12.105;1.2575;19.96;35.017;0;5.584
18HU18004_018;HL_11;41.77818;-60.9079;446263;749.68;16-apr-18;12:18:00;749.681;35.5763;6.0437;4.8651;NaN;NaN;13.21;1.3765;22.02;35.081;0;4.847
18HU18004_018;HL_11;41.7781;-60.90802;446264;500.97;16-apr-18;12:24:00;500.971;35.6602;9.3212;3.1782;NaN;NaN;15.02;1.635;26.88;35.207;0;3.718
