CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
18HU18004_018;HL_11;41.77832;-60.90733;446265;252.47;16-apr-18;12:29:00;252.479;36.2355;14.6386;4.1445;NaN;NaN;4.515;0.756;12.59;35.856;0.13;4.103
18HU18004_018;HL_11;41.7789;-60.90552;446266;99.64;16-apr-18;12:35:00;99.647;36.8277;19.5139;3.9333;NaN;0.18387;2.735;0.4165;6.685;NaN;0.05;NaN
18HU18004_018;HL_11;41.77908;-60.90518;446267;80.65;16-apr-18;12:36:00;80.655;37.0096;20.8249;4.462;NaN;0.16973;1.35;0.211;2.775;NaN;0.06;NaN
18HU18004_018;HL_11;41.77934;-60.90484;446268;62.26;16-apr-18;12:37:00;62.264;36.943;20.7468;4.8481;NaN;0.25563;1.13;0.1505;1.425;NaN;0.08;NaN
18HU18004_018;HL_11;41.77958;-60.90454;446269;49.85;16-apr-18;12:39:00;49.851;36.9435;20.7357;4.862;NaN;0.26908;1.12;0.148;1.43;36.604;0.09;4.83
18HU18004_018;HL_11;41.77974;-60.90432;446270;40.16;16-apr-18;12:40:00;40.164;36.9398;20.7327;4.8506;NaN;0.25562;1.14;0.159;1.465;NaN;0.085;NaN
18HU18004_018;HL_11;41.77994;-60.90402;446271;30.53;16-apr-18;12:41:00;30.534;36.9429;20.7273;4.8532;NaN;0.23769;1.115;0.1595;1.42;NaN;0.09;NaN
18HU18004_018;HL_11;41.78006;-60.90376;446272;20.06;16-apr-18;12:42:00;20.069;36.9373;20.7091;4.8394;NaN;0.26011;1.145;0.1555;1.515;NaN;0.09;NaN
18HU18004_018;HL_11;41.78022;-60.9035;446273;9.86;16-apr-18;12:43:00;9.865;36.9379;20.71;4.8643;NaN;0.27356;1.13;0.157;1.51;NaN;0.09;NaN
18HU18004_018;HL_11;41.78046;-60.90327;446274;3.43;16-apr-18;12:45:00;3.437;36.9398;20.6949;4.8644;NaN;0.26459;1.17;0.159;1.465;36.60105;0.085;5.1915
18HU18004_022;SG_28;43.71082;-58.99942;446275;819.29;17-apr-18;05:09:00;819.296;35.4801;4.354;5.9134;7.988;NaN;11.63;1.2035;19.08;34.961;0;5.993
18HU18004_022;SG_28;43.71074;-58.99926;446276;750.33;17-apr-18;05:12:00;750.336;35.4841;4.4994;5.8023;7.992;NaN;11.765;1.2215;19.345;NaN;0;NaN
18HU18004_022;SG_28;43.7107;-58.9993;446277;499.85;17-apr-18;05:17:00;499.856;35.5054;5.204;5.3597;7.994;NaN;12.55;1.3055;20.68;NaN;0;NaN
18HU18004_022;SG_28;43.71068;-58.99924;446278;251.19;17-apr-18;05:23:00;251.193;35.7926;10.7754;3.3192;8.003;NaN;11.64;1.407;23.01;35.326;0.02;3.4845
18HU18004_022;SG_28;43.71058;-58.99914;446279;100.2;17-apr-18;05:27:00;100.206;35.6549;11.916;5.4686;8.156;0.19732;3.545;0.6555;9.285;NaN;0.245;NaN
18HU18004_022;SG_28;43.71046;-58.99906;446280;81.02;17-apr-18;05:28:00;81.024;35.6509;11.9124;5.5013;8.158;0.1749;3.415;0.6415;9.14;NaN;0.25;NaN
18HU18004_022;SG_28;43.71036;-58.99892;446281;60.68;17-apr-18;05:31:00;60.68;35.3997;11.2342;5.8155;8.168;0.28253;2.33;0.5925;7.095;NaN;0.245;NaN
18HU18004_022;SG_28;43.71038;-58.99888;446282;50.16;17-apr-18;05:32:00;50.161;35.094;10.2817;6.1517;8.172;0.51574;1.405;0.5225;4.79;NaN;0.22;NaN
18HU18004_022;SG_28;43.7104;-58.99898;446283;40.61;17-apr-18;05:34:00;40.611;34.6816;8.8849;6.5911;8.18;1.85332;0.53;0.4475;2.525;NaN;0.15;NaN
18HU18004_022;SG_28;43.71048;-58.99917;446284;30.37;17-apr-18;05:35:00;30.375;33.9133;6.2992;7.5322;8.199;4.20139;0;0.3165;0;NaN;0.03;NaN
18HU18004_022;SG_28;43.71044;-58.99938;446285;20.49;17-apr-18;05:37:00;20.494;33.7514;5.7515;7.6374;8.188;4.59941;0;0.3205;0;NaN;0.025;NaN
18HU18004_022;SG_28;43.71044;-58.99948;446286;10.64;17-apr-18;05:38:00;10.645;33.7301;5.6515;7.6466;8.187;4.33406;0;0.318;0;NaN;0.03;NaN
18HU18004_022;SG_28;43.71044;-58.99944;446287;1.86;17-apr-18;05:40:00;1.861;33.7241;5.629;7.6685;8.187;4.51096;0;0.326;0;33.225;0.02;8.074
