CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;NO2_01;PO4_01;NOx_01;Si_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU11061_1180;1031;47.93;-65.24617;346172;68.51;02-nov-11;09:01:00;31.6;1.99;NaN;249.47076;0.1;1.21;10.41;20.785;0.255;0.072
18HU11061_1180;1031;47.93;-65.24617;346173;49.97;02-nov-11;09:01:00;30.5;5.14;NaN;283.18906;0.125;0.765;5.795;8.22;0.09;0.051
18HU11061_1180;1031;47.93;-65.24617;346174;25.19;02-nov-11;09:01:00;28.89;7.97;NaN;298.59676;0.115;0.525;3.24;5.225;0.34;0.12
18HU11061_1180;1031;47.93;-65.24617;346175;14.87;02-nov-11;09:01:00;28.41;7.87;NaN;295.38124;0.105;0.465;2.515;5.56;0.77;0.193
18HU11061_1180;1031;47.93;-65.24617;346176;4.86;02-nov-11;09:01:00;28.06;8.07;NaN;298.59676;0.095;0.41;1.825;5.465;1.415;0.314
18HU11061_1180;1031;47.93;-65.24617;346177;2.78;02-nov-11;09:01:00;28.06;8.09;NaN;299.80258;0.08;0.39;1.655;5.355;1.605;0.304
18HU11061_1181;1041;47.826;-64.25383;346178;38.87;02-nov-11;14:02:00;30.8;4.79;285.91332;283.76964;0.15;0.745;5.55;7.965;0.17;0.054
18HU11061_1181;1041;47.826;-64.25383;346179;25.48;02-nov-11;14:02:00;29.04;7.65;304.93848;302.52684;0.085;0.445;2.23;4.38;0.585;0.165
18HU11061_1181;1041;47.826;-64.25383;346180;14.68;02-nov-11;14:02:00;27.9;8.44;304.44722;301.41034;0.08;0.35;1.155;4.665;1.475;0.359
18HU11061_1181;1041;47.826;-64.25383;346181;4.46;02-nov-11;14:02:00;27.9;8.44;305.0278;302.30354;0.07;0.345;1.13;4.68;1.475;0.304
18HU11061_1181;1041;47.826;-64.25383;346182;2.28;02-nov-11;14:02:00;27.9;8.44;305.20644;303.82198;0.075;0.345;1.12;4.65;1.76;0.253
18HU11061_1182;1051;47.74017;-63.999;346183;73.96;02-nov-11;15:52:00;32.1;1.09;NaN;241.34264;0.065;1.31;12;23.54;0.11;0.048
18HU11061_1182;1051;47.74017;-63.999;346184;49.48;02-nov-11;15:52:00;31.73;1.99;NaN;279.88422;0.025;0.965;8.535;11.76;0.05;0.04
18HU11061_1182;1051;47.74017;-63.999;346185;24.69;02-nov-11;15:52:00;29.49;7.42;NaN;296.89968;0.12;0.54;3.025;4.31;0.235;0.12
18HU11061_1182;1051;47.74017;-63.999;346186;15.77;02-nov-11;15:52:00;28.84;8.14;NaN;304.89382;0.065;0.345;1.19;3.1;1.345;0.281
18HU11061_1182;1051;47.74017;-63.999;346187;5.26;02-nov-11;15:52:00;28.76;8.34;NaN;306.50158;0.06;0.33;1.015;3.105;1.785;0.233
18HU11061_1182;1051;47.74017;-63.999;346188;2.28;02-nov-11;15:52:00;28.76;8.32;NaN;307.97536;0.065;0.32;0.98;3.105;1.63;0.235
18HU11061_1183;1061;47.661;-63.74917;346189;59.29;02-nov-11;17:42:00;31.7;1.33;260.99304;255.14258;0.04;1.17;10.16;18.815;0.11;0.053
18HU11061_1183;1061;47.661;-63.74917;346190;46.8;02-nov-11;17:42:00;30.89;4.43;262.77944;259.9212;0.075;0.925;7.64;12.69;0.085;0.057
18HU11061_1183;1061;47.661;-63.74917;346191;25.68;02-nov-11;17:42:00;29.03;8.8;299.04336;298.37346;0.06;0.335;0.6;2.46;0.48;0.152
18HU11061_1183;1061;47.661;-63.74917;346192;15.57;02-nov-11;17:42:00;28.58;9.43;298.95404;296.49774;0.065;0.3;0.45;2.575;1.185;0.248
18HU11061_1183;1061;47.661;-63.74917;346193;5.06;02-nov-11;17:42:00;28.56;9.43;299.4453;296.49774;0.06;0.3;0.46;2.605;1.13;0.234
18HU11061_1183;1061;47.661;-63.74917;346194;2.28;02-nov-11;17:42:00;28.56;9.42;299.75792;302.92878;0.065;0.295;0.47;2.59;1.47;0.207
18HU11061_1184;1071;47.50033;-63.25317;346195;72.87;02-nov-11;20:22:00;31.68;0.91;NaN;251.41347;0.05;1.24;10.915;19.735;0.11;0.063
18HU11061_1184;1071;47.50033;-63.25317;346196;50.17;02-nov-11;20:22:00;31.25;2.58;NaN;277.02598;0.03;0.945;7.575;11.915;0.055;0.044
